date_obj,Uncut%20ruby price
2019-04-03,1387
2019-04-04,1384
2019-04-05,1375
2019-04-06,1383
2019-04-07,1405
2019-04-08,1432
2019-04-09,1468
2019-04-10,1491
2019-04-11,1469
2019-04-12,1432
2019-04-13,1419
2019-04-14,1418
2019-04-15,1428
2019-04-16,1410
2019-04-17,1394
2019-04-18,1371
2019-04-19,1343
2019-04-20,1341
2019-04-21,1381
2019-04-22,1388
2019-04-23,1400
2019-04-24,1408
2019-04-25,1414
2019-04-26,1440
2019-04-27,1441
2019-04-28,1446
2019-04-29,1474
2019-04-30,1457
2019-05-01,1437
2019-05-02,1417
2019-05-03,1399
2019-05-04,1390
2019-05-05,1392
2019-05-06,1429
2019-05-07,1428
2019-05-08,1459
2019-05-09,1477
2019-05-10,1450
2019-05-11,1431
2019-05-12,1437
2019-05-13,1455
2019-05-14,1451
2019-05-15,1449
2019-05-16,1442
2019-05-17,1449
2019-05-18,1454
2019-05-19,1450
2019-05-20,1468
2019-05-21,1486
2019-05-22,1494
2019-05-23,1493
2019-05-24,1463
2019-05-25,1442
2019-05-26,1457
2019-05-27,1450
2019-05-28,1456
2019-05-29,1464
2019-05-30,1454
2019-05-31,1457
2019-06-01,1448
2019-06-02,1444
2019-06-03,1434
2019-06-04,1435
2019-06-05,1456
2019-06-06,1466
2019-06-07,1458
2019-06-08,1462
2019-06-09,1478
2019-06-10,1489
2019-06-11,1476
2019-06-12,1465
2019-06-13,1451
2019-06-14,1448
2019-06-15,1446
2019-06-16,1446
2019-06-17,1445
2019-06-18,1455
2019-06-19,1442
2019-06-20,1444
2019-06-21,1440
2019-06-22,1423
2019-06-23,1407
2019-06-24,1398
2019-06-25,1400
2019-06-26,1403
2019-06-27,1399
2019-06-28,1413
2019-06-29,1414
2019-06-30,1419
2019-07-01,1439
2019-07-02,1450
2019-07-03,1418
2019-07-04,1444
2019-07-05,1426
2019-07-06,1411
2019-07-07,1407
2019-07-08,1414
2019-07-09,1399
2019-07-10,1386
2019-07-11,1379
2019-07-12,1356
2019-07-13,1362
2019-07-14,1382
2019-07-15,1393
2019-07-16,1392
2019-07-17,1404
2019-07-18,1394
2019-07-19,1413
2019-07-20,1432
2019-07-21,1410
2019-07-22,1433
2019-07-23,1451
2019-07-24,1412
2019-07-25,1383
2019-07-26,1359
2019-07-27,1324
2019-07-28,1307
2019-07-29,1280
2019-07-30,1299
2019-07-31,1313
2019-08-01,1324
2019-08-02,1333
2019-08-03,1325
2019-08-04,1303
2019-08-05,1292
2019-08-06,1282
2019-08-07,1287
2019-08-08,1273
2019-08-09,1292
2019-08-10,1350
2019-08-11,1396
2019-08-12,1410
2019-08-13,1443
2019-08-14,1411
2019-08-15,1403
2019-08-16,1382
2019-08-17,1387
2019-08-18,1364
2019-08-19,1351
2019-08-20,1340
2019-08-21,1348
2019-08-22,1374
2019-08-23,1377
2019-08-24,1388
2019-08-24,1388
2019-08-25,1391
2019-08-25,1391
2019-08-26,1381
2019-08-26,1381
2019-08-27,1376
2019-08-27,1376
2019-08-28,1384
2019-08-29,1415
2019-08-30,1398
2019-08-31,1349
2019-09-01,1364
2019-09-02,1365
2019-09-03,1365
2019-09-04,1380
2019-09-05,1381
2019-09-06,1402
2019-09-07,1420
2019-09-08,1406
2019-09-09,1412
2019-09-10,1398
2019-09-11,1401
2019-09-12,1381
2019-09-13,1375
2019-09-14,1381
2019-09-15,1389
2019-09-16,1394
2019-09-17,1406
2019-09-18,1452
2019-09-19,1423
2019-09-20,1417
2019-09-21,1404
2019-09-22,1407
2019-09-23,1408
2019-09-24,1414
2019-09-25,1405
2019-09-26,1401
2019-09-27,1385
2019-09-28,1368
2019-09-29,1384
2019-09-30,1402
2019-10-01,1426
2019-10-02,1448
2019-10-03,1477
2019-10-04,1416
2019-10-05,1393
2019-10-06,1405
2019-10-07,1397
2019-10-08,1388
2019-10-09,1384
2019-10-10,1385
2019-10-11,1393
2019-10-12,1395
2019-10-13,1394
2019-10-14,1394
2019-10-15,1381
2019-10-16,1367
2019-10-17,1363
2019-10-18,1349
2019-10-19,1342
2019-10-20,1327
2019-10-21,1318
2019-10-22,1335
2019-10-23,1330
2019-10-24,1349
2019-10-25,1341
2019-10-26,1311
2019-10-27,1324
2019-10-28,1310
2019-10-29,1308
2019-10-30,1312
2019-10-31,1313
2019-11-01,1269
2019-11-02,1239
2019-11-03,1247
2019-11-04,1271
2019-11-05,1250
2019-11-06,1261
2019-11-07,1294
2019-11-08,1294
2019-11-09,1282
2019-11-10,1284
2019-11-11,1284
2019-11-12,1282
2019-11-13,1279
2019-11-14,1280
2019-11-15,1290
2019-11-16,1320
2019-11-17,1343
2019-11-18,1350
2019-11-19,1339
2019-11-20,1358
2019-11-21,1346
2019-11-22,1358
2019-11-23,1360
2019-11-24,1343
2019-11-25,1328
2019-11-26,1324
2019-11-27,1321
2019-11-28,1321
2019-11-29,1310
2019-11-30,1318
2019-12-01,1323
2019-12-02,1318
2019-12-03,1325
2019-12-04,1319
2019-12-05,1306
2019-12-06,1315
2019-12-07,1311
2019-12-08,1278
2019-12-09,1265
2019-12-10,1276
2019-12-11,1268
2019-12-12,1280
2019-12-13,1305
2019-12-14,1304
2019-12-15,1319
2019-12-16,1321
2019-12-17,1336
2019-12-18,1345
2019-12-19,1376
2019-12-20,1376
2019-12-21,1364
2019-12-22,1377
2019-12-23,1351
2019-12-24,1346
2019-12-25,1335
2019-12-26,1365
2019-12-27,1362
2019-12-28,1358
2019-12-29,1355
2019-12-30,1340
2019-12-31,1306
2020-01-01,1318
2020-01-02,1328
2020-01-03,1345
2020-01-04,1359
2020-01-05,1359
2020-01-06,1342
2020-01-07,1343
2020-01-08,1370
2020-01-09,1363
2020-01-10,1348
2020-01-11,1336
2020-01-12,1329
2020-01-13,1337
2020-01-14,1333
2020-01-15,1332
2020-01-16,1320
2020-01-17,1320
2020-01-18,1335
2020-01-19,1351
2020-01-20,1358
2020-01-21,1370
2020-01-22,1383
2020-01-23,1372
2020-01-24,1361
2020-01-25,1342
2020-01-26,1328
2020-01-27,1311
2020-01-28,1316
2020-01-29,1285
2020-01-30,1279
2020-01-31,1294
2020-02-01,1289
2020-02-02,1299
2020-02-03,1297
2020-02-04,1290
2020-02-05,1285
2020-02-06,1240
2020-02-07,1221
2020-02-08,1227
2020-02-09,1214
2020-02-10,1242
2020-02-11,1236
2020-02-12,1251
2020-02-13,1273
2020-02-14,1283
2020-02-15,1287
2020-02-16,1284
2020-02-17,1271
2020-02-18,1276
2020-02-19,1280
2020-02-20,1305
2020-02-21,1303
2020-02-22,1300
2020-02-23,1290
2020-02-24,1282
2020-02-25,1275
2020-02-26,1281
2020-02-27,1288
2020-02-28,1306
2020-02-29,1301
2020-03-01,1290
2020-03-02,1285
2020-03-03,1282
2020-03-04,1280
2020-03-05,1278
2020-03-06,1270
2020-03-07,1273
2020-03-08,1277
2020-03-09,1283
2020-03-10,1310
2020-03-11,1317
2020-03-12,1317
2020-03-13,1303
2020-03-14,1298
2020-03-15,1304
2020-03-16,1322
2020-03-17,1298
2020-03-18,1294
2020-03-19,1294
2020-03-20,1308
2020-03-21,1322
2020-03-22,1329
2020-03-23,1335
2020-03-24,1344
2020-03-25,1361
2020-03-26,1395
2020-03-27,1423
2020-03-28,1438
2020-03-29,1437
2020-03-30,1418
2020-03-31,1406
2020-04-01,1400
2020-04-02,1375
2020-04-03,1356
2020-04-04,1326
2020-04-05,1312
2020-04-06,1335
2020-04-07,1352
2020-04-08,1407
2020-04-09,1424
2020-04-10,1418
2020-04-11,1405
2020-04-12,1393
2020-04-13,1382
2020-04-14,1365
2020-04-15,1360
2020-04-16,1368
2020-04-17,1384
2020-04-18,1380
2020-04-19,1385
2020-04-20,1433
2020-04-21,1439
2020-04-22,1427
2020-04-23,1406
2020-04-24,1404
2020-04-25,1399
2020-04-26,1390
2020-04-27,1402
2020-04-28,1420
2020-04-29,1408
2020-04-30,1422
2020-05-01,1407
2020-05-02,1396
2020-05-03,1382
2020-05-04,1380
2020-05-05,1391
2020-05-06,1398
2020-05-07,1400
2020-05-08,1392
2020-05-09,1374
2020-05-10,1359
2020-05-11,1349
2020-05-12,1365
2020-05-13,1384
