date_obj,3rd%20age%20vambraces price
2015-08-01,4987675
2015-08-02,4987675
2015-08-03,5210286
2015-08-04,5210286
2015-08-05,5210286
2015-08-06,5210286
2015-08-07,5210286
2015-08-08,5210286
2015-08-09,5210286
2015-08-10,5210286
2015-08-11,5429718
2015-08-12,5429718
2015-08-13,5429718
2015-08-14,5429718
2015-08-15,5429718
2015-08-16,5429718
2015-08-17,5429718
2015-08-18,5429718
2015-08-19,5662135
2015-08-20,5662135
2015-08-21,5662135
2015-08-22,5662135
2015-08-23,5662135
2015-08-24,5662135
2015-08-25,5662135
2015-08-26,5662135
2015-08-27,5862836
2015-08-28,5862836
2015-08-29,5862836
2015-08-30,5862836
2015-08-31,5862836
2015-09-01,5862836
2015-09-02,5862836
2015-09-03,5862836
2015-09-04,5862836
2015-09-05,5862836
2015-09-06,5862836
2015-09-07,5900658
2015-09-08,5900658
2015-09-09,5900658
2015-09-10,5900658
2015-09-11,5900658
2015-09-12,5900658
2015-09-13,5900658
2015-09-14,5900658
2015-09-15,5900658
2015-09-16,5900658
2015-09-17,6073052
2015-09-18,6073052
2015-09-19,6073052
2015-09-20,6073052
2015-09-21,6073052
2015-09-22,6073052
2015-09-23,6073052
2015-09-24,6073052
2015-09-25,6073052
2015-09-27,6073052
2015-09-28,6073052
2015-09-29,6073052
2015-09-30,6029035
2015-10-05,6029035
2015-10-06,6029035
2015-10-07,6029035
2015-10-08,6029035
2015-10-09,6029035
2015-10-10,6029035
2015-10-11,5945361
2015-10-12,5945361
2015-10-13,5945361
2015-10-14,5945361
2015-10-15,5945361
2015-10-16,5945361
2015-10-17,5945361
2015-10-18,5945361
2015-10-19,5945361
2015-10-20,6146130
2015-10-22,6146130
2015-10-23,6146130
2015-10-24,6146130
2015-10-25,6146130
2015-10-26,6146130
2015-10-27,6146130
2015-10-28,6146130
2015-10-29,6146130
2015-10-30,6242346
2015-10-31,6242346
2015-11-01,6242346
2015-11-02,6242346
2015-11-03,6242346
2015-11-04,6242346
2015-11-05,6242346
2015-11-06,6242346
2015-11-07,6242346
2015-11-08,6242346
2015-11-09,6242346
2015-11-10,6242346
2015-11-11,6242346
2015-11-12,6242346
2015-11-13,6242346
2015-11-14,6228598
2015-11-15,6228598
2015-11-16,6228598
2015-11-17,6228598
2015-11-18,6228598
2015-11-19,6228598
2015-11-20,6228598
2015-11-21,6228598
2015-11-22,6228598
2015-11-23,6228598
2015-11-24,6228598
2015-11-25,6467044
2015-11-26,6467044
2015-11-27,6467044
2015-11-28,6467044
2015-11-29,6467044
2015-11-30,6467044
2015-12-01,6467044
2015-12-02,6467044
2015-12-03,6467044
2015-12-04,6735817
2015-12-05,6735817
2015-12-06,6735817
2015-12-07,6735817
2015-12-08,6735817
2015-12-09,6735817
2015-12-10,6735817
2015-12-11,6735817
2015-12-12,6735817
2015-12-13,7014751
2015-12-14,7014751
2015-12-15,7014751
2015-12-16,7014751
2015-12-17,7014751
2015-12-18,7014751
2015-12-19,7014751
2015-12-20,7014751
2015-12-21,7014751
2015-12-22,7014751
2015-12-23,7014751
2015-12-24,7323531
2015-12-25,7323531
2015-12-26,7323531
2015-12-27,7323531
2015-12-28,7323531
2015-12-29,7323531
2015-12-30,7323531
2015-12-31,7323531
2016-01-01,7323531
2016-01-02,7323531
2016-01-03,7323531
2016-01-04,7626093
2016-01-05,7626093
2016-01-06,7626093
2016-01-07,7626093
2016-01-08,7626093
2016-01-09,7626093
2016-01-10,7626093
2016-01-11,7626093
2016-01-12,7626093
2016-01-13,7626093
2016-01-14,7626093
2016-01-15,7626093
2016-01-16,7925888
2016-01-17,7925888
2016-01-18,7925888
2016-01-19,7925888
2016-01-20,7925888
2016-01-21,7925888
2016-01-22,7925888
2016-01-23,7925888
2016-01-24,7925888
2016-01-25,7925888
2016-01-26,7925888
2016-01-27,8249337
2016-01-28,8249337
2016-01-29,8249337
2016-01-30,8249337
2016-01-31,8249337
2016-02-01,8249337
2016-02-02,8249337
2016-02-03,8249337
2016-02-04,8249337
2016-02-05,8249337
2016-02-06,8588669
2016-02-07,8588669
2016-02-08,8588669
2016-02-09,8588669
2016-02-10,8588669
2016-02-11,8588669
2016-02-12,8588669
2016-02-13,8588669
2016-02-14,8588669
2016-02-15,8588669
2016-02-16,8588669
2016-02-17,8937109
2016-02-18,8937109
2016-02-19,8937109
2016-02-20,8937109
2016-02-21,8937109
2016-02-22,8937109
2016-02-23,8937109
2016-02-24,8937109
2016-02-25,8937109
2016-02-26,8937109
2016-02-27,8937109
2016-02-28,9334780
2016-02-29,9334780
2016-03-01,9334780
2016-03-02,9334780
2016-03-03,9334780
2016-03-04,9334780
2016-03-05,9334780
2016-03-06,9334780
2016-03-07,9704842
2016-03-08,9704842
2016-03-09,9704842
2016-03-10,9704842
2016-03-11,9704842
2016-03-12,9704842
2016-03-13,9704842
2016-03-14,9704842
2016-03-15,9704842
2016-03-16,10100005
2016-03-17,10100005
2016-03-18,10100005
2016-03-19,10100005
2016-03-20,10100005
2016-03-21,10100005
2016-03-22,10100005
2016-03-23,10100005
2016-03-24,10100005
2016-03-25,10517034
2016-03-26,10517034
2016-03-27,10517034
2016-03-28,10517034
2016-03-29,10517034
2016-03-30,10517034
2016-03-31,10517034
2016-04-01,10517034
2016-04-02,10517034
2016-04-03,10974060
2016-04-04,10974060
2016-04-05,10974060
2016-04-06,10974060
2016-04-07,10974060
2016-04-08,10974060
2016-04-09,10974060
2016-04-10,10974060
2016-04-11,10974060
2016-04-12,11381013
2016-04-13,11381013
2016-04-14,11381013
2016-04-15,11381013
2016-04-16,11381013
2016-04-17,11381013
2016-04-18,11381013
2016-04-19,11381013
2016-04-20,11381013
2016-04-21,11381013
2016-04-22,11848876
2016-04-23,11848876
2016-04-24,11848876
2016-04-25,11848876
2016-04-26,11848876
2016-04-27,11848876
2016-04-28,11848876
2016-04-29,11848876
2016-04-30,11848876
2016-05-01,11848876
2016-05-02,12316043
2016-05-03,12316043
2016-05-04,12316043
2016-05-05,12316043
2016-05-06,12316043
2016-05-07,12316043
2016-05-08,12316043
2016-05-09,12316043
2016-05-10,12316043
2016-05-11,12316043
2016-05-12,12316043
2016-05-13,12316043
2016-05-14,12836980
2016-05-15,12836980
2016-05-16,12836980
2016-05-17,12836980
2016-05-18,12836980
2016-05-19,12836980
2016-05-21,12836980
2016-05-22,12836980
2016-05-23,12836980
2016-05-24,12836980
2016-05-25,12836980
2016-05-26,12836980
2016-05-27,12836980
2016-05-28,13316262
2016-05-29,13316262
2016-05-30,13316262
2016-05-31,13316262
2016-06-01,13316262
2016-06-02,13316262
2016-06-03,13316262
2016-06-04,13316262
2016-06-05,13316262
2016-06-06,13316262
2016-06-07,13316262
2016-06-08,13790674
2016-06-09,13790674
2016-06-10,13790674
2016-06-11,13790674
2016-06-12,13790674
2016-06-13,13790674
2016-06-14,13790674
2016-06-15,13790674
2016-06-16,13790674
2016-06-17,13790674
2016-06-18,13790674
2016-06-19,14345132
2016-06-20,14345132
2016-06-21,14345132
2016-06-22,14345132
2016-06-23,14345132
2016-06-24,14345132
2016-06-25,14345132
2016-06-26,14345132
2016-06-27,14345132
2016-06-28,14345132
2016-06-29,14345132
2016-06-30,14345132
2016-07-01,14345132
2016-07-02,14345132
2016-07-03,14345132
2016-07-04,14958789
2016-07-05,14958789
2016-07-06,14958789
2016-07-07,14958789
2016-07-08,14958789
2016-07-09,14958789
2016-07-10,14958789
2016-07-11,14958789
2016-07-12,14958789
2016-07-13,14958789
2016-07-14,14958789
2016-07-15,14958789
2016-07-16,14958789
2016-07-17,14958789
2016-07-18,14958789
2016-07-23,15533788
2016-07-24,15533788
2016-07-25,15533788
2016-07-26,15533788
2016-07-27,15533788
2016-07-28,15533788
2016-07-29,15533788
2016-07-30,15533788
2016-07-31,15533788
2016-08-01,15533788
2016-08-02,15533788
2016-08-03,15533788
2016-08-04,15533788
2016-08-05,15533788
2016-08-06,15533788
2016-08-07,15533788
2016-08-08,15533788
2016-08-09,15743080
2016-08-10,15743080
2016-08-11,15743080
2016-08-12,15743080
2016-08-13,15743080
2016-08-14,15743080
2016-08-15,15743080
2016-08-16,15743080
2016-08-17,15743080
2016-08-18,15743080
2016-08-19,15743080
2016-08-20,15743080
2016-08-21,15743080
2016-08-22,15743080
2016-08-23,15743080
2016-08-24,15743080
2016-08-25,15743080
2016-08-26,15743080
2016-08-28,15743080
2016-08-31,15743080
2016-09-01,15000609
2016-09-02,15000609
2016-09-03,15000609
2016-09-04,15000609
2016-09-05,15000609
2016-09-06,15000609
2016-09-07,15000609
2016-09-08,15000609
2016-09-09,15000609
2016-09-10,15000609
2016-09-11,15000609
2016-09-12,14251898
2016-09-13,14251898
2016-09-14,14251898
2016-09-15,14251898
2016-09-16,14251898
2016-09-17,14251898
2016-09-18,14251898
2016-09-19,13543398
2016-09-20,13543398
2016-09-21,13543398
2016-09-22,13543398
2016-09-23,13543398
2016-09-24,13543398
2016-09-25,13543398
2016-09-26,12866992
2016-09-27,12866992
2016-09-28,12866992
2016-09-29,12866992
2016-09-30,12223642
2016-10-01,12223642
2016-10-02,12223642
2016-10-03,12223642
2016-10-04,12223642
2016-10-05,12223642
2016-10-06,11618927
2016-10-07,11618927
2016-10-08,11618927
2016-10-09,11618927
2016-10-10,11618927
2016-10-11,11618927
2016-10-12,11618927
2016-10-13,11618927
2016-10-14,11037980
2016-10-15,11037980
2016-10-16,11037980
2016-10-17,11037980
2016-10-18,11037980
2016-10-19,11037980
2016-10-20,11037980
2016-10-21,11037980
2016-10-22,11037980
2016-10-23,11037980
2016-10-24,10689040
2016-10-25,10689040
2016-10-26,10689040
2016-10-27,10689040
2016-10-28,10689040
2016-10-29,10689040
2016-10-30,10689040
2016-10-31,10689040
2016-11-01,10689040
2016-11-02,10689040
2016-11-03,11147013
2016-11-04,11147013
2016-11-05,11147013
2016-11-06,11147013
2016-11-07,11147013
2016-11-08,11147013
2016-11-09,11147013
2016-11-10,11147013
2016-11-11,11147013
2016-11-12,11147013
2016-11-13,11147013
2016-11-14,11147013
2016-11-15,11147013
2016-12-07,12135580
2016-12-08,12135580
2016-12-09,12135580
2016-12-10,12622027
2016-12-11,12622027
2016-12-12,12622027
2016-12-13,12622027
2016-12-14,12622027
2016-12-15,12622027
2016-12-16,12622027
2016-12-17,12622027
2016-12-18,12622027
2016-12-19,12622027
2016-12-20,12622027
2016-12-21,12622027
2016-12-22,13162924
2016-12-23,13162924
2016-12-24,13162924
2016-12-25,13162924
2016-12-26,13162924
2016-12-27,13162924
2016-12-28,13162924
2016-12-29,13162924
2016-12-30,13162924
2016-12-31,13162924
2017-01-01,13162924
2017-01-02,13162924
2017-01-03,13162924
2017-01-04,13162924
2017-01-05,13660651
2017-01-06,13660651
2017-01-07,13660651
2017-01-08,13660651
2017-01-09,13660651
2017-01-10,13660651
2017-01-11,13660651
2017-01-12,13660651
2017-01-13,13660651
2017-01-14,13660651
2017-01-15,13660651
2017-01-16,13660651
2017-01-17,13660651
2017-01-18,13504655
2017-01-19,13504655
2017-01-20,13504655
2017-01-21,13504655
2017-01-22,13504655
2017-01-23,13504655
2017-01-27,12829422
2017-01-28,12829422
2017-01-29,12829422
2017-01-30,12829422
2017-01-31,12829422
2017-02-01,12187950
2017-02-02,12187950
2017-02-03,12187950
2017-02-04,12187950
2017-02-05,12187950
2017-02-06,12187950
2017-02-07,11595428
2017-02-08,11595428
2017-02-09,11595428
2017-02-10,11595428
2017-02-11,11595428
2017-02-12,11595428
2017-02-13,11595428
2017-02-14,11024224
2017-02-15,11024224
2017-02-16,11024224
2017-02-17,11024224
2017-02-18,11024224
2017-02-19,11024224
2017-02-20,11024224
2017-02-21,11024224
2017-02-22,11024224
2017-02-23,11024224
2017-02-24,11024224
2017-02-25,10473012
2017-02-26,10473012
2017-02-27,10473012
2017-02-28,10473012
2017-03-01,10473012
2017-03-02,10473012
2017-03-03,10473012
2017-03-04,9953990
2017-03-05,9953990
2017-03-06,9953990
2017-03-07,9953990
2017-03-08,9953990
2017-03-09,9953990
2017-03-10,9953990
2017-03-11,9953990
2017-03-12,9460304
2017-03-13,9460304
2017-03-14,9460304
2017-03-15,9460304
2017-03-16,9460304
2017-03-17,9460304
2017-03-18,9460304
2017-03-19,8987288
2017-03-20,8987288
2017-03-21,8987288
2017-03-22,8987288
2017-03-23,8987288
2017-03-24,8987288
2017-03-25,8987288
2017-03-26,8541227
2017-03-27,8541227
2017-03-28,8541227
2017-03-29,8541227
2017-03-30,8541227
2017-03-31,8541227
2017-04-01,8541227
2017-04-02,8541227
2017-04-03,8541227
2017-04-04,8541227
2017-04-05,8541227
2017-04-12,8682031
2017-04-13,8682031
2017-04-14,8682031
2017-04-15,8682031
2017-04-16,8682031
2017-04-17,8682031
2017-04-18,8682031
2017-04-19,8455170
2017-04-20,8455170
2017-04-21,8455170
2017-04-22,8455170
2017-04-23,8455170
2017-04-24,8455170
2017-04-25,8455170
2017-04-26,8093894
2017-04-27,8093894
2017-04-28,8093894
2017-04-29,8093894
2017-04-30,8093894
2017-05-01,8093894
2017-05-02,8093894
2017-05-03,7732199
2017-05-04,7732199
2017-05-05,7732199
2017-05-06,7732199
2017-05-07,7732199
2017-05-08,7732199
2017-05-09,7732199
2017-05-10,7527021
2017-05-11,7527021
2017-05-12,7527021
2017-05-13,7527021
2017-05-14,7527021
2017-05-15,7527021
2017-05-16,7527021
2017-05-17,7527021
2017-05-18,7527021
2017-05-19,7527021
2017-05-20,7527021
2017-05-21,7527021
2017-05-22,7507837
2017-05-23,7507837
2017-05-24,7507837
2017-05-25,7507837
2017-05-26,7507837
2017-05-27,7507837
2017-05-28,7507837
2017-05-29,7507837
2017-05-30,7507837
2017-05-31,7404317
2017-06-01,7404317
2017-06-02,7404317
2017-06-03,7404317
2017-06-04,7404317
2017-06-05,7404317
2017-06-06,7404317
2017-06-07,7404317
2017-06-08,7404317
2017-06-09,7404317
2017-06-10,7034101
2017-06-11,7034101
2017-06-12,7034101
2017-06-13,7034101
2017-06-14,7034101
2017-06-15,7034101
2017-06-16,7034101
2017-06-17,7034101
2017-06-18,6742431
2017-06-19,6742431
2017-06-20,6742431
2017-06-21,6742431
2017-06-22,6742431
2017-06-23,6742431
2017-06-24,6742431
2017-06-25,6742431
2017-06-26,6468165
2017-06-27,6468165
2017-06-28,6468165
2017-06-29,6468165
2017-06-30,6468165
2017-07-01,6468165
2017-07-02,6468165
2017-07-03,6468165
2017-07-04,6595269
2017-07-05,6595269
2017-07-06,6595269
2017-07-07,6595269
2017-07-08,6595269
2017-07-09,6877539
2017-07-13,6877539
2017-07-14,6937898
2017-07-15,6937898
2017-07-16,6937898
2017-07-17,6937898
2017-07-18,6937898
2017-07-19,6937898
2017-07-20,6937898
2017-07-21,6937898
2017-07-22,6618890
2017-07-23,6618890
2017-07-24,6618890
2017-07-25,6618890
2017-07-26,6618890
2017-07-27,6618890
2017-07-28,6618890
2017-07-29,6618890
2017-07-30,6352937
2017-07-31,6352937
2017-08-01,6352937
2017-08-02,6352937
2017-08-03,6352937
2017-08-04,6352937
2017-08-05,6352937
2017-08-06,6352937
2017-08-07,6352937
2017-08-08,6101602
2017-08-09,6101602
2017-08-10,6101602
2017-08-11,6101602
2017-08-12,5862624
2017-08-13,5862624
2017-08-14,5862624
2017-08-15,5862624
2017-08-16,5862624
2017-08-17,5751356
2017-08-18,5751356
2017-08-19,5751356
2017-08-20,5751356
2017-08-21,5751356
2017-08-22,5848649
2017-08-23,5848649
2017-08-24,5848649
2017-08-25,5848649
2017-08-26,5848649
2017-08-27,5848649
2017-08-28,5848649
2017-08-29,5707704
2017-08-30,5707704
2017-08-31,5707704
2017-09-01,5707704
2017-09-02,5707704
2017-09-03,5707704
2017-09-04,5501086
2017-09-05,5501086
2017-09-06,5501086
2017-09-07,5501086
2017-09-08,5501086
2017-09-09,5501086
2017-09-10,5534856
2017-09-11,5534856
2017-09-12,5534856
2017-09-13,5534856
2017-09-14,5695761
2017-09-15,5695761
2017-09-16,5695761
2017-09-17,5695761
2017-09-18,5959795
2017-09-19,5959795
2017-09-20,5959795
2017-09-21,5959795
2017-09-22,5959795
2017-09-23,5959795
2017-09-24,5959795
2017-09-25,6224777
2017-09-26,6224777
2017-09-27,6224777
2017-09-28,6224777
2017-09-29,6224777
2017-09-30,6224777
2017-10-01,6224777
2017-10-02,6501938
2017-10-03,6501938
2017-10-04,6501938
2017-10-05,6501938
2017-10-06,6501938
2017-10-07,6767107
2017-10-08,6767107
2017-10-09,6767107
2017-10-10,6767107
2017-10-11,6767107
2017-10-12,6767107
2017-10-13,6767107
2017-10-14,7053265
2017-10-15,7053265
2017-10-16,7053265
2017-10-17,7053265
2017-10-18,7053265
2017-10-19,7053265
2017-10-20,7053265
2017-10-21,7053265
2017-10-22,7053265
2017-10-23,7053265
2017-10-24,7248690
2017-10-25,7248690
2017-10-26,7248690
2017-10-27,7248690
2017-10-28,7248690
2017-10-29,7248690
2017-10-30,7248690
2017-10-31,7248690
2017-11-01,7477169
2017-11-02,7477169
2017-11-03,7477169
2017-11-04,7477169
2017-11-05,7477169
2017-11-06,7477169
2017-11-07,7477169
2017-11-08,7477169
2017-11-09,7501518
2017-11-10,7501518
2017-11-11,7501518
2017-11-12,7501518
2017-11-13,7501518
2017-11-14,7501518
2017-11-15,7501518
2017-11-16,7501518
2017-11-17,7762085
2017-11-18,7762085
2017-11-19,7762085
2017-11-20,7762085
2017-11-21,7762085
2017-11-22,8010889
2017-11-23,8010889
2017-11-24,8010889
2017-11-25,8010889
2017-11-26,8010889
2017-11-27,8010889
2017-11-28,8010889
2017-11-29,8010889
2017-11-30,8271524
2017-12-01,8271524
2017-12-02,8271524
2017-12-03,8271524
2017-12-04,8271524
2017-12-05,8271524
2017-12-06,8617497
2017-12-07,8617497
2017-12-08,8617497
2017-12-09,8617497
2017-12-10,8617497
2017-12-11,8617497
2017-12-12,8617497
2017-12-13,8617497
2017-12-14,8789730
2017-12-15,8789730
2017-12-16,8789730
2017-12-17,8789730
2017-12-18,8789730
2017-12-19,8789730
2017-12-20,8361020
2017-12-21,8361020
2017-12-22,8361020
2017-12-23,8361020
2017-12-24,8361020
2017-12-25,8361020
2017-12-26,7963719
2017-12-27,7963719
2017-12-28,7963719
2017-12-29,7963719
2017-12-30,7963719
2017-12-31,7566522
2018-01-01,7566522
2018-01-02,7566522
2018-01-03,7566522
2018-01-04,7566522
2018-01-05,7566522
2018-01-06,7188195
2018-01-07,7188195
2018-01-08,7188195
2018-01-09,7188195
2018-01-10,7188195
2018-01-11,7188195
2018-01-12,7188195
2018-01-13,6828785
2018-01-14,6828785
2018-01-15,6828785
2018-01-16,6828785
2018-01-17,6828785
2018-01-18,6562964
2018-01-19,6562964
2018-01-20,6562964
2018-01-21,6562964
2018-01-22,6562964
2018-01-23,6529641
2018-01-24,6529641
2018-01-25,6529641
2018-01-26,6529641
2018-01-27,6529641
2018-01-28,6529641
2018-01-29,6529641
2018-01-30,6344641
2018-01-31,6344641
2018-02-01,6344641
2018-02-02,6344641
2018-02-03,6344641
2018-02-04,6344641
2018-02-05,6344641
2018-02-06,6406999
2018-02-07,6406999
2018-02-08,6406999
2018-02-09,6406999
2018-02-10,6406999
2018-02-11,6406999
2018-02-12,6432727
2018-02-13,6432727
2018-02-14,6432727
2018-02-15,6432727
2018-02-16,6432727
2018-02-17,6432727
2018-02-18,6432727
2018-02-19,6431402
2018-02-20,6431402
2018-02-21,6431402
2018-02-22,6431402
2018-02-23,6431402
2018-02-24,6431402
2018-02-25,6537146
2018-02-26,6537146
2018-02-27,6537146
2018-02-28,6537146
2018-03-01,6537146
2018-03-02,6537146
2018-03-03,6537146
2018-03-04,6537146
2018-03-05,6604302
2018-03-06,6604302
2018-03-07,6604302
2018-03-08,6604302
2018-03-09,6604302
2018-03-10,6604302
2018-03-11,6604302
2018-03-12,6472596
2018-03-13,6472596
2018-03-14,6472596
2018-03-15,6472596
2018-03-16,6472596
2018-03-17,6472596
2018-03-18,6243465
2018-03-19,6243465
2018-03-20,6243465
2018-03-21,6243465
2018-03-22,6243465
2018-03-23,6243465
2018-03-24,6243465
2018-03-25,6038884
2018-03-26,6038884
2018-03-27,6038884
2018-03-28,6038884
2018-03-29,6038884
2018-03-30,6038884
2018-03-31,6038884
2018-04-01,6046062
2018-04-02,6046062
2018-04-03,6046062
2018-04-04,6046062
2018-04-05,6046062
2018-04-06,6046062
2018-04-07,6046062
2018-04-08,5970005
2018-04-09,5970005
2018-04-10,5970005
2018-04-11,5970005
2018-04-12,5970005
2018-04-13,5970005
2018-04-14,5970005
2018-04-15,6080624
2018-04-16,6080624
2018-04-17,6080624
2018-04-18,6080624
2018-04-19,6080624
2018-04-20,6080624
2018-04-21,6080624
2018-04-22,6080624
2018-04-23,6078516
2018-04-24,6078516
2018-04-25,6078516
2018-04-26,6078516
2018-04-27,6078516
2018-04-28,6078516
2018-04-29,6078516
2018-04-30,6078516
2018-05-01,5997568
2018-05-02,5997568
2018-05-03,5997568
2018-05-04,5997568
2018-05-05,5997568
2018-05-06,5997568
2018-05-07,5997568
2018-05-08,5997568
2018-05-09,6036672
2018-05-10,6036672
2018-05-11,6036672
2018-05-12,6036672
2018-05-13,6036672
2018-05-14,6036672
2018-05-15,6036672
2018-05-16,5915512
2018-05-17,5915512
2018-05-18,5915512
2018-05-19,5915512
2018-05-20,5915512
2018-05-21,5851537
2018-05-22,5851537
2018-05-23,5851537
2018-05-24,5851537
2018-05-25,5851537
2018-05-26,5859104
2018-05-27,5859104
2018-05-28,5859104
2018-05-29,5859104
2018-05-30,5859104
2018-05-31,5931719
2018-06-01,5931719
2018-06-02,5931719
2018-06-03,5931719
2018-06-04,5931719
2018-06-05,5919141
2018-06-06,5919141
2018-06-07,5919141
2018-06-08,5919141
2018-06-09,5919141
2018-06-10,5919141
2018-06-11,5919141
2018-06-12,5809660
2018-06-13,5809660
2018-06-14,5809660
2018-06-15,5809660
2018-06-16,5809660
2018-06-17,5809660
2018-06-18,5721726
2018-06-19,5721726
2018-06-20,5721726
2018-06-21,5721726
2018-06-22,5721726
2018-06-23,5721726
2018-06-24,5721726
2018-06-25,5763753
2018-06-26,5763753
2018-06-27,5763753
2018-06-28,5763753
2018-06-29,5763753
2018-06-30,5846297
2018-07-01,5846297
2018-07-02,5846297
2018-07-03,5846297
2018-07-04,6087520
2018-07-05,6087520
2018-07-06,6087520
2018-07-07,6087520
2018-07-08,6087520
2018-07-09,6087520
2018-07-10,5800822
2018-07-11,5800822
2018-07-12,5800822
2018-07-13,5800822
2018-07-14,5800822
2018-07-15,5513252
2018-07-16,5513252
2018-07-17,5513252
2018-07-18,5513252
2018-07-19,5513252
2018-07-20,5352970
2018-07-21,5352970
2018-07-22,5352970
2018-07-23,5335397
2018-07-24,5335397
2018-07-25,5335397
2018-07-26,5335397
2018-07-27,5335397
2018-07-28,5335397
2018-07-29,5290909
2018-07-30,5290909
2018-07-31,5290909
2018-08-01,5290909
2018-08-02,5290909
2018-08-03,5290909
2018-08-04,5290909
2018-08-05,5290909
2018-08-06,5292865
2018-08-07,5292865
2018-08-08,5292865
2018-08-09,5292865
2018-08-10,5292865
2018-08-11,5292865
2018-08-12,5226470
2018-08-14,5226470
2018-08-16,5226470
2018-08-17,5226470
2018-08-18,5126119
2018-08-19,5126119
2018-08-20,5126119
2018-08-21,5126119
2018-08-22,5126119
2018-08-23,5087741
2018-08-24,5087741
2018-08-25,5087741
2018-08-26,5087741
2018-08-27,5087741
2018-08-28,5087741
2018-08-29,5053066
2018-08-30,5053066
2018-08-31,5053066
2018-09-01,5053066
2018-09-02,5053066
2018-09-03,5053066
2018-09-04,5074455
2018-09-05,5074455
2018-09-06,5074455
2018-09-07,5074455
2018-09-08,5074455
2018-09-09,5074455
2018-09-10,5033230
2018-09-11,5033230
2018-09-12,5033230
2018-09-13,5033230
2018-09-14,5033230
2018-09-15,5106480
2018-09-16,5106480
2018-09-17,5106480
2018-09-18,5106480
2018-09-19,5106480
2018-09-20,5106480
2018-09-21,5199368
2018-09-22,5199368
2018-09-23,5199368
2018-09-24,5199368
2018-09-25,5199368
2018-09-26,5199368
2018-09-27,5318493
2018-09-28,5318493
2018-09-29,5318493
2018-09-30,5318493
2018-10-01,5318493
2018-10-02,5459478
2018-10-03,5459478
2018-10-04,5459478
2018-10-05,5459478
2018-10-06,5459478
2018-10-07,5563892
2018-10-08,5563892
2018-10-09,5563892
2018-10-10,5563892
2018-10-11,5563892
2018-10-12,5333618
2018-10-13,5333618
2018-10-14,5333618
2018-10-15,5333618
2018-10-16,5333618
2018-10-17,5333618
2018-10-18,5278814
2018-10-19,5278814
2018-10-20,5278814
2018-10-21,5278814
2018-10-22,5278814
2018-10-23,5278814
2018-10-24,5278814
2018-10-25,5262105
2018-10-26,5262105
2018-10-27,5262105
2018-10-28,5262105
2018-10-29,5262105
2018-10-30,5308177
2018-10-31,5308177
2018-11-01,5308177
2018-11-03,5308177
