date_obj,Ruby%20bolts price
2015-03-26,328
2015-03-27,328
2015-03-28,328
2015-03-29,328
2015-03-30,319
2015-03-31,319
2015-04-01,319
2015-04-02,319
2015-04-03,309
2015-04-04,309
2015-04-05,309
2015-04-06,315
2015-04-07,315
2015-04-08,315
2015-04-09,315
2015-04-10,317
2015-04-11,317
2015-04-12,317
2015-04-13,323
2015-04-14,323
2015-04-15,323
2015-04-16,323
2015-04-17,320
2015-04-18,320
2015-04-19,320
2015-04-20,320
2015-04-21,316
2015-04-22,316
2015-04-23,316
2015-04-24,316
2015-04-25,319
2015-04-26,319
2015-04-27,319
2015-04-28,325
2015-04-29,325
2015-04-30,325
2015-05-01,325
2015-05-02,319
2015-05-03,319
2015-05-04,319
2015-05-05,319
2015-05-06,307
2015-05-07,307
2015-05-08,307
2015-05-09,307
2015-05-10,297
2015-05-11,297
2015-05-12,297
2015-05-13,297
2015-05-14,298
2015-05-15,298
2015-05-16,298
2015-05-17,298
2015-05-18,303
2015-05-19,303
2015-05-20,303
2015-05-21,303
2015-05-22,303
2015-05-23,309
2015-05-24,309
2015-05-25,309
2015-05-26,309
2015-05-27,319
2015-05-28,319
2015-05-29,319
2015-05-30,313
2015-05-31,313
2015-06-01,311
2015-06-02,311
2015-06-03,311
2015-06-04,317
2015-06-05,317
2015-06-06,326
2015-06-07,326
2015-06-08,326
2015-06-09,326
2015-06-10,326
2015-06-11,326
2015-06-12,331
2015-06-13,331
2015-06-14,333
2015-06-15,333
2015-06-16,334
2015-06-17,334
2015-06-18,334
2015-06-19,326
2015-06-20,326
2015-06-21,326
2015-06-22,330
2015-06-23,330
2015-06-24,330
2015-06-25,324
2015-06-26,324
2015-06-27,324
2015-06-28,311
2015-06-29,311
2015-06-30,311
2015-07-01,313
2015-07-02,313
2015-07-03,313
2015-07-04,321
2015-07-05,321
2015-07-06,321
2015-07-07,329
2015-07-08,329
2015-07-09,329
2015-07-10,328
2015-07-11,328
2015-07-12,328
2015-07-13,328
2015-07-14,323
2015-07-15,323
2015-07-16,323
2015-07-17,319
2015-07-18,319
2015-07-19,319
2015-07-20,316
2015-07-21,316
2015-07-22,320
2015-07-23,320
2015-07-24,320
2015-07-25,323
2015-07-26,323
2015-07-27,323
2015-07-28,326
2015-07-29,326
2015-07-30,327
2015-07-31,327
2015-08-01,327
2015-08-02,318
2015-08-03,318
2015-08-04,318
2015-08-05,311
2015-08-06,311
2015-08-07,311
2015-08-08,308
2015-08-09,308
2015-08-10,308
2015-08-11,308
2015-08-12,308
2015-08-13,308
2015-08-14,306
2015-08-15,306
2015-08-16,306
2015-08-17,306
2015-08-18,306
2015-08-19,316
2015-08-20,316
2015-08-21,330
2015-08-22,330
2015-08-23,330
2015-08-24,339
2015-08-25,339
2015-08-26,339
2015-08-27,339
2015-08-28,336
2015-08-29,336
2015-08-30,336
2015-08-31,327
2015-09-01,327
2015-09-02,327
2015-09-03,329
2015-09-04,329
2015-09-05,329
2015-09-06,325
2015-09-07,325
2015-09-08,325
2015-09-09,324
2015-09-10,324
2015-09-11,324
2015-09-12,311
2015-09-13,311
2015-09-14,311
2015-09-15,309
2015-09-16,309
2015-09-17,309
2015-09-18,297
2015-09-19,297
2015-09-20,297
2015-09-21,297
2015-09-22,297
2015-09-23,297
2015-09-24,296
2015-09-25,296
2015-09-27,285
2015-09-28,285
2015-09-29,285
2015-09-30,287
2015-10-05,295
2015-10-06,295
2015-10-07,304
2015-10-08,304
2015-10-09,304
2015-10-10,304
2015-10-11,301
2015-10-12,301
2015-10-13,301
2015-10-14,301
2015-10-15,293
2015-10-16,293
2015-10-17,293
2015-10-18,293
2015-10-19,296
2015-10-20,296
2015-10-22,296
2015-10-23,296
2015-10-24,296
2015-10-25,296
2015-10-26,297
2015-10-27,297
2015-10-29,297
2015-10-30,302
2015-10-31,302
2015-11-01,302
2015-11-02,302
2015-11-03,297
2015-11-04,297
2015-11-05,297
2015-11-06,297
2015-11-07,296
2015-11-08,296
2015-11-09,296
2015-11-10,296
2015-11-11,296
2015-11-12,295
2015-11-13,295
2015-11-14,295
2015-11-15,295
2015-11-16,298
2015-11-17,298
2015-11-18,298
2015-11-19,298
2015-11-20,295
2015-11-21,295
2015-11-22,295
2015-11-23,295
2015-11-24,283
2015-11-25,283
2015-11-26,283
2015-11-27,283
2015-11-28,282
2015-11-29,282
2015-11-30,282
2015-12-01,291
2015-12-02,291
2015-12-03,291
2015-12-04,302
2015-12-05,302
2015-12-06,302
2015-12-07,315
2015-12-08,315
2015-12-09,315
2015-12-10,315
2015-12-11,311
2015-12-12,311
2015-12-13,311
2015-12-14,311
2015-12-15,320
2015-12-16,320
2015-12-17,320
2015-12-18,320
2015-12-19,324
2015-12-20,324
2015-12-21,324
2015-12-22,333
2015-12-23,333
2015-12-24,333
2015-12-25,333
2015-12-26,334
2015-12-27,334
2015-12-28,334
2015-12-29,330
2015-12-30,330
2015-12-31,330
2016-01-01,321
2016-01-02,321
2016-01-03,313
2016-01-04,313
2016-01-05,313
2016-01-06,305
2016-01-07,305
2016-01-08,305
2016-01-09,303
2016-01-10,303
2016-01-11,303
2016-01-12,317
2016-01-13,317
2016-01-14,317
2016-01-15,329
2016-01-16,329
2016-01-17,329
2016-01-18,330
2016-01-19,330
2016-01-20,330
2016-01-21,330
2016-01-22,330
2016-01-23,330
2016-01-24,323
2016-01-25,323
2016-01-26,323
2016-01-27,317
2016-01-28,317
2016-01-29,317
2016-01-30,306
2016-01-31,306
2016-02-01,297
2016-02-02,297
2016-02-03,297
2016-02-04,295
2016-02-05,295
2016-02-06,295
2016-02-07,302
2016-02-08,302
2016-02-09,302
2016-02-10,299
2016-02-11,299
2016-02-12,299
2016-02-13,301
2016-02-14,301
2016-02-15,301
2016-02-16,301
2016-02-17,313
2016-02-18,313
2016-02-19,313
2016-02-20,313
2016-02-21,316
2016-02-22,316
2016-02-23,316
2016-02-24,316
2016-02-25,319
2016-02-26,319
2016-02-27,319
2016-02-28,322
2016-02-29,322
2016-03-01,322
2016-03-02,318
2016-03-03,318
2016-03-04,318
2016-03-05,328
2016-03-06,328
2016-03-07,328
2016-03-08,330
2016-03-09,330
2016-03-10,330
2016-03-11,334
2016-03-12,334
2016-03-13,334
2016-03-14,326
2016-03-15,326
2016-03-16,327
2016-03-17,327
2016-03-18,327
2016-03-19,321
2016-03-20,321
2016-03-21,321
2016-03-22,304
2016-03-23,304
2016-03-24,304
2016-03-25,290
2016-03-26,290
2016-03-27,290
2016-03-28,293
2016-03-29,293
2016-03-30,293
2016-03-31,286
2016-04-01,286
2016-04-02,286
2016-04-03,292
2016-04-04,292
2016-04-05,292
2016-04-06,289
2016-04-07,289
2016-04-08,289
2016-04-09,296
2016-04-10,296
2016-04-11,296
2016-04-12,301
2016-04-13,301
2016-04-14,301
2016-04-15,308
2016-04-16,308
2016-04-17,308
2016-04-18,312
2016-04-19,312
2016-04-20,312
2016-04-21,318
2016-04-22,318
2016-04-23,318
2016-04-24,327
2016-04-25,327
2016-04-26,327
2016-04-27,328
2016-04-28,328
2016-04-29,328
2016-04-30,318
2016-05-01,318
2016-05-02,318
2016-05-03,323
2016-05-04,323
2016-05-05,323
2016-05-06,323
2016-05-07,322
2016-05-08,322
2016-05-09,322
2016-05-10,317
2016-05-11,317
2016-05-12,317
2016-05-13,317
2016-05-14,317
2016-05-15,317
2016-05-16,322
2016-05-17,322
2016-05-18,316
2016-05-19,316
2016-05-22,306
2016-05-23,303
2016-05-24,303
2016-05-25,303
2016-05-26,313
2016-05-27,313
2016-05-28,313
2016-05-29,318
2016-05-30,318
2016-05-31,318
2016-06-01,315
2016-06-02,315
2016-06-03,306
2016-06-04,306
2016-06-05,306
2016-06-06,313
2016-06-07,313
2016-06-08,313
2016-06-09,305
2016-06-10,305
2016-06-11,314
2016-06-12,314
2016-06-13,317
2016-06-14,317
2016-06-15,312
2016-06-16,312
2016-06-17,323
2016-06-18,323
2016-06-19,332
2016-06-20,332
2016-06-21,333
2016-06-22,333
2016-06-23,343
2016-06-24,343
2016-06-25,344
2016-06-26,344
2016-06-27,360
2016-06-28,360
2016-06-29,371
2016-06-30,371
2016-07-01,361
2016-07-02,361
2016-07-03,361
2016-07-04,355
2016-07-05,355
2016-07-06,358
2016-07-07,358
2016-07-08,345
2016-07-09,345
2016-07-10,333
2016-07-11,333
2016-07-12,333
2016-07-13,327
2016-07-14,327
2016-07-15,339
2016-07-16,339
2016-07-17,347
2016-07-18,347
2016-07-23,340
2016-07-24,333
2016-07-25,333
2016-07-26,333
2016-07-27,330
2016-07-28,330
2016-07-29,330
2016-07-30,335
2016-07-31,335
2016-08-01,335
2016-08-02,337
2016-08-03,337
2016-08-04,337
2016-08-05,337
2016-08-06,334
2016-08-07,334
2016-08-08,334
2016-08-09,323
2016-08-10,323
2016-08-11,323
2016-08-12,323
2016-08-13,322
2016-08-14,322
2016-08-15,322
2016-08-16,327
2016-08-17,327
2016-08-18,327
2016-08-19,327
2016-08-20,323
2016-08-21,323
2016-08-22,323
2016-08-23,315
2016-08-24,315
2016-08-25,315
2016-08-26,315
2016-08-28,311
2016-08-31,307
2016-09-01,303
2016-09-02,303
2016-09-03,303
2016-09-04,313
2016-09-05,313
2016-09-06,313
2016-09-07,314
2016-09-08,314
2016-09-09,314
2016-09-10,314
2016-09-11,314
2016-09-12,314
2016-09-13,314
2016-09-14,314
2016-09-15,314
2016-09-16,314
2016-09-17,313
2016-09-18,313
2016-09-19,312
2016-09-20,312
2016-09-21,312
2016-09-22,311
2016-09-23,311
2016-09-24,311
2016-09-25,314
2016-09-26,314
2016-09-27,314
2016-09-28,304
2016-09-29,304
2016-09-30,309
2016-10-01,309
2016-10-02,309
2016-10-03,310
2016-10-04,310
2016-10-05,310
2016-10-06,322
2016-10-07,322
2016-10-08,322
2016-10-09,322
2016-10-10,322
2016-10-11,313
2016-10-12,313
2016-10-13,313
2016-10-14,312
2016-10-15,312
2016-10-16,321
2016-10-17,321
2016-10-18,324
2016-10-19,324
2016-10-20,327
2016-10-21,327
2016-10-22,329
2016-10-23,329
2016-10-24,331
2016-10-25,331
2016-10-26,331
2016-10-27,338
2016-10-28,338
2016-10-29,333
2016-10-30,333
2016-10-31,341
2016-11-01,341
2016-11-02,355
2016-11-03,355
2016-11-04,359
2016-11-05,359
2016-11-06,347
2016-11-07,347
2016-11-08,342
2016-11-09,342
2016-11-10,348
2016-11-11,348
2016-11-12,352
2016-11-13,352
2016-11-14,352
2016-12-08,354
2016-12-09,354
2016-12-10,369
2016-12-11,369
2016-12-12,383
2016-12-13,383
2016-12-14,382
2016-12-15,382
2016-12-16,373
2016-12-17,373
2016-12-18,358
2016-12-19,358
2016-12-20,351
2016-12-21,351
2016-12-22,351
2016-12-23,349
2016-12-24,349
2016-12-25,349
2016-12-26,345
2016-12-27,345
2016-12-28,351
2016-12-29,351
2016-12-30,360
2016-12-31,360
2017-01-01,373
2017-01-02,373
2017-01-03,386
2017-01-04,401
2017-01-05,422
2017-01-06,444
2017-01-07,462
2017-01-08,459
2017-01-09,439
2017-01-10,417
2017-01-11,396
2017-01-12,377
2017-01-13,368
2017-01-14,376
2017-01-15,372
2017-01-16,367
2017-01-17,364
2017-01-18,369
2017-01-19,369
2017-01-20,370
2017-01-21,382
2017-01-22,382
2017-01-27,388
2017-01-28,386
2017-01-29,384
2017-01-30,384
2017-01-31,373
2017-02-01,367
2017-02-02,367
2017-02-03,374
2017-02-04,382
2017-02-05,383
2017-02-06,383
2017-02-07,381
2017-02-08,384
2017-02-09,384
2017-02-10,378
2017-02-11,370
2017-02-12,370
2017-02-13,363
2017-02-14,369
2017-02-15,369
2017-02-16,371
2017-02-18,366
2017-02-19,356
2017-02-20,356
2017-02-21,357
2017-02-22,357
2017-02-23,357
2017-02-24,357
2017-02-25,365
2017-02-26,365
2017-02-27,364
2017-02-28,369
2017-03-01,361
2017-03-02,356
2017-03-03,356
2017-03-04,361
2017-03-05,361
2017-03-06,367
2017-03-07,367
2017-03-08,366
2017-03-09,366
2017-03-10,363
2017-03-11,365
2017-03-12,365
2017-03-13,371
2017-03-14,373
2017-03-15,371
2017-03-16,371
2017-03-17,372
2017-03-18,372
2017-03-19,363
2017-03-20,350
2017-03-21,355
2017-03-22,355
2017-03-23,355
2017-03-24,357
2017-03-25,357
2017-03-26,354
2017-03-27,348
2017-03-28,348
2017-03-29,354
2017-03-30,354
2017-03-31,357
2017-04-01,357
2017-04-02,356
2017-04-03,349
2017-04-04,349
2017-04-12,336
2017-04-13,337
2017-04-14,337
2017-04-15,339
2017-04-16,343
2017-04-17,345
2017-04-18,345
2017-04-19,350
2017-04-20,350
2017-04-21,349
2017-04-22,349
2017-04-23,358
2017-04-24,355
2017-04-25,350
2017-04-26,350
2017-04-27,354
2017-04-28,351
2017-04-29,344
2017-04-30,344
2017-05-01,348
2017-05-02,355
2017-05-03,355
2017-05-04,353
2017-05-05,355
2017-05-06,355
2017-05-07,357
2017-05-08,357
2017-05-09,363
2017-05-10,370
2017-05-11,376
2017-05-12,374
2017-05-13,365
2017-05-14,358
2017-05-15,358
2017-05-16,355
2017-05-17,355
2017-05-18,358
2017-05-19,358
2017-05-20,358
2017-05-21,358
2017-05-22,361
2017-05-23,361
2017-05-24,365
2017-05-25,365
2017-05-26,356
2017-05-27,352
2017-05-28,352
2017-05-29,356
2017-05-30,356
2017-05-31,369
2017-06-01,366
2017-06-02,350
2017-06-03,350
2017-06-06,339
2017-06-07,332
2017-06-08,332
