date_obj,Fancy%20hedge%20(bagged) price
2015-08-05,26000
2015-08-06,26000
2015-08-07,26000
2015-08-08,26000
2015-08-09,26000
2015-08-10,26000
2015-08-11,26000
2015-08-12,26000
2015-08-13,26000
2015-08-14,26000
2015-08-15,26000
2015-08-16,26000
2015-08-17,26000
2015-08-18,26000
2015-08-19,26000
2015-08-20,26000
2015-08-21,26000
2015-08-22,26000
2015-08-23,26000
2015-08-24,26000
2015-08-25,26000
2015-08-26,26000
2015-08-27,26000
2015-08-28,26000
2015-08-29,26000
2015-08-30,26000
2015-08-31,26000
2015-09-02,26000
2015-09-07,26000
2015-09-08,26000
2015-09-10,26000
2015-09-14,26000
2015-09-16,26000
2015-09-22,26000
2015-09-23,26000
2015-09-24,26000
2015-09-25,26000
2015-09-27,26000
2015-09-28,26000
2015-09-29,26000
2015-09-30,26000
2015-10-05,26000
2015-10-06,26000
2015-10-07,26000
2015-10-08,26000
2015-10-09,26000
2015-10-10,26000
2015-10-11,26000
2015-10-12,26000
2015-10-13,26000
2015-10-14,26000
2015-10-15,26000
2015-10-16,26000
2015-10-17,26000
2015-10-18,26000
2015-10-19,26000
2015-10-20,26000
2015-10-22,26000
2015-10-23,26000
2015-10-24,26000
2015-10-25,26000
2015-10-26,26000
2015-10-27,26000
2015-10-29,26000
2015-10-30,26000
2015-10-31,26000
2015-11-01,26000
2015-11-02,26000
2015-11-03,26000
2015-11-04,26000
2015-11-05,26000
2015-11-06,26000
2015-11-07,26000
2015-11-08,26000
2015-11-09,26000
2015-11-10,26000
2015-11-11,26000
2015-11-12,26000
2015-11-13,26000
2015-11-14,26000
2015-11-15,26000
2015-11-16,26000
2015-11-17,26000
2015-11-18,26000
2015-11-19,26000
2015-11-20,26000
2015-11-21,26000
2015-11-22,26000
2015-11-23,26000
2015-11-24,26000
2015-11-25,26000
2015-11-26,26000
2015-11-27,26000
2015-11-28,26000
2015-11-29,26000
2015-11-30,26000
2015-12-01,26000
2015-12-02,26000
2015-12-03,26000
2015-12-04,26000
2015-12-05,26000
2015-12-06,26000
2015-12-07,26000
2015-12-08,26000
2015-12-09,26000
2015-12-10,26000
2015-12-11,26000
2015-12-12,26000
2015-12-13,26000
2015-12-14,26000
2015-12-15,26000
2015-12-16,26000
2015-12-17,26000
2015-12-18,26000
2015-12-19,26000
2015-12-20,26000
2015-12-21,26000
2015-12-22,26000
2015-12-23,26000
2015-12-24,26000
2015-12-25,26000
2015-12-26,26000
2015-12-27,26000
2015-12-28,26000
2015-12-29,26000
2015-12-30,26000
2015-12-31,26000
2016-01-01,26000
2016-01-02,26000
2016-01-03,26000
2016-01-04,26000
2016-01-05,26000
2016-01-06,26000
2016-01-07,26000
2016-01-08,26000
2016-01-09,26000
2016-01-10,26000
2016-01-11,26000
2016-01-12,26000
2016-01-13,26000
2016-01-14,26000
2016-01-15,26000
2016-01-16,26000
2016-01-17,26000
2016-01-18,26000
2016-01-19,26000
2016-01-20,26000
2016-01-21,26000
2016-01-22,26000
2016-01-23,26000
2016-01-24,26000
2016-01-25,26000
2016-01-26,26000
2016-01-27,26000
2016-01-28,26000
2016-01-29,26000
2016-01-30,26000
2016-01-31,26000
2016-02-01,26000
2016-02-02,26000
2016-02-03,26000
2016-02-04,26000
2016-02-05,26000
2016-02-06,26000
2016-02-07,26000
2016-02-08,26000
2016-02-09,26000
2016-02-10,26000
2016-02-11,26000
2016-02-12,26000
2016-02-13,26000
2016-02-14,26000
2016-02-15,26000
2016-02-16,26000
2016-02-17,26000
2016-02-18,26000
2016-02-19,26000
2016-02-20,26000
2016-02-21,26000
2016-02-22,26000
2016-02-23,26000
2016-02-24,26000
2016-02-25,26000
2016-02-26,26000
2016-02-27,26000
2016-02-28,26000
2016-02-29,26000
2016-03-01,26000
2016-03-02,26000
2016-03-03,26000
2016-03-04,26000
2016-03-05,26000
2016-03-06,26000
2016-03-07,26000
2016-03-08,26000
2016-03-09,26000
2016-03-10,26000
2016-03-11,26000
2016-03-12,26000
2016-03-13,26000
2016-03-14,26000
2016-03-15,26000
2016-03-16,26000
2016-03-17,26000
2016-03-18,26000
2016-03-19,26000
2016-03-20,26000
2016-03-21,26000
2016-03-22,26000
2016-03-23,26000
2016-03-24,26000
2016-03-25,26000
2016-03-26,26000
2016-03-27,26000
2016-03-28,26000
2016-03-29,26000
2016-03-30,26000
2016-03-31,26000
2016-04-01,26000
2016-04-02,26000
2016-04-03,26000
2016-04-04,26000
2016-04-05,26000
2016-04-06,26000
2016-04-07,26000
2016-04-08,26000
2016-04-09,26000
2016-04-10,26000
2016-04-11,26000
2016-04-12,26000
2016-04-13,26000
2016-04-14,26000
2016-04-15,26000
2016-04-16,26000
2016-04-17,26000
2016-04-18,26000
2016-04-19,26000
2016-04-20,26000
2016-04-21,26000
2016-04-22,26000
2016-04-23,26000
2016-04-24,26000
2016-04-25,26000
2016-04-26,26000
2016-04-27,26000
2016-04-28,26000
2016-04-29,26000
2016-04-30,26000
2016-05-01,26000
2016-05-02,26000
2016-05-03,26000
2016-05-04,26000
2016-05-05,26000
2016-05-06,26000
2016-05-07,26000
2016-05-08,26000
2016-05-09,26000
2016-05-10,26000
2016-05-11,26000
2016-05-12,26000
2016-05-13,26000
2016-05-14,26000
2016-05-15,26000
2016-05-16,26000
2016-05-17,26000
2016-05-18,26000
2016-05-19,26000
2016-05-22,26000
2016-05-23,26000
2016-05-24,26000
2016-05-25,26000
2016-05-26,26000
2016-05-27,26000
2016-05-28,26000
2016-05-29,26000
2016-05-30,26000
2016-05-31,26000
2016-06-01,26000
2016-06-02,26063
2016-06-03,26063
2016-06-04,26063
2016-06-05,26063
2016-06-06,26063
2016-06-07,26063
2016-06-08,26063
2016-06-09,26063
2016-06-10,26063
2016-06-11,26063
2016-06-12,26063
2016-06-13,26063
2016-06-14,26063
2016-06-15,26063
2016-06-16,26063
2016-06-17,26063
2016-06-18,26063
2016-06-19,26063
2016-06-20,26063
2016-06-21,26063
2016-06-22,26063
2016-06-23,26063
2016-06-24,26063
2016-06-25,26063
2016-06-26,26063
2016-06-27,26063
2016-06-28,26063
2016-06-29,26063
2016-06-30,26063
2016-07-01,26063
2016-07-02,26063
2016-07-03,26063
2016-07-04,26063
2016-07-05,26063
2016-07-06,26063
2016-07-07,26063
2016-07-08,26063
2016-07-09,26063
2016-07-10,26063
2016-07-11,26063
2016-07-12,26063
2016-07-13,26063
2016-07-14,26063
2016-07-15,26063
2016-07-16,26063
2016-07-17,26063
2016-07-18,26063
2016-07-23,26063
2016-07-24,26063
2016-07-25,26063
2016-07-26,26063
2016-07-27,26063
2016-07-28,26063
2016-07-29,26063
2016-07-30,26063
2016-07-31,26063
2016-08-01,26063
2016-08-02,26063
2016-08-03,26063
2016-08-04,26063
2016-08-05,26063
2016-08-06,26063
2016-08-07,26063
2016-08-08,26063
2016-08-09,26063
2016-08-10,26063
2016-08-11,26063
2016-08-12,26063
2016-08-13,26063
2016-08-14,26063
2016-08-15,26063
2016-08-16,26063
2016-08-17,26063
2016-08-18,26063
2016-08-19,26063
2016-08-20,26063
2016-08-21,26063
2016-08-22,26063
2016-08-23,26063
2016-08-24,26063
2016-08-25,26063
2016-08-26,26063
2016-08-28,26063
2016-08-31,26063
2016-09-01,26063
2016-09-02,26063
2016-09-03,26063
2016-09-04,26063
2016-09-05,26063
2016-09-06,26063
2016-09-07,26063
2016-09-08,26063
2016-09-09,26063
2016-09-10,26063
2016-09-11,26063
2016-09-12,26063
2016-09-13,26063
2016-09-14,26063
2016-09-15,26063
2016-09-16,26063
2016-09-17,26063
2016-09-18,26063
2016-09-19,26063
2016-09-20,26063
2016-09-21,26063
2016-09-22,26063
2016-09-23,26063
2016-09-24,26063
2016-09-25,26063
2016-09-26,26063
2016-09-27,26063
2016-09-28,26063
2016-09-29,26063
2016-09-30,26063
2016-10-01,26063
2016-10-02,26063
2016-10-03,26063
2016-10-04,26063
2016-10-05,26063
2016-10-06,26063
2016-10-07,26063
2016-10-08,26063
2016-10-09,26063
2016-10-10,26063
2016-10-11,26063
2016-10-12,26063
2016-10-13,26063
2016-10-14,26063
2016-10-15,26063
2016-10-16,26063
2016-10-17,26063
2016-10-18,26063
2016-10-19,26063
2016-10-20,26063
2016-10-21,26063
2016-10-22,26063
2016-10-23,26063
2016-10-24,26063
2016-10-25,26063
2016-10-26,26063
2016-10-27,26063
2016-10-28,26063
2016-10-29,26063
2016-10-30,26063
2016-10-31,26063
2016-11-01,26063
2016-11-02,26063
2016-11-03,26063
2016-11-04,26063
2016-11-05,26063
2016-11-06,26063
2016-11-07,26063
2016-11-08,26063
2016-11-09,26063
2016-11-10,26063
2016-11-11,26063
2016-11-12,26063
2016-11-13,26063
2016-11-14,26063
2016-11-15,26063
2016-12-07,26063
2016-12-08,26063
2016-12-09,26063
2016-12-10,26063
2016-12-11,26063
2016-12-12,26063
2016-12-13,26063
2016-12-14,26063
2016-12-15,26063
2016-12-16,26063
2016-12-17,26063
2016-12-18,26063
2016-12-19,26063
2016-12-20,26063
2016-12-21,26063
2016-12-22,26063
2016-12-23,26063
2016-12-24,26063
2016-12-25,26063
2016-12-26,26063
2016-12-27,26063
2016-12-28,26063
2016-12-29,26063
2016-12-30,26063
2016-12-31,26063
2017-01-01,26063
2017-01-02,26063
2017-01-03,26063
2017-01-04,26063
2017-01-05,26063
2017-01-06,26063
2017-01-07,26063
2017-01-08,26063
2017-01-09,26063
2017-01-10,26063
2017-01-11,26063
2017-01-12,26063
2017-01-13,26063
2017-01-14,26063
2017-01-15,26063
2017-01-16,26063
2017-01-17,26063
2017-01-18,26063
2017-01-19,26063
2017-01-20,26063
2017-01-21,26063
2017-01-22,26063
2017-01-23,26063
2017-01-27,26063
2017-01-28,26063
2017-01-29,26063
2017-01-30,26063
2017-01-31,26063
2017-02-01,26063
2017-02-02,26063
2017-02-03,26063
2017-02-04,26266
2017-02-05,26266
2017-02-06,26266
2017-02-07,26266
2017-02-08,26266
2017-02-09,26266
2017-02-10,26266
2017-02-11,26266
2017-02-12,26266
2017-02-13,26266
2017-02-14,26266
2017-02-15,26266
2017-02-16,26266
2017-02-18,26266
2017-02-19,26266
2017-02-20,26266
2017-02-21,26266
2017-02-22,26266
2017-02-23,26266
2017-02-24,26266
2017-02-25,26266
2017-02-26,26266
2017-02-27,26266
2017-02-28,26266
2017-03-01,26266
2017-03-02,26266
2017-03-03,26266
2017-03-04,26266
2017-03-05,26266
2017-03-06,26266
2017-03-07,26266
2017-03-08,26266
2017-03-09,26266
2017-03-10,26266
2017-03-11,26266
2017-03-12,26266
2017-03-13,26266
2017-03-14,26266
2017-03-15,26266
2017-03-16,26266
2017-03-17,26266
2017-03-18,26266
2017-03-19,26266
2017-03-20,26266
2017-03-21,26266
2017-03-22,26266
2017-03-23,26266
2017-03-24,26266
2017-03-25,26266
2017-03-26,26266
2017-03-27,26266
2017-03-28,26266
2017-03-29,26266
2017-03-30,26266
2017-03-31,26266
2017-04-01,26266
2017-04-02,26266
2017-04-03,26266
2017-04-04,26266
2017-04-12,26266
2017-04-13,26266
2017-04-14,26266
2017-04-15,26266
2017-04-16,26266
2017-04-17,26266
2017-04-18,26266
2017-04-19,26266
2017-04-20,26266
2017-04-21,26266
2017-04-22,26266
2017-04-23,26266
2017-04-24,26266
2017-04-25,26266
2017-04-26,26266
2017-04-27,26266
2017-04-28,26266
2017-04-29,26266
2017-04-30,26266
2017-05-01,26266
2017-05-02,26266
2017-05-03,26266
2017-05-04,26266
2017-05-05,26266
2017-05-06,26266
2017-05-07,26266
2017-05-08,26266
2017-05-09,26266
2017-05-10,26266
2017-05-11,26266
2017-05-12,26266
2017-05-13,26266
2017-05-14,26266
2017-05-15,26266
2017-05-16,26266
2017-05-17,26266
2017-05-18,26266
2017-05-19,26266
2017-05-20,26266
2017-05-21,26266
2017-05-22,26266
2017-05-23,26266
2017-05-24,26266
2017-05-25,26266
2017-05-26,26266
2017-05-27,26266
2017-05-28,26266
2017-05-29,26266
2017-05-30,26266
2017-05-31,26266
2017-06-01,26266
2017-06-02,26266
2017-06-03,26266
2017-06-04,26266
2017-06-05,26266
2017-06-06,26266
2017-06-07,26266
2017-06-08,26266
2017-06-09,26266
2017-06-10,26266
2017-06-11,26266
2017-06-12,26266
2017-06-13,26266
2017-06-14,26266
2017-06-15,26266
2017-06-16,26266
2017-06-17,26266
2017-06-18,26266
2017-06-19,26266
2017-06-20,26266
2017-06-21,26266
2017-06-22,26266
2017-06-23,26266
2017-06-24,26266
2017-06-25,26266
2017-06-26,26266
2017-06-27,26266
2017-06-28,26266
2017-06-29,26266
2017-06-30,26266
2017-07-01,26266
2017-07-02,26266
2017-07-03,26266
2017-07-04,26266
2017-07-05,26266
2017-07-06,26266
2017-07-07,26266
2017-07-08,26266
2017-07-13,26266
2017-07-14,26266
2017-07-15,26266
2017-07-16,26266
2017-07-17,26266
2017-07-18,26266
2017-07-19,26266
2017-07-20,26266
2017-07-21,26266
2017-07-22,26266
2017-07-23,26266
2017-07-24,26266
2017-07-25,26266
2017-07-26,26266
2017-07-27,26266
2017-07-28,26266
2017-07-29,26266
2017-07-30,26266
2017-07-31,26266
2017-08-01,26266
2017-08-02,26266
2017-08-03,26266
2017-08-04,26266
2017-08-05,26266
2017-08-06,26266
2017-08-09,26266
2017-08-10,26266
2017-08-11,26266
2017-08-12,26266
2017-08-13,26266
2017-08-14,26266
2017-08-15,26266
2017-08-16,26266
2017-08-17,26266
2017-08-18,26266
2017-08-19,26266
2017-08-20,26553
2017-08-21,26553
2017-08-22,26553
2017-08-23,26553
2017-08-24,26553
2017-08-25,26553
2017-08-26,26553
2017-08-27,26553
2017-08-28,26553
2017-08-29,26553
2017-08-30,26553
2017-08-31,26553
2017-09-01,26553
2017-09-02,26553
2017-09-03,26553
2017-09-04,26553
2017-09-05,26553
2017-09-06,26553
2017-09-07,26553
2017-09-08,26553
2017-09-09,26553
2017-09-10,26553
2017-09-11,26553
2017-09-12,26553
2017-09-13,26553
2017-09-14,26553
2017-09-15,26553
2017-09-16,26553
2017-09-17,26553
2017-09-18,26553
2017-09-19,26553
2017-09-20,26553
2017-09-21,26553
2017-09-22,26553
2017-09-23,26553
2017-09-24,26553
2017-09-25,26553
2017-09-26,26553
2017-09-27,26553
2017-09-28,26553
2017-09-29,26553
2017-09-30,26553
2017-10-01,26553
2017-10-02,26553
2017-10-03,26553
2017-10-04,26553
2017-10-05,26553
2017-10-06,26553
2017-10-07,26553
2017-10-08,26553
2017-10-09,26553
2017-10-10,26553
2017-10-11,26553
2017-10-12,26553
2017-10-13,26553
2017-10-14,26553
2017-10-15,26553
2017-10-16,26553
2017-10-17,26553
2017-10-18,26553
2017-10-19,26553
2017-10-20,26553
2017-10-21,26553
2017-10-22,26553
2017-10-23,26553
2017-10-24,26553
2017-10-25,26553
2017-10-26,26553
2017-10-27,26553
2017-10-28,26553
2017-10-29,26553
2017-10-30,26553
2017-10-31,26553
2017-11-01,26553
2017-11-02,26553
2017-11-03,26553
2017-11-04,26553
2017-11-05,26553
2017-11-06,26553
2017-11-07,26553
2017-11-08,26553
2017-11-09,26553
2017-11-10,26553
2017-11-11,26553
2017-11-12,26553
2017-11-13,26553
2017-11-14,26553
2017-11-15,26553
2017-11-16,26553
2017-11-17,26553
2017-11-18,26553
2017-11-19,26553
2017-11-20,26553
2017-11-21,26553
2017-11-22,26553
2017-11-23,26553
2017-11-24,26553
2017-11-25,26553
2017-11-26,26553
2017-11-27,26553
2017-11-28,26553
2017-11-29,26553
2017-11-30,26553
2017-12-01,26553
2017-12-02,26553
2017-12-03,26553
2017-12-04,26553
2017-12-05,26553
2017-12-06,26553
2017-12-07,26553
2017-12-08,26553
2017-12-09,26553
2017-12-10,26553
2017-12-12,26553
2017-12-13,26553
2017-12-14,26553
2017-12-15,26553
2017-12-16,26553
2017-12-17,26553
2017-12-18,26553
2017-12-19,26553
2017-12-20,26553
2017-12-21,26553
2017-12-22,26553
2017-12-23,26553
2017-12-24,26553
2017-12-25,26553
2017-12-26,26553
2017-12-27,26553
2017-12-28,26553
2017-12-29,26553
2017-12-30,26553
2017-12-31,26553
2018-01-01,26553
2018-01-02,26553
2018-01-03,26553
2018-01-04,26553
2018-01-05,26553
2018-01-06,26553
2018-01-07,26553
2018-01-08,26553
2018-01-09,26553
2018-01-10,26553
2018-01-11,26553
2018-01-12,26553
2018-01-13,26553
2018-01-14,26553
2018-01-15,26553
2018-01-16,26553
2018-01-17,26553
2018-01-18,26553
2018-01-19,26553
2018-01-20,26553
2018-01-21,26553
2018-01-22,26553
2018-01-23,26553
2018-01-25,26553
2018-01-26,26553
2018-01-27,26553
2018-01-28,26553
2018-01-29,26553
2018-01-30,26553
2018-01-31,26553
2018-02-01,26553
2018-02-02,26553
2018-02-03,26553
2018-02-04,26553
2018-02-05,26553
2018-02-06,26553
2018-02-07,26553
2018-02-08,26553
2018-02-09,26553
2018-02-10,26553
2018-02-11,26553
2018-02-12,26553
2018-02-13,26553
2018-02-14,26553
2018-02-15,26553
2018-02-16,26553
2018-02-17,26553
2018-02-18,26553
2018-02-19,26718
2018-02-20,26718
2018-02-21,26718
2018-02-22,26718
2018-02-23,26718
2018-02-24,26718
2018-02-25,26718
2018-02-26,26718
2018-02-27,26718
2018-02-28,26718
2018-03-01,26718
2018-03-02,26718
2018-03-03,26718
2018-03-04,26718
2018-03-05,26718
2018-03-06,26718
2018-03-07,26718
2018-03-08,26718
2018-03-09,26718
2018-03-10,26718
2018-03-11,26718
2018-03-12,26718
2018-03-13,26718
2018-03-14,26718
2018-03-15,26718
2018-03-16,26718
2018-03-17,26718
2018-03-18,26718
2018-03-20,26718
2018-03-21,26718
2018-03-23,26718
2018-03-24,26718
2018-03-25,26718
2018-03-26,26718
2018-03-27,26718
2018-03-28,26718
2018-03-29,26718
2018-03-30,26718
2018-03-31,26718
2018-04-01,26718
2018-04-02,26718
2018-04-03,26718
2018-04-04,26718
2018-04-05,26718
2018-04-06,26718
2018-04-07,26718
2018-04-08,26718
2018-04-09,26718
2018-04-10,26718
2018-04-11,26718
2018-04-12,26718
2018-04-13,26718
2018-04-14,26718
2018-04-15,26718
2018-04-16,26718
2018-04-17,26718
2018-04-18,26718
2018-04-19,26718
2018-04-20,26718
2018-04-21,26718
2018-04-22,26718
2018-04-23,26718
2018-04-24,26718
2018-04-25,26718
2018-04-26,26718
2018-04-27,26718
2018-04-28,26718
2018-04-29,26718
2018-04-30,26718
2018-05-01,26718
2018-05-03,26718
2018-05-04,26718
2018-05-05,26718
2018-05-06,26718
2018-05-07,26718
2018-05-08,26718
2018-05-09,26718
2018-05-10,26718
2018-05-11,26718
2018-05-12,26718
2018-05-13,26718
2018-05-14,26718
2018-05-15,26718
2018-05-16,26718
2018-05-17,26718
2018-05-18,26718
2018-05-19,26718
2018-05-20,26718
2018-05-21,26718
2018-05-22,26718
2018-05-23,26718
2018-05-24,26718
2018-05-25,26718
2018-05-26,26718
2018-05-27,26718
2018-05-28,26718
2018-05-29,26718
2018-05-30,26718
2018-05-31,26718
2018-06-01,26718
2018-06-02,26718
2018-06-03,26718
2018-06-04,26718
2018-06-05,26718
2018-06-06,26718
2018-06-07,26718
2018-06-08,26718
2018-06-09,26718
2018-06-10,26718
2018-06-11,26718
2018-06-12,26718
2018-06-13,26718
2018-06-14,26718
2018-06-15,26718
2018-06-16,26718
2018-06-17,26718
2018-06-18,26718
2018-06-19,26718
2018-06-20,26718
2018-06-21,26718
2018-06-22,26718
2018-06-23,26718
2018-06-24,26718
2018-06-25,26718
2018-06-26,26718
2018-06-27,26718
2018-06-28,26718
2018-06-29,26718
2018-06-30,26718
2018-07-01,26718
2018-07-02,26718
2018-07-03,26718
2018-07-04,26718
2018-07-05,26718
2018-07-06,26718
2018-07-07,26718
2018-07-08,26718
2018-07-09,26718
2018-07-10,26718
2018-07-11,26718
2018-07-12,26718
2018-07-13,26718
2018-07-14,26718
2018-07-15,26718
2018-07-16,26718
2018-07-17,26718
2018-07-18,26718
2018-07-19,26718
2018-07-20,26718
2018-07-21,26718
2018-07-22,26718
2018-07-23,26718
2018-07-24,26718
2018-07-25,26718
2018-07-26,26718
2018-07-27,26718
2018-07-28,26718
2018-07-29,26718
2018-07-30,26718
2018-07-31,26718
2018-08-01,26718
2018-08-02,26718
2018-08-03,26718
2018-08-04,26718
2018-08-05,26718
2018-08-06,26718
2018-08-07,26718
2018-08-08,26718
2018-08-09,26718
2018-08-10,26718
2018-08-11,26718
2018-08-12,26718
2018-08-14,26718
2018-08-16,26718
2018-08-17,26718
2018-08-18,26718
2018-08-19,26718
2018-08-20,26718
2018-08-21,26718
2018-08-22,26718
2018-08-23,26718
2018-08-24,26718
2018-08-25,26718
2018-08-26,26718
2018-08-27,26718
2018-08-28,26718
2018-08-29,26718
2018-08-30,26718
2018-08-31,26718
2018-09-01,26718
2018-09-02,26718
2018-09-03,26718
2018-09-04,26718
2018-09-05,26718
2018-09-06,26718
2018-09-07,26718
2018-09-08,26718
2018-09-09,26718
2018-09-10,26718
2018-09-11,26718
2018-09-12,26718
2018-09-13,26718
2018-09-14,26718
2018-09-15,26718
2018-09-16,26718
2018-09-17,26718
2018-09-18,26718
2018-09-19,26718
2018-09-20,26718
2018-09-21,26718
2018-09-22,26718
2018-09-23,26718
2018-09-24,26718
2018-09-25,26718
2018-09-26,26718
2018-09-27,26718
2018-09-28,26718
2018-09-29,26718
2018-09-30,26718
2018-10-01,26718
2018-10-02,26718
2018-10-03,26718
2018-10-04,26718
2018-10-05,26718
2018-10-06,26718
2018-10-07,26718
2018-10-08,26718
2018-10-09,26718
2018-10-10,26718
2018-10-11,26718
2018-10-12,26718
2018-10-13,26718
2018-10-14,26718
2018-10-15,26718
2018-10-16,26718
2018-10-17,26718
2018-10-18,26718
2018-10-19,26718
2018-10-20,26718
2018-10-21,26718
2018-10-22,26718
2018-10-23,26718
2018-10-24,26718
2018-10-25,26718
2018-10-26,26718
2018-10-27,26718
2018-10-28,26718
2018-10-29,26718
2018-10-30,26718
2018-10-31,26718
2018-11-01,26718
2018-11-03,26718
2018-11-04,26718
2018-11-05,26718
2018-11-06,26718
2018-11-07,26718
2018-11-08,26718
2018-11-09,26718
2018-11-10,26718
2018-11-11,26718
2018-11-12,26718
2018-11-13,26718
2018-11-14,26718
2018-11-15,26718
2018-11-16,26718
2018-11-17,26718
2018-11-18,26718
2018-11-19,26718
2018-11-20,26718
2018-11-21,26718
2018-11-22,26718
2018-11-23,26718
2018-11-24,26718
2018-11-25,26718
2018-11-26,26718
2018-11-27,26718
2018-11-28,26718
2018-11-29,26718
2018-12-01,26718
2018-12-02,26718
2018-12-03,26718
2018-12-04,27450
2018-12-05,27450
2018-12-07,27450
2018-12-09,27450
2018-12-10,27450
2018-12-11,27450
2018-12-12,27450
2018-12-13,27450
2018-12-14,27450
2018-12-15,27450
2018-12-16,27450
2018-12-17,27450
2018-12-18,27450
2018-12-19,27450
2018-12-20,27450
2018-12-21,27450
2018-12-22,27450
2018-12-23,27450
2018-12-24,27450
2018-12-25,27450
2018-12-26,27450
2018-12-27,27450
2018-12-28,27450
2018-12-29,27450
2018-12-30,27450
2018-12-31,27450
2019-01-01,27450
2019-01-02,27450
2019-01-03,27450
2019-01-04,27450
2019-01-05,27450
2019-01-06,27450
2019-01-08,27450
2019-01-10,27450
2019-01-11,27450
2019-01-12,27450
2019-01-13,27450
2019-01-14,27450
2019-01-15,27450
2019-01-16,27450
2019-01-17,27450
2019-01-18,27450
2019-01-19,27450
2019-01-20,27450
2019-01-21,27450
2019-01-22,27450
2019-01-23,27450
2019-01-24,27450
2019-01-25,27450
2019-01-26,27450
2019-01-27,27450
2019-01-28,27450
2019-01-29,27450
2019-01-30,27450
2019-01-31,27450
2019-02-01,27450
2019-02-02,27450
2019-02-03,27450
2019-02-04,27450
2019-02-05,27450
2019-02-06,27450
2019-02-07,27450
2019-02-08,27450
2019-02-09,27450
2019-02-10,27450
2019-02-11,27450
2019-02-12,27450
2019-02-13,27450
2019-02-14,27450
2019-02-15,27450
2019-02-16,27450
2019-02-17,27450
2019-02-18,27450
2019-02-19,27450
2019-02-20,27450
2019-02-21,27450
2019-02-22,27450
2019-02-23,27450
2019-02-24,27450
2019-02-25,27450
2019-02-26,27450
2019-02-27,27450
2019-02-28,27450
2019-03-01,27450
2019-03-02,27450
2019-03-03,27450
2019-03-04,27450
2019-03-05,27450
2019-03-06,27450
2019-03-07,27450
2019-03-08,27450
2019-03-09,27450
2019-03-10,27450
2019-03-11,27450
2019-03-12,27450
2019-03-13,27450
2019-03-14,27450
2019-03-15,27450
2019-03-16,27450
2019-03-17,27450
2019-03-18,27450
2019-03-19,27450
2019-03-20,27450
