date_obj,Mort%20myre%20pear price
2015-03-26,100
2015-03-27,100
2015-03-28,100
2015-03-29,100
2015-03-30,100
2015-03-31,100
2015-04-01,100
2015-04-02,100
2015-04-03,100
2015-04-04,100
2015-04-05,100
2015-04-06,104
2015-04-07,104
2015-04-08,104
2015-04-09,104
2015-04-10,104
2015-04-11,104
2015-04-12,104
2015-04-13,104
2015-04-14,104
2015-04-15,104
2015-04-16,104
2015-04-17,104
2015-04-18,104
2015-04-19,104
2015-04-20,104
2015-04-21,104
2015-04-22,104
2015-04-23,104
2015-04-24,104
2015-04-25,104
2015-04-26,104
2015-04-27,104
2015-04-28,104
2015-04-29,104
2015-04-30,104
2015-05-01,104
2015-05-02,104
2015-05-03,104
2015-05-04,104
2015-05-05,104
2015-05-06,104
2015-05-07,104
2015-05-08,104
2015-05-09,104
2015-05-10,104
2015-05-11,104
2015-05-12,104
2015-05-13,104
2015-05-14,108
2015-05-15,108
2015-05-16,108
2015-05-17,108
2015-05-18,108
2015-05-19,108
2015-05-20,108
2015-05-21,108
2015-05-22,108
2015-05-23,108
2015-05-24,108
2015-05-25,108
2015-05-26,108
2015-05-27,108
2015-05-28,108
2015-05-29,108
2015-05-30,108
2015-05-31,108
2015-06-01,108
2015-06-02,108
2015-06-03,108
2015-06-04,108
2015-06-05,108
2015-06-06,108
2015-06-07,108
2015-06-08,108
2015-06-09,108
2015-06-10,108
2015-06-11,108
2015-06-12,108
2015-06-13,108
2015-06-14,108
2015-06-15,108
2015-06-16,108
2015-06-17,108
2015-06-18,108
2015-06-19,108
2015-06-20,113
2015-06-21,113
2015-06-22,113
2015-06-23,113
2015-06-24,113
2015-06-25,113
2015-06-26,113
2015-06-27,113
2015-06-28,113
2015-06-29,113
2015-06-30,113
2015-07-01,113
2015-07-02,113
2015-07-03,113
2015-07-04,113
2015-07-05,113
2015-07-06,113
2015-07-07,113
2015-07-08,113
2015-07-09,113
2015-07-10,113
2015-07-11,113
2015-07-12,113
2015-07-13,113
2015-07-14,113
2015-07-15,113
2015-07-16,113
2015-07-17,113
2015-07-18,113
2015-07-19,113
2015-07-20,113
2015-07-21,113
2015-07-22,113
2015-07-23,113
2015-07-24,113
2015-07-25,113
2015-07-26,113
2015-07-27,113
2015-07-28,113
2015-07-29,119
2015-07-30,119
2015-07-31,119
2015-08-01,119
2015-08-02,119
2015-08-03,119
2015-08-04,119
2015-08-05,119
2015-08-06,119
2015-08-07,119
2015-08-08,119
2015-08-09,119
2015-08-10,119
2015-08-11,119
2015-08-12,119
2015-08-13,119
2015-08-14,119
2015-08-15,119
2015-08-16,119
2015-08-17,119
2015-08-18,119
2015-08-19,119
2015-08-20,119
2015-08-21,119
2015-08-22,119
2015-08-23,119
2015-08-24,119
2015-08-25,119
2015-08-26,119
2015-08-27,119
2015-08-28,119
2015-08-29,119
2015-08-30,119
2015-08-31,119
2015-09-01,119
2015-09-02,119
2015-09-03,119
2015-09-04,119
2015-09-05,119
2015-09-06,119
2015-09-07,119
2015-09-08,119
2015-09-09,119
2015-09-10,119
2015-09-11,119
2015-09-12,119
2015-09-13,119
2015-09-14,119
2015-09-15,119
2015-09-16,119
2015-09-17,119
2015-09-18,119
2015-09-19,119
2015-09-20,119
2015-09-21,119
2015-09-22,119
2015-09-23,119
2015-09-24,119
2015-09-25,119
2015-09-27,119
2015-09-28,119
2015-09-29,119
2015-09-30,119
2015-10-05,124
2015-10-06,124
2015-10-07,124
2015-10-08,124
2015-10-09,124
2015-10-10,124
2015-10-11,124
2015-10-12,124
2015-10-13,124
2015-10-14,124
2015-10-15,124
2015-10-16,124
2015-10-17,124
2015-10-18,124
2015-10-19,124
2015-10-20,124
2015-10-22,124
2015-10-23,124
2015-10-24,124
2015-10-25,124
2015-10-26,124
2015-10-27,124
2015-10-29,124
2015-10-30,124
2015-10-31,124
2015-11-01,124
2015-11-02,124
2015-11-03,124
2015-11-04,124
2015-11-05,124
2015-11-06,124
2015-11-07,124
2015-11-08,124
2015-11-09,124
2015-11-10,124
2015-11-11,124
2015-11-12,124
2015-11-13,124
2015-11-14,124
2015-11-15,124
2015-11-16,124
2015-11-17,124
2015-11-18,124
2015-11-19,124
2015-11-20,124
2015-11-21,124
2015-11-22,124
2015-11-23,124
2015-11-24,124
2015-11-25,124
2015-11-26,124
2015-11-27,124
2015-11-28,124
2015-11-29,124
2015-11-30,124
2015-12-01,124
2015-12-02,124
2015-12-03,124
2015-12-04,124
2015-12-05,124
2015-12-06,124
2015-12-07,124
2015-12-08,124
2015-12-09,124
2015-12-10,124
2015-12-11,124
2015-12-12,124
2015-12-13,124
2015-12-14,124
2015-12-15,124
2015-12-16,124
2015-12-17,124
2015-12-18,130
2015-12-19,130
2015-12-20,130
2015-12-21,130
2015-12-22,130
2015-12-23,130
2015-12-24,130
2015-12-25,130
2015-12-26,130
2015-12-27,130
2015-12-28,130
2015-12-29,130
2015-12-30,130
2015-12-31,130
2016-01-01,130
2016-01-02,130
2016-01-03,130
2016-01-04,130
2016-01-05,130
2016-01-06,130
2016-01-07,130
2016-01-08,130
2016-01-09,130
2016-01-10,130
2016-01-11,130
2016-01-12,130
2016-01-13,130
2016-01-14,130
2016-01-15,130
2016-01-16,130
2016-01-17,130
2016-01-18,130
2016-01-19,130
2016-01-20,130
2016-01-21,130
2016-01-22,130
2016-01-23,130
2016-01-24,130
2016-01-25,130
2016-01-26,130
2016-01-27,130
2016-01-28,130
2016-01-29,130
2016-01-30,130
2016-01-31,130
2016-02-01,130
2016-02-02,130
2016-02-03,130
2016-02-04,130
2016-02-05,130
2016-02-06,130
2016-02-07,130
2016-02-08,130
2016-02-09,130
2016-02-10,137
2016-02-11,137
2016-02-12,137
2016-02-13,137
2016-02-14,137
2016-02-15,137
2016-02-16,137
2016-02-17,137
2016-02-18,137
2016-02-19,137
2016-02-20,137
2016-02-21,137
2016-02-22,137
2016-02-23,137
2016-02-24,137
2016-02-25,137
2016-02-26,137
2016-02-27,137
2016-02-28,137
2016-02-29,137
2016-03-01,137
2016-03-02,137
2016-03-03,137
2016-03-04,137
2016-03-05,137
2016-03-06,137
2016-03-07,137
2016-03-08,137
2016-03-09,137
2016-03-10,137
2016-03-11,137
2016-03-12,137
2016-03-13,137
2016-03-14,137
2016-03-15,137
2016-03-16,137
2016-03-17,137
2016-03-18,137
2016-03-19,137
2016-03-20,137
2016-03-21,137
2016-03-22,137
2016-03-23,137
2016-03-24,137
2016-03-25,137
2016-03-26,137
2016-03-27,137
2016-03-28,137
2016-03-29,137
2016-03-30,137
2016-03-31,137
2016-04-01,137
2016-04-02,142
2016-04-03,142
2016-04-04,142
2016-04-05,142
2016-04-06,142
2016-04-07,142
2016-04-08,142
2016-04-09,142
2016-04-10,142
2016-04-11,142
2016-04-12,142
2016-04-13,142
2016-04-14,142
2016-04-15,142
2016-04-16,142
2016-04-17,142
2016-04-18,142
2016-04-19,142
2016-04-20,142
2016-04-21,142
2016-04-22,142
2016-04-23,142
2016-04-24,142
2016-04-25,142
2016-04-26,142
2016-04-27,142
2016-04-28,142
2016-04-29,142
2016-04-30,142
2016-05-01,142
2016-05-02,142
2016-05-03,142
2016-05-04,142
2016-05-05,142
2016-05-06,142
2016-05-07,142
2016-05-08,142
2016-05-09,142
2016-05-10,142
2016-05-11,142
2016-05-12,142
2016-05-13,142
2016-05-14,142
2016-05-15,142
2016-05-16,142
2016-05-17,149
2016-05-18,149
2016-05-19,149
2016-05-22,149
2016-05-23,149
2016-05-24,149
2016-05-25,149
2016-05-26,149
2016-05-27,149
2016-05-28,149
2016-05-29,149
2016-05-30,149
2016-05-31,149
2016-06-01,149
2016-06-02,149
2016-06-03,149
2016-06-04,149
2016-06-05,149
2016-06-06,149
2016-06-07,149
2016-06-08,149
2016-06-09,149
2016-06-10,149
2016-06-11,149
2016-06-12,149
2016-06-13,149
2016-06-14,149
2016-06-15,149
2016-06-16,149
2016-06-17,149
2016-06-18,149
2016-06-19,149
2016-06-20,149
2016-06-21,149
2016-06-22,149
2016-06-23,149
2016-06-24,149
2016-06-25,149
2016-06-26,149
2016-06-27,149
2016-06-28,149
2016-06-29,157
2016-06-30,157
2016-07-01,157
2016-07-02,157
2016-07-03,157
2016-07-04,157
2016-07-05,157
2016-07-06,157
2016-07-07,157
2016-07-08,157
2016-07-09,157
2016-07-10,157
2016-07-11,157
2016-07-12,157
2016-07-13,157
2016-07-14,157
2016-07-15,157
2016-07-16,157
2016-07-17,157
2016-07-18,157
2016-07-23,157
2016-07-24,157
2016-07-25,157
2016-07-26,157
2016-07-27,157
2016-07-28,157
2016-07-29,157
2016-07-30,157
2016-07-31,157
2016-08-01,157
2016-08-02,157
2016-08-03,157
2016-08-04,162
2016-08-05,162
2016-08-06,162
2016-08-07,162
2016-08-08,162
2016-08-09,162
2016-08-10,162
2016-08-11,162
2016-08-12,162
2016-08-13,162
2016-08-14,162
2016-08-15,162
2016-08-16,162
2016-08-17,162
2016-08-18,162
2016-08-19,162
2016-08-20,162
2016-08-21,162
2016-08-22,162
2016-08-23,162
2016-08-24,162
2016-08-25,162
2016-08-26,162
