date_obj,Steel%20full%20helm%20(t) price
2017-03-05,23178
2017-03-06,22451
2017-03-07,22451
2017-03-08,22451
2017-03-09,22451
2017-03-10,22451
2017-03-11,22451
2017-03-12,22451
2017-03-13,22451
2017-03-14,22451
2017-03-15,21397
2017-03-16,21397
2017-03-17,21397
2017-03-18,21397
2017-03-19,21397
2017-03-20,21397
2017-03-21,21397
2017-03-22,21397
2017-03-23,20471
2017-03-24,20471
2017-03-25,20471
2017-03-26,20471
2017-03-27,20471
2017-03-28,20471
2017-03-29,20471
2017-03-30,20471
2017-03-31,19510
2017-04-01,19510
2017-04-02,19510
2017-04-03,19510
2017-04-04,19510
2017-04-12,18591
2017-04-13,18591
2017-04-14,18591
2017-04-15,18591
2017-04-16,18591
2017-04-17,17757
2017-04-18,17757
2017-04-19,17757
2017-04-20,17757
2017-04-21,17757
2017-04-22,17757
2017-04-23,17757
2017-04-24,17757
2017-04-25,17757
2017-04-26,16957
2017-04-27,16957
2017-04-28,16957
2017-04-29,16957
2017-04-30,16957
2017-05-01,16957
2017-05-02,16957
2017-05-03,16572
2017-05-04,16572
2017-05-05,16572
2017-05-06,16572
2017-05-07,16572
2017-05-08,16572
2017-05-09,16572
2017-05-10,16572
2017-05-11,16572
2017-05-12,15989
2017-05-13,15989
2017-05-14,15989
2017-05-15,15989
2017-05-16,15989
2017-05-17,15989
2017-05-18,15989
2017-05-19,15989
2017-05-20,15989
2017-05-21,15989
2017-05-22,15266
2017-05-23,15266
2017-05-24,15266
2017-05-25,15266
2017-05-26,15266
2017-05-27,15266
2017-05-28,15266
2017-05-29,15266
2017-05-30,14528
2017-05-31,14528
2017-06-01,14528
2017-06-02,14528
2017-06-03,14528
2017-06-06,13883
2017-06-07,13883
2017-06-08,13883
2017-06-09,13883
2017-06-10,13883
2017-06-11,13883
2017-06-12,13883
2017-06-13,13883
2017-06-14,13275
2017-06-15,13275
2017-06-16,13275
2017-06-17,13275
2017-06-18,13275
2017-06-19,13275
2017-06-20,12823
2017-06-21,12823
2017-06-22,12823
2017-06-23,12823
2017-06-24,12823
2017-06-25,12823
2017-06-26,12823
2017-06-27,12823
2017-06-28,12823
2017-06-29,12455
2017-06-30,12455
2017-07-01,12455
2017-07-02,12455
2017-07-03,12455
2017-07-04,12455
2017-07-05,12455
2017-07-06,12455
2017-07-07,12455
2017-07-08,12455
2017-07-13,12103
2017-07-14,12103
2017-07-15,12103
2017-07-16,12103
2017-07-17,12215
2017-07-18,12215
2017-07-19,12215
2017-07-20,12215
2017-07-21,12215
2017-07-22,12215
2017-07-23,12215
2017-07-24,12215
2017-07-25,12510
2017-07-26,12510
2017-07-27,12510
2017-07-28,12510
2017-07-29,12510
2017-07-30,12510
2017-07-31,12510
2017-08-01,12510
2017-08-02,12611
2017-08-03,12611
2017-08-04,12611
2017-08-05,12611
2017-08-06,12611
2017-08-09,12611
2017-08-10,12703
2017-08-11,12703
2017-08-12,12703
2017-08-13,12703
2017-08-14,12703
2017-08-15,12703
2017-08-17,12703
2017-08-18,12703
2017-08-19,12511
2017-08-20,12511
2017-08-21,12511
2017-08-22,12511
2017-08-23,12511
2017-08-24,12511
2017-08-25,12511
2017-08-26,12246
2017-08-27,12246
2017-08-28,12246
2017-08-29,12246
2017-08-30,12246
2017-08-31,12246
2017-09-01,12246
2017-09-02,12246
2017-09-03,12365
2017-09-04,12365
2017-09-05,12365
2017-09-06,12365
2017-09-07,12365
2017-09-08,12365
2017-09-09,12365
2017-09-10,12075
2017-09-11,12075
2017-09-12,12075
2017-09-13,12075
2017-09-14,12075
2017-09-15,12075
2017-09-16,11738
2017-09-17,11738
2017-09-19,11738
2017-09-20,11738
2017-09-21,11738
2017-09-22,11738
2017-09-23,11897
2017-09-24,11897
2017-09-25,11897
2017-09-26,11897
2017-09-27,11897
2017-09-28,11897
2017-09-29,11897
2017-09-30,12088
2017-10-01,12088
2017-10-02,12088
2017-10-03,12088
2017-10-04,12088
2017-10-05,12088
2017-10-06,12088
2017-10-07,12436
2017-10-08,12436
2017-10-09,12436
2017-10-10,12436
2017-10-11,12436
2017-10-12,12436
2017-10-13,12436
2017-10-14,12436
2017-10-15,12436
2017-10-16,12906
2017-10-17,12906
2017-10-18,12906
2017-10-19,12906
2017-10-20,12906
2017-10-21,12906
2017-10-22,12906
2017-10-23,12906
2017-10-24,12906
2017-10-25,12906
2017-10-26,13503
2017-10-27,13503
2017-10-28,13503
2017-10-29,13503
2017-10-30,13503
2017-10-31,13503
2017-11-01,13503
2017-11-02,13503
2017-11-03,13503
2017-11-04,13503
2017-11-05,13503
2017-11-06,14059
2017-11-07,14059
2017-11-08,14059
2017-11-09,14059
2017-11-10,14059
2017-11-11,14059
2017-11-12,14059
2017-11-13,14059
2017-11-14,14059
2017-11-15,14059
2017-11-16,14228
2017-11-17,14228
2017-11-18,14228
2017-11-19,14228
2017-11-20,14228
2017-11-21,14228
2017-11-22,14228
2017-11-23,14228
2017-11-24,14228
2017-11-25,13844
2017-11-26,13844
2017-11-27,13844
2017-11-28,13844
2017-11-29,13844
2017-11-30,13844
2017-12-01,13844
2017-12-02,13844
2017-12-03,13844
2017-12-04,13530
2017-12-05,13530
2017-12-06,13530
2017-12-07,13530
2017-12-08,13530
2017-12-09,13530
2017-12-10,13530
2017-12-11,13530
2017-12-12,13530
2017-12-13,13367
2017-12-14,13367
2017-12-15,13367
2017-12-16,13367
2017-12-17,13367
2017-12-18,13367
2017-12-19,13367
2017-12-20,13367
2017-12-21,13367
2017-12-22,13266
2017-12-23,13266
2017-12-24,13266
2017-12-25,13266
2017-12-26,13266
2017-12-27,13266
2017-12-28,13266
2017-12-29,13266
2017-12-30,13266
2017-12-31,13266
2018-01-01,13047
2018-01-02,13047
2018-01-03,13047
2018-01-04,13047
2018-01-05,13047
2018-01-06,13047
2018-01-07,13047
2018-01-08,13047
2018-01-09,12870
2018-01-10,12870
2018-01-11,12870
2018-01-12,12870
2018-01-13,12870
2018-01-14,12870
2018-01-15,12870
2018-01-16,12870
2018-01-17,12560
2018-01-18,12560
2018-01-19,12560
2018-01-20,12560
2018-01-21,12560
2018-01-22,12560
2018-01-23,12560
2018-01-24,12280
2018-01-25,12280
2018-01-26,12280
2018-01-27,12280
2018-01-28,12166
2018-01-29,12166
2018-01-30,12166
2018-02-01,11913
2018-02-02,11913
2018-02-03,11913
2018-02-04,11913
2018-02-05,11469
2018-02-06,11469
2018-02-07,11469
2018-02-08,11469
2018-02-09,10940
2018-02-10,10940
2018-02-11,10940
2018-02-12,11186
2018-02-13,11186
2018-02-14,11186
2018-02-15,11186
2018-02-16,10940
2018-02-17,10940
2018-02-18,10940
2018-02-19,10594
2018-02-20,10594
2018-02-21,10594
2018-02-22,10594
2018-02-23,10929
2018-02-24,10929
2018-02-25,10929
2018-02-26,10929
2018-02-27,11070
2018-02-28,11070
2018-03-01,11070
2018-03-02,11070
2018-03-03,11167
2018-03-04,11167
2018-03-05,11167
2018-03-06,11167
2018-03-07,11358
2018-03-08,11358
2018-03-09,11358
2018-03-10,11358
2018-03-11,11140
2018-03-12,11140
2018-03-13,11140
2018-03-14,11140
2018-03-15,11089
2018-03-16,11089
2018-03-17,11089
2018-03-18,11089
2018-03-19,11089
2018-03-20,10844
2018-03-21,10844
2018-03-23,10844
2018-03-24,10844
2018-03-26,10740
2018-03-27,10740
2018-03-28,10740
2018-03-29,10740
2018-03-30,10958
2018-03-31,10958
2018-04-01,10958
2018-04-02,10958
2018-04-03,11229
2018-04-04,11229
2018-04-05,11229
2018-04-06,11229
2018-04-08,11229
2018-04-09,11411
2018-04-10,11411
2018-04-11,11411
2018-04-12,11411
2018-04-13,11411
2018-04-14,11411
2018-04-16,11503
2018-04-17,11503
2018-04-18,11503
2018-04-19,11503
2018-04-20,11503
2018-04-21,11756
2018-04-22,11756
2018-04-23,11756
2018-04-24,11756
2018-04-25,11756
2018-04-26,11756
2018-04-27,11756
2018-04-28,11945
2018-04-29,11945
2018-04-30,11945
2018-05-01,11945
2018-05-02,11945
2018-05-03,11945
2018-05-04,12030
2018-05-05,12030
2018-05-06,12030
2018-05-07,12030
2018-05-08,12030
2018-05-09,12106
2018-05-10,12106
2018-05-11,12106
2018-05-12,12106
2018-05-13,12106
2018-05-14,12392
2018-05-15,12392
2018-05-16,12392
2018-05-17,12392
2018-05-18,12392
2018-05-19,12613
2018-05-20,12613
2018-05-21,12613
2018-05-22,12613
2018-05-23,12556
2018-05-24,12556
2018-05-25,12556
2018-05-26,12556
2018-05-27,12556
2018-05-28,12923
2018-05-29,12923
2018-05-30,12923
2018-05-31,12923
2018-06-01,12923
2018-06-02,13139
2018-06-03,13139
2018-06-04,13139
2018-06-05,13139
2018-06-06,13175
2018-06-07,13175
2018-06-08,13175
2018-06-09,13175
2018-06-10,13175
2018-06-11,13465
2018-06-12,13465
2018-06-13,13465
2018-06-14,13465
2018-06-15,13765
2018-06-16,13765
2018-06-17,13765
2018-06-18,13765
2018-06-19,13676
2018-06-20,13676
2018-06-21,13676
2018-06-22,13676
2018-06-23,13676
2018-06-24,13054
2018-06-25,13054
2018-06-26,13054
2018-06-27,13054
2018-06-28,12787
2018-06-29,12787
2018-06-30,12787
2018-07-01,12385
2018-07-02,12385
2018-07-03,12385
2018-07-04,12385
2018-07-05,12043
2018-07-06,12043
2018-07-07,12043
2018-07-08,11827
2018-07-09,11827
2018-07-10,11827
2018-07-11,11488
2018-07-12,11488
2018-07-13,11488
2018-07-14,11488
2018-07-15,11090
2018-07-16,11090
2018-07-17,11090
2018-07-18,10707
2018-07-19,10707
2018-07-20,10707
2018-07-21,10707
2018-07-22,10424
2018-07-23,10424
2018-07-24,10424
2018-07-25,10424
2018-07-26,10255
2018-07-27,10255
2018-07-28,10255
2018-07-29,10255
2018-07-30,10254
2018-07-31,10254
2018-08-01,10254
2018-08-02,10165
2018-08-03,10165
2018-08-04,10165
2018-08-05,10165
2018-08-06,10165
2018-08-07,10423
2018-08-08,10423
2018-08-09,10423
2018-08-10,10423
2018-08-11,10519
2018-08-12,10519
2018-08-14,10519
2018-08-16,10516
2018-08-17,10516
2018-08-18,10516
2018-08-19,10025
2018-08-20,10025
2018-08-21,10025
2018-08-22,9576
2018-08-23,9576
2018-08-24,9576
2018-08-25,9311
2018-08-26,9311
2018-08-27,9311
2018-08-28,9143
2018-08-29,9143
2018-08-30,9143
2018-08-31,9118
2018-09-01,9118
2018-09-02,9118
2018-09-03,9385
2018-09-04,9385
2018-09-05,9385
2018-09-06,9351
2018-09-07,9351
2018-09-08,9351
2018-09-09,9529
2018-09-10,9529
2018-09-11,9529
2018-09-12,9529
2018-09-13,9755
2018-09-14,9755
2018-09-15,9867
2018-09-16,9867
2018-09-17,9867
2018-09-18,9882
2018-09-19,9882
2018-09-20,9882
2018-09-21,9882
2018-09-22,9748
2018-09-23,9748
2018-09-24,9748
2018-09-25,9748
2018-09-26,9683
2018-09-27,9683
2018-09-28,9683
2018-09-29,9683
2018-09-30,9705
2018-10-02,9705
2018-10-03,9378
2018-10-04,9378
2018-10-05,9378
2018-10-06,9566
2018-10-07,9566
2018-10-08,9566
2018-10-09,9566
2018-10-10,9394
2018-10-11,9394
2018-10-12,9394
2018-10-13,9611
2018-10-14,9611
2018-10-15,9611
2018-10-16,9611
2018-10-17,9680
2018-10-18,9680
2018-10-19,9680
2018-10-20,9344
2018-10-21,9344
2018-10-22,9344
2018-10-23,9245
2018-10-24,9245
2018-10-25,9245
2018-10-26,9245
2018-10-27,9269
2018-10-28,9269
2018-10-29,9269
2018-10-30,8988
2018-10-31,9175
2018-11-01,9342
2018-11-03,9617
2018-11-04,10062
2018-11-05,10333
2018-11-06,10569
2018-11-07,10569
2018-11-08,10921
2018-11-09,10921
2018-11-10,11468
2018-11-11,11468
2018-11-12,11944
2018-11-13,11944
2018-11-14,12390
2018-11-15,12390
2018-11-16,13010
2018-11-17,13010
2018-11-18,13470
2018-11-19,13470
2018-11-20,14054
2018-11-21,14054
2018-11-22,14528
2018-11-23,14528
2018-11-24,14889
2018-11-25,15186
2018-11-26,15186
2018-11-27,15125
2018-11-28,15125
2018-11-29,15052
2018-12-01,14725
2018-12-02,14620
2018-12-03,14620
2018-12-04,14070
2018-12-05,13521
2018-12-07,12949
2018-12-09,13416
2018-12-10,13024
2018-12-11,13024
2018-12-12,12937
2018-12-13,12937
2018-12-14,12880
2018-12-15,12880
2018-12-16,13483
2018-12-17,13483
2018-12-18,13477
2018-12-19,13477
2018-12-20,13069
2018-12-21,13069
2018-12-22,13069
2018-12-23,12449
2018-12-24,12449
2018-12-25,11912
2018-12-26,11912
2018-12-27,11371
2018-12-28,11371
2018-12-29,11031
2018-12-30,11031
2018-12-31,10669
2019-01-01,10669
2019-01-02,10217
2019-01-03,10217
2019-01-04,10023
2019-01-05,10023
2019-01-06,9866
2019-01-08,9501
2019-01-10,9211
2019-01-11,9211
2019-01-12,8929
2019-01-13,8929
2019-01-14,8677
2019-01-15,8677
2019-01-16,8613
2019-01-17,8613
2019-01-18,8567
2019-01-19,8567
2019-01-20,8718
2019-01-21,8718
2019-01-22,8717
2019-01-23,8717
2019-01-24,8717
2019-01-25,8347
2019-01-26,8347
2019-01-27,8224
2019-01-28,8224
2019-01-29,8039
2019-01-30,8039
2019-01-31,8039
2019-02-01,8018
2019-02-02,8018
2019-02-03,7982
2019-02-04,7982
2019-02-05,7872
2019-02-06,7872
2019-02-07,7540
2019-02-08,7540
2019-02-09,7540
2019-02-10,7280
2019-02-11,7280
2019-02-12,7280
2019-02-13,6937
2019-02-14,6937
2019-02-15,6777
2019-02-16,6777
2019-02-17,6777
2019-02-18,6619
2019-02-19,6619
2019-02-20,6457
2019-02-21,6457
2019-02-22,6331
2019-02-23,6331
2019-02-24,6155
2019-02-25,6155
2019-02-26,6155
2019-02-27,6015
2019-02-28,6015
2019-03-01,6015
2019-03-02,5991
2019-03-03,5991
2019-03-04,5991
2019-03-05,5847
2019-03-06,5847
2019-03-07,5847
2019-03-08,5670
2019-03-09,5670
2019-03-10,5670
2019-03-11,5732
2019-03-12,5732
2019-03-13,5966
2019-03-14,5966
2019-03-15,5966
2019-03-16,5999
2019-03-17,5999
2019-03-18,5999
2019-03-19,5927
2019-03-20,5927
2019-03-21,5927
2019-03-22,5804
2019-03-23,5804
2019-03-24,5652
2019-03-25,5652
2019-03-26,5652
2019-03-27,5465
2019-03-28,5465
2019-03-29,5465
2019-03-30,5568
2019-03-31,5568
2019-04-01,5568
2019-04-02,5637
2019-04-03,5637
2019-04-04,5637
2019-04-05,5451
2019-04-06,5451
2019-04-07,5451
2019-04-08,5592
2019-04-09,5592
2019-04-10,5592
2019-04-11,5843
2019-04-12,5843
2019-04-13,6007
2019-04-14,6007
2019-04-15,6007
2019-04-16,6122
2019-04-17,6122
2019-04-18,6395
2019-04-19,6395
2019-04-20,6481
2019-04-21,6481
2019-04-22,6481
2019-04-23,6270
2019-04-24,6270
2019-04-25,6270
2019-04-26,6426
2019-04-27,6426
2019-04-28,6426
2019-04-29,6463
2019-04-30,6463
2019-05-01,6463
2019-05-02,6533
2019-05-03,6533
2019-05-04,6406
2019-05-05,6406
2019-05-06,6406
2019-05-07,6245
2019-05-08,6245
2019-05-09,6245
2019-05-10,6027
2019-05-11,6027
2019-05-12,6027
2019-05-13,5813
2019-05-14,5813
2019-05-15,5813
2019-05-16,5550
2019-05-17,5550
2019-05-18,5523
2019-05-19,5523
2019-05-20,5523
2019-05-21,5375
2019-05-22,5375
2019-05-23,5375
2019-05-24,5297
2019-05-25,5297
2019-05-26,5297
2019-05-27,5366
2019-05-28,5366
2019-05-29,5366
2019-05-30,5255
2019-05-31,5255
2019-06-01,5255
2019-06-02,5255
2019-06-03,5302
2019-06-04,5302
2019-06-05,5302
2019-06-06,5536
2019-06-07,5536
2019-06-08,5536
2019-06-09,5661
2019-06-10,5661
2019-06-11,5661
2019-06-12,5661
2019-06-13,5916
2019-06-14,5916
2019-06-15,5916
2019-06-16,6191
2019-06-17,6191
2019-06-18,6191
2019-06-19,6191
2019-06-20,6481
2019-06-21,6481
2019-06-22,6481
2019-06-23,6481
2019-06-24,6783
2019-06-25,6783
2019-06-26,6783
2019-06-27,6783
2019-06-28,7047
2019-06-29,7047
2019-06-30,7047
2019-07-01,7047
2019-07-02,7006
2019-07-03,7006
2019-07-04,7006
2019-07-05,7006
2019-07-06,7048
2019-07-07,7048
2019-07-08,7048
2019-07-09,7048
2019-07-10,7250
2019-07-11,7250
2019-07-12,7250
2019-07-13,7250
2019-07-14,7271
2019-07-15,7271
2019-07-16,7271
2019-07-17,7271
2019-07-18,7534
2019-07-19,7534
2019-07-20,7534
2019-07-21,7534
2019-07-22,7859
2019-07-23,7859
2019-07-24,7859
2019-07-25,7859
2019-07-26,8233
2019-07-27,8233
2019-07-28,8233
2019-07-29,8432
2019-07-30,8432
2019-07-31,8432
2019-08-01,8432
2019-08-02,8633
2019-08-03,8633
2019-08-04,8633
2019-08-05,8633
2019-08-06,8508
2019-08-07,8508
2019-08-08,8508
2019-08-09,8508
2019-08-10,8368
2019-08-11,8368
2019-08-12,8368
2019-08-13,8368
2019-08-14,8257
2019-08-15,8257
2019-08-16,8257
2019-08-17,8417
2019-08-18,8417
2019-08-19,8417
2019-08-20,8417
2019-08-21,8101
2019-08-22,8101
2019-08-23,8101
2019-08-24,7843
2019-08-24,7843
2019-08-25,7843
2019-08-25,7843
2019-08-26,7843
2019-08-26,7843
2019-08-27,7843
2019-08-27,7843
2019-08-28,7733
2019-08-29,7733
2019-08-30,7733
2019-08-31,7733
2019-09-01,8089
2019-09-02,8089
2019-09-03,8089
2019-09-04,8089
2019-09-05,8124
2019-09-06,8124
2019-09-07,8124
2019-09-08,8124
2019-09-09,8408
2019-09-10,8408
2019-09-11,8408
2019-09-12,8408
2019-09-13,8408
2019-09-14,8425
2019-09-15,8425
2019-09-16,8425
2019-09-17,8260
2019-09-18,8260
2019-09-19,8260
2019-09-20,8260
2019-09-21,8260
2019-09-22,8162
2019-09-23,8162
2019-09-24,8162
2019-09-25,8162
2019-09-26,8310
2019-09-27,8310
2019-09-28,8310
2019-09-29,8310
2019-09-30,8310
2019-10-01,8519
2019-10-02,8519
2019-10-03,8519
2019-10-04,8519
2019-10-05,8519
2019-10-06,8516
2019-10-07,8516
2019-10-08,8516
2019-10-09,8516
2019-10-10,8516
2019-10-11,8488
2019-10-12,8488
2019-10-13,8488
2019-10-14,8116
2019-10-15,8116
2019-10-16,8116
2019-10-17,8116
2019-10-18,7973
2019-10-19,7973
2019-10-20,7973
2019-10-21,7707
2019-10-22,7707
2019-10-23,7707
2019-10-24,7707
2019-10-25,7707
2019-10-26,7476
2019-10-27,7476
2019-10-28,7476
2019-10-29,7476
2019-10-30,7469
2019-10-31,7469
2019-11-01,7469
2019-11-02,7119
2019-11-03,7119
2019-11-04,7119
2019-11-05,7292
2019-11-06,7292
2019-11-07,7292
2019-11-08,7292
2019-11-09,7390
2019-11-10,7390
2019-11-11,7390
2019-11-12,7390
2019-11-13,7673
2019-11-14,7673
2019-11-15,7673
2019-11-16,7673
2019-11-17,7673
2019-11-18,7719
2019-11-19,7719
2019-11-20,7719
2019-11-21,7719
2019-11-22,7551
2019-11-23,7551
2019-11-24,7551
2019-11-25,7551
2019-11-26,7510
2019-11-27,7510
2019-11-28,7510
2019-11-29,7510
2019-11-30,7510
2019-12-01,7575
2019-12-02,7575
2019-12-03,7575
2019-12-04,7575
2019-12-05,7575
2019-12-06,7861
2019-12-07,7861
2019-12-08,7861
2019-12-09,7861
2019-12-10,7875
2019-12-11,7875
2019-12-12,7875
2019-12-13,7875
2019-12-14,7875
2019-12-15,7624
2019-12-16,7624
2019-12-17,7624
2019-12-18,7624
2019-12-19,7624
2019-12-20,7456
2019-12-21,7456
2019-12-22,7456
2019-12-23,7456
2019-12-24,7155
2019-12-25,7155
2019-12-26,7155
2019-12-27,7002
2019-12-28,7002
2019-12-29,7002
2019-12-30,6821
2019-12-31,6821
2020-01-01,6821
2020-01-02,6882
2020-01-03,6882
2020-01-04,6882
2020-01-05,6882
2020-01-06,6860
2020-01-07,6860
2020-01-08,6860
2020-01-09,7052
2020-01-10,7052
2020-01-11,7052
2020-01-12,7380
2020-01-13,7380
2020-01-14,7380
2020-01-15,7380
2020-01-16,7605
2020-01-17,7605
2020-01-18,7605
2020-01-19,7464
2020-01-20,7464
2020-01-21,7464
2020-01-22,7497
2020-01-23,7497
2020-01-24,7373
2020-01-25,7373
2020-01-26,7373
2020-01-27,7025
2020-01-28,7025
2020-01-29,7025
2020-01-30,6758
2020-01-31,6758
2020-02-01,6758
2020-02-02,6460
2020-02-03,6460
2020-02-04,6460
2020-02-05,6225
2020-02-06,6225
2020-02-07,5958
2020-02-08,5958
2020-02-09,5958
2020-02-10,5826
2020-02-11,5826
2020-02-12,5826
2020-02-13,5629
2020-02-14,5629
2020-02-15,5629
2020-02-16,5377
2020-02-17,5377
2020-02-18,5377
2020-02-19,5527
2020-02-20,5527
2020-02-21,5527
2020-02-22,5755
2020-02-23,5755
2020-02-24,5755
2020-02-25,5755
2020-02-26,5905
2020-02-27,5905
2020-02-28,5905
2020-02-29,5905
2020-03-01,6061
2020-03-02,6061
2020-03-03,6061
2020-03-04,6061
2020-03-05,6182
2020-03-06,6182
2020-03-07,6182
2020-03-08,6182
2020-03-09,6347
2020-03-10,6347
2020-03-11,6347
2020-03-12,6235
2020-03-13,6235
2020-03-14,6235
2020-03-15,6135
2020-03-16,6135
2020-03-17,6135
2020-03-18,6247
2020-03-19,6247
2020-03-20,6190
2020-03-21,6190
2020-03-22,6190
2020-03-23,6169
2020-03-24,6169
2020-03-25,6169
2020-03-26,6154
2020-03-27,6154
2020-03-28,6154
2020-03-29,6015
2020-03-30,6015
2020-03-31,6230
2020-04-01,6230
2020-04-02,6341
2020-04-03,6341
2020-04-04,6341
2020-04-05,6336
2020-04-06,6336
2020-04-07,6304
2020-04-08,6304
2020-04-09,6345
2020-04-10,6345
2020-04-11,6345
2020-04-12,6458
2020-04-13,6458
2020-04-14,6458
2020-04-15,6250
2020-04-16,6250
2020-04-17,6250
2020-04-18,6043
2020-04-19,6043
2020-04-20,5862
2020-04-21,5862
2020-04-22,5662
2020-04-23,5662
2020-04-24,5662
2020-04-25,5450
2020-04-26,5450
2020-04-27,5274
2020-04-28,5274
2020-04-29,5274
2020-04-30,5304
2020-05-01,5304
2020-05-02,5304
2020-05-03,5518
2020-05-04,5518
2020-05-05,5518
2020-05-06,5715
2020-05-07,5715
2020-05-08,5715
2020-05-09,5957
2020-05-10,5957
2020-05-11,5957
2020-05-12,6207
2020-05-13,6207
