date_obj,Yew%20bird%20house price
2018-01-17,600
2018-01-18,600
2018-01-19,600
2018-01-20,600
2018-01-21,600
2018-01-22,600
2018-01-23,600
2018-01-24,600
2018-01-25,600
2018-01-26,600
2018-01-27,600
2018-01-28,600
2018-01-29,600
2018-01-30,600
2018-02-01,600
2018-02-02,600
2018-02-03,600
2018-02-04,600
2018-02-05,600
2018-02-06,600
2018-02-07,600
2018-02-08,600
2018-02-09,600
2018-02-10,600
2018-02-11,600
2018-02-12,600
2018-02-13,600
2018-02-14,600
2018-02-15,600
2018-02-16,600
2018-02-17,600
2018-02-18,600
2018-02-19,600
2018-02-20,600
2018-02-21,600
2018-02-22,600
2018-02-23,600
2018-02-24,600
2018-02-25,600
2018-02-26,600
2018-02-27,600
2018-02-28,600
2018-03-01,600
2018-03-02,600
2018-03-03,600
2018-03-04,600
2018-03-05,600
2018-03-06,600
2018-03-07,627
2018-03-08,627
2018-03-09,627
2018-03-10,627
2018-03-11,627
2018-03-12,627
2018-03-13,627
2018-03-14,627
2018-03-15,627
2018-03-16,627
2018-03-17,627
2018-03-18,627
2018-03-20,627
2018-03-21,627
2018-03-23,627
2018-03-24,627
2018-03-26,627
2018-03-27,627
2018-03-28,627
2018-03-29,627
2018-03-30,627
2018-03-31,627
2018-04-01,627
2018-04-02,627
2018-04-03,627
2018-04-04,627
2018-04-05,627
2018-04-06,627
2018-04-08,627
2018-04-09,627
2018-04-10,627
2018-04-11,627
2018-04-12,627
2018-04-13,627
2018-04-14,658
2018-04-16,658
2018-04-17,658
2018-04-18,658
2018-04-19,658
2018-04-20,658
2018-04-21,658
2018-04-22,658
2018-04-23,658
2018-04-24,658
2018-04-25,658
2018-04-26,658
2018-04-27,658
2018-04-28,658
2018-04-29,658
2018-04-30,658
2018-05-02,658
2018-05-03,658
2018-05-04,658
2018-05-05,658
2018-05-06,658
2018-05-07,658
2018-05-08,658
2018-05-09,658
2018-05-10,658
2018-05-11,658
2018-05-12,658
2018-05-13,658
2018-05-14,690
2018-05-15,690
2018-05-16,690
2018-05-17,690
2018-05-18,690
2018-05-19,690
2018-05-20,690
2018-05-21,690
2018-05-22,690
2018-05-23,690
2018-05-24,690
2018-05-25,690
2018-05-26,690
2018-05-27,690
2018-05-28,690
2018-05-29,690
2018-05-30,690
2018-05-31,690
2018-06-01,724
2018-06-02,724
2018-06-03,724
2018-06-04,724
2018-06-05,724
2018-06-06,724
2018-06-07,724
2018-06-08,724
2018-06-09,724
2018-06-10,724
2018-06-11,724
2018-06-12,724
2018-06-13,759
2018-06-14,759
2018-06-15,759
2018-06-16,759
2018-06-17,759
2018-06-18,759
2018-06-19,759
2018-06-20,759
2018-06-21,759
2018-06-22,759
2018-06-23,759
2018-06-24,794
2018-06-25,794
2018-06-26,794
2018-06-27,794
2018-06-28,794
2018-06-29,794
2018-06-30,794
2018-07-01,794
2018-07-02,794
2018-07-03,794
2018-07-04,794
2018-07-05,794
2018-07-06,794
2018-07-07,794
2018-07-08,794
2018-07-09,794
2018-07-10,828
2018-07-11,828
2018-07-12,828
2018-07-13,828
2018-07-14,828
2018-07-15,828
2018-07-16,828
2018-07-17,828
2018-07-18,828
2018-07-19,828
2018-07-20,828
2018-07-21,828
2018-07-22,828
2018-07-23,866
2018-07-24,866
2018-07-25,866
2018-07-26,866
2018-07-27,866
2018-07-28,866
2018-07-29,866
2018-07-30,866
2018-07-31,866
2018-08-01,866
2018-08-02,866
2018-08-03,866
2018-08-04,866
2018-08-05,866
2018-08-06,903
2018-08-07,903
2018-08-08,903
2018-08-09,903
2018-08-10,903
2018-08-11,903
2018-08-12,903
2018-08-14,903
2018-08-16,903
2018-08-17,903
2018-08-18,903
2018-08-19,903
2018-08-20,945
2018-08-21,945
2018-08-22,945
2018-08-23,945
2018-08-24,945
2018-08-25,945
2018-08-26,945
2018-08-27,945
2018-08-28,945
2018-08-29,945
2018-08-30,945
2018-08-31,945
2018-09-01,945
2018-09-02,945
2018-09-03,992
2018-09-04,992
2018-09-05,992
2018-09-06,992
2018-09-07,992
2018-09-08,992
2018-09-09,992
2018-09-10,992
2018-09-11,992
2018-09-12,992
2018-09-13,992
2018-09-14,992
2018-09-15,992
2018-09-16,992
2018-09-17,992
2018-09-18,1040
2018-09-19,1040
2018-09-20,1040
2018-09-21,1040
2018-09-22,1040
2018-09-23,1040
2018-09-24,1040
2018-09-25,1040
2018-09-26,1040
2018-09-27,1040
2018-09-28,1040
2018-09-29,1040
2018-09-30,1040
2018-10-02,1040
2018-10-03,1086
2018-10-04,1086
2018-10-05,1086
2018-10-06,1086
2018-10-07,1086
2018-10-08,1086
2018-10-09,1086
2018-10-10,1086
2018-10-11,1086
2018-10-12,1086
2018-10-13,1086
2018-10-14,1086
2018-10-15,1135
2018-10-16,1135
2018-10-17,1135
2018-10-18,1135
2018-10-19,1135
2018-10-20,1135
2018-10-21,1135
2018-10-22,1135
2018-10-23,1135
2018-10-24,1135
2018-10-25,1187
2018-10-26,1187
2018-10-27,1187
2018-10-28,1187
2018-10-29,1187
2018-10-30,1187
2018-10-31,1187
2018-11-01,1187
2018-11-03,1187
2018-11-04,1230
2018-11-05,1230
2018-11-06,1230
2018-11-07,1230
2018-11-08,1230
2018-11-09,1230
2018-11-10,1230
2018-11-11,1230
2018-11-12,1280
2018-11-13,1280
2018-11-14,1280
2018-11-15,1280
2018-11-16,1280
2018-11-17,1280
2018-11-18,1280
2018-11-19,1322
