date_obj,Yew%20bird%20house price
2018-11-20,1322
2018-11-21,1322
2018-11-22,1322
2018-11-23,1322
2018-11-24,1322
2018-11-25,1330
2018-11-26,1330
2018-11-27,1330
2018-11-28,1330
2018-11-29,1330
2018-12-01,1330
2018-12-02,1325
2018-12-03,1325
2018-12-04,1325
2018-12-05,1325
2018-12-07,1325
2018-12-09,1325
2018-12-10,1279
2018-12-11,1279
2018-12-12,1279
2018-12-13,1279
2018-12-14,1279
2018-12-15,1279
2018-12-16,1279
2018-12-17,1279
2018-12-18,1232
2018-12-19,1232
2018-12-20,1232
2018-12-21,1232
2018-12-22,1232
2018-12-23,1232
2018-12-24,1232
2018-12-25,1232
2018-12-26,1232
2018-12-27,1241
2018-12-28,1241
2018-12-29,1241
2018-12-30,1241
2018-12-31,1241
2019-01-01,1241
2019-01-02,1241
2019-01-03,1241
2019-01-04,1277
2019-01-05,1277
2019-01-06,1277
2019-01-08,1277
2019-01-10,1317
2019-01-11,1317
2019-01-12,1317
2019-01-13,1317
2019-01-14,1317
2019-01-15,1317
2019-01-16,1364
2019-01-17,1364
2019-01-18,1364
2019-01-19,1364
2019-01-20,1364
2019-01-21,1364
2019-01-22,1415
2019-01-23,1415
2019-01-24,1415
2019-01-25,1415
2019-01-26,1415
2019-01-27,1415
2019-01-28,1415
2019-01-29,1438
2019-01-30,1438
2019-01-31,1438
2019-02-01,1438
2019-02-02,1438
2019-02-03,1438
2019-02-04,1438
2019-02-05,1392
2019-02-06,1392
2019-02-07,1392
2019-02-08,1392
2019-02-09,1392
2019-02-10,1392
2019-02-11,1392
2019-02-12,1334
2019-02-13,1334
2019-02-14,1334
2019-02-15,1334
2019-02-16,1334
2019-02-17,1334
2019-02-18,1334
2019-02-19,1286
2019-02-20,1286
2019-02-21,1286
2019-02-22,1286
2019-02-23,1286
2019-02-24,1312
2019-02-25,1312
2019-02-26,1312
2019-02-27,1312
2019-02-28,1312
2019-03-01,1312
2019-03-02,1312
2019-03-03,1312
2019-03-04,1312
2019-03-05,1291
2019-03-06,1291
2019-03-07,1291
2019-03-08,1291
2019-03-09,1291
2019-03-10,1319
2019-03-11,1319
2019-03-12,1319
2019-03-13,1319
2019-03-14,1319
2019-03-15,1319
2019-03-16,1354
2019-03-17,1354
2019-03-18,1354
2019-03-19,1354
2019-03-20,1354
2019-03-21,1342
2019-03-22,1342
2019-03-23,1342
2019-03-24,1342
2019-03-25,1342
2019-03-26,1333
2019-03-27,1333
2019-03-28,1333
2019-03-29,1333
2019-03-30,1333
2019-03-31,1333
2019-04-01,1333
2019-04-02,1348
2019-04-03,1348
2019-04-04,1348
2019-04-05,1348
2019-04-06,1348
2019-04-07,1348
2019-04-08,1359
2019-04-09,1359
2019-04-10,1359
2019-04-11,1359
2019-04-12,1359
2019-04-13,1359
2019-04-14,1326
2019-04-15,1326
2019-04-16,1326
2019-04-17,1326
2019-04-18,1326
2019-04-19,1326
2019-04-20,1326
2019-04-21,1326
2019-04-22,1326
2019-04-23,1326
2019-04-24,1326
2019-04-25,1327
2019-04-26,1327
2019-04-27,1327
2019-04-28,1327
2019-04-29,1327
2019-04-30,1303
2019-05-01,1303
2019-05-02,1303
2019-05-03,1303
2019-05-04,1303
2019-05-05,1254
2019-05-06,1254
2019-05-07,1254
2019-05-08,1254
2019-05-09,1254
2019-05-10,1200
2019-05-11,1200
2019-05-12,1200
2019-05-13,1200
2019-05-14,1175
2019-05-15,1175
2019-05-16,1175
2019-05-17,1175
2019-05-18,1175
2019-05-19,1169
2019-05-20,1169
2019-05-21,1169
2019-05-22,1169
2019-05-23,1169
2019-05-24,1175
2019-05-25,1175
2019-05-26,1175
2019-05-27,1175
2019-05-28,1175
2019-05-29,1177
2019-05-30,1177
2019-05-31,1177
2019-06-01,1177
2019-06-02,1177
2019-06-03,1206
2019-06-04,1206
2019-06-05,1206
2019-06-06,1206
2019-06-07,1222
2019-06-08,1222
2019-06-09,1222
2019-06-10,1222
2019-06-11,1207
2019-06-12,1207
2019-06-13,1207
2019-06-14,1207
2019-06-15,1207
2019-06-16,1227
2019-06-17,1227
2019-06-18,1227
2019-06-19,1227
2019-06-20,1227
2019-06-21,1213
2019-06-22,1213
2019-06-23,1213
2019-06-24,1213
2019-06-25,1213
2019-06-26,1213
2019-06-27,1222
2019-06-28,1222
2019-06-29,1222
2019-06-30,1222
2019-07-01,1222
2019-07-02,1217
2019-07-03,1217
2019-07-04,1217
2019-07-05,1217
2019-07-06,1217
2019-07-07,1209
2019-07-08,1209
2019-07-09,1209
2019-07-10,1209
2019-07-11,1209
2019-07-12,1206
2019-07-13,1206
2019-07-14,1206
2019-07-15,1206
2019-07-16,1206
2019-07-17,1201
2019-07-18,1201
2019-07-19,1201
2019-07-20,1201
2019-07-21,1201
2019-07-22,1208
2019-07-23,1208
2019-07-24,1208
2019-07-25,1208
2019-07-26,1208
2019-07-27,1192
2019-07-28,1192
2019-07-29,1192
2019-07-30,1192
2019-07-31,1187
2019-08-01,1187
2019-08-02,1187
2019-08-03,1187
2019-08-04,1187
2019-08-05,1163
2019-08-06,1163
2019-08-07,1163
2019-08-08,1163
2019-08-09,1163
2019-08-10,1125
2019-08-11,1125
2019-08-12,1125
2019-08-13,1125
2019-08-14,1125
2019-08-15,1113
2019-08-16,1113
2019-08-17,1113
2019-08-18,1113
2019-08-19,1099
2019-08-20,1099
2019-08-21,1099
2019-08-22,1099
2019-08-23,1099
2019-08-24,1107
2019-08-24,1107
2019-08-25,1107
2019-08-25,1107
2019-08-26,1107
2019-08-26,1107
2019-08-27,1107
2019-08-27,1107
2019-08-28,1107
2019-08-29,1107
2019-08-30,1117
2019-08-31,1117
2019-09-01,1117
2019-09-02,1117
2019-09-03,1117
2019-09-04,1117
2019-09-05,1143
2019-09-06,1143
2019-09-07,1143
2019-09-08,1143
2019-09-09,1143
2019-09-10,1143
2019-09-11,1173
2019-09-12,1173
2019-09-13,1173
2019-09-14,1173
2019-09-15,1173
2019-09-16,1173
2019-09-17,1177
2019-09-18,1177
2019-09-19,1177
2019-09-20,1177
2019-09-21,1177
2019-09-22,1177
2019-09-23,1173
2019-09-24,1173
2019-09-25,1173
2019-09-26,1173
2019-09-27,1173
2019-09-28,1173
2019-09-29,1151
2019-09-30,1151
2019-10-01,1151
2019-10-02,1151
2019-10-03,1151
2019-10-04,1151
2019-10-05,1113
2019-10-06,1113
2019-10-07,1113
2019-10-08,1113
2019-10-09,1113
2019-10-10,1083
2019-10-11,1083
2019-10-12,1083
2019-10-13,1083
2019-10-14,1083
2019-10-15,1083
2019-10-16,1054
2019-10-17,1054
2019-10-18,1054
2019-10-19,1054
2019-10-20,1054
2019-10-21,1054
2019-10-22,1040
2019-10-23,1040
2019-10-24,1040
2019-10-25,1040
2019-10-26,1040
2019-10-27,1040
2019-10-28,1047
2019-10-29,1047
2019-10-30,1047
2019-10-31,1047
2019-11-01,1047
2019-11-02,1047
2019-11-03,1046
2019-11-04,1046
2019-11-05,1046
2019-11-06,1046
2019-11-07,1046
2019-11-08,1046
2019-11-09,1047
2019-11-10,1047
2019-11-11,1047
2019-11-12,1047
2019-11-13,1047
2019-11-14,1059
2019-11-15,1059
2019-11-16,1059
2019-11-17,1059
2019-11-18,1059
2019-11-19,1059
2019-11-20,1052
2019-11-21,1052
2019-11-22,1052
2019-11-23,1052
2019-11-24,1052
2019-11-25,1052
2019-11-26,1068
2019-11-27,1068
2019-11-28,1068
2019-11-29,1068
2019-11-30,1068
2019-12-01,1068
2019-12-02,1068
2019-12-03,1080
2019-12-04,1080
2019-12-05,1080
2019-12-06,1080
2019-12-07,1080
2019-12-08,1080
2019-12-09,1080
2019-12-10,1085
2019-12-11,1085
2019-12-12,1085
2019-12-13,1085
2019-12-14,1085
2019-12-15,1085
2019-12-16,1078
2019-12-17,1078
2019-12-18,1078
2019-12-19,1078
2019-12-20,1078
2019-12-21,1078
2019-12-22,1063
2019-12-23,1063
2019-12-24,1063
2019-12-25,1063
2019-12-26,1063
2019-12-27,1065
2019-12-28,1065
2019-12-29,1065
2019-12-30,1065
2019-12-31,1065
2020-01-01,1065
2020-01-02,1064
2020-01-03,1064
2020-01-04,1064
2020-01-05,1064
2020-01-06,1064
2020-01-07,1078
2020-01-08,1078
2020-01-09,1078
2020-01-10,1078
2020-01-11,1078
2020-01-12,1102
2020-01-13,1102
2020-01-14,1102
2020-01-15,1102
2020-01-16,1102
2020-01-17,1111
2020-01-18,1111
2020-01-19,1111
2020-01-20,1111
2020-01-21,1111
2020-01-22,1099
2020-01-23,1099
2020-01-24,1099
2020-01-25,1099
2020-01-26,1099
2020-01-27,1130
2020-01-28,1130
2020-01-29,1130
2020-01-30,1130
2020-01-31,1130
2020-02-01,1162
2020-02-02,1162
2020-02-03,1162
2020-02-04,1162
2020-02-05,1198
2020-02-06,1198
2020-02-07,1198
2020-02-08,1198
2020-02-09,1198
2020-02-10,1233
2020-02-11,1233
2020-02-12,1233
2020-02-13,1233
2020-02-14,1240
2020-02-15,1240
2020-02-16,1240
2020-02-17,1240
2020-02-18,1192
2020-02-19,1192
2020-02-20,1192
2020-02-21,1192
2020-02-22,1154
2020-02-23,1154
2020-02-24,1154
2020-02-25,1154
2020-02-26,1110
2020-02-27,1110
2020-02-28,1110
2020-02-29,1110
2020-03-01,1104
2020-03-02,1104
2020-03-03,1104
2020-03-04,1104
2020-03-05,1104
2020-03-06,1075
2020-03-07,1075
2020-03-08,1075
2020-03-09,1075
2020-03-10,1050
2020-03-11,1050
2020-03-12,1050
2020-03-13,1050
2020-03-14,1059
2020-03-15,1059
2020-03-16,1059
2020-03-17,1059
2020-03-18,1086
2020-03-19,1086
2020-03-20,1086
2020-03-21,1086
2020-03-22,1089
2020-03-23,1089
2020-03-24,1089
2020-03-25,1089
2020-03-26,1123
2020-03-27,1123
2020-03-28,1123
2020-03-29,1123
2020-03-30,1123
2020-03-31,1123
2020-04-01,1134
2020-04-02,1134
2020-04-03,1134
2020-04-04,1113
2020-04-05,1113
2020-04-06,1113
2020-04-07,1081
2020-04-08,1081
2020-04-09,1081
2020-04-10,1044
2020-04-11,1044
2020-04-12,1058
2020-04-13,1058
2020-04-14,1058
2020-04-15,1089
2020-04-16,1089
2020-04-17,1089
2020-04-18,1116
2020-04-19,1116
2020-04-20,1110
2020-04-21,1110
2020-04-22,1146
2020-04-23,1146
2020-04-24,1146
2020-04-25,1135
2020-04-26,1135
2020-04-27,1108
2020-04-28,1108
2020-04-29,1129
2020-04-30,1129
2020-05-01,1129
2020-05-02,1115
2020-05-03,1115
2020-05-04,1128
2020-05-05,1128
2020-05-06,1168
2020-05-07,1168
2020-05-08,1168
2020-05-09,1183
2020-05-10,1183
2020-05-11,1183
2020-05-12,1157
2020-05-13,1157
