date_obj,Armadyl%20platebody price
2019-03-22,41999
2019-03-23,41375
2019-03-24,40748
2019-03-25,40178
2019-03-26,39868
2019-03-27,40469
2019-03-28,40412
2019-03-29,39628
2019-03-30,39628
2019-03-31,39218
2019-04-01,39605
2019-04-02,39603
2019-04-03,40022
2019-04-04,40005
2019-04-05,39385
2019-04-06,39601
2019-04-07,39780
2019-04-08,39696
2019-04-09,39783
2019-04-10,39171
2019-04-11,39475
2019-04-12,39660
2019-04-13,40161
2019-04-14,39733
2019-04-15,39680
2019-04-16,39817
2019-04-17,39464
2019-04-18,40407
2019-04-19,40960
2019-04-20,40871
2019-04-21,41511
2019-04-22,42368
2019-04-23,42696
2019-04-24,42437
2019-04-25,41161
2019-04-26,40045
2019-04-27,39427
2019-04-28,38917
2019-04-29,38672
2019-04-30,39101
2019-05-01,39474
2019-05-02,39752
2019-05-03,39916
2019-05-04,39212
2019-05-05,39915
2019-05-06,39862
2019-05-07,39653
2019-05-08,39916
2019-05-09,39973
2019-05-10,39625
2019-05-11,38981
2019-05-12,39173
2019-05-13,39116
2019-05-14,39106
2019-05-15,39483
2019-05-16,40063
2019-05-17,40052
2019-05-18,40116
2019-05-19,39172
2019-05-20,39199
2019-05-21,39202
2019-05-22,39949
2019-05-23,39973
2019-05-24,40473
2019-05-25,40876
2019-05-26,41140
2019-05-27,40731
2019-05-28,40238
2019-05-29,40000
2019-05-30,39826
2019-05-31,39628
2019-06-01,39499
2019-06-02,40000
2019-06-03,40450
2019-06-04,40324
2019-06-05,40873
2019-06-06,40394
2019-06-07,40250
2019-06-08,39414
2019-06-09,39454
2019-06-10,39454
2019-06-11,39528
2019-06-12,39361
2019-06-13,39200
2019-06-14,39664
2019-06-15,38775
2019-06-16,38776
2019-06-17,39065
2019-06-18,39264
2019-06-19,39673
2019-06-20,40135
2019-06-21,40550
2019-06-22,40601
2019-06-23,40888
2019-06-24,40904
2019-06-25,40700
2019-06-26,40180
2019-06-27,40053
2019-06-28,40053
2019-06-29,39764
2019-06-30,39148
2019-07-01,38866
2019-07-02,39281
2019-07-03,38814
2019-07-04,38751
2019-07-05,38970
2019-07-06,38952
2019-07-07,39221
2019-07-08,39603
2019-07-09,39965
2019-07-10,39773
2019-07-11,39824
2019-07-12,39581
2019-07-13,39282
2019-07-14,39036
2019-07-15,39036
2019-07-16,39399
2019-07-17,39751
2019-07-18,40127
2019-07-19,40363
2019-07-20,40498
2019-07-21,40318
2019-07-22,40815
2019-07-23,41756
2019-07-24,42029
2019-07-25,42348
2019-07-26,42421
2019-07-27,42178
2019-07-28,41866
2019-07-29,42022
2019-07-30,41366
2019-07-31,40730
2019-08-01,40001
2019-08-02,39714
2019-08-03,39378
2019-08-04,39399
2019-08-05,39313
2019-08-06,38913
2019-08-07,38812
2019-08-08,38376
2019-08-09,38607
2019-08-10,38329
2019-08-11,38568
2019-08-12,38741
2019-08-13,38655
2019-08-14,39520
2019-08-15,39672
2019-08-16,39317
2019-08-17,39317
2019-08-18,40057
2019-08-19,40421
2019-08-20,41388
2019-08-21,41162
2019-08-22,41520
2019-08-23,41758
2019-08-24,42127
2019-08-24,42127
2019-08-25,42546
2019-08-25,42546
2019-08-26,43886
2019-08-27,44790
2019-08-27,44790
2019-08-28,44373
2019-08-29,44119
2019-08-30,44753
2019-08-31,44753
2019-09-01,43736
2019-09-02,43736
2019-09-03,42374
2019-09-04,41973
2019-09-05,42431
2019-09-06,42481
2019-09-07,42663
2019-09-08,42530
2019-09-09,42925
2019-09-10,42898
2019-09-11,43768
2019-09-12,44481
2019-09-13,44401
2019-09-14,43702
2019-09-15,42779
2019-09-16,43960
2019-09-17,43586
2019-09-18,42687
2019-09-19,42851
2019-09-20,44063
2019-09-21,44314
2019-09-22,44340
2019-09-23,44600
2019-09-24,42831
2019-09-25,42691
2019-09-26,41660
2019-09-27,41660
2019-09-28,40549
2019-09-29,40173
2019-09-30,40793
2019-10-01,40580
2019-10-02,40580
2019-10-03,40695
2019-10-04,40980
2019-10-05,41043
2019-10-06,42439
2019-10-07,43847
2019-10-08,44304
2019-10-09,44304
2019-10-10,43716
2019-10-11,43872
2019-10-12,42982
2019-10-13,43226
2019-10-14,44936
2019-10-15,46045
2019-10-16,47220
2019-10-17,47220
2019-10-18,46962
2019-10-19,45839
2019-10-20,45455
2019-10-21,45895
2019-10-22,45895
2019-10-23,46195
2019-10-24,45720
2019-10-25,45795
2019-10-26,46111
2019-10-27,46207
2019-10-28,45933
2019-10-29,45933
2019-10-30,46034
2019-10-31,45957
2019-11-01,45711
2019-11-02,44945
2019-11-03,43045
2019-11-04,42204
2019-11-05,41776
2019-11-06,41589
2019-11-07,42159
2019-11-08,42187
2019-11-09,42227
2019-11-10,42333
2019-11-11,42569
2019-11-12,42569
2019-11-13,42764
2019-11-14,42686
2019-11-15,42830
2019-11-16,42285
2019-11-17,42285
2019-11-18,42804
2019-11-19,43540
2019-11-20,43266
2019-11-21,43266
2019-11-22,43264
2019-11-23,42775
2019-11-24,42813
2019-11-25,43349
2019-11-26,43306
2019-11-27,43306
2019-11-28,42674
2019-11-29,42495
2019-11-30,42300
2019-12-01,42442
2019-12-02,42321
2019-12-03,42090
2019-12-04,42307
2019-12-05,42307
2019-12-06,42771
2019-12-07,42297
2019-12-08,42297
2019-12-09,41998
2019-12-10,42278
2019-12-11,42509
2019-12-12,42509
2019-12-13,42679
2019-12-14,42187
2019-12-15,41309
2019-12-16,41489
2019-12-17,40984
2019-12-18,40984
2019-12-19,40404
2019-12-20,40880
2019-12-21,40457
2019-12-22,40556
2019-12-23,40187
2019-12-24,40117
2019-12-25,40133
2019-12-26,40161
2019-12-27,40274
2019-12-28,39488
2019-12-29,39361
2019-12-30,39229
2019-12-31,39237
2020-01-01,39427
2020-01-02,39310
2020-01-03,39492
2020-01-04,39617
2020-01-05,40158
2020-01-06,40545
2020-01-07,40770
2020-01-08,40770
2020-01-09,41013
2020-01-10,40770
2020-01-11,40813
2020-01-12,39825
2020-01-13,39825
2020-01-14,39961
2020-01-15,40298
2020-01-16,40650
2020-01-17,40222
2020-01-18,39077
2020-01-19,39962
2020-01-20,40206
2020-01-21,40206
2020-01-22,40329
2020-01-23,40438
2020-01-24,40776
2020-01-25,40672
2020-01-26,40620
2020-01-27,40817
2020-01-28,40674
2020-01-29,40065
2020-01-30,40328
2020-01-31,40282
2020-02-01,40399
2020-02-02,39885
2020-02-03,40617
2020-02-04,40626
2020-02-05,40307
2020-02-06,39802
2020-02-07,39318
2020-02-08,39211
2020-02-09,39258
2020-02-10,39311
2020-02-11,39158
2020-02-12,39676
2020-02-13,39422
2020-02-14,39283
2020-02-15,39349
2020-02-16,38452
2020-02-17,38191
2020-02-18,38745
2020-02-19,38698
2020-02-20,38912
2020-02-21,38912
2020-02-22,39365
2020-02-23,39658
2020-02-24,39197
2020-02-25,39328
2020-02-26,39195
2020-02-27,39892
2020-02-28,40010
2020-02-29,40010
2020-03-01,40919
2020-03-02,41033
2020-03-03,40920
2020-03-04,40967
2020-03-05,41173
2020-03-06,41192
2020-03-07,41088
2020-03-08,41226
2020-03-09,41153
2020-03-10,40513
2020-03-11,39885
2020-03-12,39135
2020-03-13,38859
2020-03-14,38781
2020-03-15,38784
2020-03-16,38947
2020-03-17,38968
2020-03-18,39572
2020-03-19,39426
2020-03-20,39802
2020-03-21,39210
2020-03-22,39476
2020-03-23,39475
2020-03-24,38873
2020-03-25,38729
2020-03-26,38833
2020-03-27,38769
2020-03-28,38497
2020-03-29,38495
2020-03-30,38367
2020-03-31,38778
2020-04-01,39716
2020-04-02,40543
2020-04-03,40543
2020-04-04,41123
2020-04-05,41638
2020-04-06,41000
2020-04-07,39440
2020-04-08,38755
2020-04-09,38856
2020-04-10,39419
2020-04-11,39609
2020-04-12,39937
2020-04-13,39854
2020-04-14,39169
2020-04-15,38963
2020-04-16,38703
2020-04-17,38689
2020-04-18,38835
2020-04-19,38955
2020-04-20,39045
2020-04-21,39330
2020-04-22,39474
2020-04-23,39167
2020-04-24,38891
2020-04-25,38776
2020-04-26,39250
2020-04-27,39072
2020-04-28,39728
2020-04-29,40512
2020-04-30,40046
2020-05-01,39702
2020-05-02,39678
2020-05-03,39850
2020-05-04,39900
2020-05-05,39893
2020-05-06,40084
2020-05-07,40243
2020-05-08,40072
2020-05-09,40040
2020-05-10,40157
2020-05-11,40660
2020-05-12,40995
2020-05-13,41386
