date_obj,Zamorak%20dragonhide%20set price
2015-07-03,688106
2015-07-04,688106
2015-07-05,706340
2015-07-06,706340
2015-07-07,706340
2015-07-08,706340
2015-07-09,706340
2015-07-10,706340
2015-07-11,706340
2015-07-12,706340
2015-07-13,706340
2015-07-14,706340
2015-07-15,706340
2015-07-16,706340
2015-07-17,723313
2015-07-18,723313
2015-07-19,723313
2015-07-20,723313
2015-07-21,723313
2015-07-22,723313
2015-07-23,723313
2015-07-24,723313
2015-07-25,723313
2015-07-26,723313
2015-07-27,723313
2015-07-28,723313
2015-07-29,732901
2015-07-30,732901
2015-07-31,732901
2015-08-01,732901
2015-08-02,732901
2015-08-03,732901
2015-08-04,732901
2015-08-05,732901
2015-08-06,732901
2015-08-07,732901
2015-08-08,752897
2015-08-09,752897
2015-08-10,752897
2015-08-11,752897
2015-08-12,752897
2015-08-13,752897
2015-08-14,752897
2015-08-15,752897
2015-08-16,752897
2015-08-17,752897
2015-08-18,776394
2015-08-19,776394
2015-08-20,776394
2015-08-21,776394
2015-08-22,776394
2015-08-23,776394
2015-08-24,776394
2015-08-25,776394
2015-08-26,804271
2015-08-27,804271
2015-08-28,804271
2015-08-29,804271
2015-08-30,804271
2015-08-31,804271
2015-09-01,804271
2015-09-02,804271
2015-09-03,804271
2015-09-04,804271
2015-09-05,804271
2015-09-06,806060
2015-09-07,806060
2015-09-08,806060
2015-09-09,806060
2015-09-10,806060
2015-09-11,806060
2015-09-12,806060
2015-09-13,806060
2015-09-14,806060
2015-09-15,806060
2015-09-16,806060
2015-09-17,768248
2015-09-18,768248
2015-09-19,768248
2015-09-20,768248
2015-09-21,768248
2015-09-22,768248
2015-09-23,768248
2015-09-24,768248
2015-09-25,768248
2015-09-27,752777
2015-09-28,752777
2015-09-29,752777
2015-09-30,752777
2015-10-05,752777
2015-10-06,752777
2015-10-07,752777
2015-10-08,739082
2015-10-09,739082
2015-10-10,739082
2015-10-11,739082
2015-10-12,739082
2015-10-13,739082
2015-10-14,739082
2015-10-15,739082
2015-10-16,739082
2015-10-17,739082
2015-10-18,739082
2015-10-19,739082
2015-10-20,706740
2015-10-22,706740
2015-10-23,706740
2015-10-24,706740
2015-10-25,706740
2015-10-26,706740
2015-10-27,706740
2015-10-29,706740
2015-10-30,706740
2015-10-31,676120
2015-11-01,676120
2015-11-02,676120
2015-11-03,676120
2015-11-05,676120
2015-11-06,676120
2015-11-07,676120
2015-11-08,676120
2015-11-09,676120
2015-11-10,661734
2015-11-11,661734
2015-11-12,661734
2015-11-13,661734
2015-11-14,661734
2015-11-15,661734
2015-11-16,661734
2015-11-17,661734
2015-11-18,661734
2015-11-19,661734
2015-11-20,643859
2015-11-21,643859
2015-11-22,643859
2015-11-23,643859
2015-11-24,643859
2015-11-25,643859
2015-11-26,643859
2015-11-27,643859
2015-11-28,643859
2015-11-29,661011
2015-11-30,661011
2015-12-01,661011
2015-12-02,661011
2015-12-03,661011
2015-12-04,661011
2015-12-05,661011
2015-12-06,661011
2015-12-07,661011
2015-12-08,661011
2015-12-09,669332
2015-12-10,669332
2015-12-11,669332
2015-12-13,669332
2015-12-14,669332
2015-12-15,669332
2015-12-16,669332
2015-12-17,669332
2015-12-18,692163
2015-12-19,692163
2015-12-20,692163
2015-12-21,692163
2015-12-22,692163
2015-12-23,692163
2015-12-24,692163
2015-12-25,692163
2015-12-26,720913
2015-12-27,720913
2015-12-28,720913
2015-12-29,720913
2015-12-30,720913
2015-12-31,720913
2016-01-01,720913
2016-01-02,720913
2016-01-03,712085
2016-01-04,712085
2016-01-05,712085
2016-01-06,712085
2016-01-07,712085
2016-01-08,712085
2016-01-09,712085
2016-01-10,708460
2016-01-11,708460
2016-01-12,708460
2016-01-13,708460
2016-01-14,708460
2016-01-15,708460
2016-01-16,708460
2016-01-17,708460
2016-01-18,717579
2016-01-19,717579
2016-01-20,717579
2016-01-21,717579
2016-01-22,717579
2016-01-23,717579
2016-01-24,717579
2016-01-25,732241
2016-01-26,732241
2016-01-27,732241
2016-01-28,732241
2016-01-29,732241
2016-01-30,732241
2016-01-31,732241
2016-02-01,732241
2016-02-02,732040
2016-02-03,732040
2016-02-04,732040
2016-02-05,732040
2016-02-06,732040
2016-02-07,732040
2016-02-08,732040
2016-02-09,732040
2016-02-10,732040
2016-02-11,728847
2016-02-12,728847
2016-02-13,728847
2016-02-14,728847
2016-02-15,728847
2016-02-16,728847
2016-02-17,728847
2016-02-18,728847
2016-02-19,717047
2016-02-20,717047
2016-02-21,717047
2016-02-22,717047
2016-02-23,717047
2016-02-24,717047
2016-02-25,717047
2016-02-26,703874
2016-02-27,703874
2016-02-28,703874
2016-02-29,703874
2016-03-01,703874
2016-03-02,703874
2016-03-03,703874
2016-03-04,703874
2016-03-05,691534
2016-03-06,691534
2016-03-07,691534
2016-03-08,691534
2016-03-09,691534
2016-03-10,691534
2016-03-11,691534
2016-03-12,678180
2016-03-13,678180
2016-03-14,678180
2016-03-15,678180
2016-03-16,678180
2016-03-17,678180
2016-03-18,678180
2016-03-19,678180
2016-03-20,665392
2016-03-21,665392
2016-03-22,665392
2016-03-23,665392
2016-03-24,665392
2016-03-25,665392
2016-03-26,665392
2016-03-27,662278
2016-03-28,662278
2016-03-29,662278
2016-03-30,662278
2016-03-31,662278
2016-04-01,662278
2016-04-02,662278
2016-04-03,662278
2016-04-04,668017
2016-04-05,668017
2016-04-06,668017
2016-04-07,668017
2016-04-08,668017
2016-04-09,668017
2016-04-10,661661
2016-04-11,661661
2016-04-12,661661
2016-04-13,661661
2016-04-14,661661
2016-04-15,661661
2016-04-16,661661
2016-04-17,667304
2016-04-18,667304
2016-04-19,667304
2016-04-20,667304
2016-04-21,667304
2016-04-22,667304
2016-04-23,667304
2016-04-24,661041
2016-04-25,661041
2016-04-26,661041
2016-04-27,661041
2016-04-28,661041
2016-04-29,661041
2016-04-30,661041
2016-05-01,682161
2016-05-02,682161
2016-05-03,682161
2016-05-04,682161
2016-05-05,682161
2016-05-06,682161
2016-05-07,682161
2016-05-08,682161
2016-05-09,691444
2016-05-10,691444
2016-05-11,691444
2016-05-12,691444
2016-05-13,691444
2016-05-14,691444
2016-05-15,682744
2016-05-16,682744
2016-05-17,682744
2016-05-18,682744
2016-05-19,682744
2016-05-22,682744
2016-05-23,677661
2016-05-24,677661
2016-05-25,677661
2016-05-26,677661
2016-05-27,677661
2016-05-28,677661
2016-05-29,683175
2016-05-30,683175
2016-05-31,683175
2016-06-01,683175
2016-06-02,683175
2016-06-03,683175
2016-06-04,711887
2016-06-05,711887
2016-06-06,711887
2016-06-07,711887
2016-06-08,711887
2016-06-09,711887
2016-06-10,735880
2016-06-11,735880
2016-06-12,735880
2016-06-13,735880
2016-06-14,735880
2016-06-15,735880
2016-06-16,735880
2016-06-17,749777
2016-06-18,749777
2016-06-19,749777
2016-06-20,749777
2016-06-21,749777
2016-06-22,749777
2016-06-23,753113
2016-06-24,753113
2016-06-25,753113
2016-06-26,753113
2016-06-27,753113
2016-06-28,753113
2016-06-29,770171
2016-06-30,770171
2016-07-01,770171
2016-07-02,770171
2016-07-03,770171
2016-07-04,756468
2016-07-05,756468
2016-07-06,756468
2016-07-07,756468
2016-07-08,756468
2016-07-09,756468
2016-07-10,742781
2016-07-11,742781
2016-07-12,742781
2016-07-13,742781
2016-07-14,742781
2016-07-15,742781
2016-07-16,739228
2016-07-17,739228
2016-07-18,739228
2016-07-24,722604
2016-07-25,722604
2016-07-26,722604
2016-07-27,722604
2016-07-28,722604
2016-07-29,722604
2016-07-30,709416
2016-07-31,709416
2016-08-01,709416
2016-08-02,709416
2016-08-03,709416
2016-08-04,709416
2016-08-05,709416
2016-08-06,689612
2016-08-07,689612
2016-08-08,689612
2016-08-09,689612
2016-08-10,689612
2016-08-11,689612
2016-08-12,689612
2016-08-13,676373
2016-08-14,676373
2016-08-15,676373
2016-08-16,676373
2016-08-17,676373
2016-08-18,676373
2016-08-19,676373
2016-08-20,654101
2016-08-21,654101
2016-08-22,654101
2016-08-23,654101
2016-08-24,654101
2016-08-25,654101
2016-08-26,654101
2016-08-28,625253
2016-08-31,625253
2016-09-01,625253
2016-09-02,625253
2016-09-03,595845
2016-09-04,595845
2016-09-05,595845
2016-09-06,595845
2016-09-07,595845
2016-09-08,595845
2016-09-09,595845
2016-09-10,580733
2016-09-11,580733
2016-09-12,580733
2016-09-13,580733
2016-09-14,580733
2016-09-15,580733
2016-09-16,580733
2016-09-17,580733
2016-09-18,584677
2016-09-19,584677
2016-09-20,584677
2016-09-21,584677
2016-09-22,584677
2016-09-23,584677
2016-09-24,584677
2016-09-25,579017
2016-09-26,579017
2016-09-27,579017
2016-09-28,579017
2016-09-29,579017
2016-09-30,579017
2016-10-01,579017
2016-10-02,592319
2016-10-03,592319
2016-10-04,592319
2016-10-05,592319
2016-10-06,592319
2016-10-07,592319
2016-10-08,590123
2016-10-09,590123
2016-10-10,590123
2016-10-11,590123
2016-10-12,590123
2016-10-13,590123
2016-10-14,581002
2016-10-15,581002
2016-10-16,581002
2016-10-17,581002
2016-10-18,581002
2016-10-19,598374
2016-10-20,598374
2016-10-21,598374
2016-10-22,598374
2016-10-23,598374
2016-10-24,598374
2016-10-25,621079
2016-10-26,621079
2016-10-27,621079
2016-10-28,621079
2016-10-29,621079
2016-10-30,621079
2016-10-31,646197
2016-11-01,646197
2016-11-02,646197
2016-11-03,646197
2016-11-04,646197
2016-11-05,646197
2016-11-06,675811
2016-11-07,675811
2016-11-08,675811
2016-11-09,675811
2016-11-10,675811
2016-11-11,675811
2016-11-12,675811
2016-11-13,689133
2016-11-14,689133
2016-12-08,688398
2016-12-09,656756
2016-12-10,656756
2016-12-11,656756
2016-12-12,656756
2016-12-13,656756
2016-12-14,656756
2016-12-15,656756
2016-12-16,631785
2016-12-17,631785
2016-12-18,631785
2016-12-19,631785
2016-12-20,631785
2016-12-21,660203
2016-12-22,660203
2016-12-23,660203
2016-12-24,660203
2016-12-25,660203
2016-12-26,681253
2016-12-27,681253
2016-12-28,681253
2016-12-29,681253
2016-12-30,681253
2016-12-31,711708
2017-01-01,711708
2017-01-02,711708
2017-01-03,711708
2017-01-04,711708
2017-01-05,743931
2017-01-06,743931
2017-01-07,743931
2017-01-08,743931
2017-01-09,758111
2017-01-10,758111
2017-01-11,758111
2017-01-12,758111
2017-01-13,758111
2017-01-14,720537
2017-01-15,720537
2017-01-16,720537
2017-01-17,720537
2017-01-18,684510
2017-01-19,684510
2017-01-20,684510
2017-01-21,684510
2017-01-22,662399
2017-01-27,645429
2017-01-28,645429
2017-01-29,645429
2017-01-30,645429
2017-01-31,645429
2017-02-01,628843
2017-02-02,628843
2017-02-03,628843
2017-02-04,628843
2017-02-05,628843
2017-02-06,629505
2017-02-07,629505
2017-02-08,629505
2017-02-09,629505
2017-02-10,629505
2017-02-11,614602
2017-02-12,614602
2017-02-13,614602
2017-02-14,614602
2017-02-15,614602
2017-02-16,589395
2017-02-18,589395
2017-02-19,589395
2017-02-20,589395
2017-02-21,600079
2017-02-22,600079
2017-02-23,600079
2017-02-24,600079
2017-02-25,600079
2017-02-26,600079
2017-02-27,597958
2017-02-28,597958
2017-03-01,597958
2017-03-02,597958
2017-03-03,586258
2017-03-04,586258
2017-03-05,586258
2017-03-06,586258
2017-03-07,576559
2017-03-08,576559
2017-03-09,576559
2017-03-10,576559
2017-03-11,576559
2017-03-12,591536
2017-03-13,591536
2017-03-14,591536
2017-03-15,591536
2017-03-16,592296
2017-03-17,592296
2017-03-18,592296
2017-03-19,592296
2017-03-20,586841
2017-03-21,586841
2017-03-22,586841
2017-03-23,586841
2017-03-24,575683
2017-03-25,575683
2017-03-26,575683
2017-03-27,575683
2017-03-28,584782
2017-03-29,584782
2017-03-30,584782
2017-03-31,606350
2017-04-01,606350
2017-04-02,606350
2017-04-03,606350
2017-04-04,627946
2017-04-12,644564
2017-04-13,644564
2017-04-14,668118
2017-04-15,668118
2017-04-16,668118
2017-04-17,668118
2017-04-18,656043
2017-04-19,656043
2017-04-20,656043
2017-04-21,656043
2017-04-22,656043
2017-04-23,663811
2017-04-24,663811
2017-04-25,663811
2017-04-26,663811
2017-04-27,681113
2017-04-28,681113
2017-04-29,681113
2017-04-30,681113
2017-05-01,661428
2017-05-02,661428
2017-05-03,661428
2017-05-04,661428
2017-05-05,679458
2017-05-06,679458
2017-05-07,679458
2017-05-08,679458
2017-05-09,685254
2017-05-10,685254
2017-05-11,685254
2017-05-12,685254
2017-05-13,672592
2017-05-14,672592
2017-05-15,672592
2017-05-16,672592
2017-05-17,672592
2017-05-18,649128
2017-05-19,649128
2017-05-20,649128
2017-05-21,649128
2017-05-22,649128
2017-05-23,627657
2017-05-24,627657
2017-05-25,627657
2017-05-26,627657
2017-05-27,603927
2017-05-28,603927
2017-05-29,603927
2017-05-30,603927
2017-05-31,622265
2017-06-01,622265
2017-06-02,622265
2017-06-03,651102
2017-06-06,680463
2017-06-07,680463
2017-06-08,680463
2017-06-09,680463
2017-06-10,712054
2017-06-11,712054
2017-06-12,712054
2017-06-13,712054
2017-06-14,699556
2017-06-15,699556
2017-06-16,699556
2017-06-17,699556
2017-06-18,681044
2017-06-19,681044
2017-06-20,681044
2017-06-21,681044
2017-06-22,660765
2017-06-23,660765
2017-06-24,660765
2017-06-25,660765
2017-06-26,674967
2017-06-27,674967
2017-06-28,674967
2017-06-29,674967
2017-06-30,686901
2017-07-01,686901
2017-07-02,686901
2017-07-03,686901
2017-07-04,686901
2017-07-05,672808
2017-07-06,672808
2017-07-07,672808
2017-07-08,672808
2017-07-13,675103
2017-07-14,670818
2017-07-15,670818
2017-07-16,670818
2017-07-17,670818
2017-07-18,670818
2017-07-19,673552
2017-07-20,673552
2017-07-21,673552
2017-07-22,673552
2017-07-23,655960
2017-07-24,655960
2017-07-25,655960
2017-07-26,655960
2017-07-27,663971
2017-07-28,663971
2017-07-29,663971
2017-07-30,663971
2017-07-31,638977
2017-08-01,638977
2017-08-02,638977
2017-08-03,638977
2017-08-04,638977
2017-08-05,629489
2017-08-06,629489
2017-08-09,647359
2017-08-10,647359
2017-08-11,647359
2017-08-12,647359
2017-08-13,648822
2017-08-14,648822
2017-08-15,648822
2017-08-16,648822
2017-08-17,650008
2017-08-18,650008
2017-08-19,650008
2017-08-20,650008
2017-08-21,645727
2017-08-22,645727
2017-08-23,645727
2017-08-24,645727
2017-08-25,663166
2017-08-26,663166
2017-08-27,663166
2017-08-28,663166
2017-08-29,665072
2017-08-30,665072
2017-08-31,665072
2017-09-01,665072
2017-09-02,665488
2017-09-03,665488
2017-09-04,665488
2017-09-05,665488
2017-09-06,671254
2017-09-07,671254
2017-09-08,671254
2017-09-09,663857
2017-09-10,663857
2017-09-11,663857
2017-09-12,663857
2017-09-13,668559
2017-09-14,668559
2017-09-15,668559
2017-09-16,668559
2017-09-17,670051
2017-09-18,670051
2017-09-19,670051
2017-09-20,670051
2017-09-21,670051
2017-09-22,667381
2017-09-23,667381
2017-09-24,667381
2017-09-25,667381
2017-09-26,681820
2017-09-27,681820
2017-09-28,681820
2017-09-29,681820
2017-09-30,681820
2017-10-01,667054
2017-10-02,667054
2017-10-03,667054
2017-10-04,667054
2017-10-05,667054
2017-10-06,683811
2017-10-07,683811
2017-10-08,683811
2017-10-09,683811
2017-10-10,711034
2017-10-11,711034
2017-10-12,711034
2017-10-13,711034
2017-10-14,739631
2017-10-15,739631
2017-10-16,739631
2017-10-17,739631
2017-10-18,739631
2017-10-19,761880
2017-10-20,761880
2017-10-21,761880
2017-10-22,761880
2017-10-23,760811
2017-10-24,760811
2017-10-25,760811
2017-10-26,760811
2017-10-27,767675
2017-10-28,767675
2017-10-29,767675
2017-10-30,767675
2017-10-31,788021
2017-11-01,788021
2017-11-02,788021
2017-11-03,788021
2017-11-04,816548
2017-11-05,816548
2017-11-06,816548
2017-11-07,816548
2017-11-08,816548
2017-11-09,818018
2017-11-10,818018
2017-11-11,818018
2017-11-12,818018
2017-11-13,818018
2017-11-14,798672
2017-11-15,798672
2017-11-16,798672
2017-11-17,798672
2017-11-18,762444
2017-11-19,762444
2017-11-20,762444
2017-11-21,762444
2017-11-22,762444
2017-11-23,743346
2017-11-24,743346
2017-11-25,743346
2017-11-26,743346
2017-11-27,743346
2017-11-28,712724
2017-11-29,712724
2017-11-30,712724
2017-12-01,712724
2017-12-02,712724
2017-12-03,697743
2017-12-04,697743
2017-12-05,697743
2017-12-06,697743
2017-12-07,668813
2017-12-08,668813
2017-12-09,668813
2017-12-10,668813
2017-12-11,655358
2017-12-12,655358
2017-12-13,655358
2017-12-14,655358
2017-12-15,681369
2017-12-16,681369
2017-12-17,681369
2017-12-18,681369
2017-12-19,688265
2017-12-20,688265
2017-12-21,688265
2017-12-22,688265
2017-12-23,694974
2017-12-24,694974
2017-12-25,694974
2017-12-26,694974
2017-12-27,712889
2017-12-28,712889
2017-12-29,712889
2017-12-30,712889
2017-12-31,736335
2018-01-01,736335
2018-01-02,736335
2018-01-03,736335
2018-01-04,766474
2018-01-05,766474
2018-01-06,766474
2018-01-07,793870
2018-01-08,793870
2018-01-09,793870
2018-01-10,793870
2018-01-11,813587
2018-01-12,813587
2018-01-13,813587
2018-01-14,779857
2018-01-15,779857
2018-01-16,779857
2018-01-17,774069
2018-01-18,774069
2018-01-19,774069
2018-01-20,774069
2018-01-21,758723
2018-01-22,758723
2018-01-23,758723
2018-01-24,729330
2018-01-25,729330
2018-01-26,699966
2018-01-27,699966
2018-01-28,706377
2018-01-29,706377
2018-01-30,707850
2018-02-01,707850
2018-02-02,713380
2018-02-03,726341
2018-02-04,726341
2018-02-05,722519
2018-02-06,722519
2018-02-07,738039
2018-02-08,738039
2018-02-09,762239
2018-02-10,762239
2018-02-11,774958
2018-02-12,774958
2018-02-13,771253
2018-02-14,771253
2018-02-15,736541
2018-02-16,736541
2018-02-17,707751
2018-02-18,707751
2018-02-19,691496
2018-02-20,691496
2018-02-21,663117
2018-02-22,663117
2018-02-23,648780
2018-02-24,648780
2018-02-25,646323
2018-02-26,646323
2018-02-27,664170
2018-02-28,664170
2018-03-01,664170
2018-03-02,672830
2018-03-03,683770
2018-03-04,683770
2018-03-05,693261
2018-03-06,693261
2018-03-07,677699
2018-03-08,677699
2018-03-09,651923
2018-03-10,651923
2018-03-11,624690
2018-03-12,624690
2018-03-13,612436
2018-03-14,612436
2018-03-15,600408
2018-03-16,600408
2018-03-17,609584
2018-03-18,609584
2018-03-20,629616
2018-03-21,629616
2018-03-23,630360
2018-03-24,630360
2018-03-26,642485
2018-03-27,630631
2018-03-28,630631
2018-03-29,646696
2018-03-30,646696
2018-03-31,657276
2018-04-01,657276
2018-04-02,681741
2018-04-03,681741
2018-04-04,703407
2018-04-05,703407
2018-04-06,729501
2018-04-08,751741
2018-04-09,751741
2018-04-10,773504
2018-04-11,773504
2018-04-12,771084
2018-04-13,771084
2018-04-14,771084
2018-04-16,775151
2018-04-17,789051
2018-04-18,789051
2018-04-19,793434
2018-04-20,793434
2018-04-21,814235
2018-04-22,814235
2018-04-23,814235
2018-04-24,811215
2018-04-25,811215
2018-04-26,811215
2018-04-27,837915
2018-04-28,837915
2018-04-29,816266
2018-04-30,816266
2018-05-02,817808
2018-05-03,817808
2018-05-04,824040
2018-05-05,824040
2018-05-06,795417
2018-05-07,795417
2018-05-08,782709
2018-05-09,782709
2018-05-10,802722
2018-05-11,802722
2018-05-12,793377
2018-05-13,793377
2018-05-14,782397
2018-05-15,782397
2018-05-16,782397
2018-05-17,801248
2018-05-18,801248
2018-05-19,818066
2018-05-20,818066
2018-05-21,820471
2018-05-22,820471
2018-05-23,815147
2018-05-24,815147
2018-05-25,815147
2018-05-26,809120
2018-05-27,809120
2018-05-28,830622
2018-05-29,830622
2018-05-30,849966
2018-05-31,849966
2018-06-01,849966
2018-06-02,863453
2018-06-03,863453
2018-06-04,899027
2018-06-05,899027
2018-06-06,908301
2018-06-07,908301
2018-06-08,893709
2018-06-09,893709
2018-06-10,893709
2018-06-11,868538
2018-06-12,868538
2018-06-13,833950
2018-06-14,833950
2018-06-15,794146
2018-06-16,794146
2018-06-17,772560
2018-06-18,772560
2018-06-19,740310
2018-06-20,740310
2018-06-21,724113
2018-06-22,724113
2018-06-23,743519
2018-06-24,743519
2018-06-25,740042
2018-06-26,740042
2018-06-27,721709
2018-06-28,721709
2018-06-29,713414
2018-06-30,713414
2018-07-01,728046
2018-07-02,728046
2018-07-03,746348
2018-07-04,746348
2018-07-05,746348
2018-07-06,756745
2018-07-07,756745
2018-07-08,781911
2018-07-09,781911
2018-07-10,816577
2018-07-11,816577
2018-07-12,816577
2018-07-13,849141
2018-07-14,849141
2018-07-15,882876
2018-07-16,882876
2018-07-17,892475
2018-07-18,892475
2018-07-19,871959
2018-07-20,871959
2018-07-21,869426
2018-07-22,869426
2018-07-23,889262
2018-07-24,889262
2018-07-25,902412
2018-07-26,902412
2018-07-27,889027
2018-07-28,889027
2018-07-29,859933
2018-07-30,859933
2018-07-31,832479
2018-08-01,832479
2018-08-02,832479
2018-08-03,811601
2018-08-04,829033
2018-08-05,829033
2018-08-06,825971
2018-08-07,825971
2018-08-08,828556
2018-08-09,828556
2018-08-10,831636
2018-08-11,831636
2018-08-12,830518
2018-08-14,835355
2018-08-16,841738
2018-08-17,841738
2018-08-18,846855
2018-08-19,846855
2018-08-20,834517
2018-08-21,834517
2018-08-22,807504
2018-08-23,807504
2018-08-24,785955
2018-08-25,779336
2018-08-26,779336
2018-08-27,761461
2018-08-28,745357
2018-08-29,745357
2018-08-30,758555
2018-08-31,758555
2018-09-01,776643
2018-09-02,776643
2018-09-03,802266
2018-09-04,784363
2018-09-05,784363
2018-09-06,770328
2018-09-07,770328
2018-09-08,790388
2018-09-09,790388
2018-09-10,796800
2018-09-11,796800
2018-09-12,796697
2018-09-13,796697
2018-09-14,790471
2018-09-15,811881
2018-09-16,811881
2018-09-17,812449
2018-09-18,812449
2018-09-19,816272
2018-09-20,816272
2018-09-21,811801
2018-09-22,799879
2018-09-23,799879
2018-09-24,814555
2018-09-25,814555
2018-09-26,832091
2018-09-27,832091
2018-09-28,849158
2018-09-29,849158
2018-09-30,831988
2018-10-02,828291
2018-10-03,842868
2018-10-04,842868
2018-10-05,842868
2018-10-06,833427
2018-10-07,833427
2018-10-08,832630
2018-10-09,832630
2018-10-10,842322
2018-10-11,842322
2018-10-12,861464
2018-10-13,871840
2018-10-14,871840
2018-10-15,862851
2018-10-16,862851
2018-10-17,871560
2018-10-18,871560
2018-10-19,859429
2018-10-20,859429
2018-10-21,854191
2018-10-22,859016
2018-10-23,859016
2018-10-24,845951
2018-10-25,845951
2018-10-26,826664
2018-10-27,826664
2018-10-28,815807
2018-10-29,815807
2018-10-30,808731
2018-10-31,808731
2018-11-01,803630
2018-11-03,794072
2018-11-04,794072
2018-11-05,812371
2018-11-06,827194
2018-11-07,827194
2018-11-08,825537
2018-11-09,825537
2018-11-10,843873
2018-11-11,843873
2018-11-12,868719
2018-11-13,866585
2018-11-14,866585
2018-11-15,888570
2018-11-16,905536
2018-11-17,905536
2018-11-18,905247
2018-11-19,905247
2018-11-20,906645
2018-11-21,906645
2018-11-22,932681
2018-11-23,962178
2018-11-24,947148
2018-11-25,963604
2018-11-26,963604
2018-11-27,978113
2018-11-28,965334
2018-11-29,957171
2018-12-01,972734
2018-12-02,1019524
2018-12-03,1019524
2018-12-05,1023490
2018-12-07,1019331
2018-12-09,1037911
2018-12-10,1030311
2018-12-11,1030311
2018-12-12,1005792
2018-12-13,1018450
2018-12-14,991272
2018-12-15,980702
2018-12-16,992443
2018-12-17,992443
2018-12-18,998195
2018-12-19,1002194
2018-12-20,996832
2018-12-21,1002858
2018-12-22,1002858
2018-12-23,1003990
2018-12-24,998107
2018-12-25,998107
2018-12-26,1013096
2018-12-27,1047747
2018-12-28,1047747
2018-12-29,1075614
2018-12-30,1112641
2018-12-31,1094617
2019-01-01,1094617
2019-01-02,1091242
2019-01-03,1078705
2019-01-04,1092003
2019-01-05,1095993
2019-01-06,1086799
2019-01-08,1074652
2019-01-10,1051310
2019-01-11,1072560
2019-01-12,1111364
2019-01-13,1162282
2019-01-14,1217581
2019-01-15,1252423
2019-01-16,1304443
2019-01-17,1315611
2019-01-18,1322018
2019-01-19,1294916
2019-01-20,1278974
2019-01-21,1278974
2019-01-22,1262931
2019-01-23,1259963
2019-01-24,1259963
2019-01-25,1251842
2019-01-26,1235653
2019-01-27,1228830
2019-01-28,1251309
2019-01-29,1227395
2019-01-30,1231891
2019-01-31,1231891
2019-02-01,1279586
2019-02-02,1312388
2019-02-03,1343976
2019-02-04,1343976
2019-02-05,1369684
2019-02-06,1369684
2019-02-07,1330717
2019-02-08,1340344
2019-02-09,1371859
2019-02-10,1361576
2019-02-11,1350620
2019-02-12,1350620
2019-02-13,1342991
2019-02-14,1342991
2019-02-15,1315219
2019-02-16,1290428
2019-02-17,1287480
2019-02-18,1272225
2019-02-19,1254910
2019-02-20,1242419
2019-02-21,1236944
2019-02-22,1236944
2019-02-23,1216090
2019-02-24,1216594
2019-02-25,1205595
2019-02-26,1194709
2019-02-27,1194709
2019-02-28,1194709
2019-03-01,1183602
2019-03-02,1183025
2019-03-03,1188272
2019-03-04,1192312
2019-03-05,1185113
2019-03-06,1173970
2019-03-07,1153244
2019-03-08,1153244
2019-03-09,1149417
2019-03-10,1159599
2019-03-11,1148230
2019-03-12,1156125
2019-03-13,1156125
2019-03-14,1147706
2019-03-15,1147706
2019-03-16,1129241
2019-03-17,1134336
2019-03-18,1134336
2019-03-19,1140840
2019-03-20,1159645
2019-03-21,1183147
2019-03-22,1183147
2019-03-23,1165150
2019-03-24,1165103
2019-03-25,1165103
2019-03-26,1190078
2019-03-27,1190078
2019-03-28,1210239
