date_obj,Gilded%20armour%20set%20(lg) price
2015-11-19,2768184
2015-11-20,2768184
2015-11-21,2768184
2015-11-22,2822601
2015-11-23,2822601
2015-11-24,2822601
2015-11-25,2908104
2015-11-26,2908104
2015-11-27,2908104
2015-11-28,3012858
2015-11-29,3012858
2015-11-30,3012858
2015-12-01,3086223
2015-12-02,3086223
2015-12-03,3086223
2015-12-04,3090105
2015-12-05,3090105
2015-12-06,3090105
2015-12-07,3062635
2015-12-08,3062635
2015-12-09,3062635
2015-12-10,3050853
2015-12-11,3050853
2015-12-12,3050853
2015-12-13,3075889
2015-12-14,3075889
2015-12-15,3075889
2015-12-16,3129474
2015-12-17,3129474
2015-12-18,3129474
2015-12-19,3129474
2015-12-20,3120682
2015-12-21,3120682
2015-12-22,3120682
2015-12-23,3034239
2015-12-24,3034239
2015-12-25,3034239
2015-12-26,3070416
2015-12-27,3070416
2015-12-28,3070416
2015-12-29,3053074
2015-12-30,3053074
2015-12-31,3053074
2016-01-01,3132384
2016-01-02,3132384
2016-01-03,3132384
2016-01-04,3212167
2016-01-05,3212167
2016-01-06,3212167
2016-01-07,3259277
2016-01-08,3259277
2016-01-09,3259277
2016-01-10,3184647
2016-01-11,3184647
2016-01-12,3184647
2016-01-13,3184647
2016-01-14,3125807
2016-01-15,3125807
2016-01-16,3125807
2016-01-17,3076103
2016-01-18,3076103
2016-01-19,3076103
2016-01-20,3090563
2016-01-21,3090563
2016-01-22,3090563
2016-01-23,3061522
2016-01-24,3061522
2016-01-25,3061522
2016-01-26,2983892
2016-01-27,2983892
2016-01-28,2983892
2016-01-29,2916280
2016-01-30,2916280
2016-01-31,2892035
2016-02-01,2892035
2016-02-02,2892035
2016-02-03,2862653
2016-02-04,2862653
2016-02-05,2862653
2016-02-06,2872281
2016-02-07,2872281
2016-02-08,2872281
2016-02-09,2872281
2016-02-10,2811686
2016-02-11,2811686
2016-02-12,2811686
2016-02-13,2782075
2016-02-14,2782075
2016-02-15,2782075
2016-02-16,2789369
2016-02-17,2789369
2016-02-18,2789369
2016-02-19,2855662
2016-02-20,2855662
2016-02-21,2879814
2016-02-22,2879814
2016-02-23,2879814
2016-02-24,2879814
2016-02-25,2933802
2016-02-26,2933802
2016-02-27,2933802
2016-02-28,2952449
2016-02-29,2952449
2016-03-01,2873187
2016-03-02,2873187
2016-03-03,2873187
2016-03-04,2906015
2016-03-05,2906015
2016-03-06,2950953
2016-03-07,2950953
2016-03-08,2950953
2016-03-09,2899129
2016-03-10,2899129
2016-03-11,2880358
2016-03-12,2880358
2016-03-13,2880358
2016-03-14,2844347
2016-03-15,2844347
2016-03-16,2898587
2016-03-17,2898587
2016-03-18,2904368
2016-03-19,2904368
2016-03-20,2904368
2016-03-21,2841368
2016-03-22,2841368
2016-03-23,2818241
2016-03-24,2818241
2016-03-25,2818241
2016-03-26,2769540
2016-03-27,2769540
2016-03-28,2765521
2016-03-29,2765521
2016-03-30,2765521
2016-03-31,2759728
2016-04-01,2759728
2016-04-02,2759728
2016-04-03,2711455
2016-04-04,2711455
2016-04-05,2711455
2016-04-06,2669740
2016-04-07,2669740
2016-04-08,2669740
2016-04-09,2685460
2016-04-10,2685460
2016-04-11,2685460
2016-04-12,2685461
2016-04-13,2685461
2016-04-14,2799823
2016-04-15,2925298
2016-04-16,3036274
2016-04-17,3175665
2016-04-18,3321693
2016-04-19,3321693
2016-04-20,3467772
2016-04-21,3467772
2016-04-22,3607674
2016-04-23,3607674
2016-04-24,3774690
2016-04-25,3774690
2016-04-26,3930544
2016-04-27,3930544
2016-04-28,4106782
2016-04-29,4106782
2016-04-30,4106782
2016-05-01,4257077
2016-05-02,4257077
2016-05-03,4366018
2016-05-04,4366018
2016-05-05,4518479
2016-05-06,4518479
2016-05-07,4518479
2016-05-08,4518479
2016-05-09,4635810
2016-05-10,4635810
2016-05-11,4635810
2016-05-12,4545676
2016-05-13,4545676
2016-05-14,4405488
2016-05-15,4405488
2016-05-16,4191843
2016-05-17,4191843
2016-05-18,4263063
2016-05-19,4422710
2016-05-22,4813405
2016-05-23,4625157
2016-05-24,4406662
2016-05-25,4211620
2016-05-26,4119239
2016-05-27,4263828
2016-05-28,4381704
2016-05-29,4517712
2016-05-30,4699622
2016-05-31,4915589
2016-06-01,5060913
2016-06-02,5093058
2016-06-03,5117596
2016-06-04,5241351
2016-06-05,5280863
2016-06-06,5364718
2016-06-07,5364718
2016-06-08,5442025
2016-06-09,5488392
2016-06-10,5514402
2016-06-11,5616410
2016-06-12,5641046
2016-06-13,5747583
2016-06-14,5939138
2016-06-15,5975924
2016-06-16,5975924
2016-06-17,6006343
2016-06-18,6006343
2016-06-19,5732683
2016-06-20,5652623
2016-06-21,5543172
2016-06-22,5431686
2016-06-23,5360802
2016-06-24,5297774
2016-06-25,5197402
2016-06-26,5197402
2016-06-27,5119621
2016-06-28,5103783
2016-06-29,5115598
2016-06-30,5058578
2016-07-01,5043358
2016-07-02,5099143
2016-07-03,5033446
2016-07-04,4934256
2016-07-05,4934256
2016-07-06,4848168
2016-07-07,4848168
2016-07-08,4795394
2016-07-09,4745393
2016-07-10,4721220
2016-07-11,4666721
2016-07-12,4666721
2016-07-13,4545036
2016-07-14,4512106
2016-07-15,4512106
2016-07-16,4393338
2016-07-17,4393338
2016-07-18,4300597
2016-07-23,3975892
2016-07-24,3870544
2016-07-25,3870544
2016-07-26,3783052
2016-07-27,3655271
2016-07-28,3655271
2016-07-29,3625405
2016-07-30,3609701
2016-07-31,3609701
2016-08-01,3586897
2016-08-02,3591016
2016-08-03,3623993
2016-08-04,3623993
2016-08-05,3600880
2016-08-06,3600880
2016-08-07,3524429
2016-08-08,3524429
2016-08-09,3507489
2016-08-10,3507489
2016-08-11,3476695
2016-08-12,3476695
2016-08-13,3543703
2016-08-14,3543703
2016-08-15,3545686
2016-08-16,3634516
2016-08-17,3634516
2016-08-18,3658106
2016-08-19,3719006
2016-08-20,3719006
2016-08-21,3753342
2016-08-22,3753342
2016-08-23,3864617
2016-08-24,3864617
2016-08-25,3989029
2016-08-26,3989029
2016-08-28,4120925
2016-08-31,4343535
2016-09-01,4471532
2016-09-02,4471532
2016-09-03,4512653
2016-09-04,4465865
2016-09-05,4560055
2016-09-06,4630101
2016-09-07,4630101
2016-09-08,4614912
2016-09-09,4614912
2016-09-10,4494822
2016-09-11,4494822
2016-09-12,4376617
2016-09-13,4368381
2016-09-14,4368381
2016-09-15,4380967
2016-09-16,4380967
2016-09-17,4410461
2016-09-18,4392572
2016-09-19,4376395
2016-09-20,4376395
2016-09-21,4369525
2016-09-22,4360236
2016-09-23,4413072
2016-09-24,4413072
2016-09-25,4481465
2016-09-26,4481465
2016-09-27,4369519
2016-09-28,4421250
2016-09-29,4421250
2016-09-30,4545900
2016-10-01,4584853
2016-10-02,4584853
2016-10-03,4606844
2016-10-04,4606844
2016-10-05,4572615
2016-10-06,4572615
2016-10-07,4607759
2016-10-08,4596491
2016-10-09,4596491
2016-10-10,4728763
2016-10-11,4777235
2016-10-12,4837521
2016-10-13,4920125
2016-10-14,4920125
2016-10-15,4911480
2016-10-16,4911480
2016-10-17,4891911
2016-10-18,4891911
2016-10-19,5020312
2016-10-20,5020312
2016-10-21,4998518
2016-10-22,4998518
2016-10-23,4989144
2016-10-24,4989144
2016-10-25,4974491
2016-10-26,4974491
2016-10-27,4902849
2016-10-28,4902849
2016-10-29,4850266
2016-10-30,4850266
2016-10-31,4874275
2016-11-01,4874275
2016-11-02,4890884
2016-11-03,4890884
2016-11-04,4817879
2016-11-05,4817879
2016-11-06,4864799
2016-11-07,4864799
2016-11-08,4870153
2016-11-09,4870153
2016-11-10,4850523
2016-11-11,4850523
2016-11-12,4859196
2016-11-13,4859196
2016-11-14,4874084
2016-11-15,4874084
2016-12-07,5019044
2016-12-08,5019044
2016-12-09,5055555
2016-12-10,5055555
2016-12-11,5180335
2016-12-12,5180335
2016-12-13,5226916
2016-12-14,5226916
2016-12-15,5173422
2016-12-16,5173422
2016-12-17,5021949
2016-12-18,5021949
2016-12-19,4968336
2016-12-20,4968336
2016-12-21,5090703
2016-12-22,5090703
2016-12-23,5111417
2016-12-24,5111417
2016-12-25,5124914
2016-12-26,5124914
2016-12-27,5117087
2016-12-28,5117087
2016-12-29,5188478
2016-12-30,5188478
2016-12-31,5135434
2017-01-01,5135434
2017-01-02,5120732
2017-01-03,5120732
2017-01-04,5039387
2017-01-05,5039387
2017-01-06,4898480
2017-01-07,4771554
2017-01-08,4771554
2017-01-09,4609579
2017-01-10,4609579
2017-01-11,4542945
2017-01-12,4439342
2017-01-13,4439342
2017-01-14,4381795
2017-01-15,4375551
2017-01-16,4375551
2017-01-17,4295116
2017-01-18,4241333
2017-01-19,4241333
2017-01-20,4229036
2017-01-21,4288445
2017-01-22,4288445
2017-01-23,4257726
2017-01-27,4303899
2017-01-28,4390854
2017-01-29,4376645
2017-01-30,4376645
2017-01-31,4338874
2017-02-01,4354628
2017-02-02,4415334
2017-02-03,4415334
2017-02-04,4404533
2017-02-05,4374968
2017-02-06,4374968
2017-02-07,4359268
2017-02-08,4352731
2017-02-09,4352731
2017-02-10,4404287
2017-02-11,4415083
2017-02-12,4415083
2017-02-13,4360259
2017-02-14,4348869
2017-02-15,4348869
2017-02-16,4406868
2017-02-18,4405678
2017-02-19,4452895
2017-02-20,4452895
2017-02-21,4536167
2017-02-22,4536167
2017-02-23,4499410
2017-02-24,4499410
2017-02-25,4475350
2017-02-26,4475350
2017-02-27,4446729
2017-02-28,4413354
2017-03-01,4413354
2017-03-02,4429623
2017-03-03,4429623
2017-03-04,4505451
2017-03-05,4505451
2017-03-06,4487976
2017-03-07,4514552
2017-03-08,4514552
2017-03-09,4588346
2017-03-10,4646804
2017-03-11,4704748
2017-03-12,4704748
2017-03-13,4725781
2017-03-14,4762807
2017-03-15,4762807
2017-03-16,4721768
2017-03-17,4863487
2017-03-18,4863487
2017-03-19,4978564
2017-03-20,5030749
2017-03-21,5030749
2017-03-22,5044420
2017-03-23,5044420
2017-03-24,5110299
2017-03-25,5110299
2017-03-26,5273706
2017-03-27,5429116
2017-03-28,5429116
2017-03-29,5621897
2017-03-30,5621897
2017-03-31,5517811
2017-04-01,5517811
2017-04-02,5480183
2017-04-03,5431994
2017-04-04,5431994
2017-04-12,5177407
2017-04-13,5165169
2017-04-14,5165169
2017-04-15,5185359
2017-04-16,5185022
2017-04-17,5185022
2017-04-18,5164906
2017-04-19,5203935
2017-04-20,5203935
2017-04-21,5277521
2017-04-22,5277521
2017-04-23,5303470
2017-04-24,5303470
2017-04-25,5262279
2017-04-26,5262279
2017-04-27,5256717
2017-04-28,5256717
2017-04-29,5313414
2017-04-30,5313414
2017-05-01,5375521
2017-05-02,5375521
2017-05-03,5471326
2017-05-04,5500160
2017-05-05,5500160
2017-05-06,5481106
2017-05-07,5481106
2017-05-08,5476096
2017-05-09,5433070
2017-05-10,5433070
2017-05-11,5365581
2017-05-12,5344208
2017-05-13,5358432
2017-05-14,5358432
2017-05-15,5352958
2017-05-16,5352958
2017-05-17,5323910
2017-05-18,5323910
2017-05-19,5317029
2017-05-20,5409826
2017-05-21,5409826
2017-05-22,5368153
2017-05-23,5368153
2017-05-24,5365187
2017-05-25,5365187
2017-05-26,5332800
2017-05-27,5227773
2017-05-28,5227773
2017-05-29,5183029
2017-05-30,5183029
2017-05-31,5137649
2017-06-01,5137649
2017-06-02,5069392
2017-06-03,5069392
2017-06-04,5088856
2017-06-05,5088856
2017-06-06,5071500
2017-06-07,5071500
2017-06-08,5053765
2017-06-09,5053765
2017-06-10,5016227
2017-06-11,5016227
2017-06-12,5062351
2017-06-13,5078328
2017-06-14,5078328
2017-06-15,5085995
2017-06-16,5085995
2017-06-17,5188471
2017-06-18,5148214
2017-06-19,5148214
2017-06-20,5143771
2017-06-21,5143771
2017-06-22,5154426
2017-06-23,5154426
2017-06-24,5175627
2017-06-25,5175627
2017-06-26,5155893
2017-06-27,5110848
2017-06-28,5110848
2017-06-29,5082953
2017-06-30,5082953
2017-07-01,5079291
2017-07-02,5079291
2017-07-03,5085749
2017-07-04,5085749
2017-07-05,5072041
2017-07-06,5072041
2017-07-07,5045129
2017-07-08,5045129
2017-07-13,5001309
2017-07-14,5056407
2017-07-15,5056407
2017-07-16,5056407
2017-07-17,5072074
2017-07-18,5072074
2017-07-19,5211433
2017-07-20,5332452
2017-07-21,5424615
2017-07-22,5424615
2017-07-23,5499909
2017-07-24,5499909
2017-07-25,5727191
2017-07-26,5703880
2017-07-27,5703880
2017-07-28,5780182
2017-07-29,5780182
2017-07-30,5842426
2017-07-31,5842426
2017-08-01,5800730
2017-08-02,5735287
2017-08-03,5735287
2017-08-04,5700751
2017-08-05,5708724
2017-08-06,5708724
2017-08-09,5636454
2017-08-10,5636454
2017-08-11,5634534
2017-08-12,5634534
2017-08-13,5684581
2017-08-14,5684581
2017-08-15,5729603
2017-08-16,5729603
2017-08-17,5818941
2017-08-18,5818941
2017-08-19,5836499
2017-08-20,5836499
2017-08-21,5910134
2017-08-22,5910134
2017-08-23,5866018
2017-08-24,5866018
2017-08-25,5866018
2017-08-26,5834837
2017-08-27,5834837
2017-08-28,5806657
2017-08-29,5806657
2017-08-30,5871508
2017-08-31,5871508
2017-09-01,6038257
2017-09-02,6229234
2017-09-03,6229234
2017-09-04,6435318
2017-09-05,6435318
2017-09-06,6386420
2017-09-07,6173438
2017-09-08,6173438
2017-09-09,6009803
2017-09-10,5869690
2017-09-11,5869690
2017-09-12,5785845
2017-09-13,5785845
2017-09-14,5665278
2017-09-15,5665278
2017-09-16,5665278
2017-09-17,5678239
2017-09-18,5678239
2017-09-19,5693342
2017-09-20,5693342
2017-09-21,5684700
2017-09-22,5684700
2017-09-23,5678005
2017-09-24,5678005
2017-09-25,5657720
2017-09-26,5657720
2017-09-27,5606459
2017-09-28,5652321
2017-09-29,5652321
2017-09-30,5625838
2017-10-01,5625838
2017-10-02,5607171
2017-10-03,5607171
2017-10-04,5607171
2017-10-05,5617769
2017-10-06,5617769
2017-10-07,5703645
2017-10-08,5703645
2017-10-09,5805684
2017-10-10,5805684
2017-10-11,5779662
2017-10-12,5779662
2017-10-13,5790840
2017-10-14,5790840
2017-10-15,5898990
2017-10-16,5898990
2017-10-17,5854836
2017-10-18,5854836
2017-10-19,5805932
2017-10-20,5805932
2017-10-21,5799146
2017-10-22,5799146
2017-10-23,5836341
2017-10-24,5836341
2017-10-25,5819903
2017-10-26,5819903
2017-10-27,5789994
2017-10-28,5789994
2017-10-29,5767587
2017-10-30,5767587
2017-10-31,5738946
2017-11-01,5738946
2017-11-02,5721590
2017-11-03,5721590
2017-11-04,5702642
2017-11-05,5702642
2017-11-06,5730332
2017-11-07,5730332
2017-11-08,5789140
2017-11-09,5789140
2017-11-10,5758315
2017-11-11,5758315
2017-11-12,5748273
2017-11-13,5748273
2017-11-14,5867196
2017-11-15,5867196
2017-11-16,5840333
2017-11-17,5840333
2017-11-18,5840333
2017-11-19,5792528
2017-11-20,5792528
2017-11-21,5746025
2017-11-22,5746025
2017-11-23,5745367
2017-11-24,5745367
2017-11-25,5764072
2017-11-26,5764072
2017-11-27,5834048
2017-11-28,5834048
2017-11-29,5830553
2017-11-30,5830553
2017-12-01,5763480
2017-12-02,5763480
2017-12-03,5756768
2017-12-04,5756768
2017-12-05,5828724
2017-12-06,5868310
2017-12-07,5868310
2017-12-08,5846514
2017-12-09,5846514
2017-12-10,5863176
2017-12-11,5863176
2017-12-12,5843571
2017-12-13,5843571
2017-12-14,5846311
2017-12-15,5846311
2017-12-16,5797256
2017-12-17,5797256
2017-12-18,5751864
2017-12-19,5751864
2017-12-20,5839351
2017-12-21,5803255
2017-12-22,5803255
2017-12-23,5761115
2017-12-24,5761115
2017-12-25,5829357
2017-12-26,5829357
2017-12-27,5787356
2017-12-28,5787356
2017-12-29,5722057
2017-12-30,5722057
2017-12-31,5727719
2018-01-01,5727719
2018-01-02,5746942
2018-01-03,5746942
2018-01-04,5704725
2018-01-05,5704725
2018-01-06,5603136
2018-01-07,5603136
2018-01-08,5606741
2018-01-09,5498258
2018-01-10,5498258
2018-01-11,5371380
2018-01-12,5232657
2018-01-13,5232657
2018-01-14,5226381
2018-01-15,5307557
2018-01-16,5307557
2018-01-17,5323721
2018-01-18,5323721
2018-01-19,5323721
2018-01-20,5282261
2018-01-21,5282261
2018-01-22,5265596
2018-01-23,5287418
2018-01-24,5287418
2018-01-25,5332610
2018-01-26,5332610
2018-01-27,5380526
2018-01-28,5359137
2018-01-29,5428000
2018-01-30,5482469
2018-01-31,5482469
2018-02-01,5423386
2018-02-02,5423386
2018-02-03,5372578
2018-02-04,5372578
2018-02-05,5382770
2018-02-06,5382770
2018-02-07,5393217
2018-02-08,5393217
2018-02-09,5391921
2018-02-10,5391921
2018-02-11,5377785
2018-02-12,5377785
2018-02-13,5369575
2018-02-14,5407235
2018-02-15,5407235
2018-02-16,5456133
2018-02-17,5456133
2018-02-18,5377795
2018-02-19,5399439
2018-02-20,5399439
2018-02-21,5386717
2018-02-22,5386717
2018-02-23,5367297
2018-02-24,5367297
2018-02-25,5384144
2018-02-26,5384144
2018-02-27,5434093
2018-02-28,5434093
2018-03-01,5521787
2018-03-02,5585470
2018-03-03,5540098
2018-03-04,5540098
2018-03-05,5584496
2018-03-06,5584496
2018-03-07,5558211
2018-03-08,5558211
2018-03-09,5558925
2018-03-10,5558925
2018-03-11,5609859
2018-03-12,5609859
2018-03-13,5631785
2018-03-14,5631785
2018-03-15,5609293
2018-03-16,5609293
2018-03-17,5654152
2018-03-18,5654152
2018-03-20,5651068
2018-03-21,5644144
2018-03-23,5607695
2018-03-24,5607695
2018-03-25,5686984
2018-03-26,5686984
2018-03-27,5768412
2018-03-28,5768412
2018-03-29,5965312
2018-03-30,5965312
2018-03-31,5928651
2018-04-01,5928651
2018-04-02,6141753
2018-04-03,6141753
2018-04-04,6183478
2018-04-05,6183478
2018-04-06,6385640
2018-04-07,6623907
2018-04-08,6940588
2018-04-09,7167149
2018-04-10,7404663
2018-04-11,7492664
2018-04-12,7420087
2018-04-13,7420087
2018-04-14,7423342
2018-04-15,7443824
2018-04-16,7443824
2018-04-17,7416937
2018-04-18,7416937
2018-04-19,7440002
2018-04-20,7440002
2018-04-21,7448489
2018-04-22,7448489
2018-04-23,7431903
2018-04-24,7431903
2018-04-25,7431540
2018-04-26,7431540
2018-04-27,7366414
2018-04-28,7387921
2018-04-29,7398927
2018-04-30,7397752
2018-05-01,7397752
2018-05-02,7380777
2018-05-03,7380777
2018-05-04,7380261
2018-05-05,7369042
2018-05-06,7369042
2018-05-07,7334742
2018-05-08,7334742
2018-05-09,7398011
2018-05-10,7431413
2018-05-11,7431413
2018-05-12,7386911
2018-05-13,7386911
2018-05-14,7389111
2018-05-15,7389111
2018-05-16,7324557
2018-05-17,7324557
2018-05-18,7331275
2018-05-19,7331275
2018-05-20,7303723
2018-05-21,7302883
2018-05-22,7302883
2018-05-23,7338812
2018-05-24,7338812
2018-05-25,7317958
2018-05-26,7250342
2018-05-27,7250342
2018-05-28,7228585
2018-05-29,7142475
2018-05-30,7142475
2018-05-31,7113975
2018-06-01,7113975
2018-06-02,7065488
2018-06-03,7065488
2018-06-04,6985888
2018-06-05,6941952
2018-06-06,6941952
2018-06-07,6913883
2018-06-08,6854359
2018-06-09,6854359
2018-06-10,6775821
2018-06-11,6775821
2018-06-12,6639933
2018-06-13,6538081
2018-06-14,6538081
2018-06-15,6446752
2018-06-16,6446752
2018-06-17,6425291
2018-06-18,6425291
2018-06-19,6393711
2018-06-20,6393711
2018-06-21,6419068
2018-06-22,6519823
2018-06-23,6519823
2018-06-24,6562934
2018-06-25,6562934
2018-06-26,6511993
2018-06-27,6511993
2018-06-28,6489333
2018-06-29,6489333
2018-06-30,6512184
2018-07-01,6512184
2018-07-02,6636450
2018-07-03,6636450
2018-07-04,6598378
2018-07-05,6598378
2018-07-06,6593748
2018-07-07,6593748
2018-07-08,6619568
2018-07-09,6619568
2018-07-10,6617974
2018-07-11,6648070
2018-07-12,6648070
2018-07-13,6596406
2018-07-14,6596406
2018-07-15,6614821
2018-07-16,6614821
2018-07-17,6527689
2018-07-18,6527689
2018-07-19,6529373
2018-07-20,6529373
2018-07-21,6671790
2018-07-22,6671790
2018-07-23,6611035
2018-07-24,6611035
2018-07-25,6553887
2018-07-26,6553887
2018-07-27,6561311
2018-07-28,6561311
2018-07-29,6557563
2018-07-30,6557563
2018-07-31,6490815
2018-08-01,6490815
2018-08-02,6499912
2018-08-03,6499912
2018-08-04,6650127
2018-08-05,6650127
2018-08-06,6603474
2018-08-07,6603474
2018-08-08,6637223
2018-08-09,6637223
2018-08-10,6606060
2018-08-11,6606060
2018-08-12,6589076
2018-08-14,6564223
2018-08-16,6565767
2018-08-17,6506277
2018-08-18,6506277
2018-08-19,6504886
2018-08-20,6519998
2018-08-21,6519998
2018-08-22,6553029
2018-08-23,6553029
2018-08-24,6558111
2018-08-25,6588931
2018-08-26,6588931
2018-08-27,6669764
2018-08-28,6618341
2018-08-29,6618341
2018-08-30,6589888
2018-08-31,6620956
2018-09-01,6660624
2018-09-02,6660624
2018-09-03,6600722
2018-09-04,6624839
2018-09-05,6624839
2018-09-06,6641617
2018-09-07,6672166
2018-09-08,6684677
2018-09-09,6684677
2018-09-10,6733013
2018-09-11,6733013
2018-09-12,6803061
2018-09-13,6803061
2018-09-14,6783811
2018-09-15,6786028
2018-09-16,6786028
2018-09-17,6795472
2018-09-18,6824288
2018-09-19,6824288
2018-09-20,6879267
2018-09-21,6879267
2018-09-22,6972717
2018-09-23,6972717
2018-09-24,7035925
2018-09-25,7035925
2018-09-26,7236264
2018-09-27,7236264
2018-09-28,7432930
2018-09-29,7432930
2018-09-30,7625996
2018-10-01,7628286
2018-10-02,7628286
2018-10-03,7773897
2018-10-04,7773897
2018-10-05,7942834
2018-10-06,8044368
2018-10-07,8044368
2018-10-08,8130442
2018-10-09,8130442
2018-10-10,8329759
2018-10-11,8329759
2018-10-12,8317969
2018-10-13,8413573
2018-10-14,8413573
2018-10-15,8497325
2018-10-16,8497325
2018-10-17,8589718
2018-10-18,8589718
2018-10-19,8598269
2018-10-20,8598269
2018-10-21,8739192
2018-10-22,8805024
2018-10-23,8805024
2018-10-24,8792617
2018-10-25,8792617
2018-10-26,8800520
2018-10-27,8800520
2018-10-28,8788436
2018-10-29,8788436
2018-10-30,8764678
2018-10-31,8820919
2018-11-01,9038303
2018-11-03,9441093
2018-11-04,9761032
2018-11-05,10188429
2018-11-06,10682565
2018-11-07,11093729
2018-11-08,11648416
2018-11-09,12175638
2018-11-10,12784420
2018-11-11,13318031
