date_obj,Saradomin%20d'hide%20body price
2015-03-26,224937
2015-03-27,225837
2015-03-28,229360
2015-03-29,231334
2015-03-30,232889
2015-03-31,233707
2015-04-01,233789
2015-04-02,235703
2015-04-03,239051
2015-04-04,245134
2015-04-05,249653
2015-04-06,251993
2015-04-07,252014
2015-04-08,249766
2015-04-09,245514
2015-04-10,241739
2015-04-11,240315
2015-04-12,240790
2015-04-13,237961
2015-04-14,239690
2015-04-15,236160
2015-04-16,231774
2015-04-17,229079
2015-04-18,226716
2015-04-19,227150
2015-04-20,224505
2015-04-21,223714
2015-04-22,224220
2015-04-23,225585
2015-04-24,223748
2015-04-25,221853
2015-04-26,220417
2015-04-27,224048
2015-04-28,223926
2015-04-29,227126
2015-04-30,233219
2015-05-01,238852
2015-05-02,237687
2015-05-03,232652
2015-05-04,226440
2015-05-05,222794
2015-05-06,217130
2015-05-07,214541
2015-05-08,217575
2015-05-09,217947
2015-05-10,218850
2015-05-11,219520
2015-05-12,217610
2015-05-13,215764
2015-05-14,216716
2015-05-15,216464
2015-05-16,213771
2015-05-17,216356
2015-05-18,220680
2015-05-19,223360
2015-05-20,225043
2015-05-21,225738
2015-05-22,221112
2015-05-23,217980
2015-05-24,216263
2015-05-25,215871
2015-05-26,219289
2015-05-27,215948
2015-05-28,209485
2015-05-29,207765
2015-05-30,208894
2015-05-31,210331
2015-06-01,210574
2015-06-02,208022
2015-06-03,206650
2015-06-04,203133
2015-06-05,201160
2015-06-06,197808
2015-06-07,195294
2015-06-08,196378
2015-06-09,199027
2015-06-10,201923
2015-06-11,204051
2015-06-12,204355
2015-06-13,209338
2015-06-14,214442
2015-06-15,217623
2015-06-16,223819
2015-06-17,227901
2015-06-18,232115
2015-06-19,232387
2015-06-20,231677
2015-06-21,226172
2015-06-22,219829
2015-06-23,213128
2015-06-24,214147
2015-06-25,221749
2015-06-26,224236
2015-06-27,227946
2015-06-28,229377
2015-06-29,228424
2015-06-30,228639
2015-07-01,226654
2015-07-02,227927
2015-07-03,226982
2015-07-04,225262
2015-07-05,227270
2015-07-06,229938
2015-07-07,234581
2015-07-08,239787
2015-07-09,244724
2015-07-10,252398
2015-07-11,255091
2015-07-12,253370
2015-07-13,248709
2015-07-14,240686
2015-07-15,238146
2015-07-16,233151
2015-07-17,227945
2015-07-18,224096
2015-07-19,218862
2015-07-20,213232
2015-07-21,209770
2015-07-22,210490
2015-07-23,208911
2015-07-24,214173
2015-07-25,220187
2015-07-26,225390
2015-07-27,233216
2015-07-28,236516
2015-07-29,241850
2015-07-30,246987
2015-07-31,254104
2015-08-01,260096
2015-08-02,261394
2015-08-03,258708
2015-08-04,257746
2015-08-05,255694
2015-08-06,264605
2015-08-07,271878
2015-08-08,278357
2015-08-09,275241
2015-08-10,272724
2015-08-11,279547
2015-08-12,289568
2015-08-13,294413
2015-08-14,289439
2015-08-15,289111
2015-08-16,287707
2015-08-17,283210
2015-08-18,281438
2015-08-19,282084
2015-08-20,289494
2015-08-21,298675
2015-08-22,311074
2015-08-23,324196
2015-08-24,328207
2015-08-25,337058
2015-08-26,333572
2015-08-27,331084
2015-08-28,332641
2015-08-29,330880
2015-08-30,323156
2015-08-31,310340
2015-09-01,295446
2015-09-02,280803
2015-09-03,268079
2015-09-04,255256
2015-09-05,250812
2015-09-06,243213
2015-09-07,234949
2015-09-08,236928
2015-09-09,245178
2015-09-10,247375
2015-09-11,256436
2015-09-12,262895
2015-09-13,262443
2015-09-14,258369
2015-09-15,256801
2015-09-16,253145
2015-09-17,250793
2015-09-18,247348
2015-09-19,245651
2015-09-20,247370
2015-09-21,246909
2015-09-22,248010
2015-09-23,243983
2015-09-24,243592
2015-09-25,243498
2015-09-27,240958
2015-09-28,242989
2015-09-29,239180
2015-09-30,231230
2015-10-05,210009
2015-10-06,208893
2015-10-07,213407
2015-10-08,216111
2015-10-09,219328
2015-10-10,221296
2015-10-11,214200
2015-10-12,209403
2015-10-13,207843
2015-10-14,210969
2015-10-15,215519
2015-10-16,217151
2015-10-17,219061
2015-10-18,217683
2015-10-19,218387
2015-10-20,217388
2015-10-22,219129
2015-10-23,219889
2015-10-24,214443
2015-10-25,210974
2015-10-26,208727
2015-10-27,209164
2015-10-29,207506
2015-10-30,210633
2015-10-31,210812
2015-11-01,214081
2015-11-02,217405
2015-11-03,215697
2015-11-04,207323
2015-11-05,196956
2015-11-06,187605
2015-11-07,184056
2015-11-08,182549
2015-11-09,181714
2015-11-10,182369
2015-11-11,180448
2015-11-12,180640
2015-11-13,179132
2015-11-14,178186
2015-11-15,175021
2015-11-16,171562
2015-11-17,169891
2015-11-18,168669
2015-11-19,167446
2015-11-20,167146
2015-11-21,166128
2015-11-22,164922
2015-11-23,167236
2015-11-24,167795
2015-11-25,170605
2015-11-26,173200
2015-11-27,175612
2015-11-28,179378
2015-11-29,181753
2015-11-30,184158
2015-12-01,187603
2015-12-02,191702
2015-12-03,196153
2015-12-04,200711
2015-12-05,203775
2015-12-06,207090
2015-12-07,209801
2015-12-08,213321
2015-12-09,219283
2015-12-10,223469
2015-12-11,224070
2015-12-12,226401
2015-12-13,228052
2015-12-14,226459
2015-12-15,224585
2015-12-16,233343
2015-12-17,241250
2015-12-18,251611
2015-12-19,255392
2015-12-20,265181
2015-12-21,270836
2015-12-22,279404
2015-12-23,289531
2015-12-24,292074
2015-12-25,293158
2015-12-26,288908
2015-12-27,291520
2015-12-28,292942
2015-12-29,290451
2015-12-30,289257
2015-12-31,292873
2016-01-01,304596
2016-01-02,309273
2016-01-03,302559
2016-01-04,292288
2016-01-05,288208
2016-01-06,284038
2016-01-07,284488
2016-01-08,279127
2016-01-09,266763
2016-01-10,255446
2016-01-11,245654
2016-01-12,242407
2016-01-13,238745
2016-01-14,229016
2016-01-15,225012
2016-01-16,229775
2016-01-17,238586
2016-01-18,249740
2016-01-19,261253
2016-01-20,265409
2016-01-21,266375
2016-01-22,265704
2016-01-23,263010
2016-01-24,262718
2016-01-25,264280
2016-01-26,266689
2016-01-27,268107
2016-01-28,267397
2016-01-29,268553
2016-01-30,269774
2016-01-31,269386
2016-02-01,268897
2016-02-02,271133
2016-02-03,275711
2016-02-04,279050
2016-02-05,283778
2016-02-06,286118
2016-02-07,287679
2016-02-08,285405
2016-02-09,281034
2016-02-10,273113
2016-02-11,262727
2016-02-12,259344
2016-02-13,255547
2016-02-14,252188
2016-02-15,251312
2016-02-16,246632
2016-02-17,247371
2016-02-18,243346
2016-02-19,242304
2016-02-20,242284
2016-02-21,240726
2016-02-22,237476
2016-02-23,242374
2016-02-24,246407
2016-02-25,250199
2016-02-26,250222
2016-02-27,246272
2016-02-28,240377
2016-02-29,239498
2016-03-01,237699
2016-03-02,234618
2016-03-03,234033
2016-03-04,228142
2016-03-05,225527
2016-03-06,224824
2016-03-07,219968
2016-03-08,217696
2016-03-09,216647
2016-03-10,212057
2016-03-11,209193
2016-03-12,211402
2016-03-13,213870
2016-03-14,209741
2016-03-15,205759
2016-03-16,209111
2016-03-17,209863
2016-03-18,212353
2016-03-19,217696
2016-03-20,216782
2016-03-21,214173
2016-03-22,211629
2016-03-23,208112
2016-03-24,204559
2016-03-25,204315
2016-03-26,199145
2016-03-27,200950
2016-03-28,201282
2016-03-29,200785
2016-03-30,200762
2016-03-31,197676
2016-04-01,197045
2016-04-02,199388
2016-04-03,205334
2016-04-04,213104
2016-04-05,218173
2016-04-06,218713
2016-04-07,215929
2016-04-08,211210
2016-04-09,210909
2016-04-10,207687
2016-04-11,208148
2016-04-12,206617
2016-04-13,204898
2016-04-14,203558
2016-04-15,203702
2016-04-16,202039
2016-04-17,200829
2016-04-18,197825
2016-04-19,198468
2016-04-20,199038
2016-04-21,193531
2016-04-22,192664
2016-04-23,191893
2016-04-24,192450
2016-04-25,189866
2016-04-26,191433
2016-04-27,193468
2016-04-28,194520
2016-04-29,194500
2016-04-30,196493
2016-05-01,194370
2016-05-02,191848
2016-05-03,188701
2016-05-04,189401
2016-05-05,193561
2016-05-06,192911
2016-05-07,195171
2016-05-08,198848
2016-05-09,200018
2016-05-10,201648
2016-05-11,205262
2016-05-12,207830
2016-05-13,208220
2016-05-14,213499
2016-05-15,217618
2016-05-16,223496
2016-05-17,228850
2016-05-18,227952
2016-05-19,235120
2016-05-22,250294
2016-05-23,256345
2016-05-24,265952
2016-05-25,278128
2016-05-26,287892
2016-05-27,292254
2016-05-28,295669
2016-05-29,286312
2016-05-30,277225
2016-05-31,273894
2016-06-01,277925
2016-06-02,269246
2016-06-03,272230
2016-06-04,270751
2016-06-05,277694
2016-06-06,281128
2016-06-07,273933
2016-06-08,274450
2016-06-09,277635
2016-06-10,282538
2016-06-11,284912
2016-06-12,290693
2016-06-13,301476
2016-06-14,303470
2016-06-15,311089
2016-06-16,311986
2016-06-17,307369
2016-06-18,308288
2016-06-19,300055
2016-06-20,286650
2016-06-21,279989
2016-06-22,283238
2016-06-23,278251
2016-06-24,279818
2016-06-25,282896
2016-06-26,284337
2016-06-27,286673
2016-06-28,290441
2016-06-29,286235
2016-06-30,287047
2016-07-01,281701
2016-07-02,270375
2016-07-03,263156
2016-07-04,255460
2016-07-05,256786
2016-07-06,251526
2016-07-07,250055
2016-07-08,252544
2016-07-09,257919
2016-07-10,261733
2016-07-11,260326
2016-07-12,267372
2016-07-13,274728
2016-07-14,282254
2016-07-15,290985
2016-07-16,296797
2016-07-17,301533
2016-07-18,296083
2016-07-23,258536
2016-07-24,255222
2016-07-25,256607
2016-07-26,262415
2016-07-27,264924
2016-07-28,268056
2016-07-29,265943
2016-07-30,269908
2016-07-31,272974
2016-08-01,270903
2016-08-02,272903
2016-08-03,267335
2016-08-04,260873
2016-08-05,253008
2016-08-06,247696
2016-08-07,244072
2016-08-08,240628
2016-08-09,237199
2016-08-10,239201
2016-08-11,238738
2016-08-12,239541
2016-08-13,238444
2016-08-14,239336
2016-08-15,238877
2016-08-16,236623
2016-08-17,225882
2016-08-18,219465
2016-08-19,219514
2016-08-20,212009
2016-08-21,212109
2016-08-22,207212
2016-08-23,197864
2016-08-24,191413
2016-08-25,185007
2016-08-26,180420
2016-08-28,179511
2016-08-31,195745
2016-09-01,199758
2016-09-02,206667
2016-09-03,207572
2016-09-04,201079
2016-09-05,194570
2016-09-06,194233
2016-09-07,195973
2016-09-08,195360
2016-09-09,193265
2016-09-10,193043
2016-09-11,195609
2016-09-12,196007
2016-09-13,192289
2016-09-14,186919
2016-09-15,183693
2016-09-16,184988
2016-09-17,187659
2016-09-18,189040
2016-09-19,190655
2016-09-20,195928
2016-09-21,201889
2016-09-22,209784
2016-09-23,217329
2016-09-24,219938
2016-09-25,221377
2016-09-26,217200
2016-09-27,211856
2016-09-28,207238
2016-09-29,200617
2016-09-30,202893
2016-10-01,205086
2016-10-02,203736
2016-10-03,203961
2016-10-04,205484
2016-10-05,210796
2016-10-06,209443
2016-10-07,206800
2016-10-08,204271
2016-10-09,209035
2016-10-10,207210
2016-10-11,214246
2016-10-12,215966
2016-10-13,211748
2016-10-14,205256
2016-10-15,202967
2016-10-16,198677
2016-10-17,198331
2016-10-18,200510
2016-10-19,204640
2016-10-20,203623
2016-10-21,207755
2016-10-22,213803
2016-10-23,221499
2016-10-24,228774
2016-10-25,231027
2016-10-26,231587
2016-10-27,235509
2016-10-28,240510
2016-10-29,246663
2016-10-30,251338
2016-10-31,245362
2016-11-01,242736
2016-11-02,243223
2016-11-03,233903
2016-11-04,227428
2016-11-05,234503
2016-11-06,231427
2016-11-07,223979
2016-11-08,218131
2016-11-09,218346
2016-11-10,222131
2016-11-11,223344
2016-11-12,228787
2016-11-13,229024
2016-11-14,225473
2016-12-08,180648
2016-12-09,188393
2016-12-10,196034
2016-12-11,201890
2016-12-12,204859
2016-12-13,210041
2016-12-14,215467
2016-12-15,220392
2016-12-16,223753
2016-12-17,224022
2016-12-18,230491
2016-12-19,236448
2016-12-20,238601
2016-12-21,241673
2016-12-22,245328
2016-12-23,249013
2016-12-24,249956
2016-12-25,257975
2016-12-26,264935
2016-12-27,271394
2016-12-28,284607
2016-12-29,298838
2016-12-30,312178
2016-12-31,326855
2017-01-01,338678
2017-01-02,345758
2017-01-03,348701
2017-01-04,348215
2017-01-05,336674
2017-01-06,324183
2017-01-07,313378
2017-01-08,299613
2017-01-09,292357
2017-01-10,285092
2017-01-11,277831
2017-01-12,275286
2017-01-13,268632
2017-01-14,264286
2017-01-15,270144
2017-01-16,275972
2017-01-17,273533
2017-01-18,268957
2017-01-19,268384
2017-01-20,275352
2017-01-21,272524
2017-01-22,277354
2017-01-27,267620
2017-01-28,267575
2017-01-29,267196
2017-01-30,267676
2017-01-31,273264
2017-02-01,268423
2017-02-02,268552
2017-02-03,266483
2017-02-04,264403
2017-02-05,258460
2017-02-06,257938
2017-02-07,258638
2017-02-08,255595
2017-02-09,249603
2017-02-10,245695
2017-02-11,246230
2017-02-12,248257
2017-02-13,249351
2017-02-14,253438
2017-02-15,244978
2017-02-16,245722
2017-02-18,245067
2017-02-19,243948
2017-02-20,242598
2017-02-21,239942
2017-02-22,237799
2017-02-23,232354
2017-02-24,231057
2017-02-25,228578
2017-02-26,227277
2017-02-27,222094
2017-02-28,223345
2017-03-01,223658
2017-03-02,221771
2017-03-03,216983
2017-03-04,210979
2017-03-05,215135
2017-03-06,211192
2017-03-07,206192
2017-03-08,209032
2017-03-09,211622
2017-03-10,215619
2017-03-11,218293
2017-03-12,222688
2017-03-13,231995
2017-03-14,237842
2017-03-15,241127
2017-03-16,238871
2017-03-17,238056
2017-03-18,237466
2017-03-19,237067
2017-03-20,234448
2017-03-21,236003
2017-03-22,238553
2017-03-23,239892
2017-03-24,243049
2017-03-25,241353
2017-03-26,239652
2017-03-27,236392
2017-03-28,234191
2017-03-29,236189
2017-03-30,240939
2017-03-31,247561
2017-04-01,255043
2017-04-02,258401
2017-04-03,264327
2017-04-04,265964
2017-04-12,264535
2017-04-13,265087
2017-04-14,264694
2017-04-15,265415
2017-04-16,264284
2017-04-17,261542
2017-04-18,261849
2017-04-19,261705
2017-04-20,257469
2017-04-21,255394
2017-04-22,256214
2017-04-23,248714
2017-04-24,241163
2017-04-25,236766
2017-04-26,235943
2017-04-27,237406
2017-04-28,244067
2017-04-29,250763
2017-04-30,256772
2017-05-01,266422
2017-05-02,276282
2017-05-03,276856
2017-05-04,285990
2017-05-05,295145
2017-05-06,303745
2017-05-07,308823
2017-05-08,318184
2017-05-09,306376
2017-05-10,291057
2017-05-11,281235
2017-05-12,275583
2017-05-13,271004
2017-05-14,270456
2017-05-15,269723
2017-05-16,269745
2017-05-17,268538
2017-05-18,264357
2017-05-19,258215
2017-05-20,251328
2017-05-21,248704
2017-05-22,256687
2017-05-23,249931
2017-05-24,242063
2017-05-25,245605
2017-05-26,244660
2017-05-27,249163
2017-05-28,254571
2017-05-29,263282
2017-05-30,271041
2017-05-31,284012
2017-06-01,297686
2017-06-02,310199
2017-06-03,320520
2017-06-06,334350
2017-06-07,333634
2017-06-08,334567
2017-06-09,330336
2017-06-10,324235
2017-06-11,308023
2017-06-12,293524
2017-06-13,283687
2017-06-14,280831
2017-06-15,284420
2017-06-16,276626
2017-06-17,275358
2017-06-18,282949
2017-06-19,291498
2017-06-20,300406
2017-06-21,301495
2017-06-22,302571
2017-06-23,302522
2017-06-24,300553
2017-06-25,294117
2017-06-26,293168
2017-06-27,297867
2017-06-28,299278
2017-06-29,295239
2017-06-30,288291
2017-07-01,292329
2017-07-02,298022
2017-07-03,305641
2017-07-04,296827
2017-07-05,295801
2017-07-06,295312
2017-07-07,298992
2017-07-08,298881
2017-07-13,288987
2017-07-14,288082
2017-07-15,285352
2017-07-16,279969
2017-07-17,278569
2017-07-18,281155
2017-07-19,278495
2017-07-20,277050
2017-07-21,271866
2017-07-22,267914
2017-07-23,265497
2017-07-24,267212
2017-07-25,265328
2017-07-26,263884
2017-07-27,260902
2017-07-28,258573
2017-07-29,255598
2017-07-30,259412
2017-07-31,272320
2017-08-01,281740
2017-08-02,287448
2017-08-03,291328
2017-08-04,292606
2017-08-05,284687
2017-08-06,281208
2017-08-09,292423
2017-08-10,290488
2017-08-11,288335
2017-08-12,292555
2017-08-13,295645
2017-08-14,293876
2017-08-15,291473
2017-08-17,292346
2017-08-18,295160
2017-08-19,297771
2017-08-20,300469
2017-08-21,299315
2017-08-22,293531
2017-08-23,290635
2017-08-24,287867
2017-08-25,285840
2017-08-26,289480
2017-08-27,292384
2017-08-28,291935
2017-08-29,290579
2017-08-30,294116
2017-08-31,290728
2017-09-01,296014
2017-09-02,297918
2017-09-03,297026
2017-09-04,293241
2017-09-05,290224
2017-09-06,290903
2017-09-07,290822
2017-09-08,284350
2017-09-09,278282
2017-09-10,284772
2017-09-11,290166
2017-09-12,294303
2017-09-13,293725
2017-09-14,291780
2017-09-15,288604
2017-09-16,284562
2017-09-17,289109
2017-09-19,290196
2017-09-20,295532
2017-09-21,300347
2017-09-22,295206
2017-09-23,283043
2017-09-24,283013
2017-09-25,286918
2017-09-26,289262
2017-09-27,288570
2017-09-28,294345
2017-09-29,303508
2017-09-30,307447
2017-10-01,305938
2017-10-02,304543
2017-10-03,306373
2017-10-04,310152
2017-10-05,314629
2017-10-06,315816
2017-10-07,319623
2017-10-08,324812
2017-10-09,325530
2017-10-10,320790
2017-10-11,316154
2017-10-12,318571
2017-10-13,327253
2017-10-14,338656
2017-10-15,342455
2017-10-16,342159
2017-10-17,346339
2017-10-18,343638
2017-10-19,349461
2017-10-20,356029
2017-10-21,353956
2017-10-22,355165
2017-10-23,354677
2017-10-24,360221
2017-10-25,359116
2017-10-26,366629
2017-10-27,382937
2017-10-28,402084
2017-10-29,414811
2017-10-30,420426
2017-10-31,426684
2017-11-01,435159
2017-11-02,438584
2017-11-03,437274
2017-11-04,438108
2017-11-05,437684
2017-11-06,436332
2017-11-07,433031
2017-11-08,426655
2017-11-09,415730
2017-11-10,397526
2017-11-11,386248
2017-11-12,385151
2017-11-13,366973
2017-11-14,352964
2017-11-15,351148
2017-11-16,343889
2017-11-17,341257
2017-11-18,338073
2017-11-19,343951
2017-11-20,341000
2017-11-21,343094
2017-11-22,340539
2017-11-23,334703
2017-11-24,318361
2017-11-25,303982
2017-11-26,288916
2017-11-27,276184
2017-11-28,275251
2017-11-29,267730
2017-11-30,268433
2017-12-01,264626
2017-12-02,266667
2017-12-03,275934
2017-12-04,269530
2017-12-05,266767
2017-12-06,265938
2017-12-07,257193
2017-12-08,245214
2017-12-09,242040
2017-12-10,246503
2017-12-11,257707
