date_obj,Saradomin%20d'hide%20body price
2017-12-12,268843
2017-12-13,274618
2017-12-14,282690
2017-12-15,287301
2017-12-16,297535
2017-12-17,312412
2017-12-18,324702
2017-12-19,327561
2017-12-20,334520
2017-12-21,332179
2017-12-22,325336
2017-12-23,322576
2017-12-24,332035
2017-12-25,339147
2017-12-26,350144
2017-12-27,344700
2017-12-28,348506
2017-12-29,357623
2017-12-30,361838
2017-12-31,370808
2018-01-01,378895
2018-01-02,385066
2018-01-03,382438
2018-01-04,378357
2018-01-05,367385
2018-01-06,376105
2018-01-07,373936
2018-01-08,376306
2018-01-09,385357
2018-01-10,387491
2018-01-11,369049
2018-01-12,365035
2018-01-13,374950
2018-01-14,366499
2018-01-15,353108
2018-01-16,346804
2018-01-17,345546
2018-01-18,334590
2018-01-19,324337
2018-01-20,321866
2018-01-21,320475
2018-01-22,313669
2018-01-23,304913
2018-01-24,302476
2018-01-25,293566
2018-01-26,296131
2018-01-27,293155
2018-01-28,297705
2018-01-29,293299
2018-01-30,293520
2018-02-01,291580
2018-02-02,295154
2018-02-03,299185
2018-02-04,303768
2018-02-05,310158
2018-02-06,318355
2018-02-07,318780
2018-02-08,317709
2018-02-09,313925
2018-02-10,319032
2018-02-11,312331
2018-02-12,311404
2018-02-13,304098
2018-02-14,300062
2018-02-15,295160
2018-02-16,291078
2018-02-17,290523
2018-02-18,293956
2018-02-19,292644
2018-02-20,288977
2018-02-21,291832
2018-02-22,297523
2018-02-23,302552
2018-02-24,306999
2018-02-25,306506
2018-02-26,308458
2018-02-27,310502
2018-02-28,314984
2018-03-01,316718
2018-03-02,323394
2018-03-03,324895
2018-03-04,326252
2018-03-05,324944
2018-03-06,314646
2018-03-07,302964
2018-03-08,300881
2018-03-09,302891
2018-03-10,307787
2018-03-11,307863
2018-03-12,308655
2018-03-13,309870
2018-03-14,311938
2018-03-15,309357
2018-03-16,306891
2018-03-17,308557
2018-03-18,311627
2018-03-19,312663
2018-03-20,312510
2018-03-21,313661
2018-03-23,314216
2018-03-24,311542
2018-03-26,313860
2018-03-27,307895
2018-03-28,299663
2018-03-29,298360
2018-03-30,309317
2018-03-31,318273
2018-04-01,320372
2018-04-02,320371
2018-04-03,316818
2018-04-04,318895
2018-04-05,321796
2018-04-06,321899
2018-04-08,323198
2018-04-09,324865
2018-04-10,325797
2018-04-11,330115
2018-04-12,330525
2018-04-13,328396
2018-04-14,326852
2018-04-15,331991
2018-04-16,338304
2018-04-17,348322
2018-04-18,360205
2018-04-19,369936
2018-04-20,383778
2018-04-21,387460
2018-04-22,385377
2018-04-23,389397
2018-04-24,390664
2018-04-25,395866
2018-04-26,397362
2018-04-27,399872
2018-04-28,399585
2018-04-29,402628
2018-04-30,406600
2018-05-01,423804
2018-05-02,431118
2018-05-03,433997
2018-05-04,434477
2018-05-05,442654
2018-05-06,448005
2018-05-07,443493
2018-05-08,430415
2018-05-09,415870
2018-05-10,401812
2018-05-11,397106
2018-05-12,393197
2018-05-13,383664
2018-05-14,389684
2018-05-15,386220
2018-05-16,383336
2018-05-17,385048
2018-05-18,387980
2018-05-19,403121
2018-05-20,410608
2018-05-21,411856
2018-05-22,411227
2018-05-23,406218
2018-05-24,412490
2018-05-25,407449
2018-05-26,402858
2018-05-27,401670
2018-05-28,405693
2018-05-29,404461
2018-05-30,406194
2018-05-31,411580
2018-06-01,412752
2018-06-02,410923
2018-06-03,409551
2018-06-04,408801
2018-06-05,416149
2018-06-06,423155
2018-06-07,407480
2018-06-08,389397
2018-06-09,378757
2018-06-10,374164
2018-06-11,362592
2018-06-12,349950
2018-06-13,355298
2018-06-14,368560
2018-06-15,362955
2018-06-16,352562
2018-06-17,354514
2018-06-18,347418
2018-06-19,352500
2018-06-20,358305
2018-06-21,361680
2018-06-22,365706
2018-06-23,363862
2018-06-24,369458
2018-06-25,367453
2018-06-26,368099
2018-06-27,374197
2018-06-28,388890
2018-06-29,399481
2018-06-30,413639
2018-07-01,423147
2018-07-02,418694
2018-07-03,410604
2018-07-04,410366
2018-07-05,410247
2018-07-06,408788
2018-07-07,415600
2018-07-08,431908
2018-07-09,440522
2018-07-10,440801
2018-07-11,440383
2018-07-12,437728
2018-07-13,426557
2018-07-14,423028
2018-07-15,427883
2018-07-16,420968
2018-07-17,423331
2018-07-18,422353
2018-07-19,415984
2018-07-20,419063
2018-07-21,425399
2018-07-22,434402
2018-07-23,437115
2018-07-24,429699
2018-07-25,424985
2018-07-26,432132
2018-07-27,427330
2018-07-28,415303
2018-07-29,402507
2018-07-30,394597
2018-07-31,391372
2018-08-01,379427
2018-08-02,385085
2018-08-03,389313
2018-08-04,399878
2018-08-05,414644
2018-08-06,420445
2018-08-07,426362
2018-08-08,423265
2018-08-09,425435
2018-08-10,418632
2018-08-11,424345
2018-08-12,428642
2018-08-14,429333
2018-08-16,422672
2018-08-17,409873
2018-08-18,408947
2018-08-19,403614
2018-08-20,392520
2018-08-21,382740
2018-08-22,369755
2018-08-23,364571
2018-08-24,357809
2018-08-25,354288
2018-08-26,359936
2018-08-27,362427
2018-08-28,364572
2018-08-29,368804
2018-08-30,365127
2018-08-31,366553
2018-09-01,377776
2018-09-02,391230
2018-09-03,395564
2018-09-04,394559
2018-09-05,393843
2018-09-06,398121
2018-09-07,403280
2018-09-08,409360
2018-09-09,409235
2018-09-10,408153
2018-09-11,407229
2018-09-12,405474
2018-09-13,394847
2018-09-14,379650
2018-09-15,387496
2018-09-16,392994
2018-09-17,386200
2018-09-18,382318
2018-09-19,386767
2018-09-20,384410
2018-09-21,381926
2018-09-22,388599
2018-09-23,394358
2018-09-24,395727
2018-09-25,390319
2018-09-26,397174
2018-09-27,399128
2018-09-28,389780
2018-09-29,388426
2018-09-30,390061
2018-10-02,388281
2018-10-03,379943
2018-10-04,379234
2018-10-05,378363
2018-10-06,378214
2018-10-07,382867
2018-10-08,387535
2018-10-09,387642
2018-10-10,386853
2018-10-11,385599
2018-10-12,371983
2018-10-13,378944
2018-10-14,381729
2018-10-15,383785
2018-10-16,382845
2018-10-17,376153
2018-10-18,372166
2018-10-19,374211
2018-10-20,374220
2018-10-21,380420
2018-10-22,388018
2018-10-23,391016
2018-10-24,386557
2018-10-25,382023
2018-10-26,389506
2018-10-27,387669
2018-10-28,393969
2018-10-29,397459
2018-10-30,393042
2018-10-31,385707
2018-11-01,387034
2018-11-03,400540
2018-11-04,405299
2018-11-05,406764
2018-11-06,414305
2018-11-07,430809
2018-11-08,419045
2018-11-09,410023
2018-11-10,412906
2018-11-11,431213
2018-11-12,431129
2018-11-13,440782
2018-11-14,440140
2018-11-15,442470
2018-11-16,439222
2018-11-17,431384
2018-11-18,433185
2018-11-19,447522
2018-11-20,449829
2018-11-21,458566
2018-11-22,471347
2018-11-23,480928
2018-11-24,482559
2018-11-25,482947
2018-11-26,479113
2018-11-27,480689
2018-11-28,486062
2018-11-29,480573
2018-12-01,489240
2018-12-02,499046
2018-12-03,512475
2018-12-04,529795
2018-12-05,526916
2018-12-07,522076
2018-12-09,514063
2018-12-10,509636
2018-12-11,509485
2018-12-12,509176
2018-12-13,498958
2018-12-14,486531
2018-12-15,484267
2018-12-16,489278
2018-12-17,494819
2018-12-18,491686
2018-12-19,493102
2018-12-20,505260
2018-12-21,513741
2018-12-22,504285
2018-12-23,498028
2018-12-24,514207
2018-12-25,515523
2018-12-26,518303
2018-12-27,531851
2018-12-28,551109
2018-12-29,558736
2018-12-30,570897
2018-12-31,557360
2019-01-01,553901
2019-01-02,543284
2019-01-03,540584
2019-01-04,554892
2019-01-05,549928
2019-01-06,555370
2019-01-08,561268
2019-01-10,553207
2019-01-11,565360
2019-01-12,585772
2019-01-13,599956
2019-01-14,628173
2019-01-15,650455
2019-01-16,653652
2019-01-17,681589
2019-01-18,674893
2019-01-19,668104
2019-01-20,683363
2019-01-21,659668
2019-01-22,646081
2019-01-23,641559
2019-01-24,628303
2019-01-25,624751
2019-01-26,617470
2019-01-27,612300
2019-01-28,607809
2019-01-29,599589
2019-01-30,594305
2019-01-31,586120
2019-02-01,581545
2019-02-02,577521
2019-02-03,581505
2019-02-04,584592
2019-02-05,584810
2019-02-06,579291
2019-02-07,578818
2019-02-08,576212
2019-02-09,578786
2019-02-10,585521
2019-02-11,587956
2019-02-12,579936
2019-02-13,575936
2019-02-14,565983
2019-02-15,561528
2019-02-16,580248
2019-02-17,582626
2019-02-18,569176
2019-02-19,558729
2019-02-20,555205
2019-02-21,548654
2019-02-22,540859
2019-02-23,533386
2019-02-24,538306
2019-02-25,541572
2019-02-26,537625
2019-02-27,530732
2019-02-28,534613
2019-03-01,535120
2019-03-02,535962
2019-03-03,540934
2019-03-04,537705
2019-03-05,541587
2019-03-06,547085
2019-03-07,552050
2019-03-08,548269
2019-03-09,556791
2019-03-10,569038
2019-03-11,571002
2019-03-12,572192
2019-03-13,559846
2019-03-14,548146
2019-03-15,557469
2019-03-16,551826
2019-03-17,564062
2019-03-18,546867
2019-03-19,550536
2019-03-20,563449
2019-03-21,587255
2019-03-22,575948
2019-03-23,578101
2019-03-24,589280
2019-03-25,604488
2019-03-26,612455
2019-03-27,617551
2019-03-28,605177
2019-03-29,600588
2019-03-30,609318
2019-03-31,628347
2019-04-01,625904
2019-04-02,642081
