date_obj,Mort'ton%20teleport price
2019-04-09,6516
2019-04-10,6708
2019-04-11,6926
2019-04-12,6811
2019-04-13,6666
2019-04-14,6490
2019-04-15,6340
2019-04-16,6281
2019-04-17,6183
2019-04-18,6026
2019-04-19,6104
2019-04-20,6198
2019-04-21,6437
2019-04-22,6759
2019-04-23,7097
2019-04-24,7181
2019-04-25,6989
2019-04-26,6661
2019-04-27,6429
2019-04-28,6244
2019-04-29,5981
2019-04-30,5785
2019-05-01,5709
2019-05-02,5823
2019-05-03,6109
2019-05-04,6309
2019-05-05,6564
2019-05-06,6874
2019-05-07,7086
2019-05-08,6882
2019-05-09,6673
2019-05-10,6586
2019-05-11,6372
2019-05-12,6544
2019-05-13,6716
2019-05-14,6828
2019-05-15,7121
2019-05-16,7394
2019-05-17,7763
2019-05-18,8057
2019-05-19,7981
2019-05-20,7847
2019-05-21,7560
2019-05-22,7358
2019-05-23,7304
2019-05-24,7188
2019-05-25,7289
2019-05-26,7598
2019-05-27,7622
2019-05-28,7594
2019-05-29,7556
2019-05-30,7568
2019-05-31,7438
2019-06-01,7411
2019-06-02,7236
2019-06-03,7143
2019-06-04,7214
2019-06-05,7179
2019-06-06,7213
2019-06-07,7257
2019-06-08,7315
2019-06-09,7584
2019-06-10,7705
2019-06-11,7603
2019-06-12,7619
2019-06-13,7636
2019-06-14,7628
2019-06-15,7571
2019-06-16,7485
2019-06-17,7602
2019-06-18,7595
2019-06-19,7348
2019-06-20,7175
2019-06-21,6928
2019-06-22,6965
2019-06-23,6965
2019-06-24,7189
2019-06-25,7272
2019-06-26,7288
2019-06-27,7487
2019-06-28,7765
2019-06-29,8092
2019-06-30,8460
2019-07-01,8828
2019-07-02,9237
2019-07-03,9290
2019-07-04,9133
2019-07-05,9159
2019-07-06,9296
2019-07-07,9207
2019-07-08,9016
2019-07-09,8965
2019-07-10,8738
2019-07-11,8729
2019-07-12,8726
2019-07-13,8534
2019-07-14,8716
2019-07-15,8882
2019-07-16,8873
2019-07-17,9141
2019-07-18,9506
2019-07-19,9621
2019-07-20,9543
2019-07-21,9461
2019-07-22,9377
2019-07-23,9429
2019-07-24,9532
2019-07-25,9565
2019-07-26,9576
2019-07-27,9644
2019-07-28,9444
2019-07-29,9170
2019-07-30,9014
2019-07-31,8997
2019-08-01,8920
2019-08-02,8836
2019-08-03,8597
2019-08-04,8662
2019-08-05,8914
2019-08-06,8944
2019-08-07,8836
2019-08-08,8768
2019-08-09,8516
2019-08-10,8210
2019-08-11,8069
2019-08-12,8184
2019-08-13,8430
2019-08-14,8418
2019-08-15,8303
2019-08-16,8246
2019-08-17,8231
2019-08-18,8417
2019-08-19,8732
2019-08-20,8496
2019-08-21,8433
2019-08-22,8462
2019-08-23,8418
2019-08-24,8417
2019-08-24,8417
2019-08-25,8713
2019-08-25,8713
2019-08-26,8890
2019-08-26,8890
2019-08-27,8675
2019-08-27,8675
2019-08-28,8734
2019-08-29,8859
2019-08-30,8788
2019-08-31,8922
2019-09-01,8787
2019-09-02,8722
2019-09-03,8649
2019-09-04,8614
2019-09-05,8553
2019-09-06,8564
2019-09-07,8491
2019-09-08,8367
2019-09-09,8315
2019-09-10,8316
2019-09-11,8281
2019-09-12,8026
2019-09-13,7749
2019-09-14,7631
2019-09-15,7373
2019-09-16,7351
2019-09-17,7354
2019-09-18,7196
2019-09-19,7094
2019-09-20,7110
2019-09-21,7353
2019-09-22,7720
2019-09-23,8106
2019-09-24,8505
2019-09-25,8816
2019-09-26,9061
2019-09-27,9030
2019-09-28,8916
2019-09-29,8874
2019-09-30,8612
2019-10-01,8313
2019-10-02,8204
2019-10-03,8410
2019-10-04,8488
2019-10-05,8550
2019-10-06,8978
2019-10-07,9427
2019-10-08,9666
2019-10-09,9688
2019-10-10,9678
2019-10-11,10159
2019-10-12,10644
2019-10-13,11168
2019-10-14,11270
2019-10-15,10880
2019-10-16,10905
2019-10-17,10786
2019-10-18,10782
2019-10-19,10935
2019-10-20,10808
2019-10-21,10600
2019-10-22,10316
2019-10-23,9981
2019-10-24,10024
2019-10-25,10012
2019-10-26,9944
2019-10-27,9805
2019-10-28,9575
2019-10-29,9599
2019-10-30,9705
2019-10-31,9655
2019-11-01,9571
2019-11-02,9574
2019-11-03,9467
2019-11-04,9134
2019-11-05,8892
2019-11-06,8726
2019-11-07,8417
2019-11-08,8204
2019-11-09,8379
2019-11-10,8780
2019-11-11,9085
2019-11-12,9409
2019-11-13,9526
2019-11-14,9709
2019-11-15,9825
2019-11-16,9761
2019-11-17,9597
2019-11-18,9690
2019-11-19,9605
2019-11-20,9877
2019-11-21,10234
2019-11-22,9754
2019-11-23,9835
2019-11-24,10055
2019-11-25,10011
2019-11-26,9874
2019-11-27,9815
2019-11-28,9683
2019-11-29,9642
2019-11-30,9602
2019-12-01,9688
2019-12-02,9875
2019-12-03,9972
2019-12-04,10460
2019-12-05,10983
2019-12-06,11446
2019-12-07,11242
2019-12-08,10741
2019-12-09,10780
2019-12-10,11269
2019-12-11,11538
2019-12-12,12115
2019-12-13,12462
2019-12-14,12244
2019-12-15,11943
2019-12-16,12167
2019-12-17,12675
2019-12-18,13309
2019-12-19,13975
2019-12-20,14442
2019-12-21,14530
2019-12-22,13946
2019-12-23,13678
2019-12-24,13484
2019-12-25,13422
2019-12-26,13171
2019-12-27,12625
2019-12-28,12302
2019-12-29,12328
2019-12-30,12224
2019-12-31,12080
2020-01-01,12194
2020-01-02,12652
2020-01-03,13167
2020-01-04,13403
2020-01-05,13458
2020-01-06,12829
2020-01-07,12524
2020-01-08,13033
2020-01-09,13436
2020-01-10,13361
2020-01-11,13253
2020-01-12,13522
2020-01-13,13900
2020-01-14,13975
2020-01-15,13653
2020-01-16,13113
2020-01-17,13004
2020-01-18,12456
2020-01-19,12253
2020-01-20,11980
2020-01-21,12062
2020-01-22,12008
2020-01-23,11890
2020-01-24,11644
2020-01-25,11650
2020-01-26,11969
2020-01-27,12568
2020-01-28,13136
2020-01-29,12842
2020-01-30,13066
2020-01-31,13379
2020-02-01,13494
2020-02-02,14096
2020-02-03,14606
2020-02-04,15330
2020-02-05,16051
2020-02-06,15759
2020-02-07,14971
2020-02-08,14222
2020-02-09,13510
2020-02-10,12834
2020-02-11,12228
2020-02-12,12072
2020-02-13,12016
2020-02-14,11906
2020-02-15,11633
2020-02-16,11147
2020-02-17,10869
2020-02-18,10807
2020-02-19,11070
2020-02-20,11280
2020-02-21,11219
2020-02-22,11654
2020-02-23,11791
2020-02-24,11519
2020-02-25,11557
2020-02-26,11707
2020-02-27,12085
2020-02-28,12156
2020-02-29,12003
2020-03-01,11923
2020-03-02,12234
2020-03-03,12073
2020-03-04,11820
2020-03-05,12017
2020-03-06,11965
2020-03-07,11840
2020-03-08,11787
2020-03-09,11731
2020-03-10,12175
2020-03-11,11930
2020-03-12,11756
2020-03-13,11794
2020-03-14,11624
2020-03-15,11585
2020-03-16,11634
2020-03-17,12164
2020-03-18,12451
2020-03-19,12657
2020-03-20,12965
2020-03-21,13039
2020-03-22,12966
2020-03-23,12672
2020-03-24,12765
2020-03-25,13166
2020-03-26,13346
2020-03-27,13232
2020-03-28,13145
2020-03-29,13000
2020-03-30,12941
2020-03-31,12852
2020-04-01,12560
2020-04-02,12445
2020-04-03,12396
2020-04-04,12404
2020-04-05,12991
2020-04-06,13538
2020-04-07,13508
2020-04-08,13107
2020-04-09,12556
2020-04-10,12418
2020-04-11,12292
2020-04-12,12816
2020-04-13,13230
2020-04-14,13276
2020-04-15,13438
2020-04-16,13396
2020-04-17,13319
2020-04-18,13885
2020-04-19,14323
2020-04-20,14663
2020-04-21,14538
2020-04-22,14356
2020-04-23,14015
2020-04-24,13666
2020-04-25,13288
2020-04-26,12877
2020-04-27,13134
2020-04-28,12967
2020-04-29,12822
2020-04-30,12742
2020-05-01,12715
2020-05-02,13135
2020-05-03,12742
2020-05-04,12330
2020-05-05,12385
2020-05-06,12733
2020-05-07,13369
2020-05-08,13840
2020-05-09,14296
2020-05-10,14904
2020-05-11,14939
2020-05-12,14651
2020-05-13,14753
