date_obj,Black%20d'hide%20body%20(g) price
2019-03-22,32155
2019-03-23,31825
2019-03-24,31577
2019-03-25,31577
2019-03-26,31853
2019-03-27,31853
2019-03-28,31733
2019-03-29,31548
2019-03-30,31548
2019-03-31,31168
2019-04-01,30744
2019-04-02,30050
2019-04-03,29250
2019-04-04,29107
2019-04-05,28686
2019-04-06,28686
2019-04-07,28034
2019-04-08,27794
2019-04-09,27756
2019-04-10,27273
2019-04-11,26528
2019-04-12,26155
2019-04-13,26002
2019-04-14,25846
2019-04-15,26044
2019-04-16,25495
2019-04-17,25557
2019-04-18,25742
2019-04-19,26027
2019-04-20,25997
2019-04-21,25999
2019-04-22,25661
2019-04-23,25315
2019-04-24,25529
2019-04-25,24842
2019-04-26,25028
2019-04-27,25707
2019-04-28,26402
2019-04-29,26567
2019-04-30,26826
2019-05-01,27687
2019-05-02,27574
2019-05-03,28046
2019-05-04,28318
2019-05-05,29035
2019-05-06,30168
2019-05-07,31184
2019-05-08,31124
2019-05-09,32186
2019-05-10,32614
2019-05-11,34027
2019-05-12,35008
2019-05-13,35351
2019-05-14,35824
2019-05-15,35824
2019-05-16,36368
2019-05-17,36368
2019-05-18,36573
2019-05-19,37051
2019-05-20,37346
2019-05-21,37170
2019-05-22,36533
2019-05-23,36827
2019-05-24,37015
2019-05-25,35718
2019-05-26,35197
2019-05-27,34382
2019-05-28,33643
2019-05-29,32332
2019-05-30,32551
2019-05-31,32480
2019-06-01,32461
2019-06-02,32570
2019-06-03,32554
2019-06-04,32948
2019-06-05,33971
2019-06-06,34299
2019-06-07,33888
2019-06-08,33971
2019-06-09,34101
2019-06-10,34101
2019-06-11,34000
2019-06-12,33901
2019-06-13,35064
2019-06-14,34763
2019-06-15,34871
2019-06-16,35077
2019-06-17,35349
2019-06-18,35848
2019-06-19,36244
2019-06-20,36282
2019-06-21,36358
2019-06-22,36780
2019-06-23,36912
2019-06-24,36458
2019-06-25,35703
2019-06-26,34912
2019-06-27,34572
2019-06-28,34572
2019-06-29,33842
2019-06-30,34127
2019-07-01,34127
2019-07-02,34323
2019-07-03,34311
2019-07-04,34780
2019-07-05,34583
2019-07-06,34693
2019-07-07,35036
2019-07-08,35099
2019-07-09,34601
2019-07-10,33889
2019-07-11,33487
2019-07-12,32402
2019-07-13,32402
2019-07-14,31337
2019-07-15,31337
2019-07-16,31700
2019-07-17,32254
2019-07-18,32833
2019-07-19,32594
2019-07-20,32850
2019-07-21,33245
2019-07-22,34476
2019-07-23,34669
2019-07-24,32993
2019-07-25,32867
2019-07-26,32662
2019-07-27,32255
2019-07-28,31681
2019-07-29,31240
2019-07-30,30524
2019-07-31,30653
2019-08-01,31698
2019-08-02,30651
2019-08-03,31181
2019-08-04,31627
2019-08-05,31452
2019-08-06,30862
2019-08-07,30198
2019-08-08,30198
2019-08-09,29798
2019-08-10,28960
2019-08-11,29614
2019-08-12,29539
2019-08-13,28492
2019-08-14,27365
2019-08-15,26668
2019-08-16,25681
2019-08-17,25681
2019-08-18,25442
2019-08-19,26359
2019-08-20,26359
2019-08-21,25715
2019-08-22,26498
2019-08-23,27020
2019-08-24,28132
2019-08-24,28132
2019-08-25,28132
2019-08-25,28132
2019-08-26,29020
2019-08-27,30310
2019-08-27,30310
2019-08-28,31415
2019-08-29,31473
2019-08-30,31332
2019-08-31,31332
2019-09-01,30045
2019-09-02,30045
2019-09-03,28985
2019-09-04,27868
2019-09-05,26629
2019-09-06,26629
2019-09-07,25644
2019-09-08,25343
2019-09-09,26120
2019-09-10,26120
2019-09-11,26829
2019-09-12,27708
2019-09-13,28199
2019-09-14,28226
2019-09-15,28146
2019-09-16,28315
2019-09-17,28468
2019-09-18,28383
2019-09-19,29335
2019-09-20,29335
2019-09-21,29178
2019-09-22,29658
2019-09-23,29249
2019-09-24,29249
2019-09-25,29201
2019-09-26,28961
2019-09-27,28961
2019-09-28,28746
2019-09-29,28746
2019-09-30,29162
2019-10-01,29644
2019-10-02,29644
2019-10-03,29667
2019-10-04,29684
2019-10-05,29259
2019-10-06,29043
2019-10-07,29043
2019-10-08,28910
2019-10-09,28910
2019-10-10,28588
2019-10-11,28682
2019-10-12,28596
2019-10-13,28462
2019-10-14,28052
2019-10-15,28052
2019-10-16,27727
2019-10-17,27727
2019-10-18,27152
2019-10-19,26506
2019-10-20,26351
2019-10-21,26831
2019-10-22,26810
2019-10-23,27143
2019-10-24,25786
2019-10-25,25811
2019-10-26,26220
2019-10-27,25464
2019-10-28,26340
2019-10-29,26340
2019-10-30,26429
2019-10-31,25852
2019-11-01,26686
2019-11-02,26736
2019-11-03,26513
2019-11-04,26442
2019-11-05,26442
2019-11-06,26269
2019-11-07,27039
2019-11-08,27463
2019-11-09,27285
2019-11-10,27530
2019-11-11,27312
2019-11-12,26866
2019-11-13,25977
2019-11-14,26392
2019-11-15,26912
2019-11-16,26950
2019-11-17,26950
2019-11-18,26732
2019-11-19,25715
2019-11-20,25639
2019-11-21,25639
2019-11-22,25186
2019-11-23,25030
2019-11-24,25319
2019-11-25,26033
2019-11-26,26255
2019-11-27,26255
2019-11-28,26440
2019-11-29,26440
2019-11-30,26972
2019-12-01,26225
2019-12-02,25430
2019-12-03,24982
2019-12-04,23962
2019-12-05,23962
2019-12-06,23237
2019-12-07,22500
2019-12-08,22013
2019-12-09,21547
2019-12-10,21096
2019-12-11,20919
2019-12-12,20919
2019-12-13,20684
2019-12-14,20196
2019-12-15,20459
2019-12-16,20092
2019-12-17,19825
2019-12-18,19891
2019-12-19,19946
2019-12-20,19670
2019-12-21,19193
2019-12-22,18886
2019-12-23,19478
2019-12-24,19960
2019-12-25,20057
2019-12-26,19451
2019-12-27,19378
2019-12-28,19261
2019-12-29,19549
2019-12-30,19897
2019-12-31,20381
2020-01-01,20800
2020-01-02,21141
2020-01-03,21878
2020-01-04,22253
2020-01-05,21620
2020-01-06,20813
2020-01-07,20651
2020-01-08,20651
2020-01-09,21684
2020-01-10,22757
2020-01-11,23895
2020-01-12,25045
2020-01-13,25045
2020-01-14,25742
2020-01-15,26675
2020-01-16,27080
2020-01-17,26655
2020-01-18,25543
2020-01-19,24896
2020-01-20,24826
2020-01-21,24826
2020-01-22,25017
2020-01-23,25223
2020-01-24,25326
2020-01-25,26050
2020-01-26,25449
2020-01-27,25173
2020-01-28,24755
2020-01-29,25130
2020-01-30,25240
2020-01-31,24874
2020-02-01,24991
2020-02-02,24956
2020-02-03,25172
2020-02-04,25235
2020-02-05,25248
2020-02-06,25602
2020-02-07,25242
2020-02-08,25357
2020-02-09,24759
2020-02-10,24667
2020-02-11,24473
2020-02-12,25012
2020-02-13,25012
2020-02-14,25551
2020-02-15,26024
2020-02-16,26194
2020-02-17,26222
2020-02-18,25757
2020-02-19,25768
2020-02-20,25578
2020-02-21,25578
2020-02-22,25682
2020-02-23,26375
2020-02-24,26883
2020-02-25,27200
2020-02-26,26315
2020-02-27,26182
2020-02-28,26889
2020-02-29,26889
2020-03-01,27200
2020-03-02,27207
2020-03-03,27363
2020-03-04,27497
2020-03-05,27715
2020-03-06,27916
2020-03-07,28749
2020-03-08,28746
2020-03-09,29012
2020-03-10,30022
2020-03-11,30154
2020-03-12,31117
2020-03-13,31982
2020-03-14,32352
2020-03-15,32074
2020-03-16,32102
2020-03-17,31705
2020-03-18,31578
2020-03-19,31738
2020-03-20,32300
2020-03-21,33412
2020-03-22,34746
2020-03-23,35107
2020-03-24,35827
2020-03-25,37619
2020-03-26,38973
2020-03-27,40224
2020-03-28,41994
2020-03-29,42370
2020-03-30,41973
2020-03-31,42272
2020-04-01,43376
2020-04-02,43827
2020-04-03,43827
2020-04-04,45181
2020-04-05,45666
2020-04-06,45410
2020-04-07,44696
2020-04-08,43100
2020-04-09,42055
2020-04-10,42066
2020-04-11,40245
2020-04-12,39504
2020-04-13,38927
2020-04-14,38707
2020-04-15,39552
2020-04-16,39395
2020-04-17,38858
2020-04-18,38848
2020-04-19,38326
2020-04-20,38271
2020-04-21,37979
2020-04-22,37128
2020-04-23,36562
2020-04-24,35258
2020-04-25,34184
2020-04-26,33481
2020-04-27,32639
2020-04-28,31864
2020-04-29,31544
2020-04-30,32191
2020-05-01,32618
2020-05-02,33308
2020-05-03,32602
2020-05-04,31612
2020-05-05,31472
2020-05-06,30735
2020-05-07,30480
2020-05-08,30544
2020-05-09,30404
2020-05-10,30185
2020-05-11,29960
2020-05-12,29882
2020-05-13,29828
