date_obj,Team%20cape%20i price
2016-07-07,7840946
2016-07-08,7840946
2016-07-09,7840946
2016-07-10,7840946
2016-07-11,7448898
2016-07-12,7448898
2016-07-13,7448898
2016-07-14,7448898
2016-07-15,7448898
2016-07-16,7079574
2016-07-17,7079574
2016-07-18,7079574
2016-07-24,6729333
2016-07-25,6729333
2016-07-26,6729333
2016-07-27,6392866
2016-07-28,6392866
2016-07-29,6392866
2016-07-30,6392866
2016-07-31,6392866
2016-08-01,6074927
2016-08-02,6074927
2016-08-03,6074927
2016-08-04,6074927
2016-08-05,6074927
2016-08-06,6074927
2016-08-07,5771180
2016-08-08,5771180
2016-08-09,5771180
2016-08-10,5771180
2016-08-11,5771180
2016-08-12,5771180
2016-08-13,5484620
2016-08-14,5484620
2016-08-15,5484620
2016-08-16,5484620
2016-08-17,5484620
2016-08-18,5484620
2016-08-19,5484620
2016-08-20,5210389
2016-08-21,5210389
2016-08-22,5210389
2016-08-23,5210389
2016-08-24,5210389
2016-08-25,4952608
2016-08-26,4952608
2016-08-28,4952608
2016-08-31,4952608
2016-09-01,4704977
2016-09-02,4704977
2016-09-03,4704977
2016-09-04,4704977
2016-09-05,4704977
2016-09-06,4704977
2016-09-07,4472433
2016-09-08,4472433
2016-09-09,4472433
2016-09-10,4472433
2016-09-11,4472433
2016-09-12,4472433
2016-09-13,4248811
2016-09-14,4248811
2016-09-15,4248811
2016-09-16,4248811
2016-09-17,4248811
2016-09-18,4248811
2016-09-19,4036370
2016-09-20,4036370
2016-09-21,4036370
2016-09-22,4036370
2016-09-23,4036370
2016-09-24,4036370
2016-09-25,3834551
2016-09-26,3834551
2016-09-27,3834551
2016-09-28,3834551
2016-09-29,3834551
2016-09-30,3644404
2016-10-01,3644404
2016-10-02,3644404
2016-10-03,3644404
2016-10-04,3644404
2016-10-05,3644404
2016-10-06,3644404
2016-10-07,3462183
2016-10-08,3462183
2016-10-09,3462183
2016-10-10,3462183
2016-10-11,3462183
2016-10-12,3462183
2016-10-13,3289831
2016-10-14,3289831
2016-10-15,3289831
2016-10-16,3289831
2016-10-17,3289831
2016-10-18,3289831
2016-10-19,3289831
2016-10-20,3127243
2016-10-21,3127243
2016-10-22,3127243
2016-10-23,3127243
2016-10-24,3127243
2016-10-25,3127243
2016-10-26,2970880
2016-10-27,2970880
2016-10-28,2970880
2016-10-29,2970880
2016-10-30,2970880
2016-10-31,2823214
2016-11-01,2823214
2016-11-02,2823214
2016-11-03,2823214
2016-11-04,2823214
2016-11-05,2823214
2016-11-06,2682053
2016-11-07,2682053
2016-11-08,2682053
2016-11-09,2682053
2016-11-10,2682053
2016-11-11,2548993
2016-11-12,2548993
2016-11-13,2548993
2016-11-14,2548993
2016-12-08,1973597
2016-12-09,1973597
2016-12-10,1973597
2016-12-11,1874917
2016-12-12,1874917
2016-12-13,1874917
2016-12-14,1874917
2016-12-15,1874917
2016-12-16,1874917
2016-12-17,1781171
2016-12-18,1781171
2016-12-19,1781171
2016-12-20,1781171
2016-12-21,1781171
2016-12-22,1693985
2016-12-23,1693985
2016-12-24,1693985
2016-12-25,1693985
2016-12-26,1610322
2016-12-27,1610322
2016-12-28,1610322
2016-12-29,1610322
2016-12-30,1610322
2016-12-31,1545589
2017-01-01,1545589
2017-01-02,1545589
2017-01-03,1545589
2017-01-04,1472948
2017-01-05,1472948
2017-01-06,1472948
2017-01-07,1472948
2017-01-08,1411314
2017-01-09,1411314
2017-01-10,1411314
2017-01-11,1411314
2017-01-12,1340748
2017-01-13,1340748
2017-01-14,1340748
2017-01-15,1340748
2017-01-16,1321717
2017-01-17,1321717
2017-01-18,1321717
2017-01-19,1362708
2017-01-20,1362708
2017-01-21,1362708
2017-01-22,1410001
2017-01-27,1462157
2017-01-28,1482688
2017-01-29,1482688
2017-01-30,1482688
2017-01-31,1482688
2017-02-01,1458307
2017-02-02,1458307
2017-02-03,1458307
2017-02-04,1458307
2017-02-05,1518335
2017-02-06,1518335
2017-02-07,1518335
2017-02-08,1518335
2017-02-09,1563323
2017-02-10,1563323
2017-02-11,1563323
2017-02-12,1600652
2017-02-13,1600652
2017-02-14,1600652
2017-02-15,1600652
2017-02-16,1584767
2017-02-18,1584767
2017-02-19,1584767
2017-02-20,1549485
2017-02-21,1549485
2017-02-22,1549485
2017-02-23,1549485
2017-02-24,1549485
2017-02-25,1541507
2017-02-26,1541507
2017-02-27,1541507
2017-02-28,1475081
2017-03-01,1475081
2017-03-02,1475081
2017-03-03,1475081
2017-03-04,1427525
2017-03-05,1427525
2017-03-06,1427525
2017-03-07,1410646
2017-03-08,1410646
2017-03-09,1410646
2017-03-10,1410646
2017-03-11,1386822
2017-03-12,1386822
2017-03-13,1386822
2017-03-14,1403816
2017-03-15,1403816
2017-03-16,1403816
2017-03-17,1466846
2017-03-18,1466846
2017-03-19,1466846
2017-03-20,1530845
2017-03-21,1530845
2017-03-22,1530845
2017-03-23,1530845
2017-03-24,1549050
2017-03-25,1549050
2017-03-26,1549050
2017-03-27,1549050
2017-03-28,1536400
2017-03-29,1536400
2017-03-30,1536400
2017-03-31,1540466
2017-04-01,1540466
2017-04-02,1540466
2017-04-03,1540466
2017-04-04,1511450
2017-04-12,1498297
2017-04-13,1498297
2017-04-14,1498297
2017-04-15,1482587
2017-04-16,1482587
2017-04-17,1482587
2017-04-18,1455236
2017-04-19,1455236
2017-04-20,1455236
2017-04-21,1455236
2017-04-22,1455236
2017-04-23,1411869
2017-04-24,1411869
2017-04-25,1411869
2017-04-26,1411869
2017-04-27,1393245
2017-04-28,1393245
2017-04-29,1393245
2017-04-30,1390629
2017-05-01,1390629
2017-05-02,1390629
2017-05-03,1390629
2017-05-04,1393684
2017-05-05,1393684
2017-05-06,1393684
2017-05-07,1393684
2017-05-08,1415544
2017-05-09,1415544
2017-05-10,1415544
2017-05-11,1415544
2017-05-12,1437306
2017-05-13,1437306
2017-05-14,1437306
2017-05-15,1437306
2017-05-16,1442016
2017-05-17,1442016
2017-05-18,1442016
2017-05-19,1442016
2017-05-20,1391964
2017-05-21,1391964
2017-05-22,1391964
2017-05-23,1391964
2017-05-24,1371682
2017-05-25,1371682
2017-05-26,1371682
2017-05-27,1371682
2017-05-28,1325026
2017-05-29,1325026
2017-05-30,1325026
2017-05-31,1270604
2017-06-01,1270604
2017-06-02,1270604
2017-06-03,1259463
2017-06-06,1264601
2017-06-07,1264601
2017-06-08,1264601
2017-06-09,1264601
2017-06-10,1293653
2017-06-11,1293653
2017-06-12,1293653
2017-06-13,1293653
2017-06-14,1276154
2017-06-15,1276154
2017-06-16,1276154
2017-06-17,1276154
2017-06-18,1261606
2017-06-19,1261606
2017-06-20,1261606
2017-06-21,1261606
2017-06-22,1261606
2017-06-23,1262788
2017-06-24,1262788
2017-06-25,1262788
2017-06-26,1262788
2017-06-27,1258051
2017-06-28,1258051
2017-06-29,1258051
2017-06-30,1258051
2017-07-01,1267050
2017-07-02,1267050
2017-07-03,1267050
2017-07-04,1306253
2017-07-05,1306253
2017-07-06,1306253
2017-07-07,1306253
2017-07-08,1364426
2017-07-13,1416742
2017-07-14,1416742
2017-07-15,1416742
2017-07-16,1416742
2017-07-17,1459598
2017-07-18,1459598
2017-07-19,1459598
2017-07-20,1459598
2017-07-21,1493545
2017-07-22,1493545
2017-07-23,1493545
2017-07-24,1510480
2017-07-25,1510480
2017-07-26,1510480
2017-07-27,1510480
2017-07-28,1549542
2017-07-29,1549542
2017-07-30,1549542
2017-07-31,1549542
2017-08-01,1591907
2017-08-02,1591907
2017-08-03,1591907
2017-08-04,1591907
2017-08-05,1549849
2017-08-06,1549849
2017-08-09,1515414
2017-08-10,1515414
2017-08-11,1515414
2017-08-12,1477571
2017-08-13,1477571
2017-08-14,1477571
2017-08-15,1477571
2017-08-16,1488640
2017-08-17,1488640
2017-08-18,1488640
2017-08-19,1488640
2017-08-20,1509697
2017-08-21,1509697
2017-08-22,1509697
2017-08-23,1509697
2017-08-24,1475353
2017-08-25,1475353
2017-08-26,1475353
2017-08-27,1475353
2017-08-28,1465477
2017-08-29,1465477
2017-08-30,1465477
2017-08-31,1465477
2017-09-01,1467984
2017-09-02,1467984
2017-09-03,1467984
2017-09-04,1489530
2017-09-05,1489530
2017-09-06,1489530
2017-09-07,1489530
2017-09-08,1450390
2017-09-09,1450390
2017-09-10,1450390
2017-09-11,1472705
2017-09-12,1472705
2017-09-13,1472705
2017-09-14,1472705
2017-09-15,1510979
2017-09-16,1510979
2017-09-17,1510979
2017-09-19,1553732
2017-09-20,1553732
2017-09-21,1553732
2017-09-22,1590204
2017-09-23,1590204
2017-09-24,1590204
2017-09-25,1590204
2017-09-26,1578594
2017-09-27,1578594
2017-09-28,1578594
2017-09-29,1578594
2017-09-30,1554027
2017-10-01,1554027
2017-10-02,1554027
2017-10-03,1554027
2017-10-04,1592466
2017-10-05,1592466
2017-10-06,1592466
2017-10-07,1592466
2017-10-08,1625501
2017-10-09,1625501
2017-10-10,1625501
2017-10-11,1625501
2017-10-12,1625501
2017-10-13,1599773
2017-10-14,1599773
2017-10-15,1599773
2017-10-16,1599773
2017-10-17,1599773
2017-10-18,1568682
2017-10-19,1568682
2017-10-20,1568682
2017-10-21,1568682
2017-10-22,1576509
2017-10-23,1576509
2017-10-24,1576509
2017-10-25,1576509
2017-10-26,1560023
2017-10-27,1560023
2017-10-28,1560023
2017-10-29,1560023
2017-10-30,1495815
2017-10-31,1495815
2017-11-01,1495815
2017-11-02,1495815
2017-11-03,1495815
2017-11-04,1481603
2017-11-05,1481603
2017-11-06,1481603
2017-11-07,1481603
2017-11-08,1481603
2017-11-09,1419248
2017-11-10,1419248
2017-11-11,1419248
2017-11-12,1419248
2017-11-13,1377916
2017-11-14,1377916
2017-11-15,1377916
2017-11-16,1377916
2017-11-17,1329709
2017-11-18,1329709
2017-11-19,1329709
2017-11-20,1329709
2017-11-21,1297512
2017-11-22,1297512
2017-11-23,1297512
2017-11-24,1297512
2017-11-25,1284816
2017-11-26,1284816
2017-11-27,1284816
2017-11-28,1284816
2017-11-29,1252276
2017-11-30,1252276
2017-12-01,1252276
2017-12-02,1252276
2017-12-03,1192008
2017-12-04,1192008
2017-12-05,1192008
2017-12-06,1134910
2017-12-07,1134910
2017-12-08,1134910
2017-12-09,1134910
2017-12-10,1133195
2017-12-11,1133195
2017-12-12,1133195
2017-12-13,1133195
2017-12-14,1107384
2017-12-15,1107384
2017-12-16,1107384
2017-12-17,1107384
2017-12-18,1109186
2017-12-19,1109186
2017-12-20,1109186
2017-12-21,1131145
2017-12-22,1131145
2017-12-23,1131145
2017-12-24,1181459
2017-12-25,1181459
2017-12-26,1181459
2017-12-27,1224534
2017-12-28,1224534
2017-12-29,1224534
2017-12-30,1269936
2017-12-31,1269936
2018-01-01,1269936
2018-01-02,1269936
2018-01-03,1241646
