date_obj,Red%20elegant%20shirt price
2019-04-07,51114
2019-04-08,51114
2019-04-09,51838
2019-04-10,51838
2019-04-11,53504
2019-04-12,53504
2019-04-13,53163
2019-04-14,53163
2019-04-15,54771
2019-04-16,54771
2019-04-17,56349
2019-04-18,56349
2019-04-19,57922
2019-04-20,57922
2019-04-21,57922
2019-04-22,59060
2019-04-23,59060
2019-04-24,59060
2019-04-25,60051
2019-04-26,60051
2019-04-27,60051
2019-04-28,61535
2019-04-29,61535
2019-04-30,61535
2019-05-01,62565
2019-05-02,62565
2019-05-03,62565
2019-05-04,64066
2019-05-05,64066
2019-05-06,64066
2019-05-07,65021
2019-05-08,65021
2019-05-09,65021
2019-05-10,66201
2019-05-11,66201
2019-05-12,66201
2019-05-13,66637
2019-05-14,66637
2019-05-15,66637
2019-05-16,66511
2019-05-17,66511
2019-05-18,66511
2019-05-19,66322
2019-05-20,66322
2019-05-21,66322
2019-05-22,66357
2019-05-23,66357
2019-05-24,65116
2019-05-25,65116
2019-05-26,65116
2019-05-27,63804
2019-05-28,63804
2019-05-29,62227
2019-05-30,62227
2019-05-31,62227
2019-06-01,62206
2019-06-02,62206
2019-06-03,62206
2019-06-04,60737
2019-06-05,60737
2019-06-06,60737
2019-06-07,58987
2019-06-08,58987
2019-06-09,57364
2019-06-10,57364
2019-06-11,57364
2019-06-12,56023
2019-06-13,56023
2019-06-14,55456
2019-06-15,55456
2019-06-16,54738
2019-06-17,54738
2019-06-18,54738
2019-06-19,54014
2019-06-20,54014
2019-06-21,53466
2019-06-22,53466
2019-06-23,52112
2019-06-24,52112
2019-06-25,52112
2019-06-26,52112
2019-06-27,51783
2019-06-28,51783
2019-06-29,51783
2019-06-30,50964
2019-07-01,50964
2019-07-02,50964
2019-07-03,51612
2019-07-04,51612
2019-07-05,51612
2019-07-06,51243
2019-07-07,51243
2019-07-08,51243
2019-07-09,50268
2019-07-10,50268
2019-07-11,50268
2019-07-12,49230
2019-07-13,49230
2019-07-14,49230
2019-07-15,49743
2019-07-16,49743
2019-07-17,50144
2019-07-18,50144
2019-07-19,50144
2019-07-20,50144
2019-07-21,49827
2019-07-22,49827
2019-07-23,49827
2019-07-24,50836
2019-07-25,50836
2019-07-26,50836
2019-07-27,50892
2019-07-28,50892
2019-07-29,51699
2019-07-30,51699
2019-07-31,51699
2019-08-01,52085
2019-08-02,52085
2019-08-03,52085
2019-08-04,53096
2019-08-05,53096
2019-08-06,53096
2019-08-07,51485
2019-08-08,51485
2019-08-09,51485
2019-08-10,51354
2019-08-11,51354
2019-08-12,51354
2019-08-13,52226
2019-08-14,52226
2019-08-15,52226
2019-08-16,51756
2019-08-17,51756
2019-08-18,51756
2019-08-19,52236
2019-08-20,52236
2019-08-21,52236
2019-08-22,53712
2019-08-23,53712
2019-08-24,53712
2019-08-24,53712
2019-08-25,54440
2019-08-25,54440
2019-08-26,54440
2019-08-26,54440
2019-08-27,54440
2019-08-27,54440
2019-08-28,54440
2019-08-29,55821
2019-08-30,55821
2019-08-31,55821
2019-09-01,56880
2019-09-02,56880
2019-09-03,56880
2019-09-04,55485
2019-09-05,55485
2019-09-06,55485
2019-09-07,54977
2019-09-08,54977
2019-09-09,54977
2019-09-10,54977
2019-09-11,53406
2019-09-12,53406
2019-09-13,53406
2019-09-14,53406
2019-09-15,52470
2019-09-16,52470
2019-09-17,52470
2019-09-18,52282
2019-09-19,52282
2019-09-20,52282
2019-09-21,52282
2019-09-22,50545
2019-09-23,50545
2019-09-24,50545
2019-09-25,50545
2019-09-26,49490
2019-09-27,49490
2019-09-28,49490
2019-09-29,49490
2019-09-30,48654
2019-10-01,48654
2019-10-02,48654
2019-10-03,48926
2019-10-04,48926
2019-10-05,48926
2019-10-06,48743
2019-10-07,48743
2019-10-08,48743
2019-10-09,48743
2019-10-10,48461
2019-10-11,48461
2019-10-12,48461
2019-10-13,48461
2019-10-14,47945
2019-10-15,47945
2019-10-16,47945
2019-10-17,49675
2019-10-18,49675
2019-10-19,49675
2019-10-20,48372
2019-10-21,48372
2019-10-22,48372
2019-10-23,48372
2019-10-24,47497
2019-10-25,47497
2019-10-26,47497
2019-10-27,48239
2019-10-28,48239
2019-10-29,48239
2019-10-30,48239
2019-10-31,47780
2019-11-01,47780
2019-11-02,47780
2019-11-03,47523
2019-11-04,47523
2019-11-05,47523
2019-11-06,47523
2019-11-07,46663
2019-11-08,46663
2019-11-09,46663
2019-11-10,45915
2019-11-11,45915
2019-11-12,45915
2019-11-13,45915
2019-11-14,45839
2019-11-15,45839
2019-11-16,44301
2019-11-17,44301
2019-11-18,44301
2019-11-19,44301
2019-11-20,44171
2019-11-21,44171
2019-11-22,44171
2019-11-23,44171
2019-11-24,43924
2019-11-25,43924
2019-11-26,43924
2019-11-27,43684
2019-11-28,43684
2019-11-29,43684
2019-11-30,44748
2019-12-01,44748
2019-12-02,44748
2019-12-03,45697
2019-12-04,45697
2019-12-05,45697
2019-12-06,45697
2019-12-07,45993
2019-12-08,45993
2019-12-09,45993
2019-12-10,45719
2019-12-11,45719
2019-12-12,45719
2019-12-13,45719
2019-12-14,46562
2019-12-15,46562
2019-12-16,46562
2019-12-17,48058
2019-12-18,48058
2019-12-19,48058
2019-12-20,48058
2019-12-21,49709
2019-12-22,49709
2019-12-23,49709
2019-12-24,51465
2019-12-25,51465
2019-12-26,51465
2019-12-27,53269
2019-12-28,53269
2019-12-29,53269
2019-12-30,53269
2019-12-31,55198
2020-01-01,55198
2020-01-02,55198
2020-01-03,56296
2020-01-04,56296
2020-01-05,56296
2020-01-06,58218
2020-01-07,58218
2020-01-08,58218
2020-01-09,58709
2020-01-10,58709
2020-01-11,58709
2020-01-12,58468
2020-01-13,58468
2020-01-14,58468
2020-01-15,58868
2020-01-16,58868
2020-01-17,58868
2020-01-18,59178
2020-01-19,59178
2020-01-20,59178
2020-01-21,58796
2020-01-22,58796
2020-01-23,58796
2020-01-24,56079
2020-01-25,56079
2020-01-26,54116
2020-01-27,54116
2020-01-28,54116
2020-01-29,52141
2020-01-30,52141
2020-01-31,52141
2020-02-01,49533
2020-02-02,49533
2020-02-03,49533
2020-02-04,47098
2020-02-05,47098
2020-02-06,45548
2020-02-07,45548
2020-02-08,45548
2020-02-09,45001
2020-02-10,45001
2020-02-11,45001
2020-02-12,43936
2020-02-13,43936
2020-02-14,43936
2020-02-15,43936
2020-02-16,43701
2020-02-17,43701
2020-02-18,43301
2020-02-19,43301
2020-02-20,43301
2020-02-21,43301
2020-02-22,42237
2020-02-23,42237
2020-02-24,42237
2020-02-25,41233
2020-02-26,41233
2020-02-27,41233
2020-02-28,39588
2020-02-29,39588
2020-03-01,39588
2020-03-02,37860
2020-03-03,37860
2020-03-04,37860
2020-03-05,37589
2020-03-06,37589
2020-03-07,37589
2020-03-08,37833
2020-03-09,37833
2020-03-10,37833
2020-03-11,37618
2020-03-12,37618
2020-03-13,37618
2020-03-14,37438
2020-03-15,37438
2020-03-16,37438
2020-03-17,36252
2020-03-18,36252
2020-03-19,36252
2020-03-20,35351
2020-03-21,35351
2020-03-22,35551
2020-03-23,35551
2020-03-24,35551
2020-03-25,35357
2020-03-26,35357
2020-03-27,36403
2020-03-28,36403
2020-03-29,37233
2020-03-30,37233
2020-03-31,38115
2020-04-01,38115
2020-04-02,39065
2020-04-03,39065
2020-04-04,39065
2020-04-05,40388
2020-04-06,40388
2020-04-07,39428
2020-04-08,39428
2020-04-09,38603
2020-04-10,38603
2020-04-11,37773
2020-04-12,37773
2020-04-13,36686
2020-04-14,36686
2020-04-15,36191
2020-04-16,36191
2020-04-17,36191
2020-04-18,35272
2020-04-19,35272
2020-04-20,35220
2020-04-21,35220
2020-04-22,33581
2020-04-23,33581
2020-04-24,33256
2020-04-25,33256
2020-04-26,33890
2020-04-27,33890
2020-04-28,33970
2020-04-29,33970
2020-04-30,33860
2020-05-01,33860
2020-05-02,33860
2020-05-03,32926
2020-05-04,32926
2020-05-05,32926
2020-05-06,32484
2020-05-07,32484
2020-05-08,32484
2020-05-09,31869
2020-05-10,31869
2020-05-11,31420
2020-05-12,31420
2020-05-13,30632
