date_obj,Gnome%20goggles price
2016-09-24,19906
2016-09-25,19906
2016-09-26,19906
2016-09-27,19487
2016-09-28,19487
2016-09-29,19487
2016-09-30,19487
2016-10-01,19487
2016-10-02,19487
2016-10-03,19487
2016-10-04,19487
2016-10-05,19487
2016-10-06,19487
2016-10-07,19487
2016-10-08,19487
2016-10-09,19487
2016-10-10,19487
2016-10-11,18850
2016-10-12,18850
2016-10-13,18850
2016-10-14,18850
2016-10-15,18850
2016-10-16,18850
2016-10-17,18850
2016-10-18,18850
2016-10-19,18850
2016-10-20,18850
2016-10-21,18850
2016-10-22,18850
2016-10-23,18850
2016-10-24,18570
2016-10-25,18570
2016-10-26,18570
2016-10-27,18570
2016-10-28,18570
2016-10-29,18570
2016-10-30,18570
2016-10-31,18570
2016-11-01,18570
2016-11-02,18570
2016-11-03,18570
2016-11-04,18570
2016-11-05,18570
2016-11-06,18172
2016-11-07,18172
2016-11-08,18172
2016-11-09,18172
2016-11-10,18172
2016-11-11,18172
2016-11-12,18172
2016-11-13,18172
2016-11-14,18172
2016-11-15,18172
2016-12-07,17256
2016-12-08,17256
2016-12-09,16892
2016-12-10,16892
2016-12-11,16892
2016-12-12,16892
2016-12-13,16892
2016-12-14,16892
2016-12-15,16892
2016-12-16,16892
2016-12-17,16892
2016-12-18,16892
2016-12-19,16892
2016-12-20,16892
2016-12-21,16275
2016-12-22,16275
2016-12-23,16275
2016-12-24,16275
2016-12-25,16275
2016-12-26,16275
2016-12-27,16275
2016-12-28,16275
2016-12-29,16275
2016-12-30,16275
2016-12-31,16275
2017-01-01,15720
2017-01-02,15720
2017-01-03,15720
2017-01-04,15720
2017-01-05,15720
2017-01-06,15720
2017-01-07,15720
2017-01-08,15720
2017-01-09,15720
2017-01-10,15551
2017-01-11,15551
2017-01-12,15551
2017-01-13,15551
2017-01-14,15551
2017-01-15,15551
2017-01-16,15551
2017-01-17,15551
2017-01-18,15831
2017-01-19,15831
2017-01-20,15831
2017-01-21,15831
2017-01-22,15831
2017-01-23,15831
2017-01-27,15388
2017-01-28,15388
2017-01-29,15388
2017-01-30,15388
2017-01-31,15388
2017-02-01,15388
2017-02-02,15388
2017-02-03,15388
2017-02-04,15388
2017-02-05,15388
2017-02-06,14918
2017-02-07,14918
2017-02-08,14918
2017-02-09,14918
2017-02-10,14918
2017-02-11,14918
2017-02-12,14918
2017-02-13,15193
2017-02-14,15193
2017-02-15,15193
2017-02-16,15193
2017-02-18,15193
2017-02-19,15193
2017-02-20,15193
2017-02-21,15608
2017-02-22,15608
2017-02-23,15608
2017-02-24,15608
2017-02-25,15608
2017-02-26,15608
2017-02-27,15608
2017-02-28,15608
2017-03-01,15608
2017-03-02,15608
2017-03-03,15731
2017-03-04,15731
2017-03-05,15731
2017-03-06,15731
2017-03-07,15731
2017-03-08,15731
2017-03-09,15731
2017-03-10,15731
2017-03-11,15731
2017-03-12,15731
2017-03-13,15920
2017-03-14,15920
2017-03-15,15920
2017-03-16,15920
2017-03-17,15920
2017-03-18,15920
2017-03-19,15920
2017-03-20,15920
2017-03-21,15920
2017-03-22,16131
2017-03-23,16131
2017-03-24,16131
2017-03-25,16131
2017-03-26,16131
2017-03-27,16131
2017-03-28,16131
2017-03-29,16131
2017-03-30,16131
2017-03-31,16131
2017-04-01,15477
2017-04-02,15477
2017-04-03,15477
2017-04-04,15477
2017-04-12,15118
2017-04-13,15118
2017-04-14,15118
2017-04-15,15118
2017-04-16,15118
2017-04-17,15118
2017-04-18,14669
2017-04-19,14669
2017-04-20,14669
2017-04-21,14669
2017-04-22,14669
2017-04-23,14669
2017-04-24,14669
2017-04-25,14669
2017-04-26,14669
2017-04-27,15265
2017-04-28,15265
2017-04-29,15265
2017-04-30,15265
2017-05-01,15265
2017-05-02,15265
2017-05-03,15265
2017-05-04,15265
2017-05-05,15265
2017-05-06,15252
2017-05-07,15252
2017-05-08,15252
2017-05-09,15252
2017-05-10,15252
2017-05-11,15252
2017-05-12,15252
2017-05-13,15252
2017-05-14,15252
2017-05-15,14976
2017-05-16,14976
2017-05-17,14976
2017-05-18,14976
2017-05-19,14976
2017-05-20,14976
2017-05-21,14976
2017-05-22,14976
2017-05-23,14976
2017-05-24,14856
2017-05-25,14856
2017-05-26,14856
2017-05-27,14856
2017-05-28,14856
2017-05-29,14856
2017-05-30,14856
2017-05-31,14856
2017-06-01,14856
2017-06-02,14595
2017-06-03,14595
2017-06-04,14595
2017-06-05,14595
2017-06-06,14595
2017-06-07,14595
2017-06-08,14595
2017-06-09,14595
2017-06-10,14330
2017-06-11,14330
2017-06-12,14330
2017-06-13,14330
2017-06-14,14330
2017-06-15,14330
2017-06-16,14330
2017-06-17,14330
2017-06-18,14330
2017-06-19,14330
2017-06-20,13951
2017-06-21,13951
2017-06-22,13951
2017-06-23,13951
2017-06-24,13951
2017-06-25,13951
2017-06-26,13951
2017-06-27,13951
2017-06-28,13951
2017-06-29,13951
2017-06-30,13951
2017-07-01,13951
2017-07-02,13535
2017-07-03,13535
2017-07-04,13535
2017-07-05,13535
2017-07-06,13535
2017-07-07,13535
2017-07-08,13535
2017-07-13,13437
2017-07-14,13437
2017-07-15,13437
2017-07-16,13437
2017-07-17,13437
2017-07-18,13437
2017-07-19,13437
2017-07-20,13437
2017-07-21,13572
2017-07-22,13572
2017-07-23,13572
2017-07-24,13572
2017-07-25,13572
2017-07-26,13572
2017-07-27,13572
2017-07-28,13572
2017-07-29,13572
2017-07-30,13701
2017-07-31,13701
2017-08-01,13701
2017-08-02,13701
2017-08-03,13701
2017-08-04,13701
2017-08-05,13701
2017-08-06,13701
2017-08-09,13928
2017-08-10,13928
2017-08-11,13928
2017-08-12,13928
2017-08-13,13928
2017-08-14,13928
2017-08-15,13928
2017-08-16,13928
2017-08-17,14027
2017-08-18,14027
2017-08-19,14027
2017-08-20,14027
2017-08-21,14027
2017-08-22,14027
2017-08-23,14027
2017-08-24,14027
2017-08-25,14027
2017-08-26,14132
2017-08-27,14132
2017-08-28,14132
2017-08-29,14132
2017-08-30,14132
2017-08-31,14132
2017-09-01,14132
2017-09-02,14132
2017-09-03,14132
2017-09-04,14553
2017-09-05,14553
2017-09-06,14553
2017-09-07,14553
2017-09-08,14553
2017-09-09,14553
2017-09-10,14553
2017-09-11,14553
2017-09-12,14553
2017-09-13,14708
2017-09-14,14708
2017-09-15,14708
2017-09-16,14708
2017-09-17,14708
2017-09-18,14708
2017-09-19,14708
2017-09-20,14708
2017-09-21,14708
2017-09-22,14708
2017-09-23,14384
2017-09-24,14384
2017-09-25,14384
2017-09-26,14384
2017-09-27,14384
2017-09-28,14384
2017-09-29,14384
2017-09-30,14384
2017-10-01,14384
2017-10-02,14508
2017-10-03,14508
2017-10-04,14508
2017-10-05,14508
2017-10-06,14508
2017-10-07,14508
2017-10-08,14508
2017-10-09,14508
2017-10-10,14508
2017-10-11,14508
2017-10-12,14035
2017-10-13,14035
2017-10-14,14035
2017-10-15,14035
2017-10-16,14035
2017-10-17,14035
2017-10-18,14035
2017-10-19,14035
2017-10-20,14035
2017-10-21,14035
2017-10-22,13370
2017-10-23,13370
2017-10-24,13370
2017-10-25,13370
2017-10-26,13370
2017-10-27,13370
2017-10-28,13370
2017-10-29,13370
2017-10-30,13370
2017-10-31,13150
2017-11-01,13150
2017-11-02,13150
2017-11-03,13150
2017-11-04,13150
2017-11-05,13150
2017-11-06,13150
2017-11-07,13150
2017-11-08,13150
2017-11-09,13150
2017-11-10,13440
2017-11-11,13440
2017-11-12,13440
2017-11-13,13440
2017-11-14,13440
2017-11-15,13440
2017-11-16,13440
2017-11-17,13440
2017-11-18,13440
2017-11-19,13440
2017-11-20,13642
2017-11-21,13642
2017-11-22,13642
2017-11-23,13642
2017-11-24,13642
2017-11-25,13642
2017-11-26,13642
2017-11-27,13642
2017-11-28,13642
2017-11-29,13642
2017-11-30,13507
2017-12-01,13507
2017-12-02,13507
2017-12-03,13507
2017-12-04,13507
2017-12-05,13507
2017-12-06,13507
2017-12-07,13507
2017-12-08,13507
2017-12-09,13188
2017-12-10,13188
2017-12-11,13188
2017-12-12,13188
2017-12-13,13188
2017-12-14,13188
2017-12-15,13188
2017-12-16,13188
2017-12-17,13188
2017-12-18,13188
2017-12-19,13188
2017-12-20,12658
2017-12-21,12658
2017-12-22,12658
2017-12-23,12658
2017-12-24,12658
2017-12-25,12658
2017-12-26,12658
2017-12-27,12658
2017-12-28,12658
2017-12-29,12446
2017-12-30,12446
2017-12-31,12446
2018-01-01,12446
2018-01-02,12446
2018-01-03,12446
2018-01-04,12446
2018-01-05,12446
2018-01-06,12406
2018-01-07,12406
2018-01-08,12406
2018-01-09,12406
2018-01-10,12406
2018-01-11,12406
2018-01-12,12406
2018-01-13,12406
2018-01-14,12406
2018-01-15,12406
2018-01-16,11963
2018-01-17,11963
2018-01-18,11963
2018-01-19,11963
2018-01-20,11963
2018-01-21,11963
2018-01-22,11963
2018-01-23,11963
2018-01-24,12047
2018-01-25,12047
2018-01-26,12047
2018-01-27,12047
2018-01-28,11816
2018-01-29,11816
2018-01-30,11816
2018-01-31,11816
2018-02-01,11816
2018-02-02,11397
2018-02-03,11397
2018-02-04,11397
2018-02-05,11397
2018-02-06,11490
2018-02-07,11490
2018-02-08,11490
2018-02-09,11490
2018-02-10,11064
2018-02-11,11064
2018-02-12,11064
2018-02-13,11064
2018-02-14,11175
2018-02-15,11175
2018-02-16,11175
2018-02-17,11175
2018-02-18,11388
2018-02-19,11388
2018-02-20,11388
2018-02-21,11442
2018-02-22,11442
2018-02-23,11442
2018-02-24,11442
2018-02-25,11908
2018-02-26,11908
2018-02-27,11908
2018-02-28,11908
2018-03-01,11957
2018-03-02,11957
2018-03-03,11957
2018-03-04,11957
2018-03-05,11678
2018-03-06,11678
2018-03-07,11678
2018-03-08,11678
2018-03-09,11749
2018-03-10,11749
2018-03-11,11749
2018-03-12,11749
2018-03-13,11749
2018-03-14,12087
2018-03-15,12087
2018-03-16,12087
2018-03-17,12087
2018-03-18,11724
2018-03-20,11724
2018-03-21,11724
2018-03-23,12206
2018-03-24,12206
2018-03-25,12206
2018-03-26,12206
2018-03-27,12751
2018-03-28,12751
2018-03-29,12751
2018-03-30,12751
2018-03-31,12751
2018-04-01,13269
2018-04-02,13269
2018-04-03,13269
2018-04-04,13269
2018-04-05,13889
2018-04-06,13889
2018-04-07,13889
2018-04-08,13889
2018-04-09,13889
2018-04-10,14501
2018-04-11,14501
2018-04-12,14501
2018-04-13,14501
2018-04-14,14501
2018-04-15,14992
2018-04-16,14992
2018-04-17,14992
2018-04-18,14992
2018-04-19,15710
2018-04-20,15710
2018-04-21,16443
2018-04-22,16443
2018-04-23,16443
2018-04-24,16443
2018-04-25,17229
2018-04-26,17229
2018-04-27,17229
2018-04-28,17229
2018-04-29,18070
2018-04-30,18070
2018-05-01,18070
2018-05-02,18070
2018-05-03,18070
2018-05-04,18912
2018-05-05,18912
2018-05-06,18912
2018-05-07,19767
2018-05-08,19767
2018-05-09,19767
2018-05-10,20502
2018-05-11,20502
2018-05-12,20502
2018-05-13,20502
2018-05-14,20554
2018-05-15,20554
2018-05-16,20554
2018-05-17,20554
2018-05-18,21468
2018-05-19,21468
2018-05-20,21468
2018-05-21,21468
2018-05-22,21468
2018-05-23,22264
2018-05-24,22264
2018-05-25,22264
2018-05-26,22264
2018-05-27,22264
2018-05-28,22834
2018-05-29,22834
2018-05-30,22834
2018-05-31,22834
2018-06-01,22834
2018-06-02,23717
2018-06-03,23717
2018-06-04,23717
2018-06-05,23717
2018-06-06,23717
2018-06-07,24199
2018-06-08,24199
2018-06-09,24199
2018-06-10,24199
2018-06-11,24199
2018-06-12,23171
2018-06-13,23171
2018-06-14,23171
2018-06-15,23171
2018-06-16,22155
2018-06-17,22155
2018-06-18,22155
2018-06-19,21110
2018-06-20,21110
2018-06-21,21110
2018-06-22,21110
2018-06-23,20115
2018-06-24,20115
2018-06-25,20115
2018-06-26,20115
2018-06-27,20115
2018-06-28,19277
2018-06-29,19277
2018-06-30,19277
2018-07-01,19277
2018-07-02,18403
2018-07-03,18403
2018-07-04,18403
2018-07-05,18403
2018-07-06,17572
2018-07-07,17572
2018-07-08,17572
2018-07-09,17572
2018-07-10,16757
2018-07-11,16757
2018-07-12,16757
2018-07-13,16757
2018-07-14,16757
2018-07-15,16290
2018-07-16,16290
2018-07-17,16290
2018-07-18,16339
2018-07-19,16339
2018-07-20,16339
2018-07-21,16339
2018-07-22,16188
2018-07-23,16188
2018-07-24,16188
2018-07-25,16188
2018-07-26,16577
2018-07-27,16577
2018-07-28,16577
2018-07-29,16577
2018-07-30,15899
2018-07-31,15899
2018-08-01,15899
2018-08-02,15161
2018-08-03,15161
2018-08-04,15161
2018-08-05,15161
2018-08-06,14466
2018-08-07,14466
2018-08-08,14466
2018-08-09,14466
2018-08-10,14169
2018-08-11,14169
2018-08-12,14169
2018-08-14,14016
2018-08-16,13380
2018-08-17,13380
2018-08-18,13380
2018-08-19,12732
2018-08-20,12732
2018-08-21,12732
2018-08-22,12114
2018-08-23,12114
2018-08-24,12114
2018-08-25,11649
2018-08-26,11649
2018-08-27,11649
2018-08-28,11614
2018-08-29,11614
2018-08-30,11614
2018-08-31,11844
2018-09-01,11844
2018-09-02,11844
2018-09-03,11959
2018-09-04,11959
2018-09-05,11959
2018-09-06,11959
2018-09-07,12193
2018-09-08,12193
2018-09-09,12193
2018-09-10,12446
2018-09-11,12446
2018-09-12,12446
2018-09-13,12446
2018-09-14,12835
2018-09-15,12835
2018-09-16,12835
2018-09-17,12835
2018-09-18,12785
2018-09-19,12785
2018-09-20,12785
2018-09-21,12785
2018-09-22,12942
2018-09-23,12942
2018-09-24,12942
2018-09-25,12942
2018-09-26,13078
2018-09-27,13078
2018-09-28,13078
2018-09-29,13078
2018-09-30,13710
2018-10-01,13710
2018-10-02,13710
2018-10-03,14316
2018-10-04,14316
2018-10-05,14316
2018-10-06,14316
2018-10-07,15008
2018-10-08,15008
2018-10-09,15008
2018-10-10,15742
2018-10-11,15742
2018-10-12,15742
2018-10-13,15742
2018-10-14,15246
2018-10-15,15246
2018-10-16,15246
2018-10-17,15246
2018-10-18,15531
2018-10-19,15531
2018-10-20,15531
2018-10-21,15531
2018-10-22,15603
2018-10-23,15603
2018-10-24,15603
2018-10-25,15603
2018-10-26,16239
2018-10-27,16239
2018-10-28,16239
2018-10-29,15804
2018-10-30,15804
2018-10-31,15804
2018-11-01,16032
2018-11-03,16032
2018-11-04,16032
2018-11-05,16282
2018-11-06,16282
2018-11-07,16282
2018-11-08,16571
2018-11-09,16571
2018-11-10,16571
2018-11-11,17076
2018-11-12,17076
2018-11-13,17076
2018-11-14,16710
2018-11-15,16710
2018-11-16,16494
2018-11-17,16494
2018-11-18,16494
2018-11-19,16067
2018-11-20,16067
2018-11-21,16067
2018-11-22,15505
2018-11-23,15505
2018-11-24,15505
2018-11-25,15578
2018-11-26,15578
2018-11-27,15578
2018-11-28,15370
2018-11-29,15370
2018-12-01,14994
2018-12-02,14994
2018-12-03,14994
2018-12-04,15131
2018-12-05,15131
2018-12-07,15471
2018-12-09,15531
2018-12-10,15531
2018-12-11,15531
2018-12-12,15438
2018-12-13,15438
2018-12-14,15438
2018-12-15,14998
2018-12-16,14998
2018-12-17,14998
2018-12-18,14401
2018-12-19,14401
2018-12-20,14401
2018-12-21,13893
2018-12-22,13893
2018-12-23,13893
2018-12-24,13283
2018-12-25,13283
2018-12-26,13283
2018-12-27,12635
2018-12-28,12635
2018-12-29,12050
2018-12-30,12050
2018-12-31,11516
2019-01-01,11516
2019-01-02,11278
2019-01-03,11278
2019-01-04,11278
2019-01-05,11343
2019-01-06,11343
2019-01-08,11732
2019-01-10,12146
2019-01-11,12146
2019-01-12,12146
2019-01-13,12085
2019-01-14,12085
2019-01-15,12085
2019-01-16,11558
2019-01-17,11558
2019-01-18,11558
2019-01-19,11267
2019-01-20,11267
2019-01-21,11267
2019-01-22,11119
2019-01-23,11119
2019-01-24,11038
2019-01-25,11038
2019-01-26,11542
2019-01-27,11542
2019-01-28,12069
2019-01-29,12069
2019-01-30,12621
2019-01-31,12621
2019-02-01,12658
2019-02-02,12658
2019-02-03,13069
2019-02-04,13069
2019-02-05,13705
2019-02-06,13705
2019-02-07,13802
2019-02-08,13802
2019-02-09,14212
2019-02-10,14212
2019-02-11,14849
2019-02-12,14849
2019-02-13,15067
2019-02-14,15067
2019-02-15,15459
2019-02-16,15459
2019-02-17,15620
2019-02-18,15620
2019-02-19,15982
2019-02-20,15982
2019-02-21,16540
2019-02-22,16540
2019-02-23,17330
2019-02-24,17330
2019-02-25,18044
2019-02-26,18044
2019-02-27,18044
2019-02-28,18044
2019-03-01,17674
2019-03-02,17674
2019-03-03,17300
2019-03-04,17300
2019-03-05,16857
2019-03-06,16857
2019-03-07,16181
2019-03-08,16181
2019-03-09,16181
2019-03-10,15619
2019-03-11,15619
2019-03-12,15564
2019-03-13,15564
2019-03-14,15242
2019-03-15,15242
2019-03-16,15242
2019-03-17,15198
2019-03-18,15198
2019-03-19,15198
2019-03-20,15435
2019-03-21,15435
2019-03-22,15435
2019-03-23,15309
2019-03-24,15309
