date_obj,Mithril%20sword price
2015-10-29,344
2015-10-30,344
2015-10-31,343
2015-11-01,343
2015-11-02,343
2015-11-03,339
2015-11-04,339
2015-11-05,339
2015-11-06,339
2015-11-07,335
2015-11-08,335
2015-11-09,335
2015-11-10,337
2015-11-11,337
2015-11-12,345
2015-11-13,345
2015-11-14,345
2015-11-15,355
2015-11-16,355
2015-11-17,355
2015-11-18,358
2015-11-19,358
2015-11-20,367
2015-11-21,367
2015-11-22,365
2015-11-23,365
2015-11-24,365
2015-11-25,358
2015-11-26,358
2015-11-27,358
2015-11-28,349
2015-11-29,349
2015-11-30,360
2015-12-01,360
2015-12-02,360
2015-12-03,362
2015-12-04,362
2015-12-05,362
2015-12-06,378
2015-12-07,378
2015-12-08,378
2015-12-09,386
2015-12-10,386
2015-12-11,386
2015-12-12,384
2015-12-13,384
2015-12-14,384
2015-12-15,380
2015-12-16,380
2015-12-17,380
2015-12-18,380
2015-12-19,380
2015-12-20,373
2015-12-21,373
2015-12-22,373
2015-12-23,373
2015-12-24,378
2015-12-25,378
2015-12-26,378
2015-12-27,379
2015-12-28,379
2015-12-29,373
2015-12-30,373
2015-12-31,373
2016-01-01,373
2016-01-02,373
2016-01-03,373
2016-01-04,373
2016-01-05,364
2016-01-06,364
2016-01-07,365
2016-01-08,365
2016-01-09,370
2016-01-10,370
2016-01-11,380
2016-01-12,380
2016-01-13,392
2016-01-14,392
2016-01-15,411
2016-01-16,411
2016-01-17,420
2016-01-18,420
2016-01-19,415
2016-01-20,415
2016-01-21,413
2016-01-22,413
2016-01-23,403
2016-01-24,403
2016-01-25,400
2016-01-26,400
2016-01-27,394
2016-01-28,394
2016-01-29,398
2016-01-30,398
2016-01-31,391
2016-02-01,391
2016-02-02,396
2016-02-03,396
2016-02-04,397
2016-02-05,397
2016-02-06,389
2016-02-07,389
2016-02-08,389
2016-02-09,382
2016-02-10,382
2016-02-11,384
2016-02-12,384
2016-02-13,383
2016-02-14,383
2016-02-15,383
2016-02-16,371
2016-02-17,371
2016-02-18,371
2016-02-19,363
2016-02-20,363
2016-02-21,359
2016-02-22,359
2016-02-23,359
2016-02-24,358
2016-02-25,358
2016-02-26,358
2016-02-27,358
2016-02-28,345
2016-02-29,345
2016-03-01,332
2016-03-02,332
2016-03-03,340
2016-03-04,340
2016-03-05,337
2016-03-06,337
2016-03-07,338
2016-03-08,338
2016-03-09,342
2016-03-10,342
2016-03-11,344
2016-03-12,344
2016-03-13,335
2016-03-14,335
2016-03-15,335
2016-03-16,335
2016-03-17,328
2016-03-18,328
2016-03-19,337
2016-03-20,337
2016-03-21,337
2016-03-22,337
2016-03-23,332
2016-03-24,332
2016-03-25,330
2016-03-26,330
2016-03-27,331
2016-03-28,341
2016-03-29,341
2016-03-30,350
2016-03-31,350
2016-04-01,359
2016-04-02,359
2016-04-03,365
2016-04-04,365
2016-04-05,376
2016-04-06,376
2016-04-07,372
2016-04-08,372
2016-04-09,365
2016-04-10,375
2016-04-11,375
2016-04-12,375
2016-04-13,378
2016-04-14,378
2016-04-15,383
2016-04-16,383
2016-04-17,381
2016-04-18,381
2016-04-19,384
2016-04-20,384
2016-04-21,382
2016-04-22,382
2016-04-23,382
2016-04-24,381
2016-04-25,381
2016-04-26,368
2016-04-27,368
2016-04-28,356
2016-04-29,356
2016-04-30,356
2016-05-01,356
2016-05-02,359
2016-05-03,359
2016-05-04,367
2016-05-05,367
2016-05-06,367
2016-05-07,357
2016-05-08,357
2016-05-09,351
2016-05-10,351
2016-05-11,347
2016-05-12,347
2016-05-13,334
2016-05-14,334
2016-05-15,348
2016-05-16,348
2016-05-17,352
2016-05-18,352
2016-05-19,352
2016-05-22,349
2016-05-23,343
2016-05-24,343
2016-05-25,336
2016-05-26,336
2016-05-27,325
2016-05-28,325
2016-05-29,330
2016-05-30,330
2016-05-31,330
2016-06-01,333
2016-06-02,333
2016-06-03,322
2016-06-04,322
2016-06-05,326
2016-06-06,321
2016-06-07,321
2016-06-08,317
2016-06-09,317
2016-06-10,316
2016-06-11,316
2016-06-12,318
2016-06-13,318
2016-06-14,325
2016-06-15,325
2016-06-16,325
2016-06-17,338
2016-06-18,338
2016-06-19,343
2016-06-20,343
2016-06-21,332
2016-06-22,332
2016-06-23,341
2016-06-24,341
2016-06-25,340
2016-06-26,340
2016-06-27,344
2016-06-28,344
2016-06-29,355
2016-06-30,355
2016-07-01,352
2016-07-02,352
2016-07-03,362
2016-07-04,362
2016-07-05,366
2016-07-06,366
2016-07-07,371
2016-07-08,371
2016-07-09,365
2016-07-10,365
2016-07-11,363
2016-07-12,363
2016-07-13,363
2016-07-14,366
2016-07-15,366
2016-07-16,366
2016-07-17,366
2016-07-18,367
2016-07-23,360
2016-07-24,360
2016-07-25,365
2016-07-26,365
2016-07-27,365
2016-07-28,367
2016-07-29,367
2016-07-30,364
2016-07-31,364
2016-08-01,364
2016-08-02,366
2016-08-03,366
2016-08-04,366
2016-08-05,367
2016-08-06,367
2016-08-07,365
2016-08-08,365
2016-08-09,365
2016-08-10,365
2016-08-11,365
2016-08-12,365
2016-08-13,367
2016-08-14,367
2016-08-15,367
2016-08-16,356
2016-08-17,356
2016-08-18,356
2016-08-19,344
2016-08-20,344
2016-08-21,344
2016-08-22,335
2016-08-23,335
2016-08-24,335
2016-08-25,332
2016-08-26,332
2016-08-28,335
2016-08-31,337
2016-09-01,337
2016-09-02,337
2016-09-03,330
2016-09-04,330
2016-09-05,339
2016-09-06,339
2016-09-07,339
2016-09-08,337
2016-09-09,337
2016-09-10,337
2016-09-11,339
2016-09-12,339
2016-09-13,335
2016-09-14,335
2016-09-15,335
2016-09-16,330
2016-09-17,330
2016-09-18,330
2016-09-19,334
2016-09-20,334
2016-09-21,334
2016-09-22,336
2016-09-23,336
2016-09-24,336
2016-09-25,343
2016-09-26,343
2016-09-27,343
2016-09-28,357
2016-09-29,357
2016-09-30,357
2016-10-01,360
2016-10-02,360
2016-10-03,360
2016-10-04,368
2016-10-05,368
2016-10-06,368
2016-10-07,372
2016-10-08,372
2016-10-09,380
2016-10-10,380
2016-10-11,380
2016-10-12,385
2016-10-13,385
2016-10-14,375
2016-10-15,375
2016-10-16,375
2016-10-17,375
2016-10-18,375
2016-10-19,375
2016-10-20,369
2016-10-21,369
2016-10-22,369
2016-10-23,358
2016-10-24,358
2016-10-25,358
2016-10-26,353
2016-10-27,353
2016-10-28,353
2016-10-29,353
2016-10-30,353
2016-10-31,350
2016-11-01,350
2016-11-02,350
2016-11-03,357
2016-11-04,357
2016-11-05,357
2016-11-06,360
2016-11-07,360
2016-11-08,360
2016-11-09,363
2016-11-10,363
2016-11-11,363
2016-11-12,352
2016-11-13,352
2016-11-14,352
2016-12-07,347
2016-12-08,344
2016-12-09,344
2016-12-10,343
2016-12-11,343
2016-12-12,343
2016-12-13,343
2016-12-14,341
2016-12-15,341
2016-12-16,341
2016-12-17,344
2016-12-18,344
2016-12-19,341
2016-12-20,341
2016-12-21,350
2016-12-22,350
2016-12-23,362
2016-12-24,362
2016-12-25,358
2016-12-26,358
2016-12-27,349
2016-12-28,349
2016-12-29,347
2016-12-30,347
2016-12-31,349
2017-01-01,349
2017-01-02,352
2017-01-03,352
2017-01-04,350
2017-01-05,350
2017-01-06,352
2017-01-07,352
2017-01-08,348
2017-01-09,348
2017-01-10,346
2017-01-11,346
2017-01-12,339
2017-01-13,339
2017-01-14,335
2017-01-15,335
2017-01-16,325
2017-01-17,325
2017-01-18,329
2017-01-19,329
2017-01-20,332
2017-01-21,332
2017-01-22,336
2017-01-27,343
2017-01-28,340
2017-01-29,340
2017-01-30,328
2017-01-31,328
2017-02-01,319
2017-02-02,319
2017-02-03,315
2017-02-04,315
2017-02-05,315
2017-02-06,321
2017-02-07,321
2017-02-08,326
2017-02-09,326
2017-02-10,322
2017-02-11,322
2017-02-12,321
2017-02-13,321
2017-02-14,317
2017-02-15,317
2017-02-16,319
2017-02-18,324
2017-02-19,321
2017-02-20,321
2017-02-21,319
2017-02-22,319
2017-02-23,329
2017-02-24,329
2017-02-25,325
2017-02-26,325
2017-02-27,320
2017-02-28,325
2017-03-01,325
2017-03-02,329
2017-03-03,329
2017-03-04,324
2017-03-05,324
2017-03-06,319
2017-03-07,319
2017-03-08,323
2017-03-09,323
2017-03-10,316
2017-03-11,316
2017-03-12,310
2017-03-13,310
2017-03-14,316
2017-03-15,316
2017-03-16,317
2017-03-17,317
2017-03-18,320
2017-03-19,320
2017-03-20,318
2017-03-21,318
2017-03-22,315
2017-03-23,315
2017-03-24,319
2017-03-25,319
2017-03-26,317
2017-03-27,317
2017-03-28,325
2017-03-29,321
2017-03-30,321
2017-03-31,330
2017-04-01,330
2017-04-02,321
2017-04-03,331
2017-04-04,331
2017-04-12,332
2017-04-13,334
2017-04-14,334
2017-04-15,327
2017-04-16,332
2017-04-17,338
2017-04-18,338
2017-04-19,334
2017-04-20,334
2017-04-21,331
2017-04-22,331
2017-04-23,329
2017-04-24,329
2017-04-25,323
2017-04-26,323
2017-04-27,333
2017-04-28,333
2017-04-29,337
2017-04-30,337
2017-05-01,340
2017-05-02,340
2017-05-03,344
2017-05-04,344
2017-05-05,340
2017-05-06,340
2017-05-07,339
2017-05-08,339
2017-05-09,340
2017-05-10,340
2017-05-11,343
2017-05-12,343
2017-05-13,341
2017-05-14,341
2017-05-15,345
2017-05-16,345
2017-05-17,346
2017-05-18,346
2017-05-19,346
2017-05-20,336
2017-05-21,336
2017-05-22,338
2017-05-23,338
2017-05-24,336
2017-05-25,336
2017-05-26,329
2017-05-27,329
2017-05-28,334
2017-05-29,334
2017-05-30,325
2017-05-31,325
2017-06-01,319
2017-06-02,319
2017-06-03,319
2017-06-06,317
2017-06-07,317
2017-06-08,325
2017-06-09,325
2017-06-10,321
2017-06-11,321
2017-06-12,326
2017-06-13,326
2017-06-14,322
2017-06-15,322
2017-06-16,316
2017-06-17,316
2017-06-18,318
2017-06-19,318
2017-06-20,320
2017-06-21,320
2017-06-22,319
2017-06-23,319
2017-06-24,325
2017-06-25,325
2017-06-26,325
2017-06-27,325
2017-06-28,333
2017-06-29,333
2017-06-30,337
2017-07-01,337
2017-07-02,336
2017-07-03,336
2017-07-04,333
2017-07-05,333
2017-07-06,330
2017-07-07,330
2017-07-08,330
2017-07-13,343
2017-07-14,330
2017-07-15,330
2017-07-16,325
2017-07-17,325
2017-07-18,321
2017-07-19,321
2017-07-20,320
2017-07-21,320
2017-07-22,318
2017-07-23,318
2017-07-24,320
2017-07-25,320
2017-07-26,326
2017-07-27,326
2017-07-28,336
2017-07-29,336
2017-07-30,332
2017-07-31,332
2017-08-01,333
2017-08-02,328
2017-08-03,328
2017-08-04,330
2017-08-05,323
2017-08-06,323
2017-08-09,308
2017-08-10,308
2017-08-11,315
2017-08-12,315
2017-08-13,314
2017-08-14,314
2017-08-15,318
2017-08-16,318
2017-08-17,317
2017-08-18,317
2017-08-19,307
2017-08-20,313
2017-08-21,313
2017-08-22,317
2017-08-23,317
2017-08-24,322
2017-08-25,322
2017-08-26,320
2017-08-27,320
2017-08-28,322
2017-08-29,322
2017-08-30,324
2017-08-31,324
2017-09-01,329
2017-09-02,329
2017-09-03,329
2017-09-04,326
2017-09-05,324
2017-09-06,324
2017-09-07,320
2017-09-08,320
2017-09-09,317
2017-09-10,317
2017-09-11,321
2017-09-12,321
2017-09-13,321
2017-09-14,322
2017-09-15,322
2017-09-16,321
2017-09-17,320
2017-09-19,316
2017-09-20,323
2017-09-21,323
2017-09-22,322
2017-09-23,322
2017-09-24,320
2017-09-25,320
2017-09-26,324
2017-09-27,324
2017-09-28,331
2017-09-29,331
2017-09-30,335
2017-10-01,335
2017-10-02,335
2017-10-03,335
2017-10-04,335
2017-10-05,335
2017-10-06,337
2017-10-07,337
2017-10-08,342
2017-10-09,342
2017-10-10,339
2017-10-11,339
2017-10-12,333
2017-10-13,329
2017-10-14,329
2017-10-15,331
2017-10-16,323
2017-10-17,323
2017-10-18,322
2017-10-19,322
2017-10-20,323
2017-10-21,323
2017-10-22,320
2017-10-23,320
2017-10-24,321
2017-10-25,317
2017-10-26,317
2017-10-27,311
2017-10-28,311
2017-10-29,312
2017-10-30,312
2017-10-31,307
2017-11-01,307
2017-11-02,309
2017-11-03,309
2017-11-04,311
2017-11-05,311
2017-11-06,313
2017-11-07,313
2017-11-08,312
2017-11-09,312
2017-11-10,315
2017-11-11,315
2017-11-12,312
2017-11-13,312
2017-11-14,311
2017-11-15,311
2017-11-16,311
2017-11-17,311
2017-11-18,308
2017-11-19,308
2017-11-20,302
2017-11-21,302
2017-11-22,314
2017-11-23,314
2017-11-24,315
2017-11-25,315
2017-11-26,313
2017-11-27,313
2017-11-28,310
2017-11-29,310
2017-11-30,310
2017-12-01,313
2017-12-02,313
2017-12-03,318
2017-12-04,318
2017-12-05,325
2017-12-06,325
2017-12-07,327
2017-12-08,327
2017-12-09,332
2017-12-10,343
2017-12-11,343
2017-12-12,335
2017-12-14,338
2017-12-15,325
2017-12-17,330
2017-12-18,331
2017-12-19,331
2017-12-20,331
2017-12-21,331
2017-12-22,341
2017-12-23,341
2017-12-24,332
2017-12-25,332
2017-12-26,324
2017-12-27,314
2017-12-28,314
2017-12-29,317
2017-12-30,328
2017-12-31,328
2018-01-01,321
2018-01-02,321
2018-01-03,333
2018-01-04,333
2018-01-05,329
2018-01-06,316
2018-01-07,316
2018-01-08,317
2018-01-09,309
2018-01-10,309
2018-01-11,309
2018-01-12,309
2018-01-13,311
2018-01-14,304
2018-01-15,311
2018-01-16,311
2018-01-17,310
2018-01-18,321
2018-01-19,321
2018-01-20,326
2018-01-21,326
2018-01-22,324
2018-01-23,321
2018-01-25,315
2018-01-26,316
2018-01-27,325
2018-01-28,325
2018-01-29,331
2018-01-31,325
2018-02-01,319
2018-02-02,322
2018-02-03,320
2018-02-04,315
2018-02-05,309
2018-02-06,322
2018-02-07,322
2018-02-08,322
2018-02-09,324
2018-02-10,324
2018-02-11,318
2018-02-12,317
2018-02-13,319
2018-02-14,320
2018-02-15,322
2018-02-16,332
2018-02-17,318
2018-02-18,323
2018-02-19,319
2018-02-20,324
2018-02-21,316
2018-02-22,322
2018-02-23,321
2018-02-24,315
2018-02-25,312
2018-02-26,313
2018-02-27,313
2018-03-01,317
2018-03-02,318
2018-03-03,327
2018-03-04,327
2018-03-05,325
2018-03-06,318
2018-03-07,315
2018-03-08,316
2018-03-09,319
2018-03-10,316
2018-03-11,315
2018-03-12,315
2018-03-13,319
2018-03-14,328
2018-03-15,326
2018-03-16,330
2018-03-17,329
2018-03-18,317
2018-03-19,322
2018-03-20,317
2018-03-21,321
2018-03-23,332
2018-03-24,335
2018-03-26,332
2018-03-27,334
2018-03-28,330
2018-03-29,327
2018-03-30,321
2018-03-31,322
2018-04-01,310
2018-04-02,308
2018-04-03,318
2018-04-04,325
2018-04-05,325
2018-04-06,324
2018-04-07,324
2018-04-08,325
2018-04-09,319
2018-04-10,317
2018-04-11,319
2018-04-12,315
2018-04-13,303
2018-04-14,301
2018-04-15,312
2018-04-16,312
2018-04-17,311
2018-04-18,311
2018-04-19,311
2018-04-20,312
2018-04-21,313
2018-04-22,313
2018-04-23,321
2018-04-24,328
2018-04-25,324
2018-04-26,324
2018-04-27,327
2018-04-28,331
2018-04-29,331
2018-04-30,329
2018-05-01,320
2018-05-04,321
2018-05-05,312
2018-05-06,312
2018-05-07,320
2018-05-08,319
2018-05-09,320
2018-05-10,319
2018-05-11,321
2018-05-12,323
2018-05-13,323
2018-05-14,320
2018-05-15,320
2018-05-16,323
2018-05-17,322
2018-05-18,323
2018-05-19,321
2018-05-20,322
2018-05-21,321
2018-05-22,322
2018-05-23,325
2018-05-24,321
2018-05-25,321
2018-05-26,321
2018-05-27,321
2018-05-28,325
2018-05-29,327
2018-05-30,322
2018-05-31,324
2018-06-01,325
2018-06-02,323
2018-06-03,323
2018-06-04,325
2018-06-05,322
2018-06-06,325
2018-06-07,325
2018-06-08,325
2018-06-09,325
2018-06-10,321
2018-06-11,322
2018-06-12,314
2018-06-13,324
2018-06-14,324
2018-06-15,319
2018-06-16,320
2018-06-17,324
2018-06-18,330
2018-06-19,327
2018-06-20,327
2018-06-21,321
2018-06-22,326
2018-06-23,326
2018-06-24,325
2018-06-25,324
2018-06-26,324
2018-06-27,325
2018-06-28,324
2018-06-29,325
2018-06-30,325
2018-07-01,322
2018-07-02,322
2018-07-03,315
2018-07-04,311
2018-07-05,323
2018-07-06,325
2018-07-07,323
2018-07-08,324
2018-07-09,326
2018-07-10,325
2018-07-11,326
2018-07-12,325
2018-07-13,319
2018-07-14,324
2018-07-15,324
2018-07-16,324
2018-07-17,327
2018-07-18,332
2018-07-19,326
2018-07-20,328
2018-07-21,323
2018-07-22,331
2018-07-23,328
2018-07-24,328
2018-07-25,325
2018-07-26,321
2018-07-27,320
2018-07-28,319
2018-07-29,326
2018-07-30,318
2018-07-31,316
2018-08-01,316
2018-08-02,323
2018-08-03,323
2018-08-04,322
2018-08-05,319
2018-08-06,312
2018-08-07,318
2018-08-08,328
2018-08-09,326
2018-08-10,330
2018-08-11,326
2018-08-12,322
2018-08-14,319
2018-08-16,319
2018-08-17,322
2018-08-18,323
2018-08-19,323
2018-08-20,322
2018-08-21,314
2018-08-22,317
2018-08-23,319
2018-08-24,321
2018-08-25,319
2018-08-26,314
2018-08-27,310
2018-08-28,321
2018-08-29,314
2018-08-30,302
2018-08-31,296
2018-09-01,296
2018-09-02,296
2018-09-03,287
2018-09-04,281
2018-09-05,296
2018-09-06,296
2018-09-07,301
2018-09-08,295
2018-09-09,297
2018-09-10,299
2018-09-11,301
2018-09-12,300
2018-09-13,301
2018-09-14,308
2018-09-15,308
2018-09-16,305
2018-09-17,310
2018-09-18,314
2018-09-19,320
2018-09-20,323
2018-09-21,324
2018-09-22,323
2018-09-23,325
2018-09-24,322
2018-09-25,326
2018-09-26,321
2018-09-27,322
2018-09-28,322
2018-09-29,315
2018-09-30,310
2018-10-02,309
2018-10-03,302
2018-10-04,305
2018-10-05,303
2018-10-06,309
2018-10-07,305
2018-10-08,309
2018-10-09,298
2018-10-10,296
2018-10-11,296
2018-10-12,293
2018-10-13,298
2018-10-14,289
2018-10-15,299
2018-10-16,305
2018-10-17,304
2018-10-18,299
2018-10-19,296
2018-10-20,296
2018-10-21,302
2018-10-22,307
2018-10-23,310
2018-10-24,310
2018-10-25,313
2018-10-26,311
2018-10-27,308
2018-10-28,309
2018-10-29,313
2018-10-30,310
2018-10-31,315
2018-11-01,312
2018-11-03,313
2018-11-04,311
2018-11-05,303
2018-11-06,308
2018-11-07,304
2018-11-08,302
2018-11-09,301
2018-11-10,301
2018-11-11,296
2018-11-12,296
2018-11-13,295
2018-11-14,293
2018-11-15,295
2018-11-16,294
2018-11-17,295
2018-11-18,294
2018-11-19,289
2018-11-20,285
2018-11-21,287
2018-11-22,291
2018-11-23,288
2018-11-24,285
2018-11-25,287
2018-11-26,288
2018-11-27,286
2018-11-28,288
2018-11-29,291
2018-12-01,299
2018-12-02,292
2018-12-03,286
2018-12-04,288
2018-12-05,287
2018-12-07,286
2018-12-09,297
2018-12-10,295
2018-12-11,300
2018-12-12,298
2018-12-13,295
2018-12-14,297
2018-12-15,300
2018-12-16,299
2018-12-17,296
2018-12-18,297
2018-12-19,299
2018-12-20,304
2018-12-21,303
2018-12-22,302
2018-12-23,296
2018-12-24,294
2018-12-25,298
2018-12-26,299
2018-12-27,297
2018-12-28,294
2018-12-29,290
2018-12-30,289
2018-12-31,288
2019-01-01,283
2019-01-02,282
2019-01-03,287
2019-01-04,279
2019-01-05,272
2019-01-06,269
2019-01-08,276
2019-01-10,281
2019-01-11,282
2019-01-12,283
2019-01-13,283
2019-01-14,285
2019-01-15,289
2019-01-16,294
2019-01-17,294
2019-01-18,302
2019-01-19,306
2019-01-20,303
2019-01-21,304
2019-01-22,310
2019-01-23,310
2019-01-24,309
2019-01-25,311
2019-01-26,309
2019-01-27,301
2019-01-28,296
2019-01-29,297
2019-01-30,300
2019-01-31,294
2019-02-01,295
2019-02-02,296
2019-02-03,294
2019-02-04,306
2019-02-05,311
2019-02-06,314
2019-02-07,309
2019-02-08,308
2019-02-09,299
2019-02-10,299
2019-02-11,295
2019-02-12,294
2019-02-13,295
2019-02-14,300
2019-02-15,301
2019-02-16,308
2019-02-17,306
2019-02-18,304
2019-02-19,307
2019-02-20,306
2019-02-21,307
2019-02-22,307
2019-02-23,304
2019-02-24,308
2019-02-25,311
2019-02-26,316
2019-02-27,319
2019-02-28,312
2019-03-01,311
2019-03-02,312
2019-03-03,311
2019-03-04,311
2019-03-05,312
2019-03-06,318
2019-03-07,320
2019-03-08,318
2019-03-09,315
2019-03-10,314
2019-03-11,308
2019-03-12,302
2019-03-13,304
2019-03-14,309
2019-03-15,309
2019-03-16,307
2019-03-17,304
2019-03-18,301
2019-03-19,307
2019-03-20,302
2019-03-21,301
2019-03-22,295
2019-03-23,289
2019-03-24,296
2019-03-25,300
2019-03-26,300
2019-03-27,298
2019-03-28,297
2019-03-29,296
2019-03-30,290
2019-03-31,292
2019-04-01,289
2019-04-02,293
2019-04-03,295
2019-04-04,295
2019-04-05,293
2019-04-06,288
2019-04-07,290
2019-04-08,291
2019-04-09,296
2019-04-10,295
2019-04-11,293
2019-04-12,289
2019-04-13,285
2019-04-14,288
2019-04-15,284
2019-04-16,289
2019-04-17,288
2019-04-18,288
2019-04-19,291
2019-04-20,297
2019-04-21,296
2019-04-22,294
2019-04-23,292
2019-04-24,288
2019-04-25,291
2019-04-26,290
2019-04-27,289
2019-04-28,295
2019-04-29,294
2019-04-30,294
2019-05-01,299
2019-05-02,291
2019-05-03,290
2019-05-04,296
2019-05-05,296
2019-05-06,299
2019-05-07,304
2019-05-08,302
2019-05-09,301
2019-05-10,301
2019-05-11,304
2019-05-12,300
2019-05-13,299
2019-05-14,295
2019-05-15,289
2019-05-16,294
2019-05-17,297
2019-05-18,290
2019-05-19,291
2019-05-20,287
2019-05-21,293
2019-05-22,290
2019-05-23,297
2019-05-24,299
2019-05-25,300
2019-05-26,300
2019-05-27,300
2019-05-28,305
2019-05-29,308
2019-05-30,310
2019-05-31,302
2019-06-01,304
2019-06-02,302
2019-06-03,304
2019-06-04,305
2019-06-05,305
2019-06-06,297
2019-06-07,304
2019-06-08,300
2019-06-09,298
2019-06-10,304
2019-06-11,305
2019-06-12,304
2019-06-13,301
2019-06-14,301
2019-06-15,292
2019-06-16,298
2019-06-17,299
2019-06-18,302
2019-06-19,305
2019-06-20,299
2019-06-21,297
2019-06-22,299
2019-06-23,297
2019-06-24,304
2019-06-25,300
2019-06-26,302
2019-06-27,306
2019-06-28,302
2019-06-29,296
2019-06-30,295
2019-07-01,301
2019-07-02,303
2019-07-03,304
2019-07-04,319
2019-07-05,323
2019-07-06,310
2019-07-07,310
2019-07-08,306
2019-07-09,304
2019-07-10,308
2019-07-11,318
2019-07-12,316
2019-07-13,330
2019-07-14,334
2019-07-15,332
2019-07-16,325
2019-07-17,317
2019-07-18,308
2019-07-19,310
2019-07-20,297
2019-07-21,295
2019-07-22,296
2019-07-23,301
2019-07-24,291
2019-07-25,292
2019-07-26,294
2019-07-27,293
2019-07-28,297
2019-07-29,295
2019-07-30,294
2019-07-31,291
2019-08-01,289
2019-08-02,288
2019-08-03,288
2019-08-04,291
2019-08-05,286
2019-08-06,271
2019-08-07,270
2019-08-08,280
2019-08-09,282
2019-08-10,281
2019-08-11,278
2019-08-12,275
2019-08-13,280
2019-08-14,281
2019-08-15,282
2019-08-16,283
2019-08-17,291
2019-08-18,289
2019-08-19,298
2019-08-20,296
2019-08-21,298
2019-08-22,303
2019-08-23,297
2019-08-24,295
2019-08-24,295
2019-08-25,291
2019-08-25,291
2019-08-26,292
2019-08-26,292
2019-08-27,297
2019-08-27,297
2019-08-28,301
2019-08-29,297
2019-08-30,305
2019-08-31,304
2019-09-01,299
2019-09-02,295
2019-09-03,291
2019-09-04,291
2019-09-05,295
