date_obj,Toadflax%20potion%20(unf) price
2015-03-26,2095
2015-03-27,2095
2015-03-28,2095
2015-03-29,2095
2015-03-30,2095
2015-03-31,1993
2015-04-01,1993
2015-04-02,1993
2015-04-03,1993
2015-04-04,1993
2015-04-05,1993
2015-04-06,1993
2015-04-07,1916
2015-04-08,1916
2015-04-09,1916
2015-04-10,1916
2015-04-11,1916
2015-04-12,1916
2015-04-13,1916
2015-04-14,1916
2015-04-15,1912
2015-04-16,1912
2015-04-17,1912
2015-04-18,1912
2015-04-19,1912
2015-04-20,1912
2015-04-21,1912
2015-04-22,1912
2015-04-23,1912
2015-04-24,1963
2015-04-25,1963
2015-04-26,1963
2015-04-27,1963
2015-04-28,1963
2015-04-29,1963
2015-04-30,1963
2015-05-01,1963
2015-05-02,2036
2015-05-03,2036
2015-05-04,2036
2015-05-05,2036
2015-05-06,2036
2015-05-07,2036
2015-05-08,2036
2015-05-09,2036
2015-05-10,2036
2015-05-11,2124
2015-05-12,2124
2015-05-13,2124
2015-05-14,2124
2015-05-15,2124
2015-05-16,2124
2015-05-17,2124
2015-05-18,2124
2015-05-19,2124
2015-05-20,2124
2015-05-21,2157
2015-05-22,2157
2015-05-23,2157
2015-05-24,2157
2015-05-25,2157
2015-05-26,2157
2015-05-27,2157
2015-05-28,2156
2015-05-29,2156
2015-05-30,2156
2015-05-31,2156
2015-06-01,2156
2015-06-02,2115
2015-06-03,2115
2015-06-04,2115
2015-06-05,2115
2015-06-06,2115
2015-06-07,2048
2015-06-08,2048
2015-06-09,2048
2015-06-10,2048
2015-06-11,2048
2015-06-12,2048
2015-06-13,2055
2015-06-14,2055
2015-06-15,2055
2015-06-16,2055
2015-06-17,2055
2015-06-18,2055
2015-06-19,2055
2015-06-20,2062
2015-06-21,2062
2015-06-22,2062
2015-06-23,2062
2015-06-24,2062
2015-06-25,2062
2015-06-26,2072
2015-06-27,2072
2015-06-28,2072
2015-06-29,2072
2015-06-30,2072
2015-07-01,2072
2015-07-02,1988
2015-07-03,1988
2015-07-04,1988
2015-07-05,1988
2015-07-06,1988
2015-07-07,1988
2015-07-08,1944
2015-07-09,1944
2015-07-10,1944
2015-07-11,1944
2015-07-12,1944
2015-07-13,1944
2015-07-14,1944
2015-07-15,1936
2015-07-16,1936
2015-07-17,1936
2015-07-18,1936
2015-07-19,1936
2015-07-20,1936
2015-07-21,1957
2015-07-22,1957
2015-07-23,1957
2015-07-24,1957
2015-07-25,1957
2015-07-26,1957
2015-07-27,1997
2015-07-28,1997
2015-07-29,1997
2015-07-30,1997
2015-07-31,1997
2015-08-01,1997
2015-08-02,2057
2015-08-03,2057
2015-08-04,2057
2015-08-05,2057
2015-08-06,2057
2015-08-07,2057
2015-08-08,2149
2015-08-09,2149
2015-08-10,2149
2015-08-11,2149
2015-08-12,2149
2015-08-13,2146
2015-08-14,2146
2015-08-15,2146
2015-08-16,2146
2015-08-17,2146
2015-08-18,2218
2015-08-19,2218
2015-08-20,2218
2015-08-21,2218
2015-08-22,2277
2015-08-23,2277
2015-08-24,2277
2015-08-25,2277
2015-08-26,2277
2015-08-27,2375
2015-08-28,2375
2015-08-29,2375
2015-08-30,2375
2015-08-31,2375
2015-09-01,2452
2015-09-02,2452
2015-09-03,2452
2015-09-04,2452
2015-09-05,2452
2015-09-06,2452
2015-09-07,2452
2015-09-08,2514
2015-09-09,2514
2015-09-10,2514
2015-09-11,2514
2015-09-12,2514
2015-09-13,2514
2015-09-14,2461
2015-09-15,2461
2015-09-16,2461
2015-09-17,2461
2015-09-18,2461
2015-09-19,2357
2015-09-20,2357
2015-09-21,2357
2015-09-22,2357
2015-09-23,2357
2015-09-24,2357
2015-09-25,2347
2015-09-27,2347
2015-09-28,2347
2015-09-29,2347
2015-09-30,2296
2015-10-05,2296
2015-10-06,2296
2015-10-07,2360
2015-10-08,2360
2015-10-09,2360
2015-10-10,2360
2015-10-11,2360
2015-10-12,2375
2015-10-13,2375
2015-10-14,2375
2015-10-15,2375
2015-10-16,2375
2015-10-17,2375
2015-10-18,2372
2015-10-19,2372
2015-10-20,2372
2015-10-22,2372
2015-10-23,2372
2015-10-24,2430
2015-10-25,2430
2015-10-26,2430
2015-10-27,2430
2015-10-29,2519
2015-10-30,2519
2015-10-31,2519
2015-11-01,2519
2015-11-02,2519
2015-11-03,2519
2015-11-04,2641
2015-11-05,2641
2015-11-06,2641
2015-11-07,2641
2015-11-08,2641
2015-11-09,2641
2015-11-10,2641
2015-11-11,2722
2015-11-12,2722
2015-11-13,2722
2015-11-14,2722
2015-11-15,2722
2015-11-16,2722
2015-11-17,2722
2015-11-18,2722
2015-11-19,2850
2015-11-20,2850
2015-11-21,2850
2015-11-22,2850
2015-11-23,2850
2015-11-24,2850
2015-11-25,2850
2015-11-26,2850
2015-11-27,2948
2015-11-28,2948
2015-11-29,2948
2015-11-30,2948
2015-12-01,2948
2015-12-02,2948
2015-12-03,2948
2015-12-04,2992
2015-12-05,2992
2015-12-06,2992
2015-12-07,2992
2015-12-08,2992
2015-12-09,2992
2015-12-10,2992
2015-12-11,3006
2015-12-13,3006
2015-12-14,3006
2015-12-15,3006
2015-12-16,3006
2015-12-17,3006
2015-12-18,2899
2015-12-19,2899
2015-12-20,2899
2015-12-21,2899
2015-12-22,2899
2015-12-23,2889
2015-12-24,2889
2015-12-25,2889
2015-12-26,2889
2015-12-27,2889
2015-12-28,2889
2015-12-29,3023
2015-12-30,3023
2015-12-31,3023
2016-01-01,3023
2016-01-02,3023
2016-01-03,3163
2016-01-04,3163
2016-01-05,3163
2016-01-06,3163
2016-01-07,3163
2016-01-08,3081
2016-01-09,3081
2016-01-10,3081
2016-01-11,3081
2016-01-12,3126
2016-01-13,3126
2016-01-14,3126
2016-01-15,3126
2016-01-16,3126
2016-01-17,3221
2016-01-18,3221
2016-01-19,3221
2016-01-20,3221
2016-01-21,3221
2016-01-22,3226
2016-01-23,3226
2016-01-24,3226
2016-01-25,3226
2016-01-26,3159
2016-01-27,3159
2016-01-28,3159
2016-01-29,3159
2016-01-30,3099
2016-01-31,3099
2016-02-01,3099
2016-02-02,3099
2016-02-03,3102
2016-02-04,3102
2016-02-05,3102
2016-02-06,3102
2016-02-07,3102
2016-02-08,3039
2016-02-09,3039
2016-02-10,3039
2016-02-11,3039
2016-02-12,3039
2016-02-13,2953
2016-02-14,2953
2016-02-15,2953
2016-02-16,2953
2016-02-17,2953
2016-02-18,2861
2016-02-19,2861
2016-02-20,2861
2016-02-21,2861
2016-02-22,2861
2016-02-23,2800
2016-02-24,2800
2016-02-25,2800
2016-02-26,2800
2016-02-27,2800
2016-02-28,2845
2016-02-29,2845
2016-03-01,2845
2016-03-02,2845
2016-03-03,2845
2016-03-04,2845
2016-03-05,2946
2016-03-06,2946
2016-03-07,2946
2016-03-08,2946
2016-03-09,2946
2016-03-10,2938
2016-03-11,2938
2016-03-12,2938
2016-03-13,2938
2016-03-14,2938
2016-03-15,2871
2016-03-16,2871
2016-03-17,2871
2016-03-18,2871
2016-03-19,2786
2016-03-20,2786
2016-03-21,2786
2016-03-22,2786
2016-03-23,2786
2016-03-24,2834
2016-03-25,2834
2016-03-26,2834
2016-03-27,2834
2016-03-28,2834
2016-03-29,2740
2016-03-30,2740
2016-03-31,2740
2016-04-01,2740
2016-04-02,2740
2016-04-03,2657
2016-04-04,2657
2016-04-05,2657
2016-04-06,2657
2016-04-07,2657
2016-04-08,2657
2016-04-09,2745
2016-04-10,2745
2016-04-11,2745
2016-04-12,2745
2016-04-13,2745
2016-04-14,2745
2016-04-15,2745
2016-04-16,2745
2016-04-17,2745
2016-04-18,2745
2016-04-19,2745
2016-04-20,2712
2016-04-21,2712
2016-04-22,2712
2016-04-23,2712
2016-04-24,2712
2016-04-25,2780
2016-04-26,2780
2016-04-27,2780
2016-04-28,2780
2016-04-29,2780
2016-04-30,2759
2016-05-01,2759
2016-05-02,2759
2016-05-03,2759
2016-05-04,2759
2016-05-05,2792
2016-05-06,2792
2016-05-07,2792
2016-05-08,2792
2016-05-09,2792
2016-05-10,2724
2016-05-11,2724
2016-05-12,2724
2016-05-13,2724
2016-05-14,2724
2016-05-15,2765
2016-05-16,2765
2016-05-17,2765
2016-05-18,2765
2016-05-19,2765
2016-05-22,2723
2016-05-23,2723
2016-05-24,2806
2016-05-25,2806
2016-05-26,2806
2016-05-27,2806
2016-05-28,2806
2016-05-29,2708
2016-05-30,2708
2016-05-31,2708
2016-06-01,2708
2016-06-02,2623
2016-06-03,2623
2016-06-04,2623
2016-06-05,2623
2016-06-06,2681
2016-06-07,2681
2016-06-08,2681
2016-06-09,2681
2016-06-10,2681
2016-06-11,2780
2016-06-12,2780
2016-06-13,2780
2016-06-14,2780
2016-06-15,2780
2016-06-16,2869
2016-06-17,2869
2016-06-18,2869
2016-06-19,2940
2016-06-20,2940
2016-06-21,2940
2016-06-22,2940
2016-06-23,2991
2016-06-24,2991
2016-06-25,2991
2016-06-26,2991
2016-06-27,2991
2016-06-28,2942
2016-06-29,2942
2016-06-30,2942
2016-07-01,2946
2016-07-02,2946
2016-07-03,2946
2016-07-04,2946
2016-07-05,3000
2016-07-06,3000
2016-07-07,3000
2016-07-08,3000
2016-07-09,2871
2016-07-10,2871
2016-07-11,2871
2016-07-12,2729
2016-07-13,2729
2016-07-14,2729
2016-07-15,2729
2016-07-16,2658
2016-07-17,2658
2016-07-18,2658
2016-07-24,2658
2016-07-25,2586
2016-07-26,2586
2016-07-27,2586
2016-07-28,2586
2016-07-29,2586
2016-07-30,2608
2016-07-31,2608
2016-08-01,2608
2016-08-02,2608
2016-08-03,2608
2016-08-04,2541
2016-08-05,2541
2016-08-06,2541
2016-08-07,2541
2016-08-08,2541
2016-08-09,2510
2016-08-10,2510
2016-08-11,2510
2016-08-12,2510
2016-08-13,2510
2016-08-14,2496
