date_obj,Ensouled%20aviansie%20head price
2016-07-25,8068
2016-07-26,8068
2016-07-27,8467
2016-07-28,8802
2016-07-29,8619
2016-07-30,8530
2016-07-31,8530
2016-08-01,8646
2016-08-02,8306
2016-08-03,8336
2016-08-04,8375
2016-08-05,8452
2016-08-06,8401
2016-08-07,8225
2016-08-08,7821
2016-08-09,7849
2016-08-10,8080
2016-08-11,8080
2016-08-12,7847
2016-08-13,7789
2016-08-14,7851
2016-08-15,7932
2016-08-16,7955
2016-08-17,8147
2016-08-18,7975
2016-08-19,7898
2016-08-20,7964
2016-08-21,7763
2016-08-22,7646
2016-08-23,7355
2016-08-24,7303
2016-08-25,7053
2016-08-26,7053
2016-08-28,7152
2016-08-31,6890
2016-09-01,7139
2016-09-02,7139
2016-09-03,6799
2016-09-04,6554
2016-09-05,6499
2016-09-06,6349
2016-09-07,6349
2016-09-08,6349
2016-09-09,6308
2016-09-10,6024
2016-09-11,6024
2016-09-12,5878
2016-09-13,5914
2016-09-14,5914
2016-09-15,6190
2016-09-16,6190
2016-09-17,6500
2016-09-18,6825
2016-09-19,7001
2016-09-20,7001
2016-09-21,7306
2016-09-22,7672
2016-09-23,8049
2016-09-24,8049
2016-09-25,8100
2016-09-26,8100
2016-09-27,8250
2016-09-28,8003
2016-09-29,8003
2016-09-30,7920
2016-10-01,7570
2016-10-02,7570
2016-10-03,7355
2016-10-04,7107
2016-10-05,7010
2016-10-06,6816
2016-10-07,7058
2016-10-08,7276
2016-10-09,7276
2016-10-10,6957
2016-10-11,6721
2016-10-12,6721
2016-10-13,6791
2016-10-14,6714
2016-10-15,6524
2016-10-16,6734
2016-10-17,6998
2016-10-18,7143
2016-10-19,7143
2016-10-20,7115
2016-10-21,7254
2016-10-22,7254
2016-10-23,6950
2016-10-24,6935
2016-10-25,6935
2016-10-26,6949
2016-10-27,6949
2016-10-28,7100
2016-10-29,7169
2016-10-30,7394
2016-10-31,7275
2016-11-01,7275
2016-11-02,7165
2016-11-03,7165
2016-11-04,7003
2016-11-05,7003
2016-11-06,7102
2016-11-07,7102
2016-11-08,7370
2016-11-09,7153
2016-11-10,7125
2016-11-11,7125
2016-11-12,7177
2016-11-13,7177
2016-11-14,7199
2016-11-15,7146
2016-12-07,7465
2016-12-08,7593
2016-12-09,7903
2016-12-10,8221
2016-12-11,8216
2016-12-12,8355
2016-12-13,8228
2016-12-14,7968
2016-12-15,7968
2016-12-16,7757
2016-12-17,7838
2016-12-18,7881
2016-12-19,7655
2016-12-20,7449
2016-12-21,7597
2016-12-22,7597
2016-12-23,7478
2016-12-24,7478
2016-12-25,7663
2016-12-26,7494
2016-12-27,7513
2016-12-28,7449
2016-12-29,7475
2016-12-30,7435
2016-12-31,7691
2017-01-01,7676
2017-01-02,7478
2017-01-03,7533
2017-01-04,7792
2017-01-05,7792
2017-01-06,7667
2017-01-07,7553
2017-01-08,7175
2017-01-09,7170
2017-01-10,7146
2017-01-11,6835
2017-01-12,6838
2017-01-13,6838
2017-01-14,6891
2017-01-15,7036
2017-01-16,7216
2017-01-17,7240
2017-01-18,7271
2017-01-19,7409
2017-01-20,7200
2017-01-21,7083
2017-01-22,7040
2017-01-23,7290
2017-01-27,7503
2017-01-28,7277
2017-01-29,7346
2017-01-30,7346
2017-01-31,7372
2017-02-01,7307
2017-02-02,7673
2017-02-03,7721
2017-02-04,7704
2017-02-05,7407
2017-02-06,7557
2017-02-07,7321
2017-02-08,7268
2017-02-09,7268
2017-02-10,7178
2017-02-11,7214
2017-02-12,7268
2017-02-13,7530
2017-02-14,7471
2017-02-15,7324
2017-02-16,7299
2017-02-18,7481
2017-02-19,7391
2017-02-20,7620
2017-02-21,7465
2017-02-22,7475
2017-02-23,7581
2017-02-24,7396
2017-02-25,7423
2017-02-26,7514
2017-02-27,7529
2017-02-28,7606
2017-03-01,7631
2017-03-02,7765
2017-03-03,7694
2017-03-04,7679
2017-03-05,7473
2017-03-06,7100
2017-03-07,7282
2017-03-08,7453
2017-03-09,7410
2017-03-10,7272
2017-03-11,7229
2017-03-12,7287
2017-03-13,7579
2017-03-14,7886
2017-03-15,7716
2017-03-16,7675
2017-03-17,7291
2017-03-18,6995
2017-03-19,7036
2017-03-20,7249
2017-03-21,7304
2017-03-22,7050
2017-03-23,6710
2017-03-24,6743
2017-03-25,6743
2017-03-26,6863
2017-03-27,7142
2017-03-28,6864
2017-03-29,6922
2017-03-30,6835
2017-03-31,6522
2017-04-01,6446
2017-04-02,6150
2017-04-03,5842
2017-04-04,5824
2017-04-12,6161
2017-04-13,6464
2017-04-14,6748
2017-04-15,6770
2017-04-16,6587
2017-04-17,6448
2017-04-18,6740
2017-04-19,6404
2017-04-20,6521
2017-04-21,6320
2017-04-22,6225
2017-04-23,6212
2017-04-24,6082
2017-04-25,6074
2017-04-26,6074
2017-04-27,6359
2017-04-28,6413
2017-04-29,6425
2017-04-30,6330
2017-05-01,6330
2017-05-02,6287
2017-05-03,6127
2017-05-04,5975
2017-05-05,5884
2017-05-06,5843
2017-05-07,5946
2017-05-08,6016
2017-05-09,5983
2017-05-10,6049
2017-05-11,6094
2017-05-12,6117
2017-05-13,6028
2017-05-14,6027
2017-05-15,6031
2017-05-16,6057
2017-05-17,5957
2017-05-18,5953
2017-05-19,6036
2017-05-20,6301
2017-05-21,6301
2017-05-22,6307
2017-05-23,6598
2017-05-24,6920
2017-05-25,6862
2017-05-26,6908
2017-05-27,6903
2017-05-28,6850
2017-05-29,6931
2017-05-30,7104
2017-05-31,7306
2017-06-01,7293
2017-06-02,7057
2017-06-03,7131
2017-06-04,6777
2017-06-05,6790
2017-06-06,7130
2017-06-07,7487
2017-06-08,7487
2017-06-09,7416
2017-06-10,7165
2017-06-11,7030
2017-06-12,7051
2017-06-13,6895
2017-06-14,6660
2017-06-15,6431
2017-06-16,6432
2017-06-17,6517
2017-06-18,6709
2017-06-19,6709
2017-06-20,6639
2017-06-21,6634
2017-06-22,6634
2017-06-23,6640
2017-06-24,6644
2017-06-25,6759
2017-06-26,6884
2017-06-27,6762
2017-06-28,6821
2017-06-29,6908
2017-06-30,7149
2017-07-01,7149
2017-07-02,7340
2017-07-03,7295
2017-07-04,7606
2017-07-05,7606
2017-07-06,7244
2017-07-07,7244
2017-07-08,6995
2017-07-13,7223
2017-07-14,7417
2017-07-15,7417
2017-07-16,7388
2017-07-17,7503
2017-07-18,7798
2017-07-19,7878
2017-07-20,8109
2017-07-21,7956
2017-07-22,7716
2017-07-23,7514
2017-07-24,7514
2017-07-25,7203
2017-07-26,6979
2017-07-27,6943
2017-07-28,6938
2017-07-29,6938
2017-07-30,7127
2017-07-31,7127
2017-08-01,7084
2017-08-02,7140
2017-08-03,7140
2017-08-04,6910
2017-08-05,6985
2017-08-06,6985
2017-08-09,6687
2017-08-10,6606
2017-08-11,6376
2017-08-12,6489
2017-08-13,6514
2017-08-14,6747
2017-08-15,6603
2017-08-16,6787
2017-08-17,6830
2017-08-18,6830
2017-08-19,6586
2017-08-20,6438
2017-08-21,6455
2017-08-22,6565
2017-08-23,6507
2017-08-24,6507
2017-08-25,6632
2017-08-26,6653
2017-08-27,6771
2017-08-28,6858
2017-08-29,6858
2017-08-30,6751
2017-08-31,6752
2017-09-01,6752
2017-09-03,6825
2017-09-04,7088
2017-09-05,7075
2017-09-06,7378
2017-09-07,7747
2017-09-08,7747
2017-09-09,8135
2017-09-10,8113
2017-09-11,7836
2017-09-12,7488
2017-09-13,7113
2017-09-14,6920
2017-09-15,6920
2017-09-16,6594
2017-09-17,6479
2017-09-18,6525
2017-09-19,6567
2017-09-20,6463
2017-09-21,6323
2017-09-22,6566
2017-09-23,6566
2017-09-24,6731
2017-09-25,7005
2017-09-26,7006
2017-09-27,7006
2017-09-28,6743
2017-09-29,6430
2017-09-30,6146
2017-10-01,6178
2017-10-02,6148
2017-10-03,6148
2017-10-04,6279
2017-10-05,6337
2017-10-06,6370
2017-10-07,6233
2017-10-08,5945
2017-10-09,6183
2017-10-10,6204
2017-10-11,6204
2017-10-12,6035
2017-10-13,5872
2017-10-14,5578
2017-10-15,5578
2017-10-16,5527
2017-10-17,5527
2017-10-18,5582
2017-10-19,5761
2017-10-20,5773
2017-10-21,5689
2017-10-22,5424
2017-10-23,5351
2017-10-24,5558
2017-10-25,5542
2017-10-26,5612
2017-10-27,5505
2017-10-28,5505
2017-10-29,5332
2017-10-30,5200
2017-10-31,5106
2017-11-01,5106
2017-11-02,5063
2017-11-03,4937
2017-11-04,4936
2017-11-05,5091
2017-11-06,5063
2017-11-07,5063
2017-11-08,5099
2017-11-09,5166
2017-11-10,5265
2017-11-11,5463
2017-11-12,5365
2017-11-13,5576
2017-11-14,5576
2017-11-15,5637
2017-11-16,5537
2017-11-17,5278
2017-11-18,5278
2017-11-19,5106
2017-11-20,5123
2017-11-21,5159
2017-11-22,5171
2017-11-23,5231
2017-11-24,5010
2017-11-25,5215
2017-11-26,5417
2017-11-27,5417
2017-11-28,5280
2017-11-29,5181
2017-11-30,5181
2017-12-01,5153
2017-12-02,4952
2017-12-03,4885
2017-12-04,5076
2017-12-05,5134
2017-12-06,5103
2017-12-07,4954
2017-12-08,4842
2017-12-09,5078
2017-12-10,5277
2017-12-11,5338
2017-12-12,5253
2017-12-13,5045
2017-12-14,5192
2017-12-15,5003
2017-12-16,4868
2017-12-17,4654
2017-12-18,4582
2017-12-19,4729
2017-12-20,4711
2017-12-21,4544
2017-12-22,4376
2017-12-23,4495
2017-12-24,4533
2017-12-25,4598
2017-12-26,4815
2017-12-27,4702
2017-12-28,4717
2017-12-29,4641
2017-12-30,4420
2017-12-31,4308
2018-01-01,4339
2018-01-02,4418
2018-01-03,4514
2018-01-04,4473
2018-01-05,4611
2018-01-06,4647
2018-01-07,4750
2018-01-08,4938
2018-01-09,4927
2018-01-10,4757
2018-01-11,4843
2018-01-12,4695
2018-01-13,4777
2018-01-14,4727
2018-01-15,4626
2018-01-16,4596
2018-01-17,4622
2018-01-18,4647
2018-01-19,4620
2018-01-20,4817
2018-01-21,4853
2018-01-22,4868
2018-01-23,5112
2018-01-25,5604
2018-01-26,5617
2018-01-27,5468
2018-01-28,5494
2018-01-29,5487
2018-01-30,5272
2018-01-31,5376
2018-02-01,5343
2018-02-02,5530
2018-02-03,5623
2018-02-04,5905
2018-02-05,6097
2018-02-06,6010
2018-02-07,5723
2018-02-08,5723
2018-02-09,5459
2018-02-10,5459
2018-02-11,5433
2018-02-12,5644
2018-02-13,5644
2018-02-14,5591
2018-02-15,5563
2018-02-16,5563
2018-02-17,5620
2018-02-18,5536
2018-02-19,5813
2018-02-20,5937
2018-02-21,6204
2018-02-22,6204
2018-02-23,6093
2018-02-24,6093
2018-02-25,6261
2018-02-26,6230
2018-02-27,6190
2018-02-28,6190
2018-03-01,6002
2018-03-02,6105
2018-03-03,6384
2018-03-04,6384
2018-03-05,6322
2018-03-06,6243
2018-03-07,6271
2018-03-08,6357
2018-03-09,6398
2018-03-10,6696
2018-03-11,6996
2018-03-12,6972
2018-03-13,6747
2018-03-14,6576
2018-03-15,6576
2018-03-16,6719
2018-03-17,6691
2018-03-18,6593
2018-03-20,6360
2018-03-21,6546
2018-03-23,6849
2018-03-24,7098
2018-03-25,7060
2018-03-26,7060
2018-03-27,6981
2018-03-28,6981
2018-03-29,6905
2018-03-30,6905
2018-03-31,6836
2018-04-01,6836
2018-04-02,6765
2018-04-03,6966
2018-04-04,6869
2018-04-05,6869
2018-04-06,6566
2018-04-07,6566
2018-04-08,6387
2018-04-09,6266
2018-04-10,6566
2018-04-11,6704
2018-04-12,6840
2018-04-13,6840
2018-04-14,6678
2018-04-15,6441
2018-04-16,6270
2018-04-17,6091
2018-04-18,6091
2018-04-19,6076
2018-04-20,6057
2018-04-21,5786
2018-04-22,5786
2018-04-23,5890
2018-04-24,5924
2018-04-25,5909
2018-04-26,5909
2018-04-27,5953
2018-04-28,6073
2018-04-29,5885
2018-04-30,6151
2018-05-01,6252
2018-05-03,6212
2018-05-04,6460
2018-05-05,6560
2018-05-07,6296
2018-05-08,5988
2018-05-09,6027
2018-05-10,6126
2018-05-11,6032
2018-05-12,6172
2018-05-13,6172
2018-05-14,6170
2018-05-15,6170
2018-05-16,6210
2018-05-17,6210
2018-05-18,6219
2018-05-19,6108
2018-05-20,6108
2018-05-21,6099
2018-05-22,6099
2018-05-23,6150
2018-05-24,6425
2018-05-25,6425
2018-05-26,6597
2018-05-27,6597
2018-05-28,6409
2018-05-29,6454
2018-05-30,6454
2018-05-31,6230
2018-06-01,6256
2018-06-02,6262
2018-06-03,6262
2018-06-04,6165
2018-06-05,5993
2018-06-06,6061
2018-06-07,6061
2018-06-08,6077
2018-06-09,6077
2018-06-10,6125
2018-06-11,6125
2018-06-12,6249
2018-06-13,6491
2018-06-14,6550
2018-06-15,6550
2018-06-16,6589
2018-06-17,6467
2018-06-18,6393
2018-06-19,6158
2018-06-20,6158
2018-06-22,6516
2018-06-23,6516
2018-06-24,6672
2018-06-25,6451
2018-06-26,6451
2018-06-27,6774
2018-06-28,7013
2018-06-29,6992
2018-06-30,6824
2018-07-01,6644
2018-07-02,6644
2018-07-03,6660
2018-07-04,6542
2018-07-05,6452
2018-07-06,6559
2018-07-07,6559
2018-07-08,6497
2018-07-09,6454
2018-07-10,6516
2018-07-11,6580
2018-07-12,6580
2018-07-13,6650
2018-07-14,6698
2018-07-15,6698
2018-07-16,6503
2018-07-17,6537
2018-07-18,6537
2018-07-19,6689
2018-07-20,6444
2018-07-21,6441
2018-07-22,6427
2018-07-23,6616
2018-07-24,6945
2018-07-25,7242
2018-07-26,7316
2018-07-27,7460
2018-07-28,7504
2018-07-29,7147
2018-07-30,6867
2018-07-31,6916
2018-08-01,6916
2018-08-02,7028
2018-08-03,7138
2018-08-04,7072
2018-08-05,6724
2018-08-06,6771
2018-08-07,6691
2018-08-08,6510
2018-08-09,6510
2018-08-10,6346
2018-08-11,6181
2018-08-12,6290
2018-08-14,6487
2018-08-16,6502
2018-08-17,6231
2018-08-18,6231
2018-08-19,6023
2018-08-20,5910
2018-08-21,6033
2018-08-22,6109
2018-08-23,6109
2018-08-24,6007
2018-08-25,6242
2018-08-26,6431
2018-08-27,6296
2018-08-28,6523
2018-08-29,6523
2018-08-30,6741
2018-08-31,6584
2018-09-01,6563
2018-09-02,6401
2018-09-03,6532
2018-09-04,6599
2018-09-05,6873
2018-09-06,6873
2018-09-07,7137
2018-09-08,7239
2018-09-09,6975
2018-09-10,7287
2018-09-11,7287
2018-09-12,7407
2018-09-13,7407
2018-09-14,7410
2018-09-15,7440
2018-09-16,7440
2018-09-17,7546
2018-09-18,7400
2018-09-19,7150
2018-09-20,7026
2018-09-21,6737
2018-09-22,6717
2018-09-23,6900
2018-09-24,6826
2018-09-25,6826
2018-09-26,6747
2018-09-27,6747
2018-09-28,6937
2018-09-29,6937
2018-09-30,6870
2018-10-01,6839
2018-10-02,6696
2018-10-03,6888
2018-10-04,6888
2018-10-05,7042
2018-10-06,6902
2018-10-07,6902
2018-10-08,6960
2018-10-09,7170
2018-10-10,7311
2018-10-11,7218
2018-10-12,7218
2018-10-13,7554
2018-10-14,7860
2018-10-15,8011
2018-10-16,8342
2018-10-17,8528
2018-10-18,8236
2018-10-19,8190
2018-10-20,8190
2018-10-21,7961
2018-10-22,7847
2018-10-23,7492
2018-10-24,7445
2018-10-25,7126
2018-10-26,6781
2018-10-27,6525
2018-10-28,6558
2018-10-29,6558
2018-10-30,6448
2018-10-31,6383
2018-11-01,6451
2018-11-03,6479
2018-11-04,6621
2018-11-05,6695
2018-11-06,6435
2018-11-07,6190
2018-11-08,6270
2018-11-09,6165
2018-11-10,6258
2018-11-11,6559
2018-11-12,6595
2018-11-13,6484
2018-11-14,6478
2018-11-15,6513
2018-11-16,6475
2018-11-17,6361
2018-11-18,6264
2018-11-19,6463
2018-11-20,6533
2018-11-21,6317
2018-11-22,6460
2018-11-23,6517
2018-11-24,6554
2018-11-25,6882
2018-11-26,6882
2018-11-27,7039
2018-11-28,6958
2018-11-29,7306
2018-12-01,7912
2018-12-02,8023
2018-12-03,8023
2018-12-04,7720
2018-12-05,7553
2018-12-07,7545
2018-12-09,7417
2018-12-10,7400
2018-12-11,7431
2018-12-12,7420
2018-12-13,7130
2018-12-14,7170
2018-12-15,7032
2018-12-16,6876
2018-12-17,6780
2018-12-18,6723
2018-12-19,6525
2018-12-20,6603
2018-12-21,6486
2018-12-22,6608
2018-12-23,6282
2018-12-24,5969
2018-12-25,5889
2018-12-26,5959
2018-12-27,5976
2018-12-28,6033
2018-12-29,5917
2018-12-30,5893
2018-12-31,6025
2019-01-01,6107
2019-01-02,5823
2019-01-03,5815
2019-01-04,5993
2019-01-05,6088
2019-01-06,6272
2019-01-08,6314
2019-01-10,6070
2019-01-11,6036
2019-01-12,6031
2019-01-13,5755
2019-01-14,5849
2019-01-15,5943
2019-01-16,6176
2019-01-17,6087
2019-01-18,6195
2019-01-19,6055
2019-01-20,6106
2019-01-21,6235
2019-01-22,6155
2019-01-23,5847
2019-01-24,6004
2019-01-25,5934
2019-01-26,5898
2019-01-27,5716
2019-01-28,5819
2019-01-29,6059
2019-01-30,6307
2019-01-31,6623
2019-02-01,6955
2019-02-02,7125
2019-02-03,6951
2019-02-04,6808
2019-02-05,6887
2019-02-06,6887
2019-02-07,7017
2019-02-08,7071
2019-02-09,7324
2019-02-10,7273
2019-02-11,7087
2019-02-12,6983
2019-02-13,7040
2019-02-14,7040
2019-02-15,7066
2019-02-16,7057
2019-02-17,6974
2019-02-18,6921
2019-02-19,6867
2019-02-20,6866
2019-02-21,6861
2019-02-22,7083
2019-02-23,6918
2019-02-24,6643
2019-02-25,6703
2019-02-26,6702
2019-02-27,6665
2019-02-28,6358
2019-03-01,6091
2019-03-02,6082
2019-03-03,6001
2019-03-04,6161
2019-03-05,6378
2019-03-06,6590
2019-03-07,6355
2019-03-08,6355
2019-03-09,6440
2019-03-10,6342
2019-03-11,6421
2019-03-12,6444
2019-03-13,6473
2019-03-14,6542
2019-03-15,6763
2019-03-16,6591
2019-03-17,6555
2019-03-18,6555
2019-03-19,6479
2019-03-20,6633
2019-03-21,6654
2019-03-22,6558
2019-03-23,6646
2019-03-24,6487
2019-03-25,6487
2019-03-26,6693
2019-03-27,6693
2019-03-28,7001
2019-03-29,7034
2019-03-30,7034
2019-03-31,7039
2019-04-01,7376
2019-04-02,7475
2019-04-03,7208
2019-04-04,7219
2019-04-05,7237
2019-04-06,7237
2019-04-07,7361
2019-04-08,7430
2019-04-09,7287
2019-04-10,7346
2019-04-11,7148
2019-04-12,6922
2019-04-13,6575
2019-04-14,6525
2019-04-15,6588
2019-04-16,6778
2019-04-17,6765
2019-04-18,6966
2019-04-19,6722
2019-04-20,6593
2019-04-21,6681
2019-04-22,6730
2019-04-23,7004
2019-04-24,6876
2019-04-25,6722
2019-04-26,6711
2019-04-27,6545
2019-04-28,6526
2019-04-29,6673
2019-04-30,6545
2019-05-01,6588
2019-05-02,6563
2019-05-03,6244
2019-05-04,6072
2019-05-05,6003
2019-05-06,6025
2019-05-07,6195
2019-05-08,6505
2019-05-09,6799
2019-05-10,7024
2019-05-11,6871
2019-05-12,6760
2019-05-13,6512
2019-05-14,6582
2019-05-15,6582
2019-05-16,6454
2019-05-17,6454
2019-05-18,6460
2019-05-19,6592
2019-05-20,6757
2019-05-21,7007
2019-05-22,7017
2019-05-23,6819
2019-05-24,6766
2019-05-25,6567
2019-05-26,6615
2019-05-27,6475
2019-05-28,6482
2019-05-29,6655
2019-05-30,6707
2019-05-31,6707
2019-06-01,6908
2019-06-02,7063
2019-06-03,7035
2019-06-04,7027
2019-06-05,6888
2019-06-06,6841
2019-06-07,6944
2019-06-08,6899
2019-06-09,7071
2019-06-10,7071
2019-06-11,7009
2019-06-12,6968
2019-06-13,7090
2019-06-14,6955
2019-06-15,7049
2019-06-16,7106
2019-06-17,7268
2019-06-18,7035
2019-06-19,6745
2019-06-20,6619
2019-06-21,6768
2019-06-22,6954
2019-06-23,6923
2019-06-24,7005
2019-06-25,7041
2019-06-26,6993
2019-06-27,7119
2019-06-28,7119
2019-06-29,7141
2019-06-30,6952
2019-07-01,6854
2019-07-02,7009
2019-07-03,6772
2019-07-04,6772
2019-07-05,6795
2019-07-06,6838
2019-07-07,6882
2019-07-08,6907
2019-07-09,6789
2019-07-10,6957
2019-07-11,7187
2019-07-12,7046
2019-07-13,6952
2019-07-14,7100
2019-07-15,7100
2019-07-16,6885
2019-07-17,7086
2019-07-18,7436
2019-07-19,7720
2019-07-20,7362
2019-07-21,7064
2019-07-22,7081
2019-07-23,6726
2019-07-24,6937
2019-07-25,6892
2019-07-26,7074
2019-07-27,7268
2019-07-28,7224
2019-07-29,7345
2019-07-30,7363
2019-07-31,7512
2019-08-01,7261
2019-08-02,7186
2019-08-03,7411
2019-08-04,7306
2019-08-05,7238
2019-08-06,6952
2019-08-07,6710
2019-08-08,6799
2019-08-09,6800
2019-08-10,6888
2019-08-11,7008
2019-08-12,7046
2019-08-13,7157
2019-08-14,6999
2019-08-15,7066
2019-08-16,7035
2019-08-17,7290
2019-08-18,7256
2019-08-19,7583
2019-08-20,7488
2019-08-21,7436
2019-08-22,7155
2019-08-23,7111
2019-08-24,6866
2019-08-24,6866
2019-08-25,6830
2019-08-25,6830
2019-08-26,6879
2019-08-27,6939
2019-08-27,6939
2019-08-28,7219
2019-08-29,7166
2019-08-30,6976
2019-08-31,6976
2019-09-01,7076
2019-09-02,7076
2019-09-03,7102
2019-09-04,7101
2019-09-05,6985
2019-09-06,7041
2019-09-07,7042
2019-09-08,7228
2019-09-09,7481
2019-09-10,7141
2019-09-11,7267
2019-09-12,7392
2019-09-13,7632
2019-09-14,7700
2019-09-15,7636
2019-09-16,7691
2019-09-17,7473
2019-09-18,7433
2019-09-19,7307
2019-09-20,7255
2019-09-21,7556
2019-09-22,7407
2019-09-23,7233
2019-09-24,7233
2019-09-25,7119
2019-09-26,6989
2019-09-27,7122
2019-09-28,7140
2019-09-29,7183
2019-09-30,7132
2019-10-01,7106
2019-10-02,7142
2019-10-03,7056
2019-10-04,7132
2019-10-05,7121
2019-10-06,7073
2019-10-07,7045
2019-10-08,6967
2019-10-09,6967
2019-10-10,6780
2019-10-11,6862
2019-10-12,7181
2019-10-13,7337
2019-10-14,7132
2019-10-15,7310
2019-10-16,7329
2019-10-17,7154
2019-10-18,7310
2019-10-19,7165
2019-10-20,6831
2019-10-21,6919
2019-10-22,7040
2019-10-23,6688
2019-10-24,6484
2019-10-25,6454
2019-10-26,6524
2019-10-27,6512
2019-10-28,6453
2019-10-29,6453
2019-10-30,6211
2019-10-31,6428
2019-11-01,6126
2019-11-02,5983
2019-11-03,6098
2019-11-04,6324
2019-11-05,6324
2019-11-06,6062
2019-11-07,5804
2019-11-08,5944
2019-11-09,5733
2019-11-10,5825
2019-11-11,5644
2019-11-12,5814
2019-11-13,5844
2019-11-14,5842
2019-11-15,5779
2019-11-16,5790
2019-11-17,5790
2019-11-18,6080
2019-11-19,6080
2019-11-20,6103
2019-11-21,6103
2019-11-22,6288
2019-11-23,6029
2019-11-24,5962
2019-11-25,5898
2019-11-26,6123
2019-11-27,6123
2019-11-28,6206
2019-11-29,6376
2019-11-30,6555
2019-12-01,6803
2019-12-02,6992
2019-12-03,7210
2019-12-04,7228
2019-12-05,7228
2019-12-06,7098
2019-12-07,7115
2019-12-08,6835
2019-12-09,7028
2019-12-10,7043
2019-12-11,6852
2019-12-12,6970
2019-12-13,7054
2019-12-14,7005
2019-12-15,7221
2019-12-16,7361
2019-12-17,7310
2019-12-18,7275
2019-12-19,7463
2019-12-20,7380
2019-12-21,7412
2019-12-22,7485
2019-12-23,7860
2019-12-24,8088
2019-12-25,7805
2019-12-26,7901
2019-12-27,7822
2019-12-28,7487
2019-12-29,7229
2019-12-30,7012
