date_obj,Guthan's%20platebody price
2019-03-15,738991
2019-03-16,732197
2019-03-17,713935
2019-03-18,721114
2019-03-19,725659
2019-03-20,718048
2019-03-21,693760
2019-03-22,685846
2019-03-23,674226
2019-03-24,656738
2019-03-25,660434
2019-03-26,647424
2019-03-27,647134
2019-03-28,648097
2019-03-29,629513
2019-03-30,621853
2019-03-31,626154
2019-04-01,631528
2019-04-02,620205
2019-04-03,624689
2019-04-04,626172
2019-04-05,622199
2019-04-06,604756
2019-04-07,591574
2019-04-08,576028
2019-04-09,564395
2019-04-10,546659
2019-04-11,548596
2019-04-12,551753
2019-04-13,526684
2019-04-14,508956
2019-04-15,502062
2019-04-16,495702
2019-04-17,472654
2019-04-18,472064
2019-04-19,479723
2019-04-20,499473
2019-04-21,512948
2019-04-22,512175
2019-04-23,511420
2019-04-24,494588
2019-04-25,503545
2019-04-26,528666
2019-04-27,547492
2019-04-28,573817
2019-04-29,600682
2019-04-30,628695
2019-05-01,645288
2019-05-02,671296
2019-05-03,699792
2019-05-04,734504
2019-05-05,765976
2019-05-06,799808
2019-05-07,790797
2019-05-08,775357
2019-05-09,766769
2019-05-10,754706
2019-05-11,742535
2019-05-12,743785
2019-05-13,731460
2019-05-14,744667
2019-05-15,731480
2019-05-16,725502
2019-05-17,724056
2019-05-18,718369
2019-05-19,715857
2019-05-20,718576
2019-05-21,712757
2019-05-22,713968
2019-05-23,707798
2019-05-24,707979
2019-05-25,702948
2019-05-26,707796
2019-05-27,706089
2019-05-28,691302
2019-05-29,681351
2019-05-30,679482
2019-05-31,677973
2019-06-01,686219
2019-06-02,674353
2019-06-03,686754
2019-06-04,690437
2019-06-05,708068
2019-06-06,708299
2019-06-07,704285
2019-06-08,698088
2019-06-09,700517
2019-06-10,698231
2019-06-11,688061
2019-06-12,705092
2019-06-13,709101
2019-06-14,697053
2019-06-15,699358
2019-06-16,703313
2019-06-17,706393
2019-06-18,700254
2019-06-19,702141
2019-06-20,698272
2019-06-21,692520
2019-06-22,698124
2019-06-23,693450
2019-06-24,699266
2019-06-25,696792
2019-06-26,721974
2019-06-27,756910
2019-06-28,793096
2019-06-29,832751
2019-06-30,862531
2019-07-01,901683
2019-07-02,923991
2019-07-03,951050
2019-07-04,930612
2019-07-05,919150
2019-07-06,914306
2019-07-07,904187
2019-07-08,918111
2019-07-09,904507
2019-07-10,898467
2019-07-11,900793
2019-07-12,899185
2019-07-13,904443
2019-07-14,930808
2019-07-15,932994
2019-07-16,928913
2019-07-17,911588
2019-07-18,919146
2019-07-19,921846
2019-07-20,908020
2019-07-21,913193
2019-07-22,905911
2019-07-23,902371
2019-07-24,903655
2019-07-25,896630
2019-07-26,875717
2019-07-27,852745
2019-07-28,850111
2019-07-29,858223
2019-07-30,842529
2019-07-31,832729
2019-08-01,828922
2019-08-02,829496
2019-08-03,838071
2019-08-04,845307
2019-08-05,860561
2019-08-06,890091
2019-08-07,932393
2019-08-08,941395
2019-08-09,969052
2019-08-10,957856
2019-08-11,950149
2019-08-12,957669
2019-08-13,948167
2019-08-14,945980
2019-08-15,955123
2019-08-16,940250
2019-08-17,937804
2019-08-18,934300
2019-08-19,927912
2019-08-20,914284
2019-08-21,906395
2019-08-22,890555
2019-08-23,900527
2019-08-24,896687
2019-08-24,896687
2019-08-25,892276
2019-08-25,892276
2019-08-26,891865
2019-08-26,891865
2019-08-27,891457
2019-08-27,891457
2019-08-28,880176
2019-08-29,871821
2019-08-30,852439
2019-08-31,859331
2019-09-01,863840
2019-09-02,851176
2019-09-03,844290
2019-09-04,836962
2019-09-05,823567
2019-09-06,820545
2019-09-07,808684
2019-09-08,812998
2019-09-09,831961
2019-09-10,870853
2019-09-11,895308
2019-09-12,935432
2019-09-13,982017
2019-09-14,958814
2019-09-15,924465
2019-09-16,887032
2019-09-17,860000
2019-09-18,827627
2019-09-19,807267
2019-09-20,805017
2019-09-21,792829
2019-09-22,780670
2019-09-23,768525
2019-09-24,766667
2019-09-25,770326
2019-09-26,759076
2019-09-27,749554
2019-09-28,735450
2019-09-29,749211
2019-09-30,741627
2019-10-01,731426
2019-10-02,726848
2019-10-03,757156
2019-10-04,759507
2019-10-05,761057
2019-10-06,797923
2019-10-07,836955
2019-10-08,876767
2019-10-09,907355
2019-10-10,919507
2019-10-11,917052
2019-10-12,912191
2019-10-13,934903
2019-10-14,951812
2019-10-15,937976
2019-10-16,924543
2019-10-17,923503
2019-10-18,880687
2019-10-19,876985
2019-10-20,865042
2019-10-21,864418
2019-10-22,845266
2019-10-23,808313
2019-10-24,774842
2019-10-25,755970
2019-10-26,743149
2019-10-27,734512
2019-10-28,723014
2019-10-29,707436
2019-10-30,692269
2019-10-31,706596
2019-11-01,707495
2019-11-02,701947
2019-11-03,690320
2019-11-04,682773
2019-11-05,673094
2019-11-06,667276
2019-11-07,664665
2019-11-08,663867
2019-11-09,655557
2019-11-10,651507
2019-11-11,664932
2019-11-12,673243
2019-11-13,675381
2019-11-14,670601
2019-11-15,664422
2019-11-16,671735
2019-11-17,690416
2019-11-18,708818
2019-11-19,725140
2019-11-20,724276
2019-11-21,697120
2019-11-22,690221
2019-11-23,684112
2019-11-24,692819
2019-11-25,706761
2019-11-26,698106
2019-11-27,700645
2019-11-28,708993
2019-11-29,707939
2019-11-30,722636
2019-12-01,744554
2019-12-02,741733
2019-12-03,736332
2019-12-04,716302
2019-12-05,750870
2019-12-06,756618
2019-12-07,753442
2019-12-08,765304
2019-12-09,761021
2019-12-10,728222
2019-12-11,694683
2019-12-12,662262
2019-12-13,673509
2019-12-14,689065
2019-12-15,697258
2019-12-16,703777
2019-12-17,697094
2019-12-18,699904
2019-12-19,720033
2019-12-20,749452
2019-12-21,735678
2019-12-22,749668
2019-12-23,751982
2019-12-24,755431
2019-12-25,743808
2019-12-26,757563
2019-12-27,761818
2019-12-28,759297
2019-12-29,753099
2019-12-30,743666
2019-12-31,721869
2020-01-01,711461
2020-01-02,724967
2020-01-03,725766
2020-01-04,730714
2020-01-05,740761
2020-01-06,743108
2020-01-07,770318
2020-01-08,776921
2020-01-09,770450
2020-01-10,774653
2020-01-11,799373
2020-01-12,806763
2020-01-13,804370
2020-01-14,783365
2020-01-15,790079
2020-01-16,806348
2020-01-17,833949
2020-01-18,839615
2020-01-19,864971
2020-01-20,908220
2020-01-21,913104
2020-01-22,903403
2020-01-23,892297
2020-01-24,887850
2020-01-25,898669
2020-01-26,918351
2020-01-27,890191
2020-01-28,888687
2020-01-29,893578
2020-01-30,889282
2020-01-31,878766
2020-02-01,888705
2020-02-02,913570
2020-02-03,918804
2020-02-04,897558
2020-02-05,885271
2020-02-06,861419
2020-02-07,898015
2020-02-08,877102
2020-02-09,887147
2020-02-10,871181
2020-02-11,887441
2020-02-12,921698
2020-02-13,967783
2020-02-14,1016173
2020-02-15,1066534
2020-02-16,1108986
2020-02-17,1155120
2020-02-18,1192521
2020-02-19,1225584
2020-02-20,1219583
2020-02-21,1232743
2020-02-22,1241223
2020-02-23,1291644
2020-02-24,1350190
2020-02-25,1353588
2020-02-26,1349680
2020-02-27,1348874
2020-02-28,1332018
2020-02-29,1373344
2020-03-01,1379067
2020-03-02,1372384
2020-03-03,1340167
2020-03-04,1305483
2020-03-05,1270358
2020-03-06,1257027
2020-03-07,1250628
2020-03-08,1233638
2020-03-09,1232145
2020-03-10,1228333
2020-03-11,1196901
2020-03-12,1195071
2020-03-13,1191821
2020-03-14,1176275
2020-03-15,1199835
2020-03-16,1162712
2020-03-17,1158475
2020-03-18,1152365
2020-03-19,1145558
2020-03-20,1173729
2020-03-21,1200966
2020-03-22,1243365
2020-03-23,1294720
2020-03-24,1324142
2020-03-25,1315653
2020-03-26,1316470
2020-03-27,1343337
2020-03-28,1337936
2020-03-29,1329363
2020-03-30,1318738
2020-03-31,1298444
2020-04-01,1268137
2020-04-02,1250182
2020-04-03,1248400
2020-04-04,1230492
2020-04-05,1211670
2020-04-06,1184021
2020-04-07,1167997
2020-04-08,1127098
2020-04-09,1119232
2020-04-10,1123903
2020-04-11,1117276
2020-04-12,1108340
2020-04-13,1093473
2020-04-14,1071777
2020-04-15,1062332
2020-04-16,1016838
2020-04-17,997089
2020-04-18,990695
2020-04-19,999467
2020-04-20,951899
2020-04-21,934170
2020-04-22,925815
2020-04-23,914947
2020-04-24,886756
2020-04-25,888341
2020-04-26,895369
2020-04-27,898589
2020-04-28,863204
2020-04-29,876112
2020-04-30,877638
2020-05-01,877122
2020-05-02,873204
2020-05-03,877735
2020-05-04,870653
2020-05-05,871318
2020-05-06,862572
2020-05-07,865399
2020-05-08,867412
2020-05-09,874159
2020-05-10,867082
2020-05-11,863648
2020-05-12,889404
2020-05-13,879233
