date_obj,Ring%20of%20the%20gods price
2018-11-26,12942245
2018-11-27,12942245
2018-11-28,12878778
2018-11-29,12878778
2018-12-01,12554048
2018-12-02,12554048
2018-12-03,12554048
2018-12-04,12295002
2018-12-05,12295002
2018-12-07,12363914
2018-12-09,12187669
2018-12-10,12187669
2018-12-11,12187669
2018-12-12,12097010
2018-12-13,12097010
2018-12-14,12034176
2018-12-15,12034176
2018-12-16,11969548
2018-12-17,11969548
2018-12-18,12390756
2018-12-19,12390756
2018-12-20,12589613
2018-12-21,12589613
2018-12-22,12843672
2018-12-23,12843672
2018-12-24,12899209
2018-12-25,12899209
2018-12-26,12899209
2018-12-27,12889791
2018-12-28,12889791
2018-12-29,13316020
2018-12-30,13316020
2018-12-31,13429300
2019-01-01,13429300
2019-01-02,13519368
2019-01-03,13519368
2019-01-04,13519368
2019-01-05,13088218
2019-01-06,13088218
2019-01-08,13100258
2019-01-10,12995418
2019-01-11,12495976
2019-01-12,12495976
2019-01-13,12181765
2019-01-14,12181765
2019-01-15,12741868
2019-01-16,12741868
2019-01-17,13306361
2019-01-18,13306361
2019-01-19,13922501
2019-01-20,13922501
2019-01-21,14549922
2019-01-22,14549922
2019-01-23,15233806
2019-01-24,15233806
2019-01-25,15836416
2019-01-26,15836416
2019-01-27,16521647
2019-01-28,16521647
2019-01-29,16658008
2019-01-30,16658008
2019-01-31,16658008
2019-02-01,16639560
2019-02-02,16639560
2019-02-03,17154366
2019-02-04,17154366
2019-02-05,17154366
2019-02-06,17779694
2019-02-07,17779694
2019-02-08,17584641
2019-02-09,17584641
2019-02-10,17552441
2019-02-11,17552441
2019-02-12,17552441
2019-02-13,17017919
2019-02-14,17017919
2019-02-15,16207119
2019-02-16,16207119
2019-02-17,15432103
2019-02-18,15432103
2019-02-19,15432103
2019-02-20,14660497
2019-02-21,14660497
2019-02-22,14198849
2019-02-23,14198849
2019-02-24,14697710
2019-02-25,14697710
2019-02-26,15160804
2019-02-27,15160804
2019-02-28,15160804
2019-03-01,15833286
2019-03-02,15833286
2019-03-03,15867493
2019-03-04,15867493
2019-03-05,16022572
2019-03-06,16022572
2019-03-07,16325240
2019-03-08,16325240
2019-03-09,16325240
2019-03-10,16536320
2019-03-11,16536320
2019-03-12,16576097
2019-03-13,16576097
2019-03-14,16576097
2019-03-15,16675628
2019-03-16,16675628
2019-03-17,16847457
2019-03-18,16847457
2019-03-19,16847457
2019-03-20,16552462
2019-03-21,16552462
2019-03-22,16604593
2019-03-23,16604593
2019-03-24,16601941
2019-03-25,16601941
2019-03-26,16601941
2019-03-27,16445144
2019-03-28,16445144
2019-03-29,16902442
2019-03-30,16902442
2019-03-31,16902442
2019-04-01,17278209
2019-04-02,17278209
2019-04-03,17278209
2019-04-04,17189383
2019-04-05,17189383
2019-04-06,17189383
2019-04-07,16958812
2019-04-08,16958812
2019-04-09,16958812
2019-04-10,16689287
2019-04-11,16689287
2019-04-12,16804109
2019-04-13,16804109
2019-04-14,16648619
2019-04-15,16648619
2019-04-16,16648619
2019-04-17,16352835
2019-04-18,16352835
2019-04-19,16352835
2019-04-20,16312315
2019-04-21,16312315
2019-04-22,16312315
2019-04-23,16244119
2019-04-24,16244119
2019-04-25,16244119
2019-04-26,16076495
2019-04-27,16076495
2019-04-28,16076495
2019-04-29,15897971
2019-04-30,15897971
2019-05-01,16091991
2019-05-02,16091991
2019-05-03,16098854
2019-05-04,16098854
2019-05-05,16263321
2019-05-06,16263321
2019-05-07,16282968
2019-05-08,16282968
2019-05-09,16282968
2019-05-10,16361969
2019-05-11,16361969
2019-05-12,16556039
2019-05-13,16556039
2019-05-14,17266333
2019-05-15,17266333
2019-05-16,17266333
2019-05-17,17609110
2019-05-18,17609110
2019-05-19,17433425
2019-05-20,17433425
2019-05-21,17433425
2019-05-22,17392402
2019-05-23,17392402
2019-05-24,17376416
2019-05-25,17376416
2019-05-26,17376416
2019-05-27,17244760
2019-05-28,17244760
2019-05-29,17007457
2019-05-30,17007457
2019-05-31,17007457
2019-06-01,16769292
2019-06-02,16769292
2019-06-03,16553945
2019-06-04,16553945
2019-06-05,16152545
2019-06-06,16152545
2019-06-07,15731890
2019-06-08,15731890
2019-06-09,15316021
2019-06-10,15316021
2019-06-11,15316021
2019-06-12,15436656
2019-06-13,15436656
2019-06-14,15612580
2019-06-15,15612580
2019-06-16,15516134
2019-06-17,15516134
2019-06-18,15516134
2019-06-19,15497081
2019-06-20,15497081
2019-06-21,15115358
2019-06-22,15115358
2019-06-23,15115358
2019-06-24,14803093
2019-06-25,14803093
2019-06-26,14803093
2019-06-27,14927377
2019-06-28,14927377
2019-06-29,15461811
2019-06-30,15461811
2019-07-01,15823785
2019-07-02,15823785
2019-07-03,16226178
2019-07-04,16226178
2019-07-05,16226178
2019-07-06,16267785
2019-07-07,16267785
2019-07-08,16780657
2019-07-09,16780657
2019-07-10,17254033
2019-07-11,17254033
2019-07-12,17759721
2019-07-13,17759721
2019-07-14,17858300
2019-07-15,17858300
2019-07-16,17858300
2019-07-17,18058322
2019-07-18,18058322
2019-07-19,18058322
2019-07-20,18072669
2019-07-21,18072669
2019-07-22,18551674
2019-07-23,18551674
2019-07-24,18551674
2019-07-25,18451266
2019-07-26,18451266
2019-07-27,18451266
2019-07-28,18059847
2019-07-29,18059847
2019-07-30,17935973
2019-07-31,17935973
2019-08-01,17935973
2019-08-02,17285582
2019-08-03,17285582
2019-08-04,16675140
2019-08-05,16675140
2019-08-06,16018543
2019-08-07,16018543
2019-08-08,16259055
2019-08-09,16259055
2019-08-10,16279311
2019-08-11,16279311
2019-08-12,16608284
2019-08-13,16608284
2019-08-14,17103237
2019-08-15,17103237
2019-08-16,17618112
2019-08-17,17618112
2019-08-18,17853297
2019-08-19,17853297
2019-08-20,18146495
2019-08-21,18146495
2019-08-22,18443864
2019-08-23,18443864
2019-08-24,18636263
2019-08-24,18636263
2019-08-25,18636263
2019-08-25,18636263
2019-08-26,18636263
2019-08-26,18636263
2019-08-27,19232123
2019-08-27,19232123
2019-08-28,19232123
2019-08-29,19913728
2019-08-30,19913728
2019-08-31,20723389
2019-09-01,20723389
2019-09-02,20963312
2019-09-03,20963312
2019-09-04,21899488
2019-09-05,21899488
2019-09-06,21899488
2019-09-07,21698070
2019-09-08,21698070
2019-09-09,21698070
2019-09-10,21708976
2019-09-11,21708976
2019-09-12,21396459
2019-09-13,21396459
2019-09-14,21396459
2019-09-15,20631311
2019-09-16,20631311
2019-09-17,19910535
2019-09-18,19910535
2019-09-19,18931952
2019-09-20,18931952
2019-09-21,18198304
2019-09-22,18198304
2019-09-23,17520359
2019-09-24,17520359
2019-09-25,17520359
2019-09-26,17063079
2019-09-27,17063079
2019-09-28,17063079
2019-09-29,16838157
2019-09-30,16838157
2019-10-01,16465902
2019-10-02,16465902
2019-10-03,16465902
2019-10-04,16368978
2019-10-05,16368978
2019-10-06,16195136
2019-10-07,16195136
2019-10-08,16387206
2019-10-09,16387206
2019-10-10,17018096
2019-10-11,17018096
2019-10-12,17514323
2019-10-13,17514323
2019-10-14,17678933
2019-10-15,17678933
2019-10-16,18325279
2019-10-17,18325279
2019-10-18,18325279
2019-10-19,18234677
2019-10-20,18234677
2019-10-21,18234677
2019-10-22,17885223
2019-10-23,17885223
2019-10-24,17885223
2019-10-25,17745856
2019-10-26,17745856
2019-10-27,17868024
2019-10-28,17868024
2019-10-29,17868024
2019-10-30,17902541
2019-10-31,17902541
2019-11-01,18092589
2019-11-02,18092589
2019-11-03,18190555
2019-11-04,18190555
2019-11-05,18190555
2019-11-06,18741514
2019-11-07,18741514
2019-11-08,18464412
2019-11-09,18464412
2019-11-10,18640843
2019-11-11,18640843
2019-11-12,18640843
2019-11-13,19372116
2019-11-14,19372116
2019-11-15,19372116
2019-11-16,20065331
2019-11-17,20065331
2019-11-18,20065331
2019-11-19,20425207
2019-11-20,20425207
2019-11-21,20425207
2019-11-22,20947572
2019-11-23,20947572
2019-11-24,20947572
2019-11-25,20732133
2019-11-26,20732133
2019-11-27,20732133
2019-11-28,20563941
2019-11-29,20563941
2019-11-30,20563941
2019-12-01,20457494
2019-12-02,20457494
2019-12-03,20457494
2019-12-04,20440994
2019-12-05,20440994
2019-12-06,20440994
2019-12-07,19912312
2019-12-08,19912312
2019-12-09,19912312
2019-12-10,19490789
2019-12-11,19490789
2019-12-12,19490789
2019-12-13,19240397
2019-12-14,19240397
2019-12-15,18673805
2019-12-16,18673805
2019-12-17,18673805
2019-12-18,18397295
2019-12-19,18397295
2019-12-20,18397295
2019-12-21,17855597
2019-12-22,17855597
2019-12-23,17342705
2019-12-24,17342705
2019-12-25,17746580
2019-12-26,17746580
2019-12-27,17723009
2019-12-28,17723009
2019-12-29,17723009
2019-12-30,18063770
2019-12-31,18063770
2020-01-01,18140795
2020-01-02,18140795
2020-01-03,18766474
2020-01-04,18766474
2020-01-05,18775255
2020-01-06,18775255
2020-01-07,18446739
2020-01-08,18446739
2020-01-09,18446739
2020-01-10,18441213
2020-01-11,18441213
2020-01-12,18756367
2020-01-13,18756367
2020-01-14,18756367
2020-01-15,19203159
2020-01-16,19203159
2020-01-17,19380807
2020-01-18,19380807
2020-01-19,19225368
2020-01-20,19225368
2020-01-21,19225368
2020-01-22,19167045
2020-01-23,19167045
2020-01-24,19271931
2020-01-25,19271931
2020-01-26,19591325
2020-01-27,19591325
2020-01-28,19316438
2020-01-29,19316438
2020-01-30,19235642
2020-01-31,19235642
2020-02-01,19288779
2020-02-02,19288779
2020-02-03,19263424
2020-02-04,19263424
2020-02-05,19182634
2020-02-06,18308049
2020-02-07,18308049
2020-02-08,17970642
2020-02-09,17970642
2020-02-10,17373742
2020-02-11,17373742
2020-02-12,17071989
2020-02-13,17071989
2020-02-14,17445897
2020-02-15,17445897
2020-02-16,17573580
2020-02-17,17573580
2020-02-18,17590445
2020-02-19,17590445
2020-02-20,18294504
2020-02-21,18294504
2020-02-22,18801043
2020-02-23,18801043
2020-02-24,18997027
2020-02-25,18997027
2020-02-26,18868698
2020-02-27,18868698
2020-02-28,18756424
2020-02-29,18756424
2020-03-01,18703596
2020-03-02,18703596
2020-03-03,18494267
2020-03-04,18494267
2020-03-05,18496915
2020-03-06,18496915
2020-03-07,18424460
2020-03-08,18424460
2020-03-09,18379392
2020-03-10,18379392
2020-03-11,18677675
2020-03-12,18677675
2020-03-13,19263978
2020-03-14,19263978
2020-03-15,19587582
2020-03-16,19587582
2020-03-17,20531454
2020-03-18,20531454
2020-03-19,20495936
2020-03-20,20495936
2020-03-21,20492060
2020-03-22,20343147
2020-03-23,20343147
2020-03-24,20053312
2020-03-25,20053312
2020-03-26,19883864
2020-03-27,19883864
2020-03-28,19861783
2020-03-29,19841592
2020-03-30,19830658
2020-03-31,19830658
2020-04-01,19710313
2020-04-02,19543503
2020-04-03,19543503
2020-04-04,19483898
2020-04-05,19483898
2020-04-06,19432523
2020-04-07,19432523
2020-04-08,19352315
2020-04-09,19352315
2020-04-10,19630304
2020-04-11,20282072
2020-04-12,20282072
2020-04-13,20222330
2020-04-14,20481524
2020-04-15,20411965
2020-04-16,20411965
2020-04-17,20245545
2020-04-18,19914833
2020-04-19,19336882
2020-04-20,19336882
2020-04-21,18942877
2020-04-22,18530553
2020-04-23,18530553
2020-04-24,18198523
2020-04-25,18198523
2020-04-26,18255939
2020-04-27,18761786
2020-04-28,19197072
2020-04-29,19197072
2020-04-30,19252118
2020-05-01,19252118
2020-05-02,19442583
2020-05-03,19705555
2020-05-04,19705555
2020-05-05,20108949
2020-05-06,20393508
2020-05-07,20393508
2020-05-08,20987253
2020-05-09,21587293
2020-05-10,21560053
2020-05-11,21560053
2020-05-12,21415463
2020-05-13,21261729
