date_obj,Red%20dragonhide price
2015-03-26,2776
2015-03-27,2776
2015-03-28,2717
2015-03-29,2717
2015-03-30,2717
2015-03-31,2659
2015-04-01,2659
2015-04-02,2659
2015-04-03,2659
2015-04-04,2589
2015-04-05,2589
2015-04-06,2589
2015-04-07,2597
2015-04-08,2597
2015-04-09,2597
2015-04-10,2597
2015-04-11,2678
2015-04-12,2678
2015-04-13,2678
2015-04-14,2678
2015-04-15,2650
2015-04-16,2650
2015-04-17,2650
2015-04-18,2650
2015-04-19,2699
2015-04-20,2699
2015-04-21,2699
2015-04-22,2699
2015-04-23,2699
2015-04-24,2687
2015-04-25,2687
2015-04-26,2687
2015-04-27,2687
2015-04-28,2734
2015-04-29,2734
2015-04-30,2734
2015-05-01,2734
2015-05-02,2734
2015-05-03,2723
2015-05-04,2723
2015-05-05,2723
2015-05-06,2723
2015-05-07,2759
2015-05-08,2759
2015-05-09,2759
2015-05-10,2759
2015-05-11,2759
2015-05-12,2842
2015-05-13,2842
2015-05-14,2842
2015-05-15,2842
2015-05-16,2842
2015-05-17,2794
2015-05-18,2794
2015-05-19,2794
2015-05-20,2794
2015-05-21,2794
2015-05-22,2733
2015-05-23,2733
2015-05-24,2733
2015-05-25,2787
2015-05-26,2787
2015-05-27,2787
2015-05-28,2804
2015-05-29,2804
2015-05-30,2685
2015-05-31,2685
2015-06-01,2685
2015-06-02,2724
2015-06-03,2724
2015-06-04,2724
2015-06-05,2812
2015-06-06,2812
2015-06-07,2812
2015-06-08,2702
2015-06-09,2702
2015-06-10,2681
2015-06-11,2681
2015-06-12,2681
2015-06-13,2723
2015-06-14,2723
2015-06-15,2723
2015-06-16,2723
2015-06-17,2723
2015-06-18,2723
2015-06-19,2742
2015-06-20,2742
2015-06-21,2742
2015-06-22,2782
2015-06-23,2782
2015-06-24,2782
2015-06-25,2782
2015-06-26,2773
2015-06-27,2773
2015-06-28,2773
2015-06-29,2773
2015-06-30,2724
2015-07-01,2724
2015-07-02,2724
2015-07-03,2761
2015-07-04,2761
2015-07-05,2761
2015-07-06,2761
2015-07-07,2698
2015-07-08,2698
2015-07-09,2698
2015-07-10,2653
2015-07-11,2653
2015-07-12,2653
2015-07-13,2653
2015-07-14,2605
2015-07-15,2605
2015-07-16,2605
2015-07-17,2653
2015-07-18,2653
2015-07-19,2653
2015-07-20,2678
2015-07-21,2678
2015-07-22,2678
2015-07-23,2718
2015-07-24,2718
2015-07-25,2718
2015-07-26,2788
2015-07-27,2788
2015-07-28,2788
2015-07-29,2817
2015-07-30,2817
2015-07-31,2817
2015-08-01,2817
2015-08-02,2797
2015-08-03,2797
2015-08-04,2797
2015-08-05,2818
2015-08-06,2818
2015-08-07,2818
2015-08-08,2731
2015-08-09,2731
2015-08-10,2731
2015-08-11,2789
2015-08-12,2789
2015-08-13,2789
2015-08-14,2789
2015-08-15,2734
2015-08-16,2734
2015-08-17,2734
2015-08-18,2719
2015-08-19,2719
2015-08-20,2719
2015-08-21,2697
2015-08-22,2697
2015-08-23,2697
2015-08-24,2737
2015-08-25,2737
2015-08-26,2737
2015-08-27,2714
2015-08-28,2714
2015-08-29,2714
2015-08-30,2714
2015-08-31,2618
2015-09-01,2618
2015-09-02,2618
2015-09-03,2640
2015-09-04,2640
2015-09-05,2640
2015-09-06,2656
2015-09-07,2656
2015-09-08,2656
2015-09-09,2735
2015-09-10,2735
2015-09-11,2735
2015-09-12,2731
2015-09-13,2731
2015-09-14,2731
2015-09-15,2781
2015-09-16,2781
2015-09-17,2781
2015-09-18,2781
2015-09-19,2744
2015-09-20,2744
2015-09-21,2744
2015-09-22,2805
2015-09-23,2805
2015-09-24,2805
2015-09-25,2805
2015-09-27,2828
2015-09-28,2828
2015-09-29,2711
2015-09-30,2711
2015-10-05,2705
2015-10-06,2750
2015-10-07,2750
2015-10-08,2750
2015-10-09,2818
2015-10-10,2818
2015-10-11,2818
2015-10-12,2818
2015-10-13,2779
2015-10-14,2779
2015-10-15,2779
2015-10-16,2783
2015-10-17,2783
2015-10-18,2783
2015-10-19,2818
2015-10-20,2818
2015-10-22,2818
2015-10-23,2764
2015-10-24,2764
2015-10-25,2764
2015-10-26,2770
2015-10-27,2770
2015-10-29,2770
2015-10-30,2772
2015-10-31,2772
2015-11-01,2772
2015-11-02,2772
2015-11-03,2793
2015-11-04,2793
2015-11-05,2793
2015-11-06,2793
2015-11-07,2835
2015-11-08,2835
2015-11-09,2835
2015-11-10,2835
2015-11-11,2835
2015-11-12,2958
2015-11-13,2958
2015-11-14,2958
2015-11-15,2958
2015-11-16,2958
2015-11-17,2990
2015-11-18,2990
2015-11-19,2990
2015-11-20,2990
2015-11-21,2990
2015-11-22,3051
2015-11-23,3051
2015-11-24,3051
2015-11-25,3051
2015-11-26,3051
2015-11-27,3070
2015-11-28,3070
2015-11-29,3070
2015-11-30,3070
2015-12-01,2989
2015-12-02,2989
2015-12-03,2989
2015-12-04,2989
2015-12-05,3016
2015-12-06,3016
2015-12-07,3016
2015-12-08,3016
2015-12-09,3044
2015-12-10,3044
2015-12-11,3044
2015-12-12,3044
2015-12-13,3112
2015-12-14,3112
2015-12-15,3112
2015-12-16,3112
2015-12-17,3168
2015-12-18,3168
2015-12-19,3168
2015-12-20,3219
2015-12-21,3219
2015-12-22,3219
2015-12-23,3219
2015-12-24,3257
2015-12-25,3257
2015-12-26,3257
2015-12-27,3257
2015-12-28,3238
2015-12-29,3238
2015-12-30,3238
2015-12-31,3173
2016-01-01,3173
2016-01-02,3173
2016-01-03,3130
2016-01-04,3130
2016-01-05,3130
2016-01-06,3160
2016-01-07,3160
2016-01-08,3160
2016-01-09,3194
2016-01-10,3194
2016-01-11,3194
2016-01-12,3275
2016-01-13,3275
2016-01-14,3275
2016-01-15,3385
2016-01-16,3385
2016-01-17,3385
2016-01-18,3429
2016-01-19,3429
2016-01-20,3429
2016-01-21,3382
2016-01-22,3382
2016-01-23,3382
2016-01-24,3229
2016-01-25,3229
2016-01-26,3229
2016-01-27,3194
2016-01-28,3194
2016-01-29,3194
2016-01-30,3264
2016-01-31,3264
2016-02-01,3264
2016-02-02,3264
2016-02-03,3264
2016-02-04,3357
2016-02-05,3357
2016-02-06,3357
2016-02-07,3319
2016-02-08,3319
2016-02-09,3319
2016-02-10,3405
2016-02-11,3405
2016-02-12,3405
2016-02-13,3440
2016-02-14,3440
2016-02-15,3440
2016-02-16,3449
2016-02-17,3449
2016-02-18,3449
2016-02-19,3422
2016-02-20,3422
2016-02-21,3257
2016-02-22,3257
2016-02-23,3257
2016-02-24,3193
2016-02-25,3193
2016-02-26,3264
2016-02-27,3264
2016-02-28,3295
2016-02-29,3295
2016-03-01,3244
2016-03-03,3244
2016-03-04,3291
2016-03-05,3291
2016-03-06,3323
2016-03-07,3323
2016-03-08,3323
2016-03-09,3304
2016-03-10,3304
2016-03-11,3304
2016-03-12,3392
2016-03-13,3392
2016-03-14,3392
2016-03-15,3399
2016-03-16,3399
2016-03-17,3399
2016-03-18,3452
2016-03-19,3452
2016-03-20,3503
2016-03-21,3503
2016-03-22,3503
2016-03-23,3543
2016-03-24,3543
2016-03-25,3543
2016-03-26,3531
2016-03-27,3531
2016-03-28,3531
2016-03-29,3471
2016-03-30,3471
2016-03-31,3471
2016-04-01,3471
2016-04-02,3422
2016-04-03,3422
2016-04-04,3461
2016-04-05,3461
2016-04-06,3461
2016-04-07,3461
2016-04-08,3468
2016-04-09,3468
2016-04-10,3468
2016-04-11,3467
2016-04-12,3467
2016-04-13,3467
2016-04-14,3536
2016-04-15,3536
2016-04-16,3536
2016-04-17,3470
2016-04-18,3470
2016-04-19,3470
2016-04-20,3459
2016-04-21,3459
2016-04-22,3459
2016-04-23,3379
2016-04-24,3379
2016-04-25,3275
2016-04-26,3275
2016-04-27,3379
2016-04-28,3379
2016-04-29,3379
2016-04-30,3340
2016-05-01,3340
2016-05-02,3340
2016-05-03,3241
2016-05-04,3241
2016-05-05,3299
2016-05-06,3299
2016-05-07,3299
2016-05-08,3226
2016-05-09,3226
2016-05-10,3336
2016-05-11,3336
2016-05-12,3336
2016-05-13,3218
2016-05-14,3218
2016-05-15,3183
2016-05-16,3183
2016-05-17,3183
2016-05-18,3172
2016-05-19,3172
2016-05-22,3180
2016-05-23,3117
2016-05-24,3117
2016-05-25,3117
2016-05-26,3210
2016-05-27,3210
2016-05-28,3210
2016-05-29,3196
2016-05-30,3196
2016-05-31,3196
2016-06-01,3190
2016-06-02,3190
2016-06-03,3190
2016-06-04,3125
2016-06-05,3125
2016-06-06,3125
