date_obj,Jade%20machete price
2015-03-26,4000
2015-03-27,4000
2015-03-28,4000
2015-03-29,4000
2015-03-30,4000
2015-03-31,4000
2015-04-01,4000
2015-04-02,4000
2015-04-03,4000
2015-04-04,4000
2015-04-05,4000
2015-04-06,4000
2015-04-07,4000
2015-04-08,4000
2015-04-09,4000
2015-04-10,4000
2015-04-11,4000
2015-04-12,4000
2015-04-13,4000
2015-04-14,4101
2015-04-15,4101
2015-04-16,4101
2015-04-17,4101
2015-04-18,4101
2015-04-19,4101
2015-04-20,4101
2015-04-21,4101
2015-04-22,4101
2015-04-23,4101
2015-04-24,4101
2015-04-25,4101
2015-04-26,4101
2015-04-27,4101
2015-04-28,4101
2015-04-29,4101
2015-04-30,4101
2015-05-01,4101
2015-05-02,4101
2015-05-03,4101
2015-05-04,4101
2015-05-05,4101
2015-05-06,4101
2015-05-07,4101
2015-05-08,4101
2015-05-09,4101
2015-05-10,4101
2015-05-11,4101
2015-05-12,4101
2015-05-13,4101
2015-05-14,4101
2015-05-15,4101
2015-05-16,4101
2015-05-17,4101
2015-05-18,4101
2015-05-19,4101
2015-05-20,4101
2015-05-21,4101
2015-05-22,4101
2015-05-23,4101
2015-05-24,4101
2015-05-25,4247
2015-05-26,4247
2015-05-27,4247
2015-05-28,4247
2015-05-29,4247
2015-05-30,4247
2015-05-31,4247
2015-06-01,4247
2015-06-02,4247
2015-06-03,4247
2015-06-04,4247
2015-06-05,4247
2015-06-06,4247
2015-06-07,4247
2015-06-08,4247
2015-06-09,4247
2015-06-10,4247
2015-06-11,4247
2015-06-12,4247
2015-06-13,4247
2015-06-14,4247
2015-06-15,4247
2015-06-16,4247
2015-06-17,4247
2015-06-18,4247
2015-06-19,4247
2015-06-20,4414
2015-06-21,4414
2015-06-22,4414
2015-06-23,4414
2015-06-24,4414
2015-06-25,4414
2015-06-26,4414
2015-06-27,4414
2015-06-28,4414
2015-06-29,4414
2015-06-30,4414
2015-07-01,4414
2015-07-02,4414
2015-07-03,4414
2015-07-04,4414
2015-07-05,4414
2015-07-06,4414
2015-07-07,4414
2015-07-08,4414
2015-07-09,4414
2015-07-10,4414
2015-07-11,4414
2015-07-12,4414
2015-07-13,4414
2015-07-14,4414
2015-07-15,4414
2015-07-16,4414
2015-07-17,4414
2015-07-18,4414
2015-07-19,4414
2015-07-20,4414
2015-07-21,4414
2015-07-22,4414
2015-07-23,4414
2015-07-24,4414
2015-07-25,4414
2015-07-26,4414
2015-07-27,4574
2015-07-28,4574
2015-07-29,4574
2015-07-30,4574
2015-07-31,4574
2015-08-01,4574
2015-08-02,4574
2015-08-03,4574
2015-08-04,4574
2015-08-05,4574
2015-08-06,4574
2015-08-07,4574
2015-08-08,4574
2015-08-09,4574
2015-08-10,4574
2015-08-11,4574
2015-08-12,4574
2015-08-13,4574
2015-08-14,4574
2015-08-15,4574
2015-08-16,4574
2015-08-17,4574
2015-08-18,4574
2015-08-19,4574
2015-08-20,4574
2015-08-21,4574
2015-08-22,4574
2015-08-23,4574
2015-08-24,4574
2015-08-25,4574
2015-08-26,4574
2015-08-27,4720
2015-08-28,4720
2015-08-29,4720
2015-08-30,4720
2015-08-31,4720
2015-09-01,4720
2015-09-02,4720
2015-09-03,4720
2015-09-04,4720
2015-09-05,4720
2015-09-06,4720
2015-09-07,4720
2015-09-08,4720
2015-09-09,4720
2015-09-10,4720
2015-09-11,4720
2015-09-12,4720
2015-09-13,4720
2015-09-14,4720
2015-09-15,4720
2015-09-16,4720
2015-09-17,4720
2015-09-18,4720
2015-09-19,4720
2015-09-20,4720
2015-09-21,4720
2015-09-22,4720
2015-09-23,4720
2015-09-24,4720
2015-09-25,4720
2015-09-27,4720
2015-09-28,4720
2015-09-29,4720
2015-09-30,4720
2015-10-05,4888
2015-10-06,4888
2015-10-07,4888
2015-10-08,4888
2015-10-09,4888
2015-10-10,4888
2015-10-11,4888
2015-10-12,4888
2015-10-13,4888
2015-10-14,4888
2015-10-15,4888
2015-10-16,4888
2015-10-17,4888
2015-10-18,4888
2015-10-19,4888
2015-10-20,4888
2015-10-22,4888
2015-10-23,4888
2015-10-24,4888
2015-10-25,4888
2015-10-26,4888
2015-10-27,4888
2015-10-29,4888
2015-10-30,4888
2015-10-31,4888
2015-11-01,4888
2015-11-02,4888
2015-11-03,4888
2015-11-04,4888
2015-11-05,4888
2015-11-06,4888
2015-11-07,4888
2015-11-08,4888
2015-11-09,4888
2015-11-10,4888
2015-11-11,4888
2015-11-12,4888
2015-11-13,4888
2015-11-14,4888
2015-11-15,4888
2015-11-16,5034
2015-11-17,5034
2015-11-18,5034
2015-11-19,5034
2015-11-20,5034
2015-11-21,5034
2015-11-22,5034
2015-11-23,5034
2015-11-24,5034
2015-11-25,5034
2015-11-26,5034
2015-11-27,5034
2015-11-28,5034
2015-11-29,5034
2015-11-30,5034
2015-12-01,5034
2015-12-02,5034
2015-12-03,5034
2015-12-04,5034
2015-12-05,5034
2015-12-06,5034
2015-12-07,5034
2015-12-08,5034
2015-12-09,5034
2015-12-10,5034
2015-12-11,5034
2015-12-12,5034
2015-12-13,5034
2015-12-14,5034
2015-12-15,5034
2015-12-16,5034
2015-12-17,5034
2015-12-18,5034
2015-12-19,5034
2015-12-20,5034
2015-12-21,5034
2015-12-22,5034
2015-12-23,5034
2015-12-24,5217
2015-12-25,5217
2015-12-26,5217
2015-12-27,5217
2015-12-28,5217
2015-12-29,5217
2015-12-30,5217
2015-12-31,5217
2016-01-01,5217
2016-01-02,5217
2016-01-03,5217
2016-01-04,5217
2016-01-05,5217
2016-01-06,5217
2016-01-07,5217
2016-01-08,5217
2016-01-09,5217
2016-01-10,5217
2016-01-11,5217
2016-01-12,5217
2016-01-13,5217
2016-01-14,5217
2016-01-15,5217
2016-01-16,5217
2016-01-17,5217
2016-01-18,5217
2016-01-19,5217
2016-01-20,5375
2016-01-21,5375
2016-01-22,5375
2016-01-23,5375
2016-01-24,5375
2016-01-25,5375
2016-01-26,5375
2016-01-27,5375
2016-01-28,5375
2016-01-29,5375
2016-01-30,5375
2016-01-31,5375
2016-02-01,5375
2016-02-02,5375
2016-02-03,5375
2016-02-04,5375
2016-02-05,5375
2016-02-06,5375
2016-02-07,5375
2016-02-08,5375
2016-02-09,5375
2016-02-10,5375
2016-02-11,5375
2016-02-12,5375
2016-02-13,5608
2016-02-14,5608
2016-02-15,5608
2016-02-16,5608
2016-02-17,5608
2016-02-18,5608
2016-02-19,5608
2016-02-20,5608
2016-02-21,5608
2016-02-22,5608
2016-02-23,5608
2016-02-24,5608
2016-02-25,5608
2016-02-26,5608
2016-02-27,5608
2016-02-28,5608
2016-02-29,5608
2016-03-01,5608
2016-03-02,5608
2016-03-03,5608
2016-03-04,5608
2016-03-05,5608
2016-03-06,5608
2016-03-07,5608
2016-03-08,5608
2016-03-09,5608
2016-03-10,5608
2016-03-11,5608
2016-03-12,5608
2016-03-13,5608
2016-03-14,5817
2016-03-15,5817
2016-03-16,5817
2016-03-17,5817
2016-03-18,5817
2016-03-19,5817
2016-03-20,5817
2016-03-21,5817
2016-03-22,5817
2016-03-23,5817
2016-03-24,5817
2016-03-25,5817
2016-03-26,5817
2016-03-27,5817
2016-03-28,5817
2016-03-29,5817
2016-03-30,5817
2016-03-31,5817
2016-04-01,5817
2016-04-02,5817
2016-04-03,5817
2016-04-04,5817
2016-04-05,5817
2016-04-06,5817
2016-04-07,5817
2016-04-08,6009
2016-04-09,6009
2016-04-10,6009
2016-04-11,6009
2016-04-12,6009
2016-04-13,6009
2016-04-14,6009
2016-04-15,6009
2016-04-16,6009
2016-04-17,6009
2016-04-18,6009
2016-04-19,6009
2016-04-20,6009
2016-04-21,6009
2016-04-22,6009
2016-04-23,6009
2016-04-24,6009
2016-04-25,6009
2016-04-26,6009
2016-04-27,6009
2016-04-28,6009
2016-04-29,6009
2016-04-30,6009
2016-05-01,6009
2016-05-02,6009
2016-05-03,6178
2016-05-04,6178
2016-05-05,6178
2016-05-06,6178
