date_obj,Spined%20gloves price
2015-03-26,277
2015-03-27,277
2015-03-28,283
2015-03-29,283
2015-03-30,291
2015-03-31,291
2015-04-01,297
2015-04-02,297
2015-04-03,311
2015-04-04,326
2015-04-05,326
2015-04-06,341
2015-04-07,341
2015-04-08,357
2015-04-09,357
2015-04-10,369
2015-04-11,369
2015-04-12,385
2015-04-13,385
2015-04-14,385
2015-04-15,402
2015-04-16,402
2015-04-17,402
2015-04-18,421
2015-04-19,421
2015-04-20,440
2015-04-21,440
2015-04-22,460
2015-04-23,460
2015-04-24,482
2015-04-25,482
2015-04-26,482
2015-04-27,505
2015-04-28,505
2015-04-29,505
2015-04-30,530
2015-05-01,530
2015-05-02,554
2015-05-03,554
2015-05-04,554
2015-05-05,580
2015-05-06,580
2015-05-07,603
2015-05-08,603
2015-05-09,630
2015-05-10,630
2015-05-11,630
2015-05-12,659
2015-05-13,659
2015-05-14,659
2015-05-15,690
2015-05-16,690
2015-05-17,690
2015-05-18,720
2015-05-19,720
2015-05-20,720
2015-05-21,736
2015-05-22,736
2015-05-23,736
2015-05-24,767
2015-05-25,767
2015-05-26,803
2015-05-27,803
2015-05-28,803
2015-05-29,803
2015-05-30,840
2015-05-31,840
2015-06-01,840
2015-06-02,878
2015-06-03,878
2015-06-04,878
2015-06-05,913
2015-06-06,913
2015-06-07,913
2015-06-08,951
2015-06-09,951
2015-06-10,951
2015-06-11,996
2015-06-12,996
2015-06-13,996
2015-06-14,1040
2015-06-15,1040
2015-06-16,1040
2015-06-17,1086
2015-06-18,1086
2015-06-19,1114
2015-06-20,1114
2015-06-21,1114
2015-06-22,1164
2015-06-23,1164
2015-06-24,1218
2015-06-25,1218
2015-06-26,1218
2015-06-27,1272
2015-06-28,1272
2015-06-29,1272
2015-06-30,1303
2015-07-01,1303
2015-07-02,1303
2015-07-03,1358
2015-07-04,1358
2015-07-05,1358
2015-07-06,1418
2015-07-07,1418
2015-07-08,1418
2015-07-09,1450
2015-07-10,1450
2015-07-11,1450
2015-07-12,1516
2015-07-13,1516
2015-07-14,1583
2015-07-15,1583
2015-07-16,1583
2015-07-17,1652
2015-07-18,1652
2015-07-19,1652
2015-07-20,1722
2015-07-21,1722
2015-07-22,1801
2015-07-23,1801
2015-07-24,1801
2015-07-25,1884
2015-07-26,1884
2015-07-27,1884
2015-07-28,1973
2015-07-29,1973
2015-07-30,2064
2015-07-31,2064
2015-08-01,2064
2015-08-02,2156
2015-08-03,2156
2015-08-04,2156
2015-08-05,2250
2015-08-06,2250
2015-08-07,2250
2015-08-08,2349
2015-08-09,2349
2015-08-10,2349
2015-08-11,2452
2015-08-12,2452
2015-08-13,2452
2015-08-14,2561
2015-08-15,2561
2015-08-16,2561
2015-08-17,2680
2015-08-18,2680
2015-08-19,2680
2015-08-20,2801
2015-08-21,2801
2015-08-22,2924
2015-08-23,2924
2015-08-24,2924
2015-08-25,2924
2015-08-26,3057
2015-08-27,3057
2015-08-28,3057
2015-08-29,3198
2015-08-30,3198
2015-08-31,3198
2015-09-01,3335
2015-09-02,3335
2015-09-03,3335
2015-09-04,3481
2015-09-05,3481
2015-09-06,3481
2015-09-07,3481
2015-09-08,3634
2015-09-09,3634
2015-09-10,3634
2015-09-11,3790
2015-09-12,3790
2015-09-13,3790
2015-09-14,3960
2015-09-15,3960
2015-09-16,3960
2015-09-17,4133
2015-09-18,4133
2015-09-19,4133
2015-09-20,4133
2015-09-21,4324
2015-09-22,4324
2015-09-23,4324
2015-09-24,4324
2015-09-25,4509
2015-09-27,4509
2015-09-28,4713
2015-09-29,4713
2015-09-30,4713
2015-10-05,5151
2015-10-06,5151
2015-10-07,5151
2015-10-08,5151
2015-10-09,5352
2015-10-10,5352
2015-10-11,5352
2015-10-12,5352
2015-10-13,5597
2015-10-14,5597
2015-10-15,5597
2015-10-16,5845
2015-10-17,5845
2015-10-18,5845
2015-10-19,5845
2015-10-20,5973
2015-10-22,5973
2015-10-23,5973
2015-10-24,6237
2015-10-25,6237
2015-10-26,6237
2015-10-27,6529
2015-10-29,6529
2015-10-30,6529
2015-10-31,6814
2015-11-01,6814
2015-11-02,6814
2015-11-03,6814
2015-11-04,6814
2015-11-05,7112
2015-11-06,7112
2015-11-07,7112
2015-11-08,7112
2015-11-09,7431
2015-11-10,7431
2015-11-11,7431
2015-11-12,7431
2015-11-13,7718
2015-11-14,7718
2015-11-15,7718
2015-11-16,7718
2015-11-17,8060
2015-11-18,8060
2015-11-19,8060
2015-11-20,8060
2015-11-21,8438
2015-11-22,8438
2015-11-23,8438
2015-11-24,8438
2015-11-25,8814
2015-11-26,8814
2015-11-27,8814
2015-11-28,8814
2015-11-29,9189
2015-11-30,9189
2015-12-01,9189
2015-12-02,9189
2015-12-03,9623
2015-12-04,9623
2015-12-05,9623
2015-12-06,9623
2015-12-07,10066
2015-12-08,10066
2015-12-09,10066
2015-12-10,10066
2015-12-11,10066
2015-12-12,10528
2015-12-13,10528
2015-12-14,10528
2015-12-15,10528
2015-12-16,10794
2015-12-17,10794
2015-12-18,10794
2015-12-19,10794
2015-12-20,10794
2015-12-21,11112
2015-12-22,11112
2015-12-23,11112
2015-12-24,11112
2015-12-25,11629
2015-12-26,11629
2015-12-27,11629
2015-12-28,11629
2015-12-29,12163
2015-12-30,12163
2015-12-31,12163
2016-01-01,12163
2016-01-02,12698
2016-01-03,12698
2016-01-04,12698
2016-01-05,13286
2016-01-06,13286
2016-01-07,13286
2016-01-08,13286
2016-01-09,13898
2016-01-10,13898
2016-01-11,13898
2016-01-12,13898
2016-01-13,14498
2016-01-14,14498
2016-01-15,14498
2016-01-16,14498
2016-01-17,15182
2016-01-18,15182
2016-01-19,15182
2016-01-20,15182
2016-01-21,15840
2016-01-22,15840
2016-01-23,15840
2016-01-24,16538
2016-01-25,16538
2016-01-26,16538
2016-01-27,17281
2016-01-28,17281
2016-01-29,17281
2016-01-30,17281
2016-01-31,18027
2016-02-01,18027
2016-02-02,18027
2016-02-03,18027
2016-02-04,18817
2016-02-05,18817
2016-02-06,18817
2016-02-07,18817
2016-02-08,19656
2016-02-09,19656
2016-02-10,19656
2016-02-11,19656
2016-02-12,20539
2016-02-13,20539
2016-02-14,20539
2016-02-15,21305
2016-02-16,21305
2016-02-17,21305
2016-02-18,21305
2016-02-19,21305
2016-02-20,22255
2016-02-21,22255
2016-02-22,22255
2016-02-23,22255
2016-02-24,23311
2016-02-25,23311
2016-02-26,23311
2016-02-27,23311
2016-02-28,24147
2016-02-29,24147
2016-03-01,24147
2016-03-02,24147
2016-03-03,24828
2016-03-04,24828
2016-03-05,24828
2016-03-06,24828
2016-03-07,25238
2016-03-08,25238
2016-03-09,25238
2016-03-10,25238
2016-03-11,26088
2016-03-12,26088
2016-03-13,26088
2016-03-14,26088
2016-03-15,26644
2016-03-16,26644
2016-03-17,26644
2016-03-18,26644
2016-03-19,27016
2016-03-20,27016
2016-03-21,27016
2016-03-22,27016
2016-03-23,27965
2016-03-24,27965
2016-03-25,27965
2016-03-26,27965
2016-03-27,28550
2016-03-28,28550
2016-03-29,28550
2016-03-30,28550
2016-03-31,29342
2016-04-01,29342
2016-04-02,29342
2016-04-03,30375
2016-04-04,30375
2016-04-05,30375
2016-04-06,30375
2016-04-07,30375
2016-04-08,31024
2016-04-09,31024
2016-04-10,31024
2016-04-11,31024
2016-04-12,32075
2016-04-13,32075
2016-04-14,32075
2016-04-15,32075
2016-04-16,32604
2016-04-17,32604
2016-04-18,32604
2016-04-19,32604
2016-04-20,32703
2016-04-21,32703
2016-04-22,32703
2016-04-23,32703
2016-04-24,32703
2016-04-25,32442
2016-04-26,32442
2016-04-27,32442
2016-04-28,32442
2016-04-29,32442
2016-04-30,32578
2016-05-01,32578
2016-05-02,32578
2016-05-03,32578
2016-05-04,34080
2016-05-05,34080
2016-05-06,34080
2016-05-07,34080
2016-05-08,35150
2016-05-09,35150
2016-05-10,35150
2016-05-11,35150
2016-05-12,35791
2016-05-13,35791
2016-05-14,35791
2016-05-15,36550
2016-05-16,36550
2016-05-17,36550
2016-05-18,36550
2016-05-19,37720
2016-05-22,37720
2016-05-23,37720
2016-05-24,38029
2016-05-25,38029
2016-05-26,38029
2016-05-27,38029
2016-05-28,38029
2016-05-29,38378
2016-05-30,38378
2016-05-31,38378
2016-06-01,38378
2016-06-02,38378
2016-06-03,39255
2016-06-04,39255
2016-06-05,39255
2016-06-06,39255
2016-06-07,40472
2016-06-08,40472
2016-06-09,40472
2016-06-10,40472
2016-06-11,40372
2016-06-12,40372
2016-06-13,40372
2016-06-14,40372
2016-06-15,41085
2016-06-16,41085
2016-06-17,41085
2016-06-18,41085
2016-06-19,41085
2016-06-20,41179
2016-06-21,41179
2016-06-22,41179
2016-06-23,41179
2016-06-24,42073
2016-06-25,42073
2016-06-26,42073
2016-06-27,42073
2016-06-28,42073
2016-06-29,41764
2016-06-30,41764
2016-07-01,41764
2016-07-02,41764
2016-07-03,41521
2016-07-04,41521
2016-07-05,41521
2016-07-06,41521
2016-07-07,41043
2016-07-08,41043
2016-07-09,41043
2016-07-10,41043
2016-07-11,41043
2016-07-12,41419
