date_obj,Camelot%20teleport%20(tablet) price
2015-12-01,672
2015-12-02,691
2015-12-03,686
2015-12-04,663
2015-12-05,651
2015-12-06,650
2015-12-07,656
2015-12-08,672
2015-12-09,664
2015-12-10,661
2015-12-11,665
2015-12-12,649
2015-12-13,640
2015-12-14,650
2015-12-15,663
2015-12-16,657
2015-12-17,680
2015-12-18,671
2015-12-19,702
2015-12-20,738
2015-12-21,759
2015-12-22,747
2015-12-23,716
2015-12-24,695
2015-12-25,679
2015-12-26,660
2015-12-27,660
2015-12-28,664
2015-12-29,664
2015-12-30,655
2015-12-31,643
2016-01-01,648
2016-01-02,661
2016-01-03,674
2016-01-04,687
2016-01-05,713
2016-01-06,732
2016-01-07,767
2016-01-08,802
2016-01-09,838
2016-01-10,851
2016-01-11,831
2016-01-12,819
2016-01-13,816
2016-01-14,813
2016-01-15,811
2016-01-16,809
2016-01-17,796
2016-01-18,782
2016-01-19,763
2016-01-20,738
2016-01-21,716
2016-01-22,699
2016-01-23,684
2016-01-24,677
2016-01-25,703
2016-01-26,731
2016-01-27,704
2016-01-28,701
2016-01-29,691
2016-01-30,673
2016-01-31,694
2016-02-01,701
2016-02-02,707
2016-02-03,723
2016-02-04,738
2016-02-05,767
2016-02-06,735
2016-02-07,699
2016-02-08,681
2016-02-09,662
2016-02-10,655
2016-02-11,663
2016-02-12,678
2016-02-13,698
2016-02-14,694
2016-02-15,701
2016-02-16,688
2016-02-17,701
2016-02-18,732
2016-02-19,764
2016-02-20,789
2016-02-21,754
2016-02-22,719
2016-02-23,699
2016-02-24,677
2016-02-25,657
2016-02-26,646
2016-02-27,670
2016-02-28,671
2016-02-29,656
2016-03-01,639
2016-03-02,650
2016-03-03,667
2016-03-04,680
2016-03-05,698
2016-03-06,696
2016-03-07,681
2016-03-08,680
2016-03-09,662
2016-03-10,637
2016-03-11,640
2016-03-12,637
2016-03-13,634
2016-03-14,651
2016-03-15,668
2016-03-16,669
2016-03-17,670
2016-03-18,688
2016-03-19,676
2016-03-20,665
2016-03-21,681
2016-03-22,708
2016-03-23,700
2016-03-24,686
2016-03-25,682
2016-03-26,665
2016-03-27,631
2016-03-28,637
2016-03-29,638
2016-03-30,654
2016-03-31,645
2016-04-01,658
2016-04-02,678
2016-04-03,672
2016-04-04,670
2016-04-05,651
2016-04-06,625
2016-04-07,603
2016-04-08,594
2016-04-09,601
2016-04-10,608
2016-04-11,623
2016-04-12,627
2016-04-13,614
2016-04-14,618
2016-04-15,626
2016-04-16,641
2016-04-17,659
2016-04-18,644
2016-04-19,623
2016-04-20,621
2016-04-21,620
2016-04-22,628
2016-04-23,627
2016-04-24,609
2016-04-25,613
2016-04-26,622
2016-04-27,636
2016-04-28,641
2016-04-29,654
2016-04-30,650
2016-05-01,640
2016-05-02,633
2016-05-03,626
2016-05-04,627
2016-05-05,641
2016-05-06,667
2016-05-07,692
2016-05-08,688
2016-05-09,673
2016-05-10,674
2016-05-11,675
2016-05-12,696
2016-05-13,707
2016-05-14,685
2016-05-15,676
2016-05-16,649
2016-05-17,656
2016-05-18,640
2016-05-19,649
2016-05-22,684
2016-05-23,668
2016-05-24,662
2016-05-25,666
2016-05-26,680
2016-05-27,710
2016-05-28,739
2016-05-29,760
2016-05-30,775
2016-05-31,800
2016-06-01,776
2016-06-02,741
2016-06-03,704
2016-06-04,676
2016-06-05,664
2016-06-06,684
2016-06-07,676
2016-06-08,686
2016-06-09,680
2016-06-10,682
2016-06-11,668
2016-06-12,659
2016-06-13,642
2016-06-14,630
2016-06-15,613
2016-06-16,607
2016-06-17,629
2016-06-18,648
2016-06-19,670
2016-06-20,669
2016-06-21,692
2016-06-22,717
2016-06-23,737
2016-06-24,737
2016-06-25,704
2016-06-26,716
2016-06-27,713
2016-06-28,733
2016-06-29,732
2016-06-30,735
2016-07-01,723
2016-07-02,697
2016-07-03,698
2016-07-04,700
2016-07-05,697
2016-07-06,708
2016-07-07,726
2016-07-08,762
2016-07-09,779
2016-07-10,758
2016-07-11,782
2016-07-12,772
2016-07-13,759
2016-07-14,754
2016-07-15,740
2016-07-16,722
2016-07-17,712
2016-07-18,693
2016-07-23,700
2016-07-24,679
2016-07-25,662
2016-07-26,662
2016-07-27,679
2016-07-28,684
2016-07-29,693
2016-07-30,685
2016-07-31,670
2016-08-01,662
2016-08-02,662
2016-08-03,668
2016-08-04,668
2016-08-05,672
2016-08-06,692
2016-08-07,709
2016-08-08,726
2016-08-09,694
2016-08-10,681
2016-08-11,657
2016-08-12,644
2016-08-13,670
2016-08-14,669
2016-08-15,645
2016-08-16,613
2016-08-17,604
2016-08-18,606
2016-08-19,615
2016-08-20,620
2016-08-21,633
2016-08-22,631
2016-08-23,611
2016-08-24,621
2016-08-25,621
2016-08-26,634
2016-08-28,613
2016-08-31,589
2016-09-01,572
2016-09-02,556
2016-09-03,545
2016-09-04,549
2016-09-05,545
2016-09-06,543
2016-09-07,535
2016-09-08,534
2016-09-09,546
2016-09-10,529
2016-09-11,535
2016-09-12,518
2016-09-13,513
2016-09-14,517
2016-09-15,537
2016-09-16,552
2016-09-17,535
2016-09-18,556
2016-09-19,569
2016-09-20,597
2016-09-21,624
2016-09-22,639
2016-09-23,614
2016-09-24,615
2016-09-25,593
2016-09-26,564
2016-09-27,564
2016-09-28,565
2016-09-29,566
2016-09-30,568
2016-10-01,560
2016-10-02,555
2016-10-03,549
2016-10-04,557
2016-10-05,569
2016-10-06,564
2016-10-07,558
2016-10-08,555
2016-10-09,559
2016-10-10,555
2016-10-11,559
2016-10-12,561
2016-10-13,557
2016-10-14,541
2016-10-15,542
2016-10-16,544
2016-10-17,545
2016-10-18,537
2016-10-19,525
2016-10-20,527
2016-10-21,536
2016-10-22,543
2016-10-23,542
2016-10-24,537
2016-10-25,538
2016-10-26,528
2016-10-27,537
2016-10-28,530
2016-10-29,516
2016-10-30,515
2016-10-31,510
2016-11-01,505
2016-11-02,501
2016-11-03,511
2016-11-04,514
2016-11-05,531
2016-11-06,548
2016-11-07,563
2016-11-08,570
2016-11-09,574
2016-11-10,595
2016-11-11,608
2016-11-12,626
2016-11-13,650
2016-11-14,675
2016-11-15,688
2016-12-07,537
2016-12-08,535
2016-12-09,525
2016-12-10,523
2016-12-11,523
2016-12-12,531
2016-12-13,534
2016-12-14,542
2016-12-15,543
2016-12-16,538
2016-12-17,526
2016-12-18,530
2016-12-19,547
2016-12-20,541
2016-12-21,534
2016-12-22,531
2016-12-23,538
2016-12-24,531
2016-12-25,542
2016-12-26,538
2016-12-27,525
2016-12-28,532
2016-12-29,530
2016-12-30,518
2016-12-31,512
2017-01-01,502
2017-01-02,485
2017-01-03,478
2017-01-04,482
2017-01-05,469
2017-01-06,469
2017-01-07,473
2017-01-08,471
2017-01-09,463
2017-01-10,452
2017-01-11,444
2017-01-12,449
2017-01-13,437
2017-01-14,447
2017-01-15,463
2017-01-16,474
2017-01-17,484
2017-01-18,492
2017-01-19,515
2017-01-20,516
2017-01-21,533
2017-01-22,539
2017-01-23,553
2017-01-27,528
2017-01-28,531
2017-01-29,540
2017-01-30,541
2017-01-31,547
2017-02-01,544
2017-02-02,546
2017-02-03,538
2017-02-04,523
2017-02-05,516
2017-02-06,509
2017-02-07,508
2017-02-08,507
2017-02-09,504
2017-02-10,505
2017-02-11,492
2017-02-12,493
2017-02-13,490
2017-02-14,508
2017-02-15,526
2017-02-16,523
2017-02-18,513
2017-02-19,514
2017-02-20,509
2017-02-21,518
2017-02-22,536
2017-02-23,541
2017-02-24,561
2017-02-25,569
2017-02-26,569
2017-02-27,562
2017-02-28,553
2017-03-01,536
2017-03-02,516
2017-03-03,523
2017-03-04,543
2017-03-05,545
2017-03-06,534
2017-03-07,528
2017-03-08,521
2017-03-09,515
2017-03-10,518
2017-03-11,520
2017-03-12,529
2017-03-13,531
2017-03-14,531
2017-03-15,547
2017-03-16,557
2017-03-17,556
2017-03-18,563
2017-03-19,562
2017-03-20,562
2017-03-21,560
2017-03-22,562
2017-03-23,575
2017-03-24,598
2017-03-25,606
2017-03-26,595
2017-03-27,605
2017-03-28,584
2017-03-29,591
2017-03-30,589
2017-03-31,586
2017-04-01,587
2017-04-02,588
2017-04-03,596
2017-04-04,591
2017-04-12,516
2017-04-13,504
2017-04-14,498
2017-04-15,506
2017-04-16,516
2017-04-17,515
2017-04-18,524
2017-04-19,513
2017-04-20,521
2017-04-21,522
2017-04-22,521
2017-04-23,521
2017-04-24,527
2017-04-25,527
2017-04-26,521
2017-04-27,518
2017-04-28,508
2017-04-29,511
2017-04-30,525
2017-05-01,514
2017-05-02,516
2017-05-03,530
2017-05-04,529
2017-05-05,527
2017-05-06,529
2017-05-07,528
2017-05-08,529
2017-05-09,529
2017-05-10,532
2017-05-11,533
2017-05-12,535
2017-05-13,528
2017-05-14,523
2017-05-15,520
2017-05-16,522
2017-05-17,507
2017-05-18,502
2017-05-19,498
2017-05-20,488
2017-05-21,503
2017-05-22,522
2017-05-23,537
2017-05-24,517
2017-05-25,499
2017-05-26,487
2017-05-27,499
2017-05-28,524
2017-05-29,542
2017-05-30,530
2017-05-31,520
2017-06-01,507
2017-06-02,497
2017-06-03,479
2017-06-04,477
2017-06-05,474
2017-06-06,472
2017-06-07,473
2017-06-08,478
2017-06-09,469
2017-06-10,473
2017-06-11,461
2017-06-12,449
2017-06-13,441
2017-06-14,432
2017-06-15,426
2017-06-16,430
2017-06-17,436
2017-06-18,445
2017-06-19,426
2017-06-20,432
2017-06-21,446
2017-06-22,459
2017-06-23,467
2017-06-24,471
2017-06-25,481
2017-06-26,474
2017-06-27,461
2017-06-28,442
2017-06-29,441
2017-06-30,455
2017-07-01,464
2017-07-02,466
2017-07-03,470
2017-07-04,485
2017-07-05,499
2017-07-06,506
2017-07-07,487
2017-07-08,481
2017-07-13,504
2017-07-14,492
2017-07-15,506
2017-07-16,518
2017-07-17,496
2017-07-18,495
2017-07-19,496
2017-07-20,508
2017-07-21,499
2017-07-22,506
2017-07-23,514
2017-07-24,512
2017-07-25,517
2017-07-26,518
2017-07-27,505
2017-07-28,501
2017-07-29,517
2017-07-30,514
2017-07-31,515
2017-08-01,513
2017-08-02,514
2017-08-03,513
2017-08-04,516
2017-08-05,525
2017-08-06,536
2017-08-09,518
2017-08-10,524
2017-08-11,524
2017-08-12,513
2017-08-13,508
2017-08-14,489
2017-08-15,484
2017-08-16,484
2017-08-17,481
2017-08-18,497
2017-08-19,506
2017-08-20,497
2017-08-21,484
2017-08-22,487
2017-08-23,493
2017-08-24,493
2017-08-25,496
2017-08-26,496
2017-08-27,492
2017-08-28,498
2017-08-29,495
2017-08-30,500
2017-08-31,488
2017-09-01,483
2017-09-02,494
2017-09-03,482
2017-09-04,471
2017-09-05,477
2017-09-06,464
2017-09-07,446
2017-09-08,426
2017-09-09,421
2017-09-10,408
2017-09-11,394
2017-09-12,380
2017-09-13,384
2017-09-14,392
2017-09-15,385
2017-09-16,366
2017-09-17,369
2017-09-18,369
2017-09-19,366
2017-09-20,375
2017-09-21,383
2017-09-22,390
2017-09-23,395
2017-09-24,391
2017-09-25,382
2017-09-26,382
2017-09-27,378
2017-09-28,386
2017-09-29,392
2017-09-30,383
2017-10-01,389
2017-10-02,388
2017-10-03,388
2017-10-04,379
2017-10-05,385
2017-10-06,387
2017-10-07,381
2017-10-08,377
2017-10-09,385
2017-10-10,383
2017-10-11,389
2017-10-12,383
2017-10-13,385
2017-10-14,386
2017-10-15,375
2017-10-16,380
2017-10-17,390
2017-10-18,397
2017-10-19,410
2017-10-20,416
2017-10-21,420
2017-10-22,431
2017-10-23,436
2017-10-24,444
2017-10-25,430
2017-10-26,415
2017-10-27,416
2017-10-28,401
2017-10-29,403
2017-10-30,392
2017-10-31,388
2017-11-01,397
2017-11-02,411
2017-11-03,411
2017-11-04,393
2017-11-05,385
2017-11-06,370
2017-11-07,370
2017-11-08,385
2017-11-09,378
2017-11-10,384
2017-11-11,370
2017-11-12,365
2017-11-13,362
2017-11-14,372
2017-11-15,378
2017-11-16,369
2017-11-17,367
2017-11-18,370
2017-11-19,377
2017-11-20,378
2017-11-21,364
2017-11-22,351
2017-11-23,342
2017-11-24,348
2017-11-25,346
2017-11-26,351
2017-11-27,355
2017-11-28,349
2017-11-29,346
2017-11-30,340
2017-12-01,324
2017-12-02,314
2017-12-03,320
2017-12-04,330
2017-12-05,325
2017-12-06,325
2017-12-07,332
2017-12-08,328
2017-12-09,320
2017-12-10,319
2017-12-11,331
2017-12-12,335
2017-12-13,330
2017-12-14,333
2017-12-15,343
2017-12-16,340
2017-12-17,348
2017-12-18,355
2017-12-19,360
2017-12-20,359
2017-12-21,360
2017-12-22,358
2017-12-23,366
2017-12-24,377
2017-12-25,385
2017-12-26,377
2017-12-27,364
2017-12-28,352
2017-12-29,351
2017-12-30,351
2017-12-31,347
2018-01-01,352
2018-01-02,352
2018-01-03,365
2018-01-04,373
2018-01-05,382
2018-01-06,387
2018-01-07,401
2018-01-08,392
2018-01-09,384
2018-01-10,372
2018-01-11,357
2018-01-12,346
2018-01-13,334
2018-01-14,339
2018-01-15,342
2018-01-16,350
2018-01-17,351
2018-01-18,343
2018-01-19,351
2018-01-20,352
2018-01-21,364
2018-01-22,382
2018-01-23,399
2018-01-24,405
2018-01-25,391
2018-01-26,391
2018-01-27,404
2018-01-28,399
2018-01-29,389
2018-01-30,397
2018-01-31,397
2018-02-01,386
2018-02-02,379
2018-02-03,383
2018-02-04,392
2018-02-05,391
2018-02-06,405
2018-02-07,413
2018-02-08,406
2018-02-09,399
2018-02-10,393
2018-02-11,393
2018-02-12,412
2018-02-13,425
2018-02-14,415
2018-02-15,408
2018-02-16,423
2018-02-17,416
2018-02-18,424
2018-02-19,422
2018-02-20,417
2018-02-21,408
2018-02-22,407
2018-02-23,419
2018-02-24,413
2018-02-25,396
2018-02-26,397
2018-02-27,412
2018-02-28,407
2018-03-01,405
2018-03-02,388
2018-03-03,381
2018-03-04,380
2018-03-05,377
2018-03-06,373
2018-03-07,365
2018-03-08,365
2018-03-09,361
2018-03-10,358
2018-03-11,372
2018-03-12,381
2018-03-13,385
2018-03-14,381
2018-03-15,384
2018-03-16,393
2018-03-17,396
2018-03-18,402
2018-03-20,397
2018-03-21,396
2018-03-23,404
2018-03-24,412
2018-03-25,419
2018-03-26,413
2018-03-27,407
2018-03-28,403
2018-03-29,412
2018-03-30,430
2018-03-31,442
2018-04-01,438
2018-04-02,448
2018-04-03,446
2018-04-04,443
2018-04-05,441
2018-04-06,435
2018-04-07,441
2018-04-08,447
2018-04-09,441
2018-04-10,424
2018-04-11,408
2018-04-12,393
2018-04-13,379
2018-04-14,370
2018-04-15,380
2018-04-16,391
2018-04-17,396
2018-04-18,407
2018-04-19,414
2018-04-20,408
2018-04-21,406
2018-04-22,402
2018-04-23,397
2018-04-24,400
2018-04-25,403
2018-04-26,389
2018-04-27,385
2018-04-28,400
2018-04-29,417
2018-04-30,437
2018-05-01,454
2018-05-02,457
2018-05-03,450
2018-05-04,445
2018-05-05,453
2018-05-07,430
2018-05-08,416
2018-05-09,403
2018-05-10,413
2018-05-11,424
2018-05-12,417
2018-05-13,420
2018-05-14,431
2018-05-15,444
2018-05-16,447
2018-05-17,443
2018-05-18,432
2018-05-19,428
2018-05-20,434
2018-05-21,432
2018-05-22,423
2018-05-23,420
2018-05-24,420
2018-05-25,432
2018-05-26,446
2018-05-27,469
2018-05-28,492
2018-05-29,516
2018-05-30,537
2018-05-31,561
2018-06-01,565
2018-06-02,591
2018-06-03,586
2018-06-04,589
2018-06-05,605
2018-06-06,597
2018-06-07,597
2018-06-08,601
2018-06-09,599
2018-06-10,599
2018-06-11,606
2018-06-12,589
2018-06-13,560
2018-06-14,532
2018-06-15,509
2018-06-16,493
2018-06-17,473
2018-06-18,454
2018-06-19,441
2018-06-20,442
2018-06-21,431
2018-06-22,417
2018-06-23,412
2018-06-24,417
2018-06-25,410
2018-06-26,402
2018-06-27,389
2018-06-28,376
2018-06-29,383
2018-06-30,395
2018-07-01,407
2018-07-02,407
2018-07-03,409
2018-07-04,404
2018-07-05,404
2018-07-06,405
2018-07-07,403
2018-07-08,404
2018-07-09,405
2018-07-10,407
2018-07-11,419
2018-07-12,439
2018-07-13,457
2018-07-14,467
2018-07-15,472
2018-07-16,486
2018-07-17,509
2018-07-18,522
2018-07-19,532
2018-07-20,511
2018-07-21,499
2018-07-22,500
2018-07-23,483
2018-07-24,467
2018-07-25,459
2018-07-26,443
2018-07-27,425
2018-07-28,418
2018-07-29,411
2018-07-30,422
2018-07-31,426
2018-08-01,432
2018-08-02,430
2018-08-03,431
2018-08-04,434
2018-08-05,432
2018-08-06,431
2018-08-07,424
2018-08-08,430
2018-08-09,417
2018-08-10,409
2018-08-11,421
2018-08-12,439
2018-08-14,483
2018-08-16,452
2018-08-17,440
2018-08-18,422
2018-08-19,409
2018-08-20,413
2018-08-21,422
2018-08-22,412
2018-08-23,417
2018-08-24,421
2018-08-25,437
2018-08-26,451
2018-08-27,456
2018-08-28,458
2018-08-29,444
2018-08-30,451
2018-08-31,445
2018-09-01,447
2018-09-02,448
2018-09-03,449
2018-09-04,453
2018-09-05,457
2018-09-06,465
2018-09-07,450
2018-09-08,447
2018-09-09,447
2018-09-10,453
2018-09-11,468
2018-09-12,463
2018-09-13,463
2018-09-14,462
2018-09-15,476
2018-09-16,486
2018-09-17,479
2018-09-18,462
2018-09-19,442
2018-09-20,423
2018-09-21,419
2018-09-22,410
2018-09-23,416
2018-09-24,431
2018-09-25,428
2018-09-26,420
2018-09-27,423
2018-09-28,417
2018-09-29,416
2018-09-30,429
2018-10-01,433
2018-10-02,435
2018-10-03,436
2018-10-04,434
2018-10-05,434
2018-10-06,432
2018-10-07,437
2018-10-08,446
2018-10-09,457
2018-10-10,466
2018-10-11,485
2018-10-12,496
2018-10-13,494
2018-10-14,487
2018-10-15,493
2018-10-16,500
2018-10-17,497
2018-10-18,496
2018-10-19,511
2018-10-20,537
2018-10-21,564
2018-10-22,593
2018-10-23,623
2018-10-24,655
2018-10-25,667
2018-10-26,657
2018-10-27,625
2018-10-28,611
2018-10-29,600
2018-10-30,598
2018-10-31,620
2018-11-01,650
2018-11-03,694
2018-11-04,676
2018-11-05,662
2018-11-06,652
2018-11-07,647
2018-11-08,662
2018-11-09,682
2018-11-10,694
2018-11-11,684
2018-11-12,689
2018-11-13,712
2018-11-14,706
2018-11-15,721
2018-11-16,722
2018-11-17,711
2018-11-18,709
2018-11-19,690
2018-11-20,661
2018-11-21,636
2018-11-22,611
2018-11-23,588
2018-11-24,565
2018-11-25,540
2018-11-26,556
2018-11-27,556
2018-11-28,549
2018-11-29,536
2018-12-01,537
2018-12-02,531
2018-12-03,522
2018-12-04,519
2018-12-05,522
2018-12-07,512
2018-12-09,505
2018-12-10,504
2018-12-11,530
2018-12-12,550
2018-12-13,565
2018-12-14,576
2018-12-15,561
2018-12-16,546
2018-12-17,541
2018-12-18,540
2018-12-19,537
2018-12-20,533
2018-12-21,533
2018-12-22,549
2018-12-23,549
2018-12-24,543
2018-12-25,544
2018-12-26,537
2018-12-27,517
2018-12-28,495
2018-12-29,483
2018-12-30,490
2018-12-31,481
2019-01-01,474
2019-01-02,482
2019-01-03,490
2019-01-04,480
2019-01-05,474
2019-01-06,481
2019-01-08,491
2019-01-10,517
2019-01-11,515
2019-01-12,502
2019-01-13,483
2019-01-14,475
2019-01-15,473
2019-01-16,466
2019-01-17,469
2019-01-18,468
2019-01-19,472
2019-01-20,484
2019-01-21,472
2019-01-22,489
2019-01-23,494
2019-01-24,488
2019-01-25,476
2019-01-26,466
2019-01-27,468
2019-01-28,463
2019-01-29,456
2019-01-30,448
2019-01-31,449
2019-02-01,442
2019-02-02,426
2019-02-03,432
2019-02-04,439
2019-02-05,443
2019-02-06,437
2019-02-07,436
2019-02-08,439
2019-02-09,428
2019-02-10,428
2019-02-11,417
2019-02-12,410
2019-02-13,398
2019-02-14,390
2019-02-15,381
2019-02-16,377
2019-02-17,375
2019-02-18,388
2019-02-19,397
2019-02-20,391
2019-02-21,378
2019-02-22,361
2019-02-23,348
2019-02-24,354
2019-02-25,361
2019-02-26,380
2019-02-27,394
2019-02-28,391
2019-03-01,386
2019-03-02,393
2019-03-03,392
2019-03-04,393
2019-03-05,395
2019-03-06,381
2019-03-07,390
2019-03-08,407
2019-03-09,422
2019-03-10,441
2019-03-11,432
2019-03-12,420
2019-03-13,406
2019-03-14,393
2019-03-15,378
2019-03-16,373
2019-03-17,377
2019-03-18,374
2019-03-19,372
2019-03-20,365
2019-03-21,351
2019-03-22,337
2019-03-23,328
2019-03-24,327
2019-03-25,331
2019-03-26,341
2019-03-27,343
2019-03-28,340
2019-03-29,341
2019-03-30,342
2019-03-31,335
2019-04-01,334
2019-04-02,340
2019-04-03,346
2019-04-04,349
2019-04-05,362
2019-04-06,362
2019-04-07,364
2019-04-08,361
2019-04-09,365
2019-04-10,371
2019-04-11,375
2019-04-12,382
2019-04-13,378
2019-04-14,367
2019-04-15,353
2019-04-16,337
2019-04-17,330
2019-04-18,334
2019-04-19,340
2019-04-20,348
2019-04-21,346
2019-04-22,346
2019-04-23,345
2019-04-24,341
2019-04-25,337
2019-04-26,336
2019-04-27,337
2019-04-28,331
2019-04-29,320
2019-04-30,309
2019-05-01,298
2019-05-02,286
2019-05-03,283
2019-05-04,289
2019-05-05,292
2019-05-06,299
2019-05-07,311
2019-05-08,322
2019-05-09,322
2019-05-10,321
2019-05-11,320
2019-05-12,319
2019-05-13,321
2019-05-14,316
2019-05-15,310
2019-05-16,313
2019-05-17,311
2019-05-18,311
2019-05-19,309
2019-05-20,313
2019-05-21,311
2019-05-22,313
2019-05-23,311
2019-05-24,314
2019-05-25,315
2019-05-26,322
2019-05-27,318
2019-05-28,316
2019-05-29,326
2019-05-30,331
2019-05-31,337
2019-06-01,330
2019-06-02,339
2019-06-03,351
2019-06-04,336
2019-06-05,334
2019-06-06,331
2019-06-07,327
2019-06-08,318
2019-06-09,318
2019-06-10,314
2019-06-11,300
2019-06-12,294
2019-06-13,291
2019-06-14,298
2019-06-15,311
2019-06-16,320
2019-06-17,331
2019-06-18,335
2019-06-19,336
2019-06-20,331
2019-06-21,326
2019-06-22,325
2019-06-23,326
2019-06-24,333
2019-06-25,330
2019-06-26,328
2019-06-27,332
2019-06-28,334
2019-06-29,328
2019-06-30,328
2019-07-01,320
2019-07-02,316
2019-07-03,312
2019-07-04,317
2019-07-05,319
2019-07-06,317
2019-07-07,309
2019-07-08,306
2019-07-09,299
2019-07-10,295
2019-07-11,287
2019-07-12,279
2019-07-13,270
2019-07-14,274
2019-07-15,280
2019-07-16,279
2019-07-17,277
2019-07-18,271
2019-07-19,272
2019-07-20,262
2019-07-21,261
2019-07-22,264
2019-07-23,260
2019-07-24,258
2019-07-25,262
2019-07-26,272
2019-07-27,274
2019-07-28,270
2019-07-29,263
2019-07-30,265
2019-07-31,261
2019-08-01,271
2019-08-02,277
2019-08-03,283
2019-08-04,288
2019-08-05,280
2019-08-06,268
2019-08-07,258
2019-08-08,262
2019-08-09,264
2019-08-10,266
2019-08-11,275
2019-08-12,273
2019-08-13,276
2019-08-14,281
2019-08-15,291
2019-08-16,299
2019-08-17,303
2019-08-18,318
2019-08-19,333
2019-08-20,349
2019-08-21,366
2019-08-22,384
2019-08-23,401
2019-08-24,418
2019-08-24,418
2019-08-25,437
