date_obj,Mystic%20robe%20bottom%20(light) price
2019-04-03,47528
2019-04-04,47484
2019-04-05,47410
2019-04-06,47434
2019-04-07,47531
2019-04-08,47611
2019-04-09,47820
2019-04-10,47843
2019-04-11,47655
2019-04-12,47397
2019-04-13,47814
2019-04-14,47473
2019-04-15,47474
2019-04-16,47396
2019-04-17,47507
2019-04-18,47602
2019-04-19,47568
2019-04-20,47545
2019-04-21,47483
2019-04-22,47497
2019-04-23,47778
2019-04-24,47555
2019-04-25,47461
2019-04-26,47599
2019-04-27,47497
2019-04-28,47653
2019-04-29,47562
2019-04-30,47519
2019-05-01,47850
2019-05-02,47651
2019-05-03,47487
2019-05-04,47529
2019-05-05,47539
2019-05-06,47477
2019-05-07,47456
2019-05-08,47471
2019-05-09,47594
2019-05-10,47588
2019-05-11,47292
2019-05-12,47385
2019-05-13,47939
2019-05-14,47757
2019-05-15,47789
2019-05-16,47664
2019-05-17,47442
2019-05-18,47991
2019-05-19,47712
2019-05-20,47885
2019-05-21,47819
2019-05-22,47528
2019-05-23,47636
2019-05-24,47893
2019-05-25,47681
2019-05-26,47596
2019-05-27,47740
2019-05-28,47953
2019-05-29,47567
2019-05-30,48251
2019-05-31,47599
2019-06-01,47519
2019-06-02,47602
2019-06-03,47661
2019-06-04,47741
2019-06-05,47931
2019-06-06,47564
2019-06-07,47496
2019-06-08,47575
2019-06-09,47608
2019-06-10,47681
2019-06-11,47536
2019-06-12,47793
2019-06-13,47827
2019-06-14,47495
2019-06-15,47536
2019-06-16,47476
2019-06-17,47616
2019-06-18,47549
2019-06-19,47582
2019-06-20,47633
2019-06-21,47623
2019-06-22,47558
2019-06-23,47606
2019-06-24,47551
2019-06-25,47402
2019-06-26,47450
2019-06-27,47520
2019-06-28,47501
2019-06-29,47558
2019-06-30,47547
2019-07-01,47483
2019-07-02,47561
2019-07-03,47750
2019-07-04,47762
2019-07-05,47373
2019-07-06,47518
2019-07-07,47520
2019-07-08,47641
2019-07-09,48090
2019-07-10,47723
2019-07-11,47536
2019-07-12,47539
2019-07-13,47374
2019-07-14,47495
2019-07-15,47653
2019-07-16,47468
2019-07-17,47561
2019-07-18,47495
2019-07-19,47687
2019-07-20,47539
2019-07-21,47594
2019-07-22,47517
2019-07-23,47669
2019-07-24,47567
2019-07-25,47718
2019-07-26,47423
2019-07-27,47349
2019-07-28,47457
2019-07-29,47606
2019-07-30,47517
2019-07-31,47520
2019-08-01,47709
2019-08-02,48086
2019-08-03,47711
2019-08-04,47922
2019-08-05,47928
2019-08-06,47618
2019-08-07,47372
2019-08-08,48371
2019-08-09,48664
2019-08-10,48585
2019-08-11,47603
2019-08-12,47399
2019-08-13,47533
2019-08-14,47458
2019-08-15,47386
2019-08-16,47494
2019-08-17,47551
2019-08-18,47451
2019-08-19,47443
2019-08-20,47894
2019-08-21,47728
2019-08-22,47552
2019-08-23,47495
2019-08-24,47739
2019-08-24,47739
2019-08-25,47523
2019-08-25,47523
2019-08-26,47562
2019-08-26,47562
2019-08-27,47701
2019-08-27,47701
2019-08-28,47893
2019-08-29,47951
2019-08-30,47830
2019-08-31,47627
2019-09-01,47834
2019-09-02,47787
2019-09-03,48120
2019-09-04,48059
2019-09-05,47711
2019-09-06,48216
2019-09-07,47842
2019-09-08,47608
2019-09-09,47937
2019-09-10,47642
2019-09-11,47990
2019-09-12,48012
2019-09-13,47590
2019-09-14,47722
2019-09-15,48268
2019-09-16,48035
2019-09-17,47998
2019-09-18,47853
2019-09-19,47979
2019-09-20,47979
2019-09-21,48096
2019-09-22,48392
2019-09-23,48418
2019-09-24,48176
2019-09-25,47716
2019-09-26,47801
2019-09-27,48709
2019-09-28,48794
2019-09-29,47795
2019-09-30,47435
2019-10-01,47538
2019-10-02,48093
2019-10-03,48193
2019-10-04,47808
2019-10-05,47754
2019-10-06,48024
2019-10-07,48001
2019-10-08,47785
2019-10-09,47700
2019-10-10,47408
2019-10-11,47344
2019-10-12,47477
2019-10-13,47510
2019-10-14,47429
2019-10-15,47414
2019-10-16,47446
2019-10-17,47281
2019-10-18,47865
2019-10-19,47460
2019-10-20,46957
2019-10-21,47357
2019-10-22,47391
2019-10-23,47385
2019-10-24,47459
2019-10-25,47343
2019-10-26,47454
2019-10-27,47611
2019-10-28,47439
2019-10-29,47403
2019-10-30,47430
2019-10-31,47654
2019-11-01,47734
2019-11-02,47436
2019-11-03,47959
2019-11-04,47420
2019-11-05,47424
2019-11-06,47496
2019-11-07,47515
2019-11-08,47903
2019-11-09,47683
2019-11-10,47518
2019-11-11,47582
2019-11-12,47598
2019-11-13,47522
2019-11-14,47852
2019-11-15,47838
2019-11-16,47885
2019-11-17,48380
2019-11-18,48003
2019-11-19,47819
2019-11-20,47940
2019-11-21,47447
2019-11-22,47416
2019-11-23,47611
2019-11-24,47480
2019-11-25,47950
2019-11-26,48223
2019-11-27,47842
2019-11-28,47750
2019-11-29,47809
2019-11-30,47768
2019-12-01,47802
2019-12-02,47502
2019-12-03,47389
2019-12-04,48080
2019-12-05,47838
2019-12-06,47614
2019-12-07,47459
2019-12-08,47376
2019-12-09,47284
2019-12-10,47284
2019-12-11,47399
2019-12-12,47407
2019-12-13,47645
2019-12-14,47650
2019-12-15,47613
2019-12-16,47633
2019-12-17,47461
2019-12-18,47430
2019-12-19,47568
2019-12-20,47639
2019-12-21,47514
2019-12-22,47466
2019-12-23,47473
2019-12-24,47391
2019-12-25,47382
2019-12-26,47468
2019-12-27,47543
2019-12-28,47542
2019-12-29,47407
2019-12-30,47402
2019-12-31,47404
2020-01-01,47206
2020-01-02,47385
2020-01-03,47413
2020-01-04,47303
2020-01-05,47488
2020-01-06,47702
2020-01-07,47523
2020-01-08,47385
2020-01-09,47433
2020-01-10,47437
2020-01-11,47671
2020-01-12,47716
2020-01-13,47295
2020-01-14,47847
2020-01-15,47725
2020-01-16,47426
2020-01-17,47834
2020-01-18,47799
2020-01-19,47453
2020-01-20,47286
2020-01-21,47499
2020-01-22,47804
2020-01-23,47253
2020-01-24,47406
2020-01-25,47393
2020-01-26,47710
2020-01-27,47222
2020-01-28,47460
2020-01-29,47502
2020-01-30,47468
2020-01-31,47598
2020-02-01,47524
2020-02-02,47821
2020-02-03,47292
2020-02-04,47575
2020-02-05,48063
2020-02-06,47712
2020-02-07,47538
2020-02-08,47224
2020-02-09,47385
2020-02-10,47145
2020-02-11,47541
2020-02-12,47311
2020-02-13,47763
2020-02-14,47767
2020-02-15,47238
2020-02-16,47547
2020-02-17,47545
2020-02-18,47388
2020-02-19,47694
2020-02-20,47384
2020-02-21,47390
2020-02-22,47540
2020-02-23,47264
2020-02-24,47606
2020-02-25,47392
2020-02-26,47484
2020-02-27,46777
2020-02-28,47536
2020-02-29,47729
2020-03-01,47578
2020-03-02,47577
2020-03-03,47679
2020-03-04,47511
2020-03-05,47348
2020-03-06,47430
2020-03-07,47488
2020-03-08,47827
2020-03-09,47471
2020-03-10,47487
2020-03-11,47634
2020-03-12,47871
2020-03-13,47893
2020-03-14,47388
2020-03-15,47502
2020-03-16,48009
2020-03-17,47763
2020-03-18,47925
2020-03-19,47866
2020-03-20,47513
2020-03-21,47301
2020-03-22,47573
2020-03-23,47968
2020-03-24,47642
2020-03-25,47369
2020-03-26,47464
2020-03-27,47439
2020-03-28,47309
2020-03-29,47601
2020-03-30,47516
2020-03-31,47436
2020-04-01,47536
2020-04-02,47504
2020-04-03,47412
2020-04-04,47485
2020-04-05,47483
2020-04-06,47435
2020-04-07,47382
2020-04-08,47395
2020-04-09,47464
2020-04-10,47330
2020-04-11,47447
2020-04-12,47438
2020-04-13,47320
2020-04-14,47503
2020-04-15,47768
2020-04-16,47791
2020-04-17,47598
2020-04-18,47459
2020-04-19,47500
2020-04-20,47469
2020-04-21,47610
2020-04-22,47568
2020-04-23,47468
2020-04-24,47573
2020-04-25,47561
2020-04-26,47908
2020-04-27,47568
2020-04-28,47449
2020-04-29,47560
2020-04-30,47710
2020-05-01,47496
2020-05-02,47574
2020-05-03,47483
2020-05-04,47495
2020-05-05,47527
2020-05-06,47586
2020-05-07,47648
2020-05-08,47476
2020-05-09,47642
2020-05-10,47788
2020-05-11,47482
2020-05-12,47611
2020-05-13,47920
