date_obj,Air%20orb price
2016-09-12,1678
2016-09-13,1651
2016-09-14,1646
2016-09-15,1692
2016-09-16,1683
2016-09-17,1690
2016-09-18,1707
2016-09-19,1671
2016-09-20,1647
2016-09-21,1631
2016-09-22,1577
2016-09-23,1523
2016-09-24,1525
2016-09-25,1520
2016-09-26,1557
2016-09-27,1566
2016-09-28,1532
2016-09-29,1527
2016-09-30,1472
2016-10-01,1474
2016-10-02,1480
2016-10-03,1486
2016-10-04,1474
2016-10-05,1447
2016-10-06,1405
2016-10-07,1370
2016-10-08,1358
2016-10-09,1381
2016-10-10,1371
2016-10-11,1371
2016-10-12,1341
2016-10-13,1335
2016-10-14,1368
2016-10-15,1357
2016-10-16,1361
2016-10-17,1366
2016-10-18,1376
2016-10-19,1383
2016-10-20,1386
2016-10-21,1402
2016-10-22,1404
2016-10-23,1381
2016-10-24,1331
2016-10-25,1329
2016-10-26,1339
2016-10-27,1363
2016-10-28,1361
2016-10-29,1334
2016-10-30,1330
2016-10-31,1335
2016-11-01,1319
2016-11-02,1304
2016-11-03,1304
2016-11-04,1317
2016-11-05,1295
2016-11-06,1266
2016-11-07,1251
2016-11-08,1237
2016-11-09,1201
2016-11-10,1164
2016-11-11,1166
2016-11-12,1202
2016-11-13,1240
2016-11-14,1221
2016-11-15,1208
2016-12-07,1145
2016-12-08,1162
2016-12-09,1152
2016-12-10,1139
2016-12-11,1132
2016-12-12,1141
2016-12-13,1147
2016-12-14,1145
2016-12-15,1165
2016-12-16,1200
2016-12-17,1222
2016-12-18,1218
2016-12-19,1225
2016-12-20,1219
2016-12-21,1204
2016-12-22,1210
2016-12-23,1212
2016-12-24,1231
2016-12-25,1252
2016-12-26,1235
2016-12-27,1214
2016-12-28,1207
2016-12-29,1218
2016-12-30,1211
2016-12-31,1213
2017-01-01,1215
2017-01-02,1231
2017-01-03,1210
2017-01-04,1201
2017-01-05,1206
2017-01-06,1252
2017-01-07,1258
2017-01-08,1255
2017-01-09,1274
2017-01-10,1266
2017-01-11,1262
2017-01-12,1309
2017-01-13,1367
2017-01-14,1343
2017-01-15,1335
2017-01-16,1337
2017-01-17,1389
2017-01-18,1427
2017-01-19,1425
2017-01-20,1456
2017-01-21,1439
2017-01-22,1433
2017-01-23,1432
2017-01-27,1411
2017-01-28,1389
2017-01-29,1445
2017-01-30,1447
2017-01-31,1464
2017-02-01,1441
2017-02-02,1441
2017-02-03,1421
2017-02-04,1405
2017-02-05,1384
2017-02-06,1352
2017-02-07,1311
2017-02-08,1267
2017-02-09,1297
2017-02-10,1281
2017-02-11,1275
2017-02-12,1275
2017-02-13,1258
2017-02-14,1233
2017-02-15,1200
2017-02-16,1187
2017-02-17,1207
2017-02-18,1191
2017-02-19,1214
2017-02-20,1222
2017-02-21,1208
2017-02-22,1198
2017-02-23,1211
2017-02-24,1227
2017-02-25,1278
2017-02-26,1326
2017-02-27,1302
2017-02-28,1337
2017-03-01,1346
2017-03-02,1311
2017-03-03,1303
2017-03-04,1268
2017-03-05,1278
2017-03-06,1260
2017-03-07,1240
2017-03-08,1217
2017-03-09,1225
2017-03-10,1240
2017-03-11,1214
2017-03-12,1209
2017-03-13,1179
2017-03-14,1167
2017-03-15,1176
2017-03-16,1185
2017-03-17,1168
2017-03-18,1166
2017-03-19,1150
2017-03-20,1139
2017-03-21,1097
2017-03-22,1085
2017-03-23,1104
2017-03-24,1107
2017-03-25,1108
2017-03-26,1098
2017-03-27,1079
2017-03-28,1049
2017-03-29,1056
2017-03-30,1090
2017-03-31,1077
2017-04-01,1053
2017-04-02,1030
2017-04-03,1038
2017-04-04,1067
2017-04-05,1085
2017-04-12,1123
2017-04-13,1135
2017-04-14,1120
2017-04-15,1095
2017-04-16,1085
2017-04-17,1076
2017-04-18,1064
2017-04-19,1075
2017-04-20,1103
2017-04-21,1133
2017-04-22,1121
2017-04-23,1135
2017-04-24,1147
2017-04-25,1130
2017-04-26,1127
2017-04-27,1152
2017-04-28,1183
2017-04-29,1157
2017-04-30,1135
2017-05-01,1102
2017-05-02,1101
2017-05-03,1071
2017-05-04,1054
2017-05-05,1047
2017-05-06,1042
2017-05-07,1042
2017-05-08,1057
2017-05-09,1074
2017-05-10,1081
2017-05-11,1113
2017-05-12,1109
2017-05-13,1067
2017-05-14,1087
2017-05-15,1070
2017-05-16,1064
2017-05-17,1069
2017-05-18,1101
2017-05-19,1121
2017-05-20,1107
2017-05-21,1098
2017-05-22,1098
2017-05-23,1086
2017-05-24,1068
2017-05-25,1109
2017-05-26,1154
2017-05-27,1204
2017-05-28,1162
2017-05-29,1123
2017-05-30,1107
2017-05-31,1091
2017-06-01,1057
2017-06-02,1067
2017-06-03,1089
2017-06-04,1094
2017-06-05,1088
2017-06-06,1092
2017-06-07,1092
2017-06-08,1076
2017-06-09,1070
2017-06-10,1074
2017-06-11,1074
2017-06-12,1064
2017-06-13,1059
2017-06-14,1050
2017-06-15,1046
2017-06-16,1046
2017-06-17,1040
2017-06-18,1024
2017-06-19,1015
2017-06-20,1009
2017-06-21,1002
2017-06-22,1008
2017-06-23,1029
2017-06-24,1035
2017-06-25,1066
2017-06-26,1059
2017-06-27,1033
2017-06-28,1014
2017-06-29,1026
2017-06-30,1022
2017-07-01,1013
2017-07-02,1001
2017-07-03,995
2017-07-04,977
2017-07-05,947
2017-07-06,919
2017-07-07,919
2017-07-08,908
2017-07-09,910
2017-07-13,965
2017-07-14,1011
2017-07-15,1021
2017-07-16,1033
2017-07-17,1035
2017-07-18,1035
2017-07-19,1031
2017-07-20,1072
2017-07-21,1045
2017-07-22,1006
2017-07-23,1010
2017-07-24,1014
2017-07-25,1004
2017-07-26,1010
2017-07-27,1036
2017-07-28,1042
2017-07-29,1024
2017-07-30,1044
2017-07-31,1027
2017-08-01,1017
2017-08-02,1038
2017-08-03,1073
2017-08-04,1085
2017-08-05,1058
2017-08-06,1067
2017-08-07,1088
2017-08-08,1119
2017-08-09,1148
2017-08-10,1167
2017-08-11,1158
2017-08-12,1159
2017-08-13,1178
2017-08-14,1201
2017-08-15,1208
2017-08-16,1234
2017-08-17,1238
2017-08-18,1241
2017-08-19,1225
2017-08-20,1233
2017-08-21,1250
2017-08-22,1240
2017-08-23,1228
2017-08-24,1193
2017-08-25,1149
2017-08-26,1103
2017-08-27,1100
2017-08-28,1099
2017-08-29,1102
2017-08-30,1101
2017-08-31,1078
2017-09-01,1066
2017-09-02,1039
2017-09-03,1062
2017-09-04,1098
2017-09-05,1100
2017-09-06,1079
2017-09-07,1048
2017-09-08,1040
2017-09-09,1065
2017-09-10,1102
2017-09-11,1105
2017-09-12,1094
2017-09-13,1081
2017-09-14,1067
2017-09-15,1051
2017-09-16,1063
2017-09-17,1092
2017-09-18,1116
2017-09-19,1132
2017-09-20,1121
2017-09-21,1101
2017-09-22,1080
2017-09-23,1078
2017-09-24,1072
2017-09-25,1057
2017-09-26,1038
2017-09-27,1056
2017-09-28,1050
2017-09-29,1034
2017-09-30,1028
2017-10-01,1029
2017-10-02,1045
2017-10-03,1038
2017-10-04,1024
2017-10-05,1012
2017-10-06,1005
2017-10-07,1017
2017-10-08,1028
2017-10-09,1045
2017-10-10,1044
2017-10-11,1037
2017-10-12,1037
2017-10-13,1027
2017-10-14,1014
2017-10-15,1008
2017-10-16,1008
2017-10-17,1002
2017-10-18,1005
2017-10-19,1021
2017-10-20,1032
2017-10-21,1026
2017-10-22,1012
2017-10-23,1011
2017-10-24,1007
2017-10-25,1006
2017-10-26,999
2017-10-27,997
2017-10-28,1002
2017-10-29,1006
2017-10-30,1001
2017-10-31,998
2017-11-01,994
2017-11-02,991
2017-11-03,987
2017-11-04,991
2017-11-05,991
2017-11-06,982
2017-11-07,978
2017-11-08,973
2017-11-09,973
2017-11-10,969
2017-11-11,978
2017-11-12,983
2017-11-13,997
2017-11-14,992
2017-11-15,995
2017-11-16,1011
2017-11-17,1015
2017-11-18,1005
2017-11-19,1010
2017-11-20,1003
2017-11-21,997
2017-11-22,993
2017-11-23,985
2017-11-24,981
2017-11-25,986
2017-11-26,1006
2017-11-27,1020
2017-11-28,1008
2017-11-29,998
2017-11-30,1005
2017-12-01,1006
2017-12-02,993
2017-12-03,992
2017-12-04,1002
2017-12-05,1017
2017-12-06,1007
2017-12-07,992
2017-12-08,985
2017-12-09,982
2017-12-10,983
2017-12-11,991
2017-12-12,989
2017-12-13,986
2017-12-14,970
2017-12-15,953
2017-12-16,946
2017-12-17,953
2017-12-18,964
2017-12-19,949
2017-12-20,931
2017-12-21,925
2017-12-22,936
2017-12-23,940
2017-12-24,957
2017-12-25,962
2017-12-26,963
2017-12-27,958
2017-12-28,965
2017-12-29,967
2017-12-30,959
2017-12-31,968
2018-01-01,984
2018-01-02,1005
2018-01-03,1006
2018-01-04,1006
2018-01-05,1004
2018-01-06,1021
2018-01-07,1036
2018-01-08,1067
2018-01-09,1037
2018-01-10,1029
2018-01-11,1014
2018-01-12,1002
2018-01-13,1000
2018-01-14,999
2018-01-15,995
2018-01-16,992
2018-01-17,1002
2018-01-18,1022
2018-01-19,1024
2018-01-20,1034
2018-01-21,1065
2018-01-22,1057
2018-01-23,1050
2018-01-24,1046
2018-01-25,1059
2018-01-26,1065
2018-01-27,1084
2018-01-28,1125
2018-01-29,1173
2018-01-30,1185
2018-01-31,1169
2018-02-01,1148
2018-02-02,1148
2018-02-03,1143
2018-02-04,1159
2018-02-05,1161
2018-02-06,1169
2018-02-07,1182
2018-02-08,1169
2018-02-09,1150
2018-02-10,1141
2018-02-11,1146
2018-02-12,1142
2018-02-13,1143
2018-02-14,1157
2018-02-15,1148
2018-02-16,1127
2018-02-17,1083
2018-02-18,1069
2018-02-19,1070
2018-02-20,1090
2018-02-21,1108
2018-02-22,1136
2018-02-23,1125
2018-02-24,1124
2018-02-25,1128
2018-02-26,1121
2018-02-27,1102
2018-02-28,1085
2018-03-01,1058
2018-03-02,1040
2018-03-03,1055
2018-03-04,1089
2018-03-05,1074
2018-03-06,1063
2018-03-07,1048
2018-03-08,1055
2018-03-09,1056
2018-03-10,1046
2018-03-11,1033
2018-03-12,1020
2018-03-13,1002
2018-03-14,990
2018-03-15,1001
2018-03-16,1003
2018-03-17,1011
2018-03-18,1015
2018-03-19,1016
2018-03-20,1015
2018-03-22,1015
2018-03-23,1012
2018-03-24,1004
2018-03-25,999
2018-03-26,988
2018-03-27,980
2018-03-28,993
2018-03-29,1001
2018-03-30,1006
2018-03-31,1018
2018-04-01,1028
2018-04-02,1017
2018-04-03,1015
2018-04-04,1031
2018-04-05,1059
2018-04-06,1073
2018-04-07,1061
2018-04-08,1040
2018-04-09,1040
2018-04-10,1069
2018-04-11,1069
2018-04-12,1049
2018-04-13,1036
2018-04-14,1023
2018-04-15,1001
2018-04-16,1004
2018-04-17,1018
2018-04-18,1024
2018-04-19,1020
2018-04-20,1015
2018-04-21,1014
2018-04-22,1020
2018-04-23,1028
2018-04-24,1022
2018-04-25,1020
2018-04-26,1013
2018-04-27,1007
2018-04-28,997
2018-04-29,995
2018-04-30,995
2018-05-01,993
2018-05-02,991
2018-05-03,987
2018-05-04,979
2018-05-05,979
2018-05-06,968
2018-05-07,980
2018-05-08,992
2018-05-09,1002
2018-05-10,1010
2018-05-11,1001
2018-05-12,999
2018-05-13,1006
2018-05-14,1009
2018-05-15,1004
2018-05-16,1003
2018-05-17,1011
2018-05-18,1011
2018-05-19,1028
2018-05-20,1036
2018-05-21,1071
2018-05-22,1114
2018-05-23,1096
2018-05-24,1100
2018-05-25,1092
2018-05-26,1074
2018-05-27,1085
2018-05-28,1097
2018-05-29,1114
2018-05-30,1123
2018-05-31,1099
2018-06-01,1087
2018-06-02,1053
2018-06-03,1047
2018-06-04,1036
2018-06-05,1029
2018-06-06,1025
2018-06-07,1027
2018-06-08,1029
2018-06-09,1035
2018-06-10,1034
2018-06-11,1031
2018-06-12,1049
2018-06-13,1060
2018-06-14,1053
2018-06-15,1042
2018-06-16,1057
2018-06-17,1095
2018-06-18,1138
2018-06-19,1128
2018-06-20,1120
2018-06-21,1149
2018-06-22,1175
2018-06-23,1222
2018-06-24,1252
2018-06-25,1253
2018-06-26,1201
2018-06-27,1142
2018-06-28,1115
2018-06-29,1090
2018-06-30,1116
2018-07-01,1143
2018-07-02,1128
2018-07-03,1121
2018-07-04,1126
2018-07-05,1150
2018-07-06,1171
2018-07-07,1194
2018-07-08,1233
2018-07-09,1263
2018-07-10,1284
2018-07-11,1286
2018-07-12,1276
2018-07-13,1271
2018-07-14,1286
2018-07-15,1306
2018-07-16,1322
2018-07-17,1289
2018-07-18,1241
2018-07-19,1215
2018-07-20,1170
2018-07-21,1126
2018-07-22,1101
2018-07-23,1121
2018-07-24,1144
2018-07-25,1164
2018-07-26,1167
2018-07-27,1124
2018-07-28,1104
2018-07-29,1126
2018-07-30,1116
2018-07-31,1120
2018-08-01,1139
2018-08-02,1120
2018-08-03,1106
2018-08-04,1082
2018-08-05,1073
2018-08-06,1071
2018-08-07,1085
2018-08-08,1120
2018-08-09,1143
2018-08-10,1165
2018-08-11,1220
2018-08-12,1271
2018-08-14,1318
2018-08-16,1284
2018-08-17,1268
2018-08-18,1266
2018-08-19,1274
2018-08-20,1267
2018-08-21,1249
2018-08-22,1219
2018-08-23,1217
2018-08-24,1225
2018-08-25,1226
2018-08-26,1214
2018-08-27,1202
2018-08-28,1208
2018-08-29,1212
2018-08-30,1219
2018-08-31,1225
2018-09-01,1226
2018-09-02,1246
2018-09-03,1304
2018-09-04,1305
2018-09-05,1285
2018-09-06,1268
2018-09-07,1254
2018-09-08,1257
2018-09-09,1271
2018-09-10,1276
2018-09-11,1257
2018-09-12,1242
2018-09-13,1238
2018-09-14,1206
2018-09-15,1206
2018-09-16,1229
2018-09-17,1252
2018-09-18,1252
2018-09-19,1241
2018-09-20,1258
2018-09-21,1266
2018-09-22,1266
2018-09-23,1272
2018-09-24,1273
2018-09-25,1263
2018-09-26,1260
2018-09-27,1300
2018-09-28,1345
2018-09-29,1390
2018-09-30,1433
2018-10-01,1455
2018-10-02,1474
2018-10-03,1451
2018-10-04,1428
2018-10-05,1419
2018-10-06,1408
2018-10-07,1402
2018-10-08,1373
2018-10-09,1357
2018-10-10,1381
2018-10-11,1418
2018-10-12,1410
2018-10-13,1427
2018-10-14,1456
2018-10-15,1505
2018-10-16,1576
2018-10-17,1580
2018-10-18,1551
2018-10-19,1535
2018-10-20,1513
2018-10-21,1515
2018-10-22,1521
2018-10-23,1487
2018-10-24,1433
2018-10-25,1395
2018-10-26,1398
2018-10-27,1394
2018-10-28,1426
2018-10-29,1417
2018-10-30,1400
2018-10-31,1389
2018-11-01,1390
2018-11-03,1412
2018-11-04,1433
2018-11-05,1450
2018-11-06,1443
2018-11-07,1420
2018-11-08,1385
2018-11-09,1361
2018-11-10,1346
2018-11-11,1358
2018-11-12,1367
2018-11-13,1343
2018-11-14,1327
2018-11-15,1312
2018-11-16,1258
2018-11-17,1246
2018-11-18,1275
2018-11-19,1288
2018-11-20,1280
2018-11-21,1238
2018-11-22,1252
2018-11-23,1263
2018-11-24,1299
2018-11-25,1320
2018-11-26,1315
2018-11-27,1299
2018-11-28,1284
2018-11-29,1269
2018-12-01,1252
2018-12-02,1264
2018-12-03,1261
2018-12-04,1257
2018-12-05,1242
2018-12-07,1221
2018-12-09,1247
2018-12-10,1253
2018-12-11,1254
2018-12-12,1253
2018-12-13,1251
2018-12-14,1239
2018-12-15,1238
2018-12-16,1241
2018-12-17,1229
2018-12-18,1227
2018-12-19,1219
2018-12-20,1204
2018-12-21,1182
2018-12-22,1164
2018-12-23,1156
2018-12-24,1199
2018-12-25,1249
2018-12-26,1276
2018-12-27,1281
2018-12-28,1279
2018-12-29,1252
2018-12-30,1221
2018-12-31,1229
2019-01-01,1291
2019-01-02,1350
2019-01-03,1415
2019-01-04,1477
2019-01-05,1521
2019-01-06,1559
2019-01-08,1547
2019-01-10,1468
2019-01-11,1455
2019-01-12,1516
2019-01-13,1574
2019-01-14,1557
2019-01-15,1519
2019-01-16,1461
2019-01-17,1411
2019-01-18,1360
2019-01-19,1368
2019-01-20,1409
2019-01-21,1425
2019-01-22,1404
2019-01-23,1344
2019-01-24,1325
2019-01-25,1310
2019-01-26,1301
2019-01-27,1334
2019-01-28,1316
2019-01-29,1290
2019-01-30,1272
2019-01-31,1253
2019-02-01,1226
2019-02-02,1199
2019-02-03,1187
2019-02-04,1160
2019-02-05,1161
2019-02-06,1169
2019-02-07,1151
2019-02-08,1117
2019-02-09,1094
2019-02-10,1098
2019-02-11,1091
2019-02-12,1082
2019-02-13,1056
2019-02-14,1028
2019-02-15,1015
2019-02-16,1019
2019-02-17,1024
2019-02-18,1055
2019-02-19,1076
2019-02-20,1093
2019-02-21,1102
2019-02-22,1086
2019-02-23,1099
2019-02-24,1113
2019-02-25,1130
2019-02-26,1141
2019-02-27,1134
2019-02-28,1116
2019-03-01,1098
2019-03-02,1107
2019-03-03,1107
2019-03-04,1092
2019-03-05,1086
2019-03-06,1085
2019-03-07,1130
2019-03-08,1187
2019-03-09,1246
2019-03-10,1308
2019-03-11,1371
2019-03-12,1370
2019-03-13,1346
2019-03-14,1346
2019-03-15,1309
2019-03-16,1301
2019-03-17,1293
2019-03-18,1245
2019-03-19,1192
2019-03-20,1133
2019-03-21,1105
2019-03-22,1124
2019-03-23,1152
2019-03-24,1145
2019-03-25,1189
2019-03-26,1248
2019-03-27,1310
2019-03-28,1357
2019-03-29,1404
