date_obj,Green%20d'hide%20chaps%20(g) price
2019-03-26,67448
2019-03-27,67340
2019-03-28,66496
2019-03-29,66649
2019-03-30,67121
2019-03-31,66661
2019-04-01,67491
2019-04-02,67804
2019-04-03,68860
2019-04-04,70326
2019-04-05,71447
2019-04-06,73304
2019-04-07,73494
2019-04-08,72773
2019-04-09,72150
2019-04-10,71917
2019-04-11,71707
2019-04-12,71219
2019-04-13,70043
2019-04-14,67430
2019-04-15,64893
2019-04-16,63765
2019-04-17,63319
2019-04-18,62399
2019-04-19,60753
2019-04-20,60867
2019-04-21,59982
2019-04-22,60695
2019-04-23,60208
2019-04-24,60620
2019-04-25,60974
2019-04-26,61314
2019-04-27,61345
2019-04-28,61566
2019-04-29,62208
2019-04-30,63283
2019-05-01,64543
2019-05-02,65162
2019-05-03,65493
2019-05-04,64982
2019-05-05,65026
2019-05-06,65003
2019-05-07,65285
2019-05-08,65629
2019-05-09,65032
2019-05-10,65012
2019-05-11,65038
2019-05-12,65616
2019-05-13,66991
2019-05-14,67415
2019-05-15,66009
2019-05-16,66330
2019-05-17,65421
2019-05-18,65700
2019-05-19,65468
2019-05-20,66461
2019-05-21,66643
2019-05-22,66378
2019-05-23,66026
2019-05-24,66235
2019-05-25,65809
2019-05-26,65049
2019-05-27,65173
2019-05-28,64949
2019-05-29,63864
2019-05-30,64005
2019-05-31,64874
2019-06-01,65292
2019-06-02,64925
2019-06-03,65214
2019-06-04,64479
2019-06-05,64794
2019-06-06,64508
2019-06-07,64932
2019-06-08,64472
2019-06-09,63947
2019-06-10,62810
2019-06-11,62276
2019-06-12,61691
2019-06-13,61815
2019-06-14,62694
2019-06-15,62355
2019-06-16,62429
2019-06-17,61882
2019-06-18,61913
2019-06-19,61797
2019-06-20,62218
2019-06-21,63036
2019-06-22,63430
2019-06-23,63135
2019-06-24,62532
2019-06-25,62419
2019-06-26,62192
2019-06-27,62400
2019-06-28,62207
2019-06-29,62544
2019-06-30,62357
2019-07-01,63322
2019-07-02,63658
2019-07-03,64654
2019-07-04,63756
2019-07-05,62848
2019-07-06,62716
2019-07-07,62941
2019-07-08,62794
2019-07-09,61782
2019-07-10,61097
2019-07-11,61080
2019-07-12,61434
2019-07-13,62073
2019-07-14,62170
2019-07-15,61950
2019-07-16,62433
2019-07-17,62192
2019-07-18,62566
2019-07-19,62489
2019-07-20,62931
2019-07-21,62377
2019-07-22,61995
2019-07-23,62424
2019-07-24,62775
2019-07-25,62766
2019-07-26,62232
2019-07-27,62745
2019-07-28,62381
2019-07-29,62547
2019-07-30,62673
2019-07-31,62680
2019-08-01,62424
2019-08-02,62602
2019-08-03,62665
2019-08-04,62766
2019-08-05,62491
2019-08-06,62187
2019-08-07,62343
2019-08-08,62207
2019-08-09,61946
2019-08-10,62592
2019-08-11,61533
2019-08-12,60784
2019-08-13,60312
2019-08-14,58999
2019-08-15,58904
2019-08-16,58984
2019-08-17,60132
2019-08-18,60167
2019-08-19,59410
2019-08-20,59192
2019-08-21,59065
2019-08-22,59372
2019-08-23,59544
2019-08-24,60396
2019-08-24,60396
2019-08-25,59551
2019-08-25,59551
2019-08-26,59205
2019-08-26,59205
2019-08-27,59470
2019-08-27,59470
2019-08-28,59463
2019-08-29,59204
2019-08-30,59845
2019-08-31,60088
2019-09-01,60219
2019-09-02,59459
2019-09-03,59358
2019-09-04,60154
2019-09-05,61226
2019-09-06,62630
2019-09-07,62319
2019-09-08,62844
2019-09-09,63401
2019-09-10,63092
2019-09-11,64013
2019-09-12,64463
2019-09-13,64899
2019-09-14,64631
2019-09-15,64070
2019-09-16,63144
2019-09-17,62615
2019-09-18,62711
2019-09-19,61886
2019-09-20,61145
2019-09-21,60697
2019-09-22,60970
2019-09-23,62085
2019-09-24,61725
2019-09-25,60954
2019-09-26,60140
2019-09-27,60266
2019-09-28,61045
2019-09-29,59793
2019-09-30,60552
2019-10-01,60937
2019-10-02,61006
2019-10-03,60857
2019-10-04,60885
2019-10-05,61280
2019-10-06,61887
2019-10-07,61929
2019-10-08,61832
2019-10-09,62396
2019-10-10,62698
2019-10-11,62812
2019-10-12,62092
2019-10-13,62067
2019-10-14,62678
2019-10-15,62508
2019-10-16,62669
2019-10-17,62209
2019-10-18,62290
2019-10-19,61620
2019-10-20,60945
2019-10-21,60103
2019-10-22,59594
2019-10-23,59865
2019-10-24,60294
2019-10-25,60929
2019-10-26,60638
2019-10-27,60551
2019-10-28,61390
2019-10-29,60895
2019-10-30,61450
2019-10-31,61347
2019-11-01,60624
2019-11-02,60435
2019-11-03,60997
2019-11-04,60716
2019-11-05,61330
2019-11-06,61749
2019-11-07,62000
2019-11-08,61464
2019-11-09,60715
2019-11-10,60785
2019-11-11,60826
2019-11-12,61729
2019-11-13,60868
2019-11-14,60166
2019-11-15,60457
2019-11-16,61389
2019-11-17,59320
2019-11-18,59844
2019-11-19,60376
2019-11-20,60586
2019-11-21,59705
2019-11-22,60833
2019-11-23,59948
2019-11-24,60676
2019-11-25,60409
2019-11-26,59206
2019-11-27,59764
2019-11-28,59955
2019-11-29,60418
2019-11-30,60178
2019-12-01,59600
2019-12-02,59646
2019-12-03,59512
2019-12-04,59669
2019-12-05,59614
2019-12-06,59963
2019-12-07,60314
2019-12-08,60235
2019-12-09,60180
2019-12-10,60395
2019-12-11,60551
2019-12-12,60250
2019-12-13,60462
2019-12-14,60467
2019-12-15,60703
2019-12-16,61442
2019-12-17,61726
2019-12-18,61386
2019-12-19,61736
2019-12-20,61603
2019-12-21,61989
2019-12-22,61763
2019-12-23,62094
2019-12-24,62379
2019-12-25,62143
2019-12-26,62012
2019-12-27,61857
2019-12-28,61835
2019-12-29,62327
2019-12-30,62085
2019-12-31,62184
2020-01-01,61809
2020-01-02,61887
2020-01-03,61562
2020-01-04,61152
2020-01-05,60555
2020-01-06,59859
2020-01-07,59879
2020-01-08,59542
2020-01-09,60647
2020-01-10,60012
2020-01-11,60566
2020-01-12,60428
2020-01-13,60230
2020-01-14,60407
2020-01-15,59920
2020-01-16,60365
2020-01-17,59850
2020-01-18,59628
2020-01-19,60322
2020-01-20,59975
2020-01-21,59994
2020-01-22,60018
2020-01-23,60226
2020-01-24,60535
2020-01-25,60197
2020-01-26,60585
2020-01-27,60751
2020-01-28,61098
2020-01-29,61107
2020-01-30,61436
2020-01-31,61718
2020-02-01,61636
2020-02-02,61269
2020-02-03,61517
2020-02-04,61615
2020-02-05,60982
2020-02-06,61355
2020-02-07,61280
2020-02-08,60864
2020-02-09,60919
2020-02-10,60369
2020-02-11,60470
2020-02-12,60215
2020-02-13,59491
2020-02-14,58996
2020-02-15,59093
2020-02-16,59651
2020-02-17,59500
2020-02-18,59180
2020-02-19,58819
2020-02-20,58574
2020-02-21,59166
2020-02-22,59113
2020-02-23,59414
2020-02-24,60052
2020-02-25,59752
2020-02-26,59124
2020-02-27,59762
2020-02-28,59754
2020-02-29,60065
2020-03-01,59687
2020-03-02,60119
2020-03-03,59980
2020-03-04,59542
2020-03-05,59476
2020-03-06,58621
2020-03-07,58426
2020-03-08,58631
2020-03-09,58727
2020-03-10,58742
2020-03-11,58263
2020-03-12,58134
2020-03-13,57967
2020-03-14,57654
2020-03-15,57986
2020-03-16,58283
2020-03-17,58616
2020-03-18,58922
2020-03-19,58430
2020-03-20,59056
2020-03-21,58350
2020-03-22,58940
2020-03-23,58636
2020-03-24,58617
2020-03-25,58532
2020-03-26,58453
2020-03-27,58378
2020-03-28,58637
2020-03-29,58470
2020-03-30,58314
2020-03-31,58479
2020-04-01,58006
2020-04-02,58260
2020-04-03,58427
2020-04-04,58334
2020-04-05,58538
2020-04-06,58191
2020-04-07,58150
2020-04-08,58253
2020-04-09,57640
2020-04-10,58092
2020-04-11,57858
2020-04-12,58003
2020-04-13,57340
2020-04-14,56962
2020-04-15,57147
2020-04-16,56265
2020-04-17,55592
2020-04-18,54638
2020-04-19,53823
2020-04-20,51847
2020-04-21,50409
2020-04-22,48594
2020-04-23,47516
2020-04-24,46393
2020-04-25,46163
2020-04-26,46278
2020-04-27,46552
2020-04-28,47141
2020-04-29,47858
2020-04-30,47575
2020-05-01,48140
2020-05-02,48200
2020-05-03,48009
2020-05-04,47725
2020-05-05,46696
2020-05-06,46257
2020-05-07,46876
2020-05-08,46833
2020-05-09,46815
2020-05-10,48113
2020-05-11,50029
2020-05-12,51287
2020-05-13,51874
