date_obj,Steel%20pickaxe price
2016-05-17,868
2016-05-18,876
2016-05-19,875
2016-05-22,873
2016-05-23,872
2016-05-24,872
2016-05-25,874
2016-05-26,886
2016-05-27,906
2016-05-28,919
2016-05-29,934
2016-05-30,935
2016-05-31,930
2016-06-01,951
2016-06-02,957
2016-06-03,968
2016-06-04,967
2016-06-05,974
2016-06-06,971
2016-06-07,969
2016-06-08,953
2016-06-09,929
2016-06-10,901
2016-06-11,881
2016-06-12,866
2016-06-13,861
2016-06-14,839
2016-06-15,829
2016-06-16,829
2016-06-17,812
2016-06-18,805
2016-06-19,798
2016-06-20,784
2016-06-21,768
2016-06-22,762
2016-06-23,760
2016-06-24,757
2016-06-25,776
2016-06-26,798
2016-06-27,810
2016-06-28,823
2016-06-29,828
2016-06-30,823
2016-07-01,795
2016-07-02,772
2016-07-03,762
2016-07-04,749
2016-07-05,748
2016-07-06,737
2016-07-07,728
2016-07-08,720
2016-07-09,701
2016-07-10,690
2016-07-11,665
2016-07-12,631
2016-07-13,599
2016-07-14,574
2016-07-15,546
2016-07-16,527
2016-07-17,511
2016-07-18,497
2016-07-24,485
2016-07-25,487
2016-07-26,497
2016-07-27,489
2016-07-28,464
2016-07-29,447
2016-07-30,436
2016-07-31,436
2016-08-01,423
2016-08-02,416
2016-08-03,409
2016-08-04,400
2016-08-05,400
2016-08-06,398
2016-08-07,397
2016-08-08,393
2016-08-09,392
2016-08-10,391
2016-08-11,387
2016-08-12,381
2016-08-13,365
2016-08-14,346
2016-08-15,341
2016-08-16,338
2016-08-17,335
2016-08-18,334
2016-08-19,334
2016-08-20,338
2016-08-21,343
2016-08-22,338
2016-08-23,347
2016-08-24,353
2016-08-25,360
2016-08-26,360
2016-08-28,384
2016-08-31,436
2016-09-01,458
2016-09-02,458
2016-09-03,463
2016-09-04,469
2016-09-05,478
2016-09-06,499
2016-09-07,514
2016-09-08,514
2016-09-09,513
2016-09-10,522
2016-09-11,522
2016-09-12,529
2016-09-13,542
2016-09-14,542
2016-09-15,537
2016-09-16,537
2016-09-17,543
2016-09-18,549
2016-09-19,560
2016-09-20,560
2016-09-21,570
2016-09-22,590
2016-09-23,593
2016-09-24,593
2016-09-25,605
2016-09-26,605
2016-09-27,622
2016-09-28,638
2016-09-29,638
2016-09-30,655
2016-10-01,653
2016-10-02,653
2016-10-03,655
2016-10-04,666
2016-10-05,664
2016-10-06,656
2016-10-07,664
2016-10-08,688
2016-10-09,688
2016-10-10,698
2016-10-11,715
2016-10-12,711
2016-10-13,729
2016-10-14,762
2016-10-15,786
2016-10-16,804
2016-10-17,824
2016-10-18,832
2016-10-19,841
2016-10-20,840
2016-10-21,857
2016-10-22,857
2016-10-23,861
2016-10-24,846
2016-10-25,846
2016-10-26,843
2016-10-27,866
2016-10-28,866
2016-10-29,886
2016-10-30,888
2016-10-31,919
2016-11-01,919
2016-11-02,901
2016-11-03,890
2016-11-04,871
2016-11-05,871
2016-11-06,844
2016-11-07,837
2016-11-08,833
2016-11-09,804
2016-11-10,804
2016-11-11,802
2016-11-12,811
2016-11-13,836
2016-11-14,859
2016-12-08,804
2016-12-09,797
2016-12-10,782
2016-12-11,769
2016-12-12,763
2016-12-13,753
2016-12-14,733
2016-12-15,733
2016-12-16,734
2016-12-17,737
2016-12-18,745
2016-12-19,738
2016-12-20,745
2016-12-21,760
2016-12-22,749
2016-12-23,759
2016-12-24,766
2016-12-25,773
2016-12-26,791
2016-12-27,826
2016-12-28,868
2016-12-29,905
2016-12-30,919
2016-12-31,944
2017-01-01,942
2017-01-02,949
2017-01-03,950
2017-01-04,912
2017-01-05,866
2017-01-06,829
2017-01-07,805
2017-01-08,781
2017-01-09,754
2017-01-10,755
2017-01-11,735
2017-01-12,752
2017-01-13,762
2017-01-14,789
2017-01-15,816
2017-01-16,806
2017-01-17,803
2017-01-18,813
2017-01-19,823
2017-01-20,829
2017-01-21,827
2017-01-22,816
2017-01-27,841
2017-01-28,854
2017-01-29,888
2017-01-30,908
2017-01-31,925
2017-02-01,934
2017-02-02,923
2017-02-03,897
2017-02-04,854
2017-02-05,840
2017-02-06,809
2017-02-07,784
2017-02-08,778
2017-02-09,784
2017-02-10,772
2017-02-11,753
2017-02-12,736
2017-02-13,740
2017-02-14,738
2017-02-15,743
2017-02-16,771
2017-02-18,796
2017-02-19,799
2017-02-20,814
2017-02-21,820
2017-02-22,815
2017-02-23,813
2017-02-24,794
2017-02-25,788
2017-02-26,790
2017-02-27,797
2017-02-28,801
2017-03-01,794
2017-03-02,803
2017-03-03,810
2017-03-04,834
2017-03-05,863
2017-03-06,875
2017-03-07,902
2017-03-08,923
2017-03-09,955
2017-03-10,966
2017-03-11,977
2017-03-12,984
2017-03-13,1002
2017-03-14,1020
2017-03-15,1049
2017-03-16,1038
2017-03-17,1052
2017-03-18,1017
2017-03-19,982
2017-03-20,963
2017-03-21,954
2017-03-22,940
2017-03-23,933
2017-03-24,936
2017-03-25,931
2017-03-26,931
2017-03-27,884
2017-03-28,851
2017-03-29,849
2017-03-30,854
2017-03-31,878
2017-04-01,888
2017-04-02,908
2017-04-03,919
2017-04-04,964
2017-04-12,952
2017-04-13,947
2017-04-14,954
2017-04-15,955
2017-04-16,917
2017-04-17,904
2017-04-18,882
2017-04-19,878
2017-04-20,849
2017-04-21,838
2017-04-22,825
2017-04-23,810
2017-04-24,792
2017-04-25,793
2017-04-26,796
2017-04-27,783
2017-04-28,771
2017-04-29,762
2017-04-30,740
2017-05-01,726
2017-05-02,700
2017-05-03,668
2017-05-04,657
2017-05-05,664
2017-05-06,680
2017-05-07,688
2017-05-08,702
2017-05-09,726
2017-05-10,756
2017-05-11,775
2017-05-12,794
2017-05-13,790
2017-05-14,818
2017-05-15,805
2017-05-16,833
2017-05-17,874
2017-05-18,912
2017-05-19,919
2017-05-20,950
2017-05-21,950
2017-05-22,991
2017-05-23,1025
2017-05-24,1044
2017-05-25,1024
2017-05-26,1018
2017-05-27,1005
2017-05-28,1011
2017-05-29,998
2017-05-30,1001
2017-05-31,971
2017-06-01,970
2017-06-02,966
2017-06-03,984
2017-06-06,923
2017-06-07,901
2017-06-08,875
2017-06-09,886
2017-06-10,886
2017-06-11,866
2017-06-12,872
2017-06-13,896
2017-06-14,928
2017-06-15,934
2017-06-16,952
2017-06-17,992
2017-06-18,1013
2017-06-19,1013
2017-06-20,1021
2017-06-21,1022
2017-06-22,998
2017-06-23,984
2017-06-24,952
2017-06-25,940
2017-06-26,925
2017-06-27,921
2017-06-28,941
2017-06-29,974
2017-06-30,1012
2017-07-01,1012
2017-07-02,998
2017-07-03,998
2017-07-04,995
2017-07-05,988
2017-07-06,972
2017-07-07,978
2017-07-08,960
2017-07-13,882
2017-07-14,866
2017-07-15,822
2017-07-16,794
2017-07-17,801
2017-07-18,800
2017-07-19,811
2017-07-20,806
2017-07-21,824
2017-07-22,826
2017-07-23,831
2017-07-24,837
2017-07-25,857
2017-07-26,864
2017-07-27,838
2017-07-28,813
2017-07-29,780
2017-07-30,782
2017-07-31,776
2017-08-01,764
2017-08-02,761
2017-08-03,774
2017-08-04,786
2017-08-05,801
2017-08-06,807
2017-08-09,828
2017-08-10,837
2017-08-11,837
2017-08-12,867
2017-08-13,876
2017-08-14,904
2017-08-15,923
2017-08-17,959
2017-08-18,939
2017-08-19,919
2017-08-20,930
2017-08-21,960
2017-08-22,987
2017-08-23,970
2017-08-24,950
2017-08-25,949
2017-08-26,941
2017-08-27,911
2017-08-28,903
2017-08-29,887
2017-08-30,878
2017-08-31,864
2017-09-01,846
2017-09-02,838
2017-09-03,819
2017-09-04,795
2017-09-05,756
2017-09-06,724
2017-09-07,692
2017-09-08,686
2017-09-09,682
2017-09-10,667
2017-09-11,675
2017-09-12,666
2017-09-13,678
2017-09-14,696
2017-09-15,696
2017-09-16,704
2017-09-17,720
2017-09-19,779
2017-09-20,783
2017-09-21,776
2017-09-22,746
2017-09-23,745
2017-09-24,742
2017-09-25,763
2017-09-26,783
2017-09-27,799
2017-09-28,785
2017-09-29,792
2017-09-30,765
2017-10-01,785
2017-10-02,776
2017-10-03,773
2017-10-04,752
2017-10-05,730
2017-10-06,745
2017-10-07,744
2017-10-08,743
2017-10-09,733
2017-10-10,739
2017-10-11,739
2017-10-12,742
2017-10-13,726
2017-10-14,714
2017-10-15,704
2017-10-16,720
2017-10-17,739
2017-10-18,741
2017-10-19,752
2017-10-20,744
2017-10-21,734
2017-10-22,703
2017-10-23,710
2017-10-24,708
2017-10-25,724
2017-10-26,751
2017-10-27,773
2017-10-28,773
2017-10-29,792
2017-10-30,812
2017-10-31,826
2017-11-01,826
2017-11-02,815
2017-11-03,833
2017-11-04,833
2017-11-05,844
2017-11-06,840
2017-11-07,855
2017-11-08,858
2017-11-09,885
2017-11-10,916
2017-11-11,916
2017-11-12,899
2017-11-13,895
2017-11-14,905
2017-11-15,914
2017-11-16,934
2017-11-17,939
2017-11-18,956
2017-11-19,964
2017-11-20,956
2017-11-21,937
2017-11-22,926
2017-11-23,918
2017-11-24,923
2017-11-25,923
2017-11-26,923
2017-11-27,923
2017-11-28,912
2017-11-29,903
2017-11-30,881
2017-12-01,882
2017-12-02,877
2017-12-03,885
2017-12-04,879
2017-12-05,880
2017-12-06,847
2017-12-07,837
2017-12-08,837
2017-12-09,838
2017-12-10,852
2017-12-11,842
2017-12-12,865
2017-12-13,864
2017-12-14,867
2017-12-15,875
2017-12-16,883
2017-12-17,901
2017-12-18,910
2017-12-19,894
2017-12-20,874
2017-12-21,854
2017-12-22,818
2017-12-23,824
2017-12-24,822
2017-12-25,848
2017-12-26,863
2017-12-27,870
2017-12-28,862
2017-12-29,895
2017-12-30,907
2017-12-31,872
2018-01-01,852
2018-01-02,825
2018-01-03,821
2018-01-04,833
2018-01-05,841
2018-01-06,851
2018-01-07,828
2018-01-08,828
2018-01-09,826
2018-01-10,855
2018-01-11,870
2018-01-12,876
2018-01-13,880
2018-01-14,887
2018-01-15,896
2018-01-16,906
2018-01-17,906
2018-01-18,905
2018-01-19,907
2018-01-20,888
2018-01-21,893
2018-01-22,898
2018-01-23,893
2018-01-24,903
2018-01-25,917
2018-01-26,922
2018-01-27,908
2018-01-28,899
2018-01-29,905
2018-01-30,921
2018-02-01,890
2018-02-02,846
2018-02-03,804
2018-02-04,793
2018-02-05,785
2018-02-06,800
2018-02-07,808
2018-02-08,794
2018-02-09,783
2018-02-10,805
2018-02-11,793
2018-02-12,795
2018-02-13,805
2018-02-14,822
2018-02-15,834
2018-02-16,828
2018-02-17,843
2018-02-18,852
2018-02-19,864
2018-02-20,849
2018-02-21,857
2018-02-22,866
2018-02-23,904
2018-02-24,942
2018-02-25,953
2018-02-26,951
2018-02-27,974
2018-02-28,993
2018-03-01,999
2018-03-02,989
2018-03-03,960
2018-03-04,939
2018-03-05,938
2018-03-06,939
2018-03-07,893
2018-03-08,882
2018-03-09,869
2018-03-10,851
2018-03-11,858
2018-03-12,849
2018-03-13,839
2018-03-14,815
2018-03-15,814
2018-03-16,821
2018-03-17,814
2018-03-18,789
2018-03-19,794
2018-03-20,798
2018-03-21,785
2018-03-23,809
2018-03-24,813
2018-03-26,809
2018-03-27,814
2018-03-28,823
2018-03-29,859
2018-03-30,867
2018-03-31,846
2018-04-01,843
2018-04-02,834
2018-04-03,829
2018-04-04,823
2018-04-05,849
2018-04-06,863
2018-04-08,872
2018-04-09,853
2018-04-10,810
2018-04-11,769
2018-04-12,730
2018-04-13,694
2018-04-14,660
2018-04-16,641
2018-04-17,645
2018-04-18,640
2018-04-19,645
2018-04-20,648
2018-04-21,638
2018-04-22,619
2018-04-23,602
2018-04-24,581
2018-04-25,575
2018-04-26,574
2018-04-27,559
2018-04-28,561
2018-04-29,555
2018-04-30,551
2018-05-01,560
2018-05-02,568
2018-05-03,575
2018-05-04,594
2018-05-05,592
2018-05-06,593
2018-05-07,595
2018-05-08,606
2018-05-09,598
2018-05-10,592
2018-05-11,594
2018-05-12,590
2018-05-13,579
2018-05-14,588
2018-05-15,598
2018-05-16,606
2018-05-17,614
2018-05-18,617
2018-05-19,605
2018-05-20,601
2018-05-21,598
2018-05-22,594
2018-05-23,611
2018-05-24,620
2018-05-25,630
2018-05-26,645
2018-05-27,636
2018-05-28,652
2018-05-29,656
2018-05-30,663
2018-05-31,661
2018-06-01,667
2018-06-02,670
2018-06-03,671
2018-06-04,669
2018-06-05,674
2018-06-06,693
2018-06-07,706
2018-06-08,723
2018-06-09,739
2018-06-10,749
2018-06-11,750
2018-06-12,754
2018-06-13,754
2018-06-14,757
2018-06-15,737
2018-06-16,719
2018-06-17,709
2018-06-18,708
2018-06-19,712
2018-06-20,696
2018-06-21,705
2018-06-22,723
2018-06-23,741
2018-06-24,765
2018-06-25,761
2018-06-26,776
2018-06-27,769
2018-06-28,765
2018-06-29,770
2018-06-30,789
2018-07-01,807
2018-07-02,820
2018-07-03,832
2018-07-04,863
2018-07-05,863
2018-07-06,879
2018-07-07,900
2018-07-08,893
2018-07-09,907
2018-07-10,929
2018-07-11,928
2018-07-12,908
2018-07-13,869
2018-07-14,860
2018-07-15,864
2018-07-16,854
2018-07-17,866
2018-07-18,866
2018-07-19,865
2018-07-20,872
2018-07-21,867
2018-07-22,855
2018-07-23,868
2018-07-24,874
2018-07-25,875
2018-07-26,876
2018-07-27,883
2018-07-28,897
2018-07-29,899
2018-07-30,906
2018-07-31,911
2018-08-01,913
2018-08-02,935
2018-08-03,945
2018-08-04,941
2018-08-05,938
2018-08-06,951
2018-08-07,983
2018-08-08,1000
2018-08-09,993
2018-08-10,986
2018-08-11,988
2018-08-12,993
2018-08-14,1023
2018-08-16,1053
2018-08-17,1072
2018-08-18,1067
2018-08-19,1080
2018-08-20,1087
2018-08-21,1101
2018-08-22,1096
2018-08-23,1072
2018-08-24,1088
2018-08-25,1095
2018-08-26,1089
2018-08-27,1115
2018-08-28,1114
2018-08-29,1073
2018-08-30,1053
2018-08-31,1040
2018-09-01,1051
2018-09-02,1032
2018-09-03,1039
2018-09-04,1057
2018-09-05,1075
2018-09-06,1055
2018-09-07,1087
2018-09-08,1103
2018-09-09,1106
2018-09-10,1133
2018-09-11,1145
2018-09-12,1137
2018-09-13,1157
2018-09-14,1189
2018-09-15,1220
2018-09-16,1190
2018-09-17,1204
2018-09-18,1184
2018-09-19,1194
2018-09-20,1139
2018-09-21,1109
2018-09-22,1091
2018-09-23,1097
2018-09-24,1116
2018-09-25,1095
2018-09-26,1073
2018-09-27,1071
2018-09-28,1081
2018-09-29,1079
2018-09-30,1092
2018-10-02,1070
2018-10-03,1072
2018-10-04,1054
2018-10-05,1029
2018-10-06,1046
2018-10-07,1056
2018-10-08,1041
2018-10-09,1035
2018-10-10,1044
2018-10-11,1039
2018-10-12,1033
2018-10-13,991
2018-10-14,948
2018-10-15,904
2018-10-16,858
2018-10-17,821
2018-10-18,809
2018-10-19,822
2018-10-20,814
2018-10-21,824
2018-10-22,832
2018-10-23,849
2018-10-24,866
2018-10-25,861
2018-10-26,879
2018-10-27,884
2018-10-28,919
2018-10-29,953
2018-10-30,999
2018-10-31,1043
2018-11-01,1070
2018-11-03,1041
2018-11-04,1047
2018-11-05,1042
2018-11-06,1033
2018-11-07,1047
2018-11-08,1031
2018-11-09,1018
2018-11-10,991
2018-11-11,962
2018-11-12,919
2018-11-13,884
2018-11-14,867
2018-11-15,840
2018-11-16,819
2018-11-17,805
2018-11-18,805
2018-11-19,818
2018-11-20,822
2018-11-21,829
2018-11-22,812
2018-11-23,828
2018-11-24,843
2018-11-25,860
2018-11-26,855
2018-11-27,833
2018-11-28,836
2018-11-29,851
2018-12-01,852
2018-12-02,859
2018-12-03,885
2018-12-04,903
2018-12-05,885
2018-12-07,893
2018-12-09,904
2018-12-10,895
2018-12-11,875
2018-12-12,868
2018-12-13,871
2018-12-14,869
2018-12-15,878
2018-12-16,883
2018-12-17,881
2018-12-18,889
2018-12-19,894
2018-12-20,913
2018-12-21,926
2018-12-22,932
2018-12-23,936
2018-12-24,959
2018-12-25,967
2018-12-26,968
2018-12-27,940
2018-12-28,936
2018-12-29,914
2018-12-30,906
2018-12-31,904
2019-01-01,909
2019-01-02,907
2019-01-03,875
2019-01-04,833
2019-01-05,804
2019-01-06,781
2019-01-08,735
2019-01-10,742
2019-01-11,763
2019-01-12,785
2019-01-13,809
2019-01-14,835
2019-01-15,849
2019-01-16,882
2019-01-17,906
2019-01-18,928
2019-01-19,924
2019-01-20,916
2019-01-21,940
2019-01-22,934
2019-01-23,956
2019-01-24,976
2019-01-25,1005
2019-01-26,1009
2019-01-27,1006
2019-01-28,988
2019-01-29,1000
2019-01-30,1021
2019-01-31,1019
2019-02-01,1048
2019-02-02,1047
2019-02-03,1074
2019-02-04,1115
2019-02-05,1110
2019-02-06,1093
2019-02-07,1108
2019-02-08,1098
2019-02-09,1057
2019-02-10,1019
2019-02-11,979
2019-02-12,946
2019-02-13,972
2019-02-14,983
2019-02-15,997
2019-02-16,956
2019-02-17,921
2019-02-18,907
2019-02-19,924
2019-02-20,948
2019-02-21,947
2019-02-22,976
2019-02-23,998
2019-02-24,999
2019-02-25,997
2019-02-26,965
2019-02-27,949
2019-02-28,903
2019-03-01,869
2019-03-02,825
2019-03-03,790
2019-03-04,750
2019-03-05,717
2019-03-06,681
2019-03-07,650
2019-03-08,641
2019-03-09,648
2019-03-10,658
2019-03-11,677
2019-03-12,672
2019-03-13,664
2019-03-14,672
2019-03-15,688
2019-03-16,706
2019-03-17,719
2019-03-18,731
2019-03-19,751
2019-03-20,770
2019-03-21,742
2019-03-22,723
2019-03-23,719
2019-03-24,731
2019-03-25,759
2019-03-26,784
2019-03-27,805
2019-03-28,819
2019-03-29,788
2019-03-30,759
2019-03-31,742
2019-04-01,724
2019-04-02,714
2019-04-03,709
2019-04-04,716
2019-04-05,730
2019-04-06,730
2019-04-07,738
2019-04-08,748
2019-04-09,754
2019-04-10,730
2019-04-11,717
2019-04-12,702
2019-04-13,675
2019-04-14,663
2019-04-15,660
2019-04-16,665
2019-04-17,678
2019-04-18,698
2019-04-19,729
2019-04-20,762
2019-04-21,793
2019-04-22,817
2019-04-23,849
2019-04-24,892
2019-04-25,935
2019-04-26,979
2019-04-27,1020
2019-04-28,1026
2019-04-29,1047
2019-04-30,1026
2019-05-01,1048
2019-05-02,1087
2019-05-03,1088
2019-05-04,1037
2019-05-05,1009
2019-05-06,976
2019-05-07,938
2019-05-08,895
2019-05-09,866
2019-05-10,866
2019-05-11,867
2019-05-12,836
2019-05-13,811
2019-05-14,782
2019-05-15,754
2019-05-16,724
2019-05-17,694
2019-05-18,683
2019-05-19,670
2019-05-20,678
2019-05-21,681
2019-05-22,684
2019-05-23,687
2019-05-24,685
2019-05-25,681
2019-05-26,688
2019-05-27,681
2019-05-28,687
2019-05-29,705
2019-05-30,708
2019-05-31,705
2019-06-01,707
2019-06-02,710
2019-06-03,706
2019-06-04,713
2019-06-05,707
2019-06-06,691
2019-06-07,700
2019-06-08,701
2019-06-09,708
2019-06-10,693
2019-06-11,697
2019-06-12,717
2019-06-13,726
2019-06-14,736
2019-06-15,723
2019-06-16,729
2019-06-17,729
2019-06-18,732
2019-06-19,740
2019-06-20,742
2019-06-21,749
2019-06-22,748
2019-06-23,756
2019-06-24,767
2019-06-25,772
2019-06-26,786
2019-06-27,793
2019-06-28,803
2019-06-29,821
2019-06-30,820
2019-07-01,831
2019-07-02,845
2019-07-03,843
2019-07-04,849
2019-07-05,830
2019-07-06,809
2019-07-07,798
2019-07-08,778
2019-07-09,770
2019-07-10,798
2019-07-11,815
2019-07-12,831
2019-07-13,825
2019-07-14,847
2019-07-15,871
2019-07-16,890
2019-07-17,904
2019-07-18,914
2019-07-19,928
2019-07-20,946
2019-07-21,941
2019-07-22,961
2019-07-23,988
2019-07-24,977
2019-07-25,988
2019-07-26,1015
2019-07-27,1014
2019-07-28,992
2019-07-29,1005
2019-07-30,988
2019-07-31,992
2019-08-01,1002
2019-08-02,974
2019-08-03,969
2019-08-04,965
2019-08-05,941
2019-08-06,919
2019-08-07,891
2019-08-08,890
2019-08-09,884
2019-08-10,885
2019-08-11,884
2019-08-12,892
2019-08-13,906
2019-08-14,917
2019-08-15,919
2019-08-16,913
