date_obj,White%20elegant%20skirt price
2015-08-27,4715
2015-08-28,4715
2015-08-29,4659
2015-08-30,4659
2015-08-31,4659
2015-09-01,4606
2015-09-02,4606
2015-09-03,4606
2015-09-04,4501
2015-09-05,4501
2015-09-06,4501
2015-09-07,4410
2015-09-08,4410
2015-09-09,4288
2015-09-10,4288
2015-09-11,4288
2015-09-12,4195
2015-09-13,4195
2015-09-14,4334
2015-09-15,4334
2015-09-16,4334
2015-09-17,4528
2015-09-18,4528
2015-09-19,4528
2015-09-20,4741
2015-09-21,4741
2015-09-22,4741
2015-09-23,4977
2015-09-24,4977
2015-09-25,4977
2015-09-27,5211
2015-09-28,5211
2015-09-29,5435
2015-09-30,5435
2015-10-05,5463
2015-10-06,5463
2015-10-07,5463
2015-10-08,5317
2015-10-09,5317
2015-10-10,5317
2015-10-11,5192
2015-10-12,5192
2015-10-13,5192
2015-10-14,5187
2015-10-15,5187
2015-10-16,5271
2015-10-17,5271
2015-10-18,5271
2015-10-19,5258
2015-10-20,5258
2015-10-22,5367
2015-10-23,5367
2015-10-24,5367
2015-10-25,5470
2015-10-26,5470
2015-10-27,5470
2015-10-29,5576
2015-10-30,5576
2015-10-31,5576
2015-11-01,5576
2015-11-02,5693
2015-11-03,5693
2015-11-04,5693
2015-11-05,5781
2015-11-06,5781
2015-11-07,5781
2015-11-08,5877
2015-11-09,5877
2015-11-10,5877
2015-11-11,5877
2015-11-12,5925
2015-11-13,5925
2015-11-14,5925
2015-11-15,5901
2015-11-16,5901
2015-11-17,5901
2015-11-18,5901
2015-11-19,6004
2015-11-20,6004
2015-11-21,6004
2015-11-22,6088
2015-11-23,6088
2015-11-24,6088
2015-11-25,6207
2015-11-26,6207
2015-11-27,6207
2015-11-28,6207
2015-11-29,6362
2015-11-30,6362
2015-12-01,6362
2015-12-02,6470
2015-12-03,6470
2015-12-04,6470
2015-12-05,6543
2015-12-06,6543
2015-12-07,6543
2015-12-08,6644
2015-12-09,6644
2015-12-10,6644
2015-12-11,6690
2015-12-13,6690
2015-12-14,6786
2015-12-15,6786
2015-12-16,6875
2015-12-17,6875
2015-12-18,6875
2015-12-19,6875
2015-12-20,6830
2015-12-21,6830
2015-12-22,6830
2015-12-23,6730
2015-12-24,6730
2015-12-25,6730
2015-12-26,6591
2015-12-27,6591
2015-12-28,6591
2015-12-29,6639
2015-12-30,6639
2015-12-31,6639
2016-01-01,6604
2016-01-02,6604
2016-01-03,6513
2016-01-04,6513
2016-01-05,6498
2016-01-06,6498
2016-01-07,6498
2016-01-08,6397
2016-01-09,6397
2016-01-10,6397
2016-01-11,6339
2016-01-12,6339
2016-01-13,6339
2016-01-14,6291
2016-01-15,6291
2016-01-16,6291
2016-01-17,6171
2016-01-18,6171
2016-01-19,6171
2016-01-20,6029
2016-01-21,6029
2016-01-22,6029
2016-01-23,5953
2016-01-24,5953
2016-01-25,6074
2016-01-26,6074
2016-01-27,6074
2016-01-28,5981
2016-01-29,5981
2016-01-30,5981
2016-01-31,5857
2016-02-01,5857
2016-02-02,5857
2016-02-03,5784
2016-02-04,5784
2016-02-05,5784
2016-02-06,5661
2016-02-07,5661
2016-02-08,5661
2016-02-09,5662
2016-02-10,5662
2016-02-11,5662
2016-02-12,5744
2016-02-13,5744
2016-02-14,5744
2016-02-15,5678
2016-02-16,5678
2016-02-17,5678
2016-02-18,5555
2016-02-19,5555
2016-02-20,5555
2016-02-21,5493
2016-02-22,5493
2016-02-23,5493
2016-02-24,5389
2016-02-25,5389
2016-02-26,5324
2016-02-27,5324
2016-02-28,5230
2016-02-29,5230
2016-03-01,5148
2016-03-02,5148
2016-03-03,5124
2016-03-04,5124
2016-03-05,5124
2016-03-06,5240
2016-03-07,5240
2016-03-08,5240
2016-03-09,5345
2016-03-10,5345
2016-03-11,5345
2016-03-12,5481
2016-03-13,5481
2016-03-14,5481
2016-03-15,5631
2016-03-16,5631
2016-03-17,5682
2016-03-18,5682
2016-03-19,5682
2016-03-20,5838
2016-03-21,5838
2016-03-22,5838
2016-03-23,5986
2016-03-24,5986
2016-03-25,5986
2016-03-26,6227
2016-03-27,6227
2016-03-28,6227
2016-03-29,6487
2016-03-30,6487
2016-03-31,6487
2016-04-01,6729
2016-04-02,6729
2016-04-03,6729
2016-04-04,7063
2016-04-05,7063
2016-04-06,7063
2016-04-07,7402
2016-04-08,7402
2016-04-09,7744
2016-04-10,7744
2016-04-11,7744
2016-04-12,8131
2016-04-13,8131
2016-04-14,8462
2016-04-15,8462
2016-04-16,8872
2016-04-17,8872
2016-04-18,9226
2016-04-19,9226
2016-04-20,9385
2016-04-21,9385
2016-04-22,9385
2016-04-23,9839
2016-04-24,9839
2016-04-25,10190
2016-04-26,10190
2016-04-27,10190
2016-04-28,10655
2016-04-29,10655
2016-04-30,10655
2016-05-01,11025
2016-05-02,11025
2016-05-03,11097
2016-05-04,11097
2016-05-05,11058
2016-05-06,11058
2016-05-07,11058
2016-05-08,10708
2016-05-09,10708
2016-05-10,10289
2016-05-11,10289
2016-05-12,10289
2016-05-13,9805
2016-05-14,9805
2016-05-15,9342
2016-05-16,9342
2016-05-17,8933
2016-05-18,8933
2016-05-19,8504
2016-05-22,8116
2016-05-23,7710
2016-05-24,7710
2016-05-25,7710
2016-05-26,7324
2016-05-27,7324
2016-05-28,6992
2016-05-29,6668
2016-05-30,6668
2016-05-31,6354
2016-06-01,6354
2016-06-02,6054
2016-06-03,6054
2016-06-04,5751
2016-06-05,5751
2016-06-06,5580
2016-06-07,5580
2016-06-08,5580
2016-06-09,5379
2016-06-10,5379
2016-06-11,5121
2016-06-12,5121
2016-06-13,4899
2016-06-14,4899
2016-06-15,4677
2016-06-16,4677
2016-06-17,4443
2016-06-18,4443
2016-06-19,4226
2016-06-20,4226
2016-06-21,4029
2016-06-22,3856
2016-06-23,3856
2016-06-24,3745
2016-06-25,3745
2016-06-26,3745
2016-06-27,3690
2016-06-28,3690
2016-06-29,3568
2016-06-30,3568
2016-07-01,3492
2016-07-02,3492
2016-07-03,3492
2016-07-04,3334
2016-07-05,3334
2016-07-06,3275
2016-07-07,3275
2016-07-08,3184
2016-07-09,3184
2016-07-10,3106
2016-07-11,3106
2016-07-12,3032
2016-07-13,3032
2016-07-14,3152
2016-07-15,3152
2016-07-16,3268
2016-07-17,3268
2016-07-18,3322
2016-07-24,3161
2016-07-25,3033
2016-07-26,3033
2016-07-27,3033
2016-07-28,3027
2016-07-29,3027
2016-07-30,3038
2016-07-31,3038
2016-08-01,3038
2016-08-02,2983
2016-08-03,2983
2016-08-04,2983
2016-08-05,2910
2016-08-06,2910
2016-08-07,2854
2016-08-08,2854
2016-08-09,2854
2016-08-10,2811
2016-08-11,2811
2016-08-12,2811
2016-08-13,2792
2016-08-14,2792
2016-08-15,2720
2016-08-16,2720
2016-08-17,2720
2016-08-18,2739
2016-08-19,2739
2016-08-20,2738
2016-08-21,2738
2016-08-22,2738
2016-08-23,2777
2016-08-24,2777
2016-08-25,2777
2016-08-26,2777
2016-08-28,2810
2016-08-31,2862
2016-09-01,2862
2016-09-02,2862
2016-09-03,2915
2016-09-04,2915
2016-09-05,2915
2016-09-06,2993
2016-09-07,2993
2016-09-08,2993
2016-09-09,2993
2016-09-10,3123
2016-09-11,3123
2016-09-12,3123
2016-09-13,3123
2016-09-14,3280
2016-09-15,3280
2016-09-16,3280
2016-09-17,3437
2016-09-18,3437
2016-09-19,3437
2016-09-20,3559
2016-09-21,3559
2016-09-22,3559
2016-09-23,3573
2016-09-24,3573
2016-09-25,3573
2016-09-26,3573
2016-09-27,3553
2016-09-28,3553
2016-09-29,3553
2016-09-30,3478
2016-10-01,3478
2016-10-02,3478
2016-10-03,3478
2016-10-04,3416
2016-10-05,3416
2016-10-06,3416
2016-10-07,3297
2016-10-08,3297
2016-10-09,3297
2016-10-10,3254
2016-10-11,3254
2016-10-12,3254
2016-10-13,3239
2016-10-14,3239
2016-10-15,3219
2016-10-16,3219
2016-10-17,3219
2016-10-18,3219
2016-10-19,3189
2016-10-20,3189
2016-10-21,3189
2016-10-22,3149
2016-10-23,3149
2016-10-24,3149
2016-10-25,3230
2016-10-26,3230
2016-10-27,3230
2016-10-28,3356
2016-10-29,3356
2016-10-30,3356
2016-10-31,3486
2016-11-01,3486
2016-11-02,3486
2016-11-03,3517
2016-11-04,3517
2016-11-05,3517
2016-11-06,3518
2016-11-07,3518
2016-11-08,3518
2016-11-09,3518
2016-11-10,3591
2016-11-11,3591
2016-11-12,3591
2016-11-13,3591
2016-11-14,3632
2016-12-08,3675
2016-12-09,3738
2016-12-10,3738
2016-12-11,3738
2016-12-12,3817
2016-12-13,3817
2016-12-14,3817
2016-12-15,3886
2016-12-16,3886
2016-12-17,3846
2016-12-18,3846
2016-12-19,3846
2016-12-20,3846
2016-12-21,3794
2016-12-22,3794
2016-12-23,3794
2016-12-24,3853
2016-12-25,3853
2016-12-26,3853
2016-12-27,3936
2016-12-28,3936
2016-12-29,3936
2016-12-30,3934
2016-12-31,3934
2017-01-01,3934
2017-01-02,4008
2017-01-03,4008
2017-01-04,4038
2017-01-05,4038
2017-01-06,4038
2017-01-07,4113
2017-01-08,4113
2017-01-09,4219
2017-01-10,4219
2017-01-11,4207
2017-01-12,4207
2017-01-13,4106
2017-01-14,4106
2017-01-15,4069
2017-01-16,4069
2017-01-17,4159
2017-01-18,4159
2017-01-19,4159
2017-01-20,4029
2017-01-21,4029
2017-01-22,4048
2017-01-27,4092
2017-01-28,3964
2017-01-29,3964
2017-01-30,3964
2017-01-31,3970
2017-02-01,3970
2017-02-02,4124
2017-02-03,4124
2017-02-04,4124
2017-02-05,4123
2017-02-06,4123
2017-02-07,4123
2017-02-08,4069
2017-02-09,4069
2017-02-10,4022
2017-02-11,4022
2017-02-12,3831
2017-02-13,3831
2017-02-14,3701
2017-02-15,3701
2017-02-16,3783
2017-02-18,3783
2017-02-19,3870
2017-02-20,3870
2017-02-21,3944
2017-02-22,3944
2017-02-23,3944
2017-02-24,4004
2017-02-25,4004
2017-02-26,4076
2017-02-27,4076
2017-02-28,4034
2017-03-01,4034
2017-03-02,4024
2017-03-03,4024
2017-03-04,4032
2017-03-05,4032
2017-03-06,3993
2017-03-07,3993
2017-03-08,3921
2017-03-09,3921
2017-03-10,3921
2017-03-11,3755
2017-03-12,3755
2017-03-13,3683
2017-03-14,3683
2017-03-15,3581
2017-03-16,3581
2017-03-17,3476
2017-03-18,3476
2017-03-19,3406
2017-03-20,3406
2017-03-21,3550
2017-03-22,3550
2017-03-23,3486
2017-03-24,3486
2017-03-25,3486
2017-03-26,3417
2017-03-27,3417
2017-03-28,3417
2017-03-29,3277
2017-03-30,3277
2017-03-31,3230
2017-04-01,3230
2017-04-02,3131
2017-04-03,3131
2017-04-04,3081
2017-04-12,3089
2017-04-13,3089
2017-04-14,3196
2017-04-15,3196
2017-04-16,3136
2017-04-17,3136
2017-04-18,3048
2017-04-19,3048
2017-04-20,3016
2017-04-21,3016
2017-04-22,2919
2017-04-23,2919
2017-04-24,2786
2017-04-25,2655
2017-04-26,2655
2017-04-27,2655
2017-04-28,2543
2017-04-29,2543
2017-04-30,2479
2017-05-01,2479
2017-05-02,2365
2017-05-03,2365
2017-05-04,2313
2017-05-05,2313
2017-05-06,2283
2017-05-07,2283
2017-05-08,2283
2017-05-09,2272
2017-05-10,2272
2017-05-11,2272
2017-05-12,2277
2017-05-13,2277
2017-05-14,2292
2017-05-15,2292
2017-05-16,2382
2017-05-17,2382
2017-05-18,2452
2017-05-19,2452
2017-05-20,2536
2017-05-21,2536
2017-05-22,2536
2017-05-23,2617
2017-05-24,2617
2017-05-25,2554
2017-05-26,2554
2017-05-27,2638
2017-05-28,2638
2017-05-29,2766
2017-05-30,2766
2017-05-31,2893
2017-06-01,2893
2017-06-02,2889
2017-06-03,2889
2017-06-06,2899
2017-06-07,2979
2017-06-08,2979
2017-06-09,3126
2017-06-10,3198
2017-06-11,3198
2017-06-12,3224
2017-06-13,3224
2017-06-14,3164
2017-06-15,3164
2017-06-16,3095
2017-06-17,3095
2017-06-18,3068
2017-06-19,3068
2017-06-20,3068
2017-06-21,3087
2017-06-22,3087
2017-06-23,3087
2017-06-24,3178
2017-06-25,3178
2017-06-26,3178
2017-06-27,3177
2017-06-28,3177
2017-06-29,3094
2017-06-30,3094
2017-07-01,3094
2017-07-02,3094
2017-07-03,3037
2017-07-04,3037
2017-07-05,3037
2017-07-06,3065
2017-07-07,3065
2017-07-08,3065
2017-07-13,3089
2017-07-14,2948
2017-07-15,2948
2017-07-16,2948
2017-07-17,2846
2017-07-18,2846
2017-07-19,2721
2017-07-20,2721
2017-07-21,2630
2017-07-22,2630
2017-07-23,2620
2017-07-24,2620
2017-07-25,2620
2017-07-26,2620
2017-07-27,2684
2017-07-28,2684
2017-07-29,2684
2017-07-30,2680
2017-07-31,2680
2017-08-01,2680
2017-08-02,2697
2017-08-03,2697
2017-08-04,2697
2017-08-05,2649
2017-08-06,2649
2017-08-09,2608
2017-08-10,2608
2017-08-11,2584
2017-08-12,2584
2017-08-13,2584
2017-08-14,2597
2017-08-15,2597
2017-08-16,2534
2017-08-17,2534
2017-08-18,2474
2017-08-19,2474
2017-08-20,2410
2017-08-21,2410
2017-08-22,2346
2017-08-23,2346
2017-08-24,2323
2017-08-25,2323
2017-08-26,2252
2017-08-27,2252
2017-08-28,2252
2017-08-29,2169
2017-08-30,2169
2017-08-31,2158
2017-09-01,2158
2017-09-02,2128
2017-09-03,2128
2017-09-04,2128
2017-09-05,2104
2017-09-06,2104
2017-09-07,2061
2017-09-08,2061
2017-09-09,2061
2017-09-10,2069
2017-09-11,2069
2017-09-12,2072
2017-09-13,2072
2017-09-14,2074
2017-09-15,2074
2017-09-16,2074
2017-09-17,2115
2017-09-18,2115
2017-09-19,2115
2017-09-20,2206
2017-09-21,2206
2017-09-22,2313
2017-09-23,2313
2017-09-24,2313
2017-09-25,2425
2017-09-26,2425
2017-09-27,2425
2017-09-28,2440
2017-09-29,2440
2017-09-30,2420
2017-10-01,2420
2017-10-02,2366
2017-10-03,2366
2017-10-04,2366
2017-10-05,2296
2017-10-06,2296
2017-10-07,2262
2017-10-08,2262
2017-10-09,2152
2017-10-10,2152
2017-10-11,2152
2017-10-12,2101
2017-10-13,2101
2017-10-14,2032
2017-10-15,2032
2017-10-16,2032
2017-10-17,1988
2017-10-18,1988
2017-10-19,1969
2017-10-20,1969
2017-10-21,1969
2017-10-22,1942
2017-10-23,1942
2017-10-24,1932
2017-10-25,1932
2017-10-26,1932
2017-10-27,1915
2017-10-28,1915
2017-10-29,1819
2017-10-30,1819
2017-10-31,1775
2017-11-01,1775
2017-11-02,1775
2017-11-03,1754
2017-11-04,1754
2017-11-05,1720
2017-11-06,1720
2017-11-07,1720
2017-11-08,1691
2017-11-09,1691
2017-11-10,1681
2017-11-11,1681
2017-11-12,1681
2017-11-13,1668
2017-11-14,1668
2017-11-15,1668
2017-11-16,1646
2017-11-17,1646
2017-11-18,1646
2017-11-19,1646
2017-11-20,1603
2017-11-21,1603
2017-11-22,1560
2017-11-23,1560
2017-11-24,1560
2017-11-25,1510
2017-11-26,1510
2017-11-27,1510
2017-11-28,1485
2017-11-29,1485
2017-11-30,1449
2017-12-01,1449
2017-12-02,1448
2017-12-03,1448
2017-12-04,1448
2017-12-05,1447
2017-12-06,1447
2017-12-07,1413
2017-12-08,1413
2017-12-09,1413
2017-12-10,1392
2017-12-11,1392
2017-12-12,1389
2017-12-13,1389
2017-12-14,1389
2017-12-15,1367
2017-12-16,1367
2017-12-17,1367
2017-12-18,1336
2017-12-19,1336
2017-12-20,1336
2017-12-21,1293
2017-12-22,1293
2017-12-23,1241
2017-12-24,1241
2017-12-25,1241
2017-12-26,1234
2017-12-27,1234
2017-12-28,1239
2017-12-29,1239
2017-12-30,1227
2017-12-31,1227
2018-01-01,1227
2018-01-02,1218
2018-01-03,1218
2018-01-04,1195
2018-01-05,1195
2018-01-06,1175
2018-01-07,1175
2018-01-08,1156
2018-01-09,1156
2018-01-10,1156
2018-01-11,1134
2018-01-12,1134
2018-01-13,1117
2018-01-14,1117
2018-01-15,1097
2018-01-16,1097
2018-01-17,1083
2018-01-18,1083
2018-01-19,1083
2018-01-20,1055
2018-01-21,1055
2018-01-22,1041
2018-01-23,1041
2018-01-24,1020
2018-01-25,1020
2018-01-26,1013
2018-01-27,1013
2018-01-28,1002
2018-01-29,1002
2018-01-30,993
2018-02-01,1019
2018-02-02,1019
2018-02-03,1062
2018-02-04,1062
2018-02-05,1109
2018-02-06,1109
2018-02-07,1129
2018-02-08,1129
2018-02-09,1114
2018-02-10,1114
2018-02-11,1103
2018-02-12,1103
2018-02-13,1077
2018-02-14,1077
2018-02-15,1064
2018-02-16,1064
2018-02-17,1068
2018-02-18,1068
2018-02-19,1060
2018-02-20,1060
2018-02-21,1050
2018-02-22,1050
2018-02-23,1038
2018-02-24,1038
2018-02-25,1009
2018-02-26,1009
2018-02-27,989
2018-02-28,989
2018-03-01,983
2018-03-02,983
2018-03-03,996
2018-03-04,996
2018-03-05,1039
2018-03-06,1039
2018-03-07,1070
2018-03-08,1070
2018-03-09,1122
2018-03-10,1122
2018-03-11,1171
2018-03-12,1171
2018-03-13,1229
2018-03-14,1229
2018-03-15,1290
2018-03-16,1290
2018-03-17,1312
2018-03-18,1312
2018-03-19,1312
2018-03-20,1318
2018-03-21,1318
2018-03-23,1352
2018-03-24,1352
2018-03-26,1346
2018-03-27,1295
2018-03-28,1295
2018-03-29,1239
2018-03-30,1239
2018-03-31,1216
2018-04-01,1216
2018-04-02,1196
2018-04-03,1196
2018-04-04,1170
2018-04-05,1170
2018-04-06,1170
2018-04-08,1144
2018-04-09,1130
2018-04-10,1130
2018-04-11,1116
2018-04-12,1116
2018-04-13,1116
2018-04-14,1089
2018-04-16,1053
2018-04-17,1053
2018-04-18,1053
2018-04-19,1024
2018-04-20,1024
2018-04-21,1033
2018-04-22,1033
2018-04-23,1033
2018-04-24,1040
2018-04-25,1040
2018-04-26,1040
2018-04-27,1032
2018-04-28,1032
2018-04-29,1049
2018-04-30,1049
2018-05-02,1045
2018-05-03,1045
2018-05-04,1036
2018-05-05,1036
2018-05-06,1063
2018-05-07,1063
2018-05-08,1094
2018-05-09,1094
2018-05-10,1113
2018-05-11,1113
2018-05-12,1114
2018-05-13,1114
2018-05-14,1130
2018-05-15,1130
2018-05-16,1132
2018-05-17,1132
2018-05-18,1136
2018-05-19,1136
2018-05-20,1136
2018-05-21,1127
2018-05-22,1127
2018-05-23,1135
2018-05-24,1135
2018-05-25,1135
2018-05-26,1138
2018-05-27,1138
2018-05-28,1129
2018-05-29,1129
2018-05-30,1129
2018-05-31,1129
2018-06-01,1136
2018-06-02,1136
2018-06-03,1146
2018-06-04,1146
2018-06-05,1149
2018-06-06,1149
2018-06-07,1153
2018-06-08,1153
2018-06-09,1152
2018-06-10,1152
2018-06-11,1193
2018-06-12,1193
2018-06-13,1180
2018-06-14,1180
2018-06-15,1135
2018-06-16,1135
2018-06-17,1144
2018-06-18,1144
2018-06-19,1112
2018-06-20,1112
2018-06-21,1106
2018-06-22,1106
2018-06-23,1112
2018-06-24,1112
2018-06-25,1130
2018-06-26,1130
2018-06-27,1130
2018-06-28,1137
2018-06-29,1137
2018-06-30,1138
2018-07-01,1138
2018-07-02,1138
2018-07-03,1107
2018-07-04,1107
2018-07-05,1107
2018-07-06,1083
2018-07-07,1083
2018-07-08,1074
2018-07-09,1074
2018-07-10,1050
2018-07-11,1050
2018-07-12,1050
2018-07-13,1063
2018-07-14,1050
2018-07-15,1050
2018-07-16,1034
2018-07-17,1034
2018-07-18,1013
2018-07-19,1013
2018-07-20,1017
2018-07-21,1017
2018-07-22,1024
2018-07-23,1024
2018-07-24,1063
2018-07-25,1063
2018-07-26,1112
2018-07-27,1158
2018-07-28,1158
2018-07-29,1170
2018-07-30,1170
2018-07-31,1193
2018-08-01,1193
2018-08-02,1231
2018-08-03,1231
2018-08-04,1242
2018-08-05,1242
2018-08-06,1222
2018-08-07,1222
2018-08-08,1209
2018-08-09,1209
2018-08-10,1210
2018-08-11,1210
2018-08-12,1195
2018-08-14,1182
2018-08-16,1167
2018-08-17,1167
2018-08-18,1159
2018-08-19,1159
2018-08-20,1143
2018-08-21,1143
2018-08-22,1175
2018-08-23,1175
2018-08-24,1234
2018-08-25,1234
2018-08-26,1285
2018-08-27,1285
2018-08-28,1336
2018-08-29,1336
2018-08-30,1390
2018-08-31,1390
2018-09-01,1460
2018-09-02,1460
2018-09-03,1511
2018-09-04,1528
2018-09-05,1528
2018-09-06,1528
2018-09-07,1544
2018-09-08,1522
2018-09-09,1522
2018-09-10,1541
2018-09-11,1541
2018-09-12,1587
2018-09-13,1587
2018-09-14,1657
2018-09-15,1657
2018-09-16,1717
2018-09-17,1717
2018-09-18,1721
2018-09-19,1721
2018-09-20,1747
2018-09-21,1747
2018-09-22,1759
2018-09-23,1759
2018-09-24,1813
2018-09-25,1813
2018-09-26,1772
2018-09-27,1772
2018-09-28,1712
2018-09-29,1712
2018-09-30,1743
2018-10-02,1777
2018-10-03,1777
2018-10-04,1801
2018-10-05,1801
2018-10-06,1765
2018-10-07,1765
2018-10-08,1834
2018-10-09,1834
2018-10-10,1902
2018-10-11,1902
2018-10-12,1902
2018-10-13,1982
2018-10-14,1982
2018-10-15,2076
2018-10-16,2076
2018-10-17,2138
2018-10-18,2138
2018-10-19,2159
2018-10-20,2159
2018-10-21,2092
2018-10-22,2092
2018-10-23,2025
2018-10-24,2025
2018-10-25,2077
2018-10-26,2077
2018-10-27,2140
2018-10-28,2140
2018-10-29,2193
2018-10-30,2193
2018-10-31,2202
2018-11-01,2243
2018-11-03,2246
2018-11-04,2246
2018-11-05,2292
2018-11-06,2354
2018-11-07,2354
2018-11-08,2417
2018-11-09,2417
2018-11-10,2492
2018-11-11,2492
2018-11-12,2580
2018-11-13,2556
2018-11-14,2556
2018-11-15,2575
2018-11-16,2587
2018-11-17,2587
2018-11-18,2592
2018-11-19,2592
2018-11-20,2552
2018-11-21,2552
2018-11-22,2579
2018-11-23,2579
2018-11-24,2563
2018-11-25,2508
2018-11-26,2508
2018-11-27,2447
2018-11-28,2374
2018-11-29,2268
2018-12-01,2185
2018-12-02,2133
2018-12-03,2133
2018-12-04,2106
2018-12-05,2108
2018-12-07,2029
2018-12-09,2003
2018-12-10,1998
2018-12-11,1998
2018-12-12,1958
2018-12-13,1969
2018-12-14,1959
2018-12-15,1930
2018-12-16,1924
2018-12-17,1924
2018-12-18,1939
2018-12-19,1900
2018-12-20,1842
2018-12-21,1856
2018-12-22,1856
2018-12-23,1888
2018-12-24,1821
2018-12-25,1821
2018-12-26,1804
2018-12-27,1783
2018-12-28,1783
2018-12-29,1729
2018-12-30,1729
2018-12-31,1661
2019-01-01,1661
2019-01-02,1619
2019-01-03,1606
2019-01-04,1606
2019-01-05,1563
2019-01-06,1507
2019-01-08,1478
2019-01-10,1462
2019-01-11,1462
2019-01-12,1432
2019-01-13,1432
2019-01-14,1403
2019-01-15,1372
2019-01-16,1348
2019-01-17,1348
2019-01-18,1350
2019-01-19,1324
2019-01-20,1326
2019-01-21,1326
2019-01-22,1293
2019-01-23,1293
2019-01-24,1270
2019-01-25,1247
2019-01-26,1200
2019-01-27,1200
2019-01-28,1175
2019-01-29,1132
2019-01-30,1101
2019-01-31,1101
2019-02-01,1063
2019-02-02,1063
2019-02-03,1032
2019-02-04,1032
2019-02-05,1008
2019-02-06,1008
2019-02-07,987
2019-02-08,987
2019-02-09,979
2019-02-10,979
2019-02-11,979
2019-02-12,990
2019-02-13,1016
2019-02-14,1016
2019-02-15,1051
2019-02-16,1082
2019-02-17,1082
2019-02-18,1105
2019-02-19,1105
2019-02-20,1147
2019-02-21,1192
2019-02-22,1192
2019-02-23,1226
2019-02-24,1228
2019-02-25,1258
2019-02-26,1258
2019-02-27,1274
2019-02-28,1274
2019-03-01,1247
2019-03-02,1247
2019-03-03,1255
2019-03-04,1215
2019-03-05,1215
2019-03-06,1166
2019-03-07,1148
2019-03-08,1148
2019-03-09,1134
2019-03-10,1104
2019-03-11,1104
2019-03-12,1094
2019-03-13,1094
2019-03-14,1059
2019-03-15,1059
2019-03-16,1034
2019-03-17,1048
2019-03-18,1048
2019-03-19,1058
2019-03-20,1062
2019-03-21,1062
2019-03-22,1098
2019-03-23,1115
2019-03-24,1152
2019-03-25,1152
2019-03-26,1182
2019-03-27,1182
2019-03-28,1222
2019-03-29,1254
2019-03-30,1254
2019-03-31,1264
2019-04-01,1261
2019-04-02,1261
2019-04-03,1239
2019-04-04,1239
2019-04-05,1226
2019-04-06,1226
