date_obj,Green%20headband price
2019-03-27,1541
2019-03-28,1577
2019-03-29,1624
2019-03-30,1624
2019-03-31,1646
2019-04-01,1645
2019-04-02,1680
2019-04-03,1679
2019-04-04,1664
2019-04-05,1652
2019-04-06,1652
2019-04-07,1656
2019-04-08,1599
2019-04-09,1572
2019-04-10,1551
2019-04-11,1485
2019-04-12,1423
2019-04-13,1351
2019-04-14,1291
2019-04-15,1265
2019-04-16,1209
2019-04-17,1161
2019-04-18,1119
2019-04-19,1109
2019-04-20,1095
2019-04-21,1056
2019-04-22,1020
2019-04-23,1002
2019-04-24,984
2019-04-25,953
2019-04-26,936
2019-04-27,906
2019-04-28,885
2019-04-29,906
2019-04-30,944
2019-05-01,944
2019-05-02,984
2019-05-03,1007
2019-05-04,1006
2019-05-05,1017
2019-05-06,1017
2019-05-07,1004
2019-05-08,1004
2019-05-09,990
2019-05-10,988
2019-05-11,993
2019-05-12,999
2019-05-13,1019
2019-05-14,1040
2019-05-15,1040
2019-05-16,1048
2019-05-17,1048
2019-05-18,1036
2019-05-19,1039
2019-05-20,1063
2019-05-21,1075
2019-05-22,1109
2019-05-23,1113
2019-05-24,1113
2019-05-25,1129
2019-05-26,1129
2019-05-27,1090
2019-05-28,1035
2019-05-29,996
2019-05-30,1014
2019-05-31,1014
2019-06-01,1017
2019-06-02,1005
2019-06-03,1005
2019-06-04,969
2019-06-05,956
2019-06-06,956
2019-06-07,972
2019-06-08,1004
2019-06-09,1052
2019-06-10,1052
2019-06-11,1099
2019-06-12,1154
2019-06-13,1212
2019-06-14,1272
2019-06-15,1336
2019-06-16,1402
2019-06-17,1471
2019-06-18,1471
2019-06-19,1534
2019-06-20,1559
2019-06-21,1559
2019-06-22,1627
2019-06-23,1601
2019-06-24,1601
2019-06-25,1620
2019-06-26,1620
2019-06-27,1619
2019-06-28,1619
2019-06-29,1650
2019-06-30,1680
2019-07-01,1680
2019-07-02,1752
2019-07-03,1752
2019-07-04,1829
2019-07-05,1829
2019-07-06,1804
2019-07-07,1804
2019-07-08,1721
2019-07-09,1716
2019-07-10,1716
2019-07-11,1651
2019-07-12,1581
2019-07-13,1581
2019-07-14,1506
2019-07-15,1506
2019-07-16,1478
2019-07-17,1520
2019-07-18,1520
2019-07-19,1449
2019-07-20,1449
2019-07-21,1471
2019-07-22,1471
2019-07-23,1495
2019-07-24,1495
2019-07-25,1556
2019-07-26,1556
2019-07-27,1609
2019-07-28,1609
2019-07-29,1659
2019-07-30,1681
2019-07-31,1729
2019-08-01,1729
2019-08-02,1726
2019-08-03,1720
2019-08-04,1720
2019-08-05,1648
2019-08-06,1648
2019-08-07,1623
2019-08-08,1623
2019-08-09,1601
2019-08-10,1612
2019-08-11,1612
2019-08-12,1594
2019-08-13,1564
2019-08-14,1487
2019-08-15,1416
2019-08-16,1373
2019-08-17,1373
2019-08-18,1359
2019-08-19,1378
2019-08-20,1378
2019-08-21,1414
2019-08-22,1449
2019-08-23,1449
2019-08-24,1482
2019-08-24,1482
2019-08-25,1482
2019-08-25,1482
2019-08-26,1448
2019-08-26,1448
2019-08-27,1448
2019-08-27,1448
2019-08-28,1493
2019-08-29,1493
2019-08-30,1537
2019-08-31,1537
2019-09-01,1510
2019-09-02,1510
2019-09-03,1484
2019-09-04,1465
2019-09-05,1465
2019-09-06,1427
2019-09-07,1401
2019-09-08,1416
2019-09-09,1416
2019-09-10,1476
2019-09-11,1544
2019-09-12,1544
2019-09-13,1611
2019-09-14,1606
2019-09-15,1545
2019-09-16,1609
2019-09-17,1609
2019-09-18,1625
2019-09-19,1625
2019-09-20,1593
2019-09-21,1631
2019-09-22,1631
2019-09-23,1635
2019-09-24,1635
2019-09-25,1685
2019-09-26,1685
2019-09-27,1687
2019-09-28,1686
2019-09-29,1686
2019-09-30,1722
2019-10-01,1707
2019-10-02,1707
2019-10-03,1688
2019-10-04,1688
2019-10-05,1667
2019-10-06,1681
2019-10-07,1681
2019-10-08,1686
2019-10-09,1686
2019-10-10,1642
2019-10-11,1642
2019-10-12,1638
2019-10-13,1638
2019-10-14,1620
2019-10-15,1620
2019-10-16,1574
2019-10-17,1574
2019-10-18,1496
2019-10-19,1448
2019-10-20,1448
2019-10-21,1423
2019-10-22,1423
2019-10-23,1396
2019-10-24,1396
2019-10-25,1333
2019-10-26,1333
2019-10-27,1269
2019-10-28,1253
2019-10-29,1253
2019-10-30,1242
2019-10-31,1269
2019-11-01,1269
2019-11-02,1294
2019-11-03,1318
2019-11-04,1318
2019-11-05,1352
2019-11-06,1352
2019-11-07,1393
2019-11-08,1393
2019-11-09,1448
2019-11-10,1483
2019-11-11,1483
2019-11-12,1539
2019-11-13,1539
2019-11-14,1558
2019-11-15,1558
2019-11-16,1484
2019-11-17,1484
2019-11-18,1480
2019-11-19,1480
2019-11-20,1451
2019-11-21,1451
2019-11-22,1427
2019-11-23,1427
2019-11-24,1423
2019-11-25,1423
2019-11-26,1457
2019-11-27,1457
2019-11-28,1461
2019-11-29,1461
2019-11-30,1467
2019-12-01,1467
2019-12-02,1517
2019-12-03,1546
2019-12-04,1546
2019-12-05,1558
2019-12-06,1558
2019-12-07,1570
2019-12-08,1570
2019-12-09,1504
2019-12-10,1504
2019-12-11,1552
2019-12-12,1552
2019-12-13,1568
2019-12-14,1568
2019-12-15,1556
2019-12-16,1556
2019-12-17,1582
2019-12-18,1582
2019-12-19,1607
2019-12-20,1607
2019-12-21,1563
2019-12-22,1563
2019-12-23,1523
2019-12-24,1523
2019-12-25,1459
2019-12-26,1459
2019-12-27,1387
2019-12-28,1317
2019-12-29,1317
2019-12-30,1261
2019-12-31,1261
2020-01-01,1224
2020-01-02,1224
2020-01-03,1263
2020-01-04,1263
2020-01-05,1323
2020-01-06,1323
2020-01-07,1331
2020-01-08,1331
2020-01-09,1267
2020-01-10,1292
2020-01-11,1321
2020-01-12,1321
2020-01-13,1377
2020-01-14,1377
2020-01-15,1385
2020-01-16,1385
2020-01-17,1416
2020-01-18,1416
2020-01-19,1434
2020-01-20,1434
2020-01-21,1473
2020-01-22,1541
2020-01-23,1566
2020-01-24,1566
2020-01-25,1558
2020-01-26,1571
2020-01-27,1571
2020-01-28,1555
2020-01-29,1548
2020-01-30,1548
2020-01-31,1541
2020-02-01,1522
2020-02-02,1485
2020-02-03,1485
2020-02-04,1461
2020-02-05,1455
2020-02-06,1439
2020-02-07,1403
2020-02-08,1424
2020-02-09,1424
2020-02-10,1401
2020-02-11,1401
2020-02-12,1394
2020-02-13,1394
2020-02-14,1395
2020-02-15,1395
2020-02-16,1391
2020-02-17,1404
2020-02-18,1386
2020-02-19,1386
2020-02-20,1390
2020-02-21,1390
2020-02-22,1424
2020-02-23,1456
2020-02-24,1504
2020-02-25,1515
2020-02-26,1515
2020-02-27,1534
2020-02-28,1578
2020-02-29,1578
2020-03-01,1599
2020-03-02,1632
2020-03-03,1663
2020-03-04,1663
2020-03-05,1627
2020-03-06,1574
2020-03-07,1506
2020-03-08,1439
2020-03-09,1439
2020-03-10,1382
2020-03-11,1319
2020-03-12,1278
2020-03-13,1278
2020-03-14,1244
2020-03-15,1235
2020-03-16,1210
2020-03-17,1173
2020-03-18,1135
2020-03-19,1182
2020-03-20,1205
2020-03-21,1254
2020-03-22,1303
2020-03-23,1339
2020-03-24,1398
2020-03-25,1454
2020-03-26,1480
2020-03-27,1478
2020-03-28,1456
2020-03-29,1480
2020-03-30,1487
2020-03-31,1499
2020-04-01,1494
2020-04-02,1489
2020-04-03,1489
2020-04-04,1485
2020-04-05,1464
2020-04-06,1429
2020-04-07,1421
2020-04-08,1406
2020-04-09,1394
2020-04-10,1371
2020-04-11,1357
2020-04-12,1322
2020-04-13,1255
2020-04-14,1192
2020-04-15,1132
2020-04-16,1077
2020-04-17,1023
2020-04-18,988
2020-04-19,990
2020-04-20,997
2020-04-21,994
2020-04-22,991
2020-04-23,971
2020-04-24,963
2020-04-25,953
2020-04-26,954
2020-04-27,965
2020-04-28,975
2020-04-29,948
2020-04-30,938
2020-05-01,934
2020-05-02,935
2020-05-03,952
2020-05-04,981
2020-05-05,1002
2020-05-06,1025
2020-05-07,1038
2020-05-08,1044
2020-05-09,1066
2020-05-10,1100
2020-05-11,1128
2020-05-12,1136
2020-05-13,1168
