date_obj,Blue%20dragon%20mask price
2019-03-26,5832
2019-03-27,5832
2019-03-28,5822
2019-03-29,5687
2019-03-30,5687
2019-03-31,5715
2019-04-01,5848
2019-04-02,5848
2019-04-03,5843
2019-04-04,5999
2019-04-05,5982
2019-04-06,5982
2019-04-07,5977
2019-04-08,5992
2019-04-09,5987
2019-04-10,5888
2019-04-11,5945
2019-04-12,5849
2019-04-13,5821
2019-04-14,5796
2019-04-15,5796
2019-04-16,5831
2019-04-17,5888
2019-04-18,5861
2019-04-19,5839
2019-04-20,5890
2019-04-21,5890
2019-04-22,5818
2019-04-23,5691
2019-04-24,5744
2019-04-25,5745
2019-04-26,5799
2019-04-27,5792
2019-04-28,5689
2019-04-29,5689
2019-04-30,5752
2019-05-01,5752
2019-05-02,5765
2019-05-03,5734
2019-05-04,5801
2019-05-05,5823
2019-05-06,5823
2019-05-07,5757
2019-05-08,5720
2019-05-09,5720
2019-05-10,5763
2019-05-11,5675
2019-05-12,5742
2019-05-13,5879
2019-05-14,5771
2019-05-15,5771
2019-05-16,5774
2019-05-17,5774
2019-05-18,5820
2019-05-19,5820
2019-05-20,5890
2019-05-21,5890
2019-05-22,5735
2019-05-23,5872
2019-05-24,5876
2019-05-25,5763
2019-05-26,5763
2019-05-27,5699
2019-05-28,5677
2019-05-29,5644
2019-05-30,5633
2019-05-31,5633
2019-06-01,5730
2019-06-02,5584
2019-06-03,5638
2019-06-04,5640
2019-06-05,5670
2019-06-06,5644
2019-06-07,5681
2019-06-08,5819
2019-06-09,5909
2019-06-10,5909
2019-06-11,5922
2019-06-12,5922
2019-06-13,5936
2019-06-14,5902
2019-06-15,5902
2019-06-16,5848
2019-06-17,5772
2019-06-18,5772
2019-06-19,5740
2019-06-20,5806
2019-06-21,5806
2019-06-22,5706
2019-06-23,5659
2019-06-24,5659
2019-06-25,5837
2019-06-26,5815
2019-06-27,5823
2019-06-28,5823
2019-06-29,5883
2019-06-30,5889
2019-07-01,5889
2019-07-02,5833
2019-07-03,5727
2019-07-04,5727
2019-07-05,5575
2019-07-06,5597
2019-07-07,5694
2019-07-08,5686
2019-07-09,5710
2019-07-10,5710
2019-07-11,5736
2019-07-12,5645
2019-07-13,5645
2019-07-14,5700
2019-07-15,5700
2019-07-16,5775
2019-07-17,5805
2019-07-18,5837
2019-07-19,5837
2019-07-20,5905
2019-07-21,6025
2019-07-22,6025
2019-07-23,6194
2019-07-24,6194
2019-07-25,6365
2019-07-26,6365
2019-07-27,6601
2019-07-28,6620
2019-07-29,6757
2019-07-30,6929
2019-07-31,6871
2019-08-01,6871
2019-08-02,6665
2019-08-03,6464
2019-08-04,6464
2019-08-05,6420
2019-08-06,6468
2019-08-07,6440
2019-08-08,6440
2019-08-09,6465
2019-08-10,6475
2019-08-11,6475
2019-08-12,6421
2019-08-13,6283
2019-08-14,6283
2019-08-15,6144
2019-08-16,6077
2019-08-17,6077
2019-08-18,5922
2019-08-19,5809
2019-08-20,5809
2019-08-21,5739
2019-08-22,5644
2019-08-23,5644
2019-08-24,5667
2019-08-24,5667
2019-08-25,5667
2019-08-25,5667
2019-08-26,5711
2019-08-27,5711
2019-08-27,5711
2019-08-28,5796
2019-08-29,5796
2019-08-30,5815
2019-08-31,5815
2019-09-01,5807
2019-09-02,5807
2019-09-03,5727
2019-09-04,5727
2019-09-05,5812
2019-09-06,5812
2019-09-07,5721
2019-09-08,5670
2019-09-09,5670
2019-09-10,5682
2019-09-11,5811
2019-09-12,5811
2019-09-13,5816
2019-09-14,5873
2019-09-15,5816
2019-09-16,5758
2019-09-17,5758
2019-09-18,5746
2019-09-19,5746
2019-09-20,5664
2019-09-21,5707
2019-09-22,5707
2019-09-23,5672
2019-09-24,5672
2019-09-25,5582
2019-09-26,5582
2019-09-27,5660
2019-09-28,5629
2019-09-29,5629
2019-09-30,5745
2019-10-01,5634
2019-10-02,5634
2019-10-03,5461
2019-10-04,5435
2019-10-05,5375
2019-10-06,5395
2019-10-07,5395
2019-10-08,5525
2019-10-09,5525
2019-10-10,5711
2019-10-11,5711
2019-10-12,5736
2019-10-13,5820
2019-10-14,5765
2019-10-15,5765
2019-10-16,5876
2019-10-17,5876
2019-10-18,6009
2019-10-19,6048
2019-10-20,5966
2019-10-21,5966
2019-10-22,6202
2019-10-23,6202
2019-10-24,6259
2019-10-25,6371
2019-10-26,6524
2019-10-27,6524
2019-10-28,6752
2019-10-29,6752
2019-10-30,6752
2019-10-31,6969
2019-11-01,6969
2019-11-02,7129
2019-11-03,7129
2019-11-04,7163
2019-11-05,7163
2019-11-06,7163
2019-11-07,7028
2019-11-08,7028
2019-11-09,6799
2019-11-10,6585
2019-11-11,6585
2019-11-12,6450
2019-11-13,6450
2019-11-14,6261
2019-11-15,6261
2019-11-16,6068
2019-11-17,6068
2019-11-18,5987
2019-11-19,5987
2019-11-20,5952
2019-11-21,5952
2019-11-22,5981
2019-11-23,5981
2019-11-24,5889
2019-11-25,5889
2019-11-26,5846
2019-11-27,5846
2019-11-28,5850
2019-11-29,5850
2019-11-30,5704
2019-12-01,5704
2019-12-02,5533
2019-12-03,5533
2019-12-04,5429
2019-12-05,5429
2019-12-06,5408
2019-12-07,5390
2019-12-08,5390
2019-12-09,5409
2019-12-10,5294
2019-12-11,5294
2019-12-12,5153
2019-12-13,5153
2019-12-14,5199
2019-12-15,5199
2019-12-16,5326
2019-12-17,5326
2019-12-18,5392
2019-12-19,5392
2019-12-20,5583
2019-12-21,5583
2019-12-22,5633
2019-12-23,5633
2019-12-24,5618
2019-12-25,5618
2019-12-26,5677
2019-12-27,5677
2019-12-28,5664
2019-12-29,5664
2019-12-30,5598
2019-12-31,5598
2020-01-01,5544
2020-01-02,5395
2020-01-03,5395
2020-01-04,5305
2020-01-05,5306
2020-01-06,5306
2020-01-07,5316
2020-01-08,5316
2020-01-09,5278
2020-01-10,5260
2020-01-11,5271
2020-01-12,5271
2020-01-13,5245
2020-01-14,5245
2020-01-15,5243
2020-01-16,5243
2020-01-17,5319
2020-01-18,5319
2020-01-19,5400
2020-01-20,5400
2020-01-21,5458
2020-01-22,5447
2020-01-23,5412
2020-01-24,5414
2020-01-25,5414
2020-01-26,5268
2020-01-27,5200
2020-01-28,5200
2020-01-29,5273
2020-01-30,5273
2020-01-31,5321
2020-02-01,5396
2020-02-02,5442
2020-02-03,5442
2020-02-04,5198
2020-02-05,5236
2020-02-06,5191
2020-02-07,5191
2020-02-08,5220
2020-02-09,5235
2020-02-10,5319
2020-02-11,5376
2020-02-12,5407
2020-02-13,5407
2020-02-14,5424
2020-02-15,5424
2020-02-16,5354
2020-02-17,5261
2020-02-18,5286
2020-02-19,5286
2020-02-20,5263
2020-02-21,5263
2020-02-22,5329
2020-02-23,5329
2020-02-24,5385
2020-02-25,5385
2020-02-26,5422
2020-02-27,5422
2020-02-28,5340
2020-02-29,5340
2020-03-01,5376
2020-03-02,5376
2020-03-03,5254
2020-03-04,5254
2020-03-05,5221
2020-03-06,5302
2020-03-07,5390
2020-03-08,5472
2020-03-09,5486
2020-03-10,5544
2020-03-11,5544
2020-03-12,5423
2020-03-13,5423
2020-03-14,5383
2020-03-15,5383
2020-03-16,5296
2020-03-17,5371
2020-03-18,5460
2020-03-19,5460
2020-03-20,5435
2020-03-21,5424
2020-03-22,5312
2020-03-23,5384
2020-03-24,5459
2020-03-25,5436
2020-03-26,5340
2020-03-27,5389
2020-03-28,5423
2020-03-29,5413
2020-03-30,5477
2020-03-31,5416
2020-04-01,5421
2020-04-02,5470
2020-04-03,5470
2020-04-04,5520
2020-04-05,5520
2020-04-06,5502
2020-04-07,5428
2020-04-08,5350
2020-04-09,5464
2020-04-10,5401
2020-04-11,5389
2020-04-12,5346
2020-04-13,5286
2020-04-14,5356
2020-04-15,5431
2020-04-16,5431
2020-04-17,5494
2020-04-18,5415
2020-04-19,5369
2020-04-20,5474
2020-04-21,5439
2020-04-22,5383
2020-04-23,5291
2020-04-24,5347
2020-04-25,5444
2020-04-26,5440
2020-04-27,5409
2020-04-28,5373
2020-04-29,5529
2020-04-30,5483
2020-05-01,5483
2020-05-02,5424
2020-05-03,5526
2020-05-04,5527
2020-05-05,5525
2020-05-06,5546
2020-05-07,5450
2020-05-08,5402
2020-05-09,5434
2020-05-10,5493
2020-05-11,5474
2020-05-12,5407
2020-05-13,5464
