date_obj,Larupia%20fur price
2015-07-22,11928
2015-07-23,11928
2015-07-24,11928
2015-07-25,11928
2015-07-26,11928
2015-07-27,11928
2015-07-28,11928
2015-07-29,11928
2015-07-30,11928
2015-07-31,11928
2015-08-01,11928
2015-08-02,11928
2015-08-03,11376
2015-08-04,11376
2015-08-05,11376
2015-08-06,11376
2015-08-07,11376
2015-08-08,11376
2015-08-09,11376
2015-08-10,11376
2015-08-11,11376
2015-08-12,11376
2015-08-13,11376
2015-08-14,11376
2015-08-15,11376
2015-08-16,11376
2015-08-17,11376
2015-08-18,11376
2015-08-19,11376
2015-08-20,11376
2015-08-21,11376
2015-08-22,11376
2015-08-23,11376
2015-08-24,10854
2015-08-25,10854
2015-08-26,10854
2015-08-27,10854
2015-08-28,10854
2015-08-29,10854
2015-08-30,10854
2015-08-31,10854
2015-09-01,10854
2015-09-02,10854
2015-09-03,10854
2015-09-04,10854
2015-09-05,10854
2015-09-06,10854
2015-09-07,10854
2015-09-08,10854
2015-09-09,10854
2015-09-10,10854
2015-09-11,10854
2015-09-12,10854
2015-09-13,10854
2015-09-14,10854
2015-09-15,10854
2015-09-16,10854
2015-09-17,10854
2015-09-18,10854
2015-09-19,10326
2015-09-20,10326
2015-09-21,10326
2015-09-22,10326
2015-09-23,10326
2015-09-24,10326
2015-09-25,10326
2015-09-27,10326
2015-09-28,10326
2015-09-29,10326
2015-09-30,10326
2015-10-05,10326
2015-10-06,10326
2015-10-07,10326
2015-10-08,10326
2015-10-09,10326
2015-10-10,10326
2015-10-11,10326
2015-10-12,10326
2015-10-13,10326
2015-10-14,10326
2015-10-15,10326
2015-10-16,9877
2015-10-17,9877
2015-10-18,9877
2015-10-19,9877
2015-10-20,9877
2015-10-22,9877
2015-10-23,9877
2015-10-24,9877
2015-10-25,9877
2015-10-26,9877
2015-10-27,9877
2015-10-29,9877
2015-10-30,9877
2015-10-31,9877
2015-11-01,9877
2015-11-02,9877
2015-11-03,9877
2015-11-04,9877
2015-11-05,9877
2015-11-06,9877
2015-11-07,9877
2015-11-08,9877
2015-11-09,9877
2015-11-10,9877
2015-11-11,9877
2015-11-12,9877
2015-11-13,9877
2015-11-14,9877
2015-11-15,9408
2015-11-16,9408
2015-11-17,9408
2015-11-18,9408
2015-11-19,9408
2015-11-20,9408
2015-11-21,9408
2015-11-22,9408
2015-11-23,9408
2015-11-24,9408
2015-11-25,9408
2015-11-26,9408
2015-11-27,9408
2015-11-28,9408
2015-11-29,9408
2015-11-30,9408
2015-12-01,9408
2015-12-02,9408
2015-12-03,9408
2015-12-04,9408
2015-12-05,9408
2015-12-06,9408
2015-12-07,9408
2015-12-08,9408
2015-12-09,9408
2015-12-10,9408
2015-12-11,9408
2015-12-12,8996
2015-12-13,8996
2015-12-14,8996
2015-12-15,8996
2015-12-16,8996
2015-12-17,8996
2015-12-18,8996
2015-12-19,8996
2015-12-20,8996
2015-12-21,8996
2015-12-22,8996
2015-12-23,8996
2015-12-24,8996
2015-12-25,8996
2015-12-26,8996
2015-12-27,8996
2015-12-28,8996
2015-12-29,8996
2015-12-30,8996
2015-12-31,8996
2016-01-01,8996
2016-01-02,8996
2016-01-03,8996
2016-01-04,8996
2016-01-05,8996
2016-01-06,8996
2016-01-07,8996
2016-01-08,8697
2016-01-09,8697
2016-01-10,8697
2016-01-11,8697
2016-01-12,8697
2016-01-13,8697
2016-01-14,8697
2016-01-15,8697
2016-01-16,8697
2016-01-17,8697
2016-01-18,8697
2016-01-19,8697
2016-01-20,8697
2016-01-21,8697
2016-01-22,8697
2016-01-23,8697
2016-01-24,8697
2016-01-25,8697
2016-01-26,8697
2016-01-27,8697
2016-01-28,8697
2016-01-29,8697
2016-01-30,8697
2016-01-31,8697
2016-02-01,8697
2016-02-02,8697
2016-02-03,8294
2016-02-04,8294
2016-02-05,8294
2016-02-06,8294
2016-02-07,8294
2016-02-08,8294
2016-02-09,8294
2016-02-10,8294
2016-02-11,8294
2016-02-12,8294
2016-02-13,8294
2016-02-14,8294
2016-02-15,8294
2016-02-16,8294
2016-02-17,8294
2016-02-18,8294
2016-02-19,8294
2016-02-20,8294
2016-02-21,8294
2016-02-22,8294
2016-02-23,8294
2016-02-24,8294
2016-02-25,8294
2016-02-26,8294
2016-02-27,8294
2016-02-28,8294
2016-02-29,8294
2016-03-01,7891
2016-03-02,7891
2016-03-03,7891
2016-03-04,7891
2016-03-05,7891
2016-03-06,7891
2016-03-07,7891
2016-03-08,7891
2016-03-09,7891
2016-03-10,7891
2016-03-11,7891
2016-03-12,7891
2016-03-13,7891
2016-03-14,7891
2016-03-15,7891
2016-03-16,7891
2016-03-17,7891
2016-03-18,7891
2016-03-19,7891
2016-03-20,7891
2016-03-21,7519
2016-03-22,7519
2016-03-23,7519
2016-03-24,7519
2016-03-25,7519
2016-03-26,7519
2016-03-27,7519
2016-03-28,7519
2016-03-29,7519
2016-03-30,7519
2016-03-31,7519
2016-04-01,7519
2016-04-02,7519
2016-04-03,7519
2016-04-04,7519
2016-04-05,7519
2016-04-06,7519
2016-04-07,7519
2016-04-08,7519
2016-04-09,7519
2016-04-10,7198
2016-04-11,7198
2016-04-12,7198
2016-04-13,7198
2016-04-14,7198
2016-04-15,7198
2016-04-16,7198
2016-04-17,7198
2016-04-18,7198
2016-04-19,7198
2016-04-20,7198
2016-04-21,7198
2016-04-22,7198
2016-04-23,7198
2016-04-24,7198
2016-04-25,7198
2016-04-26,7198
2016-04-27,7198
2016-04-28,7198
2016-04-29,7198
2016-04-30,6970
2016-05-01,6970
2016-05-02,6970
2016-05-03,6970
2016-05-04,6970
2016-05-05,6970
2016-05-06,6970
2016-05-07,6970
2016-05-08,6970
2016-05-09,6970
2016-05-10,6970
2016-05-11,6970
2016-05-12,6970
2016-05-13,6970
2016-05-14,6970
2016-05-15,6970
2016-05-16,6970
2016-05-17,6970
2016-05-18,6970
2016-05-19,6970
2016-05-22,6703
2016-05-23,6703
2016-05-24,6703
2016-05-25,6703
2016-05-26,6703
2016-05-27,6703
2016-05-28,6703
2016-05-29,6703
2016-05-30,6703
2016-05-31,6703
2016-06-01,6703
2016-06-02,6703
2016-06-03,6703
2016-06-04,6703
2016-06-05,6703
2016-06-06,6703
2016-06-07,6703
2016-06-08,6703
2016-06-09,6703
2016-06-10,6703
2016-06-11,6703
2016-06-12,6703
2016-06-13,6703
2016-06-14,6703
2016-06-15,6703
2016-06-16,6373
2016-06-17,6373
2016-06-18,6373
2016-06-19,6373
2016-06-20,6373
2016-06-21,6373
2016-06-22,6373
2016-06-23,6373
2016-06-24,6373
2016-06-25,6373
2016-06-26,6373
2016-06-27,6373
2016-06-28,6373
2016-06-29,6373
2016-06-30,6373
2016-07-01,6373
2016-07-02,6373
2016-07-03,6373
2016-07-04,6373
2016-07-05,6119
2016-07-06,6119
2016-07-07,6119
2016-07-08,6119
2016-07-09,6119
2016-07-10,6119
2016-07-11,6119
2016-07-12,6119
2016-07-13,6119
2016-07-14,6119
2016-07-15,6119
2016-07-16,6119
2016-07-17,6119
2016-07-18,6119
2016-07-23,6119
2016-07-24,6119
2016-07-25,6119
2016-07-26,6119
2016-07-27,6119
2016-07-28,6119
2016-07-29,5819
2016-07-30,5819
2016-07-31,5819
2016-08-01,5819
2016-08-02,5819
2016-08-03,5819
2016-08-04,5819
2016-08-05,5819
2016-08-06,5819
2016-08-07,5819
2016-08-08,5819
2016-08-09,5819
2016-08-10,5819
2016-08-11,5819
2016-08-12,5819
2016-08-13,5819
2016-08-14,5819
2016-08-15,5819
2016-08-16,5819
2016-08-17,5819
2016-08-18,5819
2016-08-19,5819
2016-08-20,5819
2016-08-21,5819
2016-08-22,5819
2016-08-23,5819
2016-08-24,5819
2016-08-25,5548
2016-08-26,5548
2016-08-28,5548
2016-08-31,5548
2016-09-01,5548
2016-09-02,5548
2016-09-03,5548
2016-09-04,5548
2016-09-05,5548
2016-09-06,5548
2016-09-07,5548
2016-09-08,5548
2016-09-09,5548
2016-09-10,5586
2016-09-11,5586
2016-09-12,5586
2016-09-13,5586
2016-09-14,5586
2016-09-15,5586
2016-09-16,5586
2016-09-17,5586
2016-09-18,5586
2016-09-19,5586
2016-09-20,5586
2016-09-21,5586
2016-09-22,5586
2016-09-23,5586
2016-09-24,5586
2016-09-25,5586
2016-09-26,5586
2016-09-27,5586
2016-09-28,5586
2016-09-29,5586
2016-09-30,5586
2016-10-01,5586
2016-10-02,5586
2016-10-03,5586
2016-10-04,5586
2016-10-05,5586
2016-10-06,5586
2016-10-07,5586
2016-10-08,5586
2016-10-09,5586
2016-10-10,5586
2016-10-11,5586
2016-10-12,5586
2016-10-13,5484
2016-10-14,5484
2016-10-15,5484
2016-10-16,5484
2016-10-17,5484
2016-10-18,5484
2016-10-19,5484
2016-10-20,5484
2016-10-21,5484
2016-10-22,5484
2016-10-23,5484
2016-10-24,5484
2016-10-25,5484
2016-10-26,5484
2016-10-27,5484
2016-10-28,5484
2016-10-29,5484
2016-10-30,5484
2016-10-31,5484
2016-11-01,5484
2016-11-02,5484
2016-11-03,5484
2016-11-04,5484
2016-11-05,5484
2016-11-06,5484
2016-11-07,5484
2016-11-08,5484
2016-11-09,5484
2016-11-10,5484
2016-11-11,5484
2016-11-12,5484
2016-11-13,5484
2016-11-14,5484
2016-12-07,5194
2016-12-08,5194
2016-12-09,5194
2016-12-10,5194
2016-12-11,5194
2016-12-12,5194
2016-12-13,5194
2016-12-14,5194
2016-12-15,5194
2016-12-16,5194
2016-12-17,5194
2016-12-18,5194
2016-12-19,5194
2016-12-20,5194
2016-12-21,5194
2016-12-22,5194
2016-12-23,5194
2016-12-24,5194
2016-12-25,5194
2016-12-26,5194
2016-12-27,5037
2016-12-28,5037
2016-12-29,5037
2016-12-30,5037
2016-12-31,5037
2017-01-01,5037
2017-01-02,5037
2017-01-03,5037
2017-01-04,5037
2017-01-05,5037
2017-01-06,5037
2017-01-07,5037
2017-01-08,5037
2017-01-09,5037
2017-01-10,5037
2017-01-11,5037
2017-01-12,5037
2017-01-13,5037
2017-01-14,5037
2017-01-15,5037
2017-01-16,5037
2017-01-17,5037
2017-01-18,4899
2017-01-19,4899
2017-01-20,4899
2017-01-21,4899
2017-01-22,4899
2017-01-27,4899
2017-01-28,4899
2017-01-29,4899
2017-01-30,4899
2017-01-31,4899
2017-02-01,4899
2017-02-02,4899
2017-02-03,4899
2017-02-04,4899
2017-02-05,4899
2017-02-06,4754
2017-02-07,4754
2017-02-08,4754
2017-02-09,4754
2017-02-10,4754
2017-02-11,4754
2017-02-12,4754
2017-02-13,4754
2017-02-14,4754
2017-02-15,4754
2017-02-16,4754
2017-02-18,4754
2017-02-19,4754
2017-02-20,4754
2017-02-21,4754
2017-02-22,4754
2017-02-23,4754
2017-02-24,4754
2017-02-25,4590
2017-02-26,4590
2017-02-27,4590
2017-02-28,4590
2017-03-01,4590
2017-03-02,4590
2017-03-03,4590
2017-03-04,4590
2017-03-05,4590
2017-03-06,4590
2017-03-07,4590
2017-03-08,4590
2017-03-09,4590
2017-03-10,4590
2017-03-11,4590
2017-03-12,4590
2017-03-13,4590
2017-03-14,4590
2017-03-15,4590
2017-03-16,4590
2017-03-17,4590
2017-03-18,4590
2017-03-19,4374
2017-03-20,4374
2017-03-21,4374
2017-03-22,4374
2017-03-23,4374
2017-03-24,4374
2017-03-25,4374
2017-03-26,4374
2017-03-27,4374
2017-03-28,4374
2017-03-29,4374
2017-03-30,4374
2017-03-31,4374
2017-04-01,4374
2017-04-02,4338
2017-04-03,4338
2017-04-04,4338
2017-04-12,4338
2017-04-13,4338
2017-04-14,4338
2017-04-15,4338
2017-04-16,4338
2017-04-17,4338
2017-04-18,4338
2017-04-19,4196
2017-04-20,4196
2017-04-21,4196
2017-04-22,4196
2017-04-23,4196
2017-04-24,4196
2017-04-25,4196
2017-04-26,4196
2017-04-27,4196
2017-04-28,4196
2017-04-29,4196
2017-04-30,4196
2017-05-01,4196
2017-05-02,4196
2017-05-03,4196
2017-05-04,4196
2017-05-05,4196
2017-05-06,4196
2017-05-07,4196
2017-05-08,4057
2017-05-09,4057
2017-05-10,4057
2017-05-11,4057
2017-05-12,4057
2017-05-13,4057
2017-05-14,4057
2017-05-15,4057
2017-05-16,4057
2017-05-17,4057
2017-05-18,4057
2017-05-19,4057
2017-05-20,4057
2017-05-21,4057
2017-05-22,4057
2017-05-23,4057
2017-05-24,4057
2017-05-25,4057
2017-05-26,4057
2017-05-27,4057
2017-05-28,3908
2017-05-29,3908
2017-05-30,3908
2017-05-31,3908
2017-06-01,3908
2017-06-02,3908
2017-06-03,3908
2017-06-04,3908
2017-06-06,3908
2017-06-07,3908
2017-06-08,3908
2017-06-09,3908
2017-06-10,3908
2017-06-11,3908
2017-06-12,3908
2017-06-13,3908
2017-06-14,3812
2017-06-15,3812
2017-06-16,3812
2017-06-17,3812
2017-06-18,3812
2017-06-19,3812
2017-06-20,3812
2017-06-21,3812
2017-06-22,3812
2017-06-23,3812
2017-06-24,3812
2017-06-25,3812
2017-06-26,3812
2017-06-27,3812
2017-06-28,3812
2017-06-29,3812
2017-06-30,3812
2017-07-01,3812
2017-07-02,3812
2017-07-03,3812
2017-07-04,3754
2017-07-05,3754
2017-07-06,3754
2017-07-07,3754
2017-07-08,3754
2017-07-13,3754
2017-07-14,3754
2017-07-15,3754
2017-07-16,3754
2017-07-17,3754
2017-07-18,3754
2017-07-19,3754
2017-07-20,3754
2017-07-21,3754
2017-07-22,3754
2017-07-23,3754
2017-07-24,3754
2017-07-25,3754
2017-07-26,3754
2017-07-27,3602
2017-07-28,3602
2017-07-29,3602
2017-07-30,3602
2017-07-31,3602
2017-08-01,3602
2017-08-02,3602
2017-08-03,3602
2017-08-04,3602
2017-08-05,3602
2017-08-06,3602
2017-08-09,3602
2017-08-10,3602
2017-08-11,3602
2017-08-12,3602
2017-08-13,3602
2017-08-14,3602
2017-08-15,3602
2017-08-17,3602
2017-08-18,3490
2017-08-19,3490
2017-08-20,3490
2017-08-21,3490
2017-08-22,3490
2017-08-23,3490
2017-08-24,3490
2017-08-25,3490
2017-08-26,3490
2017-08-27,3490
2017-08-28,3490
2017-08-29,3490
2017-08-30,3490
2017-08-31,3490
2017-09-01,3490
2017-09-02,3490
2017-09-03,3490
2017-09-04,3490
2017-09-05,3401
2017-09-06,3401
2017-09-07,3401
2017-09-08,3401
2017-09-09,3401
2017-09-10,3401
2017-09-11,3401
2017-09-12,3401
2017-09-13,3401
2017-09-14,3401
2017-09-15,3401
2017-09-16,3401
2017-09-17,3401
2017-09-19,3401
2017-09-20,3401
2017-09-21,3401
2017-09-22,3401
2017-09-23,3401
2017-09-24,3401
2017-09-25,3401
2017-09-26,3401
2017-09-27,3401
2017-09-28,3401
2017-09-29,3401
2017-09-30,3251
2017-10-01,3251
2017-10-02,3251
2017-10-03,3251
2017-10-04,3251
2017-10-05,3251
2017-10-06,3251
2017-10-07,3251
2017-10-08,3251
2017-10-09,3251
2017-10-10,3251
2017-10-11,3251
2017-10-12,3251
2017-10-13,3251
2017-10-14,3251
2017-10-15,3251
2017-10-16,3251
2017-10-17,3251
2017-10-18,3251
2017-10-19,3251
2017-10-20,3251
2017-10-21,3251
2017-10-22,3251
2017-10-23,3251
2017-10-24,3113
2017-10-25,3113
2017-10-26,3113
2017-10-27,3113
2017-10-28,3113
2017-10-29,3113
2017-10-30,3113
2017-10-31,3113
2017-11-01,3113
2017-11-02,3113
2017-11-03,3113
2017-11-04,3113
2017-11-05,3113
2017-11-06,3113
2017-11-07,3113
2017-11-08,3113
2017-11-09,3113
2017-11-10,3113
2017-11-11,3113
2017-11-12,3113
2017-11-13,3113
2017-11-14,3113
2017-11-15,3113
2017-11-16,3049
2017-11-17,3049
2017-11-18,3049
2017-11-19,3049
2017-11-20,3049
2017-11-21,3049
2017-11-22,3049
2017-11-23,3049
2017-11-24,3049
2017-11-25,3049
2017-11-26,3049
2017-11-27,3049
2017-11-28,3049
2017-11-29,3049
2017-11-30,3049
2017-12-01,3049
2017-12-02,3049
2017-12-03,3049
2017-12-04,3049
2017-12-05,3049
2017-12-06,3049
2017-12-07,3049
2017-12-08,3049
2017-12-09,3049
2017-12-10,2919
2017-12-11,2919
2017-12-12,2919
2017-12-14,2919
2017-12-15,2919
2017-12-16,2919
2017-12-17,2919
2017-12-18,2919
2017-12-19,2919
2017-12-20,2919
2017-12-21,2919
2017-12-22,2919
2017-12-23,2919
2017-12-24,2919
2017-12-25,2919
2017-12-26,2919
2017-12-27,2919
2017-12-28,2919
2017-12-29,2919
2017-12-30,2920
2017-12-31,2920
2018-01-01,2920
2018-01-02,2920
2018-01-03,2920
2018-01-04,2920
2018-01-05,2920
2018-01-06,2920
2018-01-07,2920
2018-01-08,2920
2018-01-09,2920
2018-01-10,2920
2018-01-11,2920
2018-01-12,2920
2018-01-13,2920
2018-01-14,2920
2018-01-15,2920
2018-01-16,2920
2018-01-17,2790
2018-01-18,2790
2018-01-19,2790
2018-01-20,2790
2018-01-21,2790
2018-01-22,2790
2018-01-23,2790
2018-01-25,2790
2018-01-26,2790
2018-01-27,2662
2018-01-28,2662
2018-01-29,2662
2018-01-31,2662
2018-02-01,2662
2018-02-02,2662
2018-02-03,2662
2018-02-04,2662
2018-02-05,2662
2018-02-06,2592
2018-02-07,2592
2018-02-08,2592
2018-02-09,2592
2018-02-10,2592
2018-02-11,2592
2018-02-12,2592
2018-02-13,2592
2018-02-14,2592
2018-02-15,2592
2018-02-16,2592
2018-02-17,2495
2018-02-18,2495
2018-02-19,2495
2018-02-20,2495
2018-02-21,2495
2018-02-22,2495
2018-02-23,2495
2018-02-24,2495
2018-02-25,2374
2018-02-26,2374
2018-02-27,2374
2018-02-28,2374
2018-03-01,2374
2018-03-02,2374
2018-03-03,2374
2018-03-04,2374
2018-03-05,2266
2018-03-06,2266
2018-03-07,2266
2018-03-08,2266
2018-03-09,2266
2018-03-10,2266
2018-03-11,2266
2018-03-12,2266
2018-03-13,2266
2018-03-14,2157
2018-03-15,2157
2018-03-16,2157
2018-03-17,2157
2018-03-18,2157
2018-03-19,2157
2018-03-20,2157
2018-03-21,2157
2018-03-23,2157
2018-03-24,2157
2018-03-25,2056
2018-03-26,2056
2018-03-27,2056
2018-03-28,2056
2018-03-29,2056
2018-03-30,2056
2018-03-31,2056
2018-04-01,2056
2018-04-02,2056
2018-04-03,1980
2018-04-04,1980
2018-04-05,1980
2018-04-06,1980
2018-04-07,1980
2018-04-08,1980
2018-04-09,1980
2018-04-10,1980
2018-04-11,1980
2018-04-12,1980
2018-04-13,1980
2018-04-14,1980
2018-04-15,1909
2018-04-16,1909
2018-04-17,1909
2018-04-18,1909
2018-04-19,1909
2018-04-20,1909
2018-04-21,1909
2018-04-22,1909
2018-04-23,1909
2018-04-24,1909
2018-04-25,1867
2018-04-26,1867
2018-04-27,1867
2018-04-28,1867
2018-04-29,1867
2018-04-30,1867
2018-05-01,1867
2018-05-04,1867
2018-05-05,1867
2018-05-06,1790
2018-05-08,1790
2018-05-09,1790
2018-05-10,1790
2018-05-11,1790
2018-05-12,1790
2018-05-13,1790
2018-05-14,1790
2018-05-15,1790
2018-05-16,1706
2018-05-17,1706
2018-05-18,1706
2018-05-19,1706
2018-05-20,1706
2018-05-21,1706
2018-05-22,1706
2018-05-23,1706
2018-05-24,1706
2018-05-25,1634
2018-05-26,1634
2018-05-27,1634
2018-05-28,1634
2018-05-29,1634
2018-05-30,1634
2018-05-31,1634
2018-06-01,1634
2018-06-02,1585
2018-06-03,1585
2018-06-04,1585
2018-06-05,1585
2018-06-06,1585
2018-06-07,1585
2018-06-08,1585
2018-06-09,1585
2018-06-10,1585
2018-06-11,1516
2018-06-12,1516
2018-06-13,1516
2018-06-14,1516
2018-06-15,1516
2018-06-16,1516
2018-06-17,1516
2018-06-18,1535
2018-06-19,1535
2018-06-20,1535
2018-06-21,1535
2018-06-22,1535
2018-06-23,1535
2018-06-24,1535
2018-06-25,1535
2018-06-26,1612
2018-06-27,1612
2018-06-28,1612
2018-06-29,1612
2018-06-30,1612
2018-07-01,1612
2018-07-02,1612
2018-07-03,1612
2018-07-04,1681
2018-07-05,1681
2018-07-06,1681
2018-07-07,1681
2018-07-08,1681
2018-07-09,1681
2018-07-10,1681
2018-07-11,1681
2018-07-12,1681
2018-07-13,1681
2018-07-14,1681
2018-07-15,1681
2018-07-16,1681
2018-07-17,1681
2018-07-18,1681
2018-07-19,1681
2018-07-20,1623
2018-07-21,1623
2018-07-22,1623
2018-07-23,1623
2018-07-24,1623
2018-07-25,1623
2018-07-26,1623
2018-07-27,1594
2018-07-28,1594
2018-07-29,1594
2018-07-30,1594
2018-07-31,1594
2018-08-01,1594
2018-08-02,1594
2018-08-03,1556
2018-08-04,1556
2018-08-05,1556
2018-08-06,1556
2018-08-07,1556
2018-08-08,1556
2018-08-09,1628
2018-08-10,1628
2018-08-11,1628
2018-08-12,1628
2018-08-14,1628
2018-08-16,1694
2018-08-17,1694
2018-08-18,1694
2018-08-19,1694
2018-08-20,1694
2018-08-21,1694
2018-08-22,1694
2018-08-23,1694
2018-08-24,1778
2018-08-25,1778
2018-08-26,1778
2018-08-27,1778
2018-08-28,1778
2018-08-29,1778
2018-08-30,1778
2018-08-31,1778
2018-09-01,1866
2018-09-02,1866
2018-09-03,1866
2018-09-04,1866
2018-09-05,1866
2018-09-06,1866
2018-09-07,1866
2018-09-08,1866
2018-09-09,1847
2018-09-10,1847
2018-09-11,1847
2018-09-12,1847
2018-09-13,1847
2018-09-14,1847
2018-09-15,1847
2018-09-16,1847
2018-09-17,1775
2018-09-18,1775
2018-09-19,1775
2018-09-20,1775
2018-09-21,1775
2018-09-22,1775
2018-09-23,1712
2018-09-24,1712
2018-09-25,1712
2018-09-26,1712
2018-09-27,1712
2018-09-28,1712
2018-09-29,1712
2018-09-30,1712
2018-10-02,1648
2018-10-03,1648
2018-10-04,1648
2018-10-05,1648
2018-10-06,1648
2018-10-07,1648
2018-10-08,1648
2018-10-09,1582
2018-10-10,1582
2018-10-11,1582
2018-10-12,1582
2018-10-13,1582
2018-10-14,1582
2018-10-15,1582
2018-10-16,1507
2018-10-17,1507
2018-10-18,1507
2018-10-19,1507
2018-10-20,1507
2018-10-21,1507
2018-10-22,1507
2018-10-23,1507
2018-10-24,1463
2018-10-25,1463
2018-10-26,1463
2018-10-27,1463
2018-10-28,1463
2018-10-29,1463
2018-10-30,1463
2018-10-31,1463
2018-11-01,1409
2018-11-03,1409
2018-11-04,1409
2018-11-05,1409
2018-11-06,1409
2018-11-07,1409
2018-11-08,1409
2018-11-09,1409
2018-11-10,1346
2018-11-11,1346
2018-11-12,1346
2018-11-13,1346
2018-11-14,1346
2018-11-15,1346
2018-11-16,1346
2018-11-17,1390
2018-11-18,1390
2018-11-19,1390
2018-11-20,1390
2018-11-21,1390
2018-11-22,1390
2018-11-23,1390
2018-11-24,1326
2018-11-25,1326
2018-11-26,1326
2018-11-27,1326
2018-11-28,1326
2018-11-29,1326
2018-12-01,1274
2018-12-02,1274
2018-12-03,1274
2018-12-04,1274
2018-12-05,1274
2018-12-07,1229
2018-12-09,1229
2018-12-10,1229
2018-12-11,1229
2018-12-12,1229
2018-12-13,1190
2018-12-14,1190
2018-12-15,1190
2018-12-16,1190
2018-12-17,1190
2018-12-18,1190
2018-12-19,1134
2018-12-20,1134
2018-12-21,1134
2018-12-22,1134
2018-12-23,1134
2018-12-24,1091
2018-12-25,1091
2018-12-26,1091
2018-12-27,1091
2018-12-28,1091
2018-12-29,1080
2018-12-30,1080
2018-12-31,1080
2019-01-01,1080
2019-01-02,1080
2019-01-03,1080
2019-01-04,1080
2019-01-05,1035
2019-01-06,1035
2019-01-08,1035
2019-01-10,987
2019-01-11,987
2019-01-12,987
2019-01-13,987
2019-01-14,972
2019-01-15,972
2019-01-16,972
2019-01-17,972
2019-01-18,972
2019-01-19,972
2019-01-20,928
2019-01-21,928
2019-01-22,928
2019-01-23,928
2019-01-24,928
2019-01-25,889
2019-01-26,889
2019-01-27,889
2019-01-28,889
2019-01-29,889
2019-01-30,889
2019-01-31,889
2019-02-01,854
2019-02-02,854
2019-02-03,854
2019-02-04,854
2019-02-05,854
2019-02-06,854
2019-02-07,816
2019-02-08,816
2019-02-09,816
2019-02-10,816
2019-02-11,816
2019-02-12,816
2019-02-13,779
2019-02-14,779
2019-02-15,779
2019-02-16,779
2019-02-17,779
2019-02-18,747
2019-02-19,747
2019-02-20,747
2019-02-21,747
2019-02-22,747
2019-02-23,749
2019-02-24,749
2019-02-25,749
2019-02-26,749
2019-02-27,749
2019-02-28,749
2019-03-01,749
2019-03-02,749
2019-03-03,749
2019-03-04,749
2019-03-05,749
2019-03-06,785
2019-03-07,785
2019-03-08,785
2019-03-09,785
2019-03-10,785
2019-03-11,785
2019-03-12,785
2019-03-13,785
2019-03-14,785
2019-03-15,791
2019-03-16,791
2019-03-17,791
2019-03-18,791
2019-03-19,791
2019-03-20,791
2019-03-21,791
2019-03-22,791
2019-03-23,792
2019-03-24,792
2019-03-25,792
2019-03-26,792
2019-03-27,792
2019-03-28,792
2019-03-29,792
2019-03-30,792
2019-03-31,792
2019-04-01,774
2019-04-02,774
2019-04-03,774
2019-04-04,774
2019-04-05,774
2019-04-06,774
2019-04-07,774
2019-04-08,774
2019-04-09,774
2019-04-10,742
2019-04-11,742
2019-04-12,742
2019-04-13,742
2019-04-14,742
