date_obj,Black%20dragonhide%20set price
2015-12-05,17562
2015-12-06,17436
2015-12-07,17436
2015-12-08,17260
2015-12-09,17353
2015-12-10,17353
2015-12-11,17763
2015-12-12,17763
2015-12-13,18426
2015-12-14,18426
2015-12-15,18227
2015-12-16,18073
2015-12-17,18073
2015-12-18,17947
2015-12-19,17947
2015-12-20,17894
2015-12-21,17894
2015-12-22,17573
2015-12-23,16976
2015-12-24,16976
2015-12-25,16360
2015-12-26,16592
2015-12-27,16285
2015-12-28,16285
2015-12-29,16768
2015-12-30,17485
2015-12-31,17485
2016-01-01,18153
2016-01-02,18423
2016-01-03,19033
2016-01-04,18959
2016-01-05,18817
2016-01-06,18425
2016-01-07,18425
2016-01-08,18179
2016-01-09,18179
2016-01-10,18020
2016-01-11,17959
2016-01-12,17993
2016-01-13,17993
2016-01-14,18293
2016-01-15,18914
2016-01-16,19448
2016-01-17,19224
2016-01-18,18899
2016-01-19,18899
2016-01-20,18635
2016-01-21,18635
2016-01-22,18125
2016-01-23,18188
2016-01-24,18076
2016-01-25,18110
2016-01-26,18110
2016-01-27,17932
2016-01-28,17932
2016-01-29,17691
2016-01-30,17691
2016-01-31,18113
2016-02-01,18295
2016-02-02,18295
2016-02-03,18107
2016-02-04,18107
2016-02-05,18147
2016-02-06,17982
2016-02-07,17982
2016-02-08,17840
2016-02-09,17840
2016-02-10,17243
2016-02-11,17243
2016-02-12,17156
2016-02-13,17326
2016-02-14,17326
2016-02-15,17449
2016-02-16,17449
2016-02-17,17511
2016-02-18,17511
2016-02-19,17374
2016-02-20,17548
2016-02-21,17200
2016-02-22,17200
2016-02-23,17056
2016-02-24,17056
2016-02-25,16457
2016-02-26,16457
2016-02-27,16244
2016-02-28,16244
2016-02-29,16542
2016-03-01,17070
2016-03-02,17070
2016-03-03,17108
2016-03-04,17648
2016-03-05,18240
2016-03-06,17941
2016-03-07,17941
2016-03-08,17261
2016-03-09,16669
2016-03-10,16515
2016-03-11,16515
2016-03-12,16511
2016-03-13,16511
2016-03-14,16955
2016-03-15,17317
2016-03-16,17694
2016-03-17,17694
2016-03-18,17627
2016-03-19,17736
2016-03-20,17670
2016-03-21,17670
2016-03-22,17711
2016-03-23,17396
2016-03-24,17396
2016-03-25,17206
2016-03-26,17031
2016-03-27,17031
2016-03-28,17003
2016-03-29,16740
2016-03-30,16740
2016-03-31,16960
2016-04-01,16960
2016-04-02,17065
2016-04-03,17105
2016-04-04,16917
2016-04-05,17086
2016-04-06,17501
2016-04-07,17493
2016-04-08,17998
2016-04-09,18030
2016-04-10,18161
2016-04-11,18161
2016-04-12,18151
2016-04-13,18398
2016-04-14,18242
2016-04-15,18696
2016-04-16,19147
2016-04-17,19237
2016-04-18,19584
2016-04-19,19584
2016-04-20,20050
2016-04-21,20145
2016-04-22,20145
2016-04-23,19679
2016-04-24,19004
2016-04-25,18530
2016-04-26,18048
2016-04-27,17686
2016-04-28,17364
2016-04-29,17364
2016-04-30,17254
2016-05-01,17200
2016-05-02,17041
2016-05-03,17011
2016-05-04,17011
2016-05-05,17218
2016-05-06,17218
2016-05-07,17433
2016-05-08,17433
2016-05-09,17269
2016-05-10,16777
2016-05-11,16777
2016-05-12,17132
2016-05-13,17019
2016-05-14,16992
2016-05-15,16855
2016-05-16,16855
2016-05-17,17099
2016-05-18,17196
2016-05-19,17196
2016-05-22,18187
2016-05-23,17841
2016-05-24,17580
2016-05-25,17414
2016-05-26,17049
2016-05-27,17278
2016-05-28,17278
2016-05-29,17623
2016-05-30,17623
2016-05-31,17775
2016-06-01,17348
2016-06-02,17114
2016-06-03,17114
2016-06-04,17279
2016-06-05,17279
2016-06-06,17661
2016-06-07,17661
2016-06-08,17994
2016-06-09,18218
2016-06-10,17792
2016-06-11,17792
2016-06-12,17418
2016-06-13,17418
2016-06-14,17500
2016-06-15,17971
2016-06-16,17971
2016-06-17,17559
2016-06-18,17559
2016-06-19,17034
2016-06-20,16908
2016-06-21,16660
2016-06-22,16851
2016-06-23,17221
2016-06-24,17200
2016-06-25,16965
2016-06-26,16965
2016-06-27,16667
2016-06-28,16584
2016-06-29,16829
2016-06-30,17055
2016-07-01,16952
2016-07-02,16885
2016-07-03,17082
2016-07-04,16773
2016-07-05,16572
2016-07-06,16480
2016-07-07,16422
2016-07-08,16572
2016-07-09,16378
2016-07-10,16385
2016-07-11,16371
2016-07-12,16496
2016-07-13,16939
2016-07-14,16861
2016-07-15,17173
2016-07-16,17355
2016-07-17,17505
2016-07-18,17236
2016-07-23,17377
2016-07-24,16907
2016-07-25,17074
2016-07-26,17074
2016-07-27,17023
2016-07-28,17159
2016-07-29,17089
2016-07-30,16986
2016-07-31,16986
2016-08-01,16976
2016-08-02,17055
2016-08-03,16883
2016-08-04,16883
2016-08-05,16750
2016-08-06,16854
2016-08-07,16845
2016-08-08,16845
2016-08-09,16874
2016-08-10,16874
2016-08-11,16885
2016-08-12,16885
2016-08-13,16915
2016-08-14,16763
2016-08-15,16798
2016-08-16,16519
2016-08-17,16519
2016-08-18,16135
2016-08-19,16381
2016-08-20,16827
2016-08-21,16827
2016-08-22,17423
2016-08-23,17851
2016-08-24,17851
2016-08-25,17965
2016-08-26,17965
2016-08-28,17902
2016-08-31,16933
2016-09-01,16536
2016-09-02,16536
2016-09-03,16896
2016-09-04,17018
2016-09-05,16943
2016-09-06,16735
2016-09-07,16735
2016-09-08,16691
2016-09-09,16691
2016-09-10,16811
2016-09-11,16811
2016-09-12,16763
2016-09-13,16691
2016-09-14,16691
2016-09-15,16706
2016-09-16,16706
2016-09-17,16702
2016-09-18,16702
2016-09-19,16882
2016-09-20,16882
2016-09-21,16823
2016-09-22,17173
2016-09-23,17173
2016-09-24,17606
2016-09-25,17821
2016-09-26,17821
2016-09-27,17470
2016-09-28,17346
2016-09-29,17346
2016-09-30,17541
2016-10-01,17638
2016-10-02,17638
2016-10-03,18039
2016-10-04,18298
2016-10-05,18298
2016-10-06,18331
2016-10-07,18331
2016-10-08,18883
2016-10-09,18883
2016-10-10,18673
2016-10-11,18204
2016-10-12,18204
2016-10-13,17856
2016-10-14,17781
2016-10-15,17788
2016-10-16,17788
2016-10-17,17658
2016-10-18,17658
2016-10-19,17925
2016-10-20,17925
2016-10-21,17819
2016-10-22,17819
2016-10-23,18090
2016-10-24,17843
2016-10-25,17843
2016-10-26,17957
2016-10-27,17957
2016-10-28,17846
2016-10-29,17864
2016-10-30,17864
2016-10-31,17677
2016-11-01,17677
2016-11-02,18038
2016-11-03,18038
2016-11-04,17956
2016-11-05,17956
2016-11-06,17898
2016-11-07,17898
2016-11-08,17419
2016-11-09,17419
2016-11-10,17778
2016-11-11,17778
2016-11-12,17613
2016-11-13,17613
2016-11-14,17556
2016-11-15,17556
2016-12-07,17297
2016-12-08,17230
2016-12-09,17179
2016-12-10,17179
2016-12-11,17325
2016-12-12,17325
2016-12-13,17030
2016-12-14,16894
2016-12-15,16894
2016-12-16,16682
2016-12-17,16825
2016-12-18,16825
2016-12-19,17330
2016-12-20,17432
2016-12-21,16767
2016-12-22,16767
2016-12-23,16737
2016-12-24,16737
2016-12-25,17290
2016-12-26,18071
2016-12-27,18502
2016-12-28,18707
2016-12-29,18333
2016-12-30,17824
2016-12-31,17275
2017-01-01,17080
2017-01-02,16775
2017-01-03,16747
2017-01-04,16557
2017-01-05,16557
2017-01-06,16486
2017-01-07,16398
2017-01-08,16501
2017-01-09,16645
2017-01-10,16024
2017-01-11,15799
2017-01-12,16071
2017-01-13,16071
2017-01-14,16602
2017-01-15,16701
2017-01-16,16370
2017-01-17,16581
2017-01-18,16582
2017-01-19,16582
2017-01-20,16800
2017-01-21,16602
2017-01-22,16231
2017-01-23,16299
2017-01-27,16632
2017-01-28,16836
2017-01-29,16865
2017-01-30,16865
2017-01-31,17019
2017-02-01,17323
2017-02-02,17197
2017-02-03,17193
2017-02-04,17092
2017-02-05,17245
2017-02-06,17043
2017-02-07,16890
2017-02-08,16671
2017-02-09,16671
2017-02-10,16549
2017-02-11,16774
2017-02-12,16774
2017-02-13,16860
2017-02-14,16759
2017-02-15,16759
2017-02-16,16981
2017-02-18,17445
2017-02-19,17857
2017-02-20,17888
2017-02-21,18078
2017-02-22,18078
2017-02-23,17697
2017-02-24,17697
2017-02-25,17645
2017-02-26,17606
2017-02-27,17505
2017-02-28,17406
2017-03-01,17551
2017-03-02,17487
2017-03-03,17487
2017-03-04,17465
2017-03-05,17445
2017-03-06,17331
2017-03-07,17324
2017-03-08,17324
2017-03-09,17130
2017-03-10,16986
2017-03-11,16914
2017-03-12,16937
2017-03-13,16888
2017-03-14,16815
2017-03-15,16760
2017-03-16,16821
2017-03-17,16778
2017-03-18,16751
2017-03-19,16818
2017-03-20,16647
2017-03-21,16539
2017-03-22,16534
2017-03-23,16226
2017-03-24,16298
2017-03-25,16298
2017-03-26,16179
2017-03-27,16099
2017-03-28,16162
2017-03-29,16229
2017-03-30,16449
2017-03-31,16488
2017-04-01,17152
2017-04-02,17152
2017-04-03,16998
2017-04-04,16821
2017-04-12,17083
2017-04-13,17133
2017-04-14,17267
2017-04-15,17205
2017-04-16,17326
2017-04-17,17650
2017-04-18,17491
2017-04-19,17487
2017-04-20,17265
2017-04-21,17270
2017-04-22,17689
2017-04-23,17545
2017-04-24,17523
2017-04-25,17521
2017-04-26,17521
2017-04-27,17106
2017-04-28,17011
2017-04-29,16933
2017-04-30,16820
2017-05-01,16907
2017-05-02,17346
2017-05-03,17295
2017-05-04,17074
2017-05-05,16783
2017-05-06,16703
2017-05-07,16648
2017-05-08,16530
2017-05-09,16492
2017-05-10,16492
2017-05-11,16924
2017-05-12,17600
2017-05-13,17514
2017-05-14,17514
2017-05-15,17290
2017-05-16,16915
2017-05-17,16915
2017-05-18,16893
2017-05-19,16893
2017-05-20,16778
2017-05-21,16778
2017-05-22,16583
2017-05-23,16380
2017-05-24,16571
2017-05-25,16292
2017-05-26,16597
2017-05-27,16888
2017-05-28,16754
2017-05-29,16357
2017-05-30,16131
2017-05-31,16259
2017-06-01,16369
2017-06-02,16201
2017-06-03,16201
2017-06-04,16182
2017-06-05,16140
2017-06-06,15964
2017-06-07,15895
2017-06-08,15895
2017-06-09,15752
2017-06-10,15517
2017-06-11,15305
2017-06-12,15305
2017-06-13,15505
2017-06-14,15743
2017-06-15,16149
2017-06-16,16428
2017-06-17,17156
2017-06-18,17644
2017-06-19,17644
2017-06-20,17707
2017-06-21,17332
2017-06-22,17332
2017-06-23,17013
2017-06-24,16934
2017-06-25,16848
2017-06-26,16797
2017-06-27,16659
2017-06-28,17207
2017-06-29,17673
2017-06-30,17672
2017-07-01,17672
2017-07-02,17743
2017-07-03,17432
2017-07-04,17688
2017-07-05,17688
2017-07-06,16944
2017-07-07,16944
2017-07-08,17220
2017-07-13,17212
2017-07-14,17326
2017-07-15,17326
2017-07-16,17040
2017-07-17,16963
2017-07-18,16886
2017-07-19,16646
2017-07-20,16395
2017-07-21,16433
2017-07-22,16503
2017-07-23,17003
2017-07-24,17003
2017-07-25,17259
2017-07-26,17130
2017-07-27,16943
2017-07-28,16780
2017-07-29,16780
2017-07-30,16840
2017-07-31,16840
2017-08-01,17000
2017-08-02,17446
2017-08-03,17783
2017-08-04,17783
2017-08-05,17415
2017-08-06,17098
2017-08-07,16783
2017-08-08,16664
2017-08-09,16560
2017-08-10,16610
2017-08-11,16378
2017-08-12,16331
2017-08-13,16608
2017-08-14,16651
2017-08-15,16389
2017-08-16,16108
2017-08-17,16106
2017-08-18,16106
2017-08-19,15914
2017-08-20,15785
2017-08-21,15905
2017-08-22,16375
2017-08-23,16961
2017-08-24,17028
2017-08-25,17011
2017-08-26,16974
2017-08-27,16867
2017-08-28,17462
2017-08-29,17462
2017-08-30,17745
2017-08-31,17944
2017-09-01,17944
2017-09-02,17757
2017-09-03,17757
2017-09-04,17346
2017-09-05,17032
2017-09-06,16937
2017-09-07,16647
2017-09-08,16433
2017-09-09,16268
2017-09-10,16081
2017-09-11,15928
2017-09-12,15928
2017-09-13,16165
2017-09-14,16511
2017-09-15,16511
2017-09-16,16948
2017-09-17,16854
2017-09-18,16815
2017-09-19,17069
2017-09-20,17064
2017-09-22,17093
2017-09-23,17093
2017-09-24,17028
2017-09-25,17085
2017-09-26,17089
2017-09-27,17089
2017-09-28,17385
2017-09-29,17766
2017-09-30,18131
2017-10-01,17893
2017-10-02,17988
2017-10-03,17988
2017-10-04,17645
2017-10-05,17388
2017-10-06,17078
2017-10-07,16968
2017-10-08,16987
2017-10-09,17286
2017-10-10,17140
2017-10-11,17140
2017-10-12,16977
2017-10-13,16780
2017-10-14,16753
2017-10-15,16753
2017-10-16,16460
2017-10-17,16460
2017-10-18,16271
2017-10-19,16205
2017-10-20,16149
2017-10-21,16132
2017-10-22,16707
2017-10-23,16370
2017-10-24,16356
2017-10-25,16502
2017-10-26,16167
2017-10-27,15979
2017-10-28,15979
2017-10-29,16054
2017-10-30,15780
2017-10-31,15722
2017-11-01,15722
2017-11-02,16053
2017-11-03,16330
2017-11-04,16827
2017-11-05,16511
2017-11-06,16444
2017-11-07,16433
2017-11-08,16311
2017-11-09,16429
2017-11-10,16583
2017-11-11,16586
2017-11-12,16575
2017-11-13,16628
2017-11-14,16628
2017-11-15,16804
2017-11-16,17075
2017-11-17,17336
2017-11-18,17336
2017-11-19,17260
2017-11-20,17138
2017-11-21,17098
2017-11-22,16904
2017-11-23,17454
2017-11-24,18308
2017-11-25,19005
2017-11-26,19567
2017-11-27,19286
2017-11-28,19064
2017-11-29,18542
2017-11-30,18137
2017-12-01,17706
2017-12-02,17743
2017-12-03,17338
2017-12-04,16814
2017-12-05,16787
2017-12-06,16671
2017-12-07,16660
2017-12-08,16504
2017-12-09,16416
2017-12-10,16474
2017-12-11,16434
2017-12-12,16957
2017-12-13,17629
2017-12-14,17788
2017-12-15,17290
2017-12-16,16989
2017-12-17,16869
2017-12-18,16830
2017-12-19,16850
2017-12-20,16991
2017-12-21,16910
2017-12-22,16815
2017-12-23,16750
2017-12-24,16663
2017-12-25,16464
2017-12-26,16255
2017-12-27,16313
2017-12-28,16321
2017-12-29,16298
2017-12-30,16790
2017-12-31,17301
2018-01-01,17612
2018-01-02,17500
2018-01-03,17451
2018-01-04,17342
2018-01-05,16969
2018-01-06,16597
2018-01-07,16496
2018-01-08,16528
2018-01-09,16929
2018-01-10,17532
2018-01-11,17565
2018-01-12,17334
2018-01-13,17066
2018-01-14,16864
2018-01-15,16581
2018-01-16,16416
2018-01-17,16329
2018-01-18,16262
2018-01-19,16262
2018-01-20,16202
2018-01-21,16164
2018-01-22,16107
2018-01-23,16052
2018-01-24,16018
2018-01-25,16036
2018-01-26,16516
2018-01-27,16777
2018-01-28,16655
2018-01-29,17057
2018-01-30,16847
2018-01-31,16759
2018-02-01,16599
2018-02-02,16521
2018-02-03,16473
2018-02-04,16688
2018-02-05,16563
2018-02-06,16479
2018-02-07,16731
2018-02-08,17221
2018-02-09,17834
2018-02-10,18405
2018-02-11,18525
2018-02-12,18676
2018-02-13,18566
2018-02-14,18125
2018-02-15,17866
2018-02-16,17596
2018-02-17,17497
2018-02-18,17263
2018-02-19,17060
2018-02-20,17192
2018-02-21,16517
2018-02-22,16497
2018-02-23,16417
2018-02-24,15839
2018-02-25,15872
2018-02-26,15586
2018-02-27,15414
2018-02-28,15336
2018-03-01,15322
2018-03-02,15465
2018-03-03,15979
2018-03-04,16497
2018-03-05,16664
2018-03-06,16531
2018-03-07,16452
2018-03-08,16552
2018-03-09,17063
2018-03-10,17263
2018-03-11,17366
2018-03-12,17185
2018-03-13,17456
2018-03-14,17674
2018-03-15,17363
2018-03-16,17399
2018-03-17,17010
2018-03-18,16903
2018-03-20,16735
2018-03-21,16680
2018-03-22,16601
2018-03-23,16557
2018-03-24,16416
2018-03-25,16404
2018-03-26,16472
2018-03-27,16734
2018-03-28,16681
2018-03-29,16659
2018-03-30,16584
2018-03-31,16475
2018-04-01,16446
2018-04-02,16447
2018-04-03,16442
2018-04-04,16372
2018-04-05,16280
2018-04-06,16378
2018-04-07,16259
2018-04-08,16194
2018-04-09,16358
2018-04-10,16458
2018-04-11,16570
2018-04-12,16741
2018-04-13,16592
2018-04-14,16601
2018-04-15,16774
2018-04-16,16985
2018-04-17,17590
2018-04-18,17714
2018-04-19,17602
2018-04-20,17442
2018-04-21,17447
2018-04-22,17362
2018-04-23,17403
2018-04-24,17283
2018-04-25,17327
2018-04-26,17246
2018-04-27,17123
2018-04-28,16795
2018-04-29,16900
2018-04-30,16908
2018-05-01,16596
2018-05-02,16504
2018-05-03,16400
2018-05-04,16312
2018-05-05,16229
2018-05-06,16217
2018-05-07,16188
2018-05-08,16110
2018-05-09,16293
2018-05-10,16321
2018-05-11,16158
2018-05-12,16105
2018-05-13,16124
2018-05-14,16104
2018-05-15,16117
2018-05-16,16044
2018-05-17,16038
2018-05-18,15955
2018-05-19,15936
2018-05-20,15964
2018-05-21,15922
2018-05-22,15880
2018-05-23,15820
2018-05-24,15879
2018-05-25,16275
2018-05-26,16748
2018-05-27,17098
2018-05-28,17320
2018-05-29,17776
2018-05-30,18120
2018-05-31,17910
2018-06-01,18397
2018-06-02,18202
2018-06-03,18473
2018-06-04,18130
2018-06-05,17733
2018-06-06,17412
2018-06-07,17268
2018-06-08,17236
2018-06-09,17157
2018-06-10,17071
2018-06-11,17231
2018-06-12,17116
2018-06-13,17073
2018-06-14,16730
2018-06-15,16813
2018-06-16,16779
2018-06-17,16684
2018-06-18,16714
2018-06-19,16667
2018-06-20,17092
2018-06-21,17221
2018-06-22,16895
2018-06-23,16766
2018-06-24,16688
2018-06-25,16641
2018-06-26,16913
2018-06-27,16992
2018-06-28,16959
2018-06-29,16936
2018-06-30,16802
2018-07-01,16718
2018-07-02,16658
2018-07-03,16604
2018-07-04,16610
2018-07-05,16628
2018-07-06,16653
2018-07-07,16651
2018-07-08,16736
2018-07-09,16741
2018-07-10,16655
2018-07-11,16607
2018-07-12,16543
2018-07-13,16456
2018-07-14,16418
2018-07-15,16322
2018-07-16,16306
2018-07-17,16514
2018-07-18,16845
2018-07-19,17371
2018-07-20,17638
2018-07-21,17986
2018-07-22,17723
2018-07-23,17510
2018-07-24,17146
2018-07-25,17079
2018-07-26,16970
2018-07-27,17124
2018-07-28,17263
2018-07-29,17606
2018-07-30,17868
2018-07-31,18101
2018-08-01,17954
2018-08-02,17860
2018-08-03,17728
2018-08-04,17534
2018-08-05,17283
2018-08-06,17080
2018-08-07,16858
2018-08-08,16602
2018-08-09,16464
2018-08-10,16436
2018-08-11,16564
2018-08-12,16540
2018-08-14,17087
2018-08-16,17373
2018-08-17,17408
2018-08-18,17430
2018-08-19,17318
2018-08-20,17120
2018-08-21,17074
2018-08-22,16945
2018-08-23,16889
2018-08-24,16910
2018-08-25,17206
2018-08-26,17319
2018-08-27,17383
2018-08-28,17303
2018-08-29,17245
2018-08-30,17067
2018-08-31,16992
2018-09-01,16966
2018-09-02,16795
2018-09-03,16840
2018-09-04,16787
2018-09-05,16657
2018-09-06,16540
2018-09-07,16580
2018-09-08,16441
2018-09-09,16462
2018-09-10,16383
2018-09-11,16310
2018-09-12,16265
2018-09-13,16241
2018-09-14,16212
2018-09-15,16348
2018-09-16,16418
2018-09-17,16420
2018-09-18,16274
2018-09-19,16105
2018-09-20,15992
2018-09-21,15985
2018-09-22,16047
2018-09-23,16806
2018-09-24,17374
2018-09-25,17341
2018-09-26,17704
2018-09-27,17574
2018-09-28,17499
2018-09-29,17401
2018-09-30,17298
2018-10-01,16925
2018-10-02,16991
2018-10-03,17619
2018-10-04,17367
2018-10-05,17240
2018-10-06,17182
2018-10-07,17203
2018-10-08,17255
2018-10-09,17034
2018-10-10,16896
2018-10-11,16793
2018-10-12,16817
2018-10-13,17344
2018-10-14,17370
2018-10-15,17114
2018-10-16,16865
2018-10-17,17037
2018-10-18,16993
2018-10-19,17128
2018-10-20,17189
2018-10-21,17039
2018-10-22,17062
2018-10-23,17029
2018-10-24,17007
2018-10-25,16987
2018-10-26,17004
2018-10-27,16994
2018-10-28,17069
2018-10-29,16808
2018-10-30,16724
2018-10-31,16680
2018-11-01,16652
2018-11-03,16919
2018-11-04,17416
2018-11-05,17444
2018-11-06,17404
2018-11-07,17238
2018-11-08,16961
2018-11-09,16705
2018-11-10,16864
2018-11-11,16749
2018-11-12,16542
2018-11-13,16513
2018-11-15,16627
2018-11-16,16634
2018-11-17,16785
2018-11-18,16848
2018-11-19,16982
2018-11-20,17026
2018-11-21,16870
2018-11-22,16765
2018-11-23,16841
2018-11-24,16767
2018-11-25,16734
2018-11-26,16747
2018-11-27,16718
2018-11-28,16693
2018-11-29,16661
2018-12-01,16657
2018-12-02,16753
2018-12-03,16709
2018-12-04,16702
2018-12-05,16607
2018-12-07,16654
2018-12-09,16601
2018-12-10,16536
2018-12-11,16469
2018-12-12,16425
2018-12-13,16453
2018-12-14,16477
2018-12-15,16548
2018-12-16,16597
2018-12-17,16783
2018-12-18,16756
2018-12-19,16702
2018-12-20,16641
2018-12-21,16576
2018-12-22,16440
2018-12-23,16481
2018-12-24,16423
2018-12-25,16414
2018-12-26,16392
2018-12-27,16358
2018-12-28,16339
2018-12-29,16314
2018-12-30,16459
2018-12-31,16426
2019-01-01,16429
2019-01-02,16644
2019-01-03,16738
2019-01-04,16853
2019-01-05,16886
2019-01-06,16639
2019-01-08,16572
2019-01-10,16617
2019-01-11,16503
2019-01-12,16429
2019-01-13,16395
2019-01-14,16392
2019-01-15,16383
2019-01-16,16388
2019-01-17,16309
2019-01-18,16362
2019-01-19,16393
2019-01-20,16391
2019-01-21,16396
2019-01-22,16468
2019-01-23,16492
2019-01-24,16462
2019-01-25,16443
2019-01-26,16485
2019-01-27,16425
2019-01-28,16383
2019-01-29,16395
2019-01-30,16429
2019-01-31,16993
2019-02-01,16942
2019-02-02,16868
2019-02-03,16866
2019-02-04,16744
2019-02-05,16727
2019-02-06,16798
2019-02-07,16779
2019-02-08,16764
2019-02-09,16725
2019-02-10,16704
2019-02-11,16670
2019-02-12,16610
2019-02-13,16572
2019-02-14,16518
2019-02-15,16472
2019-02-16,16552
2019-02-17,16605
2019-02-18,16740
2019-02-19,16856
2019-02-20,16848
2019-02-21,16786
2019-02-22,16724
2019-02-23,16749
2019-02-24,16852
2019-02-25,16730
2019-02-26,16688
2019-02-27,16812
2019-02-28,17075
2019-03-01,17183
2019-03-02,17257
2019-03-03,17474
2019-03-04,17418
2019-03-05,17298
2019-03-06,17093
2019-03-07,16780
2019-03-08,16710
2019-03-09,16557
2019-03-10,16456
2019-03-11,16342
2019-03-12,16283
2019-03-13,16266
2019-03-14,16341
2019-03-15,16434
2019-03-16,16414
2019-03-17,16780
2019-03-18,16824
2019-03-19,16903
2019-03-20,16809
2019-03-21,16722
2019-03-22,16665
2019-03-23,16583
