date_obj,Imp%20mask price
2019-03-29,14795
2019-03-30,14795
2019-03-31,14184
2019-04-01,13536
2019-04-02,13536
2019-04-03,13390
2019-04-04,13390
2019-04-05,13836
2019-04-06,13836
2019-04-07,13836
2019-04-08,14169
2019-04-09,14169
2019-04-10,14169
2019-04-11,14609
2019-04-12,14609
2019-04-13,14407
2019-04-14,14407
2019-04-15,14939
2019-04-16,14998
2019-04-17,14998
2019-04-18,14670
2019-04-19,14670
2019-04-20,14475
2019-04-21,14475
2019-04-22,14032
2019-04-23,14032
2019-04-24,13388
2019-04-25,13388
2019-04-26,12740
2019-04-27,12384
2019-04-28,12384
2019-04-29,11869
2019-04-30,11869
2019-05-01,11416
2019-05-02,11416
2019-05-03,11068
2019-05-04,11068
2019-05-05,10730
2019-05-06,10730
2019-05-07,10486
2019-05-08,10486
2019-05-09,10486
2019-05-10,10229
2019-05-11,10229
2019-05-12,10031
2019-05-13,10031
2019-05-14,9649
2019-05-15,9649
2019-05-16,9693
2019-05-17,9693
2019-05-18,9949
2019-05-19,9949
2019-05-20,9949
2019-05-21,10115
2019-05-22,10115
2019-05-23,10433
2019-05-24,10433
2019-05-25,10433
2019-05-26,10392
2019-05-27,10392
2019-05-28,10392
2019-05-29,10493
2019-05-30,10493
2019-05-31,10493
2019-06-01,11000
2019-06-02,11000
2019-06-03,11453
2019-06-04,11453
2019-06-05,11416
2019-06-06,11416
2019-06-07,11416
2019-06-08,10855
2019-06-09,10855
2019-06-10,10855
2019-06-11,10994
2019-06-12,10994
2019-06-13,10994
2019-06-14,10998
2019-06-15,10998
2019-06-16,10998
2019-06-17,11004
2019-06-18,11004
2019-06-19,11004
2019-06-20,10892
2019-06-21,10892
2019-06-22,10892
2019-06-23,10603
2019-06-24,10603
2019-06-25,10603
2019-06-26,10301
2019-06-27,10301
2019-06-28,10301
2019-06-29,10134
2019-06-30,10134
2019-07-01,10134
2019-07-02,9701
2019-07-03,9701
2019-07-04,9701
2019-07-05,9330
2019-07-06,9330
2019-07-07,9330
2019-07-08,9299
2019-07-09,9299
2019-07-10,9299
2019-07-11,9372
2019-07-12,9372
2019-07-13,9372
2019-07-14,9772
2019-07-15,9772
2019-07-16,9772
2019-07-17,9772
2019-07-18,9598
2019-07-19,9598
2019-07-20,9954
2019-07-21,9954
2019-07-22,9954
2019-07-23,10422
2019-07-24,10422
2019-07-25,10422
2019-07-26,10422
2019-07-27,10422
2019-07-28,10847
2019-07-29,10847
2019-07-30,10847
2019-07-31,10304
2019-08-01,10304
2019-08-02,10304
2019-08-03,10045
2019-08-04,10045
2019-08-05,10045
2019-08-06,9932
2019-08-07,9932
2019-08-08,9932
2019-08-09,9498
2019-08-10,9498
2019-08-11,9498
2019-08-12,9264
2019-08-13,9264
2019-08-14,9264
2019-08-15,8835
2019-08-16,8835
2019-08-17,8543
2019-08-18,8543
2019-08-19,8485
2019-08-20,8485
2019-08-21,8485
2019-08-22,8284
2019-08-23,8284
2019-08-24,8284
2019-08-24,8284
2019-08-25,8047
2019-08-25,8047
2019-08-26,8047
2019-08-26,8047
2019-08-27,7814
2019-08-27,7814
2019-08-28,7814
2019-08-29,7814
2019-08-30,8151
2019-08-31,8151
2019-09-01,8420
2019-09-02,8420
2019-09-03,8420
2019-09-04,8510
2019-09-05,8510
2019-09-06,8510
2019-09-07,8501
2019-09-08,8501
2019-09-09,8501
2019-09-10,8744
2019-09-11,8744
2019-09-12,8744
2019-09-13,8687
2019-09-14,8687
2019-09-15,8750
2019-09-16,8750
2019-09-17,8750
2019-09-18,8848
2019-09-19,8848
2019-09-20,8848
2019-09-21,9227
2019-09-22,9227
2019-09-23,9227
2019-09-24,9360
2019-09-25,9360
2019-09-26,9360
2019-09-27,9360
2019-09-28,9456
2019-09-29,9456
2019-09-30,9456
2019-10-01,9437
2019-10-02,9437
2019-10-03,9437
2019-10-04,9437
2019-10-05,9271
2019-10-06,9271
2019-10-07,9271
2019-10-08,9422
2019-10-09,9422
2019-10-10,9422
2019-10-11,9422
2019-10-12,9274
2019-10-13,9274
2019-10-14,9274
2019-10-15,9368
2019-10-16,9368
2019-10-17,9368
2019-10-18,9368
2019-10-19,9223
2019-10-20,9223
2019-10-21,9223
2019-10-22,9223
2019-10-23,9063
2019-10-24,9063
2019-10-25,8827
2019-10-26,8827
2019-10-27,8827
2019-10-28,8891
2019-10-29,8891
2019-10-30,8891
2019-10-31,8944
2019-11-01,8944
2019-11-02,8944
2019-11-03,8819
2019-11-04,8819
2019-11-05,8819
2019-11-06,8819
2019-11-07,8588
2019-11-08,8588
2019-11-09,8588
2019-11-10,8320
2019-11-11,8320
2019-11-12,8320
2019-11-13,8320
2019-11-14,8564
2019-11-15,8564
2019-11-16,8564
2019-11-17,8564
2019-11-18,8747
2019-11-19,8747
2019-11-20,8747
2019-11-21,8747
2019-11-22,8635
2019-11-23,8635
2019-11-24,8635
2019-11-25,8885
2019-11-26,8885
2019-11-27,8885
2019-11-28,8872
2019-11-29,8872
2019-11-30,8872
2019-12-01,8872
2019-12-02,8685
2019-12-03,8685
2019-12-04,8685
2019-12-05,8685
2019-12-06,8685
2019-12-07,8565
2019-12-08,8565
2019-12-09,8565
2019-12-10,8633
2019-12-11,8633
2019-12-12,8633
2019-12-13,8633
2019-12-14,8633
2019-12-15,8644
2019-12-16,8644
2019-12-17,8644
2019-12-18,8644
2019-12-19,8748
2019-12-20,8748
2019-12-21,8748
2019-12-22,9020
2019-12-23,9020
2019-12-24,9020
2019-12-25,9020
2019-12-26,9354
2019-12-27,9354
2019-12-28,9354
2019-12-29,9354
2019-12-30,9100
2019-12-31,9100
2020-01-01,9100
2020-01-02,8822
2020-01-03,8822
2020-01-04,8822
2020-01-05,8822
2020-01-06,8729
2020-01-07,8729
2020-01-08,8729
2020-01-09,8840
2020-01-10,8840
2020-01-11,8840
2020-01-12,8860
2020-01-13,8860
2020-01-14,8860
2020-01-15,8866
2020-01-16,8866
2020-01-17,8866
2020-01-18,8920
2020-01-19,8920
2020-01-20,8920
2020-01-21,8920
2020-01-22,8977
2020-01-23,8977
2020-01-24,8977
2020-01-25,8977
2020-01-26,8607
2020-01-27,8607
2020-01-28,8607
2020-01-29,8234
2020-01-30,8234
2020-01-31,8234
2020-02-01,7957
2020-02-02,7957
2020-02-03,7957
2020-02-04,7732
2020-02-05,7732
2020-02-06,7732
2020-02-07,7732
2020-02-08,7375
2020-02-09,7375
2020-02-10,7375
2020-02-11,7440
2020-02-12,7440
2020-02-13,7440
2020-02-14,7621
2020-02-15,7621
2020-02-16,7621
2020-02-17,7621
2020-02-18,7571
2020-02-19,7571
2020-02-20,7571
2020-02-21,7571
2020-02-22,7262
2020-02-23,7262
2020-02-24,6932
2020-02-25,6932
2020-02-26,6632
2020-02-27,6632
2020-02-28,6506
2020-02-29,6506
2020-03-01,6506
2020-03-02,6286
2020-03-03,6286
2020-03-04,6286
2020-03-05,6113
2020-03-06,6113
2020-03-07,6113
2020-03-08,6172
2020-03-09,6172
2020-03-10,5926
2020-03-11,5926
2020-03-12,5926
2020-03-13,5719
2020-03-14,5719
2020-03-15,5719
2020-03-16,5631
2020-03-17,5631
2020-03-18,5631
2020-03-19,5617
2020-03-20,5617
2020-03-21,5746
2020-03-22,5746
2020-03-23,5843
2020-03-24,5843
2020-03-25,5843
2020-03-26,6087
2020-03-27,6087
2020-03-28,6325
2020-03-29,6325
2020-03-30,6493
2020-03-31,6493
2020-04-01,6493
2020-04-02,6659
2020-04-03,6659
2020-04-04,6659
2020-04-05,6659
2020-04-06,6659
2020-04-07,6741
2020-04-08,6741
2020-04-09,7013
2020-04-10,7013
2020-04-11,7342
2020-04-12,7342
2020-04-13,7342
2020-04-14,7601
2020-04-15,7601
2020-04-16,7601
2020-04-17,7615
2020-04-18,7615
2020-04-19,7676
2020-04-20,7676
2020-04-21,7676
2020-04-22,7701
2020-04-23,7701
2020-04-24,7689
2020-04-25,7689
2020-04-26,7637
2020-04-27,7637
2020-04-28,7884
2020-04-29,7884
2020-04-30,8031
2020-05-01,8031
2020-05-02,8031
2020-05-03,8097
2020-05-04,8097
2020-05-05,8097
2020-05-06,7818
2020-05-07,7818
2020-05-08,7818
2020-05-09,7532
2020-05-10,7532
2020-05-11,7532
2020-05-12,7808
2020-05-13,7808
