date_obj,Vyrewatch%20legs price
2015-07-11,43912
2015-07-12,43912
2015-07-13,43912
2015-07-14,43912
2015-07-15,43912
2015-07-16,43912
2015-07-17,43912
2015-07-18,41755
2015-07-19,41755
2015-07-20,41755
2015-07-21,41755
2015-07-22,41755
2015-07-23,41755
2015-07-24,39701
2015-07-25,39701
2015-07-26,39701
2015-07-27,39701
2015-07-28,39701
2015-07-29,39701
2015-07-30,39701
2015-07-31,37762
2015-08-01,37762
2015-08-02,37762
2015-08-03,37762
2015-08-04,37762
2015-08-05,35902
2015-08-06,35902
2015-08-07,35902
2015-08-08,35902
2015-08-09,35902
2015-08-10,34149
2015-08-11,34149
2015-08-12,34149
2015-08-13,34149
2015-08-14,34149
2015-08-15,34149
2015-08-16,32469
2015-08-17,32469
2015-08-18,32469
2015-08-19,32469
2015-08-20,32469
2015-08-21,30886
2015-08-22,30886
2015-08-23,30886
2015-08-24,30886
2015-08-25,30886
2015-08-26,30886
2015-08-27,29398
2015-08-28,29398
2015-08-29,29398
2015-08-30,29398
2015-08-31,29398
2015-09-01,29398
2015-09-02,27958
2015-09-03,27958
2015-09-04,27958
2015-09-05,27958
2015-09-06,27958
2015-09-07,27958
2015-09-08,26591
2015-09-09,26591
2015-09-10,26591
2015-09-11,26591
2015-09-12,26591
2015-09-13,26591
2015-09-14,25308
2015-09-15,25308
2015-09-16,25308
2015-09-17,25308
2015-09-18,25308
2015-09-19,25308
2015-09-20,25308
2015-09-21,24070
2015-09-22,24070
2015-09-23,24070
2015-09-24,24070
2015-09-25,24070
2015-09-27,22895
2015-09-28,22895
2015-09-29,22895
2015-09-30,22895
2015-10-05,21775
2015-10-06,21775
2015-10-07,21775
2015-10-08,21775
2015-10-09,21775
2015-10-10,21775
2015-10-11,20717
2015-10-12,20717
2015-10-13,20717
2015-10-14,20717
2015-10-15,20717
2015-10-16,20717
2015-10-17,20717
2015-10-18,20717
2015-10-19,19754
2015-10-20,19754
2015-10-22,19754
2015-10-23,19754
2015-10-24,19754
2015-10-25,18796
2015-10-26,18796
2015-10-27,18796
2015-10-29,18796
2015-10-30,18796
2015-10-31,17932
2015-11-01,17932
2015-11-02,17932
2015-11-03,17932
2015-11-04,17932
2015-11-05,17932
2015-11-06,17932
2015-11-07,17049
2015-11-08,17049
2015-11-09,17049
2015-11-10,17049
2015-11-11,17049
2015-11-12,17049
2015-11-13,17049
2015-11-14,17049
2015-11-15,16225
2015-11-16,16225
2015-11-17,16225
2015-11-18,16225
2015-11-19,16225
2015-11-20,16225
2015-11-21,16225
2015-11-22,15442
2015-11-23,15442
2015-11-24,15442
2015-11-25,15442
2015-11-26,15442
2015-11-27,15442
2015-11-28,15442
2015-11-29,14697
2015-11-30,14697
2015-12-01,14697
2015-12-02,14697
2015-12-03,14697
2015-12-04,14697
2015-12-05,14697
2015-12-06,13981
2015-12-07,13981
2015-12-08,13981
2015-12-09,13981
2015-12-10,13981
2015-12-11,13981
2015-12-13,13297
2015-12-14,13297
2015-12-15,13297
2015-12-16,13297
2015-12-17,13297
2015-12-18,12650
2015-12-19,12650
2015-12-20,12650
2015-12-21,12650
2015-12-22,12650
2015-12-23,12650
2015-12-24,12053
2015-12-25,12053
2015-12-26,12053
2015-12-27,12053
2015-12-28,12053
2015-12-29,11472
2015-12-30,11472
2015-12-31,11472
2016-01-01,11472
2016-01-02,11472
2016-01-03,11472
2016-01-04,10917
2016-01-05,10917
2016-01-06,10917
2016-01-07,10917
2016-01-08,10917
2016-01-09,10917
2016-01-10,10385
2016-01-11,10385
2016-01-12,10385
2016-01-13,10385
2016-01-14,10385
2016-01-15,9877
2016-01-16,9877
2016-01-17,9877
2016-01-18,9877
2016-01-19,9877
2016-01-20,9400
2016-01-21,9400
2016-01-22,9400
2016-01-23,9400
2016-01-24,9400
2016-01-25,9400
2016-01-26,8939
2016-01-27,8939
2016-01-28,8939
2016-01-29,8939
2016-01-30,8939
2016-01-31,8939
2016-02-01,8510
2016-02-02,8510
2016-02-03,8510
2016-02-04,8510
2016-02-05,8510
2016-02-06,8510
2016-02-07,8098
2016-02-08,8098
2016-02-09,8098
2016-02-10,8098
2016-02-11,8098
2016-02-12,8098
2016-02-13,7705
2016-02-14,7705
2016-02-15,7705
2016-02-16,7705
2016-02-17,7705
2016-02-18,7705
2016-02-19,7705
2016-02-20,7331
2016-02-21,7331
2016-02-22,7331
2016-02-23,7331
2016-02-24,7331
2016-02-25,6976
2016-02-26,6976
2016-02-27,6976
2016-02-28,6976
2016-02-29,6976
2016-03-01,6640
2016-03-02,6640
2016-03-03,6640
2016-03-04,6640
2016-03-05,6640
2016-03-06,6406
2016-03-07,6406
2016-03-08,6406
2016-03-09,6406
2016-03-10,6406
2016-03-11,6406
2016-03-12,6288
2016-03-13,6288
2016-03-14,6288
2016-03-15,6288
2016-03-16,6288
2016-03-17,6288
2016-03-18,6124
2016-03-19,6124
2016-03-20,6124
2016-03-21,6124
2016-03-22,6124
2016-03-23,6124
2016-03-24,5870
2016-03-25,5870
2016-03-26,5870
2016-03-27,5870
2016-03-28,5870
2016-03-29,5870
2016-03-30,5592
2016-03-31,5592
2016-04-01,5592
2016-04-02,5592
2016-04-03,5592
2016-04-04,5592
2016-04-05,5433
2016-04-06,5433
2016-04-07,5433
2016-04-08,5433
2016-04-09,5433
2016-04-10,5263
2016-04-11,5263
2016-04-12,5263
2016-04-13,5263
2016-04-14,5263
2016-04-15,5263
2016-04-16,5035
2016-04-17,5035
2016-04-18,5035
2016-04-19,5035
2016-04-20,5035
2016-04-21,5014
2016-04-22,5014
2016-04-23,5014
2016-04-24,5014
2016-04-25,5014
2016-04-26,5014
2016-04-27,4963
2016-04-28,4963
2016-04-29,4963
2016-04-30,4963
2016-05-01,4963
2016-05-02,4963
2016-05-03,4956
2016-05-04,4956
2016-05-05,4956
2016-05-06,4956
2016-05-07,4956
2016-05-08,4956
2016-05-09,4876
2016-05-10,4876
2016-05-11,4876
2016-05-12,4876
2016-05-13,4876
2016-05-14,4876
2016-05-15,4871
2016-05-16,4871
2016-05-17,4871
2016-05-18,4871
2016-05-19,4871
2016-05-22,4727
2016-05-23,4727
2016-05-24,4727
2016-05-25,4727
2016-05-26,4512
2016-05-27,4512
2016-05-28,4512
2016-05-29,4512
2016-05-30,4512
2016-05-31,4518
2016-06-01,4518
2016-06-02,4518
2016-06-03,4518
2016-06-04,4518
2016-06-05,4518
2016-06-06,4536
2016-06-07,4536
2016-06-08,4536
2016-06-09,4536
2016-06-10,4536
2016-06-11,4454
2016-06-12,4454
2016-06-13,4454
2016-06-14,4454
2016-06-15,4454
2016-06-16,4454
2016-06-17,4265
2016-06-18,4265
2016-06-19,4265
2016-06-20,4265
2016-06-21,4265
2016-06-22,4265
2016-06-23,4205
2016-06-24,4205
2016-06-25,4205
2016-06-26,4205
2016-06-27,4205
2016-06-28,4205
2016-06-29,4028
2016-06-30,4028
2016-07-01,4028
2016-07-02,4028
2016-07-03,4028
2016-07-04,3885
2016-07-05,3885
2016-07-06,3885
2016-07-07,3885
2016-07-08,3885
2016-07-09,3813
2016-07-10,3813
2016-07-11,3813
2016-07-12,3813
2016-07-13,3680
2016-07-14,3680
2016-07-15,3680
2016-07-16,3680
2016-07-17,3680
2016-07-18,3582
2016-07-24,3591
2016-07-25,3591
2016-07-26,3591
2016-07-27,3591
2016-07-28,3591
2016-07-29,3591
2016-07-30,3600
2016-07-31,3600
2016-08-01,3600
2016-08-02,3600
2016-08-03,3600
2016-08-04,3600
2016-08-05,3600
2016-08-06,3457
2016-08-07,3457
2016-08-08,3457
2016-08-09,3457
2016-08-10,3457
2016-08-11,3457
2016-08-12,3352
2016-08-13,3352
2016-08-14,3352
2016-08-15,3352
2016-08-16,3352
2016-08-17,3352
2016-08-18,3352
2016-08-19,3375
2016-08-20,3375
2016-08-21,3375
2016-08-22,3375
2016-08-23,3375
2016-08-24,3375
2016-08-25,3259
2016-08-26,3259
2016-08-28,3259
2016-08-31,3259
2016-09-01,3105
2016-09-02,3105
2016-09-03,3105
2016-09-04,3105
2016-09-05,3105
2016-09-06,3105
2016-09-07,3105
2016-09-08,3105
2016-09-09,2991
2016-09-10,2991
2016-09-11,2991
2016-09-12,2991
2016-09-13,2991
2016-09-14,2991
2016-09-15,2991
2016-09-16,2965
2016-09-17,2965
2016-09-18,2965
2016-09-19,2965
2016-09-20,2965
2016-09-21,2965
2016-09-22,2903
2016-09-23,2903
2016-09-24,2903
2016-09-25,2903
2016-09-26,2903
2016-09-27,2903
2016-09-28,2903
2016-09-29,2903
2016-09-30,2795
2016-10-01,2795
2016-10-02,2795
2016-10-03,2795
2016-10-04,2795
2016-10-05,2795
2016-10-06,2795
2016-10-07,2795
2016-10-08,2756
2016-10-09,2756
2016-10-10,2756
2016-10-11,2756
2016-10-12,2756
2016-10-13,2756
2016-10-14,2756
2016-10-15,2762
2016-10-16,2762
2016-10-17,2762
2016-10-18,2762
2016-10-19,2762
2016-10-20,2762
2016-10-21,2769
2016-10-22,2769
2016-10-23,2769
2016-10-24,2769
2016-10-25,2769
2016-10-26,2769
2016-10-27,2769
2016-10-28,2790
2016-10-29,2790
2016-10-30,2790
2016-10-31,2790
2016-11-01,2790
2016-11-02,2790
2016-11-03,2790
2016-11-04,2790
2016-11-05,2717
2016-11-06,2717
2016-11-07,2717
2016-11-08,2717
2016-11-09,2717
2016-11-10,2717
2016-11-11,2717
2016-11-12,2714
2016-11-13,2714
2016-11-14,2714
2016-12-08,2783
2016-12-09,2783
2016-12-10,2783
2016-12-11,2783
2016-12-12,2743
2016-12-13,2743
2016-12-14,2743
2016-12-15,2743
2016-12-16,2743
2016-12-17,2743
2016-12-18,2743
2016-12-19,2701
2016-12-20,2701
2016-12-21,2701
2016-12-22,2701
2016-12-23,2701
2016-12-24,2701
2016-12-25,2720
2016-12-26,2720
2016-12-27,2720
2016-12-28,2720
2016-12-29,2720
2016-12-30,2720
2016-12-31,2753
2017-01-01,2753
2017-01-02,2753
2017-01-03,2753
2017-01-04,2753
2017-01-05,2753
2017-01-06,2677
2017-01-07,2677
2017-01-08,2677
2017-01-09,2677
2017-01-10,2677
2017-01-11,2677
2017-01-12,2678
2017-01-13,2678
2017-01-14,2678
2017-01-15,2678
2017-01-16,2678
2017-01-17,2702
2017-01-18,2702
2017-01-19,2702
2017-01-20,2702
2017-01-21,2702
2017-01-22,2702
2017-01-27,2621
2017-01-28,2592
2017-01-29,2592
2017-01-30,2592
2017-01-31,2592
2017-02-01,2592
2017-02-02,2504
2017-02-03,2504
2017-02-04,2504
2017-02-05,2504
2017-02-06,2504
2017-02-07,2504
2017-02-08,2510
2017-02-09,2510
2017-02-10,2510
2017-02-11,2510
2017-02-12,2510
2017-02-13,2535
2017-02-14,2535
2017-02-15,2535
2017-02-16,2535
2017-02-18,2535
2017-02-19,2507
2017-02-20,2507
2017-02-21,2507
2017-02-22,2507
2017-02-23,2507
2017-02-24,2507
2017-02-25,2470
2017-02-26,2470
2017-02-27,2470
2017-02-28,2470
2017-03-01,2470
2017-03-02,2470
2017-03-03,2498
2017-03-04,2498
2017-03-05,2498
2017-03-06,2498
2017-03-07,2498
2017-03-08,2445
2017-03-09,2445
2017-03-10,2445
2017-03-11,2445
2017-03-12,2445
2017-03-13,2469
2017-03-14,2469
2017-03-15,2469
2017-03-16,2469
2017-03-17,2393
2017-03-18,2393
2017-03-19,2393
2017-03-20,2393
2017-03-21,2393
2017-03-22,2393
2017-03-23,2412
2017-03-24,2412
2017-03-25,2412
2017-03-26,2412
2017-03-27,2412
2017-03-28,2412
2017-03-29,2355
2017-03-30,2355
2017-03-31,2355
2017-04-01,2355
2017-04-02,2355
2017-04-03,2355
2017-04-04,2363
2017-04-12,2342
2017-04-13,2342
2017-04-14,2342
2017-04-15,2342
2017-04-16,2380
2017-04-17,2380
2017-04-18,2380
2017-04-19,2380
2017-04-20,2380
2017-04-21,2380
2017-04-22,2431
2017-04-23,2431
2017-04-24,2431
2017-04-25,2431
2017-04-26,2431
2017-04-27,2431
2017-04-28,2431
2017-04-29,2431
2017-04-30,2431
2017-05-01,2431
2017-05-02,2431
2017-05-03,2431
2017-05-04,2462
2017-05-05,2462
2017-05-06,2462
2017-05-07,2462
2017-05-08,2462
2017-05-09,2462
2017-05-10,2470
2017-05-11,2470
2017-05-12,2470
2017-05-13,2470
2017-05-14,2470
2017-05-15,2470
2017-05-16,2471
2017-05-17,2471
2017-05-18,2471
2017-05-19,2471
2017-05-20,2471
2017-05-21,2471
2017-05-22,2455
2017-05-23,2455
2017-05-24,2455
2017-05-25,2455
2017-05-26,2455
2017-05-27,2455
2017-05-28,2394
2017-05-29,2394
2017-05-30,2394
2017-05-31,2394
2017-06-01,2394
2017-06-02,2458
2017-06-03,2458
2017-06-06,2458
2017-06-07,2493
2017-06-08,2493
2017-06-09,2493
2017-06-10,2493
2017-06-11,2454
2017-06-12,2454
2017-06-13,2454
2017-06-14,2454
2017-06-15,2454
2017-06-16,2454
2017-06-17,2499
2017-06-18,2499
2017-06-19,2499
2017-06-20,2499
2017-06-21,2499
2017-06-22,2499
2017-06-23,2499
2017-06-24,2577
2017-06-25,2577
2017-06-26,2577
2017-06-27,2577
2017-06-28,2577
2017-06-29,2549
2017-06-30,2549
2017-07-01,2549
2017-07-02,2549
2017-07-03,2549
2017-07-04,2549
2017-07-05,2549
2017-07-06,2476
2017-07-07,2476
2017-07-08,2476
2017-07-13,2471
2017-07-14,2471
2017-07-15,2471
2017-07-16,2471
2017-07-17,2471
2017-07-18,2471
2017-07-19,2467
2017-07-20,2467
2017-07-21,2467
2017-07-22,2467
2017-07-23,2467
2017-07-24,2467
2017-07-25,2448
2017-07-26,2448
2017-07-27,2448
2017-07-28,2448
2017-07-29,2448
2017-07-30,2448
2017-07-31,2548
2017-08-01,2548
2017-08-02,2548
2017-08-03,2548
2017-08-04,2548
2017-08-05,2621
2017-08-06,2621
2017-08-09,2621
2017-08-10,2621
2017-08-11,2722
2017-08-12,2722
2017-08-13,2722
2017-08-14,2722
2017-08-15,2722
2017-08-16,2722
2017-08-17,2687
2017-08-18,2687
2017-08-19,2687
2017-08-20,2687
2017-08-21,2687
2017-08-22,2687
2017-08-23,2704
2017-08-24,2704
2017-08-25,2704
2017-08-26,2704
2017-08-27,2704
2017-08-28,2704
2017-08-29,2704
2017-08-30,2654
2017-08-31,2654
2017-09-01,2654
2017-09-02,2654
2017-09-03,2654
2017-09-04,2654
2017-09-05,2654
2017-09-06,2710
2017-09-07,2710
2017-09-08,2710
2017-09-09,2710
2017-09-10,2710
2017-09-11,2710
2017-09-12,2710
2017-09-13,2600
2017-09-14,2600
2017-09-15,2600
2017-09-16,2600
2017-09-17,2600
2017-09-18,2600
2017-09-19,2600
2017-09-20,2559
2017-09-21,2559
2017-09-22,2559
2017-09-23,2559
2017-09-24,2559
2017-09-25,2559
2017-09-26,2559
2017-09-27,2557
2017-09-28,2557
2017-09-29,2557
2017-09-30,2557
2017-10-01,2557
2017-10-02,2557
2017-10-03,2578
2017-10-04,2578
2017-10-05,2578
2017-10-06,2578
2017-10-07,2578
2017-10-08,2578
2017-10-09,2578
2017-10-10,2552
2017-10-11,2552
2017-10-12,2552
2017-10-13,2552
2017-10-14,2552
2017-10-15,2552
2017-10-16,2508
2017-10-17,2508
2017-10-18,2508
2017-10-19,2508
2017-10-20,2508
2017-10-21,2508
2017-10-22,2474
2017-10-23,2474
2017-10-24,2474
2017-10-25,2474
2017-10-26,2474
2017-10-27,2474
2017-10-28,2474
2017-10-29,2430
2017-10-30,2430
2017-10-31,2430
2017-11-01,2430
2017-11-02,2430
2017-11-03,2430
2017-11-04,2365
2017-11-05,2365
2017-11-06,2365
2017-11-07,2365
2017-11-08,2365
2017-11-09,2365
2017-11-10,2365
2017-11-11,2365
2017-11-12,2283
2017-11-13,2283
2017-11-14,2283
2017-11-15,2283
2017-11-16,2283
2017-11-17,2283
2017-11-18,2283
2017-11-19,2214
2017-11-20,2214
2017-11-21,2214
2017-11-22,2214
2017-11-23,2214
2017-11-24,2214
2017-11-25,2214
2017-11-26,2194
2017-11-27,2194
2017-11-28,2194
2017-11-29,2194
2017-11-30,2194
2017-12-01,2194
2017-12-02,2194
2017-12-03,2194
2017-12-04,2170
2017-12-05,2170
2017-12-06,2170
2017-12-07,2170
2017-12-08,2170
2017-12-09,2170
2017-12-10,2175
2017-12-11,2175
2017-12-12,2175
2017-12-13,2175
2017-12-14,2175
2017-12-15,2175
2017-12-16,2175
2017-12-17,2137
2017-12-18,2137
2017-12-19,2137
2017-12-20,2137
2017-12-21,2137
2017-12-22,2137
2017-12-23,2105
2017-12-24,2105
2017-12-25,2105
2017-12-26,2105
2017-12-27,2105
2017-12-28,2105
2017-12-29,2105
2017-12-30,2164
2017-12-31,2164
2018-01-01,2164
2018-01-02,2164
2018-01-03,2164
2018-01-04,2164
2018-01-05,2136
2018-01-06,2136
2018-01-07,2136
2018-01-08,2136
2018-01-09,2136
2018-01-10,2136
2018-01-11,2159
2018-01-12,2159
2018-01-13,2159
2018-01-14,2159
2018-01-15,2159
2018-01-16,2120
2018-01-17,2120
2018-01-18,2120
2018-01-19,2120
2018-01-20,2120
2018-01-21,2120
2018-01-22,2132
2018-01-23,2132
2018-01-24,2132
2018-01-25,2132
2018-01-26,2125
2018-01-27,2125
2018-01-28,2125
2018-01-29,2230
2018-01-30,2230
2018-02-01,2230
2018-02-02,2311
2018-02-03,2311
2018-02-04,2311
2018-02-05,2282
2018-02-06,2282
2018-02-07,2282
2018-02-08,2282
2018-02-09,2227
2018-02-10,2227
2018-02-11,2227
2018-02-12,2321
2018-02-13,2321
2018-02-14,2321
2018-02-15,2321
2018-02-16,2424
2018-02-17,2424
2018-02-18,2424
2018-02-19,2473
2018-02-20,2473
2018-02-21,2473
2018-02-22,2473
2018-02-23,2536
2018-02-24,2536
2018-02-25,2536
2018-02-26,2536
2018-02-27,2640
2018-02-28,2640
2018-03-01,2640
2018-03-02,2640
2018-03-03,2628
2018-03-04,2628
2018-03-05,2628
2018-03-06,2628
2018-03-07,2631
2018-03-08,2631
2018-03-09,2631
2018-03-10,2631
2018-03-11,2676
2018-03-12,2676
2018-03-13,2676
2018-03-14,2676
2018-03-15,2662
2018-03-16,2662
2018-03-17,2662
2018-03-18,2597
2018-03-19,2597
2018-03-20,2597
2018-03-21,2597
2018-03-23,2641
2018-03-24,2641
2018-03-26,2621
2018-03-27,2621
2018-03-28,2621
2018-03-29,2536
2018-03-30,2536
2018-03-31,2536
2018-04-01,2536
2018-04-02,2496
2018-04-03,2496
2018-04-04,2496
2018-04-05,2496
2018-04-06,2530
2018-04-08,2530
2018-04-09,2530
2018-04-10,2476
2018-04-11,2476
2018-04-12,2476
2018-04-13,2476
2018-04-14,2508
2018-04-16,2508
2018-04-17,2489
2018-04-18,2489
2018-04-19,2489
2018-04-20,2489
2018-04-21,2609
2018-04-22,2609
2018-04-23,2609
2018-04-24,2609
2018-04-25,2564
2018-04-26,2564
2018-04-27,2564
2018-04-28,2564
2018-04-29,2564
2018-04-30,2539
2018-05-02,2539
2018-05-03,2539
2018-05-04,2539
2018-05-05,2616
2018-05-06,2616
2018-05-07,2616
2018-05-08,2616
2018-05-09,2681
2018-05-10,2681
2018-05-11,2681
2018-05-12,2681
2018-05-13,2615
2018-05-14,2615
2018-05-15,2615
2018-05-16,2615
2018-05-17,2527
2018-05-18,2527
2018-05-19,2527
2018-05-20,2569
2018-05-21,2569
2018-05-22,2569
2018-05-23,2617
2018-05-24,2617
2018-05-25,2617
2018-05-26,2594
2018-05-27,2594
2018-05-28,2594
2018-05-29,2464
2018-05-30,2464
2018-05-31,2464
2018-06-01,2404
2018-06-02,2404
2018-06-03,2332
2018-06-04,2332
2018-06-05,2308
2018-06-06,2314
2018-06-07,2314
2018-06-08,2314
2018-06-09,2314
2018-06-10,2245
2018-06-11,2245
2018-06-12,2245
2018-06-13,2141
2018-06-14,2141
2018-06-15,2141
2018-06-16,2141
2018-06-17,2033
2018-06-18,2033
2018-06-19,2033
2018-06-20,2033
2018-06-21,1953
2018-06-22,1953
2018-06-23,1953
2018-06-24,1960
2018-06-25,1960
2018-06-26,1960
2018-06-27,1960
2018-06-28,1983
2018-06-29,1983
2018-06-30,1983
2018-07-01,1973
2018-07-02,1973
2018-07-03,1973
2018-07-04,1973
2018-07-05,1906
2018-07-06,1906
2018-07-07,1906
2018-07-08,1959
2018-07-09,1959
2018-07-10,1959
2018-07-11,1999
2018-07-12,1999
2018-07-13,1999
2018-07-14,2069
2018-07-15,2069
2018-07-16,2069
2018-07-17,2083
2018-07-18,2083
2018-07-19,2083
2018-07-20,2083
2018-07-21,1978
2018-07-22,1978
2018-07-23,1978
2018-07-24,1932
2018-07-25,1932
2018-07-26,1932
2018-07-27,1908
2018-07-28,1908
2018-07-29,1908
2018-07-30,1892
2018-07-31,1892
2018-08-01,1892
2018-08-02,1909
2018-08-03,1909
2018-08-04,1909
2018-08-05,1911
2018-08-06,1911
2018-08-07,1911
2018-08-08,1913
2018-08-09,1913
2018-08-10,1913
2018-08-11,1900
2018-08-12,1900
2018-08-14,1920
2018-08-16,1920
2018-08-17,1946
2018-08-18,1946
2018-08-19,1946
2018-08-20,1975
2018-08-21,1975
2018-08-22,1975
2018-08-23,1975
2018-08-24,1962
2018-08-25,1962
2018-08-26,1962
2018-08-27,1991
2018-08-28,1991
2018-08-29,1991
2018-08-30,1965
2018-08-31,1965
2018-09-01,1987
2018-09-02,1987
2018-09-03,1987
2018-09-04,2043
2018-09-05,2043
2018-09-06,2043
2018-09-07,2043
2018-09-08,2081
2018-09-09,2081
2018-09-10,2081
2018-09-11,2081
2018-09-12,2044
2018-09-13,2044
2018-09-14,2044
2018-09-15,1947
2018-09-16,1947
2018-09-17,1947
2018-09-18,1963
2018-09-19,1963
2018-09-20,1963
2018-09-21,1963
2018-09-22,1930
2018-09-23,1930
2018-09-24,1930
2018-09-25,1919
2018-09-26,1919
2018-09-27,1919
2018-09-28,1862
2018-09-29,1862
2018-09-30,1862
2018-10-02,1813
2018-10-03,1813
2018-10-04,1826
2018-10-05,1826
2018-10-06,1826
2018-10-07,1810
2018-10-08,1810
2018-10-09,1810
2018-10-10,1727
2018-10-11,1727
2018-10-12,1727
2018-10-13,1748
2018-10-14,1748
2018-10-15,1748
2018-10-16,1748
2018-10-17,1779
2018-10-18,1779
2018-10-19,1779
2018-10-20,1783
2018-10-21,1783
2018-10-22,1783
2018-10-23,1789
2018-10-24,1789
2018-10-25,1835
2018-10-26,1835
2018-10-27,1835
2018-10-28,1813
2018-10-29,1813
2018-10-30,1813
2018-10-31,1813
2018-11-01,1737
2018-11-03,1737
2018-11-04,1758
2018-11-05,1758
2018-11-06,1782
2018-11-07,1782
2018-11-08,1782
2018-11-09,1828
2018-11-10,1828
2018-11-11,1849
2018-11-12,1849
2018-11-13,1885
2018-11-14,1885
2018-11-15,1885
2018-11-16,1909
2018-11-17,1909
2018-11-18,1909
2018-11-19,1955
2018-11-20,1955
2018-11-21,1998
2018-11-22,1998
2018-11-23,2021
2018-11-24,2021
2018-11-25,2050
2018-11-26,2050
2018-11-27,2050
2018-11-28,2108
2018-11-29,2108
2018-12-01,2121
2018-12-02,2096
2018-12-03,2096
2018-12-04,2141
2018-12-05,2141
2018-12-07,2147
2018-12-09,2043
2018-12-10,1957
2018-12-11,1957
2018-12-13,1884
2018-12-14,1905
2018-12-15,1905
2018-12-16,1942
2018-12-17,1942
2018-12-18,1942
2018-12-19,1997
2018-12-20,1997
2018-12-21,2034
2018-12-22,2034
2018-12-23,1949
2018-12-24,1949
2018-12-25,1961
2018-12-26,1961
2018-12-27,2016
2018-12-28,2016
2018-12-29,2095
2018-12-30,2095
2018-12-31,2196
2019-01-01,2196
2019-01-02,2292
2019-01-03,2292
2019-01-04,2366
2019-01-05,2366
2019-01-06,2399
2019-01-08,2428
2019-01-10,2341
2019-01-11,2341
2019-01-12,2274
2019-01-13,2274
2019-01-14,2212
2019-01-15,2212
2019-01-16,2156
2019-01-17,2156
2019-01-18,2056
2019-01-19,2056
2019-01-20,2022
2019-01-21,2022
2019-01-22,2047
2019-01-23,2047
2019-01-25,2076
2019-01-26,2131
2019-01-27,2131
2019-01-28,2205
2019-01-29,2205
2019-01-30,2259
2019-01-31,2259
2019-02-01,2294
2019-02-02,2294
2019-02-03,2234
2019-02-04,2234
2019-02-05,2220
2019-02-06,2220
2019-02-07,2196
2019-02-08,2196
2019-02-09,2164
2019-02-10,2164
2019-02-11,2058
2019-02-12,2058
2019-02-13,1996
2019-02-14,1996
2019-02-15,1950
2019-02-16,1950
2019-02-17,1943
2019-02-18,1943
2019-02-19,1912
2019-02-20,1912
2019-02-21,1866
2019-02-22,1866
2019-02-23,1806
2019-02-24,1806
2019-02-25,1830
2019-02-26,1830
2019-02-27,1830
2019-02-28,1830
2019-03-01,1800
2019-03-02,1800
2019-03-03,1835
2019-03-04,1835
2019-03-05,1894
2019-03-06,1894
2019-03-07,1933
2019-03-08,1933
2019-03-09,1981
2019-03-10,1981
2019-03-11,1974
2019-03-12,1974
2019-03-13,1967
2019-03-14,1967
2019-03-15,1892
2019-03-16,1892
2019-03-17,1865
2019-03-18,1865
2019-03-19,1865
2019-03-20,1822
2019-03-21,1822
2019-03-22,1818
2019-03-23,1882
2019-03-24,1882
2019-03-25,1882
2019-03-26,1936
2019-03-27,1936
2019-03-28,1936
2019-03-29,1867
2019-03-30,1867
2019-03-31,1867
2019-04-01,1831
2019-04-02,1831
2019-04-03,1790
2019-04-04,1790
2019-04-05,1777
2019-04-06,1777
2019-04-07,1691
