date_obj,Leprechaun%20hat price
2016-05-17,20973
2016-05-18,20973
2016-05-19,21351
2016-05-22,22121
2016-05-23,23119
2016-05-24,24203
2016-05-25,24203
2016-05-26,25353
2016-05-27,26357
2016-05-28,26357
2016-05-29,27039
2016-05-30,27039
2016-05-31,27229
2016-06-01,27229
2016-06-02,26794
2016-06-03,26794
2016-06-04,26621
2016-06-05,26621
2016-06-06,26029
2016-06-07,26029
2016-06-08,25965
2016-06-09,25965
2016-06-10,25784
2016-06-11,25784
2016-06-12,25378
2016-06-13,25378
2016-06-14,25409
2016-06-15,25409
2016-06-16,24660
2016-06-17,23943
2016-06-18,23943
2016-06-19,23648
2016-06-20,23385
2016-06-21,23385
2016-06-22,23065
2016-06-23,23631
2016-06-24,23631
2016-06-25,24513
2016-06-26,24513
2016-06-27,25611
2016-06-28,26821
2016-06-29,26821
2016-06-30,28156
2016-07-01,29543
2016-07-02,29543
2016-07-03,30962
2016-07-04,30714
2016-07-05,30714
2016-07-06,29806
2016-07-07,28449
2016-07-08,29671
2016-07-09,30365
2016-07-10,30406
2016-07-11,30250
2016-07-12,30250
2016-07-13,29855
2016-07-14,29855
2016-07-15,29032
2016-07-16,27763
2016-07-17,27763
2016-07-18,26423
2016-07-23,24393
2016-07-24,23463
2016-07-25,23463
2016-07-26,22289
2016-07-27,22289
2016-07-28,21174
2016-07-29,20183
2016-07-30,20183
2016-07-31,19492
2016-08-01,19492
2016-08-02,18780
2016-08-03,18780
2016-08-04,18167
2016-08-05,18167
2016-08-06,17615
2016-08-07,17160
2016-08-08,17160
2016-08-09,16562
2016-08-10,16562
2016-08-11,15841
2016-08-12,15841
2016-08-13,15063
2016-08-14,15063
2016-08-15,14680
2016-08-16,14680
2016-08-17,13958
2016-08-18,13958
2016-08-19,13348
2016-08-20,12720
2016-08-21,12720
2016-08-22,12195
2016-08-23,11858
2016-08-24,11858
2016-08-25,11404
2016-08-26,11404
2016-08-28,10986
2016-08-31,10086
2016-09-01,10086
2016-09-02,9597
2016-09-03,9126
2016-09-04,9126
2016-09-05,8713
2016-09-06,8713
2016-09-07,8318
2016-09-08,8318
2016-09-09,7930
2016-09-10,7930
2016-09-11,7538
2016-09-12,7538
2016-09-13,7406
2016-09-14,7406
2016-09-15,7764
2016-09-16,7764
2016-09-17,8137
2016-09-18,8137
2016-09-19,8486
2016-09-20,8486
2016-09-21,8486
2016-09-22,8911
2016-09-23,8911
2016-09-24,8911
2016-09-25,9313
2016-09-26,9313
2016-09-27,9625
2016-09-28,9625
2016-09-29,9843
2016-09-30,9843
2016-10-01,10161
2016-10-02,10161
2016-10-03,10161
2016-10-04,10125
2016-10-05,10125
2016-10-06,10125
2016-10-07,10403
2016-10-08,10403
2016-10-09,10485
2016-10-10,10485
2016-10-11,10357
2016-10-12,10357
2016-10-13,10357
2016-10-14,10376
2016-10-15,10376
2016-10-16,10205
2016-10-17,10205
2016-10-18,10346
2016-10-19,10346
2016-10-20,10373
2016-10-21,10373
2016-10-22,10373
2016-10-23,10672
2016-10-24,10672
2016-10-25,10815
2016-10-26,10815
2016-10-27,10844
2016-10-28,10844
2016-10-29,10719
2016-10-30,10719
2016-10-31,10940
2016-11-01,10940
2016-11-02,10630
2016-11-03,10630
2016-11-04,10802
2016-11-05,10802
2016-11-06,11030
2016-11-07,11030
2016-11-08,11030
2016-11-09,10839
2016-11-10,10839
2016-11-11,10884
2016-11-12,10884
2016-11-13,10884
2016-11-14,10947
2016-12-07,9882
2016-12-08,10144
2016-12-09,10144
2016-12-10,10291
2016-12-11,10291
2016-12-12,10319
2016-12-13,10319
2016-12-14,10254
2016-12-15,10254
2016-12-16,10254
2016-12-17,10175
2016-12-18,10175
2016-12-19,10175
2016-12-20,10118
2016-12-21,10118
2016-12-22,9925
2016-12-23,9925
2016-12-24,9632
2016-12-25,9632
2016-12-26,9198
2016-12-27,9198
2016-12-28,9024
2016-12-29,9024
2016-12-30,9212
2016-12-31,9212
2017-01-01,9289
2017-01-02,9337
2017-01-03,9337
2017-01-04,9213
2017-01-05,9213
2017-01-06,9036
2017-01-07,9036
2017-01-08,9166
2017-01-09,9166
2017-01-10,9168
2017-01-11,9168
2017-01-12,9308
2017-01-13,9308
2017-01-14,9196
2017-01-15,9068
2017-01-16,9068
2017-01-17,8981
2017-01-18,8981
2017-01-19,8717
2017-01-20,8717
2017-01-21,8554
2017-01-22,8554
2017-01-27,7992
2017-01-28,7743
2017-01-29,7640
2017-01-30,7640
2017-01-31,7395
2017-02-01,7252
2017-02-02,7252
2017-02-03,7292
2017-02-04,7292
2017-02-05,7402
2017-02-06,7402
2017-02-07,7391
2017-02-08,7059
2017-02-09,7059
2017-02-10,7262
2017-02-11,7262
2017-02-12,7581
2017-02-13,7581
2017-02-14,7623
2017-02-15,7623
2017-02-16,7241
2017-02-18,6888
2017-02-19,6836
2017-02-20,6836
2017-02-21,7133
2017-02-22,7133
2017-02-23,7477
2017-02-24,7477
2017-02-25,7806
2017-02-26,7806
2017-02-27,7721
2017-02-28,7818
2017-03-01,7818
2017-03-02,8024
2017-03-03,8024
2017-03-04,8118
2017-03-05,8118
2017-03-06,8393
2017-03-07,8393
2017-03-08,8800
2017-03-09,8800
2017-03-10,9203
2017-03-11,9203
2017-03-12,9466
2017-03-13,9903
2017-03-14,10227
2017-03-15,10538
2017-03-16,10538
2017-03-17,10961
2017-03-18,10961
2017-03-19,11106
2017-03-20,11447
2017-03-21,11758
2017-03-22,11758
2017-03-23,11907
2017-03-24,12222
2017-03-25,12222
2017-03-26,12445
2017-03-27,12445
2017-03-28,12653
2017-03-29,12814
2017-03-30,12814
2017-03-31,12871
2017-04-01,12871
2017-04-02,12685
2017-04-03,12728
2017-04-04,12728
2017-04-12,13987
2017-04-13,14485
2017-04-14,14485
2017-04-15,14534
2017-04-16,14534
2017-04-17,14570
2017-04-18,14570
2017-04-19,14133
2017-04-20,14133
2017-04-21,13589
2017-04-22,13589
2017-04-23,13304
2017-04-24,13304
2017-04-25,13103
2017-04-26,13103
2017-04-27,13298
2017-04-28,13298
2017-04-29,13432
2017-04-30,13432
2017-05-01,13690
2017-05-02,13690
2017-05-03,13367
2017-05-04,13367
2017-05-05,13522
2017-05-06,13522
2017-05-07,13644
2017-05-08,13644
2017-05-09,13920
2017-05-10,13920
2017-05-11,13884
2017-05-12,13689
2017-05-13,13608
2017-05-14,13608
2017-05-15,13688
2017-05-16,13688
2017-05-17,13907
2017-05-18,13907
2017-05-19,13738
2017-05-20,13051
2017-05-21,13051
2017-05-22,13086
2017-05-23,13086
2017-05-24,13565
2017-05-25,13565
2017-05-26,13856
2017-05-27,13856
2017-05-28,13857
2017-05-29,13857
2017-05-30,13756
2017-05-31,13756
2017-06-01,13965
2017-06-02,13965
2017-06-03,13903
2017-06-04,13903
2017-06-06,14035
2017-06-07,14311
2017-06-08,14311
2017-06-09,14490
2017-06-10,14535
2017-06-11,14615
2017-06-12,14615
2017-06-13,14524
2017-06-14,14524
2017-06-15,14074
2017-06-16,14074
2017-06-17,13584
2017-06-18,13520
2017-06-19,13520
2017-06-20,13259
2017-06-21,13259
2017-06-22,13259
2017-06-23,13474
2017-06-24,13474
2017-06-25,13254
2017-06-26,13254
2017-06-27,13426
2017-06-28,13426
2017-06-29,13399
2017-06-30,13399
2017-07-01,13399
2017-07-02,13366
2017-07-03,13366
2017-07-04,13612
2017-07-05,13612
2017-07-06,13910
2017-07-07,13910
2017-07-08,13910
2017-07-13,14151
2017-07-14,13910
2017-07-15,13910
2017-07-16,14060
2017-07-17,14060
2017-07-18,14369
2017-07-19,14369
2017-07-20,14632
2017-07-21,14632
2017-07-22,14925
2017-07-23,14925
2017-07-24,14855
2017-07-25,14855
2017-07-26,15119
2017-07-27,15119
2017-07-28,15416
2017-07-29,15416
2017-07-30,15392
2017-07-31,15392
2017-08-01,15392
2017-08-02,15045
2017-08-03,15045
2017-08-04,15045
2017-08-05,14860
2017-08-06,14860
2017-08-09,15647
2017-08-10,15647
2017-08-11,16230
2017-08-12,16230
2017-08-13,16668
2017-08-14,16668
2017-08-15,16731
2017-08-17,16713
2017-08-18,16713
2017-08-19,16713
2017-08-20,17008
2017-08-21,17008
2017-08-22,17586
2017-08-23,17586
2017-08-24,18107
2017-08-25,18107
2017-08-26,18691
2017-08-27,18691
2017-08-28,18715
2017-08-29,18715
2017-08-30,19600
2017-08-31,19600
2017-09-01,19600
2017-09-02,20057
2017-09-03,20057
2017-09-04,20342
2017-09-05,20342
2017-09-06,20613
2017-09-07,20613
2017-09-08,20792
2017-09-09,20792
2017-09-10,20292
2017-09-11,20292
2017-09-12,19557
2017-09-13,19557
2017-09-14,18629
2017-09-15,18629
2017-09-16,18629
2017-09-17,17697
2017-09-19,16869
2017-09-20,16869
2017-09-21,16413
2017-09-22,16413
2017-09-23,16852
2017-09-24,16852
2017-09-25,16639
2017-09-26,16639
2017-09-27,16639
2017-09-28,17139
2017-09-29,17139
2017-09-30,17813
2017-10-01,17813
2017-10-02,17631
2017-10-03,17631
2017-10-04,17631
2017-10-05,17338
2017-10-06,17338
2017-10-07,18037
2017-10-08,18037
2017-10-09,18692
2017-10-10,18692
2017-10-11,19448
2017-10-12,19448
2017-10-13,19208
2017-10-14,19208
2017-10-15,18585
2017-10-16,18585
2017-10-17,18236
2017-10-18,18236
2017-10-19,17852
2017-10-20,17852
2017-10-21,17917
2017-10-22,17917
2017-10-23,17345
2017-10-24,17345
2017-10-25,17244
2017-10-26,17244
2017-10-27,17436
2017-10-28,17436
2017-10-29,17201
2017-10-30,17201
2017-10-31,17837
2017-11-01,17837
2017-11-02,17837
2017-11-03,18488
2017-11-04,18488
2017-11-05,18977
2017-11-06,18977
2017-11-07,19656
2017-11-08,19656
2017-11-09,20084
2017-11-10,20084
2017-11-11,20084
2017-11-12,20449
2017-11-13,20449
2017-11-14,20454
2017-11-15,20454
2017-11-16,20524
2017-11-17,20524
2017-11-18,20524
2017-11-19,20428
2017-11-20,20428
2017-11-21,19920
2017-11-22,19920
2017-11-23,19812
2017-11-24,19812
2017-11-25,19675
2017-11-26,19675
2017-11-27,19675
2017-11-28,18783
2017-11-29,18783
2017-11-30,17986
2017-12-01,17124
2017-12-02,17124
2017-12-03,16274
2017-12-04,16274
2017-12-05,15460
2017-12-06,15460
2017-12-07,14687
2017-12-08,14687
2017-12-09,13952
2017-12-10,13313
2017-12-11,13313
2017-12-12,12984
2017-12-14,12622
2017-12-15,12622
2017-12-16,11990
2017-12-17,11990
2017-12-18,11390
2017-12-19,11390
2017-12-20,10820
2017-12-21,10282
2017-12-22,10282
2017-12-23,9842
2017-12-24,9842
2017-12-25,9568
2017-12-26,9568
2017-12-27,9153
2017-12-28,9153
2017-12-29,8695
2017-12-30,8260
2017-12-31,8260
2018-01-01,8072
2018-01-02,8072
2018-01-03,8091
2018-01-04,8091
2018-01-05,8229
2018-01-06,7997
2018-01-07,7997
2018-01-08,8039
2018-01-09,8039
2018-01-10,8079
2018-01-11,8079
2018-01-12,8208
2018-01-13,8208
2018-01-14,8295
2018-01-15,8295
2018-01-16,8327
2018-01-17,8345
2018-01-18,8345
2018-01-19,8243
2018-01-20,8139
2018-01-21,8139
2018-01-22,8079
2018-01-23,8130
2018-01-25,8100
2018-01-26,8100
2018-01-27,8058
2018-01-28,7910
2018-01-29,7910
2018-01-31,7780
2018-02-01,7780
2018-02-02,7391
2018-02-03,7021
2018-02-04,7021
2018-02-05,6681
2018-02-06,6367
2018-02-07,6149
2018-02-08,6149
2018-02-09,6222
2018-02-10,6222
2018-02-11,6304
2018-02-12,6183
2018-02-13,6183
2018-02-14,6032
2018-02-15,5899
2018-02-16,5899
2018-02-17,5948
2018-02-18,5948
2018-02-19,6032
2018-02-20,6032
2018-02-21,6298
2018-02-22,6298
2018-02-23,6532
2018-02-24,6532
2018-02-25,6758
2018-02-26,6758
2018-02-27,6824
2018-02-28,6824
2018-03-01,7042
2018-03-02,7191
2018-03-03,7133
2018-03-04,7133
2018-03-05,7114
2018-03-06,7114
2018-03-07,7242
2018-03-08,7242
2018-03-09,7222
2018-03-10,7222
2018-03-11,7091
2018-03-12,7091
2018-03-13,7252
2018-03-14,7252
2018-03-15,7449
2018-03-16,7449
2018-03-17,7564
2018-03-18,7564
2018-03-19,7427
2018-03-20,7166
2018-03-21,7166
2018-03-23,6807
2018-03-24,6479
2018-03-25,6310
2018-03-26,6310
2018-03-27,6039
2018-03-28,6039
2018-03-29,6075
2018-03-30,6075
2018-03-31,5868
2018-04-01,5868
2018-04-02,5764
2018-04-03,5867
2018-04-04,5867
2018-04-05,6095
2018-04-06,6095
2018-04-07,6210
2018-04-08,6308
2018-04-09,6308
2018-04-10,6213
2018-04-11,6213
2018-04-12,6148
2018-04-13,6148
2018-04-14,6153
2018-04-15,6154
2018-04-16,6154
2018-04-17,6167
2018-04-18,6167
2018-04-19,6173
2018-04-20,6173
2018-04-21,6118
2018-04-22,6118
2018-04-23,6232
2018-04-24,6232
2018-04-25,6468
2018-04-26,6468
2018-04-27,6722
2018-04-28,6839
2018-04-29,6839
2018-04-30,6762
2018-05-01,6762
2018-05-04,6730
2018-05-05,6984
2018-05-06,6984
2018-05-08,7243
2018-05-09,7448
2018-05-10,7448
2018-05-11,7622
2018-05-12,7880
2018-05-13,7880
2018-05-14,7871
2018-05-15,7871
2018-05-16,8036
2018-05-17,8036
2018-05-18,8411
2018-05-19,8747
2018-05-20,8747
2018-05-21,9086
2018-05-22,9086
2018-05-23,9416
2018-05-24,9416
2018-05-25,9709
2018-05-26,9709
2018-05-27,9724
2018-05-28,9485
2018-05-29,9485
2018-05-30,9050
2018-05-31,9050
2018-06-01,8646
2018-06-02,8538
2018-06-03,8538
2018-06-04,8477
2018-06-05,8436
2018-06-06,8662
2018-06-07,8662
2018-06-08,8441
2018-06-09,8441
2018-06-10,8188
2018-06-11,8188
2018-06-12,7849
2018-06-13,7465
2018-06-14,7465
2018-06-15,7191
2018-06-16,7191
2018-06-17,6989
2018-06-18,6989
2018-06-19,7117
2018-06-20,7117
2018-06-21,7211
2018-06-22,7211
2018-06-23,7135
2018-06-24,7135
2018-06-25,7005
2018-06-26,7005
2018-06-27,6847
2018-06-28,6847
2018-06-29,6843
2018-06-30,6843
2018-07-01,6919
2018-07-02,6919
2018-07-03,6668
2018-07-04,6668
2018-07-05,6642
2018-07-06,6924
2018-07-07,6924
2018-07-08,6932
2018-07-09,6932
2018-07-10,6902
2018-07-11,6902
2018-07-12,6902
2018-07-13,6907
2018-07-14,7000
2018-07-15,7000
2018-07-16,7151
2018-07-17,7052
2018-07-18,7052
2018-07-19,7003
2018-07-20,6982
2018-07-21,7064
2018-07-22,7095
2018-07-23,7174
2018-07-24,7174
2018-07-25,7249
2018-07-26,7249
2018-07-27,7059
2018-07-28,7059
2018-07-29,6908
2018-07-30,6728
2018-07-31,6515
2018-08-01,6515
2018-08-02,6653
2018-08-03,6653
2018-08-04,6494
2018-08-05,6494
2018-08-06,6424
2018-08-07,6424
2018-08-08,6294
2018-08-09,6294
2018-08-10,5979
2018-08-11,5706
2018-08-12,5420
2018-08-14,5159
2018-08-16,4901
2018-08-17,4743
2018-08-18,4743
2018-08-19,4717
2018-08-20,4619
2018-08-21,4619
2018-08-22,4390
2018-08-23,4231
2018-08-24,4137
2018-08-25,4084
2018-08-26,4084
2018-08-27,4049
2018-08-28,4201
2018-08-29,4201
2018-08-30,4347
2018-08-31,4522
2018-09-01,4598
2018-09-02,4598
2018-09-03,4617
2018-09-04,4761
2018-09-05,4946
2018-09-06,4946
2018-09-07,5185
2018-09-08,5339
2018-09-09,5339
2018-09-10,5154
2018-09-11,5154
2018-09-12,5336
2018-09-13,5395
2018-09-14,5395
2018-09-15,5397
2018-09-16,5397
2018-09-17,5454
2018-09-18,5448
2018-09-19,5448
2018-09-20,5695
2018-09-21,5695
2018-09-22,5917
2018-09-23,5917
2018-09-24,6213
2018-09-25,6213
2018-09-26,6390
2018-09-27,6390
2018-09-28,6710
2018-09-29,6710
2018-09-30,6824
2018-10-02,6912
2018-10-03,6906
2018-10-04,6906
2018-10-05,6717
2018-10-06,6857
2018-10-07,6857
2018-10-08,7181
2018-10-09,7120
2018-10-10,6896
2018-10-11,6936
2018-10-12,6936
2018-10-13,7095
2018-10-14,7095
2018-10-15,7282
2018-10-16,7282
2018-10-17,7325
2018-10-18,7325
2018-10-19,7358
2018-10-20,7358
2018-10-21,7052
2018-10-22,6874
2018-10-23,6874
2018-10-24,6656
2018-10-25,6656
2018-10-26,6387
2018-10-27,6132
2018-10-28,5825
2018-10-29,5825
2018-10-30,5553
2018-10-31,5453
2018-11-01,5595
2018-11-03,5700
2018-11-04,5825
2018-11-05,5996
2018-11-06,6272
2018-11-07,6272
2018-11-08,6418
2018-11-09,6418
2018-11-10,6440
2018-11-11,6584
2018-11-12,6757
2018-11-13,7015
2018-11-14,7015
2018-11-15,7128
2018-11-16,7485
2018-11-17,7768
2018-11-18,7817
2018-11-19,7907
2018-11-20,8090
2018-11-21,8090
2018-11-22,8107
2018-11-23,8433
2018-11-24,8724
2018-11-25,9043
2018-11-26,9043
2018-11-27,9420
2018-11-28,9463
2018-11-29,9618
2018-12-01,9548
2018-12-02,9209
2018-12-03,9209
2018-12-04,8786
2018-12-05,8474
2018-12-07,8200
2018-12-09,7826
2018-12-10,7777
2018-12-11,7777
2018-12-12,7513
2018-12-13,7137
2018-12-14,6780
2018-12-15,6763
2018-12-16,6679
2018-12-17,6679
2018-12-18,6538
2018-12-19,6414
2018-12-20,6339
2018-12-21,6424
2018-12-22,6424
2018-12-23,6558
2018-12-24,6614
2018-12-25,6382
2018-12-26,6382
2018-12-27,6552
2018-12-28,6552
2018-12-29,6534
2018-12-30,6447
2018-12-31,6343
2019-01-01,6396
2019-01-02,6239
2019-01-03,6319
2019-01-04,6331
2019-01-05,6441
2019-01-06,6523
2019-01-08,6627
2019-01-10,6954
2019-01-11,6954
2019-01-12,6915
2019-01-13,7142
2019-01-14,7310
2019-01-15,7551
2019-01-16,7517
2019-01-17,7345
2019-01-18,7306
2019-01-19,7118
2019-01-20,6902
2019-01-21,6902
2019-01-22,6691
2019-01-23,6673
2019-01-24,6745
2019-01-25,6622
2019-01-26,6517
2019-01-27,6608
2019-01-28,6402
2019-01-29,6364
2019-01-30,6218
2019-01-31,6218
2019-02-01,6368
2019-02-02,6567
2019-02-03,6527
2019-02-04,6527
2019-02-05,6366
2019-02-06,6366
2019-02-07,6594
2019-02-08,6673
2019-02-09,6704
2019-02-10,6753
2019-02-11,6875
2019-02-12,6947
2019-02-13,6920
2019-02-14,6920
2019-02-15,7083
2019-02-16,7222
2019-02-17,7453
2019-02-18,7596
2019-02-19,7558
2019-02-20,7368
2019-02-21,7126
2019-02-22,6841
2019-02-23,6604
2019-02-24,6421
2019-02-25,6299
2019-02-26,6177
2019-02-27,6177
2019-02-28,6177
2019-03-01,6240
2019-03-02,6364
2019-03-03,6573
2019-03-04,6366
2019-03-05,6227
2019-03-06,6172
2019-03-07,6322
2019-03-08,6322
2019-03-09,6500
2019-03-10,6825
2019-03-11,7167
2019-03-12,7289
2019-03-13,7289
2019-03-14,7066
2019-03-15,7066
2019-03-16,6912
2019-03-17,6666
2019-03-18,6666
2019-03-19,6339
2019-03-20,6022
2019-03-21,5747
2019-03-22,5567
2019-03-23,5354
2019-03-24,5190
2019-03-25,5190
2019-03-26,4950
2019-03-27,4950
2019-03-28,4748
2019-03-29,4781
2019-03-30,4781
2019-03-31,4769
2019-04-01,4802
2019-04-02,4802
2019-04-03,4751
2019-04-04,4783
