date_obj,Pink%20elegant%20shirt price
2015-08-02,21317
2015-08-03,21512
2015-08-04,21512
2015-08-05,21406
2015-08-06,21406
2015-08-07,21406
2015-08-08,21492
2015-08-09,21492
2015-08-10,21378
2015-08-11,21378
2015-08-12,21074
2015-08-13,21074
2015-08-14,22068
2015-08-15,22068
2015-08-16,22068
2015-08-17,22984
2015-08-18,22984
2015-08-19,24103
2015-08-20,24103
2015-08-21,24103
2015-08-22,24898
2015-08-23,24898
2015-08-24,24898
2015-08-25,25346
2015-08-26,25346
2015-08-27,25479
2015-08-28,25479
2015-08-29,25479
2015-08-30,26093
2015-08-31,26093
2015-09-01,26677
2015-09-02,26677
2015-09-03,26677
2015-09-04,27192
2015-09-05,27192
2015-09-06,27192
2015-09-07,27679
2015-09-08,27679
2015-09-09,27679
2015-09-10,27410
2015-09-11,27410
2015-09-12,27454
2015-09-13,27454
2015-09-14,27395
2015-09-15,27395
2015-09-16,27146
2015-09-17,27146
2015-09-18,27146
2015-09-19,27653
2015-09-20,27653
2015-09-21,27653
2015-09-22,27919
2015-09-23,27919
2015-09-24,27919
2015-09-25,28449
2015-09-27,28449
2015-09-28,28818
2015-09-29,28818
2015-09-30,28818
2015-10-05,29634
2015-10-06,29634
2015-10-07,29634
2015-10-08,28688
2015-10-09,28688
2015-10-10,28688
2015-10-11,28054
2015-10-12,28054
2015-10-13,28054
2015-10-14,28054
2015-10-15,28429
2015-10-16,28429
2015-10-17,28429
2015-10-18,28822
2015-10-19,28822
2015-10-20,28822
2015-10-22,28841
2015-10-23,28841
2015-10-24,29439
2015-10-25,29439
2015-10-26,29439
2015-10-27,29390
2015-10-29,29390
2015-10-30,29390
2015-10-31,30150
2015-11-01,30150
2015-11-02,30150
2015-11-03,30150
2015-11-04,29125
2015-11-05,29125
2015-11-06,29125
2015-11-07,28952
2015-11-08,28952
2015-11-09,28952
2015-11-10,28952
2015-11-11,29354
2015-11-12,29354
2015-11-13,29354
2015-11-14,29354
2015-11-15,29605
2015-11-16,29605
2015-11-17,29605
2015-11-18,29605
2015-11-19,29987
2015-11-20,29987
2015-11-21,29987
2015-11-22,30443
2015-11-23,30443
2015-11-24,30443
2015-11-25,31371
2015-11-26,31371
2015-11-27,31371
2015-11-28,31371
2015-11-29,31904
2015-11-30,31904
2015-12-01,31904
2015-12-02,31904
2015-12-03,32564
2015-12-04,32564
2015-12-05,32564
2015-12-06,32564
2015-12-07,32479
2015-12-08,32479
2015-12-09,32479
2015-12-10,32658
2015-12-11,32658
2015-12-12,32658
2015-12-13,32841
2015-12-14,32841
2015-12-15,32841
2015-12-16,32327
2015-12-17,32327
2015-12-18,32327
2015-12-19,32327
2015-12-20,31449
2015-12-21,31449
2015-12-22,31449
2015-12-23,30527
2015-12-24,30527
2015-12-25,30527
2015-12-26,29365
2015-12-27,29365
2015-12-28,29365
2015-12-29,27969
2015-12-30,27969
2015-12-31,27969
2016-01-01,26632
2016-01-02,26632
2016-01-03,26632
2016-01-04,25300
2016-01-05,25300
2016-01-06,25300
2016-01-07,24219
2016-01-08,24219
2016-01-09,24219
2016-01-10,23150
2016-01-11,23150
2016-01-12,22301
2016-01-13,22301
2016-01-14,21591
2016-01-15,21591
2016-01-16,21591
2016-01-17,21335
2016-01-18,21335
2016-01-19,20496
2016-01-20,20496
2016-01-21,19948
2016-01-22,19948
2016-01-23,19948
2016-01-24,19931
2016-01-25,19931
2016-01-26,19812
2016-01-27,19812
2016-01-28,19812
2016-01-29,19315
2016-01-30,19315
2016-01-31,19315
2016-02-01,18878
2016-02-02,18878
2016-02-03,18878
2016-02-04,18423
2016-02-05,18423
2016-02-06,18423
2016-02-07,18134
2016-02-08,18134
2016-02-09,18134
2016-02-10,17956
2016-02-11,17956
2016-02-12,17956
2016-02-13,17363
2016-02-14,17363
2016-02-15,17363
2016-02-16,16551
2016-02-17,16551
2016-02-18,16551
2016-02-19,16049
2016-02-20,16049
2016-02-21,15352
2016-02-22,15352
2016-02-23,15352
2016-02-24,15041
2016-02-25,15041
2016-02-26,15071
2016-02-27,15071
2016-02-28,14962
2016-02-29,14962
2016-03-01,14586
2016-03-02,14586
2016-03-03,14586
2016-03-04,14275
2016-03-05,14275
2016-03-06,13794
2016-03-07,13794
2016-03-08,13794
2016-03-09,13562
2016-03-10,13562
2016-03-11,13562
2016-03-12,12936
2016-03-13,12936
2016-03-14,12697
2016-03-15,12697
2016-03-16,12445
2016-03-17,12445
2016-03-18,12173
2016-03-19,12173
2016-03-20,12109
2016-03-21,12109
2016-03-22,12109
2016-03-23,12008
2016-03-24,12008
2016-03-25,12008
2016-03-26,11805
2016-03-27,11805
2016-03-28,11913
2016-03-29,11913
2016-03-30,11913
2016-03-31,11913
2016-04-01,12060
2016-04-02,12060
2016-04-03,12060
2016-04-04,11824
2016-04-05,11824
2016-04-06,11824
2016-04-07,11501
2016-04-08,11501
2016-04-09,11245
2016-04-10,11245
2016-04-11,11245
2016-04-12,11067
2016-04-14,11067
2016-04-15,10798
2016-04-16,10798
2016-04-17,10763
2016-04-18,10763
2016-04-19,10610
2016-04-20,10610
2016-04-21,10610
2016-04-22,10830
2016-04-23,10830
2016-04-24,10595
2016-04-25,10595
2016-04-26,10378
2016-04-27,10378
2016-04-28,10420
2016-04-29,10420
2016-04-30,10476
2016-05-01,10476
2016-05-02,10551
2016-05-03,10551
2016-05-04,10452
2016-05-05,10452
2016-05-06,10658
2016-05-07,10658
2016-05-08,10939
2016-05-09,10939
2016-05-10,11065
2016-05-11,11065
2016-05-12,11065
2016-05-13,11101
2016-05-14,11101
2016-05-15,11101
2016-05-16,11011
2016-05-17,11011
2016-05-18,10933
2016-05-19,10933
2016-05-22,11027
2016-05-23,11043
2016-05-24,11043
2016-05-25,11043
2016-05-26,10949
2016-05-27,10949
2016-05-28,10949
2016-05-29,10889
2016-05-30,10889
2016-05-31,10889
2016-06-01,11381
2016-06-02,11381
2016-06-03,11381
2016-06-04,11644
2016-06-05,11644
2016-06-06,11419
2016-06-07,11419
2016-06-08,11419
2016-06-09,11742
2016-06-10,11742
2016-06-11,11742
2016-06-12,11589
2016-06-13,11589
2016-06-14,11518
2016-06-15,11518
2016-06-16,11518
2016-06-17,11239
2016-06-18,11239
2016-06-19,11122
2016-06-20,11122
2016-06-21,11122
2016-06-22,10852
2016-06-23,10852
2016-06-24,10852
2016-06-25,10541
2016-06-26,10541
2016-06-27,10541
2016-06-28,10529
2016-06-29,10529
2016-06-30,10751
2016-07-01,10751
2016-07-02,10473
2016-07-03,10473
2016-07-04,9972
2016-07-05,9972
2016-07-06,9821
2016-07-07,9821
2016-07-08,9341
2016-07-09,9341
2016-07-10,8883
2016-07-11,8883
2016-07-12,8773
2016-07-13,8773
2016-07-14,8832
2016-07-15,8832
2016-07-16,8832
2016-07-17,8696
2016-07-18,8696
2016-07-23,8138
2016-07-24,7945
2016-07-25,7945
2016-07-26,7945
2016-07-27,7575
2016-07-28,7575
2016-07-29,7655
2016-07-30,7655
2016-07-31,7655
2016-08-01,7601
2016-08-02,7601
2016-08-03,7437
2016-08-04,7437
2016-08-05,7437
2016-08-06,7266
2016-08-07,7266
2016-08-08,7228
2016-08-09,7228
2016-08-10,6984
2016-08-11,6984
2016-08-12,6984
2016-08-13,7029
2016-08-14,7029
2016-08-15,7029
2016-08-16,7097
2016-08-17,7097
2016-08-18,7097
2016-08-19,6930
2016-08-20,6930
2016-08-21,6930
2016-08-22,7069
2016-08-23,7069
2016-08-24,7069
2016-08-25,7124
2016-08-26,7124
2016-08-28,6973
2016-08-31,6973
2016-09-01,6802
2016-09-02,6802
2016-09-03,6802
2016-09-04,6802
2016-09-05,6719
2016-09-06,6719
2016-09-07,6719
2016-09-08,6615
2016-09-09,6615
2016-09-10,6615
2016-09-11,6615
2016-09-12,6505
2016-09-13,6505
2016-09-14,6505
2016-09-15,6327
2016-09-16,6327
2016-09-17,6327
2016-09-18,6132
2016-09-19,6132
2016-09-20,6132
2016-09-21,6132
2016-09-22,6152
2016-09-23,6152
2016-09-24,6152
2016-09-25,6152
2016-09-26,6362
2016-09-27,6362
2016-09-28,6362
2016-09-29,6362
2016-09-30,6480
2016-10-01,6480
2016-10-02,6480
2016-10-03,6480
2016-10-04,6470
2016-10-05,6470
2016-10-06,6470
2016-10-07,6470
2016-10-08,6776
2016-10-09,6776
2016-10-10,6776
2016-10-11,6773
2016-10-12,6773
2016-10-13,6773
2016-10-14,6758
2016-10-15,6758
2016-10-17,6680
2016-10-18,6680
2016-10-19,6680
2016-10-20,6680
2016-10-21,6673
2016-10-22,6673
2016-10-23,6673
2016-10-24,6673
2016-10-25,6673
2016-10-26,6540
2016-10-27,6540
2016-10-28,6540
2016-10-29,6540
2016-10-30,6392
2016-10-31,6392
2016-11-01,6392
2016-11-02,6202
2016-11-03,6202
2016-11-04,6202
2016-11-05,6202
2016-11-06,5985
2016-11-07,5985
2016-11-08,5985
2016-11-09,5965
2016-11-10,5965
2016-11-11,5965
2016-11-12,5965
2016-11-13,5824
2016-11-14,5824
2016-12-07,5736
2016-12-08,5604
2016-12-09,5604
2016-12-10,5604
2016-12-11,5454
2016-12-12,5454
2016-12-13,5454
2016-12-14,5340
2016-12-15,5340
2016-12-16,5340
2016-12-17,5182
2016-12-18,5182
2016-12-19,5182
2016-12-20,5039
2016-12-21,5039
2016-12-22,5039
2016-12-23,4998
2016-12-24,4998
2016-12-25,4998
2016-12-26,4998
2016-12-27,4880
2016-12-28,4880
2016-12-29,4880
2016-12-30,4857
2016-12-31,4857
2017-01-01,4857
2017-01-02,4736
2017-01-03,4736
2017-01-04,4625
2017-01-05,4625
2017-01-06,4625
2017-01-07,4556
2017-01-08,4556
2017-01-09,4556
2017-01-10,4514
2017-01-11,4514
2017-01-12,4475
2017-01-13,4475
2017-01-14,4475
2017-01-15,4529
2017-01-16,4529
2017-01-17,4620
2017-01-18,4620
2017-01-19,4620
2017-01-20,4606
2017-01-21,4606
2017-01-22,4485
2017-01-27,4349
2017-01-28,4322
2017-01-29,4322
2017-01-30,4322
2017-01-31,4411
2017-02-01,4411
2017-02-02,4546
2017-02-03,4546
2017-02-04,4624
2017-02-05,4624
2017-02-06,4624
2017-02-07,4692
2017-02-08,4692
2017-02-09,4729
2017-02-10,4729
2017-02-11,4641
2017-02-12,4641
2017-02-13,4417
2017-02-14,4417
2017-02-15,4299
2017-02-16,4299
2017-02-18,4230
2017-02-19,4372
2017-02-20,4372
2017-02-21,4372
2017-02-22,4300
2017-02-23,4300
2017-02-24,4300
2017-02-25,4230
2017-02-26,4230
2017-02-27,4230
2017-02-28,4145
2017-03-01,4145
2017-03-02,4145
2017-03-03,4090
2017-03-04,4090
2017-03-05,4059
2017-03-06,4059
2017-03-07,4041
2017-03-08,4041
2017-03-09,3848
2017-03-10,3848
2017-03-11,3736
2017-03-12,3736
2017-03-13,3679
2017-03-14,3679
2017-03-15,3763
2017-03-16,3763
2017-03-17,3763
2017-03-18,3779
2017-03-19,3779
2017-03-20,3703
2017-03-21,3703
2017-03-22,3703
2017-03-23,3669
2017-03-24,3669
2017-03-25,3669
2017-03-26,3717
2017-03-27,3717
2017-03-28,3717
2017-03-29,3657
2017-03-30,3657
2017-03-31,3693
2017-04-01,3693
2017-04-02,3693
2017-04-03,3644
2017-04-04,3644
2017-04-12,3608
2017-04-13,3608
2017-04-14,3563
2017-04-15,3563
2017-04-16,3588
2017-04-17,3588
2017-04-18,3673
2017-04-19,3673
2017-04-20,3673
2017-04-21,3832
2017-04-22,3832
2017-04-23,3832
2017-04-24,3913
2017-04-25,3913
2017-04-26,3913
2017-04-27,3878
2017-04-28,3878
2017-04-29,3878
2017-04-30,3872
2017-05-01,3872
2017-05-02,3872
2017-05-03,3874
2017-05-04,3874
2017-05-05,3766
2017-05-06,3766
2017-05-07,3766
2017-05-08,3875
2017-05-09,3875
2017-05-10,3855
2017-05-11,3855
2017-05-12,3804
2017-05-13,3804
2017-05-14,3804
2017-05-15,3827
2017-05-16,3827
2017-05-17,3975
2017-05-18,3975
2017-05-19,3992
2017-05-20,3992
2017-05-21,3925
2017-05-22,3925
2017-05-23,3925
2017-05-24,3965
2017-05-25,3965
2017-05-26,3965
2017-05-27,3970
2017-05-28,3970
2017-05-29,3857
2017-05-30,3857
2017-05-31,3787
2017-06-01,3787
2017-06-02,3787
2017-06-03,3679
2017-06-06,3693
2017-06-07,3833
2017-06-08,3833
2017-06-09,3855
2017-06-10,3846
2017-06-11,3846
2017-06-12,3892
2017-06-13,3892
2017-06-14,3834
2017-06-15,3834
2017-06-16,3834
2017-06-17,3849
2017-06-18,3849
2017-06-19,3849
2017-06-20,3827
2017-06-21,3827
2017-06-22,3827
2017-06-23,3756
2017-06-24,3756
2017-06-25,3593
2017-06-26,3593
2017-06-27,3555
2017-06-28,3555
2017-06-29,3555
2017-06-30,3529
2017-07-01,3529
2017-07-02,3529
2017-07-03,3417
2017-07-04,3417
2017-07-05,3417
2017-07-06,3256
2017-07-07,3256
2017-07-08,3256
2017-07-13,3120
2017-07-14,3120
2017-07-15,3197
2017-07-16,3197
2017-07-17,3197
2017-07-18,3156
2017-07-19,3156
2017-07-20,3156
2017-07-21,3127
2017-07-22,3127
2017-07-23,3127
2017-07-24,3063
2017-07-25,3063
2017-07-26,3054
2017-07-27,3054
2017-07-28,3054
2017-07-29,3027
2017-07-30,3027
2017-07-31,3027
2017-08-01,2950
2017-08-02,2950
2017-08-03,2820
2017-08-04,2820
2017-08-05,2765
2017-08-06,2765
2017-08-09,2740
2017-08-10,2735
2017-08-11,2735
2017-08-12,2735
2017-08-13,2757
2017-08-14,2757
2017-08-15,2757
2017-08-17,2857
2017-08-18,2857
2017-08-19,2867
2017-08-20,2867
2017-08-22,2780
2017-08-23,2780
2017-08-24,2780
2017-08-25,2738
2017-08-26,2738
2017-08-27,2873
2017-08-28,2873
2017-08-29,2873
2017-08-30,2800
2017-08-31,2800
2017-09-01,2800
2017-09-02,2671
2017-09-03,2671
2017-09-04,2679
2017-09-05,2679
2017-09-06,2703
2017-09-07,2703
2017-09-08,2703
2017-09-09,2781
2017-09-10,2781
2017-09-11,2817
2017-09-12,2817
2017-09-13,2817
2017-09-14,2836
2017-09-15,2836
2017-09-16,2836
2017-09-17,2788
2017-09-19,2788
2017-09-20,2781
2017-09-21,2781
2017-09-22,2781
2017-09-23,2862
2017-09-24,2862
2017-09-25,2862
2017-09-26,2899
2017-09-27,2899
2017-09-28,2899
2017-09-29,2914
2017-09-30,2914
2017-10-01,2914
2017-10-02,2817
2017-10-03,2817
2017-10-04,2817
2017-10-05,2817
2017-10-06,2744
2017-10-07,2744
2017-10-08,2744
2017-10-09,2641
2017-10-10,2641
2017-10-11,2641
2017-10-12,2658
2017-10-13,2658
2017-10-14,2777
2017-10-15,2777
2017-10-16,2777
2017-10-17,2860
2017-10-18,2860
2017-10-19,2860
2017-10-20,2959
2017-10-21,2959
2017-10-22,2998
2017-10-23,2998
2017-10-24,2998
2017-10-25,3018
2017-10-26,3018
2017-10-27,3018
2017-10-28,3018
2017-10-29,3015
2017-10-30,3015
2017-10-31,3015
2017-11-01,2914
2017-11-02,2914
2017-11-03,2914
2017-11-04,2813
2017-11-05,2813
2017-11-06,2813
2017-11-07,2813
2017-11-08,2906
2017-11-09,2906
2017-11-10,2906
2017-11-11,2954
2017-11-12,2954
2017-11-13,2954
2017-11-14,2954
2017-11-15,2982
2017-11-16,2982
2017-11-17,2982
2017-11-18,3038
2017-11-19,3038
2017-11-20,3038
2017-11-21,3056
2017-11-22,3056
2017-11-23,3056
2017-11-24,3056
2017-11-25,3122
2017-11-26,3122
2017-11-27,3122
2017-11-28,3235
2017-11-29,3235
2017-11-30,3235
2017-12-01,3262
2017-12-02,3262
2017-12-03,3262
2017-12-04,3262
2017-12-05,3377
2017-12-06,3377
2017-12-07,3377
2017-12-08,3412
2017-12-09,3412
2017-12-10,3278
2017-12-11,3278
2017-12-12,3278
2017-12-14,3229
2017-12-15,3207
2017-12-16,3207
2017-12-17,3207
2017-12-18,3202
2017-12-19,3202
2017-12-20,3202
2017-12-21,3268
2017-12-22,3268
2017-12-23,3268
2017-12-24,3191
2017-12-25,3191
2017-12-26,3191
2017-12-27,3078
2017-12-28,3078
2017-12-29,3078
2017-12-30,2965
2017-12-31,2965
2018-01-01,2965
2018-01-02,2885
2018-01-03,2885
2018-01-04,2885
2018-01-05,2779
2018-01-06,2779
2018-01-07,2732
2018-01-08,2732
2018-01-09,2737
2018-01-10,2737
2018-01-11,2737
2018-01-12,2755
2018-01-13,2755
2018-01-14,2730
2018-01-15,2730
2018-01-16,2717
2018-01-17,2717
2018-01-18,2717
2018-01-19,2717
2018-01-20,2717
2018-01-21,2633
2018-01-22,2633
2018-01-23,2644
2018-01-24,2644
2018-01-25,2644
2018-01-26,2600
2018-01-27,2600
2018-01-28,2524
2018-01-29,2524
2018-01-31,2552
2018-02-01,2552
2018-02-02,2449
2018-02-03,2347
2018-02-04,2347
2018-02-05,2292
2018-02-06,2292
2018-02-07,2306
2018-02-08,2306
2018-02-09,2201
2018-02-10,2201
2018-02-11,2107
2018-02-12,2107
2018-02-13,2107
2018-02-14,2107
2018-02-15,2131
2018-02-16,2131
2018-02-17,2115
2018-02-18,2115
2018-02-19,2110
2018-02-20,2110
2018-02-21,2065
2018-02-22,2065
2018-02-23,2030
2018-02-24,2030
2018-02-25,1951
2018-02-26,1951
2018-02-27,1922
2018-03-01,1884
2018-03-02,1884
2018-03-03,1831
2018-03-04,1831
2018-03-05,1831
2018-03-06,1872
2018-03-07,1872
2018-03-08,1862
2018-03-09,1862
2018-03-10,1874
2018-03-11,1874
2018-03-12,1847
2018-03-13,1847
2018-03-14,1847
2018-03-15,1833
2018-03-16,1833
2018-03-17,1819
2018-03-18,1819
2018-03-19,1819
2018-03-20,1760
2018-03-21,1760
2018-03-23,1715
2018-03-24,1715
2018-03-26,1639
2018-03-27,1628
2018-03-28,1628
2018-03-29,1628
2018-03-30,1624
2018-03-31,1624
2018-04-01,1567
2018-04-02,1567
2018-04-03,1613
2018-04-04,1613
2018-04-05,1613
2018-04-06,1624
2018-04-08,1624
2018-04-09,1668
2018-04-10,1668
2018-04-11,1668
2018-04-12,1700
2018-04-13,1700
2018-04-14,1700
2018-04-15,1711
2018-04-16,1711
2018-04-17,1711
2018-04-18,1725
2018-04-19,1725
2018-04-20,1796
2018-04-21,1796
2018-04-22,1880
2018-04-23,1880
2018-04-24,1880
2018-04-25,1900
2018-04-26,1900
2018-04-27,1900
2018-04-28,1857
2018-04-29,1857
2018-04-30,1767
2018-05-01,1767
2018-05-02,1767
2018-05-03,1732
2018-05-04,1732
2018-05-05,1682
2018-05-06,1682
2018-05-07,1682
2018-05-08,1678
2018-05-09,1678
2018-05-10,1681
2018-05-11,1681
2018-05-12,1672
2018-05-13,1672
2018-05-14,1716
2018-05-15,1716
2018-05-16,1716
2018-05-17,1727
2018-05-18,1727
2018-05-19,1710
2018-05-20,1710
2018-05-21,1710
2018-05-22,1710
2018-05-23,1774
2018-05-24,1774
2018-05-25,1774
2018-05-26,1840
2018-05-27,1840
2018-05-28,1840
2018-05-29,1840
2018-05-30,1840
2018-05-31,1840
2018-06-01,1897
2018-06-02,1897
2018-06-03,1935
2018-06-04,1935
2018-06-05,1984
2018-06-06,1984
2018-06-07,1998
2018-06-08,1998
2018-06-09,1998
2018-06-10,1998
2018-06-11,1998
2018-06-12,1971
2018-06-13,1971
2018-06-14,1979
2018-06-15,1979
2018-06-16,1979
2018-06-17,2036
2018-06-18,2036
2018-06-19,2064
2018-06-20,2064
2018-06-21,2064
2018-06-22,2080
2018-06-23,2080
2018-06-24,2080
2018-06-25,2116
2018-06-26,2116
2018-06-27,2116
2018-06-28,2104
2018-06-29,2104
2018-06-30,2104
2018-07-01,2173
2018-07-02,2173
2018-07-03,2173
2018-07-04,2226
2018-07-05,2226
2018-07-06,2203
2018-07-07,2203
2018-07-08,2203
2018-07-09,2212
2018-07-10,2212
2018-07-11,2256
2018-07-12,2256
2018-07-13,2256
2018-07-14,2294
2018-07-15,2294
2018-07-16,2294
2018-07-17,2294
2018-07-18,2294
2018-07-19,2294
2018-07-20,2243
2018-07-21,2243
2018-07-22,2203
2018-07-23,2203
2018-07-24,2202
2018-07-25,2202
2018-07-26,2210
2018-07-27,2210
2018-07-28,2237
2018-07-29,2237
2018-07-30,2237
2018-07-31,2231
2018-08-01,2231
2018-08-02,2166
2018-08-03,2166
2018-08-04,2067
2018-08-05,2067
2018-08-06,1997
2018-08-07,1997
2018-08-08,1978
2018-08-09,1978
2018-08-10,1978
2018-08-11,2016
2018-08-12,2016
2018-08-14,1954
2018-08-16,1998
2018-08-17,2084
2018-08-18,2084
2018-08-19,2067
2018-08-20,2106
2018-08-21,2106
2018-08-22,2106
2018-08-23,2151
2018-08-24,2151
2018-08-25,2123
2018-08-26,2123
2018-08-27,2132
2018-08-28,2132
2018-08-29,2183
2018-08-30,2183
2018-08-31,2221
2018-09-01,2221
2018-09-02,2259
2018-09-03,2259
2018-09-04,2295
2018-09-05,2295
2018-09-06,2295
2018-09-07,2369
2018-09-08,2369
2018-09-09,2423
2018-09-10,2423
2018-09-11,2466
2018-09-12,2466
2018-09-13,2518
2018-09-14,2518
2018-09-15,2548
2018-09-16,2548
2018-09-17,2548
2018-09-18,2548
2018-09-19,2548
2018-09-20,2566
2018-09-21,2566
2018-09-22,2558
2018-09-23,2558
2018-09-24,2633
2018-09-25,2633
2018-09-26,2580
2018-09-27,2580
2018-09-28,2577
2018-09-29,2577
2018-09-30,2577
2018-10-02,2520
2018-10-03,2445
2018-10-04,2445
2018-10-05,2445
2018-10-06,2476
2018-10-07,2476
2018-10-08,2511
2018-10-09,2511
2018-10-10,2566
2018-10-11,2566
2018-10-12,2611
2018-10-13,2611
2018-10-14,2735
2018-10-15,2735
2018-10-16,2838
2018-10-17,2838
2018-10-18,2977
2018-10-19,2977
2018-10-20,3022
2018-10-21,3022
2018-10-22,3127
2018-10-23,3127
2018-10-24,3127
2018-10-25,3247
2018-10-26,3247
2018-10-27,3388
2018-10-28,3388
2018-10-29,3515
2018-10-30,3515
2018-10-31,3562
2018-11-01,3562
2018-11-03,3558
2018-11-04,3525
2018-11-05,3458
2018-11-06,3384
2018-11-07,3384
2018-11-08,3345
2018-11-09,3345
2018-11-10,3260
2018-11-11,3260
2018-11-12,3267
2018-11-13,3267
2018-11-15,3096
2018-11-16,3029
2018-11-17,3029
2018-11-18,2942
2018-11-19,2942
2018-11-20,2938
2018-11-21,2938
2018-11-22,2922
2018-11-23,2922
2018-11-24,2920
2018-11-25,2878
2018-11-26,2878
2018-11-27,2962
2018-11-28,3076
2018-11-29,3097
2018-12-01,3196
2018-12-02,3196
2018-12-03,3173
2018-12-04,3233
2018-12-05,3199
2018-12-07,3260
2018-12-09,3416
2018-12-10,3378
2018-12-11,3378
2018-12-12,3373
2018-12-13,3373
2018-12-14,3465
2018-12-15,3465
2018-12-16,3526
2018-12-17,3526
2018-12-18,3570
2018-12-19,3570
2018-12-20,3632
2018-12-21,3632
2018-12-22,3670
2018-12-23,3666
2018-12-24,3774
2018-12-25,3774
2018-12-26,3818
2018-12-27,3789
2018-12-28,3789
2018-12-29,3798
2018-12-30,3798
2018-12-31,3741
2019-01-01,3741
2019-01-02,3735
2019-01-03,3735
2019-01-04,3814
2019-01-05,3885
2019-01-06,3874
2019-01-08,3724
2019-01-10,3639
2019-01-11,3639
2019-01-12,3747
2019-01-13,3747
2019-01-14,3807
2019-01-15,3807
2019-01-16,3799
2019-01-17,3799
2019-01-18,3784
2019-01-19,3795
2019-01-20,3795
2019-01-21,3821
2019-01-22,3901
2019-01-23,3901
2019-01-25,4004
2019-01-26,4021
2019-01-28,3823
2019-01-29,3925
2019-01-30,3925
2019-01-31,3989
2019-02-01,3873
2019-02-02,3873
2019-02-03,3773
2019-02-04,3773
2019-02-05,3714
2019-02-06,3714
2019-02-07,3805
2019-02-08,3805
2019-02-09,3677
2019-02-10,3677
2019-02-11,3565
2019-02-12,3565
2019-02-13,3546
2019-02-14,3546
2019-02-15,3512
2019-02-16,3512
2019-02-17,3358
2019-02-18,3358
2019-02-19,3202
2019-02-20,3202
2019-02-21,3103
2019-02-22,3103
2019-02-23,3012
2019-02-24,2914
2019-02-25,2851
2019-02-26,2851
2019-02-27,2830
2019-02-28,2830
2019-03-01,2817
2019-03-02,2817
2019-03-03,2839
2019-03-04,2839
2019-03-05,2804
2019-03-06,2781
2019-03-07,2781
2019-03-08,2781
2019-03-09,2686
2019-03-10,2686
2019-03-11,2633
2019-03-12,2633
2019-03-13,2630
2019-03-14,2630
2019-03-15,2683
2019-03-16,2683
2019-03-17,2697
2019-03-18,2697
2019-03-19,2697
2019-03-20,2725
2019-03-21,2725
2019-03-22,2837
2019-03-23,2825
2019-03-24,2825
2019-03-25,2854
2019-03-26,2854
2019-03-27,2876
2019-03-28,2876
2019-03-29,2895
2019-03-30,2895
2019-03-31,2895
2019-04-01,2902
2019-04-02,2902
2019-04-03,3046
2019-04-04,3046
2019-04-05,3193
2019-04-06,3193
2019-04-07,3134
2019-04-08,3134
2019-04-09,2999
2019-04-10,2999
