date_obj,Dragon%20arrowtips price
2019-04-23,917
2019-04-24,933
2019-04-25,931
2019-04-26,891
2019-04-27,921
2019-04-28,931
2019-04-29,920
2019-04-30,894
2019-05-01,895
2019-05-02,911
2019-05-03,891
2019-05-04,871
2019-05-05,860
2019-05-06,853
2019-05-07,848
2019-05-08,852
2019-05-09,848
2019-05-10,837
2019-05-11,853
2019-05-12,873
2019-05-13,861
2019-05-14,865
2019-05-15,899
2019-05-16,897
2019-05-17,880
2019-05-18,869
2019-05-19,847
2019-05-20,868
2019-05-21,869
2019-05-22,865
2019-05-23,865
2019-05-24,857
2019-05-25,851
2019-05-26,866
2019-05-27,868
2019-05-28,869
2019-05-29,864
2019-05-30,850
2019-05-31,823
2019-06-01,792
2019-06-02,800
2019-06-03,817
2019-06-04,820
2019-06-05,819
2019-06-06,814
2019-06-07,799
2019-06-08,794
2019-06-09,809
2019-06-10,812
2019-06-11,819
2019-06-12,826
2019-06-13,830
2019-06-14,827
2019-06-15,804
2019-06-16,795
2019-06-17,811
2019-06-18,822
2019-06-19,810
2019-06-20,805
2019-06-21,804
2019-06-22,813
2019-06-23,832
2019-06-24,832
2019-06-25,818
2019-06-26,789
2019-06-27,784
2019-06-28,787
2019-06-29,799
2019-06-30,786
2019-07-01,793
2019-07-02,789
2019-07-03,796
2019-07-04,802
2019-07-05,806
2019-07-06,814
2019-07-07,844
2019-07-08,819
2019-07-09,827
2019-07-10,820
2019-07-11,805
2019-07-12,808
2019-07-13,815
2019-07-14,825
2019-07-15,832
2019-07-16,817
2019-07-17,804
2019-07-18,805
2019-07-19,816
2019-07-20,790
2019-07-21,792
2019-07-22,804
2019-07-23,812
2019-07-24,814
2019-07-25,822
2019-07-26,813
2019-07-27,777
2019-07-28,739
2019-07-29,702
2019-07-30,669
2019-07-31,667
2019-08-01,686
2019-08-02,699
2019-08-03,725
2019-08-04,740
2019-08-05,766
2019-08-06,764
2019-08-07,742
2019-08-08,734
2019-08-09,713
2019-08-10,706
2019-08-11,709
2019-08-12,733
2019-08-13,735
2019-08-14,727
2019-08-15,728
2019-08-16,724
2019-08-17,694
2019-08-18,693
2019-08-19,717
2019-08-20,728
2019-08-21,727
2019-08-22,745
2019-08-23,768
2019-08-24,742
2019-08-24,742
2019-08-25,714
2019-08-25,714
2019-08-26,699
2019-08-27,679
2019-08-27,679
2019-08-28,655
2019-08-29,637
2019-08-30,640
2019-08-31,646
2019-09-01,645
2019-09-02,654
2019-09-03,651
2019-09-04,666
2019-09-05,676
2019-09-06,672
2019-09-07,681
2019-09-08,678
2019-09-09,685
2019-09-10,681
2019-09-11,690
2019-09-12,681
2019-09-13,673
2019-09-14,662
2019-09-15,649
2019-09-16,648
2019-09-17,655
2019-09-18,662
2019-09-19,674
2019-09-20,673
2019-09-21,660
2019-09-22,660
2019-09-23,675
2019-09-24,671
2019-09-25,673
2019-09-26,669
2019-09-27,656
2019-09-28,634
2019-09-29,616
2019-09-30,631
2019-10-01,647
2019-10-02,649
2019-10-03,657
2019-10-04,643
2019-10-05,622
2019-10-06,604
2019-10-07,607
2019-10-08,609
2019-10-09,611
2019-10-10,610
2019-10-11,594
2019-10-12,604
2019-10-13,609
2019-10-14,598
2019-10-15,581
2019-10-16,571
2019-10-17,565
2019-10-18,569
2019-10-19,563
2019-10-20,572
2019-10-21,586
2019-10-22,605
2019-10-23,620
2019-10-24,626
2019-10-25,632
2019-10-26,620
2019-10-27,606
2019-10-28,611
2019-10-29,618
2019-10-30,624
2019-10-31,633
2019-11-01,612
2019-11-02,605
2019-11-03,613
2019-11-04,638
2019-11-05,632
2019-11-06,622
2019-11-07,617
2019-11-08,608
2019-11-09,617
2019-11-10,606
2019-11-11,622
2019-11-12,615
2019-11-13,628
2019-11-14,640
2019-11-15,633
2019-11-16,637
2019-11-17,640
2019-11-18,670
2019-11-19,693
2019-11-20,717
2019-11-21,740
2019-11-22,717
2019-11-23,695
2019-11-24,674
2019-11-25,662
2019-11-26,656
2019-11-27,668
2019-11-28,652
2019-11-29,647
2019-11-30,633
2019-12-01,622
2019-12-02,620
2019-12-03,632
2019-12-04,635
2019-12-05,650
2019-12-06,651
2019-12-07,669
2019-12-08,683
2019-12-09,676
2019-12-10,676
2019-12-11,689
2019-12-12,684
2019-12-13,697
2019-12-14,699
2019-12-15,678
2019-12-16,664
2019-12-17,660
2019-12-18,657
2019-12-19,660
2019-12-20,682
2019-12-21,670
2019-12-22,669
2019-12-23,680
2019-12-24,666
2019-12-25,662
2019-12-26,642
2019-12-27,641
2019-12-28,654
2019-12-29,655
2019-12-30,664
2019-12-31,673
2020-01-01,674
2020-01-02,665
2020-01-03,671
2020-01-04,679
2020-01-05,678
2020-01-06,688
2020-01-07,685
2020-01-08,669
2020-01-09,675
2020-01-10,684
2020-01-11,697
2020-01-12,702
2020-01-13,707
2020-01-14,704
2020-01-15,679
2020-01-16,648
2020-01-17,628
2020-01-18,631
2020-01-19,649
2020-01-20,661
2020-01-21,665
2020-01-22,663
2020-01-23,672
2020-01-24,705
2020-01-25,729
2020-01-26,755
2020-01-27,754
2020-01-28,747
2020-01-29,746
2020-01-30,726
2020-01-31,729
2020-02-01,727
2020-02-02,723
2020-02-03,702
2020-02-04,700
2020-02-05,699
2020-02-06,681
2020-02-07,658
2020-02-08,655
2020-02-09,629
2020-02-10,626
2020-02-11,640
2020-02-12,642
2020-02-13,636
2020-02-14,641
2020-02-15,642
2020-02-16,637
2020-02-17,646
2020-02-18,646
2020-02-19,642
2020-02-20,638
2020-02-21,632
2020-02-22,628
2020-02-23,637
2020-02-24,640
2020-02-25,643
2020-02-26,644
2020-02-27,628
2020-02-28,636
2020-02-29,632
2020-03-01,630
2020-03-02,622
2020-03-03,620
2020-03-04,618
2020-03-05,622
2020-03-06,622
2020-03-07,625
2020-03-08,636
2020-03-09,643
2020-03-10,643
2020-03-11,648
2020-03-12,648
2020-03-13,650
2020-03-14,660
2020-03-15,658
2020-03-16,639
2020-03-17,620
2020-03-18,625
2020-03-19,646
2020-03-20,643
2020-03-21,635
2020-03-22,651
2020-03-23,680
2020-03-24,691
2020-03-25,676
2020-03-26,669
2020-03-27,675
2020-03-28,651
2020-03-29,633
2020-03-30,639
2020-03-31,658
2020-04-01,664
2020-04-02,668
2020-04-03,652
2020-04-04,657
2020-04-05,640
2020-04-06,621
2020-04-07,624
2020-04-08,641
2020-04-09,645
2020-04-10,659
2020-04-11,662
2020-04-12,653
2020-04-13,659
2020-04-14,654
2020-04-15,648
2020-04-16,655
2020-04-17,650
2020-04-18,643
2020-04-19,645
2020-04-20,640
2020-04-21,643
2020-04-22,647
2020-04-23,641
2020-04-24,637
2020-04-25,625
2020-04-26,613
2020-04-27,585
2020-04-28,582
2020-04-29,603
2020-04-30,620
2020-05-01,616
2020-05-02,618
2020-05-03,613
2020-05-04,613
2020-05-05,609
2020-05-06,602
2020-05-07,610
2020-05-08,611
2020-05-09,611
2020-05-10,614
2020-05-11,624
2020-05-12,621
2020-05-13,611
