date_obj,Toktz-ket-xil price
2015-07-14,179472
2015-07-15,180466
2015-07-16,187044
2015-07-17,182653
2015-07-18,183297
2015-07-19,183781
2015-07-20,180874
2015-07-21,177592
2015-07-22,171874
2015-07-23,175229
2015-07-24,175770
2015-07-25,173051
2015-07-26,174054
2015-07-27,175958
2015-07-28,181184
2015-07-29,182017
2015-07-30,181735
2015-07-31,181196
2015-08-01,180511
2015-08-02,179742
2015-08-03,178773
2015-08-04,180450
2015-08-05,183947
2015-08-06,188571
2015-08-07,184418
2015-08-08,181756
2015-08-09,184576
2015-08-10,180933
2015-08-11,178441
2015-08-12,177058
2015-08-13,178693
2015-08-14,178427
2015-08-15,179428
2015-08-16,181512
2015-08-17,181753
2015-08-18,179287
2015-08-19,184084
2015-08-20,182028
2015-08-21,180950
2015-08-22,176428
2015-08-23,172207
2015-08-24,177149
2015-08-25,177149
2015-08-26,180467
2015-08-27,180001
2015-08-28,179661
2015-08-29,179390
2015-08-30,178553
2015-08-31,181424
2015-09-01,183073
2015-09-02,179133
2015-09-03,179521
2015-09-04,176580
2015-09-05,169519
2015-09-06,164426
2015-09-07,171818
2015-09-08,177479
2015-09-09,176141
2015-09-10,172048
2015-09-11,167146
2015-09-12,169767
2015-09-13,170905
2015-09-14,168117
2015-09-15,164438
2015-09-16,163998
2015-09-17,158439
2015-09-18,154024
2015-09-19,154869
2015-09-20,154776
2015-09-21,156361
2015-09-22,161272
2015-09-23,163883
2015-09-24,164131
2015-09-25,162252
2015-09-27,158353
2015-09-28,156293
2015-09-29,160397
2015-09-30,163678
2015-10-05,170141
2015-10-06,173229
2015-10-07,179502
2015-10-08,177340
2015-10-09,176682
2015-10-10,176682
2015-10-11,172283
2015-10-12,168823
2015-10-13,163663
2015-10-14,161848
2015-10-15,158619
2015-10-16,158400
2015-10-17,158400
2015-10-18,155886
2015-10-19,154601
2015-10-20,153931
2015-10-22,162241
2015-10-23,165984
2015-10-24,167901
2015-10-25,170845
2015-10-26,171123
2015-10-27,170382
2015-10-29,167867
2015-10-30,168223
2015-10-31,167544
2015-11-01,162954
2015-11-02,156239
2015-11-03,159557
2015-11-04,166615
2015-11-05,169401
2015-11-06,171671
2015-11-07,175871
2015-11-08,175984
2015-11-09,171949
2015-11-10,172334
2015-11-11,172717
2015-11-12,170991
2015-11-13,174598
2015-11-14,172668
2015-11-15,171874
2015-11-16,177066
2015-11-17,174933
2015-11-18,172798
2015-11-19,169533
2015-11-20,167013
2015-11-21,167013
2015-11-22,168048
2015-11-23,168048
2015-11-24,170781
2015-11-25,172989
2015-11-26,172989
2015-11-27,173757
2015-11-28,178622
2015-11-29,185914
2015-11-30,191059
2015-12-01,197878
2015-12-02,199855
2015-12-03,199402
2015-12-04,202491
2015-12-05,200837
2015-12-06,193052
2015-12-07,190258
2015-12-08,183848
2015-12-09,180435
2015-12-10,177696
2015-12-11,181088
2015-12-13,178252
2015-12-14,179335
2015-12-15,176553
2015-12-16,174672
2015-12-17,176381
2015-12-18,182319
2015-12-19,181982
2015-12-20,180552
2015-12-21,184534
2015-12-22,188641
2015-12-23,197657
2015-12-24,204010
2015-12-25,200755
2015-12-26,195285
2015-12-27,188249
2015-12-28,194025
2015-12-29,190130
2015-12-30,186891
2015-12-31,180165
2016-01-01,176125
2016-01-02,175632
2016-01-03,177533
2016-01-04,178799
2016-01-05,178673
2016-01-06,175739
2016-01-07,173613
2016-01-08,171609
2016-01-09,172555
2016-01-10,171879
2016-01-11,170366
2016-01-12,165381
2016-01-13,163320
2016-01-14,165536
2016-01-15,169266
2016-01-16,171620
2016-01-17,171647
2016-01-18,174304
2016-01-19,179562
2016-01-20,179403
2016-01-21,181401
2016-01-22,179786
2016-01-23,179834
2016-01-24,178607
2016-01-25,177206
2016-01-26,177706
2016-01-27,176936
2016-01-28,176936
2016-01-29,177514
2016-01-30,178797
2016-01-31,183643
2016-02-01,179345
2016-02-02,178796
2016-02-03,178620
2016-02-04,177721
2016-02-05,178012
2016-02-06,176779
2016-02-07,175355
2016-02-08,174880
2016-02-09,174172
2016-02-10,173126
2016-02-11,168999
2016-02-12,175051
2016-02-13,178889
2016-02-14,182412
2016-02-15,183288
2016-02-16,188439
2016-02-17,187870
2016-02-18,185484
2016-02-19,181740
2016-02-20,178479
2016-02-21,173917
2016-02-22,174127
2016-02-23,180436
2016-02-24,188737
2016-02-25,189397
2016-02-26,184825
2016-02-27,180838
2016-02-28,178927
2016-02-29,177777
2016-03-01,185954
2016-03-02,191856
2016-03-03,187207
2016-03-04,185036
2016-03-05,184238
2016-03-06,187461
2016-03-07,183327
2016-03-08,181491
2016-03-09,180165
2016-03-10,179802
2016-03-11,180268
2016-03-12,183951
2016-03-13,180572
2016-03-14,175528
2016-03-15,177998
2016-03-16,177820
2016-03-17,180008
2016-03-18,183450
2016-03-19,179715
2016-03-20,179191
2016-03-21,177001
2016-03-22,176404
2016-03-23,176940
2016-03-24,181945
2016-03-25,179754
2016-03-26,181620
2016-03-27,179375
2016-03-28,178155
2016-03-29,169440
2016-03-30,169440
2016-03-31,176671
2016-04-01,176516
2016-04-02,181468
2016-04-03,186062
2016-04-04,183083
2016-04-05,181655
2016-04-06,181802
2016-04-07,185035
2016-04-08,189556
2016-04-09,186419
2016-04-10,183334
2016-04-11,183334
2016-04-12,181905
2016-04-13,181854
2016-04-14,178628
2016-04-15,182268
2016-04-16,183652
2016-04-17,181242
2016-04-18,179053
2016-04-19,182465
2016-04-20,179033
2016-04-21,178412
2016-04-22,184256
2016-04-23,191052
2016-04-24,188642
2016-04-25,185998
2016-04-26,186126
2016-04-27,185264
2016-04-28,183232
2016-04-29,185824
2016-04-30,179151
2016-05-01,176981
2016-05-02,179733
2016-05-03,185683
2016-05-04,190048
2016-05-05,194582
2016-05-06,203889
2016-05-07,209038
2016-05-08,198654
2016-05-09,188815
2016-05-10,179385
2016-05-11,171240
2016-05-12,166024
2016-05-13,161700
2016-05-14,164094
2016-05-15,167363
2016-05-16,169619
2016-05-17,168427
2016-05-18,169314
2016-05-19,165205
2016-05-22,163861
2016-05-23,163375
2016-05-24,162724
2016-05-25,162394
2016-05-26,167217
2016-05-27,175120
2016-05-28,182802
2016-05-29,182493
2016-05-30,184681
2016-05-31,180964
2016-06-01,176339
2016-06-02,172451
2016-06-03,174728
2016-06-04,177760
2016-06-05,180521
2016-06-06,183237
2016-06-07,183329
2016-06-08,181750
2016-06-09,181565
2016-06-10,181704
2016-06-11,181003
2016-06-12,178592
2016-06-13,173597
2016-06-14,173353
2016-06-15,180386
2016-06-16,183346
2016-06-17,183227
2016-06-18,182823
2016-06-19,180813
2016-06-20,181910
2016-06-21,180298
2016-06-22,179876
2016-06-23,179518
2016-06-24,180226
2016-06-25,180774
2016-06-26,182519
2016-06-27,184042
2016-06-28,183937
2016-06-29,184289
2016-06-30,186104
2016-07-01,188546
2016-07-02,195886
2016-07-03,192069
2016-07-04,194621
2016-07-05,189868
2016-07-06,188942
2016-07-07,187961
2016-07-08,187344
2016-07-09,183256
2016-07-10,181846
2016-07-11,185656
2016-07-12,185810
2016-07-13,184379
2016-07-14,185787
2016-07-15,182707
2016-07-16,183582
2016-07-17,183713
2016-07-18,184222
2016-07-24,181790
2016-07-25,177427
2016-07-26,170217
2016-07-27,167514
2016-07-28,166715
2016-07-29,165026
2016-07-30,172473
2016-07-31,175359
2016-08-01,174024
2016-08-02,174011
2016-08-03,175254
2016-08-04,173319
2016-08-05,172963
2016-08-06,172235
2016-08-07,171008
2016-08-08,171475
2016-08-09,169989
2016-08-10,166131
2016-08-11,166250
2016-08-12,163052
2016-08-13,165248
2016-08-14,169498
2016-08-15,170519
2016-08-16,168191
2016-08-17,173152
2016-08-18,173332
2016-08-19,170605
2016-08-20,174527
2016-08-21,177067
2016-08-22,174790
2016-08-23,175427
2016-08-24,178454
2016-08-25,174666
2016-08-26,174666
2016-08-28,179127
2016-08-31,166723
2016-09-01,171774
2016-09-02,171774
2016-09-03,175355
2016-09-04,178266
2016-09-05,176307
2016-09-06,171542
2016-09-07,172908
2016-09-08,172085
2016-09-09,172155
2016-09-10,172790
2016-09-11,174715
2016-09-12,176931
2016-09-13,174544
2016-09-14,174544
2016-09-15,170601
2016-09-16,170601
2016-09-17,173643
2016-09-18,172546
2016-09-19,176405
2016-09-20,181075
2016-09-21,180668
2016-09-22,177920
2016-09-23,173551
2016-09-24,173551
2016-09-25,174944
2016-09-26,179425
2016-09-27,179052
2016-09-28,177732
2016-09-29,181514
2016-09-30,181123
2016-10-01,174296
2016-10-02,173932
2016-10-03,176077
2016-10-04,175246
2016-10-05,174708
2016-10-06,174918
2016-10-07,173787
2016-10-08,170277
2016-10-09,170299
2016-10-10,166755
2016-10-11,165568
2016-10-12,164681
2016-10-13,166163
2016-10-14,173019
2016-10-15,173937
2016-10-16,178124
2016-10-17,178335
2016-10-18,181686
2016-10-19,182527
2016-10-20,181562
2016-10-21,180244
2016-10-22,180244
2016-10-23,187197
2016-10-24,182293
2016-10-25,182293
2016-10-26,177804
2016-10-27,174011
2016-10-28,169520
2016-10-29,170662
2016-10-30,171812
2016-10-31,178624
2016-11-01,178624
2016-11-02,179609
2016-11-03,176563
2016-11-04,175281
2016-11-05,175281
2016-11-06,174715
2016-11-07,173957
2016-11-08,172488
2016-11-09,174381
2016-11-10,174723
2016-11-11,176211
2016-11-12,173344
2016-11-13,170084
2016-11-14,172906
2016-12-08,173977
2016-12-09,175934
2016-12-10,177261
2016-12-11,175819
2016-12-12,176826
2016-12-13,175490
2016-12-14,173912
2016-12-15,173912
2016-12-16,171923
2016-12-17,174671
2016-12-18,176293
2016-12-19,176266
2016-12-20,175787
2016-12-21,180565
2016-12-22,180398
2016-12-23,182022
2016-12-24,186185
2016-12-25,192276
2016-12-26,193077
2016-12-27,196479
2016-12-28,199227
2016-12-29,196050
2016-12-30,192112
2016-12-31,185220
2017-01-01,184062
2017-01-02,180147
2017-01-03,178966
2017-01-04,174336
2017-01-05,173396
2017-01-06,168244
2017-01-07,169756
2017-01-08,173465
2017-01-09,179290
2017-01-10,186596
2017-01-11,186343
2017-01-12,180532
2017-01-13,172919
2017-01-14,171160
2017-01-15,167745
2017-01-16,171581
2017-01-17,176003
2017-01-18,180429
2017-01-19,180228
2017-01-20,179274
2017-01-21,180074
2017-01-22,180625
2017-01-27,182675
2017-01-28,179405
2017-01-29,180551
2017-01-30,179980
2017-01-31,180334
2017-02-01,178382
2017-02-02,180295
2017-02-03,180397
2017-02-04,179934
2017-02-05,180226
2017-02-06,181345
2017-02-07,179253
2017-02-08,180180
2017-02-09,179925
2017-02-10,179999
2017-02-11,179930
2017-02-12,179356
2017-02-13,179708
2017-02-14,179477
2017-02-15,178513
2017-02-16,178583
2017-02-18,178951
2017-02-19,179690
2017-02-20,179531
2017-02-21,179368
2017-02-22,178755
2017-02-23,179706
2017-02-24,180856
2017-02-25,183376
2017-02-26,184925
2017-02-27,183797
2017-02-28,182323
2017-03-01,182409
2017-03-02,180658
2017-03-03,181083
2017-03-04,181190
2017-03-05,181597
2017-03-06,181349
2017-03-07,180751
2017-03-08,180884
2017-03-09,180778
2017-03-10,179321
2017-03-11,179287
2017-03-12,177901
2017-03-13,178522
2017-03-14,180642
2017-03-15,180056
2017-03-16,179755
2017-03-17,179177
2017-03-18,179555
2017-03-19,181119
2017-03-20,179921
2017-03-21,180302
2017-03-22,181929
2017-03-23,181413
2017-03-24,181232
2017-03-25,181035
2017-03-26,180842
2017-03-27,180202
2017-03-28,182541
2017-03-29,183151
2017-03-30,188257
2017-03-31,185890
2017-04-01,186639
2017-04-02,186086
2017-04-03,185393
2017-04-04,186321
2017-04-12,179808
2017-04-13,180347
2017-04-14,180048
2017-04-15,180314
2017-04-16,180116
2017-04-17,179530
2017-04-18,179447
2017-04-19,179145
2017-04-20,179019
2017-04-21,178637
2017-04-22,178742
2017-04-23,178316
2017-04-24,178206
2017-04-25,177056
2017-04-26,180051
2017-04-27,183902
2017-04-28,178695
2017-04-29,180805
2017-04-30,180459
2017-05-01,181732
2017-05-02,188857
2017-05-03,188645
2017-05-04,188464
2017-05-05,186771
2017-05-06,183508
2017-05-07,184701
2017-05-08,183744
2017-05-09,181606
2017-05-10,179809
2017-05-11,180600
2017-05-12,180423
2017-05-13,183605
2017-05-14,189659
2017-05-15,190923
2017-05-16,188386
2017-05-17,193575
2017-05-18,185024
2017-05-19,179685
2017-05-20,176946
2017-05-21,176946
2017-05-22,171140
2017-05-23,162583
2017-05-24,166452
2017-05-25,173404
2017-05-26,174315
2017-05-27,170303
2017-05-28,177049
2017-05-29,177666
2017-05-30,171450
2017-05-31,175629
2017-06-01,171355
2017-06-02,177963
2017-06-03,180183
2017-06-06,173421
2017-06-07,176798
2017-06-08,173745
2017-06-09,169375
2017-06-10,166580
2017-06-11,167487
2017-06-12,165730
2017-06-13,167901
2017-06-14,164106
2017-06-15,165167
2017-06-16,170259
2017-06-17,175848
2017-06-18,179438
2017-06-19,179438
2017-06-20,182885
2017-06-21,175982
2017-06-22,169581
2017-06-23,170954
2017-06-24,171099
2017-06-25,171064
2017-06-26,173714
2017-06-27,172313
2017-06-28,172303
2017-06-29,173972
2017-06-30,178637
2017-07-01,179112
2017-07-02,181157
2017-07-03,187427
2017-07-04,188993
2017-07-05,185908
2017-07-06,179671
2017-07-07,175543
2017-07-08,176041
2017-07-13,168872
2017-07-14,169633
2017-07-15,169712
2017-07-16,167850
2017-07-17,174405
2017-07-18,177651
2017-07-19,180947
2017-07-20,186065
2017-07-21,184877
2017-07-22,185099
2017-07-23,184010
2017-07-24,179220
2017-07-25,182275
2017-07-26,179703
2017-07-27,180515
2017-07-28,180989
2017-07-29,178178
2017-07-30,177281
2017-07-31,180572
2017-08-01,183631
2017-08-02,184906
2017-08-03,185389
2017-08-04,194115
2017-08-05,194138
2017-08-06,194168
2017-08-09,183945
2017-08-10,190521
2017-08-11,188678
2017-08-12,186432
2017-08-13,181091
2017-08-14,179283
2017-08-15,179249
2017-08-16,180665
2017-08-17,181617
2017-08-18,181216
2017-08-19,178604
2017-08-20,176132
2017-08-21,179292
2017-08-22,178732
2017-08-23,176110
2017-08-24,175896
2017-08-25,176589
2017-08-26,178867
2017-08-27,177567
2017-08-28,168809
2017-08-29,167622
2017-08-30,169852
2017-08-31,169141
2017-09-01,171665
2017-09-02,170492
2017-09-03,170460
2017-09-04,172434
2017-09-05,172662
2017-09-06,174203
2017-09-07,173713
2017-09-08,178203
2017-09-09,175570
2017-09-10,175948
2017-09-11,177361
2017-09-12,177266
2017-09-13,177147
2017-09-14,175977
2017-09-15,175977
2017-09-16,173969
2017-09-17,176060
2017-09-19,175941
2017-09-20,174120
2017-09-21,173495
2017-09-22,175830
2017-09-23,174040
2017-09-24,173734
2017-09-25,174548
2017-09-26,177021
2017-09-27,178187
2017-09-28,175608
2017-09-29,174655
2017-09-30,175128
2017-10-01,174670
2017-10-02,174132
2017-10-03,173334
2017-10-04,173284
2017-10-05,173198
2017-10-06,172849
2017-10-07,174937
2017-10-08,173034
2017-10-09,172149
2017-10-10,170567
2017-10-11,170567
2017-10-12,168636
2017-10-13,169857
2017-10-14,168411
2017-10-15,167299
2017-10-16,170829
2017-10-17,176061
2017-10-18,180744
2017-10-19,181297
2017-10-20,181225
2017-10-21,178446
2017-10-22,178327
2017-10-23,172484
2017-10-24,171713
2017-10-25,169794
2017-10-26,167262
2017-10-27,172615
2017-10-28,172615
2017-10-29,172157
2017-10-30,177229
2017-10-31,176118
2017-11-01,176118
2017-11-02,178018
2017-11-03,177282
2017-11-04,175346
2017-11-05,175676
2017-11-06,177137
2017-11-07,175901
2017-11-08,172492
2017-11-09,173862
2017-11-10,170768
2017-11-11,169175
2017-11-12,169905
2017-11-13,172474
2017-11-14,172069
2017-11-15,172140
2017-11-16,174614
2017-11-17,176845
2017-11-18,176325
2017-11-19,177512
2017-11-20,175978
2017-11-21,171035
2017-11-22,169980
2017-11-23,171095
2017-11-24,170062
2017-11-25,169177
2017-11-26,171434
2017-11-27,171434
2017-11-28,172023
2017-11-29,169528
2017-11-30,169788
2017-12-01,168489
2017-12-02,164787
2017-12-03,167133
2017-12-04,169252
2017-12-05,168438
2017-12-06,168127
2017-12-07,169712
2017-12-08,169712
2017-12-09,171449
2017-12-10,171583
2017-12-11,170541
2017-12-12,168883
2017-12-13,167776
2017-12-14,167899
2017-12-15,168291
2017-12-16,169963
2017-12-17,175120
2017-12-18,173164
2017-12-19,172239
2017-12-20,170722
2017-12-21,170416
2017-12-22,171680
2017-12-23,175507
2017-12-24,178267
2017-12-25,182458
2017-12-26,185419
2017-12-27,188404
2017-12-28,188327
2017-12-29,183039
2017-12-30,182159
2017-12-31,180911
2018-01-01,173481
2018-01-02,167516
2018-01-03,167397
2018-01-04,172142
2018-01-05,171395
2018-01-06,171603
2018-01-07,169767
2018-01-08,169642
2018-01-09,169964
2018-01-10,169681
2018-01-11,168858
2018-01-12,169385
2018-01-13,167545
2018-01-14,167421
2018-01-15,167738
2018-01-16,168655
2018-01-17,167338
2018-01-18,166921
2018-01-19,166921
2018-01-20,164949
2018-01-21,163890
2018-01-22,165060
2018-01-23,164402
2018-01-24,163657
2018-01-25,165152
2018-01-26,164297
2018-01-27,165125
2018-01-28,162625
2018-01-29,160750
2018-01-30,159938
2018-02-01,159828
2018-02-02,162920
2018-02-03,165175
2018-02-04,162373
2018-02-05,162393
2018-02-06,161968
2018-02-07,166333
2018-02-08,170358
2018-02-09,167130
2018-02-10,162805
2018-02-11,161812
2018-02-12,162428
2018-02-13,163102
2018-02-14,162292
2018-02-15,160914
2018-02-16,160690
2018-02-17,161611
2018-02-18,164054
2018-02-19,168962
2018-02-20,169652
2018-02-21,167959
2018-02-22,168637
2018-02-23,170349
2018-02-24,172222
2018-02-25,175417
2018-02-26,174739
2018-02-27,172037
2018-02-28,169537
2018-03-01,168770
2018-03-02,168747
2018-03-03,170724
2018-03-04,170319
2018-03-05,173762
2018-03-06,174194
2018-03-07,173553
2018-03-08,170980
2018-03-09,171975
2018-03-10,168996
2018-03-11,171461
2018-03-12,170433
2018-03-13,169742
2018-03-14,176515
2018-03-15,174260
2018-03-16,172535
2018-03-17,171987
2018-03-18,169329
2018-03-19,168946
2018-03-20,172037
2018-03-21,173770
2018-03-23,178832
2018-03-24,176584
2018-03-26,172865
2018-03-27,177271
2018-03-28,174726
2018-03-29,172850
2018-03-30,173723
2018-03-31,175929
2018-04-01,176730
2018-04-02,177215
2018-04-03,173135
2018-04-04,173522
2018-04-05,174828
2018-04-06,174778
2018-04-08,175447
2018-04-09,174410
2018-04-10,176193
2018-04-11,175492
2018-04-12,176886
2018-04-13,182522
2018-04-14,175828
2018-04-16,180310
2018-04-17,183709
2018-04-18,183053
2018-04-19,179834
2018-04-20,177666
2018-04-21,175756
2018-04-22,175339
2018-04-23,174138
2018-04-24,174045
2018-04-25,174642
2018-04-26,177888
2018-04-27,183716
2018-04-28,181650
2018-04-29,179243
2018-04-30,179213
2018-05-02,179819
2018-05-03,179383
2018-05-04,178259
2018-05-05,176579
2018-05-06,172973
2018-05-07,174934
2018-05-08,175301
2018-05-09,174910
2018-05-10,172445
2018-05-11,171563
2018-05-12,169354
2018-05-13,172590
2018-05-14,179601
2018-05-15,177300
2018-05-16,177022
2018-05-17,179691
2018-05-18,179800
2018-05-19,183532
2018-05-20,187264
2018-05-21,188841
2018-05-22,187617
2018-05-23,182325
2018-05-24,179379
2018-05-25,179367
2018-05-26,180374
2018-05-27,181675
2018-05-28,179292
2018-05-29,177407
2018-05-30,176041
2018-05-31,177262
2018-06-01,177539
2018-06-02,179578
2018-06-03,178022
2018-06-04,179796
2018-06-05,187151
2018-06-06,189684
2018-06-07,184262
2018-06-08,183027
2018-06-09,182861
2018-06-10,178683
2018-06-11,175224
2018-06-12,172789
2018-06-13,171203
2018-06-14,172516
2018-06-15,168333
2018-06-16,168566
2018-06-17,170228
2018-06-18,174770
2018-06-19,181425
2018-06-20,184381
2018-06-21,184900
2018-06-22,193580
2018-06-23,200607
2018-06-24,210456
2018-06-25,215230
2018-06-26,204484
2018-06-27,194312
2018-06-28,184680
2018-06-29,178246
2018-06-30,182714
2018-07-01,181329
2018-07-02,179161
2018-07-03,178100
2018-07-04,176833
2018-07-05,175221
2018-07-06,174654
2018-07-07,173661
2018-07-08,177340
2018-07-09,181719
2018-07-10,185954
2018-07-11,190392
2018-07-12,188001
2018-07-13,188008
2018-07-14,190598
2018-07-15,191512
2018-07-16,195095
2018-07-17,196833
2018-07-18,195155
2018-07-19,191220
2018-07-20,189457
2018-07-21,188698
2018-07-22,186434
2018-07-23,191284
2018-07-24,191536
2018-07-25,188186
2018-07-26,184443
2018-07-27,186213
2018-07-28,189831
2018-07-29,189328
2018-07-30,190136
2018-07-31,189268
2018-08-01,187575
2018-08-02,187692
2018-08-03,187290
2018-08-04,189163
2018-08-05,188639
2018-08-06,188512
2018-08-07,190087
2018-08-08,186962
2018-08-09,186045
2018-08-10,181359
2018-08-11,180863
2018-08-12,182146
2018-08-14,183636
2018-08-16,188954
2018-08-17,192822
2018-08-18,195370
2018-08-19,192406
2018-08-20,184155
2018-08-21,181936
2018-08-22,182185
2018-08-23,179082
2018-08-24,176534
2018-08-25,178025
2018-08-26,178599
2018-08-27,178101
2018-08-28,177245
2018-08-29,178955
2018-08-30,178787
2018-08-31,178640
2018-09-01,177043
2018-09-02,177616
2018-09-03,177205
2018-09-04,177727
2018-09-05,175839
2018-09-06,174996
2018-09-07,176919
2018-09-08,177462
2018-09-09,175389
2018-09-10,177518
2018-09-11,176366
2018-09-12,176118
2018-09-13,176522
2018-09-14,178549
2018-09-15,176959
2018-09-16,176841
2018-09-17,180399
2018-09-18,186625
2018-09-19,191288
2018-09-20,189283
2018-09-21,186163
2018-09-22,186638
2018-09-23,186764
2018-09-24,188087
2018-09-25,190076
2018-09-26,191009
2018-09-27,191026
2018-09-28,189177
2018-09-29,189712
2018-09-30,192975
2018-10-02,187981
2018-10-03,186915
2018-10-04,188038
2018-10-05,187633
2018-10-06,186943
2018-10-07,185740
2018-10-08,185827
2018-10-09,188660
2018-10-10,188140
2018-10-11,188504
2018-10-12,188151
2018-10-13,186786
2018-10-14,189369
2018-10-15,189491
2018-10-16,188876
2018-10-17,187416
2018-10-18,186580
2018-10-19,183373
2018-10-20,181171
2018-10-21,178231
2018-10-22,174155
2018-10-23,174668
2018-10-24,176515
2018-10-25,176533
2018-10-26,175728
2018-10-27,175498
2018-10-28,173387
2018-10-29,171414
2018-10-30,171551
2018-10-31,172406
2018-11-01,175488
2018-11-03,177425
2018-11-04,184254
2018-11-05,189318
2018-11-06,198784
2018-11-07,208724
2018-11-08,219161
2018-11-09,230120
2018-11-10,241626
2018-11-11,253708
2018-11-12,266394
2018-11-13,279140
2018-11-14,291340
2018-11-15,301748
2018-11-16,309980
2018-11-17,318606
2018-11-18,311734
2018-11-19,303276
2018-11-20,294200
2018-11-21,289825
2018-11-22,282975
2018-11-23,276677
2018-11-24,282689
2018-11-25,287301
2018-11-26,277898
2018-11-27,280743
2018-11-28,269657
2018-11-29,262477
2018-12-01,257955
2018-12-02,257865
2018-12-03,257121
2018-12-04,257774
2018-12-05,259398
2018-12-07,264291
2018-12-09,257530
2018-12-10,253925
2018-12-11,245502
2018-12-12,236313
2018-12-13,224578
2018-12-14,213837
2018-12-15,205875
2018-12-16,198807
2018-12-17,192747
2018-12-18,187645
2018-12-19,185092
2018-12-20,182076
2018-12-21,185537
2018-12-22,194766
2018-12-23,197355
2018-12-24,188712
2018-12-25,187503
2018-12-26,181141
2018-12-27,177519
2018-12-28,176480
2018-12-29,175671
2018-12-30,177893
2018-12-31,180938
2019-01-01,188262
2019-01-02,190698
2019-01-03,188908
2019-01-04,185482
2019-01-05,183979
2019-01-06,180970
2019-01-08,178692
2019-01-10,175993
2019-01-11,171085
2019-01-12,170973
2019-01-13,167476
2019-01-14,165704
2019-01-15,171599
2019-01-16,173262
2019-01-17,172238
2019-01-18,175821
2019-01-19,183136
2019-01-20,186814
2019-01-21,184722
2019-01-22,185814
2019-01-23,194952
2019-01-24,202837
2019-01-25,199573
2019-01-26,197356
2019-01-27,196639
2019-01-28,196699
2019-01-29,198306
2019-01-30,199016
2019-01-31,199401
2019-02-01,202269
2019-02-02,203115
2019-02-03,202280
2019-02-04,201326
2019-02-05,199776
2019-02-06,198708
2019-02-07,197967
2019-02-08,195882
2019-02-09,194326
2019-02-10,188985
2019-02-11,185933
2019-02-12,185699
2019-02-13,179402
2019-02-14,174866
2019-02-15,173611
2019-02-16,173204
2019-02-17,172805
2019-02-18,172145
2019-02-19,174061
2019-02-20,178078
2019-02-21,175882
2019-02-22,174875
2019-02-23,175337
2019-02-24,177746
2019-02-25,180650
2019-02-26,178463
2019-02-27,178079
2019-02-28,176446
2019-03-01,175690
2019-03-02,176056
2019-03-03,176470
2019-03-04,176441
2019-03-05,179562
2019-03-06,179732
2019-03-07,181221
2019-03-08,182070
2019-03-09,182791
2019-03-10,181427
2019-03-11,179215
2019-03-12,178182
2019-03-13,177077
2019-03-14,176078
2019-03-15,175545
2019-03-16,174910
2019-03-17,174547
2019-03-18,177618
2019-03-19,178582
2019-03-20,186044
2019-03-21,192842
2019-03-22,201427
2019-03-23,206458
2019-03-24,212147
2019-03-25,220126
2019-03-26,217207
2019-03-27,215210
2019-03-28,211149
2019-03-29,201032
2019-03-30,197568
2019-03-31,194427
2019-04-01,188351
2019-04-02,186974
2019-04-03,184299
2019-04-04,183501
2019-04-05,183064
2019-04-06,181931
