date_obj,Bandos%20d'hide%20body price
2019-03-20,300009
2019-03-21,309441
2019-03-22,310607
2019-03-23,311851
2019-03-24,307144
2019-03-25,311915
2019-03-26,313659
2019-03-27,315233
2019-03-28,311562
2019-03-29,319283
2019-03-30,317680
2019-03-31,310646
2019-04-01,309673
2019-04-02,309552
2019-04-03,310159
2019-04-04,309856
2019-04-05,310882
2019-04-06,312781
2019-04-07,324748
2019-04-08,327670
2019-04-09,324536
2019-04-10,327271
2019-04-11,327556
2019-04-12,333986
2019-04-13,326077
2019-04-14,319578
2019-04-15,323189
2019-04-16,324724
2019-04-17,319516
2019-04-18,318884
2019-04-19,317979
2019-04-20,312423
2019-04-21,307146
2019-04-22,295611
2019-04-23,285619
2019-04-24,282044
2019-04-25,277117
2019-04-26,280583
2019-04-27,286267
2019-04-28,284979
2019-04-29,278074
2019-04-30,281797
2019-05-01,279284
2019-05-02,274943
2019-05-03,271531
2019-05-04,266712
2019-05-05,260098
2019-05-06,257521
2019-05-07,256514
2019-05-08,258583
2019-05-09,260515
2019-05-10,261233
2019-05-11,260451
2019-05-12,253649
2019-05-13,250900
2019-05-14,253241
2019-05-15,257303
2019-05-16,257243
2019-05-17,255479
2019-05-18,251351
2019-05-19,244009
2019-05-20,239057
2019-05-21,236696
2019-05-22,236236
2019-05-23,240723
2019-05-24,239736
2019-05-25,240876
2019-05-26,240322
2019-05-27,240052
2019-05-28,239478
2019-05-29,240150
2019-05-30,241130
2019-05-31,244393
2019-06-01,251558
2019-06-02,251805
2019-06-03,259829
2019-06-04,263200
2019-06-05,270858
2019-06-06,271910
2019-06-07,273136
2019-06-08,275745
2019-06-09,275774
2019-06-10,271218
2019-06-11,267586
2019-06-12,256881
2019-06-13,253631
2019-06-14,251889
2019-06-15,253742
2019-06-16,252518
2019-06-17,250331
2019-06-18,251526
2019-06-19,249640
2019-06-20,249509
2019-06-21,249403
2019-06-22,246012
2019-06-23,241946
2019-06-24,242780
2019-06-25,242768
2019-06-26,241224
2019-06-27,240519
2019-06-28,242447
2019-06-29,239291
2019-06-30,236475
2019-07-01,236380
2019-07-02,234320
2019-07-03,232131
2019-07-04,234118
2019-07-05,232467
2019-07-06,229593
2019-07-07,232104
2019-07-08,241567
2019-07-09,239452
2019-07-10,234598
2019-07-11,230582
2019-07-12,224984
2019-07-13,230021
2019-07-14,230678
2019-07-15,234826
2019-07-16,234223
2019-07-17,232470
2019-07-18,229213
2019-07-19,228032
2019-07-20,228742
2019-07-21,225972
2019-07-22,225460
2019-07-23,224357
2019-07-24,225712
2019-07-25,224104
2019-07-26,222412
2019-07-27,219001
2019-07-28,212514
2019-07-29,207680
2019-07-30,201163
2019-07-31,197105
2019-08-01,194027
2019-08-02,190491
2019-08-03,187942
2019-08-04,185726
2019-08-05,186267
2019-08-06,184739
2019-08-07,183687
2019-08-08,184892
2019-08-09,193721
2019-08-10,199889
2019-08-11,203095
2019-08-12,206416
2019-08-13,211036
2019-08-14,214037
2019-08-15,216791
2019-08-16,220608
2019-08-17,225805
2019-08-18,232608
2019-08-19,240615
2019-08-20,244268
2019-08-21,250277
2019-08-22,251826
2019-08-23,251445
2019-08-24,251913
2019-08-24,251913
2019-08-25,251664
2019-08-25,251664
2019-08-26,253333
2019-08-27,256661
2019-08-27,256661
2019-08-28,260945
2019-08-29,262415
2019-08-30,263434
2019-08-31,266353
2019-09-01,272443
2019-09-02,281195
2019-09-03,288820
2019-09-04,290184
2019-09-05,295055
2019-09-06,294295
2019-09-07,293736
2019-09-08,293793
2019-09-09,294497
2019-09-10,297065
2019-09-11,300615
2019-09-12,301567
2019-09-13,301122
2019-09-14,308422
2019-09-15,306411
2019-09-16,307343
2019-09-17,296420
2019-09-18,295881
2019-09-19,298457
2019-09-20,303233
2019-09-21,299613
2019-09-22,295539
2019-09-23,296324
2019-09-24,299789
2019-09-25,305992
2019-09-26,311759
2019-09-27,303285
2019-09-28,293691
2019-09-29,294378
2019-09-30,298053
2019-10-01,298619
2019-10-02,297840
2019-10-03,297104
2019-10-04,296773
2019-10-05,296257
2019-10-06,295353
2019-10-07,293400
2019-10-08,292323
2019-10-09,291145
2019-10-10,293266
2019-10-11,293514
2019-10-12,291879
2019-10-13,288105
2019-10-14,287611
2019-10-15,289630
2019-10-16,291434
2019-10-17,293443
2019-10-18,291884
2019-10-19,289430
2019-10-20,292059
2019-10-21,289805
2019-10-22,291626
2019-10-23,286815
2019-10-24,284185
2019-10-25,282015
2019-10-26,279209
2019-10-27,276157
2019-10-28,276801
2019-10-29,276917
2019-10-30,276217
2019-10-31,276032
2019-11-01,277099
2019-11-02,277973
2019-11-03,275437
2019-11-04,275081
2019-11-05,271801
2019-11-06,269925
2019-11-07,274207
2019-11-08,274907
2019-11-09,273854
2019-11-10,272321
2019-11-11,273861
2019-11-12,272746
2019-11-13,270829
2019-11-14,269662
2019-11-15,271409
2019-11-16,269270
2019-11-17,266517
2019-11-18,257013
2019-11-19,255940
2019-11-20,254539
2019-11-21,256670
2019-11-22,257113
2019-11-23,255935
2019-11-24,254819
2019-11-25,256956
2019-11-26,257955
2019-11-27,257429
2019-11-28,255268
2019-11-29,248918
2019-11-30,248808
2019-12-01,254349
2019-12-02,248338
2019-12-03,253653
2019-12-04,259867
2019-12-05,247581
2019-12-06,252448
2019-12-07,254058
2019-12-08,254059
2019-12-09,259468
2019-12-10,267173
2019-12-11,278195
2019-12-12,289506
2019-12-13,290666
2019-12-14,297408
2019-12-15,303255
2019-12-16,307119
2019-12-17,314773
2019-12-18,314617
2019-12-19,313632
2019-12-20,313260
2019-12-21,314720
2019-12-22,315100
2019-12-23,314517
2019-12-24,307579
2019-12-25,307277
2019-12-26,308616
2019-12-27,310457
2019-12-28,311219
2019-12-29,313694
2019-12-30,312695
2019-12-31,308239
2020-01-01,308392
2020-01-02,320215
2020-01-03,317624
2020-01-04,316720
2020-01-05,317107
2020-01-06,319472
2020-01-07,320473
2020-01-08,321023
2020-01-09,319835
2020-01-10,312682
2020-01-11,311613
2020-01-12,307693
2020-01-13,312949
2020-01-14,313840
2020-01-15,308338
2020-01-16,299842
2020-01-17,306524
2020-01-18,314281
2020-01-19,309865
2020-01-20,303331
2020-01-21,297207
2020-01-22,293075
2020-01-23,293487
2020-01-24,294807
2020-01-25,297343
2020-01-26,293175
2020-01-27,290278
2020-01-28,277681
2020-01-29,271364
2020-01-30,265239
2020-01-31,267704
2020-02-01,267366
2020-02-02,267108
2020-02-03,268891
2020-02-04,267380
2020-02-05,266744
2020-02-06,267112
2020-02-07,265189
2020-02-08,265138
2020-02-09,267837
2020-02-10,268965
2020-02-11,259555
2020-02-12,257773
2020-02-13,255224
2020-02-14,250796
2020-02-15,240778
2020-02-16,236862
2020-02-17,236427
2020-02-18,239135
2020-02-19,236421
2020-02-20,236059
2020-02-21,235178
2020-02-22,235030
2020-02-23,237723
2020-02-24,238803
2020-02-25,233120
2020-02-26,235313
2020-02-27,228360
2020-02-28,226222
2020-02-29,223535
2020-03-01,226646
2020-03-02,229276
2020-03-03,232040
2020-03-04,232526
2020-03-05,234032
2020-03-06,236080
2020-03-07,234913
2020-03-08,234365
2020-03-09,238263
2020-03-10,236074
2020-03-11,237171
2020-03-12,237919
2020-03-13,236537
2020-03-14,235323
2020-03-15,234613
2020-03-16,234872
2020-03-17,233530
2020-03-18,229771
2020-03-19,231148
2020-03-20,225752
2020-03-21,217142
2020-03-22,219150
2020-03-23,224531
2020-03-24,230431
2020-03-25,232105
2020-03-26,232554
2020-03-27,237754
2020-03-28,242424
2020-03-29,250650
2020-03-30,252600
2020-03-31,256183
2020-04-01,258920
2020-04-02,262515
2020-04-03,265497
2020-04-04,272372
2020-04-05,277171
2020-04-06,274844
2020-04-07,272574
2020-04-08,273523
2020-04-09,275780
2020-04-10,274767
2020-04-11,279344
2020-04-12,285330
2020-04-13,290402
2020-04-14,292449
2020-04-15,291091
2020-04-16,292378
2020-04-17,295913
2020-04-18,303439
2020-04-19,306802
2020-04-20,302051
2020-04-21,301514
2020-04-22,300444
2020-04-23,301862
2020-04-24,301053
2020-04-25,295444
2020-04-26,293633
2020-04-27,302431
2020-04-28,309879
2020-04-29,307419
2020-04-30,308108
2020-05-01,309717
2020-05-02,314327
2020-05-03,316709
2020-05-04,320480
2020-05-05,318722
2020-05-06,317090
2020-05-07,312219
2020-05-08,307908
2020-05-09,300053
2020-05-10,297573
2020-05-11,300021
2020-05-12,300523
2020-05-13,297796
