date_obj,Mining%20helmet price
2019-07-11,961
2019-07-12,981
2019-07-13,981
2019-07-14,1000
2019-07-15,1000
2019-07-16,990
2019-07-17,1016
2019-07-18,1016
2019-07-19,1043
2019-07-20,1043
2019-07-21,1063
2019-07-22,1083
2019-07-23,1074
2019-07-24,1074
2019-07-25,1068
2019-07-26,1068
2019-07-27,1078
2019-07-28,1078
2019-07-29,1093
2019-07-30,1095
2019-07-31,1076
2019-08-01,1076
2019-08-02,1041
2019-08-03,1008
2019-08-04,1008
2019-08-05,964
2019-08-06,924
2019-08-07,902
2019-08-08,902
2019-08-09,868
2019-08-10,868
2019-08-11,868
2019-08-12,872
2019-08-13,872
2019-08-14,864
2019-08-15,875
2019-08-16,857
2019-08-17,857
2019-08-18,845
2019-08-19,832
2019-08-20,832
2019-08-21,790
2019-08-22,750
2019-08-23,750
2019-08-24,724
2019-08-24,724
2019-08-25,724
2019-08-25,724
2019-08-26,687
2019-08-26,687
2019-08-27,687
2019-08-27,687
2019-08-28,662
2019-08-29,662
2019-08-30,671
2019-08-31,671
2019-09-01,670
2019-09-02,670
2019-09-03,670
2019-09-04,658
2019-09-05,658
2019-09-06,674
2019-09-07,655
2019-09-08,635
2019-09-09,635
2019-09-10,650
2019-09-11,649
2019-09-12,649
2019-09-13,668
2019-09-14,684
2019-09-15,702
2019-09-16,693
2019-09-17,693
2019-09-18,698
2019-09-19,698
2019-09-20,663
2019-09-21,631
2019-09-22,642
2019-09-23,640
2019-09-24,640
2019-09-25,639
2019-09-26,633
2019-09-27,633
2019-09-28,656
2019-09-29,656
2019-09-30,680
2019-10-01,682
2019-10-02,682
2019-10-03,661
2019-10-04,665
2019-10-05,642
2019-10-06,609
2019-10-07,609
2019-10-08,578
2019-10-09,578
2019-10-10,567
2019-10-11,567
2019-10-12,547
2019-10-13,533
2019-10-14,530
2019-10-15,530
2019-10-16,522
2019-10-17,522
2019-10-18,510
2019-10-19,512
2019-10-20,512
2019-10-21,505
2019-10-22,505
2019-10-23,484
2019-10-24,484
2019-10-25,469
2019-10-26,447
2019-10-27,447
2019-10-28,430
2019-10-29,430
2019-10-30,422
2019-10-31,400
2019-11-01,385
2019-11-02,390
2019-11-03,390
2019-11-04,379
2019-11-05,379
2019-11-06,362
2019-11-07,362
2019-11-08,351
2019-11-09,350
2019-11-10,350
2019-11-11,350
2019-11-12,347
2019-11-13,347
2019-11-14,346
2019-11-15,346
2019-11-16,349
2019-11-17,349
2019-11-18,352
2019-11-19,352
2019-11-20,354
2019-11-21,354
2019-11-22,349
2019-11-23,349
2019-11-24,358
2019-11-25,358
2019-11-26,368
2019-11-27,368
2019-11-28,373
2019-11-29,373
2019-11-30,374
2019-12-01,374
2019-12-02,388
2019-12-03,407
2019-12-04,407
2019-12-05,420
2019-12-06,420
2019-12-07,436
2019-12-08,436
2019-12-09,441
2019-12-10,441
2019-12-11,458
2019-12-12,458
2019-12-13,469
2019-12-14,469
2019-12-15,455
2019-12-16,455
2019-12-17,444
2019-12-18,444
2019-12-19,436
2019-12-20,436
2019-12-21,440
2019-12-22,448
2019-12-23,448
2019-12-24,464
2019-12-25,482
2019-12-26,482
2019-12-27,476
2019-12-28,458
2019-12-29,458
2019-12-30,466
2019-12-31,463
2020-01-01,463
2020-01-02,451
2020-01-03,451
2020-01-04,447
2020-01-05,450
2020-01-06,450
2020-01-07,460
2020-01-08,460
2020-01-09,449
2020-01-10,443
2020-01-11,420
2020-01-12,416
2020-01-13,416
2020-01-14,424
2020-01-15,432
2020-01-16,436
2020-01-17,428
2020-01-18,428
2020-01-19,412
2020-01-20,412
2020-01-21,420
2020-01-22,420
2020-01-23,411
2020-01-24,411
2020-01-25,420
2020-01-26,428
2020-01-27,409
2020-01-28,409
2020-01-29,410
2020-01-30,410
2020-01-31,411
2020-02-01,411
2020-02-02,397
2020-02-03,397
2020-02-04,377
2020-02-05,377
2020-02-06,360
2020-02-07,360
2020-02-08,352
2020-02-09,336
2020-02-10,332
2020-02-11,332
2020-02-12,321
2020-02-13,321
2020-02-14,312
2020-02-15,312
2020-02-16,296
2020-02-17,298
2020-02-18,283
2020-02-19,283
2020-02-20,269
2020-02-21,269
2020-02-22,255
2020-02-23,244
2020-02-24,247
2020-02-25,237
2020-02-26,240
2020-02-27,240
2020-02-28,243
2020-02-29,243
2020-03-01,253
2020-03-02,263
2020-03-03,274
2020-03-04,274
2020-03-05,281
2020-03-06,295
2020-03-07,309
2020-03-08,322
2020-03-09,320
2020-03-10,314
2020-03-11,314
2020-03-12,298
2020-03-13,304
2020-03-14,313
2020-03-15,314
2020-03-16,314
2020-03-17,325
2020-03-18,342
2020-03-19,360
2020-03-20,365
2020-03-21,379
2020-03-22,397
2020-03-23,410
2020-03-24,427
2020-03-25,446
2020-03-26,464
2020-03-27,484
2020-03-28,508
2020-03-29,533
2020-03-30,560
2020-03-31,562
2020-04-01,591
2020-04-02,620
2020-04-03,620
2020-04-04,609
2020-04-05,639
2020-04-06,649
2020-04-07,623
2020-04-08,644
2020-04-09,669
2020-04-10,703
2020-04-11,739
2020-04-12,776
2020-04-13,813
2020-04-14,854
2020-04-15,893
2020-04-16,938
2020-04-17,949
2020-04-18,937
2020-04-19,983
2020-04-20,1023
2020-04-21,1057
2020-04-22,1064
2020-04-23,1104
2020-04-24,1110
2020-04-25,1101
2020-04-26,1112
2020-04-27,1093
2020-04-28,1085
2020-04-29,1108
2020-04-30,1060
2020-05-01,1056
2020-05-02,1077
2020-05-03,1081
2020-05-04,1063
2020-05-05,1059
2020-05-06,1027
2020-05-07,1011
2020-05-08,994
2020-05-09,980
2020-05-10,1009
2020-05-11,1011
2020-05-12,1023
2020-05-13,1000
