date_obj,Yellow%20partyhat price
2019-04-08,3828
2019-04-09,3828
2019-04-10,3828
2019-04-11,3724
2019-04-12,3724
2019-04-13,3672
2019-04-14,3672
2019-04-15,3561
2019-04-16,3561
2019-04-17,3561
2019-04-18,3385
2019-04-19,3385
2019-04-20,3288
2019-04-21,3288
2019-04-22,3288
2019-04-23,3243
2019-04-24,3243
2019-04-25,3243
2019-04-26,3289
2019-04-27,3289
2019-04-28,3289
2019-04-29,3319
2019-04-30,3319
2019-05-01,3319
2019-05-02,3313
2019-05-03,3313
2019-05-04,3341
2019-05-05,3341
2019-05-06,3341
2019-05-07,3446
2019-05-08,3446
2019-05-09,3446
2019-05-10,3418
2019-05-11,3418
2019-05-12,3418
2019-05-13,3463
2019-05-14,3463
2019-05-15,3463
2019-05-16,3545
2019-05-17,3545
2019-05-18,3655
2019-05-19,3655
2019-05-20,3655
2019-05-21,3735
2019-05-22,3735
2019-05-23,3735
2019-05-24,3859
2019-05-25,3859
2019-05-26,3859
2019-05-27,3945
2019-05-28,3945
2019-05-29,4032
2019-05-30,4032
2019-05-31,4032
2019-06-01,4186
2019-06-02,4186
2019-06-03,4186
2019-06-04,4330
2019-06-05,4330
2019-06-06,4330
2019-06-07,4455
2019-06-08,4455
2019-06-09,4533
2019-06-10,4533
2019-06-11,4533
2019-06-12,4637
2019-06-13,4637
2019-06-14,4637
2019-06-15,4833
2019-06-16,4833
2019-06-17,4919
2019-06-18,4919
2019-06-19,4919
2019-06-20,5143
2019-06-21,5143
2019-06-22,5143
2019-06-23,5342
2019-06-24,5342
2019-06-25,5342
2019-06-26,5497
2019-06-27,5497
2019-06-28,5497
2019-06-29,5625
2019-06-30,5625
2019-07-01,5625
2019-07-02,5653
2019-07-03,5653
2019-07-04,5653
2019-07-05,5594
2019-07-06,5594
2019-07-07,5594
2019-07-08,5473
2019-07-09,5473
2019-07-10,5473
2019-07-11,5412
2019-07-12,5412
2019-07-13,5412
2019-07-14,5427
2019-07-15,5427
2019-07-16,5427
2019-07-17,5443
2019-07-18,5443
2019-07-19,5443
2019-07-20,5443
2019-07-21,5297
2019-07-22,5297
2019-07-23,5297
2019-07-24,5120
2019-07-25,5120
2019-07-26,5120
2019-07-27,5057
2019-07-28,5057
2019-07-29,5057
2019-07-30,5039
2019-07-31,5039
2019-08-01,5039
2019-08-02,5164
2019-08-03,5164
2019-08-04,5164
2019-08-05,5240
2019-08-06,5240
2019-08-07,5240
2019-08-08,5323
2019-08-09,5323
2019-08-10,5323
2019-08-11,5142
2019-08-12,5142
2019-08-13,5142
2019-08-14,5149
2019-08-15,5149
2019-08-16,5149
2019-08-17,5178
2019-08-18,5178
2019-08-19,5178
2019-08-20,5232
2019-08-21,5232
2019-08-22,5232
2019-08-23,5232
2019-08-24,5213
2019-08-24,5213
2019-08-25,5213
2019-08-25,5213
2019-08-26,5213
2019-08-26,5213
2019-08-27,5213
2019-08-27,5213
2019-08-28,5099
2019-08-29,5099
2019-08-30,5099
2019-08-31,5099
2019-09-01,5143
2019-09-02,5143
2019-09-03,5143
2019-09-04,5197
2019-09-05,5197
2019-09-06,5197
2019-09-07,5197
2019-09-08,5318
2019-09-09,5318
2019-09-10,5318
2019-09-11,5318
2019-09-12,5290
2019-09-13,5290
2019-09-14,5290
2019-09-15,5290
2019-09-16,5071
2019-09-17,5071
2019-09-18,5071
2019-09-19,4957
2019-09-20,4957
2019-09-21,4957
2019-09-22,4957
2019-09-23,4899
2019-09-24,4899
2019-09-25,4899
2019-09-26,4899
2019-09-27,4699
2019-09-28,4699
2019-09-29,4699
2019-09-30,4699
2019-10-01,4471
2019-10-02,4471
2019-10-03,4471
2019-10-04,4471
2019-10-05,4293
2019-10-06,4293
2019-10-07,4293
2019-10-08,4096
2019-10-09,4096
2019-10-10,4096
2019-10-11,4096
2019-10-12,3973
2019-10-13,3973
2019-10-14,3883
2019-10-15,3883
2019-10-16,3883
2019-10-17,3883
2019-10-18,3809
2019-10-19,3809
2019-10-20,3809
2019-10-21,3894
2019-10-22,3894
2019-10-23,3894
2019-10-24,3799
2019-10-25,3799
2019-10-26,3799
2019-10-27,3884
2019-10-28,3884
2019-10-29,3884
2019-10-30,3884
2019-10-31,4003
2019-11-01,4003
2019-11-02,4003
2019-11-03,4063
2019-11-04,4063
2019-11-05,4063
2019-11-06,4063
2019-11-07,4096
2019-11-08,4096
2019-11-09,4096
2019-11-10,4053
2019-11-11,4053
2019-11-12,4053
2019-11-13,4053
2019-11-14,4087
2019-11-15,4087
2019-11-16,4087
2019-11-17,4087
2019-11-18,4054
2019-11-19,4054
2019-11-20,4054
2019-11-21,4054
2019-11-22,3899
2019-11-23,3899
2019-11-24,3899
2019-11-25,3899
2019-11-26,3835
2019-11-27,3835
2019-11-28,3835
2019-11-29,3835
2019-11-30,3892
2019-12-01,3892
2019-12-02,3892
2019-12-03,3971
2019-12-04,3971
2019-12-05,3971
2019-12-06,3971
2019-12-07,3961
2019-12-08,3961
2019-12-09,3961
2019-12-10,3856
2019-12-11,3663
2019-12-12,3479
2019-12-13,3305
2019-12-14,3140
2019-12-15,2992
2019-12-16,2881
2019-12-17,2790
2019-12-18,2699
2019-12-19,2664
2019-12-20,2630
2019-12-21,2646
2019-12-22,2594
2019-12-23,2512
2019-12-24,2497
2019-12-25,2384
2019-12-26,2288
2019-12-27,2173
2019-12-28,2065
2019-12-29,2022
2019-12-30,1996
2019-12-31,2013
2020-01-01,2015
2020-01-02,2019
2020-01-03,2052
2020-01-04,2078
2020-01-05,2092
2020-01-06,2104
2020-01-07,2119
2020-01-08,2119
2020-01-09,2073
2020-01-10,1979
2020-01-11,1949
2020-01-12,1911
2020-01-13,1911
2020-01-14,1920
2020-01-15,1905
2020-01-16,1905
2020-01-17,1887
2020-01-18,1887
2020-01-19,1912
2020-01-20,1912
2020-01-21,1918
2020-01-22,1918
2020-01-23,1969
2020-01-24,1969
2020-01-25,2059
2020-01-26,2059
2020-01-27,2017
2020-01-28,2017
2020-01-29,1989
2020-01-30,1989
2020-01-31,1920
2020-02-01,1920
2020-02-02,1841
2020-02-03,1841
2020-02-04,1827
2020-02-05,1827
2020-02-06,1808
2020-02-07,1808
2020-02-08,1753
2020-02-09,1753
2020-02-10,1835
2020-02-11,1835
2020-02-12,1903
2020-02-13,1903
2020-02-14,1976
2020-02-15,1976
2020-02-16,1976
2020-02-17,2002
2020-02-18,2002
2020-02-19,2037
2020-02-20,1989
2020-02-21,1989
2020-02-22,1910
2020-02-23,1910
2020-02-24,1909
2020-02-25,1909
2020-02-26,1913
2020-02-27,1913
2020-02-28,1949
2020-02-29,1949
2020-03-01,1949
2020-03-02,1924
2020-03-03,1924
2020-03-04,1924
2020-03-05,1881
2020-03-06,1881
2020-03-07,1881
2020-03-08,1786
2020-03-09,1786
2020-03-10,1711
2020-03-11,1711
2020-03-12,1711
2020-03-13,1685
2020-03-14,1685
2020-03-15,1685
2020-03-16,1665
2020-03-17,1665
2020-03-18,1665
2020-03-19,1673
2020-03-20,1673
2020-03-21,1676
2020-03-22,1676
2020-03-23,1676
2020-03-24,1676
2020-03-25,1693
2020-03-26,1693
2020-03-27,1686
2020-03-28,1686
2020-03-29,1693
2020-03-30,1693
2020-03-31,1693
2020-04-01,1693
2020-04-02,1637
2020-04-03,1637
2020-04-04,1659
2020-04-05,1659
2020-04-06,1689
2020-04-07,1689
2020-04-08,1663
2020-04-09,1663
2020-04-10,1663
2020-04-11,1653
2020-04-12,1653
2020-04-13,1616
2020-04-14,1616
2020-04-15,1664
2020-04-16,1664
2020-04-17,1664
2020-04-18,1619
2020-04-19,1619
2020-04-20,1607
2020-04-21,1607
2020-04-22,1606
2020-04-23,1606
2020-04-24,1606
2020-04-25,1578
2020-04-26,1578
2020-04-27,1603
2020-04-28,1603
2020-04-29,1562
2020-04-30,1562
2020-05-01,1535
2020-05-02,1535
2020-05-03,1474
2020-05-04,1474
2020-05-05,1474
2020-05-06,1470
2020-05-07,1470
2020-05-08,1470
2020-05-09,1490
2020-05-10,1490
2020-05-11,1490
2020-05-12,1419
2020-05-13,1419
