date_obj,Zamorak%20platebody price
2016-05-30,83569
2016-05-31,83439
2016-06-01,83995
2016-06-02,84726
2016-06-03,85687
2016-06-04,87057
2016-06-05,87090
2016-06-06,88487
2016-06-07,88487
2016-06-08,89196
2016-06-09,89286
2016-06-10,89865
2016-06-11,89865
2016-06-12,89610
2016-06-13,89610
2016-06-14,86643
2016-06-15,86016
2016-06-16,86016
2016-06-17,87022
2016-06-18,87022
2016-06-19,87844
2016-06-20,87391
2016-06-21,87302
2016-06-22,87163
2016-06-23,87634
2016-06-24,88507
2016-06-25,89922
2016-06-26,89922
2016-06-27,89852
2016-06-28,91320
2016-06-29,92354
2016-06-30,94001
2016-07-01,94054
2016-07-02,93517
2016-07-03,91718
2016-07-04,91464
2016-07-05,91464
2016-07-06,91018
2016-07-07,90783
2016-07-08,91217
2016-07-09,88686
2016-07-10,87853
2016-07-11,87626
2016-07-12,87514
2016-07-13,85384
2016-07-14,85365
2016-07-15,85365
2016-07-16,84199
2016-07-17,85013
2016-07-18,85020
2016-07-24,83314
2016-07-25,83683
2016-07-26,83683
2016-07-27,83850
2016-07-28,83850
2016-07-29,82275
2016-07-30,81049
2016-07-31,81049
2016-08-01,79011
2016-08-02,77037
2016-08-03,76343
2016-08-04,76343
2016-08-05,75191
2016-08-06,73344
2016-08-07,71136
2016-08-08,71136
2016-08-09,69034
2016-08-10,69346
2016-08-11,69346
2016-08-12,70814
2016-08-13,70814
2016-08-14,68398
2016-08-15,66404
2016-08-16,65539
2016-08-17,65539
2016-08-18,65473
2016-08-19,63575
2016-08-20,61785
2016-08-21,61785
2016-08-22,59928
2016-08-23,58600
2016-08-24,58600
2016-08-25,57752
2016-08-26,57752
2016-08-28,56287
2016-08-31,55211
2016-09-01,54854
2016-09-02,54854
2016-09-03,54269
2016-09-04,54712
2016-09-05,55114
2016-09-06,54318
2016-09-07,54318
2016-09-08,54548
2016-09-09,54548
2016-09-10,55316
2016-09-11,55316
2016-09-12,55098
2016-09-13,55154
2016-09-14,55154
2016-09-15,55352
2016-09-16,55352
2016-09-17,54933
2016-09-18,54933
2016-09-19,55093
2016-09-20,55093
2016-09-21,56506
2016-09-22,57275
2016-09-23,57275
2016-09-24,58618
2016-09-25,60539
2016-09-26,60539
2016-09-27,63325
2016-09-28,65680
2016-09-29,65680
2016-09-30,68838
2016-10-01,68710
2016-10-02,68710
2016-10-03,69018
2016-10-04,69018
2016-10-05,71228
2016-10-06,71228
2016-10-07,74522
2016-10-08,77888
2016-10-09,77888
2016-10-10,81783
2016-10-11,85367
2016-10-12,85367
2016-10-13,89636
2016-10-14,89636
2016-10-15,94118
2016-10-16,94118
2016-10-17,98798
2016-10-18,98798
2016-10-19,103678
2016-10-20,103678
2016-10-21,107954
2016-10-22,107954
2016-10-23,112592
2016-10-24,117574
2016-10-25,117574
2016-10-26,122911
2016-10-27,122911
2016-10-28,128407
2016-10-29,133854
2016-10-30,133854
2016-10-31,140150
2016-11-01,140150
2016-11-02,145606
2016-11-03,145606
2016-11-04,149840
2016-11-05,149840
2016-11-06,142348
2016-11-07,136191
2016-11-08,129858
2016-11-09,123759
2016-11-10,118092
2016-11-11,113089
2016-11-12,107934
2016-11-13,107934
2016-11-14,102537
2016-12-08,85451
2016-12-09,84173
2016-12-10,84173
2016-12-11,84889
2016-12-12,84889
2016-12-13,86569
2016-12-14,87581
2016-12-15,87581
2016-12-16,86532
2016-12-17,85468
2016-12-18,85468
2016-12-19,85630
2016-12-20,84439
2016-12-21,83835
2016-12-22,83835
2016-12-23,84044
2016-12-24,84044
2016-12-25,83739
2016-12-26,83739
2016-12-27,83219
2016-12-28,81908
2016-12-29,82616
2016-12-30,82616
2016-12-31,83900
2017-01-01,85589
2017-01-02,86484
2017-01-03,86484
2017-01-04,86224
2017-01-05,86224
2017-01-06,86576
2017-01-07,86611
2017-01-08,86823
2017-01-09,86431
2017-01-10,85804
2017-01-11,84062
2017-01-12,80696
2017-01-13,80696
2017-01-14,76827
2017-01-15,74006
2017-01-16,71954
2017-01-17,71553
2017-01-18,70175
2017-01-19,70175
2017-01-20,68835
2017-01-21,68370
2017-01-22,69002
2017-01-27,68192
2017-01-28,67831
2017-01-29,67166
2017-01-30,67166
2017-01-31,66087
2017-02-01,64413
2017-02-02,62372
2017-02-03,60732
2017-02-04,59554
2017-02-05,58253
2017-02-06,56368
2017-02-07,56131
2017-02-08,55891
2017-02-09,55891
2017-02-10,56191
2017-02-11,56178
2017-02-12,56178
2017-02-13,57095
2017-02-14,58137
2017-02-15,58137
2017-02-16,58763
2017-02-18,58212
2017-02-19,58643
2017-02-20,58643
2017-02-21,58866
2017-02-22,58866
2017-02-23,60106
2017-02-24,60106
2017-02-25,61944
2017-02-26,61944
2017-02-27,62715
2017-02-28,64125
2017-03-01,65642
2017-03-02,65217
2017-03-03,65217
2017-03-04,66240
2017-03-05,65018
2017-03-06,65166
2017-03-07,65166
2017-03-08,65396
2017-03-09,65396
2017-03-10,66018
2017-03-11,66159
2017-03-12,66159
2017-03-13,66287
2017-03-14,66193
2017-03-15,66561
2017-03-16,66186
2017-03-17,66255
2017-03-18,66167
2017-03-19,66687
2017-03-20,66837
2017-03-21,68148
2017-03-22,68796
2017-03-23,68709
2017-03-24,67931
2017-03-25,67931
2017-03-26,67353
2017-03-27,66039
2017-03-28,64817
2017-03-29,65121
2017-03-30,65311
2017-03-31,65310
2017-04-01,64868
2017-04-02,64868
2017-04-03,64540
2017-04-04,65110
2017-04-12,64323
2017-04-13,63759
2017-04-14,63990
2017-04-15,64545
2017-04-16,64437
2017-04-17,65513
2017-04-18,66092
2017-04-19,67201
2017-04-20,67201
2017-04-21,67039
2017-04-22,67039
2017-04-23,67145
2017-04-24,65696
2017-04-25,64944
2017-04-26,64944
2017-04-27,64864
2017-04-28,65501
2017-04-29,65380
2017-04-30,65380
2017-05-01,64824
2017-05-02,64283
2017-05-03,64283
2017-05-04,63950
2017-05-05,64577
2017-05-06,64577
2017-05-07,64579
2017-05-08,64579
2017-05-09,63378
2017-05-10,63378
2017-05-11,63033
2017-05-12,63382
2017-05-13,64312
2017-05-14,64312
2017-05-15,64682
2017-05-16,65080
2017-05-17,65080
2017-05-18,64662
2017-05-19,64662
2017-05-20,64885
2017-05-21,64885
2017-05-22,65194
2017-05-23,65194
2017-05-24,65738
2017-05-25,65738
2017-05-26,65197
2017-05-27,64151
2017-05-28,64151
2017-05-29,62923
2017-05-30,63045
2017-05-31,62725
2017-06-01,60856
2017-06-02,61531
2017-06-03,61531
2017-06-06,57393
2017-06-07,58512
2017-06-08,58512
2017-06-09,58732
2017-06-10,58379
2017-06-11,58079
2017-06-12,58079
2017-06-13,56763
2017-06-14,56714
2017-06-15,56714
2017-06-16,56508
2017-06-17,56508
2017-06-18,56418
2017-06-19,56418
2017-06-20,55941
2017-06-21,56113
2017-06-22,56113
2017-06-23,56187
2017-06-24,57069
2017-06-25,57069
2017-06-26,56916
2017-06-27,55071
2017-06-28,55071
2017-06-29,53544
2017-06-30,52115
2017-07-01,52115
2017-07-02,51382
2017-07-03,51239
2017-07-04,49813
2017-07-05,49813
2017-07-06,48215
2017-07-07,48215
2017-07-08,48695
2017-07-13,47767
2017-07-14,46832
2017-07-15,46832
2017-07-16,45383
2017-07-17,44724
2017-07-18,44800
2017-07-19,45328
2017-07-20,46973
2017-07-21,49278
2017-07-22,50761
2017-07-23,52304
2017-07-24,52304
2017-07-25,54176
2017-07-26,56050
2017-07-27,58147
2017-07-28,59438
2017-07-29,59438
2017-07-30,59822
2017-07-31,59822
2017-08-01,60598
2017-08-02,61315
2017-08-03,61315
2017-08-04,61867
2017-08-05,62601
2017-08-06,62601
2017-08-09,64002
2017-08-10,63803
2017-08-11,63803
2017-08-12,61650
2017-08-13,61650
2017-08-14,59518
2017-08-15,57905
2017-08-16,57905
2017-08-17,57087
2017-08-18,57087
2017-08-19,57694
2017-08-20,56894
2017-08-21,56894
2017-08-22,56902
2017-08-23,56902
2017-08-24,56495
2017-08-25,56495
2017-08-26,55006
2017-08-27,54981
2017-08-28,54981
2017-08-29,54482
2017-08-30,53086
2017-08-31,53086
2017-09-01,53383
2017-09-02,52611
2017-09-03,52611
2017-09-04,52713
2017-09-05,52812
2017-09-06,53152
2017-09-07,53006
2017-09-08,53006
2017-09-09,52944
2017-09-10,52662
2017-09-11,52449
2017-09-12,52449
2017-09-13,52693
2017-09-14,52577
2017-09-15,52577
2017-09-16,52652
2017-09-17,52430
2017-09-18,52430
2017-09-19,52640
2017-09-20,53177
2017-09-21,52941
2017-09-22,53316
2017-09-23,53316
2017-09-24,53099
2017-09-25,53078
2017-09-26,53186
2017-09-27,53186
2017-09-28,52834
2017-09-29,52625
2017-09-30,52625
2017-10-01,52746
2017-10-02,52887
2017-10-03,52887
2017-10-04,53100
2017-10-05,53477
2017-10-06,53841
2017-10-07,54547
2017-10-08,54547
2017-10-09,55520
2017-10-10,56688
2017-10-11,56688
2017-10-12,56877
2017-10-13,57286
2017-10-14,57918
2017-10-15,57918
2017-10-16,58711
2017-10-17,58711
2017-10-18,59964
2017-10-19,59964
2017-10-20,60979
2017-10-21,60979
2017-10-22,62046
2017-10-23,62046
2017-10-24,61597
2017-10-25,60473
2017-10-26,60473
2017-10-27,60807
2017-10-28,60807
2017-10-29,61124
2017-10-30,63085
2017-10-31,66194
2017-11-01,66194
2017-11-02,67898
2017-11-03,67898
2017-11-04,69354
2017-11-05,69354
2017-11-06,71968
2017-11-07,71968
2017-11-08,74411
2017-11-09,76143
2017-11-10,76143
2017-11-11,77140
2017-11-12,78602
2017-11-13,78602
2017-11-14,79937
2017-11-15,79937
2017-11-16,80500
2017-11-17,80500
2017-11-18,81604
2017-11-19,81944
2017-11-20,80610
2017-11-21,79911
2017-11-22,79911
2017-11-23,79444
2017-11-24,79444
2017-11-25,79188
2017-11-26,79188
2017-11-27,77911
2017-11-28,78035
2017-11-29,78035
2017-11-30,81282
2017-12-01,83216
2017-12-02,83216
2017-12-03,81534
2017-12-04,81534
2017-12-05,80739
2017-12-06,77977
2017-12-07,77475
2017-12-08,77475
2017-12-09,78429
2017-12-10,78138
2017-12-11,77750
2017-12-12,77651
2017-12-13,77651
2017-12-14,76877
2017-12-15,76566
2017-12-16,76566
2017-12-17,74573
2017-12-18,71478
2017-12-19,70863
2017-12-20,73425
2017-12-21,72913
2017-12-22,72913
2017-12-23,74544
2017-12-24,76709
2017-12-25,78819
2017-12-26,80038
2017-12-27,81008
2017-12-28,81008
2017-12-29,83376
2017-12-30,84970
2017-12-31,84970
2018-01-01,85748
2018-01-02,85378
2018-01-03,84728
2018-01-04,84728
2018-01-05,83412
2018-01-06,81953
2018-01-07,80272
2018-01-08,80272
2018-01-09,80036
2018-01-10,80036
2018-01-11,79629
2018-01-12,78505
2018-01-13,77398
2018-01-14,76444
2018-01-15,75992
2018-01-16,75252
2018-01-17,74676
2018-01-18,72753
2018-01-19,72753
2018-01-20,71838
2018-01-21,72134
2018-01-22,71602
2018-01-23,70905
2018-01-24,70186
2018-01-25,69302
2018-01-26,68541
2018-01-27,66963
2018-01-28,64971
2018-01-29,63735
2018-01-30,64771
2018-02-01,61883
2018-02-02,62085
2018-02-03,61482
2018-02-04,61933
2018-02-05,63847
2018-02-06,66820
2018-02-07,69920
2018-02-08,72540
2018-02-09,73012
2018-02-10,70818
2018-02-11,69634
2018-02-12,69960
2018-02-13,68598
2018-02-14,67484
2018-02-15,68737
2018-02-16,69793
2018-02-17,70880
2018-02-18,72626
2018-02-19,70468
2018-02-20,67994
2018-02-21,67450
2018-02-22,67570
2018-02-23,67886
2018-02-24,66797
2018-02-25,66656
2018-02-26,65833
2018-02-27,64407
2018-02-28,62185
2018-03-01,60227
2018-03-02,60285
2018-03-03,58811
2018-03-04,57136
2018-03-05,56364
2018-03-06,55261
2018-03-07,56889
2018-03-08,58356
2018-03-09,58933
2018-03-10,59754
2018-03-11,59606
2018-03-12,58596
2018-03-13,56503
2018-03-14,56685
2018-03-15,57059
2018-03-16,57680
2018-03-17,58702
2018-03-18,59007
2018-03-20,59712
2018-03-21,59532
2018-03-23,57433
2018-03-24,55639
2018-03-26,51339
2018-03-27,50422
2018-03-28,51230
2018-03-29,51935
2018-03-30,52918
2018-03-31,53351
2018-04-01,54431
2018-04-02,55460
2018-04-03,54598
2018-04-04,54357
2018-04-05,54430
2018-04-06,55350
2018-04-08,55195
2018-04-09,56038
2018-04-10,56191
2018-04-11,57221
2018-04-12,57744
2018-04-13,57527
2018-04-14,57293
2018-04-16,57139
2018-04-17,56468
2018-04-18,56318
2018-04-19,56619
2018-04-20,56445
2018-04-21,56881
2018-04-22,57445
2018-04-23,55837
2018-04-24,56101
2018-04-25,55897
2018-04-26,56553
2018-04-27,57048
2018-04-28,57854
2018-04-29,58001
2018-04-30,58802
2018-05-02,56150
2018-05-03,55185
2018-05-04,55575
2018-05-05,56157
2018-05-06,56157
2018-05-07,57114
2018-05-08,58941
2018-05-09,61546
2018-05-10,61721
2018-05-11,62260
2018-05-12,60867
2018-05-13,60609
2018-05-14,61142
2018-05-15,61346
2018-05-16,61308
2018-05-17,61120
2018-05-18,60232
2018-05-19,59047
2018-05-20,59085
2018-05-21,58546
2018-05-22,59771
2018-05-23,60541
2018-05-24,61200
2018-05-25,61148
2018-05-26,60605
2018-05-27,60605
2018-05-28,59927
2018-05-29,60391
2018-05-30,60424
2018-05-31,58902
2018-06-01,59287
2018-06-02,59362
2018-06-03,60050
2018-06-04,59321
2018-06-05,58732
2018-06-06,57312
2018-06-07,57336
2018-06-08,56650
2018-06-09,56373
2018-06-10,55800
2018-06-11,55372
2018-06-12,55353
2018-06-13,54369
2018-06-14,55991
2018-06-15,56763
2018-06-16,56361
2018-06-17,56212
2018-06-18,55427
2018-06-19,54010
2018-06-20,54010
2018-06-21,53691
2018-06-22,52629
2018-06-23,53134
2018-06-24,52732
2018-06-25,51540
2018-06-26,49917
2018-06-27,49197
2018-06-28,48854
2018-06-29,48809
2018-06-30,48541
2018-07-01,47729
2018-07-02,46845
2018-07-03,46670
2018-07-04,45878
2018-07-05,45188
2018-07-06,44720
2018-07-07,44466
2018-07-08,43834
2018-07-09,44698
2018-07-10,44699
2018-07-11,45403
2018-07-12,44978
2018-07-13,46153
2018-07-14,47418
2018-07-15,49224
2018-07-16,50124
2018-07-17,50419
2018-07-18,49396
2018-07-19,48577
2018-07-20,48645
2018-07-21,48311
2018-07-22,46821
2018-07-23,46317
2018-07-24,45671
2018-07-25,46561
2018-07-26,47259
2018-07-27,47676
2018-07-28,48679
2018-07-29,49331
2018-07-30,49613
2018-07-31,50150
2018-08-01,50851
2018-08-02,51322
2018-08-03,51757
2018-08-04,51789
2018-08-05,51893
2018-08-06,51782
2018-08-07,52169
2018-08-08,52062
2018-08-09,52157
2018-08-10,51405
2018-08-11,51518
2018-08-12,50926
2018-08-14,48878
2018-08-16,46960
2018-08-17,46586
2018-08-18,47085
2018-08-19,47186
2018-08-20,47244
2018-08-21,48021
2018-08-22,48071
2018-08-23,48003
2018-08-24,48863
2018-08-25,49547
2018-08-26,50933
2018-08-27,51378
2018-08-28,51469
2018-08-29,51286
2018-08-30,51056
2018-08-31,50229
2018-09-01,50246
2018-09-02,50360
2018-09-03,51225
2018-09-04,50319
2018-09-05,50520
2018-09-06,50204
2018-09-07,49514
2018-09-08,49774
2018-09-09,50540
2018-09-10,50484
2018-09-11,49633
2018-09-12,50266
2018-09-13,50966
2018-09-14,52861
2018-09-15,54036
2018-09-16,54965
2018-09-17,55810
2018-09-18,55106
2018-09-19,55296
2018-09-20,54403
2018-09-21,53858
2018-09-22,53861
2018-09-23,54818
2018-09-24,54440
2018-09-25,55262
2018-09-26,56303
2018-09-27,57004
2018-09-28,56790
2018-09-29,56553
2018-09-30,56495
2018-10-02,55019
2018-10-03,54657
2018-10-04,55249
2018-10-05,55600
2018-10-06,56820
2018-10-07,57527
2018-10-08,58416
2018-10-09,57878
2018-10-10,59072
2018-10-11,59561
2018-10-12,59763
2018-10-13,60363
2018-10-14,60647
2018-10-15,61215
2018-10-16,62738
2018-10-17,64056
2018-10-18,64290
2018-10-19,66275
2018-10-20,68030
2018-10-21,68631
2018-10-22,67730
2018-10-23,66023
2018-10-24,65360
2018-10-25,64512
2018-10-26,65348
2018-10-27,67195
2018-10-28,69594
2018-10-29,72640
2018-10-30,73967
2018-10-31,76155
2018-11-01,79589
2018-11-03,83932
2018-11-04,87437
2018-11-05,91763
2018-11-06,96352
2018-11-07,101147
2018-11-08,106205
2018-11-09,111516
2018-11-10,117092
2018-11-11,122947
2018-11-12,128889
2018-11-13,135334
2018-11-14,142069
2018-11-15,149149
2018-11-16,156588
2018-11-17,164418
2018-11-18,172639
2018-11-19,181271
2018-11-20,190335
2018-11-21,199852
2018-11-22,209162
2018-11-23,218227
2018-11-24,227442
2018-11-25,235484
2018-11-26,243236
2018-11-27,250134
2018-11-28,252042
2018-11-29,250157
2018-12-01,244837
2018-12-02,236563
2018-12-03,230684
2018-12-04,222925
2018-12-05,214477
2018-12-07,198174
2018-12-09,188836
2018-12-10,183075
2018-12-11,178464
2018-12-12,173617
2018-12-13,170829
2018-12-14,167562
2018-12-15,162625
2018-12-16,159595
2018-12-17,159266
2018-12-18,159558
2018-12-19,158830
2018-12-20,159462
2018-12-21,159338
2018-12-22,159453
2018-12-23,159964
2018-12-24,160259
2018-12-25,160109
2018-12-26,158629
2018-12-27,158040
2018-12-28,158946
2018-12-29,160751
2018-12-30,160452
2018-12-31,158929
2019-01-01,156514
2019-01-02,154130
2019-01-03,152786
2019-01-04,152795
2019-01-05,152272
2019-01-06,149907
2019-01-08,148398
2019-01-10,137977
2019-01-11,132928
2019-01-12,129104
2019-01-13,123623
2019-01-14,118459
2019-01-15,113418
2019-01-16,111594
2019-01-17,109773
2019-01-18,106748
2019-01-19,105645
2019-01-20,104589
2019-01-21,103949
2019-01-22,104340
2019-01-23,102206
2019-01-24,100599
2019-01-25,99126
2019-01-26,97956
2019-01-27,96845
2019-01-28,96164
2019-01-29,95582
2019-01-30,93882
2019-01-31,94200
2019-02-01,93920
2019-02-02,92773
2019-02-03,93953
2019-02-04,95007
2019-02-05,94712
2019-02-06,93863
2019-02-07,93445
2019-02-08,93192
2019-02-09,92123
2019-02-10,91247
2019-02-11,90880
2019-02-12,90760
2019-02-13,90805
2019-02-14,89874
2019-02-15,87159
2019-02-16,85099
2019-02-17,83749
2019-02-18,82822
2019-02-19,82411
2019-02-20,82647
2019-02-21,83763
2019-02-22,83885
2019-02-23,83800
2019-02-24,84169
2019-02-25,84452
2019-02-26,83364
2019-02-27,82368
2019-02-28,81763
2019-03-01,81665
2019-03-02,80777
2019-03-03,80873
2019-03-04,80970
2019-03-05,80245
2019-03-06,79468
2019-03-07,78374
2019-03-08,78319
2019-03-09,77581
2019-03-10,75868
2019-03-11,74452
2019-03-12,73409
2019-03-13,73751
2019-03-14,74521
2019-03-15,74649
2019-03-16,75049
2019-03-17,75603
2019-03-18,75921
2019-03-19,76418
2019-03-20,76064
2019-03-21,75211
2019-03-22,75331
2019-03-23,76561
2019-03-24,76604
2019-03-25,77156
2019-03-26,76155
2019-03-27,74600
2019-03-28,73544
2019-03-29,73199
2019-03-30,72459
2019-03-31,70920
2019-04-01,70904
2019-04-02,69970
2019-04-03,69993
2019-04-04,70175
2019-04-05,68819
2019-04-06,68244
2019-04-07,67407
