date_obj,Green%20spiky%20vambraces price
2016-01-05,4572
2016-01-06,4572
2016-01-07,4572
2016-01-08,4572
2016-01-09,4572
2016-01-10,4393
2016-01-11,4393
2016-01-12,4393
2016-01-13,4393
2016-01-14,4393
2016-01-15,4393
2016-01-16,4393
2016-01-17,4393
2016-01-18,4350
2016-01-19,4350
2016-01-20,4350
2016-01-21,4350
2016-01-22,4350
2016-01-23,4350
2016-01-24,4350
2016-01-25,4350
2016-01-26,4326
2016-01-27,4326
2016-01-28,4326
2016-01-29,4326
2016-01-30,4326
2016-01-31,4326
2016-02-01,4326
2016-02-02,4266
2016-02-03,4266
2016-02-04,4266
2016-02-05,4266
2016-02-06,4266
2016-02-07,4266
2016-02-08,4266
2016-02-09,4237
2016-02-10,4237
2016-02-11,4237
2016-02-12,4237
2016-02-13,4237
2016-02-14,4237
2016-02-15,4237
2016-02-16,4144
2016-02-17,4144
2016-02-18,4144
2016-02-19,4144
2016-02-20,4144
2016-02-21,4144
2016-02-22,4144
2016-02-23,4150
2016-02-24,4150
2016-02-25,4150
2016-02-26,4150
2016-02-27,4150
2016-02-28,4150
2016-02-29,4150
2016-03-01,4049
2016-03-02,4049
2016-03-03,4049
2016-03-04,4049
2016-03-05,4049
2016-03-06,4049
2016-03-07,4049
2016-03-08,4049
2016-03-09,4111
2016-03-10,4111
2016-03-11,4111
2016-03-12,4111
2016-03-13,4111
2016-03-14,4111
2016-03-15,4111
2016-03-16,4111
2016-03-17,4117
2016-03-18,4117
2016-03-19,4117
2016-03-20,4117
2016-03-21,4117
2016-03-22,4117
2016-03-23,4117
2016-03-24,4051
2016-03-25,4051
2016-03-26,4051
2016-03-27,4051
2016-03-28,4051
2016-03-29,4051
2016-03-30,4051
2016-03-31,4051
2016-04-01,3982
2016-04-02,3982
2016-04-03,3982
2016-04-04,3982
2016-04-05,3982
2016-04-06,3982
2016-04-07,3982
2016-04-08,4018
2016-04-09,4018
2016-04-10,4018
2016-04-11,4018
2016-04-12,4018
2016-04-13,4018
2016-04-14,4018
2016-04-15,4018
2016-04-16,4011
2016-04-17,4011
2016-04-18,4011
2016-04-19,4011
2016-04-20,4011
2016-04-21,4011
2016-04-22,4011
2016-04-23,4040
2016-04-24,4040
2016-04-25,4040
2016-04-26,4040
2016-04-27,4040
2016-04-28,4040
2016-04-29,4040
2016-04-30,4063
2016-05-01,4063
2016-05-02,4063
2016-05-03,4063
2016-05-04,4063
2016-05-05,4063
2016-05-06,4063
2016-05-07,3959
2016-05-08,3959
2016-05-09,3959
2016-05-10,3959
2016-05-11,3959
2016-05-12,3959
2016-05-13,3959
2016-05-14,3961
2016-05-15,3961
2016-05-16,3961
2016-05-17,3961
2016-05-18,3961
2016-05-19,3961
2016-05-22,3939
2016-05-23,3939
2016-05-24,3939
2016-05-25,3939
2016-05-26,3939
2016-05-27,3939
2016-05-28,3939
2016-05-29,3834
2016-05-30,3834
2016-05-31,3834
2016-06-01,3834
2016-06-02,3834
2016-06-03,3834
2016-06-04,3834
2016-06-05,3834
2016-06-06,3838
2016-06-07,3838
2016-06-08,3838
2016-06-09,3838
2016-06-10,3838
2016-06-11,3838
2016-06-12,3838
2016-06-13,3785
2016-06-14,3785
2016-06-15,3785
2016-06-16,3785
2016-06-17,3785
2016-06-18,3785
2016-06-19,3785
2016-06-20,3600
2016-06-21,3600
2016-06-22,3600
2016-06-23,3600
2016-06-24,3600
2016-06-25,3600
2016-06-26,3470
2016-06-27,3470
2016-06-28,3470
2016-06-29,3470
2016-06-30,3470
2016-07-01,3470
2016-07-02,3432
2016-07-03,3432
2016-07-04,3432
2016-07-05,3432
2016-07-06,3432
2016-07-07,3432
2016-07-08,3405
2016-07-09,3405
2016-07-10,3405
2016-07-11,3405
2016-07-12,3405
2016-07-13,3405
2016-07-14,3405
2016-07-15,3361
2016-07-16,3361
2016-07-17,3361
2016-07-18,3361
2016-07-23,3368
2016-07-24,3368
2016-07-25,3368
2016-07-26,3368
2016-07-27,3368
2016-07-28,3211
2016-07-29,3211
2016-07-30,3211
2016-07-31,3211
2016-08-01,3211
2016-08-02,3053
2016-08-03,3053
2016-08-04,3053
2016-08-05,3053
2016-08-06,3053
2016-08-07,3053
2016-08-08,3053
2016-08-09,2911
2016-08-10,2911
2016-08-11,2911
2016-08-12,2911
2016-08-13,2911
2016-08-14,2911
2016-08-15,2911
2016-08-16,2911
2016-08-17,2792
2016-08-18,2792
2016-08-19,2792
2016-08-20,2792
2016-08-21,2792
2016-08-22,2792
2016-08-23,2792
2016-08-24,2792
2016-08-25,2712
2016-08-26,2712
2016-08-28,2712
2016-08-31,2712
2016-09-01,2712
2016-09-02,2712
2016-09-03,2683
2016-09-04,2683
2016-09-05,2683
2016-09-06,2683
2016-09-07,2683
2016-09-08,2683
2016-09-09,2683
2016-09-10,2683
2016-09-11,2683
2016-09-12,2616
2016-09-13,2616
2016-09-14,2616
2016-09-15,2616
2016-09-16,2616
2016-09-17,2616
2016-09-18,2616
2016-09-19,2616
2016-09-20,2616
2016-09-21,2616
2016-09-22,2597
2016-09-23,2597
2016-09-24,2597
2016-09-25,2597
2016-09-26,2597
2016-09-27,2597
2016-09-28,2597
2016-09-29,2597
2016-09-30,2597
2016-10-01,2597
2016-10-02,2597
2016-10-03,2597
2016-10-04,2597
2016-10-05,2597
2016-10-06,2597
2016-10-07,2597
2016-10-08,2597
2016-10-09,2597
2016-10-10,2597
2016-10-11,2597
2016-10-12,2597
2016-10-13,2531
2016-10-14,2531
2016-10-15,2531
2016-10-16,2531
2016-10-17,2531
2016-10-18,2531
2016-10-19,2531
2016-10-20,2531
2016-10-21,2531
2016-10-22,2498
2016-10-23,2498
2016-10-24,2498
2016-10-25,2498
2016-10-26,2498
2016-10-27,2498
2016-10-28,2498
2016-10-29,2498
2016-10-30,2498
2016-10-31,2427
2016-11-01,2427
2016-11-02,2427
2016-11-03,2427
2016-11-04,2427
2016-11-05,2427
2016-11-06,2427
2016-11-07,2427
2016-11-08,2427
2016-11-09,2427
2016-11-10,2427
2016-11-11,2427
2016-11-12,2420
2016-11-13,2420
2016-11-14,2420
2016-11-15,2420
2016-12-07,2355
2016-12-08,2355
2016-12-09,2355
2016-12-10,2366
2016-12-11,2366
2016-12-12,2366
2016-12-13,2366
2016-12-14,2366
2016-12-15,2366
2016-12-16,2366
2016-12-17,2366
2016-12-18,2366
2016-12-19,2379
2016-12-20,2379
2016-12-21,2379
2016-12-22,2379
2016-12-23,2379
2016-12-24,2379
2016-12-25,2379
2016-12-26,2379
2016-12-27,2379
2016-12-28,2338
2016-12-29,2338
2016-12-30,2338
2016-12-31,2338
2017-01-01,2338
2017-01-02,2338
2017-01-03,2338
2017-01-04,2338
2017-01-05,2338
2017-01-06,2316
2017-01-07,2316
2017-01-08,2316
2017-01-09,2316
2017-01-10,2316
2017-01-11,2316
2017-01-12,2316
2017-01-13,2283
2017-01-14,2283
2017-01-15,2283
2017-01-16,2283
2017-01-17,2283
2017-01-18,2283
2017-01-19,2283
2017-01-20,2239
2017-01-21,2239
2017-01-22,2239
2017-01-23,2239
2017-01-27,2239
2017-01-28,2219
2017-01-29,2219
2017-01-30,2219
2017-01-31,2219
2017-02-01,2219
2017-02-02,2219
2017-02-03,2219
2017-02-04,2193
2017-02-05,2193
2017-02-06,2193
2017-02-07,2193
2017-02-08,2193
2017-02-09,2193
2017-02-10,2193
2017-02-11,2190
2017-02-12,2190
2017-02-13,2190
2017-02-14,2190
2017-02-15,2190
2017-02-16,2190
2017-02-18,2190
2017-02-19,2131
2017-02-20,2131
2017-02-21,2131
2017-02-22,2131
2017-02-23,2131
2017-02-24,2131
2017-02-25,2131
2017-02-26,2131
2017-02-27,2117
2017-02-28,2117
2017-03-01,2117
2017-03-02,2117
2017-03-03,2117
2017-03-04,2117
2017-03-05,2117
2017-03-06,2135
2017-03-07,2135
2017-03-08,2135
2017-03-09,2135
2017-03-10,2135
2017-03-11,2135
2017-03-12,2135
2017-03-13,2135
2017-03-14,2127
2017-03-15,2127
2017-03-16,2127
2017-03-17,2127
2017-03-18,2127
2017-03-19,2127
2017-03-20,2127
2017-03-21,2133
2017-03-22,2133
2017-03-23,2133
2017-03-24,2133
2017-03-25,2133
2017-03-26,2133
2017-03-27,2133
2017-03-28,2133
2017-03-29,2149
2017-03-30,2149
2017-03-31,2149
2017-04-01,2149
2017-04-02,2149
2017-04-03,2149
2017-04-04,2149
2017-04-12,2137
2017-04-13,2137
2017-04-14,2127
2017-04-15,2127
2017-04-16,2127
2017-04-17,2127
2017-04-18,2127
2017-04-19,2127
2017-04-20,2127
2017-04-21,2154
2017-04-22,2154
2017-04-23,2154
2017-04-24,2154
2017-04-25,2154
2017-04-26,2154
2017-04-27,2154
2017-04-28,2154
2017-04-29,2112
2017-04-30,2112
2017-05-01,2112
2017-05-02,2112
2017-05-03,2112
2017-05-04,2112
2017-05-05,2112
2017-05-06,2112
2017-05-07,2112
2017-05-08,2112
2017-05-09,2112
2017-05-10,2112
2017-05-11,2112
2017-05-12,2112
2017-05-13,2112
2017-05-14,2125
2017-05-15,2125
2017-05-16,2125
2017-05-17,2125
2017-05-18,2125
2017-05-19,2125
2017-05-20,2125
2017-05-21,2125
2017-05-22,2091
2017-05-23,2091
2017-05-24,2091
2017-05-25,2091
2017-05-26,2091
2017-05-27,2091
2017-05-28,2091
2017-05-29,2091
2017-05-30,2091
2017-05-31,2066
2017-06-01,2066
2017-06-02,2066
2017-06-03,2066
2017-06-04,2066
2017-06-05,2066
2017-06-06,2066
2017-06-07,2026
2017-06-08,2026
2017-06-09,2026
2017-06-10,2026
2017-06-11,2026
2017-06-12,2026
2017-06-13,2026
2017-06-14,1963
2017-06-15,1963
2017-06-16,1963
2017-06-17,1963
2017-06-18,1963
2017-06-19,1963
2017-06-20,1963
2017-06-21,1985
2017-06-22,1985
2017-06-23,1985
2017-06-24,1985
2017-06-25,1985
2017-06-26,1985
2017-06-27,1985
2017-06-28,1985
2017-06-29,1972
2017-06-30,1972
2017-07-01,1972
2017-07-02,1972
2017-07-03,1972
2017-07-04,1972
2017-07-05,1972
2017-07-06,1972
2017-07-07,1972
2017-07-08,1960
2017-07-13,1960
2017-07-14,1960
2017-07-15,1960
2017-07-16,1960
2017-07-17,1960
2017-07-18,1960
2017-07-19,1960
2017-07-20,1960
2017-07-21,1960
2017-07-22,1960
2017-07-23,1960
2017-07-24,1973
2017-07-25,1973
2017-07-26,1973
2017-07-27,1973
2017-07-28,1973
2017-07-29,1973
2017-07-30,1973
2017-07-31,1973
2017-08-01,2016
2017-08-02,2016
2017-08-03,2016
2017-08-04,2016
2017-08-05,2016
2017-08-06,2016
2017-08-09,2048
2017-08-10,2048
2017-08-11,2048
2017-08-12,2048
2017-08-13,2048
2017-08-14,2048
2017-08-15,1994
2017-08-16,1994
2017-08-17,1994
2017-08-18,1994
2017-08-19,1994
2017-08-20,1994
2017-08-21,1994
2017-08-22,1999
2017-08-23,1999
2017-08-24,1999
2017-08-25,1999
2017-08-26,1999
2017-08-27,1999
2017-08-28,1999
2017-08-29,1999
2017-08-30,2009
2017-08-31,2009
2017-09-01,2009
2017-09-02,2009
2017-09-03,2009
2017-09-04,2009
2017-09-05,2009
2017-09-06,2009
2017-09-07,2016
2017-09-08,2016
2017-09-09,2016
2017-09-10,2016
2017-09-11,2016
2017-09-12,2016
2017-09-13,2016
2017-09-14,2016
2017-09-15,2004
2017-09-16,2004
2017-09-17,2004
2017-09-18,2004
2017-09-19,2004
2017-09-20,2004
2017-09-21,2004
2017-09-22,2004
2017-09-23,2004
2017-09-24,2013
2017-09-25,2013
2017-09-26,2013
2017-09-27,2013
2017-09-28,2013
2017-09-29,2013
2017-09-30,2013
2017-10-01,2013
2017-10-02,1969
2017-10-03,1969
2017-10-04,1969
2017-10-05,1969
2017-10-06,1969
2017-10-07,1969
2017-10-08,1969
2017-10-09,1969
2017-10-10,1969
2017-10-11,1951
2017-10-12,1951
2017-10-13,1951
2017-10-14,1951
2017-10-15,1951
2017-10-16,1951
2017-10-17,1951
2017-10-18,1951
2017-10-19,1951
2017-10-20,1910
2017-10-21,1910
2017-10-22,1910
2017-10-23,1910
2017-10-24,1910
2017-10-25,1910
2017-10-26,1910
2017-10-27,1910
2017-10-28,1910
2017-10-29,1846
2017-10-30,1846
2017-10-31,1846
2017-11-01,1846
2017-11-02,1846
2017-11-03,1846
2017-11-04,1846
2017-11-05,1846
2017-11-06,1846
2017-11-07,1843
2017-11-08,1843
2017-11-09,1843
2017-11-10,1843
2017-11-11,1843
2017-11-12,1843
2017-11-13,1843
2017-11-14,1843
2017-11-15,1843
2017-11-16,1843
2017-11-17,1835
2017-11-18,1835
2017-11-19,1835
2017-11-20,1835
2017-11-21,1835
2017-11-22,1835
2017-11-23,1835
2017-11-24,1835
2017-11-25,1835
2017-11-26,1817
2017-11-27,1817
2017-11-28,1817
2017-11-29,1817
2017-11-30,1817
2017-12-01,1817
2017-12-02,1817
2017-12-03,1817
2017-12-04,1817
2017-12-05,1817
2017-12-06,1817
2017-12-07,1823
2017-12-08,1823
2017-12-09,1823
2017-12-10,1823
2017-12-11,1823
2017-12-12,1823
2017-12-13,1823
2017-12-14,1823
2017-12-15,1823
2017-12-16,1823
2017-12-17,1856
2017-12-18,1856
2017-12-19,1856
2017-12-20,1856
2017-12-21,1856
2017-12-22,1856
2017-12-23,1856
2017-12-24,1856
2017-12-25,1856
2017-12-26,1867
2017-12-27,1867
2017-12-28,1867
2017-12-29,1867
2017-12-30,1867
2017-12-31,1867
2018-01-01,1867
2018-01-02,1867
2018-01-03,1868
2018-01-04,1868
2018-01-05,1868
2018-01-06,1868
2018-01-07,1868
2018-01-08,1868
2018-01-09,1868
2018-01-10,1859
2018-01-11,1859
2018-01-12,1859
2018-01-13,1859
2018-01-14,1859
2018-01-15,1859
2018-01-16,1859
2018-01-17,1847
2018-01-18,1847
2018-01-19,1847
2018-01-20,1847
2018-01-21,1847
2018-01-22,1847
2018-01-23,1847
2018-01-25,1795
2018-01-26,1795
2018-01-27,1795
2018-01-28,1795
2018-01-29,1729
2018-01-30,1729
2018-01-31,1729
2018-02-01,1729
2018-02-02,1745
2018-02-03,1745
2018-02-04,1745
2018-02-05,1745
2018-02-06,1766
2018-02-07,1766
2018-02-08,1766
2018-02-09,1767
2018-02-10,1767
2018-02-11,1767
2018-02-12,1767
2018-02-13,1814
2018-02-14,1814
2018-02-15,1814
2018-02-16,1814
2018-02-17,1804
2018-02-18,1804
2018-02-19,1804
2018-02-20,1735
2018-02-21,1735
2018-02-22,1735
2018-02-23,1735
2018-02-24,1676
2018-02-25,1676
2018-02-26,1676
2018-02-27,1653
2018-02-28,1653
2018-03-01,1653
2018-03-02,1653
2018-03-03,1662
2018-03-04,1662
2018-03-05,1662
2018-03-06,1662
2018-03-07,1684
2018-03-08,1684
2018-03-09,1684
2018-03-10,1684
2018-03-11,1684
2018-03-12,1699
2018-03-13,1699
2018-03-14,1699
2018-03-15,1699
2018-03-16,1699
2018-03-17,1729
2018-03-18,1729
2018-03-19,1729
2018-03-20,1729
2018-03-21,1700
2018-03-23,1700
2018-03-24,1700
2018-03-25,1700
2018-03-26,1686
2018-03-27,1686
2018-03-28,1686
2018-03-29,1686
2018-03-30,1686
2018-03-31,1676
2018-04-01,1676
2018-04-02,1676
2018-04-03,1676
2018-04-04,1636
2018-04-05,1636
2018-04-06,1636
2018-04-07,1636
2018-04-08,1636
2018-04-09,1644
2018-04-10,1644
2018-04-11,1644
2018-04-12,1644
2018-04-13,1644
2018-04-14,1683
2018-04-15,1683
2018-04-16,1683
2018-04-17,1683
2018-04-18,1683
2018-04-19,1713
2018-04-20,1713
2018-04-21,1713
2018-04-22,1713
2018-04-23,1713
2018-04-24,1723
2018-04-25,1723
2018-04-26,1723
2018-04-27,1723
2018-04-28,1723
2018-04-29,1772
2018-04-30,1772
2018-05-01,1772
2018-05-03,1772
2018-05-04,1824
2018-05-05,1824
2018-05-06,1824
2018-05-07,1824
2018-05-08,1824
2018-05-09,1825
2018-05-10,1825
2018-05-11,1825
2018-05-12,1825
2018-05-13,1825
2018-05-14,1884
2018-05-15,1884
2018-05-16,1884
2018-05-17,1884
2018-05-18,1870
2018-05-19,1870
2018-05-20,1870
2018-05-21,1870
2018-05-22,1870
2018-05-23,1866
2018-05-24,1866
2018-05-25,1866
2018-05-26,1866
2018-05-27,1850
2018-05-28,1850
2018-05-29,1850
2018-05-30,1850
2018-05-31,1836
2018-06-01,1836
2018-06-02,1836
2018-06-03,1836
2018-06-04,1823
2018-06-05,1823
2018-06-06,1823
2018-06-07,1823
2018-06-08,1849
2018-06-09,1849
2018-06-10,1849
2018-06-11,1849
2018-06-12,1849
2018-06-13,1836
2018-06-14,1836
2018-06-15,1836
2018-06-16,1836
2018-06-17,1836
2018-06-18,1802
2018-06-19,1802
2018-06-20,1802
2018-06-21,1802
2018-06-22,1802
2018-06-23,1799
2018-06-24,1799
2018-06-25,1799
2018-06-26,1799
2018-06-27,1799
2018-06-28,1805
2018-06-29,1805
2018-06-30,1805
2018-07-01,1805
2018-07-02,1805
2018-07-03,1727
2018-07-04,1727
2018-07-05,1727
2018-07-06,1727
2018-07-07,1727
2018-07-08,1739
2018-07-09,1739
2018-07-10,1739
2018-07-11,1739
2018-07-12,1739
2018-07-13,1739
2018-07-14,1739
2018-07-15,1805
2018-07-16,1805
2018-07-17,1805
2018-07-18,1831
2018-07-19,1831
2018-07-20,1831
2018-07-21,1831
2018-07-22,1821
2018-07-23,1821
2018-07-24,1821
2018-07-25,1844
2018-07-26,1844
2018-07-27,1844
2018-07-28,1844
2018-07-29,1817
2018-07-30,1817
2018-07-31,1817
2018-08-01,1785
2018-08-02,1785
2018-08-03,1785
2018-08-04,1788
2018-08-05,1788
2018-08-06,1788
2018-08-07,1773
2018-08-08,1773
2018-08-09,1773
2018-08-10,1761
2018-08-11,1761
2018-08-12,1761
2018-08-14,1717
2018-08-16,1717
2018-08-17,1691
2018-08-18,1691
2018-08-19,1691
2018-08-20,1663
2018-08-21,1663
2018-08-22,1663
2018-08-23,1688
2018-08-24,1688
2018-08-25,1651
2018-08-26,1651
2018-08-27,1651
2018-08-28,1623
2018-08-29,1623
2018-08-30,1623
2018-08-31,1658
2018-09-01,1658
2018-09-02,1658
2018-09-03,1667
2018-09-04,1667
2018-09-05,1694
2018-09-06,1694
2018-09-07,1694
2018-09-08,1663
2018-09-09,1663
2018-09-10,1663
2018-09-11,1654
2018-09-12,1654
2018-09-13,1654
2018-09-14,1593
2018-09-15,1593
2018-09-16,1593
2018-09-17,1577
2018-09-18,1577
2018-09-19,1577
2018-09-20,1565
2018-09-21,1565
2018-09-22,1548
2018-09-23,1548
2018-09-24,1548
2018-09-25,1570
2018-09-26,1570
2018-09-27,1570
2018-09-28,1622
2018-09-29,1622
2018-09-30,1622
2018-10-01,1580
2018-10-02,1580
2018-10-03,1580
2018-10-04,1580
2018-10-05,1601
2018-10-06,1601
2018-10-07,1601
2018-10-08,1596
2018-10-09,1596
2018-10-10,1596
2018-10-11,1599
2018-10-12,1599
2018-10-13,1599
2018-10-14,1578
2018-10-15,1578
2018-10-16,1578
2018-10-17,1578
2018-10-18,1576
2018-10-19,1576
2018-10-20,1576
2018-10-21,1576
2018-10-22,1600
2018-10-23,1600
2018-10-24,1600
2018-10-25,1600
2018-10-26,1641
2018-10-27,1641
2018-10-28,1641
2018-10-29,1645
2018-10-30,1645
2018-10-31,1645
2018-11-01,1673
2018-11-03,1682
2018-11-04,1682
2018-11-05,1710
2018-11-06,1710
2018-11-07,1703
2018-11-08,1703
2018-11-09,1711
2018-11-10,1756
2018-11-11,1756
2018-11-12,1799
2018-11-13,1799
2018-11-14,1812
2018-11-15,1896
2018-11-16,1896
2018-11-17,1868
2018-11-18,1868
2018-11-19,1883
2018-11-20,1860
2018-11-21,1860
2018-11-22,1870
2018-11-23,1870
2018-11-24,1848
2018-11-25,1828
2018-11-26,1828
2018-11-27,1884
2018-11-28,1884
2018-11-29,1886
2018-12-01,1888
2018-12-02,1888
2018-12-03,1876
2018-12-04,1876
2018-12-05,1884
2018-12-07,1890
2018-12-09,1907
2018-12-10,1902
2018-12-11,1902
2018-12-12,1928
2018-12-13,1928
2018-12-14,1936
2018-12-15,1936
2018-12-16,2018
2018-12-17,2018
2018-12-18,2027
2018-12-19,2027
2018-12-20,2072
2018-12-21,2072
2018-12-22,2145
2018-12-23,2145
2018-12-24,2176
2018-12-25,2176
2018-12-26,2173
2018-12-27,2195
2018-12-28,2195
2018-12-29,2112
2018-12-30,2112
2018-12-31,2108
2019-01-01,2108
2019-01-02,2052
2019-01-03,2052
2019-01-04,1950
2019-01-05,1915
2019-01-06,1898
2019-01-08,1845
2019-01-10,1806
2019-01-11,1806
2019-01-12,1807
2019-01-13,1807
2019-01-14,1790
2019-01-15,1790
2019-01-16,1824
2019-01-17,1824
2019-01-18,1890
2019-01-19,1890
2019-01-20,1918
2019-01-21,1918
2019-01-22,1935
2019-01-23,1935
2019-01-24,1935
2019-01-25,2008
2019-01-26,2008
2019-01-27,1936
2019-01-28,1936
2019-01-29,1858
2019-01-30,1858
2019-01-31,1858
2019-02-01,1835
2019-02-02,1835
2019-02-03,1756
2019-02-04,1756
2019-02-05,1698
2019-02-06,1698
2019-02-07,1698
2019-02-08,1667
2019-02-09,1667
2019-02-10,1667
2019-02-11,1673
2019-02-12,1673
2019-02-13,1699
2019-02-14,1699
2019-02-15,1699
2019-02-16,1675
2019-02-17,1675
2019-02-18,1669
2019-02-19,1669
2019-02-20,1669
2019-02-21,1684
2019-02-22,1684
2019-02-23,1684
2019-02-24,1664
2019-02-25,1664
2019-02-26,1664
2019-02-27,1647
2019-02-28,1647
2019-03-01,1647
2019-03-02,1668
2019-03-03,1668
2019-03-04,1668
2019-03-05,1661
2019-03-06,1661
2019-03-07,1661
2019-03-08,1641
2019-03-09,1641
2019-03-10,1638
2019-03-11,1638
2019-03-12,1638
2019-03-13,1653
2019-03-14,1653
2019-03-15,1653
2019-03-16,1643
2019-03-17,1643
2019-03-18,1643
2019-03-19,1668
2019-03-20,1668
2019-03-21,1668
2019-03-22,1668
2019-03-23,1692
2019-03-24,1692
2019-03-25,1692
