date_obj,Mushroom%20pie price
2018-10-13,4132
2018-10-14,4081
2018-10-15,4045
2018-10-16,3981
2018-10-17,3795
2018-10-18,3650
2018-10-19,3575
2018-10-20,3575
2018-10-21,3549
2018-10-22,3668
2018-10-23,3668
2018-10-24,3632
2018-10-25,3734
2018-10-26,3885
2018-10-27,4046
2018-10-28,4042
2018-10-29,4042
2018-10-30,4074
2018-10-31,4089
2018-11-01,4243
2018-11-03,4409
2018-11-04,4529
2018-11-05,4602
2018-11-06,4710
2018-11-07,4710
2018-11-08,4769
2018-11-09,4869
2018-11-10,4863
2018-11-11,4810
2018-11-12,4921
2018-11-13,5049
2018-11-15,5342
2018-11-16,5314
2018-11-17,5171
2018-11-18,5200
2018-11-19,5071
2018-11-20,5056
2018-11-21,5009
2018-11-22,5162
2018-11-23,5078
2018-11-24,5121
2018-11-25,4969
2018-11-26,5052
2018-11-27,5006
2018-11-28,4949
2018-11-29,4822
2018-12-01,4975
2018-12-02,5199
2018-12-03,5199
2018-12-04,5220
2018-12-05,5099
2018-12-07,5123
2018-12-09,4878
2018-12-10,4847
2018-12-11,4864
2018-12-12,4777
2018-12-13,4635
2018-12-14,4725
2018-12-15,4890
2018-12-16,4891
2018-12-17,4897
2018-12-18,4978
2018-12-19,4936
2018-12-20,4977
2018-12-21,5052
2018-12-22,4918
2018-12-23,4864
2018-12-24,4807
2018-12-25,4757
2018-12-26,4887
2018-12-27,4844
2018-12-28,4685
2018-12-29,4722
2018-12-30,4656
2018-12-31,4621
2019-01-01,4681
2019-01-02,4683
2019-01-03,4628
2019-01-04,4691
2019-01-05,4570
2019-01-06,4522
2019-01-08,4336
2019-01-10,4288
2019-01-11,4360
2019-01-12,4210
2019-01-13,4000
2019-01-14,3938
2019-01-15,3998
2019-01-16,4100
2019-01-17,4177
2019-01-18,4293
2019-01-19,4290
2019-01-20,4397
2019-01-21,4575
2019-01-22,4590
2019-01-23,4584
2019-01-24,4530
2019-01-25,4639
2019-01-26,4766
2019-01-27,4724
2019-01-28,4618
2019-01-29,4654
2019-01-30,4729
2019-01-31,4688
2019-02-01,4649
2019-02-02,4546
2019-02-03,4588
2019-02-04,4757
2019-02-05,4673
2019-02-06,4458
2019-02-07,4356
2019-02-08,4249
2019-02-09,4185
2019-02-10,4091
2019-02-11,4096
2019-02-12,4059
2019-02-13,4000
2019-02-14,3969
2019-02-15,3921
2019-02-16,3934
2019-02-17,3958
2019-02-18,3902
2019-02-19,3816
2019-02-20,3814
2019-02-21,3790
2019-02-22,3617
2019-02-23,3691
2019-02-24,3865
2019-02-25,3851
2019-02-26,3773
2019-02-27,3844
2019-02-28,3940
2019-03-01,3909
2019-03-02,3975
2019-03-03,3960
2019-03-04,3985
2019-03-05,4174
2019-03-06,4111
2019-03-07,3911
2019-03-08,3715
2019-03-09,3529
2019-03-10,3352
2019-03-11,3184
2019-03-12,3059
2019-03-13,2968
2019-03-14,2932
2019-03-15,3000
2019-03-16,2991
2019-03-17,3008
2019-03-18,3064
2019-03-19,3136
2019-03-20,3219
2019-03-21,3277
2019-03-22,3257
2019-03-23,3302
2019-03-24,3300
2019-03-25,3269
2019-03-26,3339
2019-03-27,3354
2019-03-28,3348
2019-03-29,3362
2019-03-30,3362
2019-03-31,3499
2019-04-01,3526
2019-04-02,3401
2019-04-03,3353
2019-04-04,3239
2019-04-05,3256
2019-04-06,3365
2019-04-07,3428
2019-04-08,3528
2019-04-09,3598
2019-04-10,3453
2019-04-11,3397
2019-04-12,3313
2019-04-13,3283
2019-04-14,3379
2019-04-15,3410
2019-04-16,3541
2019-04-17,3598
2019-04-18,3588
2019-04-19,3418
2019-04-20,3288
2019-04-21,3191
2019-04-22,3056
2019-04-23,3151
2019-04-24,3167
2019-04-25,3207
2019-04-26,3213
2019-04-27,3099
2019-04-28,3115
2019-04-29,3013
2019-04-30,3081
2019-05-01,3095
2019-05-02,3102
2019-05-03,3046
2019-05-04,2949
2019-05-05,2862
2019-05-06,2842
2019-05-07,2910
2019-05-08,2908
2019-05-09,2907
2019-05-10,2921
2019-05-11,2843
2019-05-12,2710
2019-05-13,2758
2019-05-14,2757
2019-05-15,2721
2019-05-16,2778
2019-05-17,2846
2019-05-18,2828
2019-05-19,2791
2019-05-20,2777
2019-05-21,2760
2019-05-22,2715
2019-05-23,2787
2019-05-24,2859
2019-05-25,2725
2019-05-26,2588
2019-05-27,2458
2019-05-28,2335
2019-05-29,2234
2019-05-30,2227
2019-05-31,2199
2019-06-01,2237
2019-06-02,2155
2019-06-03,2055
2019-06-04,1986
2019-06-05,1998
2019-06-06,2083
2019-06-07,2009
2019-06-08,1943
2019-06-09,1928
2019-06-10,1928
2019-06-11,1914
2019-06-12,1994
2019-06-13,2050
2019-06-14,2105
2019-06-15,2168
2019-06-16,2202
2019-06-17,2258
2019-06-18,2191
2019-06-19,2219
2019-06-20,2238
2019-06-21,2303
2019-06-22,2240
2019-06-23,2285
2019-06-24,2345
2019-06-25,2340
2019-06-26,2421
2019-06-27,2519
2019-06-28,2519
2019-06-29,2645
2019-06-30,2761
2019-07-01,2761
2019-07-02,2777
2019-07-03,2900
2019-07-04,2891
2019-07-05,2824
2019-07-06,2954
2019-07-07,3037
2019-07-08,3079
2019-07-09,3131
2019-07-10,3200
2019-07-11,3092
2019-07-12,3036
2019-07-13,3009
2019-07-14,3082
2019-07-15,3180
2019-07-16,3075
2019-07-17,3203
2019-07-18,3321
2019-07-19,3314
2019-07-20,3314
2019-07-21,3305
2019-07-22,3343
2019-07-23,3365
2019-07-24,3374
2019-07-25,3389
2019-07-26,3406
2019-07-27,3440
2019-07-28,3412
2019-07-29,3409
2019-07-30,3386
2019-07-31,3291
2019-08-01,3218
2019-08-02,3082
2019-08-03,3073
2019-08-04,3062
2019-08-05,2967
2019-08-06,2822
2019-08-07,2808
2019-08-08,2878
2019-08-09,2870
2019-08-10,2940
2019-08-11,2838
2019-08-12,2889
2019-08-13,2859
2019-08-14,2760
2019-08-15,2817
2019-08-16,2817
2019-08-17,2817
2019-08-18,2792
2019-08-19,2730
2019-08-20,2696
2019-08-21,2657
2019-08-22,2534
2019-08-23,2476
2019-08-24,2447
2019-08-24,2447
2019-08-25,2413
2019-08-25,2413
2019-08-26,2399
2019-08-26,2399
2019-08-27,2349
2019-08-27,2349
2019-08-28,2276
2019-08-29,2285
2019-08-30,2272
2019-08-31,2272
2019-09-01,2317
2019-09-02,2317
2019-09-03,2367
2019-09-04,2275
2019-09-05,2161
2019-09-06,2054
2019-09-07,2039
2019-09-08,2126
2019-09-09,2233
2019-09-10,2298
2019-09-11,2371
2019-09-12,2444
2019-09-13,2510
2019-09-14,2451
2019-09-15,2402
2019-09-16,2363
2019-09-17,2352
2019-09-18,2236
2019-09-19,2155
2019-09-20,2155
2019-09-21,2086
2019-09-22,1996
2019-09-23,1963
2019-09-24,1963
2019-09-25,1988
2019-09-26,2024
2019-09-27,2024
2019-09-28,1943
2019-09-29,1943
2019-09-30,1941
2019-10-01,1845
2019-10-02,1845
2019-10-03,1855
2019-10-04,1837
2019-10-05,1884
2019-10-06,1877
2019-10-07,1857
2019-10-08,1902
2019-10-09,1902
2019-10-10,1961
2019-10-11,1984
2019-10-12,2009
2019-10-13,2047
2019-10-14,2082
2019-10-15,2109
2019-10-16,2188
2019-10-17,2188
2019-10-18,2225
2019-10-19,2243
2019-10-20,2163
2019-10-21,2168
2019-10-22,2189
2019-10-23,2246
2019-10-24,2316
2019-10-25,2369
2019-10-26,2412
2019-10-27,2444
2019-10-28,2415
2019-10-29,2415
2019-10-30,2405
2019-10-31,2415
2019-11-01,2430
2019-11-02,2308
2019-11-03,2341
2019-11-04,2357
2019-11-05,2357
2019-11-06,2356
2019-11-07,2276
2019-11-08,2295
2019-11-09,2338
2019-11-10,2418
2019-11-11,2485
2019-11-12,2531
2019-11-13,2601
2019-11-14,2534
2019-11-15,2576
2019-11-16,2648
2019-11-17,2648
2019-11-18,2682
2019-11-19,2548
2019-11-20,2541
2019-11-21,2541
2019-11-22,2484
2019-11-23,2415
2019-11-24,2337
2019-11-25,2299
2019-11-26,2250
2019-11-27,2250
2019-11-28,2219
2019-11-29,2219
2019-11-30,2138
2019-12-01,2135
2019-12-02,2044
2019-12-03,1955
2019-12-04,1934
2019-12-05,1934
2019-12-06,1866
2019-12-07,1807
2019-12-08,1898
2019-12-09,1952
2019-12-10,1964
2019-12-11,1988
2019-12-12,1988
2019-12-13,1925
2019-12-14,1828
2019-12-15,1834
2019-12-16,1773
2019-12-17,1797
2019-12-18,1797
2019-12-19,1797
2019-12-20,1812
2019-12-21,1782
2019-12-22,1692
2019-12-23,1607
2019-12-24,1526
2019-12-25,1449
2019-12-26,1458
2019-12-27,1479
2019-12-28,1446
2019-12-29,1416
2019-12-30,1484
2019-12-31,1434
2020-01-01,1459
2020-01-02,1426
2020-01-03,1450
2020-01-04,1516
2020-01-05,1537
2020-01-06,1531
2020-01-07,1594
2020-01-08,1594
2020-01-09,1638
2020-01-10,1694
2020-01-11,1757
2020-01-12,1845
2020-01-13,1845
2020-01-14,1938
2020-01-15,2015
2020-01-16,2082
2020-01-17,2179
2020-01-18,2194
2020-01-19,2200
2020-01-20,2090
2020-01-21,2002
2020-01-22,1966
2020-01-23,1907
2020-01-24,1904
2020-01-25,1860
2020-01-26,1845
2020-01-27,1822
2020-01-28,1761
2020-01-29,1807
2020-01-30,1854
2020-01-31,1884
2020-02-01,1938
2020-02-02,1951
2020-02-03,1904
2020-02-04,1911
2020-02-05,1894
2020-02-06,1904
2020-02-07,1954
2020-02-08,1995
2020-02-09,1908
2020-02-10,1812
2020-02-11,1721
2020-02-12,1634
2020-02-13,1552
2020-02-14,1503
2020-02-15,1457
2020-02-16,1454
2020-02-17,1441
2020-02-18,1499
2020-02-19,1519
2020-02-20,1568
2020-02-21,1568
2020-02-22,1545
2020-02-23,1540
2020-02-24,1573
2020-02-25,1652
2020-02-26,1673
2020-02-27,1626
2020-02-28,1665
2020-02-29,1665
2020-03-01,1612
2020-03-02,1539
2020-03-03,1508
2020-03-04,1432
2020-03-05,1365
2020-03-06,1302
2020-03-07,1332
2020-03-08,1297
2020-03-09,1291
2020-03-10,1264
2020-03-11,1238
2020-03-12,1259
2020-03-13,1313
2020-03-14,1361
2020-03-15,1409
2020-03-16,1442
2020-03-17,1465
2020-03-18,1511
2020-03-19,1576
2020-03-20,1571
2020-03-21,1555
2020-03-22,1581
2020-03-23,1656
2020-03-24,1726
2020-03-25,1760
2020-03-26,1828
2020-03-27,1909
2020-03-28,1889
2020-03-29,1845
2020-03-30,1764
2020-03-31,1825
2020-04-01,1798
2020-04-02,1726
2020-04-03,1653
2020-04-04,1570
2020-04-05,1562
2020-04-06,1548
2020-04-07,1521
2020-04-08,1501
2020-04-09,1557
2020-04-10,1605
2020-04-11,1626
2020-04-12,1607
2020-04-13,1599
2020-04-14,1543
2020-04-15,1558
2020-04-16,1514
2020-04-17,1478
2020-04-18,1479
2020-04-19,1541
2020-04-20,1619
2020-04-21,1680
2020-04-22,1750
2020-04-23,1838
2020-04-24,1930
2020-04-25,2021
2020-04-26,2029
2020-04-27,2001
2020-04-28,1996
2020-04-29,1979
2020-04-30,1966
2020-05-01,1947
2020-05-02,1864
2020-05-03,1786
2020-05-04,1728
2020-05-05,1735
2020-05-06,1721
2020-05-07,1730
2020-05-08,1717
2020-05-09,1703
2020-05-10,1692
2020-05-11,1665
2020-05-12,1706
2020-05-13,1694
