date_obj,Mushroom%20pie price
2017-09-07,3000
2017-09-08,3000
2017-09-09,3000
2017-09-10,3140
2017-09-11,3140
2017-09-12,3140
2017-09-13,3288
2017-09-14,3288
2017-09-15,3452
2017-09-16,3452
2017-09-17,3625
2017-09-19,3625
2017-09-20,3807
2017-09-21,3807
2017-09-22,3807
2017-09-23,3996
2017-09-24,3996
2017-09-25,3996
2017-09-26,4196
2017-09-27,4196
2017-09-28,4196
2017-09-29,4406
2017-09-30,4406
2017-10-01,4406
2017-10-02,4627
2017-10-03,4627
2017-10-04,4627
2017-10-05,4823
2017-10-06,4823
2017-10-07,4672
2017-10-08,4672
2017-10-09,4672
2017-10-10,4464
2017-10-11,4464
2017-10-12,4464
2017-10-13,4240
2017-10-14,4240
2017-10-15,4240
2017-10-16,4028
2017-10-17,4028
2017-10-18,4028
2017-10-19,3832
2017-10-20,3832
2017-10-21,3832
2017-10-22,3902
2017-10-23,3902
2017-10-24,3902
2017-10-25,3782
2017-10-26,3782
2017-10-27,3958
2017-10-28,3958
2017-10-29,4142
2017-10-30,4142
2017-10-31,4346
2017-11-01,4346
2017-11-02,4346
2017-11-03,4494
2017-11-04,4494
2017-11-05,4590
2017-11-06,4590
2017-11-07,4590
2017-11-08,4742
2017-11-09,4742
2017-11-10,4681
2017-11-11,4681
2017-11-12,4533
2017-11-13,4533
2017-11-14,4429
2017-11-15,4429
2017-11-16,4429
2017-11-17,4447
2017-11-18,4447
2017-11-19,4364
2017-11-20,4364
2017-11-21,4186
2017-11-22,4186
2017-11-23,4186
2017-11-24,4189
2017-11-25,4189
2017-11-26,4082
2017-11-27,4082
2017-11-28,4082
2017-11-29,4036
2017-11-30,4036
2017-12-01,3926
2017-12-02,3926
2017-12-03,3926
2017-12-04,3781
2017-12-05,3781
2017-12-06,3622
2017-12-07,3622
2017-12-08,3622
2017-12-09,3487
2017-12-10,3487
2017-12-11,3438
2017-12-12,3438
2017-12-14,3499
2017-12-15,3499
2017-12-17,3672
2017-12-18,3672
2017-12-19,3823
2017-12-20,3823
2017-12-21,3823
2017-12-22,4015
2017-12-23,4015
2017-12-24,4015
2017-12-25,4216
2017-12-26,4216
2017-12-27,4427
2017-12-28,4427
2017-12-29,4427
2017-12-30,4632
2017-12-31,4632
2018-01-01,4632
2018-01-02,4863
2018-01-03,4863
2018-01-04,4863
2018-01-05,5104
2018-01-06,5104
2018-01-07,5351
2018-01-08,5351
2018-01-09,5585
2018-01-10,5585
2018-01-11,5585
2018-01-12,5753
2018-01-13,5753
2018-01-14,5740
2018-01-15,5740
2018-01-16,5774
2018-01-17,5774
2018-01-18,5511
2018-01-19,5511
2018-01-20,5511
2018-01-21,5325
2018-01-22,5325
2018-01-23,5268
2018-01-25,5007
2018-01-26,4998
2018-01-27,5016
2018-01-28,5064
2018-01-29,5193
2018-01-31,5142
2018-02-01,5175
2018-02-02,5175
2018-02-03,5159
2018-02-04,5017
2018-02-05,5017
2018-02-06,5156
2018-02-07,5239
2018-02-08,5239
2018-02-09,5109
2018-02-10,5109
2018-02-11,4938
2018-02-12,4702
2018-02-13,4702
2018-02-14,4790
2018-02-15,4874
2018-02-16,4717
2018-02-17,4526
2018-02-18,4370
2018-02-19,4151
2018-02-20,4151
2018-02-21,3981
2018-02-22,3857
2018-02-23,3683
2018-02-24,3683
2018-02-25,3498
2018-02-26,3517
2018-02-27,3693
2018-03-01,3853
2018-03-02,4005
2018-03-03,3804
2018-03-04,3804
2018-03-05,3656
2018-03-06,3802
2018-03-07,3800
2018-03-08,3800
2018-03-09,3846
2018-03-10,3846
2018-03-11,3856
2018-03-12,3972
2018-03-13,3921
2018-03-14,3847
2018-03-15,3847
2018-03-16,3943
2018-03-17,3907
2018-03-18,3773
2018-03-19,3773
2018-03-20,3869
2018-03-21,3869
2018-03-23,3819
2018-03-24,3722
2018-03-26,3777
2018-03-27,3628
2018-03-28,3628
2018-03-29,3530
2018-03-30,3530
2018-03-31,3412
2018-04-01,3366
2018-04-02,3249
2018-04-03,3223
2018-04-04,3177
2018-04-05,3177
2018-04-06,3160
2018-04-07,3160
2018-04-08,3150
2018-04-09,3260
2018-04-10,3260
2018-04-11,3203
2018-04-12,3180
2018-04-13,3180
2018-04-14,3225
2018-04-15,3092
2018-04-16,3092
2018-04-17,3168
2018-04-18,3168
2018-04-19,3248
2018-04-20,3313
2018-04-21,3235
2018-04-22,3235
2018-04-23,3173
2018-04-24,3040
2018-04-25,2979
2018-04-26,2979
2018-04-27,3094
2018-04-28,3091
2018-04-29,3198
2018-04-30,3232
2018-05-01,3278
2018-05-04,3379
2018-05-05,3467
2018-05-06,3467
2018-05-07,3590
2018-05-08,3590
2018-05-09,3712
2018-05-10,3712
2018-05-11,3730
2018-05-12,3819
2018-05-13,3819
2018-05-14,3922
2018-05-15,3922
2018-05-16,4004
2018-05-17,4004
2018-05-18,4145
2018-05-19,4235
2018-05-20,4235
2018-05-21,4323
2018-05-22,4323
2018-05-23,4435
2018-05-24,4435
2018-05-25,4522
2018-05-26,4611
2018-05-27,4611
2018-05-28,4602
2018-05-29,4699
2018-05-30,4699
2018-05-31,4569
2018-06-01,4514
2018-06-02,4524
2018-06-03,4524
2018-06-04,4366
2018-06-05,4226
2018-06-06,4014
2018-06-07,4014
2018-06-08,3888
2018-06-09,3888
2018-06-10,3759
2018-06-11,3761
2018-06-12,3588
2018-06-13,3640
2018-06-14,3765
2018-06-15,3765
2018-06-16,3911
2018-06-17,4089
2018-06-18,4294
2018-06-19,4381
2018-06-20,4381
2018-06-21,4563
2018-06-22,4426
2018-06-23,4426
2018-06-24,4287
2018-06-25,4072
2018-06-26,4072
2018-06-27,3912
2018-06-28,3757
2018-06-29,3672
2018-06-30,3640
2018-07-01,3613
2018-07-02,3613
2018-07-03,3525
2018-07-04,3525
2018-07-05,3515
2018-07-06,3425
2018-07-07,3398
2018-07-08,3399
2018-07-09,3391
2018-07-10,3521
2018-07-11,3613
2018-07-12,3613
2018-07-13,3453
2018-07-14,3497
2018-07-15,3497
2018-07-16,3594
2018-07-17,3733
2018-07-18,3733
2018-07-19,3813
2018-07-20,3989
2018-07-21,4037
2018-07-22,3835
2018-07-23,3872
2018-07-24,4008
2018-07-25,4140
2018-07-26,4040
2018-07-27,3938
2018-07-28,3938
2018-07-29,3955
2018-07-30,3988
2018-07-31,4140
2018-08-01,4140
2018-08-02,4308
2018-08-03,4464
2018-08-04,4608
2018-08-05,4811
2018-08-06,4806
2018-08-07,4933
2018-08-08,5060
2018-08-09,5060
2018-08-10,5168
2018-08-11,5114
2018-08-12,4999
2018-08-14,4736
2018-08-16,4655
2018-08-17,4451
2018-08-18,4451
2018-08-19,4367
2018-08-20,4356
2018-08-21,4555
2018-08-22,4544
2018-08-23,4635
2018-08-24,4610
2018-08-25,4770
2018-08-26,4911
2018-08-27,5036
2018-08-28,5070
2018-08-29,4977
2018-08-30,4977
2018-08-31,4728
2018-09-01,4492
2018-09-02,4445
2018-09-03,4435
2018-09-04,4365
2018-09-05,4449
2018-09-06,4449
2018-09-07,4365
2018-09-08,4179
2018-09-09,4179
2018-09-10,4098
2018-09-11,4098
2018-09-12,4151
2018-09-13,3987
2018-09-14,3909
2018-09-15,4041
2018-09-16,4041
2018-09-17,4232
2018-09-18,4403
2018-09-19,4308
2018-09-20,4336
2018-09-21,4295
2018-09-22,4395
2018-09-23,4562
2018-09-24,4445
2018-09-25,4445
2018-09-26,4337
2018-09-27,4337
2018-09-28,4264
2018-09-29,4264
2018-09-30,4240
2018-10-02,4395
2018-10-03,4459
2018-10-04,4459
2018-10-05,4486
2018-10-06,4478
2018-10-07,4478
2018-10-08,4433
2018-10-09,4424
2018-10-10,4461
2018-10-11,4334
2018-10-12,4334
