date_obj,Rune%20brutal price
2015-03-26,112
2015-03-27,112
2015-03-28,112
2015-03-29,116
2015-03-30,116
2015-03-31,116
2015-04-01,116
2015-04-02,116
2015-04-03,116
2015-04-04,116
2015-04-05,116
2015-04-06,116
2015-04-07,116
2015-04-08,121
2015-04-09,121
2015-04-10,121
2015-04-11,121
2015-04-12,121
2015-04-13,121
2015-04-14,121
2015-04-15,121
2015-04-16,121
2015-04-17,121
2015-04-18,121
2015-04-19,126
2015-04-20,126
2015-04-21,126
2015-04-22,126
2015-04-23,126
2015-04-24,126
2015-04-25,126
2015-04-26,126
2015-04-27,126
2015-04-28,126
2015-04-29,126
2015-04-30,131
2015-05-01,131
2015-05-02,131
2015-05-03,131
2015-05-04,131
2015-05-05,131
2015-05-06,131
2015-05-07,131
2015-05-08,131
2015-05-09,131
2015-05-10,131
2015-05-11,131
2015-05-12,136
2015-05-13,136
2015-05-14,136
2015-05-15,136
2015-05-16,136
2015-05-17,136
2015-05-18,136
2015-05-19,136
2015-05-20,136
2015-05-21,136
2015-05-22,136
2015-05-23,136
2015-05-24,136
2015-05-25,141
2015-05-26,141
2015-05-27,141
2015-05-28,141
2015-05-29,141
2015-05-30,141
2015-05-31,141
2015-06-01,141
2015-06-02,141
2015-06-03,147
2015-06-04,147
2015-06-05,147
2015-06-06,147
2015-06-07,147
2015-06-08,147
2015-06-09,147
2015-06-10,151
2015-06-11,151
2015-06-12,151
2015-06-13,151
2015-06-14,151
2015-06-15,151
2015-06-16,151
2015-06-17,151
2015-06-18,151
2015-06-19,156
2015-06-20,156
2015-06-21,156
2015-06-22,156
2015-06-23,156
2015-06-24,156
2015-06-25,156
2015-06-26,156
2015-06-27,156
2015-06-28,163
2015-06-29,163
2015-06-30,163
2015-07-01,163
2015-07-02,163
2015-07-03,163
2015-07-04,163
2015-07-05,163
2015-07-06,163
2015-07-07,163
2015-07-08,163
2015-07-09,170
2015-07-10,170
2015-07-11,170
2015-07-12,170
2015-07-13,170
2015-07-14,170
2015-07-15,170
2015-07-16,170
2015-07-17,170
2015-07-18,170
2015-07-19,170
2015-07-20,178
2015-07-21,178
2015-07-22,178
2015-07-23,178
2015-07-24,178
2015-07-25,178
2015-07-26,178
2015-07-27,178
2015-07-28,178
2015-07-29,178
2015-07-30,184
2015-07-31,184
2015-08-01,184
2015-08-02,184
2015-08-03,184
2015-08-04,184
2015-08-05,184
2015-08-06,184
2015-08-07,184
2015-08-08,184
2015-08-09,184
2015-08-10,192
2015-08-11,192
2015-08-12,192
2015-08-13,192
2015-08-14,192
2015-08-15,192
2015-08-16,192
2015-08-17,192
2015-08-18,192
2015-08-19,192
2015-08-20,192
2015-08-21,192
2015-08-22,192
2015-08-23,199
2015-08-24,199
2015-08-25,199
2015-08-26,199
2015-08-27,199
2015-08-28,199
2015-08-29,199
2015-08-30,199
2015-08-31,199
2015-09-01,199
2015-09-02,199
2015-09-03,199
2015-09-04,206
2015-09-05,206
2015-09-06,206
2015-09-07,206
2015-09-08,206
2015-09-09,206
2015-09-10,206
2015-09-11,206
2015-09-12,206
2015-09-13,206
2015-09-14,206
2015-09-15,206
2015-09-16,206
2015-09-17,214
2015-09-18,214
2015-09-19,214
2015-09-20,214
2015-09-21,214
2015-09-22,214
2015-09-23,214
2015-09-24,214
2015-09-25,214
2015-09-27,214
2015-09-28,214
2015-09-29,214
2015-09-30,214
2015-10-05,222
2015-10-06,222
2015-10-07,222
2015-10-08,222
2015-10-09,222
2015-10-10,222
2015-10-11,222
2015-10-12,222
2015-10-13,222
2015-10-14,222
2015-10-15,222
2015-10-16,232
2015-10-17,232
2015-10-18,232
2015-10-19,232
2015-10-20,232
2015-10-22,232
2015-10-23,232
2015-10-24,232
2015-10-25,232
2015-10-26,232
2015-10-27,232
2015-10-29,232
2015-10-30,232
2015-10-31,242
2015-11-01,242
2015-11-02,242
2015-11-03,242
2015-11-04,242
2015-11-05,242
2015-11-06,242
2015-11-07,242
2015-11-08,242
2015-11-09,242
2015-11-10,242
2015-11-11,242
2015-11-12,242
2015-11-13,242
2015-11-14,242
2015-11-15,252
2015-11-16,252
2015-11-17,252
2015-11-18,252
2015-11-19,252
2015-11-20,252
2015-11-21,252
2015-11-22,252
2015-11-23,252
2015-11-24,252
2015-11-25,252
2015-11-26,252
2015-11-27,252
2015-11-28,252
2015-11-29,261
2015-11-30,261
2015-12-01,261
2015-12-02,261
2015-12-03,261
2015-12-04,261
2015-12-05,261
2015-12-06,261
2015-12-07,261
2015-12-08,261
2015-12-09,261
2015-12-10,261
2015-12-11,261
2015-12-12,261
2015-12-13,272
2015-12-14,272
2015-12-15,272
2015-12-16,272
2015-12-17,272
2015-12-18,272
2015-12-19,272
2015-12-20,272
2015-12-21,272
2015-12-22,272
2015-12-23,272
2015-12-24,281
2015-12-25,281
2015-12-26,281
2015-12-27,281
2015-12-28,281
2015-12-29,281
2015-12-30,281
2015-12-31,281
2016-01-01,281
2016-01-02,281
2016-01-03,294
2016-01-04,294
2016-01-05,294
2016-01-06,294
2016-01-07,294
2016-01-08,294
2016-01-09,294
2016-01-10,294
2016-01-11,294
2016-01-12,294
2016-01-13,294
2016-01-14,307
2016-01-15,307
2016-01-16,307
2016-01-17,307
2016-01-18,307
2016-01-19,307
2016-01-20,307
2016-01-21,307
2016-01-22,307
2016-01-23,307
2016-01-24,307
2016-01-25,307
2016-01-26,321
2016-01-27,321
2016-01-28,321
2016-01-29,321
2016-01-30,321
2016-01-31,321
2016-02-01,321
2016-02-02,321
2016-02-03,321
2016-02-04,321
2016-02-05,321
2016-02-06,333
2016-02-07,333
2016-02-08,333
2016-02-09,333
2016-02-10,333
2016-02-11,333
2016-02-12,333
2016-02-13,333
2016-02-14,333
2016-02-15,333
2016-02-16,333
2016-02-17,333
2016-02-18,347
2016-02-19,347
2016-02-20,347
2016-02-21,347
2016-02-22,347
2016-02-23,347
2016-02-24,347
2016-02-25,347
2016-02-26,347
2016-02-27,347
2016-02-28,347
2016-02-29,347
2016-03-01,347
2016-03-02,347
2016-03-03,361
2016-03-04,361
2016-03-05,361
2016-03-06,361
2016-03-07,361
2016-03-08,361
2016-03-09,361
2016-03-10,361
2016-03-11,361
2016-03-12,361
2016-03-13,361
2016-03-14,361
2016-03-15,361
2016-03-16,377
2016-03-17,377
2016-03-18,377
2016-03-19,377
2016-03-20,377
2016-03-21,377
2016-03-22,377
2016-03-23,377
2016-03-24,377
2016-03-25,377
2016-03-26,377
2016-03-27,377
2016-03-28,377
2016-03-29,377
2016-03-30,391
2016-03-31,391
2016-04-01,391
2016-04-02,391
2016-04-03,391
2016-04-04,391
2016-04-05,391
2016-04-06,391
2016-04-07,391
2016-04-08,391
2016-04-09,391
2016-04-10,391
2016-04-11,391
2016-04-12,406
2016-04-13,406
2016-04-14,406
2016-04-15,406
2016-04-16,406
2016-04-17,406
2016-04-18,406
2016-04-19,406
2016-04-20,406
2016-04-21,406
2016-04-22,406
2016-04-23,406
2016-04-24,406
2016-04-25,406
2016-04-26,406
2016-04-27,420
2016-04-28,420
2016-04-29,420
2016-04-30,420
2016-05-01,420
2016-05-02,420
2016-05-03,420
2016-05-04,420
2016-05-05,420
2016-05-06,420
2016-05-07,420
2016-05-08,420
2016-05-09,420
2016-05-10,420
2016-05-11,420
2016-05-12,438
2016-05-13,438
2016-05-14,438
2016-05-15,438
2016-05-16,438
2016-05-17,438
2016-05-18,438
2016-05-19,438
2016-05-22,438
2016-05-23,438
2016-05-24,456
2016-05-25,456
2016-05-26,456
2016-05-27,456
2016-05-28,456
2016-05-29,456
2016-05-30,456
2016-05-31,456
2016-06-01,456
2016-06-02,456
2016-06-03,456
2016-06-04,456
2016-06-05,456
2016-06-06,475
2016-06-07,475
2016-06-08,475
2016-06-09,475
2016-06-10,475
2016-06-11,475
2016-06-12,475
2016-06-13,475
2016-06-14,475
2016-06-15,475
2016-06-16,475
2016-06-17,475
2016-06-18,475
2016-06-19,496
2016-06-20,496
2016-06-21,496
2016-06-22,496
2016-06-23,496
2016-06-24,496
2016-06-25,496
2016-06-26,496
2016-06-27,496
2016-06-28,496
2016-06-29,496
2016-06-30,496
2016-07-01,496
2016-07-02,496
2016-07-03,515
2016-07-04,515
2016-07-05,515
2016-07-06,515
2016-07-07,515
2016-07-08,515
2016-07-09,515
2016-07-10,515
2016-07-11,515
2016-07-12,515
2016-07-13,515
2016-07-14,515
2016-07-15,515
2016-07-16,515
2016-07-17,515
2016-07-18,515
2016-07-23,538
2016-07-24,538
2016-07-25,538
2016-07-26,538
2016-07-27,538
2016-07-28,538
2016-07-29,538
2016-07-30,538
2016-07-31,538
2016-08-01,538
2016-08-02,538
2016-08-03,538
2016-08-04,538
2016-08-05,560
2016-08-06,560
2016-08-07,560
2016-08-08,560
2016-08-09,560
2016-08-10,560
2016-08-11,560
2016-08-12,560
2016-08-13,560
2016-08-14,560
2016-08-15,560
2016-08-16,560
2016-08-17,560
2016-08-18,560
2016-08-19,560
2016-08-20,560
2016-08-21,560
2016-08-22,586
2016-08-23,586
2016-08-24,586
2016-08-25,586
2016-08-26,586
2016-08-28,586
2016-08-31,586
2016-09-01,586
2016-09-02,586
2016-09-03,586
2016-09-04,586
2016-09-05,586
2016-09-06,586
2016-09-07,586
2016-09-08,586
2016-09-09,586
2016-09-10,586
2016-09-11,586
2016-09-12,586
2016-09-13,614
2016-09-14,614
2016-09-15,614
2016-09-16,614
2016-09-17,614
2016-09-18,614
2016-09-19,614
2016-09-20,614
2016-09-21,614
2016-09-22,614
2016-09-23,614
2016-09-24,614
2016-09-25,614
2016-09-26,614
2016-09-27,614
2016-09-28,614
2016-09-29,614
2016-09-30,614
2016-10-01,614
2016-10-02,614
2016-10-03,614
2016-10-04,614
2016-10-05,614
2016-10-06,638
2016-10-07,638
2016-10-08,638
2016-10-09,638
2016-10-10,638
2016-10-11,638
2016-10-12,638
2016-10-13,638
2016-10-14,638
2016-10-15,638
2016-10-16,638
2016-10-17,638
2016-10-18,638
2016-10-19,638
2016-10-20,638
2016-10-21,638
2016-10-22,638
2016-10-23,665
2016-10-24,665
2016-10-25,665
2016-10-26,665
2016-10-27,665
2016-10-28,665
2016-10-29,665
2016-10-30,665
2016-10-31,665
2016-11-01,665
2016-11-02,665
2016-11-03,665
2016-11-04,665
2016-11-05,665
2016-11-06,665
2016-11-07,665
2016-11-08,665
2016-11-09,665
2016-11-10,665
2016-11-11,665
2016-11-12,665
2016-11-13,665
2016-11-14,665
2016-12-08,721
2016-12-09,721
2016-12-10,721
2016-12-11,721
2016-12-12,721
2016-12-13,721
2016-12-14,721
2016-12-15,721
2016-12-16,721
2016-12-17,721
2016-12-18,721
2016-12-19,721
2016-12-20,721
2016-12-21,721
2016-12-22,721
2016-12-23,753
2016-12-24,753
2016-12-25,753
2016-12-26,753
2016-12-27,753
2016-12-28,753
2016-12-29,753
2016-12-30,753
2016-12-31,753
2017-01-01,753
2017-01-02,753
2017-01-03,753
2017-01-04,753
2017-01-05,753
2017-01-06,753
2017-01-07,753
2017-01-08,753
2017-01-09,753
2017-01-10,753
2017-01-11,781
2017-01-12,781
2017-01-13,781
2017-01-14,781
2017-01-15,781
2017-01-16,781
2017-01-17,781
2017-01-18,781
2017-01-19,781
2017-01-20,781
2017-01-21,781
2017-01-22,781
2017-01-27,807
2017-01-28,807
2017-01-29,807
2017-01-30,807
2017-01-31,807
2017-02-01,807
2017-02-02,807
2017-02-03,807
2017-02-04,807
2017-02-05,807
2017-02-06,807
2017-02-07,807
2017-02-08,825
2017-02-09,825
2017-02-10,825
2017-02-11,825
2017-02-12,825
2017-02-13,825
2017-02-14,825
2017-02-15,825
2017-02-16,825
2017-02-18,825
2017-02-19,825
2017-02-20,825
2017-02-21,825
