date_obj,Black%20full%20helm%20(t) price
2015-03-26,28238
2015-03-27,28238
2015-03-28,28238
2015-03-29,28238
2015-03-30,28238
2015-03-31,26937
2015-04-01,26937
2015-04-02,26937
2015-04-03,26937
2015-04-04,26937
2015-04-05,26937
2015-04-06,26937
2015-04-07,26937
2015-04-08,25710
2015-04-09,25710
2015-04-10,25710
2015-04-11,25710
2015-04-12,25710
2015-04-13,25710
2015-04-14,25710
2015-04-15,24568
2015-04-16,24568
2015-04-17,24568
2015-04-18,24568
2015-04-19,24568
2015-04-20,24568
2015-04-21,24568
2015-04-22,23426
2015-04-23,23426
2015-04-24,23426
2015-04-25,23426
2015-04-26,23426
2015-04-27,23426
2015-04-28,22343
2015-04-29,22343
2015-04-30,22343
2015-05-01,22343
2015-05-02,22343
2015-05-03,22343
2015-05-04,22343
2015-05-05,22343
2015-05-06,21317
2015-05-07,21317
2015-05-08,21317
2015-05-09,21317
2015-05-10,21317
2015-05-11,21317
2015-05-12,21317
2015-05-13,20375
2015-05-14,20375
2015-05-15,20375
2015-05-16,20375
2015-05-17,20375
2015-05-18,20375
2015-05-19,20375
2015-05-20,20375
2015-05-21,19480
2015-05-22,19480
2015-05-23,19480
2015-05-24,19480
2015-05-25,19480
2015-05-26,19480
2015-05-27,19480
2015-05-28,18682
2015-05-29,18682
2015-05-30,18682
2015-05-31,18682
2015-06-01,18228
2015-06-02,18228
2015-06-03,18228
2015-06-04,18228
2015-06-05,18228
2015-06-06,18228
2015-06-07,17592
2015-06-08,17592
2015-06-09,17592
2015-06-10,17592
2015-06-11,17592
2015-06-12,17592
2015-06-13,17372
2015-06-14,17372
2015-06-15,17372
2015-06-16,17372
2015-06-17,17372
2015-06-18,17372
2015-06-19,17376
2015-06-20,17376
2015-06-21,17376
2015-06-22,17376
2015-06-23,17376
2015-06-24,17376
2015-06-25,17376
2015-06-26,17080
2015-06-27,17080
2015-06-28,17080
2015-06-29,17080
2015-06-30,17080
2015-07-01,17040
2015-07-02,17040
2015-07-03,17040
2015-07-04,17040
2015-07-05,17040
2015-07-06,17040
2015-07-07,17423
2015-07-08,17423
2015-07-09,17423
2015-07-10,17423
2015-07-11,17423
2015-07-12,17423
2015-07-13,17629
2015-07-14,17629
2015-07-15,17629
2015-07-16,17629
2015-07-17,17629
2015-07-18,17629
2015-07-19,18381
2015-07-20,18381
2015-07-21,18381
2015-07-22,18381
2015-07-23,18381
2015-07-24,18769
2015-07-25,18769
2015-07-26,18769
2015-07-27,18769
2015-07-28,18769
2015-07-29,18769
2015-07-30,18377
2015-07-31,18377
2015-08-01,18377
2015-08-02,18377
2015-08-03,18377
2015-08-04,18377
2015-08-05,17898
2015-08-06,17898
2015-08-07,17898
2015-08-08,17898
2015-08-09,17898
2015-08-10,17898
2015-08-11,17667
2015-08-12,17667
2015-08-13,17667
2015-08-14,17667
2015-08-15,17667
2015-08-16,17667
2015-08-17,17667
2015-08-18,17422
2015-08-19,17422
2015-08-20,17422
2015-08-21,17422
2015-08-22,17422
2015-08-23,17422
2015-08-24,17305
2015-08-25,17305
2015-08-26,17305
2015-08-27,17305
2015-08-28,17305
2015-08-29,17305
2015-08-30,17456
2015-08-31,17456
2015-09-01,17456
2015-09-02,17456
2015-09-03,17456
2015-09-04,17419
2015-09-05,17419
2015-09-06,17419
2015-09-07,17419
2015-09-08,17419
2015-09-09,17419
2015-09-10,17419
2015-09-11,16695
2015-09-12,16695
2015-09-13,16695
2015-09-14,16695
2015-09-15,16695
2015-09-16,16695
2015-09-17,16195
2015-09-18,16195
2015-09-19,16195
2015-09-20,16195
2015-09-21,16195
2015-09-22,16195
2015-09-23,16195
2015-09-24,15852
2015-09-25,15852
2015-09-27,15852
2015-09-28,15852
2015-09-29,15852
2015-09-30,15772
2015-10-05,15772
2015-10-06,15772
2015-10-07,16196
2015-10-08,16196
2015-10-09,16196
2015-10-10,16196
2015-10-11,16196
2015-10-12,16196
2015-10-13,16515
2015-10-14,16515
2015-10-15,16515
2015-10-16,16515
2015-10-17,16515
2015-10-18,16515
2015-10-19,16720
2015-10-20,16720
2015-10-22,16720
2015-10-23,16720
2015-10-24,16720
2015-10-25,16720
2015-10-26,17102
2015-10-27,17102
2015-10-29,17102
2015-10-30,17102
2015-10-31,17102
2015-11-01,17102
2015-11-02,17102
2015-11-03,17481
2015-11-04,17481
2015-11-05,17481
2015-11-06,17481
2015-11-07,17481
2015-11-08,17481
2015-11-09,17481
2015-11-10,17100
2015-11-11,17100
2015-11-12,17100
2015-11-13,17100
2015-11-14,17100
2015-11-15,17100
2015-11-16,17100
2015-11-17,17227
2015-11-18,17227
2015-11-19,17227
2015-11-20,17227
2015-11-21,17227
2015-11-22,17227
2015-11-23,17227
2015-11-24,17227
2015-11-25,17118
2015-11-26,17118
2015-11-27,17118
2015-11-28,17118
2015-11-29,17118
2015-11-30,17118
2015-12-01,17118
2015-12-02,17321
2015-12-03,17321
2015-12-04,17321
2015-12-05,17321
2015-12-06,17321
2015-12-07,17321
2015-12-08,17321
2015-12-09,17520
2015-12-10,17520
2015-12-11,17520
2015-12-12,17520
2015-12-13,17520
2015-12-14,17520
2015-12-15,17520
2015-12-16,17520
2015-12-17,17520
2015-12-18,18045
2015-12-19,18045
2015-12-20,18045
2015-12-21,18045
2015-12-22,18045
2015-12-23,18045
2015-12-24,18045
2015-12-25,18045
2015-12-26,18045
2015-12-27,18705
2015-12-28,18705
2015-12-29,18705
2015-12-30,18705
2015-12-31,18705
2016-01-01,18705
2016-01-02,18705
2016-01-03,18473
2016-01-04,18473
2016-01-05,18473
2016-01-06,18473
2016-01-07,18473
2016-01-08,18473
2016-01-09,18235
2016-01-10,18235
2016-01-11,18235
2016-01-12,18235
2016-01-13,18235
2016-01-14,18235
2016-01-15,18572
2016-01-16,18572
2016-01-17,18572
2016-01-18,18572
2016-01-19,18572
2016-01-20,18572
2016-01-21,19005
2016-01-22,19005
2016-01-23,19005
2016-01-24,19005
2016-01-25,19005
2016-01-26,19005
2016-01-27,19059
2016-01-28,19059
2016-01-29,19059
2016-01-30,19059
2016-01-31,19059
2016-02-01,19059
2016-02-02,18928
2016-02-03,18928
2016-02-04,18928
2016-02-05,18928
2016-02-06,18928
2016-02-07,18928
2016-02-08,18952
2016-02-09,18952
2016-02-10,18952
2016-02-11,18952
2016-02-12,18952
2016-02-13,18926
2016-02-14,18926
2016-02-15,18926
2016-02-16,18926
2016-02-17,18926
2016-02-18,18926
2016-02-19,18588
2016-02-20,18588
2016-02-21,18588
2016-02-22,18588
2016-02-23,18588
2016-02-24,18588
2016-02-25,18877
2016-02-26,18877
2016-02-27,18877
2016-02-28,18877
2016-02-29,18877
2016-03-01,18877
2016-03-02,18713
2016-03-03,18713
2016-03-04,18713
2016-03-05,18713
2016-03-06,18713
2016-03-07,18753
2016-03-08,18753
2016-03-09,18753
2016-03-10,18753
2016-03-11,18753
2016-03-12,18753
2016-03-13,18753
2016-03-14,18870
2016-03-15,18870
2016-03-16,18870
2016-03-17,18870
2016-03-18,18870
2016-03-19,18870
2016-03-20,18990
2016-03-21,18990
2016-03-22,18990
2016-03-23,18990
2016-03-24,18990
2016-03-25,18990
2016-03-26,18649
2016-03-27,18649
2016-03-28,18649
2016-03-29,18649
2016-03-30,18649
2016-03-31,18649
2016-04-01,18466
2016-04-02,18466
2016-04-03,18466
2016-04-04,18466
2016-04-05,18466
2016-04-06,18466
2016-04-07,18466
2016-04-08,18962
2016-04-09,18962
2016-04-10,18962
2016-04-11,18962
2016-04-12,18962
2016-04-13,18962
2016-04-14,18962
2016-04-15,18946
2016-04-16,18946
2016-04-17,18946
2016-04-18,18946
2016-04-19,18946
2016-04-20,18946
2016-04-21,18754
2016-04-22,18754
2016-04-23,18754
2016-04-24,18754
2016-04-25,18754
2016-04-26,18487
2016-04-27,18487
2016-04-28,18487
2016-04-29,18487
2016-04-30,18487
2016-05-01,17643
2016-05-02,17643
2016-05-03,17643
2016-05-04,17643
2016-05-05,17643
2016-05-06,17012
2016-05-07,17012
2016-05-08,17012
2016-05-09,17012
2016-05-10,17012
2016-05-11,16881
2016-05-12,16881
2016-05-13,16881
2016-05-14,16881
2016-05-15,16881
2016-05-16,16881
2016-05-17,16998
2016-05-18,16998
2016-05-19,16998
2016-05-22,16998
2016-05-23,16446
2016-05-24,16446
2016-05-25,16446
2016-05-26,16446
2016-05-27,16446
2016-05-28,16389
2016-05-29,16389
2016-05-30,16389
2016-05-31,16389
2016-06-01,16389
2016-06-02,16394
2016-06-03,16394
2016-06-04,16394
2016-06-05,16394
2016-06-06,16394
2016-06-07,16394
2016-06-08,16281
2016-06-09,16281
2016-06-10,16281
2016-06-11,16281
2016-06-12,16281
2016-06-13,15726
2016-06-14,15726
2016-06-15,15726
2016-06-16,15726
2016-06-17,15726
2016-06-18,15726
2016-06-19,15668
2016-06-20,15668
2016-06-21,15668
2016-06-22,15668
2016-06-23,15668
2016-06-24,15256
2016-06-25,15256
2016-06-26,15256
2016-06-27,15256
2016-06-28,15256
2016-06-29,14980
2016-06-30,14980
2016-07-01,14980
2016-07-02,14980
2016-07-03,14980
2016-07-04,15303
2016-07-05,15303
2016-07-06,15303
2016-07-07,15303
2016-07-08,14727
2016-07-09,14727
2016-07-10,14727
2016-07-11,14431
2016-07-12,14431
2016-07-13,14431
2016-07-14,14431
2016-07-15,14431
2016-07-16,14001
2016-07-17,14001
2016-07-18,14001
2016-07-23,13342
2016-07-24,13342
2016-07-25,13342
2016-07-26,12793
2016-07-27,12793
2016-07-28,12793
2016-07-29,12793
2016-07-30,12793
2016-07-31,12545
2016-08-01,12545
2016-08-02,12545
2016-08-03,12545
2016-08-04,12545
2016-08-05,12545
2016-08-06,12464
2016-08-07,12464
2016-08-08,12464
2016-08-09,12464
2016-08-10,12464
2016-08-11,12464
2016-08-12,12059
2016-08-13,12059
2016-08-14,12059
2016-08-15,12059
2016-08-16,12059
2016-08-17,12059
2016-08-18,12059
2016-08-19,11514
2016-08-20,11514
2016-08-21,11514
2016-08-22,11514
2016-08-23,11514
2016-08-24,11014
2016-08-25,11014
2016-08-26,11014
2016-08-28,11014
2016-08-31,10621
2016-09-01,10621
2016-09-02,10621
2016-09-03,10621
2016-09-04,10671
2016-09-05,10671
2016-09-06,10671
2016-09-07,10671
2016-09-08,10671
2016-09-09,10671
2016-09-10,10671
2016-09-11,10717
2016-09-12,10717
2016-09-13,10717
2016-09-14,10717
2016-09-15,10717
2016-09-16,10717
2016-09-17,10717
2016-09-18,10889
2016-09-19,10889
2016-09-20,10889
2016-09-21,10889
2016-09-22,10889
2016-09-23,10889
2016-09-24,10889
2016-09-25,10889
2016-09-26,10893
2016-09-27,10893
2016-09-28,10893
2016-09-29,10893
2016-09-30,10893
2016-10-01,10893
2016-10-02,11312
2016-10-03,11312
2016-10-04,11312
2016-10-05,11312
2016-10-06,11312
2016-10-07,11312
2016-10-08,11825
2016-10-09,11825
2016-10-10,11825
2016-10-11,11825
2016-10-12,11825
2016-10-13,11825
2016-10-14,11825
2016-10-15,12323
2016-10-16,12323
2016-10-17,12323
2016-10-18,12323
2016-10-19,12323
2016-10-20,12323
2016-10-21,12323
2016-10-22,12889
2016-10-23,12889
2016-10-24,12889
2016-10-25,12889
2016-10-26,12889
2016-10-27,12889
2016-10-28,12889
2016-10-29,13343
2016-10-30,13343
2016-10-31,13343
2016-11-01,13343
2016-11-02,13343
2016-11-03,13343
2016-11-04,13343
2016-11-05,13343
2016-11-06,13670
2016-11-07,13670
2016-11-08,13670
2016-11-09,13670
2016-11-10,13670
2016-11-11,13670
2016-11-12,13670
2016-11-13,14193
2016-11-14,14193
