date_obj,Raw%20monkfish price
2015-03-26,569
2015-03-27,569
2015-03-28,560
2015-03-29,555
2015-03-30,543
2015-03-31,525
2015-04-01,525
2015-04-02,531
2015-04-03,551
2015-04-04,569
2015-04-05,590
2015-04-06,586
2015-04-07,594
2015-04-08,594
2015-04-09,583
2015-04-10,575
2015-04-11,561
2015-04-12,548
2015-04-13,540
2015-04-14,536
2015-04-15,537
2015-04-16,530
2015-04-17,519
2015-04-18,516
2015-04-19,519
2015-04-20,519
2015-04-21,531
2015-04-22,530
2015-04-23,521
2015-04-24,509
2015-04-25,502
2015-04-26,507
2015-04-27,498
2015-04-28,504
2015-04-29,504
2015-04-30,506
2015-05-01,493
2015-05-02,497
2015-05-03,497
2015-05-04,493
2015-05-05,500
2015-05-06,495
2015-05-07,497
2015-05-08,502
2015-05-09,494
2015-05-10,500
2015-05-11,500
2015-05-12,498
2015-05-13,498
2015-05-14,492
2015-05-15,492
2015-05-16,492
2015-05-17,491
2015-05-18,473
2015-05-19,453
2015-05-20,453
2015-05-21,445
2015-05-22,452
2015-05-23,471
2015-05-24,464
2015-05-25,464
2015-05-26,477
2015-05-27,474
2015-05-28,490
2015-05-29,487
2015-05-30,476
2015-05-31,480
2015-06-01,471
2015-06-02,473
2015-06-03,481
2015-06-04,479
2015-06-05,468
2015-06-06,462
2015-06-07,462
2015-06-08,466
2015-06-09,466
2015-06-10,467
2015-06-11,464
2015-06-12,470
2015-06-13,473
2015-06-14,464
2015-06-15,470
2015-06-16,478
2015-06-17,478
2015-06-18,489
2015-06-19,507
2015-06-20,506
2015-06-21,491
2015-06-22,482
2015-06-23,482
2015-06-24,473
2015-06-25,480
2015-06-26,484
2015-06-27,495
2015-06-28,496
2015-06-29,500
2015-06-30,506
2015-07-01,513
2015-07-02,513
2015-07-03,518
2015-07-04,517
2015-07-05,505
2015-07-06,510
2015-07-07,503
2015-07-08,523
2015-07-09,523
2015-07-10,539
2015-07-11,531
2015-07-12,530
2015-07-13,524
2015-07-14,513
2015-07-15,506
2015-07-16,506
2015-07-17,523
2015-07-18,527
2015-07-19,510
2015-07-20,517
2015-07-21,519
2015-07-22,519
2015-07-23,519
2015-07-24,509
2015-07-25,497
2015-07-26,478
2015-07-27,470
2015-07-28,473
2015-07-29,475
2015-07-30,479
2015-07-31,478
2015-08-01,457
2015-08-02,463
2015-08-03,468
2015-08-04,469
2015-08-05,445
2015-08-06,427
2015-08-07,412
2015-08-08,413
2015-08-09,429
2015-08-10,440
2015-08-11,451
2015-08-12,448
2015-08-13,452
2015-08-14,456
2015-08-15,466
2015-08-16,444
2015-08-17,445
2015-08-18,442
2015-08-19,433
2015-08-20,418
2015-08-21,416
2015-08-22,419
2015-08-23,413
2015-08-24,404
2015-08-25,404
2015-08-26,405
2015-08-27,409
2015-08-28,417
2015-08-29,421
2015-08-30,417
2015-08-31,416
2015-09-01,406
2015-09-02,399
2015-09-03,411
2015-09-04,406
2015-09-05,413
2015-09-06,395
2015-09-07,410
2015-09-08,413
2015-09-09,421
2015-09-10,405
2015-09-11,390
2015-09-12,394
2015-09-13,411
2015-09-14,422
2015-09-15,421
2015-09-16,434
2015-09-17,433
2015-09-18,411
2015-09-19,407
2015-09-20,412
2015-09-21,411
2015-09-22,419
2015-09-23,413
2015-09-24,410
2015-09-25,411
2015-09-27,406
2015-09-28,405
2015-09-29,384
2015-09-30,390
2015-10-05,398
2015-10-06,405
2015-10-07,419
2015-10-08,425
2015-10-09,422
2015-10-10,422
2015-10-11,423
2015-10-12,426
2015-10-13,446
2015-10-14,441
2015-10-15,457
2015-10-16,442
2015-10-17,436
2015-10-18,429
2015-10-19,444
2015-10-20,457
2015-10-22,485
2015-10-23,488
2015-10-24,463
2015-10-25,451
2015-10-26,467
2015-10-27,445
2015-10-29,424
2015-10-30,413
2015-10-31,413
2015-11-01,399
2015-11-02,409
2015-11-03,423
2015-11-04,434
2015-11-05,433
2015-11-06,415
2015-11-07,403
2015-11-08,398
2015-11-09,394
2015-11-10,388
2015-11-11,383
2015-11-12,382
2015-11-13,384
2015-11-14,378
2015-11-15,375
2015-11-16,379
2015-11-17,371
2015-11-18,379
2015-11-19,387
2015-11-20,390
2015-11-21,390
2015-11-22,386
2015-11-23,386
2015-11-24,394
2015-11-25,400
2015-11-26,400
2015-11-27,397
2015-11-28,396
2015-11-29,401
2015-11-30,404
2015-12-01,407
2015-12-02,416
2015-12-03,431
2015-12-04,440
2015-12-05,440
2015-12-06,434
2015-12-07,436
2015-12-08,442
2015-12-09,454
2015-12-10,463
2015-12-11,470
2015-12-12,457
2015-12-13,451
2015-12-14,446
2015-12-15,442
2015-12-16,438
2015-12-17,449
2015-12-18,462
2015-12-19,463
2015-12-20,452
2015-12-21,453
2015-12-22,456
2015-12-23,465
2015-12-24,456
2015-12-25,466
2015-12-26,470
2015-12-27,483
2015-12-28,498
2015-12-29,508
2015-12-30,512
2015-12-31,487
2016-01-01,469
2016-01-02,472
2016-01-03,485
2016-01-04,481
2016-01-05,478
2016-01-06,469
2016-01-07,461
2016-01-08,453
2016-01-09,445
2016-01-10,442
2016-01-11,442
2016-01-12,446
2016-01-13,456
2016-01-14,460
2016-01-15,452
2016-01-16,455
2016-01-17,469
2016-01-18,477
2016-01-19,458
2016-01-20,442
2016-01-21,432
2016-01-22,427
2016-01-23,407
2016-01-24,398
2016-01-25,410
2016-01-26,428
2016-01-27,431
2016-01-28,414
2016-01-29,404
2016-01-30,403
2016-01-31,402
2016-02-01,410
2016-02-02,419
2016-02-03,408
2016-02-04,401
2016-02-05,402
2016-02-06,395
2016-02-07,410
2016-02-08,411
2016-02-09,411
2016-02-10,404
2016-02-11,395
2016-02-12,401
2016-02-13,405
2016-02-14,404
2016-02-15,392
2016-02-16,399
2016-02-17,396
2016-02-18,403
2016-02-19,407
2016-02-20,405
2016-02-21,404
2016-02-22,393
2016-02-23,397
2016-02-24,394
2016-02-25,389
2016-02-26,385
2016-02-27,387
2016-02-28,399
2016-02-29,398
2016-03-01,399
2016-03-02,408
2016-03-03,401
2016-03-04,405
2016-03-05,398
2016-03-06,407
2016-03-07,411
2016-03-08,408
2016-03-09,417
2016-03-10,419
2016-03-11,433
2016-03-12,418
2016-03-13,422
2016-03-14,411
2016-03-15,410
2016-03-16,409
2016-03-17,419
2016-03-18,411
2016-03-19,420
2016-03-20,424
2016-03-21,407
2016-03-22,414
2016-03-23,417
2016-03-24,423
2016-03-25,435
2016-03-26,435
2016-03-27,432
2016-03-28,438
2016-03-29,436
2016-03-30,423
2016-03-31,407
2016-04-01,411
2016-04-02,414
2016-04-03,416
2016-04-04,411
2016-04-05,420
2016-04-06,420
2016-04-07,418
2016-04-08,420
2016-04-09,427
2016-04-10,416
2016-04-11,416
2016-04-12,421
2016-04-13,433
2016-04-14,424
2016-04-15,414
2016-04-16,414
2016-04-17,421
2016-04-18,419
2016-04-19,428
2016-04-20,430
2016-04-21,427
2016-04-22,415
2016-04-23,415
2016-04-24,424
2016-04-25,429
2016-04-26,433
2016-04-27,436
2016-04-28,424
2016-04-29,413
2016-04-30,412
2016-05-01,416
2016-05-02,414
2016-05-03,414
2016-05-04,412
2016-05-05,414
2016-05-06,393
2016-05-07,394
2016-05-08,396
2016-05-09,391
2016-05-10,401
2016-05-11,401
2016-05-12,396
2016-05-13,401
2016-05-14,406
2016-05-15,411
2016-05-16,416
2016-05-17,417
2016-05-18,428
2016-05-19,427
2016-05-22,444
2016-05-23,430
2016-05-24,428
2016-05-25,440
2016-05-26,436
2016-05-27,430
2016-05-28,416
2016-05-29,419
2016-05-30,419
2016-05-31,427
2016-06-01,427
2016-06-02,419
2016-06-03,429
2016-06-04,439
2016-06-05,454
2016-06-06,453
2016-06-07,446
2016-06-08,454
2016-06-09,446
2016-06-10,451
2016-06-11,445
2016-06-12,444
2016-06-13,437
2016-06-14,430
2016-06-15,436
2016-06-16,429
2016-06-17,428
2016-06-18,427
2016-06-19,432
2016-06-20,440
2016-06-21,456
2016-06-22,465
2016-06-23,456
2016-06-24,455
2016-06-25,448
2016-06-26,446
2016-06-27,449
2016-06-28,449
2016-06-29,451
2016-06-30,448
2016-07-01,450
2016-07-02,443
2016-07-03,440
2016-07-04,446
2016-07-05,457
2016-07-06,459
2016-07-07,457
2016-07-08,467
2016-07-09,461
2016-07-10,459
2016-07-11,469
2016-07-12,475
2016-07-13,470
2016-07-14,475
2016-07-15,477
2016-07-16,486
2016-07-17,487
2016-07-18,483
2016-07-23,476
2016-07-24,478
2016-07-25,474
2016-07-26,471
2016-07-27,469
2016-07-28,467
2016-07-29,468
2016-07-30,468
2016-07-31,465
2016-08-01,459
2016-08-02,461
2016-08-03,464
2016-08-04,466
2016-08-05,460
2016-08-06,461
2016-08-07,460
2016-08-08,449
2016-08-09,440
2016-08-10,438
2016-08-11,439
2016-08-12,439
2016-08-13,429
2016-08-14,419
2016-08-15,412
2016-08-16,400
2016-08-17,394
2016-08-18,396
2016-08-19,407
2016-08-20,405
2016-08-21,402
2016-08-22,400
2016-08-23,401
2016-08-24,394
2016-08-25,378
2016-08-26,369
2016-08-28,360
2016-08-31,363
2016-09-01,360
2016-09-02,360
2016-09-03,355
2016-09-04,356
2016-09-05,365
2016-09-06,376
2016-09-07,377
2016-09-08,382
2016-09-09,377
2016-09-10,389
2016-09-11,393
2016-09-12,404
2016-09-13,413
2016-09-14,416
2016-09-15,400
2016-09-16,403
2016-09-17,403
2016-09-18,407
2016-09-19,408
2016-09-20,410
2016-09-21,406
2016-09-22,392
2016-09-23,383
2016-09-24,383
2016-09-25,395
2016-09-26,395
2016-09-27,393
2016-09-28,392
2016-09-29,387
2016-09-30,375
2016-10-01,366
2016-10-02,372
2016-10-03,382
2016-10-04,386
2016-10-05,385
2016-10-06,392
2016-10-07,391
2016-10-08,390
2016-10-09,382
2016-10-10,384
2016-10-11,387
2016-10-12,388
2016-10-13,382
2016-10-14,373
2016-10-15,367
2016-10-16,366
2016-10-17,374
2016-10-18,381
2016-10-19,390
2016-10-20,394
2016-10-21,398
2016-10-22,396
2016-10-23,394
2016-10-24,401
2016-10-25,415
2016-10-26,413
2016-10-27,408
2016-10-28,397
2016-10-29,385
2016-10-30,385
2016-10-31,380
2016-11-01,380
2016-11-02,379
2016-11-03,379
2016-11-04,381
2016-11-05,374
2016-11-06,371
2016-11-07,371
2016-11-08,373
2016-11-09,379
2016-11-10,374
2016-11-11,369
2016-11-12,363
2016-11-13,368
2016-11-14,376
2016-12-08,351
2016-12-09,342
2016-12-10,341
2016-12-11,340
2016-12-12,332
2016-12-13,327
2016-12-14,323
2016-12-15,323
2016-12-16,332
2016-12-17,332
2016-12-18,331
2016-12-19,330
2016-12-20,333
2016-12-21,331
2016-12-22,337
2016-12-23,341
2016-12-24,340
2016-12-25,344
2016-12-26,347
2016-12-27,341
2016-12-28,337
2016-12-29,334
2016-12-30,339
2016-12-31,344
2017-01-01,343
2017-01-02,338
2017-01-03,330
2017-01-04,322
2017-01-05,308
2017-01-06,311
2017-01-07,316
2017-01-08,307
2017-01-09,317
2017-01-10,318
2017-01-11,322
2017-01-12,309
2017-01-13,303
2017-01-14,305
2017-01-15,303
2017-01-16,303
2017-01-17,300
2017-01-18,292
2017-01-19,295
2017-01-20,303
2017-01-21,310
2017-01-22,306
2017-01-27,291
2017-01-28,286
2017-01-29,287
2017-01-30,289
2017-01-31,292
2017-02-01,294
2017-02-02,294
2017-02-03,291
2017-02-04,290
2017-02-05,294
2017-02-06,300
2017-02-07,301
2017-02-08,308
2017-02-09,299
2017-02-10,302
2017-02-11,300
2017-02-12,299
2017-02-13,300
2017-02-14,304
2017-02-15,302
2017-02-16,302
2017-02-18,303
2017-02-19,294
2017-02-20,292
2017-02-21,299
2017-02-22,304
2017-02-23,299
2017-02-24,293
2017-02-25,288
2017-02-26,291
2017-02-27,302
2017-02-28,301
2017-03-01,304
2017-03-02,307
2017-03-03,303
2017-03-04,309
2017-03-05,313
2017-03-06,312
2017-03-07,305
2017-03-08,299
2017-03-09,296
2017-03-10,296
2017-03-11,298
2017-03-12,305
2017-03-13,307
2017-03-14,314
2017-03-15,317
2017-03-16,323
2017-03-17,323
2017-03-18,321
2017-03-19,322
2017-03-20,319
2017-03-21,315
2017-03-22,324
2017-03-23,321
2017-03-24,320
2017-03-25,315
2017-03-26,317
2017-03-27,315
2017-03-28,313
2017-03-29,318
2017-03-30,329
2017-03-31,337
2017-04-01,344
2017-04-02,356
2017-04-03,360
2017-04-04,355
2017-04-12,352
2017-04-13,361
2017-04-14,372
2017-04-15,380
2017-04-16,380
2017-04-17,386
2017-04-18,392
2017-04-19,399
2017-04-20,398
2017-04-21,396
2017-04-22,388
2017-04-23,382
2017-04-24,380
2017-04-25,383
2017-04-26,379
2017-04-27,383
2017-04-28,381
2017-04-29,376
2017-04-30,372
2017-05-01,370
2017-05-02,375
2017-05-03,383
2017-05-04,385
2017-05-05,381
2017-05-06,384
2017-05-07,390
2017-05-08,388
2017-05-09,387
2017-05-10,387
2017-05-11,387
2017-05-12,388
2017-05-13,389
2017-05-14,386
2017-05-15,383
2017-05-16,376
2017-05-17,373
2017-05-18,374
2017-05-19,369
2017-05-20,366
2017-05-21,360
2017-05-22,358
2017-05-23,354
2017-05-24,356
2017-05-25,349
2017-05-26,342
2017-05-27,340
2017-05-28,352
2017-05-29,358
2017-05-30,360
2017-05-31,371
2017-06-01,365
2017-06-02,355
2017-06-03,360
2017-06-06,379
2017-06-07,389
2017-06-08,388
2017-06-09,389
2017-06-10,386
2017-06-11,367
