date_obj,Infinity%20boots price
2018-11-28,1487507
2018-11-29,1501720
2018-12-01,1495595
2018-12-02,1478511
2018-12-03,1460064
2018-12-05,1367765
2018-12-07,1323311
2018-12-09,1319502
2018-12-10,1364591
2018-12-11,1396619
2018-12-13,1461449
2018-12-14,1483390
2018-12-15,1471834
2018-12-16,1501387
2018-12-17,1518467
2018-12-18,1527470
2018-12-19,1491273
2018-12-20,1445173
2018-12-21,1424314
2018-12-22,1410522
2018-12-23,1392734
2018-12-24,1399437
2018-12-25,1455635
2018-12-26,1473434
2018-12-27,1536131
2018-12-28,1574098
2018-12-29,1568889
2018-12-30,1521706
2018-12-31,1492657
2019-01-01,1513717
2019-01-02,1539560
2019-01-03,1559272
2019-01-04,1553199
2019-01-05,1559699
2019-01-06,1575193
2019-01-08,1573109
2019-01-10,1493480
2019-01-11,1421214
2019-01-12,1367202
2019-01-13,1352757
2019-01-14,1333127
2019-01-15,1324251
2019-01-16,1280123
2019-01-17,1262634
2019-01-18,1237185
2019-01-19,1265913
2019-01-20,1268375
2019-01-21,1262909
2019-01-22,1291989
2019-01-23,1269732
2019-01-24,1257841
2019-01-25,1289327
2019-01-26,1308659
2019-01-27,1261080
2019-01-28,1251896
2019-01-29,1251971
2019-01-30,1240965
2019-01-31,1228480
2019-02-01,1217031
2019-02-02,1220062
2019-02-03,1235399
2019-02-04,1245515
2019-02-05,1255071
2019-02-06,1250087
2019-02-07,1270918
2019-02-08,1275758
2019-02-09,1273296
2019-02-10,1260438
2019-02-11,1225420
2019-02-12,1189462
2019-02-13,1169913
2019-02-14,1177903
2019-02-15,1141156
2019-02-16,1142084
2019-02-17,1155729
2019-02-18,1154839
2019-02-19,1146889
2019-02-20,1149732
2019-02-21,1169298
2019-02-22,1167681
2019-02-23,1163365
2019-02-24,1165304
2019-02-25,1160800
2019-02-26,1163235
2019-02-27,1165577
2019-02-28,1139757
2019-03-01,1159435
2019-03-02,1172237
2019-03-03,1174733
2019-03-04,1160014
2019-03-05,1140160
2019-03-06,1134206
2019-03-07,1159915
2019-03-08,1215440
2019-03-09,1266362
2019-03-10,1322136
2019-03-11,1387458
2019-03-12,1389022
2019-03-13,1379218
2019-03-14,1310879
2019-03-15,1260848
2019-03-16,1236391
2019-03-17,1184609
2019-03-18,1135303
2019-03-19,1125286
2019-03-20,1177865
2019-03-21,1234833
2019-03-22,1195113
2019-03-23,1156807
2019-03-24,1131930
2019-03-25,1117173
2019-03-26,1115131
2019-03-27,1124604
2019-03-28,1125466
2019-03-29,1115240
2019-03-30,1134091
2019-03-31,1180603
2019-04-01,1228961
2019-04-02,1262173
2019-04-03,1303035
2019-04-04,1330823
2019-04-05,1361821
2019-04-06,1384423
2019-04-07,1421315
2019-04-08,1391847
2019-04-09,1376289
2019-04-10,1366407
2019-04-11,1349494
2019-04-12,1330052
2019-04-13,1318423
2019-04-14,1320069
2019-04-15,1308482
2019-04-16,1276080
2019-04-17,1243650
2019-04-18,1203103
2019-04-19,1170248
2019-04-20,1165924
2019-04-21,1168822
2019-04-22,1170489
2019-04-23,1186157
2019-04-24,1183875
2019-04-25,1208793
2019-04-26,1219473
2019-04-27,1205481
2019-04-28,1230805
2019-04-29,1238834
2019-04-30,1256754
2019-05-01,1250345
2019-05-02,1233434
2019-05-03,1239669
2019-05-04,1280705
2019-05-05,1340047
2019-05-06,1355627
2019-05-07,1328748
2019-05-08,1345363
2019-05-09,1332270
2019-05-10,1356700
2019-05-11,1372966
2019-05-12,1362397
2019-05-13,1355533
2019-05-14,1348748
2019-05-15,1343584
2019-05-16,1360558
2019-05-17,1356929
2019-05-18,1369656
2019-05-19,1364209
2019-05-20,1349638
2019-05-21,1318498
2019-05-22,1267789
2019-05-23,1237665
2019-05-24,1212397
2019-05-25,1192017
2019-05-26,1194799
2019-05-27,1205483
2019-05-28,1208651
2019-05-29,1198822
2019-05-30,1217615
2019-05-31,1235722
2019-06-01,1229008
2019-06-02,1206691
2019-06-03,1193860
2019-06-04,1190846
2019-06-05,1176794
2019-06-06,1168097
2019-06-07,1185794
2019-06-08,1188742
2019-06-09,1190676
2019-06-10,1181181
2019-06-11,1193836
2019-06-12,1171474
2019-06-13,1161516
2019-06-14,1164038
2019-06-15,1146633
2019-06-16,1156802
2019-06-17,1152806
2019-06-18,1161105
2019-06-19,1152931
2019-06-20,1147230
2019-06-21,1108412
2019-06-22,1091707
2019-06-23,1089720
2019-06-24,1090220
2019-06-25,1098649
2019-06-26,1102258
2019-06-27,1118039
2019-06-28,1119359
2019-06-29,1144718
2019-06-30,1197600
2019-07-01,1195350
2019-07-02,1173488
2019-07-03,1168081
2019-07-04,1135356
2019-07-05,1101819
2019-07-06,1081489
2019-07-07,1060919
2019-07-08,1079428
2019-07-09,1113667
2019-07-10,1159387
2019-07-11,1217305
2019-07-12,1277820
2019-07-13,1299179
2019-07-14,1259912
2019-07-15,1197691
2019-07-16,1138162
2019-07-17,1116149
2019-07-18,1110982
2019-07-19,1117656
2019-07-20,1090038
2019-07-21,1117392
2019-07-22,1123834
2019-07-23,1126509
2019-07-24,1134317
2019-07-25,1158550
2019-07-26,1112351
2019-07-27,1131342
2019-07-28,1111634
2019-07-29,1105728
2019-07-30,1110395
2019-07-31,1111469
2019-08-01,1084412
2019-08-02,1037355
2019-08-03,1042313
2019-08-04,1068109
2019-08-05,1070507
2019-08-06,1079019
2019-08-07,1072031
2019-08-08,1051341
2019-08-09,1057453
2019-08-10,1040324
2019-08-11,1024139
2019-08-12,1015481
2019-08-13,1013086
2019-08-14,1021242
2019-08-15,1024736
2019-08-16,1009349
2019-08-17,993165
2019-08-18,950126
2019-08-19,943995
2019-08-20,952329
2019-08-21,944195
2019-08-22,934677
2019-08-23,951974
2019-08-24,928122
2019-08-24,928122
2019-08-25,894549
2019-08-25,894549
2019-08-26,883063
2019-08-26,883063
2019-08-27,871534
2019-08-27,871534
2019-08-28,862763
2019-08-29,853260
2019-08-30,852397
2019-08-31,832262
2019-09-01,824154
2019-09-02,830644
2019-09-03,839393
2019-09-04,832146
2019-09-05,825504
2019-09-06,818766
2019-09-07,807872
2019-09-08,799606
2019-09-09,795280
2019-09-10,788799
2019-09-11,795139
2019-09-12,812033
2019-09-13,819444
2019-09-14,840601
2019-09-15,808486
2019-09-16,807429
2019-09-17,811392
2019-09-18,816334
2019-09-19,837318
2019-09-20,865567
2019-09-21,849716
2019-09-22,827181
2019-09-23,814450
2019-09-24,811405
2019-09-25,806017
2019-09-26,791895
2019-09-27,793612
2019-09-28,788061
2019-09-29,780865
2019-09-30,761815
2019-10-01,762793
2019-10-02,792431
2019-10-03,798584
2019-10-04,807586
2019-10-05,822612
2019-10-06,811506
2019-10-07,788746
2019-10-08,779258
2019-10-09,761582
2019-10-10,751814
2019-10-11,761256
2019-10-12,776615
2019-10-13,785043
2019-10-14,784884
2019-10-15,782698
2019-10-16,780228
2019-10-17,777836
2019-10-18,782032
2019-10-19,779286
2019-10-20,780489
2019-10-21,794052
2019-10-22,800006
2019-10-23,807385
2019-10-24,811072
2019-10-25,809869
2019-10-26,845409
2019-10-27,867576
2019-10-28,863954
2019-10-29,867744
2019-10-30,871536
2019-10-31,857336
2019-11-01,860159
2019-11-02,872758
2019-11-03,893171
2019-11-04,912338
2019-11-05,955470
2019-11-06,1002529
2019-11-07,1032412
2019-11-08,1031849
2019-11-09,982100
2019-11-10,935226
2019-11-11,924622
2019-11-12,890266
2019-11-13,852434
2019-11-14,829497
2019-11-15,814733
2019-11-16,782012
2019-11-17,764185
2019-11-18,789221
2019-11-19,812612
2019-11-20,810359
2019-11-21,797943
2019-11-22,779896
2019-11-23,792571
2019-11-24,774380
2019-11-25,752395
2019-11-26,767681
2019-11-27,767830
2019-11-28,774891
2019-11-29,797130
2019-11-30,782172
2019-12-01,777745
2019-12-02,767824
2019-12-03,761600
2019-12-04,736958
2019-12-05,749907
2019-12-06,776838
2019-12-07,810675
2019-12-08,841081
2019-12-09,819832
2019-12-10,781022
2019-12-11,789115
2019-12-12,800882
2019-12-13,808420
2019-12-14,813410
2019-12-15,798885
2019-12-16,808389
2019-12-17,807137
2019-12-18,791698
2019-12-19,793266
2019-12-20,787219
2019-12-21,785165
2019-12-22,783274
2019-12-23,771536
2019-12-24,772084
2019-12-25,782424
2019-12-26,794530
2019-12-27,791269
2019-12-28,802637
2019-12-29,814282
2019-12-30,809639
2019-12-31,797593
2020-01-01,805367
2020-01-02,812440
2020-01-03,823887
2020-01-04,816301
2020-01-05,821988
2020-01-06,821100
2020-01-07,817538
2020-01-08,817650
2020-01-09,840561
2020-01-10,859577
2020-01-11,873103
2020-01-12,877407
2020-01-13,881097
2020-01-14,886857
2020-01-15,884847
2020-01-16,877439
2020-01-17,877311
2020-01-18,914059
2020-01-19,943541
2020-01-20,933401
2020-01-21,938436
2020-01-22,976222
2020-01-23,1013214
2020-01-24,1063568
2020-01-25,1066560
2020-01-26,1032815
2020-01-27,981174
2020-01-28,932204
2020-01-29,909316
2020-01-30,920505
2020-01-31,955164
2020-02-01,931707
2020-02-02,959102
2020-02-03,983943
2020-02-04,1023067
2020-02-05,1070391
2020-02-06,1037297
2020-02-07,1040368
2020-02-08,1005592
2020-02-09,1014420
2020-02-10,1006453
2020-02-11,1004245
2020-02-12,997138
2020-02-13,992395
2020-02-14,986088
2020-02-15,983211
2020-02-16,979230
2020-02-17,970388
2020-02-18,975799
2020-02-19,986216
2020-02-20,1034258
2020-02-21,1072022
2020-02-22,1068886
2020-02-23,1119792
2020-02-24,1120756
2020-02-25,1120094
2020-02-26,1127336
2020-02-27,1142557
2020-02-28,1177829
2020-02-29,1236721
2020-03-01,1290884
2020-03-02,1251931
2020-03-03,1209656
2020-03-04,1225554
2020-03-05,1238321
2020-03-06,1286802
2020-03-07,1328104
2020-03-08,1375229
2020-03-09,1413195
2020-03-10,1483855
2020-03-11,1546698
2020-03-12,1623893
2020-03-13,1705088
2020-03-14,1765260
2020-03-15,1845554
2020-03-16,1819324
2020-03-17,1759990
2020-03-18,1693142
2020-03-19,1670686
2020-03-20,1715399
2020-03-21,1743589
2020-03-22,1714490
2020-03-23,1644059
2020-03-24,1633600
2020-03-25,1628079
2020-03-26,1609458
2020-03-27,1599606
2020-03-28,1588349
2020-03-29,1546586
2020-03-30,1474609
2020-03-31,1524884
2020-04-01,1517078
2020-04-02,1500756
2020-04-03,1537199
2020-04-04,1501315
2020-04-05,1448011
2020-04-06,1395867
2020-04-07,1391018
2020-04-08,1351196
2020-04-09,1385499
2020-04-10,1448592
2020-04-11,1518606
2020-04-12,1489558
2020-04-13,1444950
2020-04-14,1491545
2020-04-15,1565978
2020-04-16,1602572
2020-04-17,1666451
2020-04-18,1749774
2020-04-19,1715557
2020-04-20,1660849
2020-04-21,1595727
2020-04-22,1527856
2020-04-23,1451534
2020-04-24,1426622
2020-04-25,1414962
2020-04-26,1397575
2020-04-27,1393730
2020-04-28,1424981
2020-04-29,1458102
2020-04-30,1513357
2020-05-01,1495381
2020-05-02,1430442
2020-05-03,1369841
2020-05-04,1396050
2020-05-05,1391558
2020-05-06,1388451
2020-05-07,1372735
2020-05-08,1342637
2020-05-09,1297447
2020-05-10,1285089
2020-05-11,1265995
2020-05-12,1207016
2020-05-13,1147734
