date_obj,Pirate's%20hat price
2019-04-08,10629
2019-04-09,10629
2019-04-10,10684
2019-04-11,10591
2019-04-12,10450
2019-04-13,10714
2019-04-14,10752
2019-04-15,10752
2019-04-16,10573
2019-04-17,10573
2019-04-18,10479
2019-04-19,10479
2019-04-20,10238
2019-04-21,10238
2019-04-22,10272
2019-04-23,10272
2019-04-24,10063
2019-04-25,9989
2019-04-26,10144
2019-04-27,10144
2019-04-28,10203
2019-04-29,10203
2019-04-30,10083
2019-05-01,10083
2019-05-02,10052
2019-05-03,10448
2019-05-04,10514
2019-05-05,10514
2019-05-06,10226
2019-05-07,10226
2019-05-08,10251
2019-05-09,10251
2019-05-10,10480
2019-05-11,10480
2019-05-12,10511
2019-05-13,10311
2019-05-14,10311
2019-05-15,10567
2019-05-16,10567
2019-05-17,10761
2019-05-18,10726
2019-05-19,10726
2019-05-20,10865
2019-05-21,10865
2019-05-22,11368
2019-05-23,11275
2019-05-24,11275
2019-05-25,11160
2019-05-26,11160
2019-05-27,10878
2019-05-28,10878
2019-05-29,11070
2019-05-30,11070
2019-05-31,11189
2019-06-01,11189
2019-06-02,10968
2019-06-03,10968
2019-06-04,10769
2019-06-05,10769
2019-06-06,10305
2019-06-07,10305
2019-06-08,10058
2019-06-09,10058
2019-06-10,9855
2019-06-11,9855
2019-06-12,9764
2019-06-13,9764
2019-06-14,10038
2019-06-15,10038
2019-06-16,10151
2019-06-17,10151
2019-06-18,10406
2019-06-19,10406
2019-06-20,10744
2019-06-21,10744
2019-06-22,10710
2019-06-23,10710
2019-06-24,10174
2019-06-25,10174
2019-06-26,9861
2019-06-27,9677
2019-06-28,9677
2019-06-29,9541
2019-06-30,9415
2019-07-01,9415
2019-07-02,9322
2019-07-03,9322
2019-07-04,9113
2019-07-05,9113
2019-07-06,8925
2019-07-07,8925
2019-07-08,9137
2019-07-09,9137
2019-07-10,9520
2019-07-11,9520
2019-07-12,9500
2019-07-13,9500
2019-07-14,9289
2019-07-15,9289
2019-07-16,9025
2019-07-17,9025
2019-07-18,8914
2019-07-19,8914
2019-07-20,9175
2019-07-21,9175
2019-07-22,9425
2019-07-23,9425
2019-07-24,8996
2019-07-25,8996
2019-07-26,9039
2019-07-27,9039
2019-07-28,9252
2019-07-29,9252
2019-07-30,9210
2019-07-31,9210
2019-08-01,9069
2019-08-02,9069
2019-08-03,9114
2019-08-04,9114
2019-08-05,9114
2019-08-06,9115
2019-08-07,9115
2019-08-08,9052
2019-08-09,9052
2019-08-10,8688
2019-08-11,8688
2019-08-12,9014
2019-08-13,9014
2019-08-14,9111
2019-08-15,9111
2019-08-16,9302
2019-08-17,9302
2019-08-18,9602
2019-08-19,9602
2019-08-20,9577
2019-08-21,9577
2019-08-22,9686
2019-08-23,9686
2019-08-24,9600
2019-08-24,9600
2019-08-25,9600
2019-08-25,9600
2019-08-26,9600
2019-08-26,9600
2019-08-27,9844
2019-08-27,9844
2019-08-28,9844
2019-08-29,10168
2019-08-30,10168
2019-08-31,10014
2019-09-01,10014
2019-09-02,9821
2019-09-03,9821
2019-09-04,9907
2019-09-05,9907
2019-09-06,9907
2019-09-07,9990
2019-09-08,9990
2019-09-09,10071
2019-09-10,10071
2019-09-11,10197
2019-09-12,10197
2019-09-13,10197
2019-09-14,9993
2019-09-15,9993
2019-09-16,9739
2019-09-17,9739
2019-09-18,9943
2019-09-19,9943
2019-09-20,9943
2019-09-21,9904
2019-09-22,9904
2019-09-23,9783
2019-09-24,9783
2019-09-25,9783
2019-09-26,9837
2019-09-27,9837
2019-09-28,9846
2019-09-29,9846
2019-09-30,9846
2019-10-01,9962
2019-10-02,9962
2019-10-03,9962
2019-10-04,10053
2019-10-05,10053
2019-10-06,9731
2019-10-07,9731
2019-10-08,9731
2019-10-09,9939
2019-10-10,9939
2019-10-11,10100
2019-10-12,10100
2019-10-13,10123
2019-10-14,10123
2019-10-15,10213
2019-10-16,10213
2019-10-17,10213
2019-10-18,10505
2019-10-19,10505
2019-10-20,10585
2019-10-21,10585
2019-10-22,10585
2019-10-23,10530
2019-10-24,10530
2019-10-25,10534
2019-10-26,10534
2019-10-27,10550
2019-10-28,10550
2019-10-29,10550
2019-10-30,10673
2019-10-31,10673
2019-11-01,10859
2019-11-02,10859
2019-11-03,11067
2019-11-04,11067
2019-11-05,11067
2019-11-06,11188
2019-11-07,11188
2019-11-08,11188
2019-11-09,11355
2019-11-10,11355
2019-11-11,11361
2019-11-12,11361
2019-11-13,11361
2019-11-14,11699
2019-11-15,11699
2019-11-16,11322
2019-11-17,11322
2019-11-18,10784
2019-11-19,10784
2019-11-20,10288
2019-11-21,10288
2019-11-22,10288
2019-11-23,9914
2019-11-24,9914
2019-11-25,9963
2019-11-26,9963
2019-11-27,9963
2019-11-28,9763
2019-11-29,9763
2019-11-30,9763
2019-12-01,9648
2019-12-02,9648
2019-12-03,9721
2019-12-04,9721
2019-12-05,9721
2019-12-06,10111
2019-12-07,10111
2019-12-08,10111
2019-12-09,9725
2019-12-10,9725
2019-12-11,9556
2019-12-12,9556
2019-12-13,9094
2019-12-14,9094
2019-12-15,9094
2019-12-16,9094
2019-12-17,8842
2019-12-18,8842
2019-12-19,8842
2019-12-20,8477
2019-12-21,8477
2019-12-22,8438
2019-12-23,8438
2019-12-24,8165
2019-12-25,8165
2019-12-26,8165
2019-12-27,8301
2019-12-28,8301
2019-12-29,8453
2019-12-30,8453
2019-12-31,8178
2020-01-01,8178
2020-01-02,7818
2020-01-03,7818
2020-01-04,7577
2020-01-05,7577
2020-01-06,7422
2020-01-07,7422
2020-01-08,7269
2020-01-09,7269
2020-01-10,7439
2020-01-11,7439
2020-01-12,7578
2020-01-13,7578
2020-01-14,7578
2020-01-15,7546
2020-01-16,7546
2020-01-17,7326
2020-01-18,7326
2020-01-19,7347
2020-01-20,7347
2020-01-21,7347
2020-01-22,7501
2020-01-23,7501
2020-01-24,7539
2020-01-25,7539
2020-01-26,7916
2020-01-27,7916
2020-01-28,8132
2020-01-29,8132
2020-01-30,8456
2020-01-31,8456
2020-02-01,8856
2020-02-02,8856
2020-02-03,8727
2020-02-04,8727
2020-02-05,8733
2020-02-06,8733
2020-02-07,8607
2020-02-08,8607
2020-02-09,8553
2020-02-10,8341
2020-02-11,8341
2020-02-12,8262
2020-02-13,8262
2020-02-14,7861
2020-02-15,7861
2020-02-16,7861
2020-02-17,7740
2020-02-18,7740
2020-02-19,7749
2020-02-20,7749
2020-02-21,7758
2020-02-22,7758
2020-02-23,7549
2020-02-24,7549
2020-02-25,7488
2020-02-26,7488
2020-02-27,7563
2020-02-28,7563
2020-02-29,7547
2020-03-01,7547
2020-03-02,7786
2020-03-03,7786
2020-03-04,7786
2020-03-05,7566
2020-03-06,7566
2020-03-07,7439
2020-03-08,7439
2020-03-09,7793
2020-03-10,7793
2020-03-11,8099
2020-03-12,8099
2020-03-13,8262
2020-03-14,8262
2020-03-15,8529
2020-03-16,8529
2020-03-17,8704
2020-03-18,8704
2020-03-19,9033
2020-03-20,9033
2020-03-21,9069
2020-03-22,9069
2020-03-23,9053
2020-03-24,9053
2020-03-25,8870
2020-03-26,8621
2020-03-27,8621
2020-03-28,8711
2020-03-29,8500
2020-03-30,8349
2020-03-31,8349
2020-04-01,8113
2020-04-02,7881
2020-04-03,7881
2020-04-04,7744
2020-04-05,7744
2020-04-06,7509
2020-04-07,7509
2020-04-08,7174
2020-04-09,6855
2020-04-10,6855
2020-04-11,6512
2020-04-12,6215
2020-04-13,5963
2020-04-14,5700
2020-04-15,5588
2020-04-16,5588
2020-04-17,5463
2020-04-18,5293
2020-04-19,5031
2020-04-20,5029
2020-04-21,5029
2020-04-22,5119
2020-04-23,5119
2020-04-24,5369
2020-04-25,5369
2020-04-26,5329
2020-04-27,5161
2020-04-28,5218
2020-04-29,5218
2020-04-30,5427
2020-05-01,5427
2020-05-02,5533
2020-05-03,5688
2020-05-04,5688
2020-05-05,5710
2020-05-06,5630
2020-05-07,5630
2020-05-08,5824
2020-05-09,6100
2020-05-10,6100
2020-05-11,6041
2020-05-12,6041
2020-05-13,6243
