date_obj,Paddewwa%20teleport%20(tablet) price
2015-03-26,3367
2015-03-27,3367
2015-03-28,3367
2015-03-29,3367
2015-03-30,3367
2015-03-31,3367
2015-04-01,3367
2015-04-02,3367
2015-04-03,3367
2015-04-04,3367
2015-04-05,3367
2015-04-06,3367
2015-04-07,3367
2015-04-08,3367
2015-04-09,3367
2015-04-10,3367
2015-04-11,3379
2015-04-12,3379
2015-04-13,3379
2015-04-14,3379
2015-04-15,3379
2015-04-16,3379
2015-04-17,3379
2015-04-18,3379
2015-04-19,3379
2015-04-20,3379
2015-04-21,3379
2015-04-22,3379
2015-04-23,3379
2015-04-24,3379
2015-04-25,3379
2015-04-26,3379
2015-04-27,3379
2015-04-28,3379
2015-04-29,3379
2015-04-30,3379
2015-05-01,3257
2015-05-02,3257
2015-05-03,3257
2015-05-04,3257
2015-05-05,3257
2015-05-06,3257
2015-05-07,3257
2015-05-08,3257
2015-05-09,3257
2015-05-10,3257
2015-05-11,3257
2015-05-12,3257
2015-05-13,3257
2015-05-14,3257
2015-05-15,3257
2015-05-16,3257
2015-05-17,3131
2015-05-18,3131
2015-05-19,3131
2015-05-20,3131
2015-05-21,3131
2015-05-22,3131
2015-05-23,3131
2015-05-24,3131
2015-05-25,3131
2015-05-26,3131
2015-05-27,3131
2015-05-28,3131
2015-05-29,3131
2015-05-30,3056
2015-05-31,3056
2015-06-01,3056
2015-06-02,3056
2015-06-03,3056
2015-06-04,3056
2015-06-05,3056
2015-06-06,3056
2015-06-07,3056
2015-06-08,3056
2015-06-09,3056
2015-06-10,3056
2015-06-11,3056
2015-06-12,2939
2015-06-13,2939
2015-06-14,2939
2015-06-15,2939
2015-06-16,2939
2015-06-17,2939
2015-06-18,2939
2015-06-19,2939
2015-06-20,2939
2015-06-21,2939
2015-06-22,2939
2015-06-23,2939
2015-06-24,2939
2015-06-25,2939
2015-06-26,2867
2015-06-27,2867
2015-06-28,2867
2015-06-29,2867
2015-06-30,2867
2015-07-01,2867
2015-07-02,2867
2015-07-03,2867
2015-07-04,2867
2015-07-05,2867
2015-07-06,2867
2015-07-07,2867
2015-07-08,2867
2015-07-09,2867
2015-07-10,2886
2015-07-11,2886
2015-07-12,2886
2015-07-13,2886
2015-07-14,2886
2015-07-15,2886
2015-07-16,2886
2015-07-17,2886
2015-07-18,2886
2015-07-19,2886
2015-07-20,2886
2015-07-21,2886
2015-07-22,2886
2015-07-23,2886
2015-07-24,2746
2015-07-25,2746
2015-07-26,2746
2015-07-27,2746
2015-07-28,2746
2015-07-29,2746
2015-07-30,2746
2015-07-31,2746
2015-08-01,2746
2015-08-02,2746
2015-08-03,2746
2015-08-04,2746
2015-08-05,2746
2015-08-06,2650
2015-08-07,2650
2015-08-08,2650
2015-08-09,2650
2015-08-10,2650
2015-08-11,2650
2015-08-12,2650
2015-08-13,2650
2015-08-14,2650
2015-08-15,2650
2015-08-16,2650
2015-08-17,2650
2015-08-18,2650
2015-08-19,2657
2015-08-20,2657
2015-08-21,2657
2015-08-22,2657
2015-08-23,2657
2015-08-24,2657
2015-08-25,2657
2015-08-26,2657
2015-08-27,2657
2015-08-28,2657
2015-08-29,2657
2015-08-30,2657
2015-08-31,2657
2015-09-01,2657
2015-09-02,2657
2015-09-03,2620
2015-09-04,2620
2015-09-05,2620
2015-09-06,2620
2015-09-07,2620
2015-09-08,2620
2015-09-09,2620
2015-09-10,2620
2015-09-11,2620
2015-09-12,2620
2015-09-13,2620
2015-09-14,2620
2015-09-15,2582
2015-09-16,2582
2015-09-17,2582
2015-09-18,2582
2015-09-19,2582
2015-09-20,2582
2015-09-21,2582
2015-09-22,2582
2015-09-23,2582
2015-09-24,2582
2015-09-25,2582
2015-09-27,2582
2015-09-28,2582
2015-09-29,2582
2015-09-30,2582
2015-10-05,2560
2015-10-06,2560
2015-10-07,2560
2015-10-08,2560
2015-10-09,2560
2015-10-10,2560
2015-10-11,2560
2015-10-12,2560
2015-10-13,2560
2015-10-14,2560
2015-10-15,2560
2015-10-16,2526
2015-10-17,2526
2015-10-18,2526
2015-10-19,2526
2015-10-20,2526
2015-10-22,2526
2015-10-23,2526
2015-10-24,2526
2015-10-25,2526
2015-10-26,2526
2015-10-27,2526
2015-10-29,2526
2015-10-30,2526
2015-10-31,2526
2015-11-01,2526
2015-11-02,2507
2015-11-03,2507
2015-11-04,2507
2015-11-05,2507
2015-11-06,2507
2015-11-07,2507
2015-11-08,2507
2015-11-09,2507
2015-11-10,2507
2015-11-11,2507
2015-11-12,2507
2015-11-13,2507
2015-11-14,2507
2015-11-15,2507
2015-11-16,2507
2015-11-17,2507
2015-11-18,2507
2015-11-19,2507
2015-11-20,2507
2015-11-21,2507
2015-11-22,2433
2015-11-23,2433
2015-11-24,2433
2015-11-25,2433
2015-11-26,2433
2015-11-27,2433
2015-11-28,2433
2015-11-29,2433
2015-11-30,2433
2015-12-01,2433
2015-12-02,2433
2015-12-03,2433
2015-12-04,2433
2015-12-05,2433
2015-12-06,2433
2015-12-07,2433
2015-12-08,2433
2015-12-09,2476
2015-12-10,2476
2015-12-11,2476
2015-12-12,2476
2015-12-13,2476
2015-12-14,2476
2015-12-15,2476
2015-12-16,2476
2015-12-17,2476
2015-12-18,2476
2015-12-19,2476
2015-12-20,2476
2015-12-21,2476
2015-12-22,2476
2015-12-23,2503
2015-12-24,2503
2015-12-25,2503
2015-12-26,2503
2015-12-27,2503
2015-12-28,2503
2015-12-29,2503
2015-12-30,2503
2015-12-31,2503
2016-01-01,2503
2016-01-02,2503
2016-01-03,2503
2016-01-04,2503
2016-01-05,2548
2016-01-06,2548
2016-01-07,2548
2016-01-08,2548
2016-01-09,2548
2016-01-10,2548
2016-01-11,2548
2016-01-12,2548
2016-01-13,2548
2016-01-14,2548
2016-01-15,2548
2016-01-16,2548
2016-01-17,2594
2016-01-18,2594
2016-01-19,2594
2016-01-20,2594
2016-01-21,2594
2016-01-22,2594
2016-01-23,2594
2016-01-24,2594
2016-01-25,2594
2016-01-26,2594
2016-01-27,2594
2016-01-28,2594
2016-01-29,2594
2016-01-30,2575
2016-01-31,2575
2016-02-01,2575
2016-02-02,2575
2016-02-03,2575
2016-02-04,2575
2016-02-05,2575
2016-02-06,2575
2016-02-07,2575
2016-02-08,2575
2016-02-09,2575
2016-02-10,2575
2016-02-11,2575
2016-02-12,2558
2016-02-13,2558
2016-02-14,2558
2016-02-15,2558
2016-02-16,2558
2016-02-17,2558
2016-02-18,2558
2016-02-19,2558
2016-02-20,2558
2016-02-21,2558
2016-02-22,2558
2016-02-23,2558
2016-02-24,2574
2016-02-25,2574
2016-02-26,2574
2016-02-27,2574
2016-02-28,2574
2016-02-29,2574
2016-03-01,2574
2016-03-02,2574
2016-03-03,2574
2016-03-04,2574
2016-03-05,2574
2016-03-06,2606
2016-03-07,2606
2016-03-08,2606
2016-03-09,2606
2016-03-10,2606
2016-03-11,2606
2016-03-12,2606
2016-03-13,2606
2016-03-14,2606
2016-03-15,2606
2016-03-16,2606
2016-03-17,2626
2016-03-18,2626
2016-03-19,2626
2016-03-20,2626
2016-03-21,2626
2016-03-22,2626
2016-03-23,2626
2016-03-24,2626
2016-03-25,2626
2016-03-26,2626
2016-03-27,2648
2016-03-28,2648
2016-03-29,2648
2016-03-30,2648
2016-03-31,2648
2016-04-01,2648
2016-04-02,2648
2016-04-03,2648
2016-04-04,2648
2016-04-05,2648
2016-04-06,2648
2016-04-07,2554
2016-04-08,2554
2016-04-09,2554
2016-04-10,2554
2016-04-11,2554
2016-04-12,2554
2016-04-13,2554
2016-04-14,2554
2016-04-15,2469
2016-04-16,2469
2016-04-17,2469
2016-04-18,2469
2016-04-19,2469
2016-04-20,2469
2016-04-21,2469
2016-04-22,2469
2016-04-23,2527
2016-04-24,2527
2016-04-25,2527
2016-04-26,2527
2016-04-27,2527
2016-04-28,2527
2016-04-29,2527
2016-04-30,2527
2016-05-01,2527
2016-05-02,2527
2016-05-03,2409
2016-05-04,2409
2016-05-05,2409
2016-05-06,2409
2016-05-07,2409
2016-05-08,2409
2016-05-09,2409
2016-05-10,2409
2016-05-11,2409
2016-05-12,2312
2016-05-13,2312
2016-05-14,2312
2016-05-15,2312
2016-05-16,2312
2016-05-17,2312
2016-05-18,2312
2016-05-19,2312
2016-05-22,2267
2016-05-23,2267
2016-05-24,2267
2016-05-25,2267
2016-05-26,2267
2016-05-27,2283
2016-05-28,2283
2016-05-29,2283
2016-05-30,2283
2016-05-31,2283
2016-06-01,2283
2016-06-02,2283
2016-06-03,2283
2016-06-04,2283
2016-06-05,2283
2016-06-06,2328
2016-06-07,2328
2016-06-08,2328
2016-06-09,2328
2016-06-10,2328
2016-06-11,2328
2016-06-12,2328
2016-06-13,2328
2016-06-14,2328
2016-06-15,2345
2016-06-16,2345
2016-06-17,2345
2016-06-18,2345
2016-06-19,2345
2016-06-20,2345
2016-06-21,2345
2016-06-22,2345
2016-06-23,2338
2016-06-24,2338
2016-06-25,2338
2016-06-26,2338
2016-06-27,2338
2016-06-28,2338
2016-06-29,2338
2016-06-30,2338
2016-07-01,2338
2016-07-02,2338
2016-07-03,2349
2016-07-04,2349
2016-07-05,2349
2016-07-06,2349
2016-07-07,2349
2016-07-08,2349
2016-07-09,2349
2016-07-10,2353
2016-07-11,2353
2016-07-12,2353
2016-07-13,2353
2016-07-14,2353
2016-07-15,2353
2016-07-16,2353
2016-07-17,2353
2016-07-18,2353
2016-07-23,2417
2016-07-24,2417
2016-07-25,2417
2016-07-26,2417
2016-07-27,2417
2016-07-28,2417
2016-07-29,2417
2016-07-30,2473
2016-07-31,2473
2016-08-01,2473
2016-08-02,2473
2016-08-03,2473
2016-08-04,2473
2016-08-05,2473
2016-08-06,2473
2016-08-07,2473
2016-08-08,2473
2016-08-09,2469
2016-08-10,2469
2016-08-11,2469
2016-08-12,2469
2016-08-13,2469
2016-08-14,2469
2016-08-15,2469
2016-08-16,2469
2016-08-17,2469
2016-08-18,2469
2016-08-19,2469
2016-08-20,2469
2016-08-21,2443
2016-08-22,2443
2016-08-23,2443
2016-08-24,2443
2016-08-25,2443
2016-08-26,2443
2016-08-28,2443
2016-08-31,2443
