date_obj,Tall%20box%20hedge%20(bagged) price
2015-03-05,101000
2015-03-06,101000
2015-03-07,101000
2015-03-08,101000
2015-03-09,101000
2015-03-10,101000
2015-03-11,101000
2015-03-12,101000
2015-03-13,101000
2015-03-14,101000
2015-03-15,101000
2015-03-16,101000
2015-03-17,101000
2015-03-18,101000
2015-03-19,101000
2015-03-20,101000
2015-03-21,101000
2015-03-22,101000
2015-03-23,101000
2015-03-24,101000
2015-03-25,101000
2015-03-26,101000
2015-03-27,101000
2015-03-28,101000
2015-03-29,101000
2015-03-30,101000
2015-03-31,101000
2015-04-01,101000
2015-04-02,101000
2015-04-03,101000
2015-04-04,101000
2015-04-05,101000
2015-04-06,101000
2015-04-07,101000
2015-04-08,101000
2015-04-09,101000
2015-04-10,101000
2015-04-11,101000
2015-04-12,101000
2015-04-13,101000
2015-04-14,101000
2015-04-15,101000
2015-04-16,101000
2015-04-17,101000
2015-04-18,101000
2015-04-19,101000
2015-04-20,101000
2015-04-21,101000
2015-04-22,101000
2015-04-23,101000
2015-04-24,101000
2015-04-25,101000
2015-04-26,101000
2015-04-27,101000
2015-04-28,101000
2015-04-29,101000
2015-04-30,101000
2015-05-01,101000
2015-05-02,101000
2015-05-03,101000
2015-05-04,101000
2015-05-05,101000
2015-05-06,101000
2015-05-07,101000
2015-05-08,101000
2015-05-09,101000
2015-05-10,101000
2015-05-11,101000
2015-05-12,101000
2015-05-13,101000
2015-05-14,101000
2015-05-15,101000
2015-05-16,101000
2015-05-17,101000
2015-05-18,101000
2015-05-19,101000
2015-05-20,101000
2015-05-21,101000
2015-05-22,101000
2015-05-23,101000
2015-05-24,101000
2015-05-25,101000
2015-05-26,101000
2015-05-27,101000
2015-05-28,101000
2015-05-29,101000
2015-05-30,101000
2015-05-31,101000
2015-06-01,101000
2015-06-02,101000
2015-06-03,101000
2015-06-04,101000
2015-06-05,101000
2015-06-06,101000
2015-06-07,101000
2015-06-08,101000
2015-06-09,101000
2015-06-10,101000
2015-06-11,101000
2015-06-12,101000
2015-06-13,101000
2015-06-14,101000
2015-06-15,101000
2015-06-16,101000
2015-06-17,101000
2015-06-18,101000
2015-06-19,101000
2015-06-20,101000
2015-06-21,101000
2015-06-22,101000
2015-06-23,101000
2015-06-24,101000
2015-06-25,101000
2015-06-26,101000
2015-06-27,101000
2015-06-28,101000
2015-06-29,101000
2015-06-30,101000
2015-07-01,101000
2015-07-02,101000
2015-07-03,101000
2015-07-04,101000
2015-07-05,101000
2015-07-06,101000
2015-07-07,101000
2015-07-08,101000
2015-07-09,101000
2015-07-10,101000
2015-07-11,101000
2015-07-12,101000
2015-07-13,101000
2015-07-14,101000
2015-07-15,101000
2015-07-16,101000
2015-07-17,101000
2015-07-18,101000
2015-07-19,101000
2015-07-20,101000
2015-07-21,101000
2015-07-22,101000
2015-07-23,101000
2015-07-24,101000
2015-07-25,101000
2015-07-26,101000
2015-07-27,101000
2015-07-28,101000
2015-07-29,101000
2015-07-30,101000
2015-07-31,101000
2015-08-01,101000
2015-08-02,101000
2015-08-03,101000
2015-08-04,101000
2015-08-05,101000
2015-08-06,101000
2015-08-07,101000
2015-08-08,101000
2015-08-09,101000
2015-08-10,101000
2015-08-11,101000
2015-08-12,101000
2015-08-13,101000
2015-08-14,101000
2015-08-15,101000
2015-08-16,101000
2015-08-17,101000
2015-08-18,101000
2015-08-19,101000
2015-08-20,101000
2015-08-21,101000
2015-08-22,101000
2015-08-23,101000
2015-08-24,101000
2015-08-25,101000
2015-08-26,101000
2015-08-27,101000
2015-08-28,101000
2015-08-29,101000
2015-08-30,101000
2015-08-31,101000
2015-09-02,101000
2015-09-07,101000
2015-09-08,101000
2015-09-10,101000
2015-09-14,101000
2015-09-16,101000
2015-09-22,101000
2015-09-23,101000
2015-09-24,101000
2015-09-25,101000
2015-09-27,101000
2015-09-28,101000
2015-09-29,101000
2015-09-30,101000
2015-10-05,101000
2015-10-06,101000
2015-10-07,101000
2015-10-08,101000
2015-10-09,101000
2015-10-10,101000
2015-10-11,101000
2015-10-12,101000
2015-10-13,101000
2015-10-14,101000
2015-10-15,101000
2015-10-16,101000
2015-10-17,101000
2015-10-18,101000
2015-10-19,101000
2015-10-20,101000
2015-10-22,101000
2015-10-23,101000
2015-10-24,101000
2015-10-25,101000
2015-10-26,101000
2015-10-27,101000
2015-10-29,101000
2015-10-30,101000
2015-10-31,101000
2015-11-01,101000
2015-11-02,101000
2015-11-03,101000
2015-11-04,101000
2015-11-05,101000
2015-11-06,101000
2015-11-07,101000
2015-11-08,101000
2015-11-09,101000
2015-11-10,101000
2015-11-11,101000
2015-11-12,101000
2015-11-13,101000
2015-11-14,101000
2015-11-15,101000
2015-11-16,101000
2015-11-17,101000
2015-11-18,101000
2015-11-19,101000
2015-11-20,101000
2015-11-21,101000
2015-11-22,101000
2015-11-23,101000
2015-11-24,101000
2015-11-25,101000
2015-11-26,101000
2015-11-27,101000
2015-11-28,101000
2015-11-29,101000
2015-11-30,101000
2015-12-01,101000
2015-12-02,101000
2015-12-03,101000
2015-12-04,101000
2015-12-05,101000
2015-12-06,101000
2015-12-07,101000
2015-12-08,101000
2015-12-09,101000
2015-12-10,101000
2015-12-11,101000
2015-12-13,101000
2015-12-14,101000
2015-12-15,101000
2015-12-16,101000
2015-12-17,101000
2015-12-18,101000
2015-12-19,101000
2015-12-20,101000
2015-12-21,101000
2015-12-22,101000
2015-12-23,101000
2015-12-24,101000
2015-12-25,101000
2015-12-26,101000
2015-12-27,101000
2015-12-28,101000
2015-12-29,101000
2015-12-30,101000
2015-12-31,101000
2016-01-01,101000
2016-01-02,101000
2016-01-03,101000
2016-01-04,101000
2016-01-05,101000
2016-01-06,101000
2016-01-07,101000
2016-01-08,101000
2016-01-09,101000
2016-01-10,101000
2016-01-11,101000
2016-01-12,101000
2016-01-13,101000
2016-01-14,101000
2016-01-15,101000
2016-01-16,101000
2016-01-17,101000
2016-01-18,101000
2016-01-19,101000
2016-01-20,101000
2016-01-21,101000
2016-01-22,101000
2016-01-23,101000
2016-01-24,101000
2016-01-25,101000
2016-01-26,101000
2016-01-27,101000
2016-01-28,101000
2016-01-29,101000
2016-01-30,101000
2016-01-31,101000
2016-02-01,101000
2016-02-02,101000
2016-02-03,101000
2016-02-04,101000
2016-02-05,101000
2016-02-06,101000
2016-02-07,101000
2016-02-08,101000
2016-02-09,101000
2016-02-10,101000
2016-02-11,101000
2016-02-12,101000
2016-02-13,101000
2016-02-14,101000
2016-02-15,101000
2016-02-16,101000
2016-02-17,101000
2016-02-18,101000
2016-02-19,101000
2016-02-20,101000
2016-02-21,101000
2016-02-22,101000
2016-02-23,101000
2016-02-24,101000
2016-02-25,101000
2016-02-26,101000
2016-02-27,101000
2016-02-28,101000
2016-02-29,101000
2016-03-01,101000
2016-03-02,101000
2016-03-03,101000
2016-03-04,101000
2016-03-05,101000
2016-03-06,101000
2016-03-07,101000
2016-03-08,101000
2016-03-09,101000
2016-03-10,101000
2016-03-11,101000
2016-03-12,101000
2016-03-13,101000
2016-03-14,101000
2016-03-15,101000
2016-03-16,101000
2016-03-17,101000
2016-03-18,101000
2016-03-19,101000
2016-03-20,101000
2016-03-21,101000
2016-03-22,101000
2016-03-23,101000
2016-03-24,101000
2016-03-25,101000
2016-03-26,101000
2016-03-27,101000
2016-03-28,101000
2016-03-29,101000
2016-03-30,101000
2016-03-31,101000
2016-04-01,101000
2016-04-02,101000
2016-04-03,101000
2016-04-04,101000
2016-04-05,101000
2016-04-06,101000
2016-04-07,101000
2016-04-08,101000
2016-04-09,101000
2016-04-10,101000
2016-04-11,101000
2016-04-12,101000
2016-04-13,101000
2016-04-14,101000
2016-04-15,101000
2016-04-16,101000
2016-04-17,101000
2016-04-18,101000
2016-04-19,101000
2016-04-20,101000
2016-04-21,101000
2016-04-22,101000
2016-04-23,101000
2016-04-24,101000
2016-04-25,101000
2016-04-26,101000
2016-04-27,101000
2016-04-28,101000
2016-04-29,101000
2016-04-30,101000
2016-05-01,101000
2016-05-02,101000
2016-05-03,101000
2016-05-04,101000
2016-05-05,101000
2016-05-06,101000
2016-05-07,101000
2016-05-08,101000
2016-05-09,101000
2016-05-10,101000
2016-05-11,101000
2016-05-12,101000
2016-05-13,101000
2016-05-14,101000
2016-05-15,101000
2016-05-16,101000
2016-05-17,101000
2016-05-18,101000
2016-05-19,101000
2016-05-22,101000
2016-05-23,101000
2016-05-24,101000
2016-05-25,101000
2016-05-26,101000
2016-05-27,101000
2016-05-28,101000
2016-05-29,101000
2016-05-30,101000
2016-05-31,101000
2016-06-01,101000
2016-06-02,101000
2016-06-03,101000
2016-06-04,101000
2016-06-05,101000
2016-06-06,101000
2016-06-07,101000
2016-06-08,101000
2016-06-09,101000
2016-06-10,101000
2016-06-11,101000
2016-06-12,101000
2016-06-13,101000
2016-06-14,101000
2016-06-15,101000
2016-06-16,101000
2016-06-17,101000
2016-06-18,101000
2016-06-19,101000
