date_obj,Elder%20maul price
2017-10-21,46128728
2017-10-22,46538049
2017-10-23,46992876
2017-10-24,47362933
2017-10-25,46997365
2017-10-26,46678284
2017-10-27,45969260
2017-10-28,45725251
2017-10-29,45725902
2017-10-30,45618468
2017-10-31,45618272
2017-11-01,45416205
2017-11-02,45308001
2017-11-03,45606927
2017-11-04,45633137
2017-11-05,45480169
2017-11-06,45517052
2017-11-07,45743462
2017-11-08,45777391
2017-11-09,46090402
2017-11-10,46491915
2017-11-11,46470543
2017-11-12,46605285
2017-11-13,46162144
2017-11-14,45716177
2017-11-15,45048502
2017-11-16,44840258
2017-11-17,44853267
2017-11-18,44944020
2017-11-19,44784336
2017-11-20,44717948
2017-11-21,44819687
2017-11-22,44522908
2017-11-23,46603864
2017-11-24,48934058
2017-11-25,51374902
2017-11-26,53942930
2017-11-27,55227172
2017-11-28,55467947
2017-11-29,57617158
2017-11-30,58820434
2017-12-01,59665690
2017-12-02,60234414
2017-12-03,57920335
2017-12-04,55024318
2017-12-05,52273102
2017-12-06,51318578
2017-12-07,50845692
2017-12-08,48411366
2017-12-09,48818907
2017-12-10,48955220
2017-12-11,49080822
2017-12-12,49509873
2017-12-13,49195818
2017-12-14,48975696
2017-12-15,48789325
2017-12-16,48437807
2017-12-17,48498099
2017-12-18,48447969
2017-12-19,48520290
2017-12-20,48558038
2017-12-21,48415192
2017-12-22,48416525
2017-12-23,48261808
2017-12-24,47738678
2017-12-25,47823469
2017-12-26,47787939
2017-12-27,47564738
2017-12-28,47056302
2017-12-29,47313555
2017-12-30,47307042
2017-12-31,47620431
2018-01-01,48030960
2018-01-02,48285798
2018-01-03,48157176
2018-01-04,46136216
2018-01-05,44091140
2018-01-06,44464191
2018-01-07,44337077
2018-01-08,43261713
2018-01-09,41881545
2018-01-10,40471854
2018-01-11,40655158
2018-01-12,41773339
2018-01-13,41562386
2018-01-14,41595081
2018-01-15,41609860
2018-01-16,41437514
2018-01-17,40764501
2018-01-18,41313543
2018-01-19,41162813
2018-01-20,41425088
2018-01-21,42420390
2018-01-22,43124156
2018-01-23,42495666
2018-01-25,43958522
2018-01-26,45910417
2018-01-27,45629930
2018-01-28,46121430
2018-01-29,46974934
2018-01-30,48087472
2018-01-31,48019648
2018-02-01,47560498
2018-02-02,46879906
2018-02-03,46357263
2018-02-04,46844617
2018-02-05,47876364
2018-02-06,48316471
2018-02-07,49887771
2018-02-08,52049597
2018-02-09,54575832
2018-02-10,57304624
2018-02-11,60133033
2018-02-12,63050674
2018-02-13,65833708
2018-02-14,64751422
2018-02-15,65727465
2018-02-16,66457975
2018-02-17,66667571
2018-02-18,65134682
2018-02-19,62006402
2018-02-20,58906081
2018-02-21,55960776
2018-02-22,53162737
2018-02-23,50504600
2018-02-24,47979370
2018-02-25,47050414
2018-02-26,47908106
2018-02-27,48496416
2018-02-28,50885427
2018-03-01,53096447
2018-03-02,50917686
2018-03-03,48547659
2018-03-04,49271171
2018-03-05,50084017
2018-03-06,50476750
2018-03-07,49881956
2018-03-09,48403632
2018-03-10,48920444
2018-03-11,48836009
2018-03-12,48578765
2018-03-13,48440118
2018-03-14,48465037
2018-03-15,48579804
2018-03-16,48688617
2018-03-17,48648847
2018-03-18,48573814
2018-03-20,47376287
2018-03-21,47033787
2018-03-23,46333349
2018-03-24,46381843
2018-03-25,47383391
2018-03-26,49592633
2018-03-27,49301926
2018-03-28,48900063
2018-03-29,49857157
2018-03-30,49688176
2018-03-31,49553831
2018-04-01,49529019
2018-04-02,50324424
2018-04-03,49779783
2018-04-04,50915557
2018-04-05,50764107
2018-04-06,50396619
2018-04-07,50209305
2018-04-08,49993630
2018-04-09,50098308
2018-04-10,49798030
2018-04-11,49643659
2018-04-12,50148259
2018-04-13,50976998
2018-04-14,50926686
2018-04-15,50927697
2018-04-16,50905484
2018-04-17,51307823
2018-04-18,51099822
2018-04-19,52331456
2018-04-20,52566489
2018-04-21,52323394
2018-04-22,53088281
2018-04-23,53432368
2018-04-24,53787565
2018-04-25,54563141
2018-04-26,53490439
2018-04-27,52655108
2018-04-28,52594395
2018-04-29,53208989
2018-04-30,52867140
2018-05-01,52754640
2018-05-03,51666066
2018-05-04,50651713
2018-05-05,51058658
2018-05-07,51287536
2018-05-08,51150171
2018-05-09,50307499
2018-05-10,48289589
2018-05-11,47854339
2018-05-12,48908584
2018-05-13,49654560
2018-05-14,49931169
2018-05-15,50040097
2018-05-16,50009805
2018-05-17,52318224
2018-05-18,54357583
2018-05-19,56251623
2018-05-20,55478350
2018-05-21,53957902
2018-05-22,52980925
2018-05-23,52347456
2018-05-24,52480616
2018-05-25,52246776
2018-05-26,53556208
2018-05-27,53014242
2018-05-28,52851272
2018-05-29,52737804
2018-05-30,52513326
2018-05-31,51478135
2018-06-01,51995975
2018-06-02,52039882
2018-06-03,51935747
2018-06-04,51542718
2018-06-05,50910035
2018-06-06,49870290
2018-06-07,47378208
2018-06-08,45837132
2018-06-09,45340771
2018-06-10,44114227
2018-06-11,41997976
2018-06-12,42168668
2018-06-13,42614906
2018-06-14,44485500
2018-06-15,43194873
2018-06-16,43288502
2018-06-17,43805795
2018-06-18,43646838
2018-06-19,43886863
2018-06-20,43776539
2018-06-21,43751960
2018-06-22,43320902
2018-06-23,43049559
2018-06-24,42899606
2018-06-25,43167166
2018-06-26,43202121
2018-06-27,44708505
2018-06-28,46937546
2018-06-29,47757299
2018-06-30,47671130
2018-07-01,46345523
2018-07-02,45782066
2018-07-03,45365537
2018-07-04,45091495
2018-07-05,45007959
2018-07-06,43520065
2018-07-07,43549454
2018-07-08,44654806
2018-07-09,46231258
2018-07-10,46170313
2018-07-11,46527402
2018-07-12,46023698
2018-07-13,45773996
2018-07-14,45274773
2018-07-15,45348493
2018-07-16,46039266
2018-07-17,46478400
2018-07-18,46742710
2018-07-19,46422430
2018-07-20,46289536
2018-07-21,46725230
2018-07-22,48365483
2018-07-23,50388795
2018-07-24,50268689
2018-07-25,52205372
2018-07-26,51146283
2018-07-27,53309010
2018-07-28,54364332
2018-07-29,56464983
2018-07-30,57034904
2018-07-31,55264841
2018-08-01,52501598
2018-08-02,49878970
2018-08-03,48690745
2018-08-04,47203261
2018-08-05,46072971
2018-08-06,45429930
2018-08-07,43568047
2018-08-08,41784177
2018-08-09,42556284
2018-08-10,42316020
2018-08-11,41574517
2018-08-12,40476229
2018-08-14,37241906
2018-08-16,37477280
2018-08-17,38463809
2018-08-18,39908966
2018-08-19,39625470
2018-08-20,39059069
2018-08-21,38815967
2018-08-22,38265214
2018-08-23,37445925
2018-08-24,36788161
2018-08-25,36763994
2018-08-26,36890623
2018-08-27,37175360
2018-08-28,37196006
2018-08-29,36792777
2018-08-30,36313263
2018-08-31,35880858
2018-09-01,35718457
2018-09-02,35541341
2018-09-03,35265241
2018-09-04,34497948
2018-09-05,33305641
2018-09-06,32920093
2018-09-07,31582802
2018-09-08,30960598
2018-09-09,31052220
2018-09-10,30700920
2018-09-11,30667844
2018-09-12,29817807
2018-09-13,29552607
2018-09-14,29478626
2018-09-15,29211236
2018-09-16,29266048
2018-09-17,29190040
2018-09-18,30065969
2018-09-19,31389484
2018-09-20,31371264
2018-09-21,31060595
2018-09-22,30052473
2018-09-23,29436733
2018-09-24,28937219
2018-09-25,28796879
2018-09-26,28642421
2018-09-27,28536287
2018-09-28,28884459
2018-09-29,28829392
2018-09-30,28893115
2018-10-01,28708647
2018-10-02,28479753
2018-10-03,28166649
2018-10-04,28150735
2018-10-05,28146375
2018-10-06,29022207
2018-10-07,28657292
2018-10-08,28518391
2018-10-09,28206870
2018-10-10,27991990
2018-10-11,28201191
2018-10-12,28105477
2018-10-13,27922262
2018-10-14,28072613
2018-10-15,28058669
2018-10-16,28039889
2018-10-17,27729588
2018-10-18,27267335
2018-10-19,26809656
2018-10-20,27054446
2018-10-21,27252080
2018-10-22,26711250
2018-10-23,26040471
2018-10-24,24938803
2018-10-25,24991535
2018-10-26,25232651
2018-10-27,25223481
2018-10-28,25970618
2018-10-29,25267864
2018-10-30,24926456
2018-10-31,24466029
2018-11-01,23743235
2018-11-03,22650514
2018-11-04,21765651
2018-11-05,21660123
2018-11-06,22403067
2018-11-07,22249502
2018-11-08,22725959
2018-11-09,23389738
2018-11-10,24195335
2018-11-11,25031494
2018-11-12,25394425
2018-11-13,24350154
2018-11-14,23486519
2018-11-15,22841972
2018-11-16,22949272
2018-11-17,22818800
2018-11-18,22825553
2018-11-19,23106318
2018-11-20,23570326
2018-11-21,23168070
2018-11-22,22465265
2018-11-23,22254239
2018-11-24,22294139
2018-11-25,21950290
2018-11-26,21568127
2018-11-27,21493810
2018-11-28,21980201
2018-11-29,22561036
2018-12-01,22596919
2018-12-03,23334462
2018-12-04,24000112
2018-12-05,23404467
2018-12-07,22585586
2018-12-09,22510743
2018-12-10,22082445
2018-12-11,21932311
2018-12-12,21939235
2018-12-13,22106423
2018-12-14,21949779
2018-12-15,21710213
2018-12-16,21919006
2018-12-17,21943179
2018-12-18,22120002
2018-12-19,21974867
2018-12-20,21806376
2018-12-21,21873400
2018-12-22,22037615
2018-12-23,21805388
2018-12-24,21655503
2018-12-25,21524209
2018-12-26,21675571
2018-12-27,22304706
2018-12-28,21902984
2018-12-29,21927411
2018-12-30,22125866
2018-12-31,22113773
2019-01-01,21957141
2019-01-02,21695842
2019-01-03,21704223
2019-01-04,21868789
2019-01-05,22048371
2019-01-06,22347234
2019-01-08,22379072
2019-01-10,21020791
2019-01-11,19969914
2019-01-12,18978553
2019-01-13,18400834
2019-01-14,18340293
2019-01-15,18868988
2019-01-16,19094552
2019-01-17,19958801
2019-01-18,20889492
2019-01-19,20879930
2019-01-20,21025426
2019-01-21,21158224
2019-01-22,20920787
2019-01-23,20726448
2019-01-24,20778817
2019-01-25,20977062
2019-01-26,21071168
2019-01-27,22069761
2019-01-28,22412355
2019-01-29,22449390
2019-01-30,22364938
2019-01-31,22262379
2019-02-01,21402717
2019-02-02,20332678
2019-02-03,19566929
2019-02-04,19278416
2019-02-05,19069732
2019-02-06,18913642
2019-02-07,18725083
2019-02-08,18441488
2019-02-09,18041089
2019-02-10,18273522
2019-02-11,18322771
2019-02-12,18287617
2019-02-13,18108416
2019-02-14,18001526
2019-02-15,17591174
2019-02-16,17413400
2019-02-17,17323411
2019-02-18,17144528
2019-02-19,17148436
2019-02-20,17252754
2019-02-21,17184801
2019-02-22,17323571
2019-02-23,17158558
2019-02-24,17044252
2019-02-25,16661156
2019-02-26,16350471
2019-02-27,16408733
2019-02-28,16234060
2019-03-01,16020074
2019-03-02,15803108
2019-03-03,16179146
2019-03-04,16667097
2019-03-05,16334843
2019-03-06,16414747
2019-03-07,16785535
2019-03-08,16643420
2019-03-09,17078716
2019-03-10,17224650
2019-03-11,17064069
2019-03-12,16903234
2019-03-13,16852215
2019-03-14,16603070
2019-03-15,16384917
2019-03-16,16316874
2019-03-17,16482100
2019-03-18,16387864
2019-03-19,16448181
2019-03-20,16481166
2019-03-21,16718045
2019-03-22,16866650
2019-03-23,17239230
2019-03-24,17661755
2019-03-25,17499066
2019-03-26,17284978
2019-03-27,17030457
2019-03-28,16647833
2019-03-29,16290424
2019-03-30,16251965
2019-03-31,16358268
2019-04-01,16577598
2019-04-02,16327347
2019-04-03,16295405
2019-04-04,16355157
2019-04-05,16392617
2019-04-06,16395286
2019-04-07,16325601
2019-04-08,16205524
2019-04-09,16055655
2019-04-10,16022037
2019-04-11,15816733
2019-04-12,15810101
2019-04-13,15671695
2019-04-14,15555122
2019-04-15,15279752
2019-04-16,15163466
2019-04-17,14873407
2019-04-18,14531637
2019-04-19,14421926
2019-04-20,14513561
2019-04-21,14430870
2019-04-22,14178892
2019-04-23,14239640
2019-04-24,14118047
2019-04-25,14067827
2019-04-26,14119949
2019-04-27,14251310
2019-04-28,14271824
2019-04-29,14289942
2019-04-30,14388367
2019-05-01,14354889
2019-05-02,14228005
2019-05-03,14089630
2019-05-04,13943044
2019-05-05,13789874
2019-05-06,13677376
2019-05-07,13450133
2019-05-08,13491995
2019-05-09,13466781
2019-05-10,13574937
2019-05-11,13735390
2019-05-12,13768830
2019-05-13,13589816
2019-05-14,13594695
2019-05-15,13550330
2019-05-16,13492973
2019-05-17,13330536
2019-05-18,13222228
2019-05-19,13010115
2019-05-20,12786140
2019-05-21,12399903
2019-05-22,12303695
2019-05-23,12501898
2019-05-24,12511238
2019-05-25,12526808
2019-05-26,12998293
2019-05-27,13197970
2019-05-28,13223264
2019-05-29,13128044
2019-05-30,13056935
2019-05-31,13186101
2019-06-01,13292327
2019-06-02,13353320
2019-06-03,13448044
2019-06-04,13405038
2019-06-05,13237749
2019-06-06,13158815
2019-06-07,13070205
2019-06-08,12975606
2019-06-09,13012961
2019-06-10,12925120
2019-06-11,12792142
2019-06-12,12681885
2019-06-13,12763496
2019-06-14,12730542
2019-06-15,12764354
2019-06-16,12791002
2019-06-17,13045069
2019-06-18,13197504
2019-06-19,13310757
2019-06-20,13656961
2019-06-21,13690272
2019-06-22,13956611
2019-06-23,14434597
2019-06-24,14851074
2019-06-25,14898070
2019-06-26,14776910
2019-06-27,14777699
2019-06-28,14874231
2019-06-29,15494035
2019-06-30,15902782
2019-07-01,16505678
2019-07-02,16814056
2019-07-03,16553779
2019-07-04,16749197
2019-07-05,17513090
2019-07-06,17457660
2019-07-07,17255709
2019-07-08,16718086
2019-07-09,16272836
2019-07-10,15501950
2019-07-11,15008215
2019-07-12,14411826
2019-07-13,14207464
2019-07-14,14046578
2019-07-15,13933129
2019-07-16,14537823
2019-07-17,14952214
2019-07-18,14247313
2019-07-19,13905292
2019-07-20,13800533
2019-07-21,13699410
2019-07-22,13535102
2019-07-23,13437202
2019-07-24,13262491
2019-07-25,13147321
2019-07-26,13016897
2019-07-27,12872191
2019-07-28,12730297
2019-07-29,12662997
2019-07-30,12483384
2019-07-31,12506397
2019-08-01,12615824
2019-08-02,12539307
2019-08-03,12384697
2019-08-04,12352855
2019-08-05,12287971
2019-08-06,12214108
2019-08-07,12087341
2019-08-08,11879442
2019-08-09,11835890
2019-08-10,11841115
2019-08-11,12110421
2019-08-12,12206133
2019-08-13,11882443
2019-08-14,11714924
2019-08-15,11444557
2019-08-16,11018055
2019-08-17,10750331
2019-08-18,10521901
2019-08-19,10608729
2019-08-20,10856730
2019-08-21,11136208
2019-08-22,11055631
2019-08-23,10910337
2019-08-24,10783074
2019-08-24,10783074
2019-08-25,10821693
2019-08-25,10821693
2019-08-26,10861805
2019-08-26,10861805
2019-08-27,10901684
2019-08-27,10901684
2019-08-28,11314649
2019-08-29,11880382
2019-08-30,12474402
2019-08-31,13098123
2019-09-01,13752295
2019-09-02,14439910
2019-09-03,14957679
2019-09-04,15220288
2019-09-05,15818736
2019-09-06,16609673
2019-09-07,16326452
2019-09-08,15529347
2019-09-09,15245258
2019-09-10,14769367
2019-09-11,14508656
2019-09-12,14708120
2019-09-13,14204939
2019-09-14,13494964
2019-09-15,12820215
2019-09-16,12338228
2019-09-17,12116076
2019-09-18,11944135
2019-09-19,11805859
2019-09-20,11717293
2019-09-21,11664586
2019-09-22,11654974
2019-09-23,11951059
2019-09-24,12317767
2019-09-25,12784885
2019-09-26,12302259
2019-09-27,11711995
2019-09-28,11634768
2019-09-29,11584847
2019-09-30,11607669
2019-10-01,11483446
2019-10-02,11367687
2019-10-03,11326165
2019-10-04,11293725
2019-10-05,11259349
2019-10-06,11504647
2019-10-07,11604940
2019-10-08,11408656
2019-10-09,11260162
2019-10-10,11322861
2019-10-11,11252274
2019-10-12,11245448
2019-10-13,11283662
2019-10-14,11145770
2019-10-15,11179184
2019-10-16,11175399
2019-10-17,11307697
2019-10-18,11299051
2019-10-19,11314624
2019-10-20,11307224
2019-10-21,11274290
2019-10-22,11268057
2019-10-23,11235415
2019-10-24,11142277
2019-10-25,11115913
2019-10-26,11185432
2019-10-27,11139810
2019-10-28,11103852
2019-10-29,11062562
2019-10-30,11007453
2019-10-31,10949354
2019-11-01,10993927
2019-11-02,11138997
2019-11-03,11359665
2019-11-04,11340206
2019-11-05,11289314
2019-11-06,11410558
2019-11-07,11573405
2019-11-08,11526224
2019-11-09,11473123
2019-11-10,11633380
2019-11-11,11680847
2019-11-12,11437704
2019-11-13,11372917
2019-11-14,11244554
2019-11-15,11039289
2019-11-16,10883607
2019-11-17,10769726
2019-11-18,10673101
2019-11-19,10599169
2019-11-20,10450149
2019-11-21,10137154
2019-11-22,10194804
2019-11-23,10296535
2019-11-24,10228438
2019-11-25,10067866
2019-11-26,10487590
2019-11-27,10494547
2019-11-28,10528131
2019-11-29,10841317
2019-11-30,10828686
2019-12-01,10767405
2019-12-02,10671625
2019-12-03,10470272
2019-12-04,10366925
2019-12-05,10196526
2019-12-06,10129478
2019-12-07,10172027
2019-12-08,10052997
2019-12-09,9943114
2019-12-10,9883070
2019-12-11,9851178
2019-12-12,9955197
2019-12-13,10253648
2019-12-14,10658643
2019-12-15,10684955
2019-12-16,10880399
2019-12-17,11092346
2019-12-18,11066946
2019-12-19,10971098
2019-12-20,11036441
2019-12-21,11174871
2019-12-22,11564583
2019-12-23,11463570
2019-12-24,11559108
2019-12-25,11673635
2019-12-26,11761912
2019-12-27,12327790
2019-12-28,12678748
2019-12-29,12734021
2019-12-30,12425046
2019-12-31,12067877
2020-01-01,12028920
2020-01-02,11817615
2020-01-03,12043431
2020-01-04,12300343
2020-01-05,12248281
2020-01-06,12159611
2020-01-07,12057511
2020-01-08,12056189
2020-01-09,11945177
2020-01-10,11839773
2020-01-11,11775925
2020-01-12,11764755
2020-01-13,11604667
2020-01-14,11584987
2020-01-15,11539320
2020-01-16,11143174
2020-01-17,10718285
2020-01-18,10726571
2020-01-19,10640659
2020-01-20,10952329
2020-01-21,11202413
2020-01-22,11649943
2020-01-23,12232441
2020-01-24,12843826
2020-01-25,13486018
2020-01-26,14159763
2020-01-27,14867660
2020-01-28,15611043
2020-01-29,16281995
2020-01-30,16765594
2020-01-31,16538987
2020-02-01,16462024
2020-02-02,16403351
2020-02-03,16204198
2020-02-04,16206249
2020-02-05,16765823
2020-02-06,17129024
2020-02-07,16272572
2020-02-08,15458943
2020-02-09,14685995
2020-02-10,13951695
2020-02-11,13254110
2020-02-12,12591404
2020-02-13,11961833
2020-02-14,11363741
2020-02-15,10802116
2020-02-16,10646737
2020-02-17,10524325
2020-02-18,10490040
2020-02-19,10401177
2020-02-20,10335740
2020-02-21,10328190
2020-02-22,10201724
2020-02-23,10135191
2020-02-24,10075863
2020-02-25,10116054
2020-02-26,10036962
2020-02-27,10064494
2020-02-28,10086535
2020-02-29,10152247
2020-03-01,10264853
2020-03-02,10331762
2020-03-03,10439779
2020-03-04,10337220
2020-03-05,10203365
2020-03-06,10048385
2020-03-07,9982929
2020-03-08,9969854
2020-03-09,10041556
2020-03-10,10133380
2020-03-11,10111819
2020-03-12,10116105
2020-03-13,10088424
2020-03-14,10062127
2020-03-15,10055366
2020-03-16,9978620
2020-03-17,9966472
2020-03-18,9954312
2020-03-19,9952681
2020-03-20,10001200
2020-03-21,10038500
2020-03-22,10105530
2020-03-23,10210003
2020-03-24,10018156
2020-03-25,9939427
2020-03-26,9983633
2020-03-27,9919458
2020-03-28,9929042
2020-03-29,10000687
2020-03-30,10066687
2020-03-31,10094202
2020-04-01,10295739
2020-04-02,10321158
2020-04-03,10184969
2020-04-04,10152298
2020-04-05,10133001
2020-04-06,10112099
2020-04-07,10126277
2020-04-08,10112437
2020-04-09,10159308
2020-04-10,10260006
2020-04-11,10302947
2020-04-12,10293149
2020-04-13,10262526
2020-04-14,10222092
2020-04-15,10279529
2020-04-16,10269130
2020-04-17,10500549
2020-04-18,10495601
2020-04-19,10439758
2020-04-20,10381217
2020-04-21,10385361
2020-04-22,10446574
2020-04-23,10478822
2020-04-24,10345915
2020-04-25,10266732
2020-04-26,10041064
2020-04-27,9910296
2020-04-28,9979967
2020-04-29,9818470
2020-04-30,9807896
2020-05-01,9778361
2020-05-02,9766869
2020-05-03,9743093
2020-05-04,9554003
2020-05-05,9344988
2020-05-06,9294428
2020-05-07,9319467
2020-05-08,9404600
2020-05-09,9547175
2020-05-10,9731748
2020-05-11,9775745
2020-05-12,9632674
2020-05-13,9518533
