date_obj,Mystic%20earth%20staff price
2016-01-21,26034
2016-01-22,25298
2016-01-23,25470
2016-01-24,25569
2016-01-25,25665
2016-01-26,25737
2016-01-27,25726
2016-01-28,25726
2016-01-29,26230
2016-01-30,26230
2016-01-31,26582
2016-02-01,26882
2016-02-02,27322
2016-02-03,27491
2016-02-04,27491
2016-02-05,26417
2016-02-06,25761
2016-02-07,25761
2016-02-08,26148
2016-02-09,26148
2016-02-10,26806
2016-02-11,26806
2016-02-12,27160
2016-02-13,26851
2016-02-14,26851
2016-02-15,27289
2016-02-16,27289
2016-02-17,27311
2016-02-18,27311
2016-02-19,26923
2016-02-20,26923
2016-02-21,26527
2016-02-22,26527
2016-02-23,27081
2016-02-24,27081
2016-02-25,27328
2016-02-26,27328
2016-02-27,27387
2016-02-28,27387
2016-02-29,27533
2016-03-01,27533
2016-03-02,27608
2016-03-03,27608
2016-03-04,27669
2016-03-05,27669
2016-03-06,27213
2016-03-07,27213
2016-03-08,26927
2016-03-09,26927
2016-03-10,27390
2016-03-11,27390
2016-03-12,27420
2016-03-13,27420
2016-03-14,27420
2016-03-15,27359
2016-03-16,27359
2016-03-17,27510
2016-03-18,27510
2016-03-19,27200
2016-03-20,27200
2016-03-21,26327
2016-03-22,26327
2016-03-23,26850
2016-03-24,26850
2016-03-25,26771
2016-03-26,26771
2016-03-27,26286
2016-03-28,26286
2016-03-29,26415
2016-03-30,26415
2016-03-31,26415
2016-04-01,26845
2016-04-02,26845
2016-04-03,27503
2016-04-04,27503
2016-04-05,27453
2016-04-06,27453
2016-04-07,27610
2016-04-08,27610
2016-04-09,27678
2016-04-10,27678
2016-04-11,27733
2016-04-12,27733
2016-04-13,27669
2016-04-14,27669
2016-04-15,27769
2016-04-16,27769
2016-04-17,27544
2016-04-18,27255
2016-04-19,27255
2016-04-20,27635
2016-04-21,27635
2016-04-22,27635
2016-04-23,27390
2016-04-24,27390
2016-04-25,26706
2016-04-26,26706
2016-04-27,26619
2016-04-28,26619
2016-04-29,26906
2016-04-30,25934
2016-05-01,25934
2016-05-02,25214
2016-05-03,25214
2016-05-04,25874
2016-05-05,25874
2016-05-06,26317
2016-05-07,26317
2016-05-08,26413
2016-05-09,26413
2016-05-10,26811
2016-05-11,26811
2016-05-12,27078
2016-05-13,27060
2016-05-14,27060
2016-05-15,26928
2016-05-16,26928
2016-05-17,26947
2016-05-18,26947
2016-05-19,27119
2016-05-22,27220
2016-05-23,27039
2016-05-24,27039
2016-05-25,27353
2016-05-26,27353
2016-05-27,27094
2016-05-28,27094
2016-05-29,27496
2016-05-30,27496
2016-05-31,27964
2016-06-01,27964
2016-06-02,27945
2016-06-03,27945
2016-06-04,27612
2016-06-05,27612
2016-06-06,27521
2016-06-07,27521
2016-06-08,27716
2016-06-09,27716
2016-06-10,27794
2016-06-11,27794
2016-06-12,27823
2016-06-13,27823
2016-06-14,27691
2016-06-15,27691
2016-06-16,27705
2016-06-17,27814
2016-06-18,27814
2016-06-19,27766
2016-06-20,27766
2016-06-21,27744
2016-06-22,27744
2016-06-23,27454
2016-06-24,27454
2016-06-25,27259
2016-06-26,27259
2016-06-27,27259
2016-06-28,27355
2016-06-29,27355
2016-06-30,27370
2016-07-01,27370
2016-07-02,27674
2016-07-03,27674
2016-07-04,27849
2016-07-05,27849
2016-07-06,27777
2016-07-07,27777
2016-07-08,27597
2016-07-09,27597
2016-07-10,26884
2016-07-11,26884
2016-07-12,26550
2016-07-13,26550
2016-07-14,27245
2016-07-15,27245
2016-07-16,27455
2016-07-17,27455
2016-07-18,27610
2016-07-23,27599
2016-07-24,27599
2016-07-25,27498
2016-07-26,27498
2016-07-27,27494
2016-07-28,27494
2016-07-29,27594
2016-07-30,27594
2016-07-31,27628
2016-08-01,27628
2016-08-02,27833
2016-08-03,27833
2016-08-04,27676
2016-08-05,27676
2016-08-06,27696
2016-08-07,27696
2016-08-08,27496
2016-08-09,27496
2016-08-10,27662
2016-08-11,27662
2016-08-12,27652
2016-08-13,27652
2016-08-14,27711
2016-08-15,27711
2016-08-16,27413
2016-08-17,27413
2016-08-18,27181
2016-08-19,27181
2016-08-20,27075
2016-08-21,27075
2016-08-22,26898
2016-08-23,26898
2016-08-24,27069
2016-08-25,27069
2016-08-26,27261
2016-08-28,27623
2016-08-31,27919
2016-09-01,27961
2016-09-02,27961
2016-09-03,27797
2016-09-04,28072
2016-09-05,28072
2016-09-06,28081
2016-09-07,28081
2016-09-08,28091
2016-09-09,28091
2016-09-10,28110
2016-09-11,28110
2016-09-12,28074
2016-09-13,28074
2016-09-14,27903
2016-09-15,27841
2016-09-16,27841
2016-09-17,27727
2016-09-18,27757
2016-09-19,27765
2016-09-20,27945
2016-09-21,27879
2016-09-22,28086
2016-09-23,28313
2016-09-24,28313
2016-09-25,28260
2016-09-26,28192
2016-09-27,27915
2016-09-28,28112
2016-09-29,27911
2016-09-30,27831
2016-10-01,27452
2016-10-02,27010
2016-10-03,27109
2016-10-04,27201
2016-10-05,27333
2016-10-06,27543
2016-10-07,27769
2016-10-08,27655
2016-10-09,27348
2016-10-10,27711
2016-10-11,27624
2016-10-12,27686
2016-10-13,27712
2016-10-14,27814
2016-10-15,27837
2016-10-16,27839
2016-10-17,27991
2016-10-18,28048
2016-10-19,28066
2016-10-20,27886
2016-10-21,28039
2016-10-22,27780
2016-10-23,27953
2016-10-24,28029
2016-10-25,27810
2016-10-26,28037
2016-10-27,28106
2016-10-28,28284
2016-10-29,28068
2016-10-30,28096
2016-10-31,28144
2016-11-01,28144
2016-11-02,27987
2016-11-03,28051
2016-11-04,27772
2016-11-05,27879
2016-11-06,27124
2016-11-07,26903
2016-11-08,26717
2016-11-09,27716
2016-11-10,27816
2016-11-11,27841
2016-11-12,27324
2016-11-13,27152
2016-11-14,27454
2016-12-07,28148
2016-12-08,28138
2016-12-09,28062
2016-12-10,28031
2016-12-11,28007
2016-12-12,27982
2016-12-13,27823
2016-12-14,27927
2016-12-15,27833
2016-12-16,27873
2016-12-17,28056
2016-12-18,27721
2016-12-19,27609
2016-12-20,28085
2016-12-21,27872
2016-12-22,28141
2016-12-23,28087
2016-12-24,27776
2016-12-25,27590
2016-12-26,27601
2016-12-27,27919
2016-12-28,27834
2016-12-29,27483
2016-12-30,27663
2016-12-31,27933
2017-01-01,27865
2017-01-02,27654
2017-01-03,27723
2017-01-04,27658
2017-01-05,27889
2017-01-06,27467
2017-01-07,26807
2017-01-08,27766
2017-01-09,27933
2017-01-10,27804
2017-01-11,27722
2017-01-12,27755
2017-01-13,27754
2017-01-14,27764
2017-01-15,27842
2017-01-16,27826
2017-01-17,27835
2017-01-18,27801
2017-01-19,27836
2017-01-20,27773
2017-01-21,27862
2017-01-22,27870
2017-01-27,27917
2017-01-28,27708
2017-01-29,27689
2017-01-30,27761
2017-01-31,27521
2017-02-01,27853
2017-02-02,27913
2017-02-03,27380
2017-02-04,27701
2017-02-05,27997
2017-02-06,27818
2017-02-07,27763
2017-02-08,27868
2017-02-09,28171
2017-02-10,27881
2017-02-11,27984
2017-02-12,27795
2017-02-13,26965
2017-02-14,27045
2017-02-15,26885
2017-02-16,26836
2017-02-18,27352
2017-02-19,27336
2017-02-20,27235
2017-02-21,27892
2017-02-22,27815
2017-02-23,28013
2017-02-24,28014
2017-02-25,28020
2017-02-26,28110
2017-02-27,28113
2017-02-28,27907
2017-03-01,28075
2017-03-02,27996
2017-03-03,28042
2017-03-04,28271
2017-03-05,28066
2017-03-06,28118
2017-03-07,27935
2017-03-08,27325
2017-03-09,27582
2017-03-10,28101
2017-03-11,28128
2017-03-12,27862
2017-03-13,28025
2017-03-14,28103
2017-03-15,28068
2017-03-16,27933
2017-03-17,27962
2017-03-18,27994
2017-03-19,27935
2017-03-20,28018
2017-03-21,28087
2017-03-22,28031
2017-03-23,28059
2017-03-24,28035
2017-03-25,28013
2017-03-26,28095
2017-03-27,28087
2017-03-28,28057
2017-03-29,28348
2017-03-30,28291
2017-03-31,28427
2017-04-01,28476
2017-04-02,28374
2017-04-03,28376
2017-04-04,28268
2017-04-12,28161
2017-04-13,28225
2017-04-14,27720
2017-04-15,28164
2017-04-16,28035
2017-04-17,27904
2017-04-18,28062
2017-04-19,27584
2017-04-20,26546
2017-04-21,25228
2017-04-22,25167
2017-04-23,25078
2017-04-24,25236
2017-04-25,25252
2017-04-26,26075
2017-04-27,25753
2017-04-28,26720
2017-04-29,26783
2017-04-30,26592
2017-05-01,27018
2017-05-02,27684
2017-05-03,27141
2017-05-04,26105
2017-05-05,26830
2017-05-06,26712
2017-05-07,26167
2017-05-08,26326
2017-05-09,26665
2017-05-10,26850
2017-05-11,25956
2017-05-12,27223
2017-05-13,26623
2017-05-14,27113
2017-05-15,27639
2017-05-16,27801
2017-05-17,27685
2017-05-18,27810
2017-05-19,27725
2017-05-20,27996
2017-05-21,28150
2017-05-22,27645
2017-05-23,27737
2017-05-24,27586
2017-05-25,26206
2017-05-26,24974
2017-05-27,24973
2017-05-28,24704
2017-05-29,24975
2017-05-30,25109
2017-05-31,25118
2017-06-01,25093
2017-06-02,25033
2017-06-03,25015
2017-06-06,25027
2017-06-07,25129
2017-06-08,25026
2017-06-09,25065
2017-06-10,24967
2017-06-11,24961
2017-06-12,24964
2017-06-13,25114
2017-06-14,25055
2017-06-15,25017
2017-06-16,25058
2017-06-17,25023
2017-06-18,25112
2017-06-19,25112
2017-06-20,25136
2017-06-21,25055
2017-06-22,25075
2017-06-23,25035
2017-06-24,25146
2017-06-25,25131
2017-06-26,25000
2017-06-27,24986
2017-06-28,25035
2017-06-29,25037
2017-06-30,25102
2017-07-01,25101
2017-07-02,25140
2017-07-03,25140
2017-07-04,25118
2017-07-05,25199
2017-07-06,25186
2017-07-07,25200
2017-07-08,25207
2017-07-13,24854
2017-07-14,25058
2017-07-15,25088
2017-07-16,25120
2017-07-17,25138
2017-07-18,25136
2017-07-19,25141
2017-07-20,25109
2017-07-21,25102
2017-07-22,25095
2017-07-23,25134
2017-07-24,25134
2017-07-25,25163
2017-07-26,25133
2017-07-27,25142
2017-07-28,25156
2017-07-29,25051
2017-07-30,25076
2017-07-31,25164
2017-08-01,25189
2017-08-02,25177
2017-08-03,25021
2017-08-04,25089
2017-08-05,25143
2017-08-06,25185
2017-08-09,25019
2017-08-10,25079
2017-08-11,25086
2017-08-12,25092
2017-08-13,25380
2017-08-14,25071
2017-08-15,25122
2017-08-16,25094
2017-08-17,25306
2017-08-18,25431
2017-08-19,25038
2017-08-20,25092
2017-08-22,25113
2017-08-23,25142
2017-08-24,25047
2017-08-25,24968
2017-08-26,25106
2017-08-27,24890
2017-08-28,24998
2017-08-29,25007
2017-08-30,25289
2017-08-31,24985
2017-09-01,25066
2017-09-02,25207
2017-09-03,24967
2017-09-04,25073
2017-09-05,25144
2017-09-06,25175
2017-09-07,25033
2017-09-08,25134
2017-09-09,24953
2017-09-10,25059
2017-09-11,25116
2017-09-12,25116
2017-09-13,25124
2017-09-14,25040
2017-09-15,25052
2017-09-16,25114
2017-09-17,25090
2017-09-19,25141
2017-09-20,25157
2017-09-21,25144
2017-09-22,25070
2017-09-23,25108
2017-09-24,25127
2017-09-25,25125
2017-09-26,25145
2017-09-27,24959
2017-09-28,25030
2017-09-29,25157
2017-09-30,25148
2017-10-01,25033
2017-10-02,24933
2017-10-03,25131
2017-10-04,25156
2017-10-05,25106
2017-10-06,25178
2017-10-07,25138
2017-10-08,24925
2017-10-09,25070
2017-10-10,25199
2017-10-11,25214
2017-10-12,25178
2017-10-13,25201
2017-10-14,24925
2017-10-15,24923
2017-10-16,25100
2017-10-17,24732
2017-10-18,25122
2017-10-19,24877
2017-10-20,24935
2017-10-21,24976
2017-10-22,24883
2017-10-23,24895
2017-10-24,24961
2017-10-25,24974
2017-10-26,25062
2017-10-27,25092
2017-10-28,25092
2017-10-29,25136
2017-10-30,25107
2017-10-31,25108
2017-11-01,25113
2017-11-02,25072
2017-11-03,25042
2017-11-04,25029
2017-11-05,25064
2017-11-06,25089
2017-11-07,25086
2017-11-08,25060
2017-11-09,25174
2017-11-10,25208
2017-11-11,25169
2017-11-12,25116
2017-11-13,25119
2017-11-14,25142
2017-11-15,25119
2017-11-16,25130
2017-11-17,25070
2017-11-18,25071
2017-11-19,25047
2017-11-20,25043
2017-11-21,25033
2017-11-22,25041
2017-11-23,25051
2017-11-24,25061
2017-11-25,25097
2017-11-26,25122
2017-11-27,25122
2017-11-28,25141
2017-11-29,25142
2017-11-30,25142
2017-12-01,25162
2017-12-02,24989
2017-12-03,25126
2017-12-04,25128
2017-12-05,25170
2017-12-06,25177
2017-12-07,25180
2017-12-08,24982
2017-12-09,25056
2017-12-10,25090
2017-12-11,25094
2017-12-12,25125
2017-12-14,25131
2017-12-15,25114
2017-12-17,25047
2017-12-18,25133
2017-12-19,25192
2017-12-20,25145
2017-12-21,25207
2017-12-22,25172
2017-12-23,25183
2017-12-24,25217
2017-12-25,25198
2017-12-26,25044
2017-12-27,25226
2017-12-28,25225
2017-12-29,25240
2017-12-30,25139
2017-12-31,25143
2018-01-01,25143
2018-01-02,25253
2018-01-03,25124
2018-01-04,25238
2018-01-05,25136
2018-01-06,25129
2018-01-07,25192
2018-01-08,25231
2018-01-09,25192
2018-01-10,25184
2018-01-11,25077
2018-01-12,25154
2018-01-13,25189
2018-01-14,25113
2018-01-15,25147
2018-01-16,25102
2018-01-17,25121
2018-01-18,25140
2018-01-19,25111
2018-01-20,25142
2018-01-21,25125
2018-01-22,25150
2018-01-23,25075
2018-01-25,25160
2018-01-26,25178
2018-01-27,25154
2018-01-28,25160
2018-01-29,25190
2018-01-31,25214
2018-02-01,25096
2018-02-02,25102
2018-02-03,25095
2018-02-04,25166
2018-02-05,25173
2018-02-06,25245
2018-02-07,25173
2018-02-08,25140
2018-02-09,25057
2018-02-10,25009
2018-02-11,25079
2018-02-12,25108
2018-02-13,25156
2018-02-14,25088
2018-02-15,25068
2018-02-16,25079
2018-02-17,25023
2018-02-18,25089
2018-02-19,25091
2018-02-20,25087
2018-02-21,25145
2018-02-22,25140
2018-02-23,25123
2018-02-24,25066
2018-02-25,25183
2018-02-26,25226
2018-02-27,25203
2018-03-01,25156
2018-03-02,25125
2018-03-03,25146
2018-03-04,25128
2018-03-05,25110
2018-03-06,25123
2018-03-07,25157
2018-03-08,25157
2018-03-09,25150
2018-03-10,25119
2018-03-11,25213
2018-03-12,25161
2018-03-13,25131
2018-03-14,25136
2018-03-15,25143
2018-03-16,25131
2018-03-17,25135
2018-03-18,25243
2018-03-19,25506
2018-03-20,25172
2018-03-21,25167
2018-03-23,25145
2018-03-24,25136
2018-03-26,25187
2018-03-27,25158
2018-03-28,25162
2018-03-29,25159
2018-03-30,25169
2018-03-31,25161
2018-04-01,25154
2018-04-02,25172
2018-04-03,25136
2018-04-04,25081
2018-04-05,25172
2018-04-06,25158
2018-04-07,25162
2018-04-08,25153
2018-04-09,25165
2018-04-10,25163
2018-04-11,25171
2018-04-12,25159
2018-04-13,25159
2018-04-14,25188
2018-04-15,25191
2018-04-16,25200
2018-04-17,25161
2018-04-18,25149
2018-04-19,25181
2018-04-20,25173
2018-04-21,25211
2018-04-22,25207
2018-04-23,25201
2018-04-24,25184
2018-04-25,25208
2018-04-26,25218
2018-04-27,25223
2018-04-28,25216
2018-04-29,25170
2018-04-30,25174
2018-05-01,25157
2018-05-04,25164
2018-05-05,25189
2018-05-06,25215
2018-05-07,25159
2018-05-08,25179
2018-05-09,25134
2018-05-10,25020
2018-05-11,24938
2018-05-12,25036
2018-05-13,25004
2018-05-14,25067
2018-05-15,25097
2018-05-16,25111
2018-05-17,25172
2018-05-18,25173
2018-05-19,25260
2018-05-20,25257
2018-05-21,25154
2018-05-22,24935
2018-05-23,25033
2018-05-24,24724
2018-05-25,24934
2018-05-26,24974
2018-05-27,25048
2018-05-28,25069
2018-05-29,25018
2018-05-30,25005
2018-05-31,25082
2018-06-01,25088
2018-06-02,25094
2018-06-03,25136
2018-06-04,25141
2018-06-05,25073
2018-06-06,25026
2018-06-07,25015
2018-06-08,25040
2018-06-09,25103
2018-06-10,24957
2018-06-11,25055
2018-06-12,25066
2018-06-13,25126
2018-06-14,25138
2018-06-15,25025
2018-06-16,25085
2018-06-17,25079
2018-06-18,25060
2018-06-19,25127
2018-06-20,25142
2018-06-21,25139
2018-06-22,25206
2018-06-23,25121
2018-06-24,25178
2018-06-25,25124
2018-06-26,25142
2018-06-27,25062
2018-06-28,25174
2018-06-29,25108
2018-06-30,25052
2018-07-01,25119
2018-07-02,25114
2018-07-03,25115
2018-07-04,25073
2018-07-05,25119
2018-07-06,25080
2018-07-07,25106
2018-07-08,25195
2018-07-09,25141
2018-07-10,25155
2018-07-11,25112
2018-07-12,25162
2018-07-13,25138
2018-07-14,25121
2018-07-15,25137
2018-07-16,25181
2018-07-17,25170
2018-07-18,25215
2018-07-19,25158
2018-07-20,25132
2018-07-21,25143
2018-07-22,25156
2018-07-23,25205
2018-07-24,25253
2018-07-25,25079
2018-07-26,25111
2018-07-27,25121
2018-07-28,25122
2018-07-29,25155
2018-07-30,25189
2018-07-31,25171
2018-08-01,25176
2018-08-02,25170
2018-08-03,25157
2018-08-04,25198
2018-08-05,25207
2018-08-06,25204
2018-08-07,25211
2018-08-08,25036
2018-08-09,25216
2018-08-10,25196
2018-08-11,25043
2018-08-12,25128
2018-08-14,24972
2018-08-16,25064
2018-08-17,25133
2018-08-18,25136
2018-08-19,25103
2018-08-20,25085
2018-08-21,24872
2018-08-22,25167
2018-08-23,25157
2018-08-24,25134
2018-08-25,25178
2018-08-26,25132
2018-08-27,24972
2018-08-28,25013
2018-08-29,25106
2018-08-30,25035
2018-08-31,25038
2018-09-01,25109
2018-09-02,25133
2018-09-03,25101
2018-09-04,25113
2018-09-05,25127
2018-09-06,25096
2018-09-07,25166
2018-09-08,25200
2018-09-09,25167
2018-09-10,25182
2018-09-11,25177
2018-09-12,25138
2018-09-13,25135
2018-09-14,25178
2018-09-15,25201
2018-09-16,25173
2018-09-17,25196
2018-09-18,25188
2018-09-19,24966
2018-09-20,24943
2018-09-21,25161
2018-09-22,25101
2018-09-23,25178
2018-09-24,25176
2018-09-25,25216
2018-09-26,25179
2018-09-27,24923
2018-09-28,25142
2018-09-29,25147
2018-09-30,25038
2018-10-02,25053
2018-10-03,25113
2018-10-04,25072
2018-10-05,25053
2018-10-06,25107
2018-10-07,25110
2018-10-08,25115
2018-10-09,25051
2018-10-10,25097
2018-10-11,25117
2018-10-12,25125
2018-10-13,25132
2018-10-14,25163
2018-10-15,25148
2018-10-16,25151
2018-10-17,25122
2018-10-18,25161
2018-10-19,25384
2018-10-20,24769
2018-10-21,24952
2018-10-22,25003
2018-10-23,25086
2018-10-24,25079
2018-10-25,25118
2018-10-26,25163
2018-10-27,25089
2018-10-28,25125
2018-10-29,25156
2018-10-30,25001
2018-10-31,25075
2018-11-01,25115
2018-11-03,25112
2018-11-04,25061
2018-11-05,25218
2018-11-06,25146
2018-11-07,25094
2018-11-08,25132
2018-11-09,25147
2018-11-10,25169
2018-11-11,25160
2018-11-12,25173
2018-11-13,25190
2018-11-15,25135
2018-11-16,25049
2018-11-17,25066
2018-11-18,25091
2018-11-19,25175
2018-11-20,25186
2018-11-21,25163
2018-11-22,25175
2018-11-23,25083
2018-11-24,25107
2018-11-25,25165
2018-11-26,25189
2018-11-27,25220
2018-11-28,25142
2018-11-29,25169
2018-12-01,25168
2018-12-02,25244
2018-12-03,25190
2018-12-04,25172
2018-12-05,25191
2018-12-07,25065
2018-12-09,25675
2018-12-10,25153
2018-12-11,25208
2018-12-12,25163
2018-12-13,25201
2018-12-14,25207
2018-12-15,25225
2018-12-16,25125
2018-12-17,25099
2018-12-18,25178
2018-12-19,25174
2018-12-20,25185
2018-12-21,25149
2018-12-22,25128
2018-12-23,25220
2018-12-24,25221
2018-12-25,25409
2018-12-26,25025
2018-12-27,25123
2018-12-28,25301
2018-12-29,25130
2018-12-30,25205
2018-12-31,25232
2019-01-01,25234
2019-01-02,25065
2019-01-03,25162
2019-01-04,25128
2019-01-05,25150
2019-01-06,25292
2019-01-08,25139
2019-01-10,25032
2019-01-11,24999
2019-01-12,25036
2019-01-13,25092
2019-01-14,25116
2019-01-15,25109
2019-01-16,25143
2019-01-17,25159
2019-01-18,25136
2019-01-19,25185
2019-01-20,25150
2019-01-21,25176
2019-01-22,25122
2019-01-23,25140
2019-01-24,25133
2019-01-25,25154
2019-01-26,25223
2019-01-27,25176
2019-01-28,25131
2019-01-29,25229
2019-01-30,25143
2019-01-31,25151
2019-02-01,25174
2019-02-02,25149
2019-02-03,25171
2019-02-04,25203
2019-02-05,25157
2019-02-06,25202
2019-02-07,25206
2019-02-08,25161
2019-02-09,25136
2019-02-10,25205
2019-02-11,25237
2019-02-12,25147
2019-02-13,25177
2019-02-14,25194
2019-02-15,25165
2019-02-16,25178
2019-02-17,25127
2019-02-18,25189
2019-02-19,25171
2019-02-20,25196
2019-02-21,25184
2019-02-22,25114
2019-02-23,25132
2019-02-24,25169
2019-02-25,25173
2019-02-26,25191
2019-02-27,25215
2019-02-28,24965
2019-03-01,25127
2019-03-02,25156
2019-03-03,25193
2019-03-04,25213
2019-03-05,25166
2019-03-06,25169
2019-03-07,25168
2019-03-08,25194
2019-03-09,25168
2019-03-10,25224
2019-03-11,25233
2019-03-12,25232
2019-03-13,25227
2019-03-14,25211
2019-03-15,25213
2019-03-16,25224
2019-03-17,25205
2019-03-18,25239
2019-03-19,25154
2019-03-20,25191
2019-03-21,25230
2019-03-22,25377
2019-03-23,25193
2019-03-24,25200
2019-03-25,25226
2019-03-26,25107
2019-03-27,25159
2019-03-28,25196
2019-03-29,25208
2019-03-30,25222
2019-03-31,25181
2019-04-01,25180
2019-04-02,25125
2019-04-03,25198
2019-04-04,25259
2019-04-05,25108
2019-04-06,25108
2019-04-07,25120
2019-04-08,25181
