date_obj,Raw%20beast%20meat price
2015-03-26,600
2015-03-27,600
2015-03-28,600
2015-03-29,600
2015-03-30,600
2015-03-31,600
2015-04-01,600
2015-04-02,600
2015-04-03,600
2015-04-04,600
2015-04-05,600
2015-04-06,600
2015-04-07,580
2015-04-08,580
2015-04-09,580
2015-04-10,580
2015-04-11,580
2015-04-12,580
2015-04-13,580
2015-04-14,580
2015-04-15,580
2015-04-16,580
2015-04-17,580
2015-04-18,580
2015-04-19,580
2015-04-20,580
2015-04-21,580
2015-04-22,580
2015-04-23,580
2015-04-24,580
2015-04-25,580
2015-04-26,580
2015-04-27,580
2015-04-28,580
2015-04-29,580
2015-04-30,580
2015-05-01,580
2015-05-02,580
2015-05-03,580
2015-05-04,580
2015-05-05,580
2015-05-06,553
2015-05-07,553
2015-05-08,553
2015-05-09,553
2015-05-10,553
2015-05-11,553
2015-05-12,553
2015-05-13,553
2015-05-14,553
2015-05-15,553
2015-05-16,553
2015-05-17,553
2015-05-18,553
2015-05-19,553
2015-05-20,553
2015-05-21,553
2015-05-22,553
2015-05-23,553
2015-05-24,553
2015-05-25,553
2015-05-26,553
2015-05-27,553
2015-05-28,553
2015-05-29,553
2015-05-30,553
2015-05-31,553
2015-06-01,553
2015-06-02,527
2015-06-03,527
2015-06-04,527
2015-06-05,527
2015-06-06,527
2015-06-07,527
2015-06-08,527
2015-06-09,527
2015-06-10,527
2015-06-11,527
2015-06-12,527
2015-06-13,527
2015-06-14,527
2015-06-15,527
2015-06-16,527
2015-06-17,527
2015-06-18,527
2015-06-19,527
2015-06-20,527
2015-06-21,527
2015-06-22,527
2015-06-23,502
2015-06-24,502
2015-06-25,502
2015-06-26,502
2015-06-27,502
2015-06-28,502
2015-06-29,502
2015-06-30,502
2015-07-01,502
2015-07-02,502
2015-07-03,502
2015-07-04,502
2015-07-05,502
2015-07-06,502
2015-07-07,502
2015-07-08,502
2015-07-09,502
2015-07-10,502
2015-07-11,502
2015-07-12,502
2015-07-13,502
2015-07-14,479
2015-07-15,479
2015-07-16,479
2015-07-17,479
2015-07-18,479
2015-07-19,479
2015-07-20,479
2015-07-21,479
2015-07-22,479
2015-07-23,479
2015-07-24,479
2015-07-25,479
2015-07-26,479
2015-07-27,479
2015-07-28,479
2015-07-29,479
2015-07-30,479
2015-07-31,479
2015-08-01,479
2015-08-02,479
2015-08-03,479
2015-08-04,479
2015-08-05,479
2015-08-06,479
2015-08-07,479
2015-08-08,458
2015-08-09,458
2015-08-10,458
2015-08-11,458
2015-08-12,458
2015-08-13,458
2015-08-14,458
2015-08-15,458
2015-08-16,458
2015-08-17,458
2015-08-18,458
2015-08-19,458
2015-08-20,458
2015-08-21,458
2015-08-22,458
2015-08-23,458
2015-08-24,458
2015-08-25,458
2015-08-26,458
2015-08-27,458
2015-08-28,458
2015-08-29,458
2015-08-30,458
2015-08-31,458
2015-09-01,436
2015-09-02,436
2015-09-03,436
2015-09-04,436
2015-09-05,436
2015-09-06,436
2015-09-07,436
2015-09-08,436
2015-09-09,436
2015-09-10,436
2015-09-11,436
2015-09-12,436
2015-09-13,436
2015-09-14,436
2015-09-15,436
2015-09-16,436
2015-09-17,436
2015-09-18,436
2015-09-19,436
2015-09-20,436
2015-09-21,436
2015-09-22,436
2015-09-23,436
2015-09-24,436
2015-09-25,436
2015-09-27,436
2015-09-28,436
2015-09-29,436
2015-09-30,436
2015-10-05,415
2015-10-06,415
2015-10-07,415
2015-10-08,415
2015-10-09,415
2015-10-10,415
2015-10-11,415
2015-10-12,415
2015-10-13,415
2015-10-14,415
2015-10-15,415
2015-10-16,415
2015-10-17,415
2015-10-18,415
2015-10-19,415
2015-10-20,415
2015-10-22,415
2015-10-23,415
2015-10-24,415
2015-10-25,415
2015-10-26,415
2015-10-27,415
2015-10-29,415
2015-10-30,415
2015-10-31,415
2015-11-01,415
2015-11-02,415
2015-11-03,415
2015-11-04,415
2015-11-05,415
2015-11-06,415
2015-11-07,397
2015-11-08,397
2015-11-09,397
2015-11-10,397
2015-11-11,397
2015-11-12,397
2015-11-13,397
2015-11-14,397
2015-11-15,397
2015-11-16,397
2015-11-17,397
2015-11-18,397
2015-11-19,397
2015-11-20,397
2015-11-21,397
2015-11-22,397
2015-11-23,397
2015-11-24,397
2015-11-25,397
2015-11-26,397
2015-11-27,397
2015-11-28,397
2015-11-29,397
2015-11-30,397
2015-12-01,397
2015-12-02,397
2015-12-03,397
2015-12-04,397
2015-12-05,397
2015-12-06,397
2015-12-07,397
2015-12-08,397
2015-12-09,378
2015-12-10,378
2015-12-11,378
2015-12-12,378
2015-12-13,378
2015-12-14,378
2015-12-15,378
2015-12-16,378
2015-12-17,378
2015-12-18,378
2015-12-19,378
2015-12-20,378
2015-12-21,378
2015-12-22,378
2015-12-23,378
2015-12-24,378
2015-12-25,378
2015-12-26,378
2015-12-27,378
2015-12-28,378
2015-12-29,378
2015-12-30,378
2015-12-31,378
2016-01-01,378
2016-01-02,378
2016-01-03,378
2016-01-04,378
2016-01-05,378
2016-01-06,378
2016-01-07,378
2016-01-08,378
2016-01-09,378
2016-01-10,378
2016-01-11,360
2016-01-12,360
2016-01-13,360
2016-01-14,360
2016-01-15,360
2016-01-16,360
2016-01-17,360
2016-01-18,360
2016-01-19,360
2016-01-20,360
2016-01-21,360
2016-01-22,360
2016-01-23,360
2016-01-24,360
2016-01-25,360
2016-01-26,360
2016-01-27,360
2016-01-28,360
2016-01-29,360
2016-01-30,360
2016-01-31,360
2016-02-01,360
2016-02-02,360
2016-02-03,360
2016-02-04,360
2016-02-05,360
2016-02-06,360
2016-02-07,343
2016-02-08,343
2016-02-09,343
2016-02-10,343
2016-02-11,343
2016-02-12,343
2016-02-13,343
2016-02-14,343
2016-02-15,343
2016-02-16,343
2016-02-17,343
2016-02-18,343
2016-02-19,343
2016-02-20,343
2016-02-21,343
2016-02-22,343
2016-02-23,343
2016-02-24,343
2016-02-25,343
2016-02-26,343
2016-02-27,343
2016-02-28,343
2016-02-29,343
2016-03-01,343
2016-03-02,343
2016-03-03,343
2016-03-04,343
2016-03-05,343
2016-03-06,343
2016-03-07,326
2016-03-08,326
2016-03-09,326
2016-03-10,326
2016-03-11,326
2016-03-12,326
2016-03-13,326
2016-03-14,326
2016-03-15,326
2016-03-16,326
2016-03-17,326
2016-03-18,326
2016-03-19,326
2016-03-20,326
2016-03-21,326
2016-03-22,326
2016-03-23,326
2016-03-24,326
2016-03-25,326
2016-03-26,326
2016-03-27,326
2016-03-28,326
2016-03-29,326
