date_obj,Steel%20set%20(lg) price
2016-01-18,2701
2016-01-19,2701
2016-01-20,2761
2016-01-21,2761
2016-01-22,2743
2016-01-23,2762
2016-01-24,2759
2016-01-25,2798
2016-01-26,2887
2016-01-27,2943
2016-01-28,2943
2016-01-29,2848
2016-01-30,2848
2016-01-31,2715
2016-02-01,2608
2016-02-02,2581
2016-02-03,2653
2016-02-04,2718
2016-02-05,2670
2016-02-06,2646
2016-02-07,2646
2016-02-08,2611
2016-02-09,2613
2016-02-10,2554
2016-02-11,2533
2016-02-12,2562
2016-02-13,2466
2016-02-14,2466
2016-02-15,2429
2016-02-16,2482
2016-02-17,2501
2016-02-18,2501
2016-02-19,2471
2016-02-20,2424
2016-02-21,2414
2016-02-22,2414
2016-02-23,2429
2016-02-24,2494
2016-02-25,2515
2016-02-26,2515
2016-02-27,2471
2016-02-28,2536
2016-02-29,2516
2016-03-01,2430
2016-03-02,2378
2016-03-03,2376
2016-03-04,2446
2016-03-05,2429
2016-03-06,2433
2016-03-07,2433
2016-03-08,2430
2016-03-09,2423
2016-03-10,2494
2016-03-11,2494
2016-03-12,2395
2016-03-13,2417
2016-03-14,2359
2016-03-15,2336
2016-03-16,2335
2016-03-17,2320
2016-03-18,2364
2016-03-19,2432
2016-03-20,2525
2016-03-21,2525
2016-03-22,2440
2016-03-23,2357
2016-03-24,2318
2016-03-25,2295
2016-03-26,2292
2016-03-27,2289
2016-03-28,2296
2016-03-29,2347
2016-03-30,2347
2016-03-31,2338
2016-04-01,2406
2016-04-02,2418
2016-04-03,2445
2016-04-04,2485
2016-04-05,2549
2016-04-06,2575
2016-04-07,2557
2016-04-08,2523
2016-04-09,2505
2016-04-10,2445
2016-04-11,2445
2016-04-12,2449
2016-04-13,2523
2016-04-14,2531
2016-04-15,2596
2016-04-16,2685
2016-04-17,2670
2016-04-18,2728
2016-04-19,2710
2016-04-20,2682
2016-04-21,2701
2016-04-22,2701
2016-04-23,2658
2016-04-24,2578
2016-04-25,2557
2016-04-26,2536
2016-04-27,2504
2016-04-28,2545
2016-04-29,2556
2016-04-30,2554
2016-05-01,2519
2016-05-02,2511
2016-05-03,2518
2016-05-04,2524
2016-05-05,2511
2016-05-06,2511
2016-05-07,2491
2016-05-08,2496
2016-05-09,2493
2016-05-10,2423
2016-05-11,2418
2016-05-12,2374
2016-05-13,2352
2016-05-14,2322
2016-05-15,2341
2016-05-16,2290
2016-05-17,2280
2016-05-18,2260
2016-05-19,2259
2016-05-22,2315
2016-05-23,2341
2016-05-24,2401
2016-05-25,2427
2016-05-26,2404
2016-05-27,2448
2016-05-28,2448
2016-05-29,2484
2016-05-30,2484
2016-05-31,2532
2016-06-01,2587
2016-06-02,2667
2016-06-03,2764
2016-06-04,2723
2016-06-05,2700
2016-06-06,2678
2016-06-07,2678
2016-06-08,2649
2016-06-09,2594
2016-06-10,2539
2016-06-11,2544
2016-06-12,2590
2016-06-13,2615
2016-06-14,2590
2016-06-15,2604
2016-06-16,2604
2016-06-17,2577
2016-06-18,2630
2016-06-19,2572
2016-06-20,2606
2016-06-21,2583
2016-06-22,2476
2016-06-23,2496
2016-06-24,2495
2016-06-25,2481
2016-06-26,2463
2016-06-27,2449
2016-06-28,2410
2016-06-29,2443
2016-06-30,2446
2016-07-01,2483
2016-07-02,2419
2016-07-03,2391
2016-07-04,2390
2016-07-05,2434
2016-07-06,2375
2016-07-07,2365
2016-07-08,2342
2016-07-09,2374
2016-07-10,2368
2016-07-11,2431
2016-07-12,2487
2016-07-13,2416
2016-07-14,2485
2016-07-15,2485
2016-07-16,2487
2016-07-17,2487
2016-07-18,2434
2016-07-24,2284
2016-07-25,2242
2016-07-26,2242
2016-07-27,2185
2016-07-28,2185
2016-07-29,2187
2016-07-30,2162
2016-07-31,2162
2016-08-01,2137
2016-08-02,2153
2016-08-03,2188
2016-08-04,2188
2016-08-05,2140
2016-08-06,2072
2016-08-07,2066
2016-08-08,2066
2016-08-09,2094
2016-08-10,2094
2016-08-11,2152
2016-08-12,2152
2016-08-13,2161
2016-08-14,2161
2016-08-15,2187
2016-08-16,2210
2016-08-17,2210
2016-08-18,2128
2016-08-19,2209
2016-08-20,2285
2016-08-21,2285
2016-08-22,2327
2016-08-23,2424
2016-08-24,2424
2016-08-25,2437
2016-08-26,2437
2016-08-28,2468
2016-08-31,2477
2016-09-01,2478
2016-09-02,2478
2016-09-03,2423
2016-09-04,2333
2016-09-05,2272
2016-09-06,2186
2016-09-07,2186
2016-09-08,2216
2016-09-09,2216
2016-09-10,2226
2016-09-11,2226
2016-09-12,2221
2016-09-13,2207
2016-09-14,2207
2016-09-15,2225
2016-09-16,2225
2016-09-17,2170
2016-09-18,2170
2016-09-19,2212
2016-09-20,2212
2016-09-21,2270
2016-09-22,2322
2016-09-23,2322
2016-09-24,2352
2016-09-25,2385
2016-09-26,2385
2016-09-27,2353
2016-09-28,2353
2016-09-29,2316
2016-09-30,2315
2016-10-01,2323
2016-10-02,2323
2016-10-03,2379
2016-10-04,2379
2016-10-05,2456
2016-10-06,2456
2016-10-07,2424
2016-10-08,2404
2016-10-09,2404
2016-10-10,2475
2016-10-11,2528
2016-10-12,2528
2016-10-13,2549
2016-10-14,2592
2016-10-15,2677
2016-10-16,2677
2016-10-17,2788
2016-10-18,2788
2016-10-19,2899
2016-10-20,2899
2016-10-21,2950
2016-10-22,2950
2016-10-23,2889
2016-10-24,2796
2016-10-25,2796
2016-10-26,2764
2016-10-27,2764
2016-10-28,2750
2016-10-29,2699
2016-10-30,2694
2016-10-31,2699
2016-11-01,2699
2016-11-02,2678
2016-11-03,2678
2016-11-04,2709
2016-11-05,2709
2016-11-06,2754
2016-11-07,2745
2016-11-08,2814
2016-11-09,2762
2016-11-10,2711
2016-11-11,2711
2016-11-12,2670
2016-11-13,2670
2016-11-14,2704
2016-12-08,2721
2016-12-09,2728
2016-12-10,2728
2016-12-11,2683
2016-12-12,2564
2016-12-13,2479
2016-12-14,2532
2016-12-15,2532
2016-12-16,2543
2016-12-17,2523
2016-12-18,2523
2016-12-19,2480
2016-12-20,2551
2016-12-21,2515
2016-12-22,2515
2016-12-23,2493
2016-12-24,2493
2016-12-25,2550
2016-12-26,2550
2016-12-27,2593
2016-12-28,2666
2016-12-29,2719
2016-12-30,2750
2016-12-31,2734
2017-01-01,2757
2017-01-02,2623
2017-01-03,2623
2017-01-04,2503
2017-01-05,2503
2017-01-06,2491
2017-01-07,2469
2017-01-08,2421
2017-01-09,2387
2017-01-10,2292
2017-01-11,2295
2017-01-12,2320
2017-01-13,2320
2017-01-14,2269
2017-01-15,2242
2017-01-16,2256
2017-01-17,2201
2017-01-18,2187
2017-01-19,2160
2017-01-20,2159
2017-01-21,2212
2017-01-22,2279
2017-01-27,2331
2017-01-28,2332
2017-01-29,2279
2017-01-30,2279
2017-01-31,2293
2017-02-01,2302
2017-02-02,2333
2017-02-03,2352
2017-02-04,2316
2017-02-05,2349
2017-02-06,2356
2017-02-07,2348
2017-02-08,2323
2017-02-09,2323
2017-02-10,2294
2017-02-11,2304
2017-02-12,2304
2017-02-13,2291
2017-02-14,2286
2017-02-15,2262
2017-02-16,2293
2017-02-18,2310
2017-02-19,2284
2017-02-20,2221
2017-02-21,2219
2017-02-22,2219
2017-02-23,2238
2017-02-24,2238
2017-02-25,2275
2017-02-26,2267
2017-02-27,2205
2017-02-28,2243
2017-03-01,2259
2017-03-02,2264
2017-03-03,2264
2017-03-04,2282
2017-03-05,2282
2017-03-06,2307
2017-03-07,2316
2017-03-08,2316
2017-03-09,2325
2017-03-10,2326
2017-03-11,2263
2017-03-12,2275
2017-03-13,2333
2017-03-14,2403
2017-03-15,2406
2017-03-16,2359
2017-03-17,2359
2017-03-18,2412
2017-03-19,2438
2017-03-20,2494
2017-03-21,2542
2017-03-22,2542
2017-03-23,2486
2017-03-24,2549
2017-03-25,2549
2017-03-26,2523
2017-03-27,2534
2017-03-28,2534
2017-03-29,2581
2017-03-30,2591
2017-03-31,2547
2017-04-01,2427
2017-04-02,2427
2017-04-03,2387
2017-04-04,2463
2017-04-12,2549
2017-04-13,2616
2017-04-14,2620
2017-04-15,2653
2017-04-16,2711
2017-04-17,2752
2017-04-18,2752
2017-04-19,2788
2017-04-20,2788
2017-04-21,2761
2017-04-22,2761
2017-04-23,2782
2017-04-24,2833
2017-04-25,2856
2017-04-26,2856
2017-04-27,2802
2017-04-28,2802
2017-04-29,2831
2017-04-30,2831
2017-05-01,2749
2017-05-02,2732
2017-05-03,2716
2017-05-04,2739
2017-05-05,2837
2017-05-06,2837
2017-05-07,2829
2017-05-08,2829
2017-05-09,2789
2017-05-10,2789
2017-05-11,2725
2017-05-12,2729
2017-05-13,2823
2017-05-14,2823
2017-05-15,2886
2017-05-16,2894
2017-05-17,2894
2017-05-18,2914
2017-05-19,2914
2017-05-20,2822
2017-05-21,2822
2017-05-22,2879
2017-05-23,2879
2017-05-24,2870
2017-05-25,2870
2017-05-26,2898
2017-05-27,2821
2017-05-28,2821
2017-05-29,2737
2017-05-30,2737
2017-05-31,2728
2017-06-01,2680
2017-06-02,2719
2017-06-03,2719
2017-06-06,2549
2017-06-07,2569
2017-06-08,2569
2017-06-09,2527
2017-06-10,2491
2017-06-11,2445
2017-06-12,2445
2017-06-13,2440
2017-06-14,2384
2017-06-15,2384
2017-06-16,2305
2017-06-17,2305
2017-06-18,2262
2017-06-19,2262
2017-06-20,2213
2017-06-21,2154
2017-06-22,2154
2017-06-23,2099
2017-06-24,2118
2017-06-25,2118
2017-06-26,2100
2017-06-27,2119
2017-06-28,2119
2017-06-29,2153
2017-06-30,2190
2017-07-01,2190
2017-07-02,2251
2017-07-03,2278
2017-07-04,2306
2017-07-05,2306
2017-07-06,2346
2017-07-07,2346
2017-07-08,2400
2017-07-13,2508
2017-07-14,2504
2017-07-15,2504
2017-07-16,2546
2017-07-17,2592
2017-07-18,2620
2017-07-19,2656
2017-07-20,2707
2017-07-21,2714
2017-07-22,2696
2017-07-23,2682
2017-07-24,2759
2017-07-25,2749
2017-07-26,2708
2017-07-27,2669
2017-07-28,2672
2017-07-29,2672
2017-07-30,2700
2017-07-31,2700
2017-08-01,2805
2017-08-02,2945
2017-08-03,3014
2017-08-04,3014
2017-08-05,2919
2017-08-06,2924
2017-08-09,2901
2017-08-10,2755
2017-08-11,2664
2017-08-12,2560
2017-08-13,2578
2017-08-14,2546
2017-08-15,2524
2017-08-17,2494
2017-08-18,2494
2017-08-19,2436
2017-08-20,2470
2017-08-21,2458
2017-08-22,2478
2017-08-23,2428
2017-08-24,2393
2017-08-25,2393
2017-08-26,2380
2017-08-27,2350
2017-08-28,2350
2017-08-29,2310
2017-08-30,2306
2017-08-31,2306
2017-09-01,2230
2017-09-02,2238
2017-09-03,2238
2017-09-04,2295
2017-09-05,2319
2017-09-06,2389
2017-09-07,2409
2017-09-08,2409
2017-09-09,2470
2017-09-10,2446
2017-09-11,2360
2017-09-12,2360
2017-09-13,2361
2017-09-14,2371
2017-09-15,2371
2017-09-16,2334
2017-09-17,2366
2017-09-19,2430
2017-09-20,2423
2017-09-21,2402
2017-09-22,2406
2017-09-23,2406
2017-09-24,2424
2017-09-25,2402
2017-09-26,2414
2017-09-27,2414
2017-09-28,2405
2017-09-29,2393
2017-09-30,2328
2017-10-01,2340
2017-10-02,2370
2017-10-03,2370
2017-10-04,2365
2017-10-05,2323
2017-10-06,2332
2017-10-07,2392
2017-10-08,2442
2017-10-09,2436
2017-10-10,2362
2017-10-11,2362
2017-10-12,2250
2017-10-13,2216
2017-10-14,2203
2017-10-15,2203
2017-10-16,2188
2017-10-17,2188
2017-10-18,2185
2017-10-19,2185
2017-10-20,2213
2017-10-21,2213
2017-10-22,2228
2017-10-23,2289
2017-10-24,2289
2017-10-25,2237
2017-10-26,2237
2017-10-27,2258
2017-10-28,2258
2017-10-29,2287
2017-10-30,2293
2017-10-31,2271
2017-11-01,2271
2017-11-02,2331
2017-11-03,2331
2017-11-04,2309
2017-11-05,2309
2017-11-06,2293
2017-11-07,2293
2017-11-08,2343
2017-11-09,2366
2017-11-10,2366
2017-11-11,2364
2017-11-12,2329
2017-11-13,2329
2017-11-14,2310
2017-11-15,2310
2017-11-16,2279
2017-11-17,2279
2017-11-18,2229
2017-11-19,2194
2017-11-20,2140
2017-11-21,2102
2017-11-22,2102
2017-11-23,2111
2017-11-24,2111
2017-11-25,2159
2017-11-26,2182
2017-11-27,2182
2017-11-28,2169
2017-11-29,2169
2017-11-30,2206
2017-12-01,2247
2017-12-02,2247
2017-12-03,2221
2017-12-04,2221
2017-12-05,2282
2017-12-06,2370
2017-12-07,2363
2017-12-08,2363
2017-12-09,2442
2017-12-10,2414
2017-12-11,2310
2017-12-12,2359
2017-12-13,2359
2017-12-14,2377
2017-12-15,2447
2017-12-16,2447
2017-12-17,2445
2017-12-18,2416
2017-12-19,2416
2017-12-20,2407
2017-12-21,2379
2017-12-22,2311
2017-12-23,2344
2017-12-24,2344
2017-12-25,2391
2017-12-26,2384
2017-12-27,2338
2017-12-28,2338
2017-12-29,2325
2017-12-30,2330
2017-12-31,2330
2018-01-01,2308
2018-01-02,2348
2018-01-03,2281
2018-01-04,2237
2018-01-05,2243
2018-01-06,2292
2018-01-07,2302
2018-01-08,2281
2018-01-09,2332
2018-01-10,2332
2018-01-11,2394
2018-01-12,2480
2018-01-13,2482
2018-01-14,2578
2018-01-15,2602
2018-01-16,2639
2018-01-17,2546
2018-01-18,2519
2018-01-19,2519
2018-01-20,2541
2018-01-21,2557
2018-01-22,2480
2018-01-23,2443
2018-01-24,2481
2018-01-25,2514
2018-01-26,2468
2018-01-27,2436
2018-01-28,2413
2018-01-29,2436
2018-01-30,2384
2018-02-01,2269
2018-02-02,2278
2018-02-03,2322
2018-02-04,2314
2018-02-05,2284
2018-02-06,2277
2018-02-07,2307
2018-02-08,2350
2018-02-09,2410
2018-02-10,2460
2018-02-11,2507
2018-02-12,2528
2018-02-13,2529
2018-02-14,2526
2018-02-15,2522
2018-02-16,2590
2018-02-17,2613
2018-02-18,2525
2018-02-19,2488
2018-02-20,2549
2018-02-21,2539
2018-02-22,2537
2018-02-23,2500
2018-02-24,2456
2018-02-25,2416
2018-02-26,2348
2018-02-27,2361
2018-02-28,2285
2018-03-01,2301
2018-03-02,2302
2018-03-03,2215
2018-03-04,2215
2018-03-05,2172
2018-03-06,2132
2018-03-07,2188
2018-03-08,2273
2018-03-09,2295
2018-03-10,2252
2018-03-11,2286
2018-03-12,2323
2018-03-13,2411
2018-03-14,2449
2018-03-15,2499
2018-03-16,2434
2018-03-17,2424
2018-03-18,2412
2018-03-19,2416
2018-03-20,2412
2018-03-21,2439
2018-03-23,2573
2018-03-24,2530
2018-03-26,2602
2018-03-27,2633
2018-03-28,2641
2018-03-29,2575
2018-03-30,2481
2018-03-31,2425
2018-04-01,2391
2018-04-02,2367
2018-04-03,2358
2018-04-04,2364
2018-04-05,2364
2018-04-06,2390
2018-04-08,2372
2018-04-09,2385
2018-04-10,2410
2018-04-11,2376
2018-04-12,2360
2018-04-13,2430
2018-04-14,2401
2018-04-16,2508
2018-04-17,2453
2018-04-18,2415
2018-04-19,2429
2018-04-20,2418
2018-04-21,2416
2018-04-22,2400
2018-04-23,2429
2018-04-24,2432
2018-04-25,2392
2018-04-26,2336
2018-04-27,2340
2018-04-28,2329
2018-04-29,2240
2018-04-30,2291
2018-05-01,2250
2018-05-02,2202
2018-05-03,2190
2018-05-04,2162
2018-05-05,2144
2018-05-06,2144
2018-05-07,2102
2018-05-08,2104
2018-05-09,2081
2018-05-10,2123
2018-05-11,2204
2018-05-12,2211
2018-05-13,2167
2018-05-14,2207
2018-05-15,2208
2018-05-16,2259
2018-05-17,2212
2018-05-18,2221
2018-05-19,2237
2018-05-20,2167
2018-05-21,2224
2018-05-22,2168
2018-05-23,2230
2018-05-24,2311
2018-05-25,2320
2018-05-26,2366
2018-05-27,2373
2018-05-28,2285
2018-05-29,2265
2018-05-30,2318
2018-05-31,2427
2018-06-01,2416
2018-06-02,2417
2018-06-03,2389
2018-06-04,2336
2018-06-05,2330
2018-06-06,2302
2018-06-07,2199
2018-06-08,2194
2018-06-09,2242
2018-06-10,2259
2018-06-11,2199
2018-06-12,2204
2018-06-13,2253
2018-06-14,2219
2018-06-15,2194
2018-06-16,2222
2018-06-17,2268
2018-06-18,2316
2018-06-19,2342
2018-06-20,2342
2018-06-21,2395
2018-06-22,2438
2018-06-23,2516
2018-06-24,2548
2018-06-25,2618
2018-06-26,2665
2018-06-27,2587
2018-06-28,2522
2018-06-29,2471
2018-06-30,2376
2018-07-01,2320
2018-07-02,2276
2018-07-03,2195
2018-07-04,2162
2018-07-05,2135
2018-07-06,2086
2018-07-07,2097
2018-07-08,2124
2018-07-09,2140
2018-07-10,2190
2018-07-11,2238
2018-07-12,2220
2018-07-13,2152
2018-07-14,2167
2018-07-15,2191
2018-07-16,2266
2018-07-17,2325
2018-07-18,2403
2018-07-19,2473
2018-07-20,2532
2018-07-21,2586
2018-07-22,2597
2018-07-23,2590
2018-07-24,2564
2018-07-25,2504
2018-07-26,2401
2018-07-27,2324
2018-07-28,2303
2018-07-29,2318
2018-07-30,2315
2018-07-31,2308
2018-08-01,2362
2018-08-02,2358
2018-08-03,2299
2018-08-04,2219
2018-08-05,2206
2018-08-06,2178
2018-08-07,2154
2018-08-08,2150
2018-08-09,2099
2018-08-10,2128
2018-08-11,2162
2018-08-12,2159
2018-08-14,2184
2018-08-16,2188
2018-08-17,2247
2018-08-18,2310
2018-08-19,2286
2018-08-20,2250
2018-08-21,2214
2018-08-22,2237
2018-08-23,2312
2018-08-24,2212
2018-08-25,2156
2018-08-26,2149
2018-08-27,2159
2018-08-28,2107
2018-08-29,2123
2018-08-30,2155
2018-08-31,2201
2018-09-01,2216
2018-09-02,2254
2018-09-03,2247
2018-09-04,2291
2018-09-05,2253
2018-09-06,2214
2018-09-07,2207
2018-09-08,2146
2018-09-09,2145
2018-09-10,2132
2018-09-11,2073
2018-09-12,2046
2018-09-13,2048
2018-09-14,2012
2018-09-15,1974
2018-09-16,1952
2018-09-17,1926
2018-09-18,1996
2018-09-19,1971
2018-09-20,1978
2018-09-21,2057
2018-09-22,2084
2018-09-23,2130
2018-09-24,2121
2018-09-25,2026
2018-09-26,2006
2018-09-27,1996
2018-09-28,1936
2018-09-29,1947
2018-09-30,1929
2018-10-02,1986
2018-10-03,1940
2018-10-04,1929
2018-10-05,1874
2018-10-06,1920
2018-10-07,1955
2018-10-08,1983
2018-10-09,2048
2018-10-10,2046
2018-10-11,2036
2018-10-12,1989
2018-10-13,1949
2018-10-14,1916
2018-10-15,1965
2018-10-16,1987
2018-10-17,2050
2018-10-18,2104
2018-10-19,2096
2018-10-20,2076
2018-10-21,2079
2018-10-22,2040
2018-10-23,2062
2018-10-24,2020
2018-10-25,2002
2018-10-26,1982
2018-10-27,2004
2018-10-28,2031
2018-10-29,2107
2018-10-30,2202
2018-10-31,2306
2018-11-01,2406
2018-11-03,2414
2018-11-04,2341
2018-11-05,2259
2018-11-06,2203
2018-11-07,2130
2018-11-08,2070
2018-11-09,2035
2018-11-10,1983
2018-11-11,1929
2018-11-12,1921
2018-11-13,1877
2018-11-14,1839
2018-11-15,1817
2018-11-16,1795
2018-11-17,1762
2018-11-18,1719
2018-11-19,1699
2018-11-20,1674
2018-11-21,1632
2018-11-22,1614
2018-11-23,1615
2018-11-24,1603
2018-11-25,1588
2018-11-26,1571
2018-11-27,1568
2018-11-28,1563
2018-11-29,1572
2018-12-01,1596
2018-12-02,1595
2018-12-03,1609
2018-12-04,1633
2018-12-05,1664
2018-12-07,1667
2018-12-09,1630
2018-12-10,1601
2018-12-11,1594
2018-12-12,1553
2018-12-13,1565
2018-12-14,1498
2018-12-15,1504
2018-12-16,1510
2018-12-17,1560
2018-12-18,1590
2018-12-19,1611
2018-12-20,1629
2018-12-21,1656
2018-12-22,1657
2018-12-23,1700
2018-12-24,1740
2018-12-25,1743
2018-12-26,1737
2018-12-27,1716
2018-12-28,1721
2018-12-29,1707
2018-12-30,1709
2018-12-31,1721
2019-01-01,1703
2019-01-02,1714
2019-01-03,1705
2019-01-04,1674
2019-01-05,1687
2019-01-06,1686
2019-01-08,1664
2019-01-10,1652
2019-01-11,1653
2019-01-12,1663
2019-01-13,1639
2019-01-14,1623
2019-01-15,1598
2019-01-16,1559
2019-01-17,1565
2019-01-18,1562
2019-01-19,1552
2019-01-20,1516
2019-01-21,1520
2019-01-22,1530
2019-01-23,1525
2019-01-24,1556
2019-01-25,1554
2019-01-26,1556
2019-01-27,1529
2019-01-28,1513
2019-01-29,1490
2019-01-30,1508
2019-01-31,1534
2019-02-01,1556
2019-02-02,1579
2019-02-03,1562
2019-02-04,1540
2019-02-05,1544
2019-02-06,1559
2019-02-07,1596
2019-02-08,1612
2019-02-09,1626
2019-02-10,1566
2019-02-11,1564
2019-02-12,1610
2019-02-13,1615
2019-02-14,1635
2019-02-15,1627
2019-02-16,1667
2019-02-17,1687
2019-02-18,1648
2019-02-19,1668
2019-02-20,1668
2019-02-21,1674
2019-02-22,1661
2019-02-23,1628
2019-02-24,1598
2019-02-25,1565
2019-02-26,1551
2019-02-27,1496
2019-02-28,1479
2019-03-01,1471
2019-03-02,1465
2019-03-03,1466
2019-03-04,1463
2019-03-05,1480
2019-03-06,1508
2019-03-07,1524
2019-03-08,1518
2019-03-09,1508
2019-03-10,1454
2019-03-11,1464
2019-03-12,1460
2019-03-13,1443
2019-03-14,1460
2019-03-15,1486
2019-03-16,1478
2019-03-17,1482
2019-03-18,1461
2019-03-19,1485
2019-03-20,1487
2019-03-21,1487
2019-03-22,1517
2019-03-23,1514
2019-03-24,1503
2019-03-25,1496
2019-03-26,1491
2019-03-27,1558
2019-03-28,1594
2019-03-29,1619
2019-03-30,1604
2019-03-31,1594
2019-04-01,1598
2019-04-02,1567
2019-04-03,1582
2019-04-04,1597
2019-04-05,1586
2019-04-06,1618
