date_obj,Ancient%20d'hide%20body price
2015-12-25,54072
2015-12-26,55013
2015-12-27,56122
2015-12-28,55815
2015-12-29,57364
2015-12-30,57133
2015-12-31,58036
2016-01-01,57371
2016-01-02,57382
2016-01-03,58235
2016-01-04,59076
2016-01-05,60931
2016-01-06,60986
2016-01-07,62408
2016-01-08,65368
2016-01-09,67571
2016-01-10,69046
2016-01-11,70260
2016-01-12,70810
2016-01-13,69356
2016-01-14,66557
2016-01-15,64468
2016-01-16,61989
2016-01-17,60188
2016-01-18,60354
2016-01-19,59474
2016-01-20,59393
2016-01-21,59810
2016-01-22,58846
2016-01-23,59072
2016-01-24,59034
2016-01-25,59765
2016-01-26,59740
2016-01-27,59144
2016-01-28,60050
2016-01-29,59342
2016-01-30,57792
2016-01-31,57890
2016-02-01,57503
2016-02-02,55241
2016-02-03,53910
2016-02-04,54111
2016-02-05,53233
2016-02-06,54021
2016-02-07,56234
2016-02-08,56091
2016-02-09,54930
2016-02-10,53431
2016-02-11,51641
2016-02-12,50236
2016-02-13,49005
2016-02-14,47750
2016-02-15,46621
2016-02-16,44517
2016-02-17,43718
2016-02-18,44099
2016-02-19,44220
2016-02-20,44588
2016-02-21,44236
2016-02-22,43604
2016-02-23,43940
2016-02-24,44155
2016-02-25,45609
2016-02-26,47531
2016-02-27,48454
2016-02-28,47439
2016-02-29,48875
2016-03-01,49996
2016-03-02,50317
2016-03-03,49998
2016-03-04,49265
2016-03-05,49345
2016-03-06,50664
2016-03-07,49839
2016-03-08,48526
2016-03-09,47994
2016-03-10,48015
2016-03-11,48828
2016-03-12,49093
2016-03-13,49571
2016-03-14,49923
2016-03-15,50752
2016-03-16,51116
2016-03-17,51630
2016-03-18,52648
2016-03-19,53111
2016-03-20,54464
2016-03-21,54745
2016-03-22,55938
2016-03-23,57266
2016-03-24,57476
2016-03-25,57886
2016-03-26,58021
2016-03-27,58610
2016-03-28,59216
2016-03-29,58118
2016-03-30,55608
2016-03-31,54027
2016-04-01,51405
2016-04-02,48897
2016-04-03,48634
2016-04-04,48351
2016-04-05,48374
2016-04-06,48879
2016-04-07,48779
2016-04-08,48211
2016-04-09,47690
2016-04-10,47469
2016-04-11,47640
2016-04-12,47233
2016-04-13,46616
2016-04-14,45980
2016-04-15,46296
2016-04-16,47015
2016-04-17,47594
2016-04-18,48056
2016-04-19,48595
2016-04-20,48862
2016-04-21,46862
2016-04-22,46521
2016-04-23,45886
2016-04-24,45253
2016-04-25,44605
2016-04-26,44707
2016-04-27,44971
2016-04-28,46027
2016-04-29,47210
2016-04-30,46834
2016-05-01,46262
2016-05-02,46213
2016-05-03,44890
2016-05-04,44132
2016-05-05,44506
2016-05-06,45177
2016-05-07,44722
2016-05-08,44387
2016-05-09,43832
2016-05-10,43552
2016-05-11,44167
2016-05-12,44710
2016-05-13,45707
2016-05-14,46651
2016-05-15,47790
2016-05-16,48417
2016-05-17,47832
2016-05-18,47553
2016-05-19,47359
2016-05-22,46360
2016-05-23,47075
2016-05-24,47189
2016-05-25,46503
2016-05-26,46751
2016-05-27,46674
2016-05-28,46952
2016-05-29,47045
2016-05-30,47730
2016-05-31,49269
2016-06-01,51094
2016-06-02,51925
2016-06-03,53145
2016-06-04,54505
2016-06-05,55964
2016-06-06,58029
2016-06-07,59778
2016-06-08,61359
2016-06-09,62567
2016-06-10,63659
2016-06-11,65335
2016-06-12,66220
2016-06-13,66875
2016-06-14,67760
2016-06-15,68941
2016-06-16,70294
2016-06-17,69781
2016-06-18,70335
2016-06-19,71680
2016-06-20,72892
2016-06-21,74454
2016-06-22,75484
2016-06-23,75211
2016-06-24,74096
2016-06-25,73658
2016-06-26,72050
2016-06-27,69458
2016-06-28,70603
2016-06-29,70357
2016-06-30,70756
2016-07-01,69922
2016-07-02,69947
2016-07-03,68273
2016-07-04,67419
2016-07-05,66262
2016-07-06,65082
2016-07-07,63291
2016-07-08,61131
2016-07-09,60006
2016-07-10,57989
2016-07-11,58610
2016-07-12,59684
2016-07-13,60427
2016-07-14,60898
2016-07-15,60225
2016-07-16,59101
2016-07-17,57996
2016-07-18,57288
2016-07-23,54056
2016-07-24,53043
2016-07-25,52274
2016-07-26,51767
2016-07-27,51098
2016-07-28,50296
2016-07-29,50165
2016-07-30,49952
2016-07-31,50526
2016-08-01,50530
2016-08-02,51014
2016-08-03,52372
2016-08-04,53800
2016-08-05,54963
2016-08-06,56433
2016-08-07,56732
2016-08-08,55627
2016-08-09,55013
2016-08-10,54618
2016-08-11,55062
2016-08-12,56109
2016-08-13,56261
2016-08-14,55193
2016-08-15,53971
2016-08-16,53349
2016-08-17,51964
2016-08-18,49859
2016-08-19,48599
2016-08-20,48356
2016-08-21,48389
2016-08-22,48941
2016-08-23,48581
2016-08-24,48833
2016-08-25,48895
2016-08-26,48358
2016-08-28,49076
2016-08-31,50665
2016-09-01,48572
2016-09-02,47303
2016-09-03,46817
2016-09-04,48703
2016-09-05,49527
2016-09-06,50928
2016-09-07,52475
2016-09-08,53299
2016-09-09,52435
2016-09-10,50879
2016-09-11,50140
2016-09-12,49060
2016-09-13,47509
2016-09-14,45978
2016-09-15,45330
2016-09-16,43079
2016-09-17,42889
2016-09-18,42788
2016-09-19,43049
2016-09-20,44181
2016-09-21,45450
2016-09-22,46918
2016-09-23,48581
2016-09-24,50376
2016-09-25,52372
2016-09-26,53695
2016-09-27,53459
2016-09-28,52351
2016-09-29,52979
2016-09-30,53450
2016-10-01,53206
2016-10-02,51834
2016-10-03,51994
2016-10-04,49947
2016-10-05,48024
2016-10-06,46426
2016-10-07,44507
2016-10-08,43274
2016-10-09,41690
2016-10-10,39896
2016-10-11,39742
2016-10-12,39551
2016-10-13,39986
2016-10-14,39617
2016-10-15,39539
2016-10-16,39109
2016-10-17,39777
2016-10-18,40884
2016-10-19,41697
2016-10-20,42403
2016-10-21,43388
2016-10-22,43921
2016-10-23,44548
2016-10-24,45653
2016-10-25,46487
2016-10-26,47896
2016-10-27,49216
2016-10-28,50302
2016-10-29,50614
2016-10-30,51301
2016-10-31,51871
2016-11-01,52471
2016-11-02,51908
2016-11-03,51764
2016-11-04,50890
2016-11-05,48692
2016-11-06,48473
2016-11-07,48824
2016-11-08,47741
2016-11-09,46137
2016-11-10,44728
2016-11-11,43320
2016-11-12,43367
2016-11-13,42818
2016-11-14,42121
2016-11-15,42336
2016-12-07,45045
2016-12-08,44378
2016-12-09,43942
2016-12-10,43130
2016-12-11,43852
2016-12-12,43496
2016-12-13,43108
2016-12-14,42573
2016-12-15,42875
2016-12-16,43753
2016-12-17,43374
2016-12-18,43737
2016-12-19,44265
2016-12-20,45213
2016-12-21,45929
2016-12-22,46769
2016-12-23,48225
2016-12-24,50172
2016-12-25,52011
2016-12-26,54180
2016-12-27,56889
2016-12-28,59734
2016-12-29,62603
2016-12-30,65397
2016-12-31,67367
2017-01-01,69090
2017-01-02,69828
2017-01-03,69984
2017-01-04,69967
2017-01-05,70183
2017-01-06,69438
2017-01-07,68584
2017-01-08,69057
2017-01-09,70398
2017-01-10,71451
2017-01-11,73965
2017-01-12,75838
2017-01-13,77949
2017-01-14,79245
2017-01-15,79418
2017-01-16,77121
2017-01-17,77260
2017-01-18,77493
2017-01-19,78766
2017-01-20,79470
2017-01-21,80437
2017-01-22,80623
2017-01-23,80365
2017-01-27,78058
2017-01-28,76236
2017-01-29,73936
2017-01-30,72146
2017-01-31,70865
2017-02-01,70586
2017-02-02,71000
2017-02-03,70140
2017-02-04,71545
2017-02-05,72800
2017-02-06,72963
2017-02-07,72259
2017-02-08,70476
2017-02-09,69209
2017-02-10,67306
2017-02-11,65718
2017-02-12,65007
2017-02-13,63264
2017-02-14,62185
2017-02-15,60832
2017-02-16,60054
2017-02-17,59596
2017-02-18,59481
2017-02-19,58570
2017-02-20,57631
2017-02-21,56867
2017-02-22,57405
2017-02-23,56853
2017-02-24,55663
2017-02-25,55301
2017-02-26,54977
2017-02-27,55977
2017-02-28,55979
2017-03-01,55945
2017-03-02,55702
2017-03-03,54637
2017-03-04,54429
2017-03-05,53298
2017-03-06,52989
2017-03-07,52784
2017-03-08,51870
2017-03-09,50581
2017-03-10,50118
2017-03-11,50450
2017-03-12,50406
2017-03-13,50004
2017-03-14,50216
2017-03-15,51010
2017-03-16,51367
2017-03-17,50271
2017-03-18,49202
2017-03-19,49057
2017-03-20,49678
2017-03-21,50285
2017-03-22,51346
2017-03-23,53208
2017-03-24,54816
2017-03-25,56267
2017-03-26,58077
2017-03-27,60214
2017-03-28,62167
2017-03-29,64709
2017-03-30,66465
2017-03-31,66030
2017-04-01,65723
2017-04-02,64395
2017-04-03,63639
2017-04-04,63237
2017-04-05,62645
2017-04-12,62338
2017-04-13,62163
2017-04-14,59837
2017-04-15,58269
2017-04-16,56671
2017-04-17,55596
2017-04-18,54282
2017-04-19,55359
2017-04-20,55500
2017-04-21,54989
2017-04-22,55898
2017-04-23,56836
2017-04-24,57813
2017-04-25,58118
2017-04-26,58632
2017-04-27,60324
2017-04-28,61914
2017-04-29,63843
2017-04-30,65309
2017-05-01,67328
2017-05-02,67660
2017-05-03,69056
2017-05-04,70526
2017-05-05,72350
2017-05-06,73929
2017-05-07,76451
2017-05-08,77646
2017-05-09,77151
2017-05-10,76961
2017-05-11,76825
2017-05-12,76590
2017-05-13,73899
2017-05-14,71917
2017-05-15,70239
2017-05-16,69373
2017-05-17,68859
2017-05-18,69290
2017-05-19,68767
2017-05-20,69039
2017-05-21,69994
2017-05-22,70826
2017-05-23,71259
2017-05-24,71477
2017-05-25,73427
2017-05-26,74983
2017-05-27,77030
2017-05-28,79770
2017-05-29,82085
2017-05-30,85185
2017-05-31,88696
2017-06-01,91785
2017-06-02,94970
2017-06-03,98006
2017-06-04,100967
2017-06-05,103267
2017-06-06,106556
2017-06-07,109154
2017-06-08,112695
2017-06-09,115352
2017-06-10,114773
2017-06-11,109352
2017-06-12,104322
2017-06-13,99266
2017-06-14,95687
2017-06-15,92812
2017-06-16,90508
2017-06-17,89270
2017-06-18,88188
2017-06-19,87912
2017-06-20,86387
2017-06-21,87521
2017-06-22,87229
2017-06-23,88719
2017-06-24,90937
2017-06-25,93549
2017-06-26,94076
2017-06-27,89616
2017-06-28,85135
2017-06-29,82893
2017-06-30,78885
2017-07-01,76630
2017-07-02,74734
2017-07-03,74434
2017-07-04,76126
2017-07-05,76774
2017-07-06,78206
2017-07-07,79367
2017-07-08,82605
2017-07-09,84629
2017-07-13,92052
2017-07-14,90127
2017-07-15,86901
2017-07-16,83871
2017-07-17,84350
2017-07-18,84620
2017-07-19,84330
2017-07-20,83677
2017-07-21,80410
2017-07-22,77689
2017-07-23,77715
2017-07-24,76467
2017-07-25,74927
2017-07-26,74204
2017-07-27,74230
2017-07-28,74448
2017-07-29,75350
2017-07-30,77294
2017-07-31,78838
2017-08-01,80316
2017-08-02,81794
2017-08-03,83030
2017-08-04,82244
2017-08-05,82384
2017-08-06,83704
2017-08-07,84875
2017-08-08,85059
2017-08-09,84641
2017-08-10,83695
2017-08-11,81172
2017-08-12,79385
2017-08-13,77780
2017-08-14,77354
2017-08-15,75862
2017-08-16,76790
2017-08-17,78572
2017-08-18,80175
2017-08-19,80936
2017-08-20,80210
2017-08-21,80054
2017-08-22,80247
2017-08-23,79932
2017-08-24,79684
2017-08-25,80170
2017-08-26,80983
2017-08-27,81538
2017-08-28,80728
2017-08-29,80218
2017-08-30,81084
2017-08-31,81616
2017-09-01,81390
2017-09-02,82412
2017-09-03,83600
2017-09-04,85012
2017-09-05,84379
2017-09-06,81136
2017-09-07,78070
2017-09-08,74729
2017-09-09,71920
2017-09-10,69961
2017-09-11,72048
2017-09-12,74781
2017-09-13,76590
2017-09-14,76365
2017-09-15,77903
2017-09-16,79080
2017-09-17,80585
2017-09-18,80801
2017-09-19,81861
2017-09-20,83851
2017-09-22,88324
2017-09-23,87967
2017-09-24,89604
2017-09-25,90838
2017-09-26,92187
2017-09-27,91042
2017-09-28,91351
2017-09-29,92111
2017-09-30,94014
2017-10-01,96024
2017-10-02,98251
2017-10-03,99789
2017-10-04,104314
2017-10-05,107469
2017-10-06,108626
2017-10-07,109779
2017-10-08,111122
2017-10-09,112724
2017-10-10,113528
2017-10-11,113896
2017-10-12,111339
2017-10-13,110105
2017-10-14,108629
2017-10-15,108208
2017-10-16,107000
2017-10-17,107068
2017-10-18,107679
2017-10-19,107460
2017-10-20,108242
2017-10-21,109422
2017-10-22,109207
2017-10-23,111009
2017-10-24,113516
2017-10-25,115891
2017-10-26,118750
2017-10-27,121574
2017-10-28,125619
2017-10-29,129229
2017-10-30,131918
2017-10-31,134032
2017-11-01,136819
2017-11-02,139210
2017-11-03,144393
2017-11-04,145545
2017-11-05,144049
2017-11-06,144337
2017-11-07,140310
2017-11-08,137965
2017-11-09,137075
2017-11-10,136481
2017-11-11,135717
2017-11-12,131736
2017-11-13,126742
2017-11-14,124923
2017-11-15,123138
2017-11-16,118726
2017-11-17,114778
2017-11-18,112250
2017-11-19,108066
2017-11-20,104756
2017-11-21,103617
2017-11-22,103318
2017-11-23,103370
2017-11-24,102380
2017-11-25,102677
2017-11-26,100081
2017-11-27,97263
2017-11-28,97194
2017-11-29,96614
2017-11-30,94626
2017-12-01,92855
2017-12-02,92127
2017-12-03,90952
2017-12-04,90422
2017-12-05,89354
2017-12-06,90268
2017-12-07,89512
2017-12-08,87186
2017-12-09,85306
2017-12-10,84810
2017-12-11,85298
2017-12-12,85241
2017-12-13,87989
2017-12-14,90426
2017-12-15,91279
2017-12-16,92257
2017-12-17,95975
2017-12-18,100633
2017-12-19,102124
2017-12-20,101486
2017-12-21,102224
2017-12-22,100681
2017-12-23,99761
2017-12-24,99479
2017-12-25,102916
2017-12-26,107274
2017-12-27,112237
2017-12-28,115436
2017-12-29,118538
2017-12-30,120464
2017-12-31,123033
2018-01-01,124452
2018-01-02,124665
2018-01-03,128939
2018-01-04,128527
2018-01-05,131509
2018-01-06,131972
2018-01-07,135350
2018-01-08,136371
2018-01-09,137767
2018-01-10,136968
2018-01-11,135494
2018-01-12,133289
2018-01-13,132996
2018-01-14,128052
2018-01-15,125296
2018-01-16,121331
2018-01-17,119453
2018-01-18,118508
2018-01-19,118612
2018-01-20,117748
2018-01-21,117780
2018-01-22,117334
2018-01-23,115261
2018-01-24,112849
2018-01-25,110691
2018-01-26,110619
2018-01-27,111494
2018-01-28,111675
2018-01-29,112329
2018-01-30,112184
2018-01-31,115200
2018-02-01,117060
2018-02-02,120719
2018-02-03,117517
2018-02-04,114247
2018-02-05,112447
2018-02-06,112054
2018-02-07,111278
2018-02-08,112927
2018-02-09,110575
2018-02-10,108146
2018-02-11,106643
2018-02-12,104528
2018-02-13,101465
2018-02-14,102550
2018-02-15,99975
2018-02-16,99690
2018-02-17,99105
2018-02-18,99980
2018-02-19,101857
2018-02-20,101118
2018-02-21,103152
2018-02-22,106035
2018-02-23,108270
2018-02-24,107546
2018-02-25,109489
2018-02-26,109987
2018-02-27,110834
2018-02-28,107827
2018-03-01,105592
2018-03-02,103145
2018-03-03,100644
2018-03-04,97664
2018-03-05,97438
2018-03-06,97697
2018-03-07,97061
2018-03-08,97144
2018-03-09,94893
2018-03-10,95291
2018-03-11,94666
2018-03-12,95248
2018-03-13,95071
2018-03-14,94519
2018-03-15,94876
2018-03-16,95669
2018-03-17,96819
2018-03-18,98030
2018-03-19,98176
2018-03-20,98361
2018-03-21,98993
2018-03-22,98596
2018-03-23,98843
2018-03-24,99579
2018-03-25,98721
2018-03-26,97053
2018-03-27,97163
2018-03-28,98022
2018-03-29,97672
2018-03-30,97455
2018-03-31,97378
2018-04-01,98928
2018-04-02,99745
2018-04-03,101742
2018-04-04,102910
2018-04-05,106888
2018-04-06,108758
2018-04-07,112635
2018-04-08,114086
2018-04-09,116432
2018-04-10,114318
2018-04-11,115054
2018-04-12,115648
2018-04-13,115181
2018-04-14,117054
2018-04-15,115940
2018-04-16,118080
2018-04-17,121060
2018-04-18,122309
2018-04-19,124359
2018-04-20,126358
2018-04-21,129095
2018-04-22,134436
2018-04-23,137714
2018-04-24,141155
2018-04-25,142915
2018-04-26,141333
2018-04-27,143215
2018-04-28,146067
2018-04-29,145488
2018-04-30,143875
2018-05-01,142997
2018-05-02,141454
2018-05-03,143337
2018-05-04,144920
2018-05-05,146848
2018-05-06,147307
2018-05-07,151076
2018-05-08,155246
2018-05-09,151173
2018-05-10,150279
2018-05-11,150913
2018-05-12,153295
2018-05-13,152310
2018-05-14,151283
2018-05-15,151179
2018-05-16,150932
2018-05-17,151636
2018-05-18,151840
2018-05-19,148830
2018-05-20,145020
2018-05-21,144111
2018-05-22,142370
2018-05-23,145589
2018-05-24,145814
2018-05-25,145099
2018-05-26,144021
2018-05-27,141760
2018-05-28,140447
2018-05-29,140016
2018-05-30,140182
2018-05-31,140888
2018-06-01,141377
2018-06-02,142105
2018-06-03,143321
2018-06-04,145761
2018-06-05,147823
2018-06-06,150433
2018-06-07,145706
2018-06-08,142837
2018-06-09,139862
2018-06-10,137998
2018-06-11,141281
2018-06-12,143220
2018-06-13,145924
2018-06-14,149915
2018-06-15,152616
2018-06-16,148902
2018-06-17,143553
2018-06-18,141108
2018-06-19,141943
2018-06-20,138897
2018-06-21,135778
2018-06-22,133283
2018-06-23,130385
2018-06-24,129130
2018-06-25,128452
2018-06-26,129467
2018-06-27,130791
2018-06-28,128229
2018-06-29,129046
2018-06-30,126311
2018-07-01,125553
2018-07-02,127364
2018-07-03,127685
2018-07-04,126555
2018-07-05,126056
2018-07-06,125472
2018-07-07,127343
2018-07-08,126562
2018-07-09,128085
2018-07-10,128733
2018-07-11,130496
2018-07-12,130622
2018-07-13,131014
2018-07-14,131388
2018-07-15,134916
2018-07-16,135352
2018-07-17,139841
2018-07-18,143027
2018-07-19,147857
2018-07-20,148997
2018-07-21,152137
2018-07-22,155628
2018-07-23,159617
2018-07-24,165366
2018-07-25,171914
2018-07-26,176903
2018-07-27,175657
2018-07-28,174910
2018-07-29,175402
2018-07-30,173584
2018-07-31,174868
2018-08-01,176991
2018-08-02,179849
2018-08-03,182891
2018-08-04,186933
2018-08-05,190643
2018-08-06,199103
2018-08-07,205946
2018-08-08,203630
2018-08-09,193974
2018-08-10,187019
2018-08-11,184251
2018-08-12,184970
2018-08-14,186382
2018-08-16,187417
2018-08-17,188888
2018-08-18,187707
2018-08-19,187531
2018-08-20,186047
2018-08-21,185880
2018-08-22,185434
2018-08-23,183546
2018-08-24,184342
2018-08-25,183957
2018-08-26,184273
2018-08-27,184732
2018-08-28,184503
2018-08-29,184401
2018-08-30,183300
2018-08-31,183900
2018-09-01,183051
2018-09-02,183176
2018-09-03,180658
2018-09-04,176893
2018-09-05,171989
2018-09-06,170860
2018-09-07,169887
2018-09-08,168494
2018-09-09,167193
2018-09-10,165046
2018-09-11,160758
2018-09-12,161600
2018-09-13,161045
2018-09-14,160362
2018-09-15,159326
2018-09-16,155490
2018-09-17,153205
2018-09-18,152716
2018-09-19,153244
2018-09-20,154916
2018-09-21,157340
2018-09-22,160857
2018-09-23,165312
2018-09-24,169462
2018-09-25,167895
2018-09-26,165025
2018-09-27,165674
2018-09-28,167691
2018-09-29,165531
2018-09-30,164688
2018-10-01,165066
2018-10-02,168213
2018-10-03,171133
2018-10-04,172906
2018-10-05,171926
2018-10-06,171041
2018-10-07,170799
2018-10-08,170061
2018-10-09,164034
2018-10-10,159405
2018-10-11,163409
2018-10-12,165625
2018-10-13,166990
2018-10-14,169037
2018-10-15,170080
2018-10-16,167861
2018-10-17,166650
2018-10-18,166492
2018-10-19,165544
2018-10-20,165775
2018-10-21,166331
2018-10-22,167112
2018-10-23,162512
2018-10-24,163396
2018-10-25,164816
2018-10-26,166440
2018-10-27,165427
2018-10-28,166713
2018-10-29,166136
2018-10-30,165808
2018-10-31,166569
2018-11-01,166877
2018-11-03,164675
2018-11-04,163819
2018-11-05,163941
2018-11-06,163784
2018-11-07,162553
2018-11-08,163847
2018-11-09,164320
2018-11-10,166876
2018-11-11,170671
2018-11-12,173756
2018-11-13,175263
2018-11-14,175109
2018-11-15,175557
2018-11-16,177967
2018-11-17,182563
2018-11-18,187522
2018-11-19,193714
2018-11-20,200378
2018-11-21,201337
2018-11-22,200973
2018-11-23,198713
2018-11-24,196979
2018-11-25,203622
2018-11-26,209770
2018-11-27,215261
2018-11-28,219038
2018-11-29,227158
2018-12-01,242267
2018-12-02,249188
2018-12-03,256337
2018-12-04,258333
2018-12-05,263063
2018-12-07,260125
2018-12-09,252743
2018-12-10,252035
2018-12-11,253469
2018-12-12,261870
2018-12-13,266613
2018-12-14,269272
2018-12-15,263288
2018-12-16,263299
2018-12-17,259620
2018-12-18,263875
2018-12-19,257636
2018-12-20,258752
2018-12-21,257802
2018-12-22,257465
2018-12-23,256251
2018-12-24,260837
2018-12-25,272849
2018-12-26,280751
2018-12-27,289678
2018-12-28,295703
2018-12-29,305284
2018-12-30,311879
2018-12-31,312745
2019-01-01,312311
2019-01-02,309253
2019-01-03,304386
2019-01-04,306160
2019-01-05,313836
2019-01-06,311870
2019-01-08,312508
2019-01-10,293615
2019-01-11,303742
2019-01-12,316603
2019-01-13,330321
2019-01-14,345177
2019-01-15,362097
2019-01-16,376747
2019-01-17,395531
2019-01-18,403507
2019-01-19,396020
2019-01-20,389307
2019-01-21,384500
2019-01-22,381149
2019-01-23,379188
2019-01-24,387014
2019-01-25,388223
2019-01-26,394493
2019-01-27,394327
2019-01-28,389736
2019-01-29,393146
2019-01-30,384415
2019-01-31,382546
2019-02-01,373445
2019-02-02,367659
2019-02-03,359282
2019-02-04,359968
2019-02-05,362293
2019-02-06,362733
2019-02-07,361026
2019-02-08,360871
2019-02-09,365363
2019-02-10,366130
2019-02-11,368926
2019-02-12,368781
2019-02-13,359145
2019-02-14,356099
2019-02-15,351579
2019-02-16,338247
2019-02-17,324864
2019-02-18,314573
2019-02-19,306097
2019-02-20,293003
2019-02-21,282922
2019-02-22,284673
2019-02-23,284495
2019-02-24,281685
2019-02-25,284653
2019-02-26,279476
2019-02-27,280410
2019-02-28,286820
2019-03-01,292914
2019-03-02,296400
2019-03-03,304123
2019-03-04,312348
2019-03-05,316239
2019-03-06,314617
2019-03-07,314000
2019-03-08,312645
2019-03-09,317717
2019-03-10,321387
2019-03-11,325411
2019-03-12,329662
2019-03-13,326411
2019-03-14,319627
2019-03-15,315839
2019-03-16,313511
