date_obj,Ancient%20d'hide%20body price
2019-03-17,313397
2019-03-18,309703
2019-03-19,308142
2019-03-20,304268
2019-03-21,305750
2019-03-22,310558
2019-03-23,310073
2019-03-24,312278
2019-03-25,324156
2019-03-26,330746
2019-03-27,332471
2019-03-28,330188
2019-03-29,334450
2019-03-30,338685
2019-03-31,347020
2019-04-01,345690
2019-04-02,348911
2019-04-03,347502
2019-04-04,357958
2019-04-05,357853
2019-04-06,370046
2019-04-07,375165
2019-04-08,377253
2019-04-09,373093
2019-04-10,379798
2019-04-11,381660
2019-04-12,383292
2019-04-13,385738
2019-04-14,382745
2019-04-15,386613
2019-04-16,395366
2019-04-17,393965
2019-04-18,384718
2019-04-19,383671
2019-04-20,378469
2019-04-21,372227
2019-04-22,357833
2019-04-23,342128
2019-04-24,330011
2019-04-25,315724
2019-04-26,310698
2019-04-27,313748
2019-04-28,312330
2019-04-29,305142
2019-04-30,306207
2019-05-01,307406
2019-05-02,301173
2019-05-03,296432
2019-05-04,298417
2019-05-05,291308
2019-05-06,289693
2019-05-07,286835
2019-05-08,289209
2019-05-09,286844
2019-05-10,285669
2019-05-11,283320
2019-05-12,274187
2019-05-13,273967
2019-05-14,271655
2019-05-15,276225
2019-05-16,276323
2019-05-17,278442
2019-05-18,276347
2019-05-19,273604
2019-05-20,265900
2019-05-21,266878
2019-05-22,263687
2019-05-23,267976
2019-05-24,265103
2019-05-25,265560
2019-05-26,262860
2019-05-27,262687
2019-05-28,261566
2019-05-29,259948
2019-05-30,259115
2019-05-31,259017
2019-06-01,262091
2019-06-02,264861
2019-06-03,267852
2019-06-04,268379
2019-06-05,277858
2019-06-06,281719
2019-06-07,285932
2019-06-08,285825
2019-06-09,287156
2019-06-10,286090
2019-06-11,286927
2019-06-12,285402
2019-06-13,286920
2019-06-14,286516
2019-06-15,286994
2019-06-16,280985
2019-06-17,275757
2019-06-18,272469
2019-06-19,275634
2019-06-20,275365
2019-06-21,275573
2019-06-22,274093
2019-06-23,272326
2019-06-24,270330
2019-06-25,270954
2019-06-26,271674
2019-06-27,271253
2019-06-28,269690
2019-06-29,263726
2019-06-30,256276
2019-07-01,253858
2019-07-02,257617
2019-07-03,258436
2019-07-04,256256
2019-07-05,252821
2019-07-06,251597
2019-07-07,251058
2019-07-08,251305
2019-07-09,247209
2019-07-10,239540
2019-07-11,233661
2019-07-12,233931
2019-07-13,235029
2019-07-14,235709
2019-07-15,234102
2019-07-16,234873
2019-07-17,231721
2019-07-18,229576
2019-07-19,229905
2019-07-20,232280
2019-07-21,225853
2019-07-22,220341
2019-07-23,216222
2019-07-24,214606
2019-07-25,211612
2019-07-26,204923
2019-07-27,202694
2019-07-28,195125
2019-07-29,189247
2019-07-30,188654
2019-07-31,188085
2019-08-01,192790
2019-08-02,197810
2019-08-03,198868
2019-08-04,201087
2019-08-05,204741
2019-08-06,206637
2019-08-07,209760
2019-08-08,216594
2019-08-09,220929
2019-08-10,223739
2019-08-11,225737
2019-08-12,229239
2019-08-13,233400
2019-08-14,243228
2019-08-15,251123
2019-08-16,258907
2019-08-17,262305
2019-08-18,264365
2019-08-19,269681
2019-08-20,275020
2019-08-21,278354
2019-08-22,281935
2019-08-23,283894
2019-08-24,283925
2019-08-24,283925
2019-08-25,286522
2019-08-25,286522
2019-08-26,282824
2019-08-27,290747
2019-08-27,290747
2019-08-28,293289
2019-08-29,300953
2019-08-30,304435
2019-08-31,307120
2019-09-01,316055
2019-09-02,322702
2019-09-03,329367
2019-09-04,329773
2019-09-05,329628
2019-09-06,324305
2019-09-07,322816
2019-09-08,321294
2019-09-09,317793
2019-09-10,315444
2019-09-11,317025
2019-09-12,318627
2019-09-13,315837
2019-09-14,317018
2019-09-15,314011
2019-09-16,317471
2019-09-17,314018
2019-09-18,311631
2019-09-19,316242
2019-09-20,316599
2019-09-21,319970
2019-09-22,315012
2019-09-23,317250
2019-09-24,320778
2019-09-25,321097
2019-09-26,315839
2019-09-27,308288
2019-09-28,300880
2019-09-29,308521
2019-09-30,302481
2019-10-01,301710
2019-10-02,300406
2019-10-03,306089
2019-10-04,304835
2019-10-05,305926
2019-10-06,300472
2019-10-07,301779
2019-10-08,298885
2019-10-09,298372
2019-10-10,302272
2019-10-11,301881
2019-10-12,298664
2019-10-13,297597
2019-10-14,298965
2019-10-15,297602
2019-10-16,301652
2019-10-17,299948
2019-10-18,301793
2019-10-19,307282
2019-10-20,316441
2019-10-21,315590
2019-10-22,314530
2019-10-23,302955
2019-10-24,296289
2019-10-25,289594
2019-10-26,291710
2019-10-27,289328
2019-10-28,285581
2019-10-29,281629
2019-10-30,270803
2019-10-31,269085
2019-11-01,268643
2019-11-02,271151
2019-11-03,274311
2019-11-04,276959
2019-11-05,274563
2019-11-06,274298
2019-11-07,280353
2019-11-08,278241
2019-11-09,273925
2019-11-10,273238
2019-11-11,273248
2019-11-12,267634
2019-11-13,261344
2019-11-14,260963
2019-11-15,264963
2019-11-16,261362
2019-11-17,254833
2019-11-18,253271
2019-11-19,256902
2019-11-20,258263
2019-11-21,264177
2019-11-22,266564
2019-11-23,266601
2019-11-24,268342
2019-11-25,271791
2019-11-26,271895
2019-11-27,272018
2019-11-28,271168
2019-11-29,271071
2019-11-30,264575
2019-12-01,264567
2019-12-02,262255
2019-12-03,258753
2019-12-04,262838
2019-12-05,261360
2019-12-06,270277
2019-12-07,274819
2019-12-08,280137
2019-12-09,284391
2019-12-10,288840
2019-12-11,293519
2019-12-12,295163
2019-12-13,297489
2019-12-14,302047
2019-12-15,295741
2019-12-16,288027
2019-12-17,293380
2019-12-18,291838
2019-12-19,295583
2019-12-20,294268
2019-12-21,293256
2019-12-22,297283
2019-12-23,300244
2019-12-24,304361
2019-12-25,309731
2019-12-26,314002
2019-12-27,321506
2019-12-28,322830
2019-12-29,323526
2019-12-30,321880
2019-12-31,324201
2020-01-01,333038
2020-01-02,335525
2020-01-03,333989
2020-01-04,334255
2020-01-05,332463
2020-01-06,333093
2020-01-07,332098
2020-01-08,328939
2020-01-09,324273
2020-01-10,320492
2020-01-11,314683
2020-01-12,311333
2020-01-13,313604
2020-01-14,308680
2020-01-15,299057
2020-01-16,300169
2020-01-17,301500
2020-01-18,301327
2020-01-19,294936
2020-01-20,296302
2020-01-21,295868
2020-01-22,296622
2020-01-23,292017
2020-01-24,283108
2020-01-25,284750
2020-01-26,289446
2020-01-27,292214
2020-01-28,284793
2020-01-29,282921
2020-01-30,274552
2020-01-31,270496
2020-02-01,265815
2020-02-02,263769
2020-02-03,263660
2020-02-04,267143
2020-02-05,270190
2020-02-06,264877
2020-02-07,258691
2020-02-08,252179
2020-02-09,246487
2020-02-10,245878
2020-02-11,249137
2020-02-12,251808
2020-02-13,251058
2020-02-14,247525
2020-02-15,240770
2020-02-16,238419
2020-02-17,236536
2020-02-18,232496
2020-02-19,235265
2020-02-20,230224
2020-02-21,225931
2020-02-22,228271
2020-02-23,229775
2020-02-24,224854
2020-02-25,220357
2020-02-26,217105
2020-02-27,220951
2020-02-28,223996
2020-02-29,226275
2020-03-01,226771
2020-03-02,223051
2020-03-03,226159
2020-03-04,228883
2020-03-05,230285
2020-03-06,230306
2020-03-07,229555
2020-03-08,232445
2020-03-09,235442
2020-03-10,234034
2020-03-11,233294
2020-03-12,231399
2020-03-13,229214
2020-03-14,228525
2020-03-15,229104
2020-03-16,230557
2020-03-17,235556
2020-03-18,235553
2020-03-19,234907
2020-03-20,233552
2020-03-21,236709
2020-03-22,238823
2020-03-23,241669
2020-03-24,246765
2020-03-25,251139
2020-03-26,257738
2020-03-27,263296
2020-03-28,262170
2020-03-29,264679
2020-03-30,264227
2020-03-31,264237
2020-04-01,267130
2020-04-02,269646
2020-04-03,269331
2020-04-04,267552
2020-04-05,270215
2020-04-06,270349
2020-04-07,270408
2020-04-08,270753
2020-04-09,271037
2020-04-10,272222
2020-04-11,277043
2020-04-12,281281
2020-04-13,287675
2020-04-14,283416
2020-04-15,282815
2020-04-16,285494
2020-04-17,290077
2020-04-18,295850
2020-04-19,301706
2020-04-20,310684
2020-04-21,311192
2020-04-22,312738
2020-04-23,310811
2020-04-24,313601
2020-04-25,310613
2020-04-26,306343
2020-04-27,308706
2020-04-28,309813
2020-04-29,309498
2020-04-30,307636
2020-05-01,309919
2020-05-02,316555
2020-05-03,315033
2020-05-04,317974
2020-05-05,319467
2020-05-06,315077
2020-05-07,309583
2020-05-08,306944
2020-05-09,303934
2020-05-10,302000
2020-05-11,300974
2020-05-12,300619
2020-05-13,296554
