date_obj,Tribal%20top%20(pink) price
2015-07-12,20749
2015-07-13,20749
2015-07-14,20749
2015-07-15,20749
2015-07-16,20749
2015-07-17,20749
2015-07-18,20749
2015-07-19,19763
2015-07-20,19763
2015-07-21,19763
2015-07-22,19763
2015-07-23,19763
2015-07-24,19763
2015-07-25,19763
2015-07-26,19763
2015-07-27,19763
2015-07-28,19763
2015-07-29,19763
2015-07-30,19763
2015-07-31,19763
2015-08-01,19763
2015-08-02,19763
2015-08-03,19763
2015-08-04,18792
2015-08-05,18792
2015-08-06,18792
2015-08-07,18792
2015-08-08,18792
2015-08-09,18792
2015-08-10,18792
2015-08-11,18792
2015-08-12,18792
2015-08-13,18792
2015-08-14,18792
2015-08-15,18792
2015-08-16,18792
2015-08-17,18792
2015-08-18,17948
2015-08-19,17948
2015-08-20,17948
2015-08-21,17948
2015-08-22,17948
2015-08-23,17948
2015-08-24,17948
2015-08-25,17948
2015-08-26,17948
2015-08-27,17948
2015-08-28,17948
2015-08-29,17948
2015-08-30,17948
2015-08-31,17948
2015-09-01,17948
2015-09-02,17948
2015-09-03,17323
2015-09-04,17323
2015-09-05,17323
2015-09-06,17323
2015-09-07,17323
2015-09-08,17323
2015-09-09,17323
2015-09-10,17323
2015-09-11,17323
2015-09-12,17323
2015-09-13,17323
2015-09-14,17323
2015-09-15,17323
2015-09-16,17323
2015-09-17,17323
2015-09-18,17323
2015-09-19,17323
2015-09-20,17323
2015-09-21,17323
2015-09-22,17323
2015-09-23,17323
2015-09-24,16688
2015-09-25,16688
2015-09-26,16688
2015-09-27,16688
2015-09-28,16688
2015-09-29,16688
2015-09-30,16688
2015-10-01,16688
2015-10-02,16688
2015-10-03,16688
2015-10-04,16688
2015-10-05,16688
2015-10-06,16688
2015-10-07,16688
2015-10-08,16688
2015-10-09,16688
2015-10-10,16688
2015-10-11,16688
2015-10-12,16688
2015-10-13,16248
2015-10-14,16248
2015-10-15,16248
2015-10-16,16248
2015-10-17,16248
2015-10-18,16248
2015-10-19,16248
2015-10-20,16248
2015-10-21,16248
2015-10-22,16248
2015-10-23,16248
2015-10-24,16248
2015-10-25,16248
2015-10-26,16248
2015-10-27,16248
2015-10-28,16248
2015-10-29,16248
2015-10-30,16248
2015-10-31,16248
2015-11-01,16248
2015-11-02,15595
2015-11-03,15595
2015-11-04,15595
2015-11-05,15595
2015-11-06,15595
2015-11-07,15595
2015-11-08,15595
2015-11-09,15595
2015-11-10,15595
2015-11-11,15595
2015-11-12,15595
2015-11-13,15595
2015-11-14,15595
2015-11-15,15595
2015-11-16,15595
2015-11-17,15595
2015-11-18,15595
2015-11-19,15595
2015-11-20,15595
2015-11-21,15595
2015-11-22,15595
2015-11-23,14838
2015-11-24,14838
2015-11-25,14838
2015-11-26,14838
2015-11-27,14838
2015-11-28,14838
2015-11-29,14838
2015-11-30,14838
2015-12-01,14838
2015-12-02,14838
2015-12-03,14838
2015-12-04,14838
2015-12-05,14838
2015-12-06,14838
2015-12-07,14838
2015-12-08,14838
2015-12-09,14838
2015-12-10,14838
2015-12-11,14838
2015-12-12,14212
2015-12-13,14212
2015-12-14,14212
2015-12-15,14212
2015-12-16,14212
2015-12-17,14212
2015-12-18,14212
2015-12-19,14212
2015-12-20,14212
2015-12-21,14212
2015-12-22,14212
2015-12-23,14212
2015-12-24,14212
2015-12-25,14212
2015-12-26,14212
2015-12-27,14212
2015-12-28,14212
2015-12-29,13511
2015-12-30,13511
2015-12-31,13511
2016-01-01,13511
2016-01-02,13511
2016-01-03,13511
2016-01-04,13511
2016-01-05,13511
2016-01-06,13511
2016-01-07,13511
2016-01-08,13511
2016-01-09,13511
2016-01-10,13511
2016-01-11,13511
2016-01-12,12847
2016-01-13,12847
2016-01-14,12847
2016-01-15,12847
2016-01-16,12847
2016-01-17,12847
2016-01-18,12847
2016-01-19,12847
2016-01-20,12847
2016-01-21,12847
2016-01-22,12847
2016-01-23,12847
2016-01-24,12847
2016-01-25,12847
2016-01-26,12847
2016-01-27,12644
2016-01-28,12644
2016-01-29,12644
2016-01-30,12644
2016-01-31,12644
2016-02-01,12644
2016-02-02,12644
2016-02-03,12644
2016-02-04,12644
2016-02-05,12644
2016-02-06,12644
2016-02-07,12644
2016-02-08,12644
2016-02-09,12644
2016-02-10,12644
2016-02-11,12644
2016-02-12,12644
2016-02-13,12780
2016-02-14,12780
2016-02-15,12780
2016-02-16,12780
2016-02-17,12780
2016-02-18,12780
2016-02-19,12780
2016-02-20,12780
2016-02-21,12780
2016-02-22,12780
2016-02-23,12780
2016-02-24,12780
2016-02-25,12780
2016-02-26,12780
2016-02-27,12780
2016-02-28,12780
2016-02-29,12780
2016-03-01,12780
2016-03-02,12780
2016-03-03,12244
2016-03-04,12244
2016-03-05,12244
2016-03-06,12244
2016-03-07,12244
2016-03-08,12244
2016-03-09,12244
2016-03-10,12244
2016-03-11,12244
2016-03-12,12244
2016-03-13,12244
2016-03-14,12244
2016-03-15,12244
2016-03-16,12244
2016-03-17,12244
2016-03-18,11983
2016-03-19,11983
2016-03-20,11983
2016-03-21,11983
2016-03-22,11983
2016-03-23,11983
2016-03-24,11983
2016-03-25,11983
2016-03-26,11983
2016-03-27,11983
2016-03-28,11983
2016-03-29,11983
2016-03-30,11983
2016-03-31,11387
2016-04-01,11387
2016-04-02,11387
2016-04-03,11387
2016-04-04,11387
2016-04-05,11387
2016-04-06,11387
2016-04-07,11387
2016-04-08,11387
2016-04-09,11387
2016-04-10,11387
2016-04-11,11387
2016-04-12,11387
2016-04-13,11387
2016-04-14,11387
2016-04-15,10858
2016-04-16,10858
2016-04-17,10858
2016-04-18,10858
2016-04-19,10858
2016-04-20,10858
2016-04-21,10858
2016-04-22,10858
2016-04-23,10858
2016-04-24,10858
2016-04-25,10858
2016-04-26,10858
2016-04-27,10858
2016-04-28,10391
2016-04-29,10391
2016-04-30,10391
2016-05-01,10391
2016-05-02,10391
2016-05-03,10391
2016-05-04,10391
2016-05-05,10391
2016-05-06,10391
2016-05-07,10391
2016-05-08,10391
2016-05-09,10391
2016-05-10,10391
2016-05-11,10391
2016-05-12,10391
2016-05-13,10254
2016-05-14,10254
2016-05-15,10254
2016-05-16,10254
2016-05-17,10254
2016-05-18,10254
2016-05-19,10254
2016-05-20,10254
2016-05-21,10254
2016-05-22,10254
2016-05-23,10254
2016-05-24,10254
2016-05-25,10254
2016-05-26,10254
2016-05-27,10254
2016-05-28,10110
2016-05-29,10110
2016-05-30,10110
2016-05-31,10110
2016-06-01,10110
2016-06-02,10110
2016-06-03,10110
2016-06-04,10110
2016-06-05,10110
2016-06-06,10110
2016-06-07,10110
2016-06-08,10110
2016-06-09,10110
2016-06-10,9869
2016-06-11,9869
2016-06-12,9869
2016-06-13,9869
2016-06-14,9869
2016-06-15,9869
2016-06-16,9869
2016-06-17,9869
2016-06-18,9869
2016-06-19,9869
2016-06-20,9869
2016-06-21,9869
2016-06-22,9869
2016-06-23,9869
2016-06-24,9383
2016-06-25,9383
2016-06-26,9383
2016-06-27,9383
2016-06-28,9383
2016-06-29,9383
2016-06-30,9383
2016-07-01,9383
2016-07-02,9383
2016-07-03,9383
2016-07-04,9383
2016-07-05,9383
2016-07-06,9383
2016-07-07,9383
2016-07-08,8952
2016-07-09,8952
2016-07-10,8952
2016-07-11,8952
2016-07-12,8952
2016-07-13,8952
2016-07-14,8952
2016-07-15,8952
2016-07-16,8952
2016-07-17,8952
2016-07-18,8952
2016-07-19,8952
2016-07-20,8952
2016-07-21,8952
2016-07-22,8952
2016-07-23,8952
2016-07-24,8649
2016-07-25,8649
2016-07-26,8649
2016-07-27,8649
2016-07-28,8649
2016-07-29,8649
2016-07-30,8649
2016-07-31,8649
2016-08-01,8649
2016-08-02,8649
2016-08-03,8649
2016-08-04,8649
2016-08-05,8649
2016-08-06,8649
2016-08-07,8649
2016-08-08,8649
2016-08-09,8649
2016-08-10,8649
2016-08-11,8219
2016-08-12,8219
2016-08-13,8219
2016-08-14,8219
2016-08-15,8219
2016-08-16,8219
2016-08-17,8219
2016-08-18,8219
2016-08-19,8219
2016-08-20,8219
2016-08-21,8219
2016-08-22,8219
2016-08-23,8219
2016-08-24,8219
2016-08-25,8219
2016-08-26,7953
2016-08-27,7953
2016-08-28,7953
2016-08-29,7953
2016-08-30,7953
2016-08-31,7953
2016-09-01,7953
2016-09-02,7953
2016-09-03,7953
2016-09-04,7953
2016-09-05,7953
2016-09-06,7953
2016-09-07,7953
2016-09-08,7953
2016-09-09,7953
2016-09-10,7806
2016-09-11,7806
2016-09-12,7806
2016-09-13,7806
2016-09-14,7806
2016-09-15,7806
2016-09-16,7806
2016-09-17,7806
2016-09-18,7806
2016-09-19,7806
2016-09-20,7806
2016-09-21,7806
2016-09-22,7806
2016-09-23,7806
2016-09-24,7806
2016-09-25,7806
2016-09-26,7806
2016-09-27,7806
2016-09-28,7690
2016-09-29,7690
2016-09-30,7690
2016-10-01,7690
2016-10-02,7690
2016-10-03,7690
2016-10-04,7690
2016-10-05,7690
2016-10-06,7690
2016-10-07,7690
2016-10-08,7690
2016-10-09,7690
2016-10-10,7690
2016-10-11,7690
2016-10-12,7690
2016-10-13,7690
2016-10-14,7690
2016-10-15,7690
2016-10-16,7366
2016-10-17,7366
2016-10-18,7366
2016-10-19,7366
2016-10-20,7366
2016-10-21,7366
2016-10-22,7366
2016-10-23,7366
2016-10-24,7366
2016-10-25,7366
2016-10-26,7366
2016-10-27,7366
2016-10-28,7366
2016-10-29,7366
2016-10-30,7366
2016-10-31,7366
2016-11-01,7366
2016-11-02,7366
2016-11-03,7047
2016-11-04,7047
2016-11-05,7047
2016-11-06,7047
2016-11-07,7047
2016-11-08,7047
2016-11-09,7047
2016-11-10,7047
2016-11-11,7047
2016-11-12,7047
2016-11-13,7047
2016-11-14,7047
2016-11-15,7047
2016-11-16,7047
2016-11-17,7047
2016-11-18,7047
2016-11-19,7047
2016-11-20,6787
2016-11-21,6787
2016-11-22,6787
2016-11-23,6787
2016-11-24,6787
2016-11-25,6787
2016-11-26,6787
2016-11-27,6787
2016-11-28,6787
2016-11-29,6787
2016-11-30,6787
2016-12-01,6787
2016-12-02,6787
2016-12-03,6787
2016-12-04,6787
2016-12-05,6787
2016-12-06,6787
2016-12-07,6787
2016-12-08,6804
2016-12-09,6804
2016-12-10,6804
2016-12-11,6804
2016-12-12,6804
2016-12-13,6804
2016-12-14,6804
2016-12-15,6804
2016-12-16,6804
2016-12-17,6804
2016-12-18,6804
2016-12-19,6804
2016-12-20,6804
2016-12-21,6804
2016-12-22,6804
2016-12-23,6804
2016-12-24,6804
2016-12-25,6804
2016-12-26,6804
2016-12-27,6733
2016-12-28,6733
2016-12-29,6733
2016-12-30,6733
2016-12-31,6733
2017-01-01,6733
2017-01-02,6733
2017-01-03,6733
2017-01-04,6733
2017-01-05,6733
2017-01-06,6733
2017-01-07,6733
2017-01-08,6733
2017-01-09,6733
2017-01-10,6733
2017-01-11,6450
2017-01-12,6450
2017-01-13,6450
2017-01-14,6450
2017-01-15,6450
2017-01-16,6450
2017-01-17,6450
2017-01-18,6450
2017-01-19,6450
2017-01-20,6450
2017-01-21,6450
2017-01-22,6450
2017-01-23,6450
2017-01-24,6450
2017-01-25,6450
2017-01-26,6450
2017-01-27,6462
2017-01-28,6462
2017-01-29,6462
2017-01-30,6462
2017-01-31,6462
2017-02-01,6462
2017-02-02,6462
2017-02-03,6462
2017-02-04,6462
2017-02-05,6462
2017-02-06,6462
2017-02-07,6462
2017-02-08,6462
2017-02-09,6462
2017-02-10,6467
2017-02-11,6467
2017-02-12,6467
2017-02-13,6467
2017-02-14,6467
2017-02-15,6467
2017-02-16,6467
2017-02-17,6467
2017-02-18,6467
2017-02-19,6467
2017-02-20,6467
2017-02-21,6467
2017-02-22,6467
2017-02-23,6467
2017-02-24,6467
2017-02-25,6467
2017-02-26,6360
2017-02-27,6360
2017-02-28,6360
2017-03-01,6360
2017-03-02,6360
2017-03-03,6360
2017-03-04,6360
2017-03-05,6360
2017-03-06,6360
2017-03-07,6360
2017-03-08,6360
2017-03-09,6360
2017-03-10,6360
2017-03-11,6360
2017-03-12,6360
2017-03-13,6047
2017-03-14,6047
2017-03-15,6047
2017-03-16,6047
2017-03-17,6047
2017-03-18,6047
2017-03-19,6047
2017-03-20,6047
2017-03-21,6047
2017-03-22,6047
2017-03-23,6047
2017-03-24,6047
2017-03-25,6047
2017-03-26,6047
2017-03-27,5813
2017-03-28,5813
2017-03-29,5813
2017-03-30,5813
2017-03-31,5813
2017-04-01,5813
2017-04-02,5813
2017-04-03,5813
2017-04-04,5813
2017-04-05,5813
2017-04-06,5813
2017-04-07,5813
2017-04-08,5813
2017-04-09,5813
2017-04-10,5790
2017-04-11,5790
2017-04-12,5790
2017-04-13,5790
2017-04-14,5790
2017-04-15,5790
2017-04-16,5790
2017-04-17,5790
2017-04-18,5790
2017-04-19,5790
2017-04-20,5790
2017-04-21,5790
2017-04-22,5790
2017-04-23,5790
2017-04-24,5730
2017-04-25,5730
2017-04-26,5730
2017-04-27,5730
2017-04-28,5730
2017-04-29,5730
2017-04-30,5730
2017-05-01,5730
2017-05-02,5730
2017-05-03,5730
2017-05-04,5730
2017-05-05,5730
2017-05-06,5730
2017-05-07,5730
2017-05-08,5477
2017-05-09,5477
2017-05-10,5477
2017-05-11,5477
2017-05-12,5477
2017-05-13,5477
2017-05-14,5477
2017-05-15,5477
2017-05-16,5477
2017-05-17,5477
2017-05-18,5477
2017-05-19,5477
2017-05-20,5477
2017-05-21,5477
2017-05-22,5477
2017-05-23,5582
2017-05-24,5582
2017-05-25,5582
2017-05-26,5582
2017-05-27,5582
2017-05-28,5582
2017-05-29,5582
2017-05-30,5582
2017-05-31,5582
2017-06-01,5582
2017-06-02,5582
2017-06-03,5582
2017-06-04,5582
2017-06-05,5582
2017-06-06,5306
2017-06-07,5306
2017-06-08,5306
2017-06-09,5306
2017-06-10,5306
2017-06-11,5306
2017-06-12,5199
2017-06-13,5199
2017-06-14,5199
2017-06-15,5199
2017-06-16,5199
2017-06-17,5199
2017-06-18,5199
2017-06-19,5199
2017-06-20,5199
2017-06-21,5199
2017-06-22,5199
2017-06-23,5199
2017-06-24,5199
2017-06-25,5199
2017-06-26,5124
2017-06-27,5124
2017-06-28,5124
2017-06-29,5124
2017-06-30,5124
2017-07-01,5124
2017-07-02,5124
2017-07-03,5124
2017-07-04,5124
2017-07-05,5124
2017-07-06,5124
2017-07-07,5124
2017-07-08,5124
2017-07-09,5124
2017-07-10,5124
2017-07-11,5124
2017-07-12,5124
2017-07-13,5083
2017-07-14,5083
2017-07-15,5083
2017-07-16,5083
2017-07-17,5083
2017-07-18,5083
2017-07-19,5083
2017-07-20,5083
2017-07-21,5083
2017-07-22,5083
2017-07-23,5083
2017-07-24,5083
2017-07-25,5083
2017-07-26,5083
2017-07-27,5058
2017-07-28,5058
2017-07-29,5058
2017-07-30,5058
2017-07-31,5058
2017-08-01,5058
2017-08-02,5058
2017-08-03,5058
2017-08-04,5058
2017-08-05,5058
2017-08-06,5058
2017-08-07,5058
2017-08-08,5058
2017-08-09,5058
2017-08-10,5058
2017-08-11,5080
2017-08-12,5080
2017-08-13,5080
2017-08-14,5080
2017-08-15,5080
2017-08-16,5080
2017-08-17,5080
2017-08-18,5080
2017-08-19,5080
2017-08-20,5080
2017-08-21,5080
2017-08-22,5080
2017-08-23,5080
2017-08-24,5080
2017-08-25,5080
2017-08-26,5080
2017-08-27,5071
2017-08-28,5071
2017-08-29,5071
2017-08-30,5071
2017-08-31,5071
2017-09-01,5071
2017-09-02,5071
2017-09-03,5071
2017-09-04,5071
2017-09-05,5071
2017-09-06,5071
2017-09-07,5071
2017-09-08,5071
2017-09-09,5071
2017-09-10,4966
2017-09-11,4966
2017-09-12,4966
2017-09-13,4966
2017-09-14,4966
2017-09-15,4966
2017-09-16,4966
2017-09-17,4966
2017-09-18,4966
2017-09-19,4966
2017-09-20,4966
2017-09-21,4966
2017-09-22,4966
2017-09-23,4966
2017-09-24,4966
2017-09-25,5007
2017-09-26,5007
2017-09-27,5007
2017-09-28,5007
2017-09-29,5007
2017-09-30,5007
2017-10-01,5007
2017-10-02,5007
2017-10-03,5007
2017-10-04,5007
2017-10-05,5007
2017-10-06,5007
2017-10-07,5007
2017-10-08,5007
2017-10-09,5007
2017-10-10,5007
2017-10-11,5007
2017-10-12,5023
2017-10-13,5023
2017-10-14,5023
2017-10-15,5023
2017-10-16,5023
2017-10-17,5023
2017-10-18,5023
2017-10-19,5023
2017-10-20,5023
2017-10-21,5023
2017-10-22,5023
2017-10-23,5023
2017-10-24,5023
2017-10-25,5023
2017-10-26,5023
2017-10-27,5023
2017-10-28,5023
2017-10-29,5046
2017-10-30,5046
2017-10-31,5046
2017-11-01,5046
2017-11-02,5046
2017-11-03,5046
2017-11-04,5046
2017-11-05,5046
2017-11-06,5046
2017-11-07,5046
2017-11-08,5046
2017-11-09,5046
2017-11-10,5046
2017-11-11,5046
2017-11-12,5046
2017-11-13,5046
2017-11-14,5046
2017-11-15,5046
2017-11-16,5046
2017-11-17,5108
2017-11-18,5108
2017-11-19,5108
2017-11-20,5108
2017-11-21,5108
2017-11-22,5108
2017-11-23,5108
2017-11-24,5108
2017-11-25,5108
2017-11-26,5108
2017-11-27,5108
2017-11-28,5108
2017-11-29,5108
2017-11-30,5108
2017-12-01,5108
2017-12-02,5011
2017-12-03,5011
2017-12-04,5011
2017-12-05,5011
2017-12-06,5011
2017-12-07,5011
2017-12-08,5011
2017-12-09,5011
2017-12-10,5011
2017-12-11,5011
2017-12-12,5011
2017-12-13,5011
2017-12-14,5011
2017-12-15,4880
2017-12-16,4880
2017-12-17,4880
2017-12-18,4880
2017-12-19,4880
2017-12-20,4880
2017-12-21,4880
2017-12-22,4880
2017-12-23,4880
2017-12-24,4880
2017-12-25,4880
2017-12-26,4880
2017-12-27,4880
2017-12-28,4880
2017-12-29,4880
2017-12-30,4701
2017-12-31,4701
2018-01-01,4701
2018-01-02,4701
2018-01-03,4701
2018-01-04,4701
2018-01-05,4701
2018-01-06,4701
2018-01-07,4701
2018-01-08,4701
2018-01-09,4701
2018-01-10,4701
2018-01-11,4701
2018-01-12,4701
2018-01-13,4701
2018-01-14,4794
2018-01-15,4794
2018-01-16,4794
2018-01-17,4794
2018-01-18,4794
2018-01-19,4794
2018-01-20,4794
2018-01-21,4794
2018-01-22,4794
2018-01-23,4794
2018-01-24,4787
2018-01-25,4787
2018-01-26,4787
2018-01-27,4787
2018-01-28,4787
2018-01-29,4787
2018-01-30,4787
2018-02-01,4895
2018-02-02,4895
2018-02-03,4895
2018-02-04,4895
2018-02-05,4895
2018-02-06,4895
2018-02-07,4895
2018-02-08,4931
2018-02-09,4931
2018-02-10,4931
2018-02-11,4931
2018-02-12,4931
2018-02-13,4931
2018-02-14,4976
2018-02-15,4976
2018-02-16,4976
2018-02-17,4976
2018-02-18,4976
2018-02-19,4976
2018-02-20,5042
2018-02-21,5042
2018-02-22,5042
2018-02-23,5042
2018-02-24,5042
2018-02-25,5042
2018-02-26,5042
2018-02-27,5042
2018-02-28,5042
2018-03-01,5127
2018-03-02,5127
2018-03-03,5127
2018-03-04,5127
2018-03-05,5127
2018-03-06,5127
2018-03-07,5127
2018-03-08,4988
2018-03-09,4988
2018-03-10,4988
2018-03-11,4988
2018-03-12,4988
2018-03-13,4988
2018-03-14,4988
2018-03-15,4988
2018-03-16,4988
2018-03-17,4831
2018-03-18,4831
2018-03-19,4831
2018-03-20,4831
2018-03-21,4831
2018-03-23,4831
2018-03-24,4831
2018-03-26,4751
2018-03-27,4751
2018-03-28,4751
2018-03-29,4751
2018-03-30,4751
2018-03-31,4751
2018-04-01,4751
2018-04-02,4751
2018-04-03,4579
2018-04-04,4579
2018-04-05,4579
2018-04-06,4579
2018-04-08,4579
2018-04-09,4579
2018-04-10,4579
2018-04-11,4579
2018-04-12,4687
2018-04-13,4687
2018-04-14,4687
2018-04-16,4687
2018-04-17,4687
2018-04-18,4687
2018-04-19,4687
2018-04-20,4687
2018-04-21,4771
2018-04-22,4771
2018-04-23,4771
2018-04-24,4771
2018-04-25,4771
2018-04-26,4771
2018-04-27,4771
2018-04-28,4771
2018-04-29,4771
2018-04-30,4692
2018-05-01,4692
2018-05-02,4692
2018-05-03,4692
2018-05-04,4692
2018-05-05,4692
2018-05-06,4692
2018-05-07,4692
2018-05-08,4774
2018-05-09,4774
2018-05-10,4774
2018-05-11,4774
2018-05-12,4774
2018-05-13,4774
2018-05-14,4774
2018-05-15,4774
2018-05-16,4774
2018-05-17,4769
2018-05-18,4769
2018-05-19,4769
2018-05-20,4769
2018-05-21,4769
2018-05-22,4769
2018-05-23,4769
2018-05-24,4769
2018-05-25,4759
2018-05-26,4759
2018-05-27,4759
2018-05-28,4759
2018-05-29,4759
2018-05-30,4759
2018-05-31,4759
2018-06-01,4759
2018-06-02,4728
2018-06-03,4728
2018-06-04,4728
2018-06-05,4728
2018-06-06,4728
2018-06-07,4728
2018-06-08,4728
2018-06-09,4728
2018-06-10,4728
2018-06-11,4728
2018-06-12,4746
2018-06-13,4746
2018-06-14,4746
2018-06-15,4746
2018-06-16,4746
2018-06-17,4746
2018-06-18,4746
2018-06-19,4746
2018-06-20,4746
2018-06-21,4746
2018-06-22,4872
2018-06-23,4872
2018-06-24,4872
2018-06-25,4872
2018-06-26,4872
2018-06-27,4872
2018-06-28,4872
2018-06-29,4872
2018-06-30,4872
2018-07-01,4872
2018-07-02,5088
2018-07-03,5088
2018-07-04,5088
2018-07-05,5088
2018-07-06,5088
2018-07-07,5088
2018-07-08,5088
2018-07-09,5088
2018-07-10,5088
2018-07-11,5300
2018-07-12,5300
2018-07-13,5300
2018-07-14,5300
2018-07-15,5300
2018-07-16,5300
2018-07-17,5300
2018-07-18,5300
2018-07-19,5384
2018-07-20,5384
2018-07-21,5384
2018-07-22,5384
2018-07-23,5384
2018-07-24,5384
2018-07-25,5384
2018-07-26,5177
2018-07-27,5177
2018-07-28,5177
2018-07-29,5177
2018-07-30,5177
2018-07-31,5177
2018-08-01,5177
2018-08-02,5158
2018-08-03,5158
2018-08-04,5158
2018-08-05,5158
2018-08-06,5158
2018-08-07,5158
2018-08-08,5158
2018-08-09,5133
2018-08-10,5133
2018-08-11,5133
2018-08-12,5133
2018-08-14,5133
2018-08-16,5240
2018-08-17,5240
2018-08-18,5240
2018-08-19,5240
2018-08-20,5240
2018-08-21,5240
2018-08-22,5165
2018-08-23,5165
2018-08-24,5165
2018-08-25,5165
2018-08-26,5165
2018-08-27,5165
2018-08-28,4984
2018-08-29,4984
2018-08-30,4984
2018-08-31,4984
2018-09-01,4984
2018-09-02,4984
2018-09-03,4984
2018-09-04,4850
2018-09-05,4850
2018-09-06,4850
2018-09-07,4850
2018-09-08,4850
2018-09-09,4850
2018-09-10,4686
2018-09-11,4686
2018-09-12,4686
2018-09-13,4686
2018-09-14,4686
2018-09-15,4686
2018-09-16,4686
2018-09-17,4536
2018-09-18,4536
2018-09-19,4536
2018-09-20,4536
2018-09-21,4536
2018-09-22,4536
2018-09-23,4536
2018-09-24,4589
2018-09-25,4589
2018-09-26,4589
2018-09-27,4589
2018-09-28,4589
2018-09-29,4589
2018-09-30,4589
2018-10-02,4576
2018-10-03,4576
2018-10-04,4576
2018-10-05,4576
2018-10-06,4576
2018-10-07,4576
2018-10-08,4576
2018-10-09,4705
2018-10-10,4705
2018-10-11,4705
2018-10-12,4705
2018-10-13,4705
2018-10-14,4705
2018-10-15,4705
2018-10-16,4705
2018-10-17,4935
2018-10-18,4935
2018-10-19,4935
2018-10-20,4935
2018-10-21,4935
2018-10-22,4935
2018-10-23,4935
2018-10-24,4935
2018-10-25,4804
2018-10-26,4804
2018-10-27,4804
2018-10-28,4804
2018-10-29,4804
2018-10-30,4804
2018-10-31,4804
2018-11-01,4601
2018-11-03,4601
2018-11-04,4601
2018-11-05,4601
2018-11-06,4601
2018-11-07,4464
2018-11-08,4464
2018-11-09,4464
2018-11-10,4464
2018-11-11,4464
2018-11-12,4622
2018-11-13,4622
2018-11-14,4622
2018-11-15,4622
2018-11-16,4622
2018-11-17,4791
2018-11-18,4791
2018-11-19,4791
2018-11-20,4791
2018-11-21,4791
2018-11-22,4671
2018-11-23,4671
2018-11-24,4671
2018-11-25,4671
2018-11-26,4730
2018-11-27,4730
2018-11-28,4730
2018-11-29,4730
2018-12-01,4900
2018-12-02,4900
2018-12-03,4900
2018-12-04,4900
2018-12-05,5070
2018-12-07,5070
2018-12-09,5070
2018-12-10,4980
2018-12-11,4980
2018-12-12,4980
2018-12-13,4980
2018-12-14,4980
2018-12-15,4980
2018-12-16,4847
2018-12-17,4847
2018-12-18,4847
2018-12-19,4847
2018-12-20,4847
2018-12-21,4847
2018-12-22,4881
2018-12-23,4881
2018-12-24,4881
2018-12-25,4881
2018-12-26,4881
2018-12-27,4811
2018-12-28,4811
2018-12-29,4811
2018-12-30,4811
2018-12-31,4811
2019-01-01,4811
2019-01-02,4894
