date_obj,Iron%20full%20helm%20(g) price
2015-11-29,265038
2015-11-30,262588
2015-12-01,262588
2015-12-02,257537
2015-12-03,256375
2015-12-04,256375
2015-12-05,254476
2015-12-06,256665
2015-12-07,256665
2015-12-08,260120
2015-12-10,258509
2015-12-11,258716
2015-12-12,258716
2015-12-13,255335
2015-12-14,255335
2015-12-15,257425
2015-12-16,261073
2015-12-17,261073
2015-12-18,262586
2015-12-19,262586
2015-12-20,262039
2015-12-21,262039
2015-12-22,266130
2015-12-23,266321
2015-12-24,266321
2015-12-25,263176
2015-12-26,263176
2015-12-27,259889
2015-12-28,259889
2015-12-29,256365
2015-12-30,255368
2015-12-31,255368
2016-01-01,252635
2016-01-02,250253
2016-01-03,248463
2016-01-04,247257
2016-01-05,247257
2016-01-06,246742
2016-01-07,246742
2016-01-08,246813
2016-01-09,246813
2016-01-10,247657
2016-01-11,247657
2016-01-12,245217
2016-01-13,245217
2016-01-14,241933
2016-01-15,241933
2016-01-16,241436
2016-01-17,241436
2016-01-18,240154
2016-01-19,240154
2016-01-20,238325
2016-01-21,238325
2016-01-22,237367
2016-01-23,235289
2016-01-24,231447
2016-01-25,232638
2016-01-26,232638
2016-01-27,231830
2016-01-28,231830
2016-01-29,227783
2016-01-30,227783
2016-01-31,226689
2016-02-01,225445
2016-02-02,225445
2016-02-03,224147
2016-02-04,224147
2016-02-05,221764
2016-02-06,223847
2016-02-07,223847
2016-02-08,223805
2016-02-09,223805
2016-02-10,221400
2016-02-11,221400
2016-02-12,222475
2016-02-13,224311
2016-02-14,224311
2016-02-15,226186
2016-02-16,231986
2016-02-17,231205
2016-02-18,231205
2016-02-19,230973
2016-02-20,230973
2016-02-21,230980
2016-02-22,230980
2016-02-23,233377
2016-02-24,233377
2016-02-25,236747
2016-02-26,236747
2016-02-27,235741
2016-02-28,237686
2016-02-29,235550
2016-03-01,240952
2016-03-02,240952
2016-03-03,243248
2016-03-04,243248
2016-03-05,246556
2016-03-06,245147
2016-03-07,245147
2016-03-08,243113
2016-03-09,244742
2016-03-10,245500
2016-03-11,245500
2016-03-12,246889
2016-03-13,246889
2016-03-14,246035
2016-03-15,246793
2016-03-16,247145
2016-03-17,247145
2016-03-18,247628
2016-03-19,249001
2016-03-20,253054
2016-03-21,253054
2016-03-22,259206
2016-03-23,256076
2016-03-24,256076
2016-03-25,253405
2016-03-26,249114
2016-03-27,246281
2016-03-28,249012
2016-03-29,253274
2016-03-30,253274
2016-03-31,255855
2016-04-01,255855
2016-04-02,258060
2016-04-03,257273
2016-04-04,262050
2016-04-05,266543
2016-04-06,261201
2016-04-07,261201
2016-04-08,257189
2016-04-09,259531
2016-04-10,256355
2016-04-11,256355
2016-04-12,252953
2016-04-13,252953
2016-04-14,252804
2016-04-15,257194
2016-04-16,257194
2016-04-17,257943
2016-04-18,253323
2016-04-19,257073
2016-04-20,257845
2016-04-21,257845
2016-04-22,262940
2016-04-23,260598
2016-04-24,258915
2016-04-25,258391
2016-04-26,258391
2016-04-27,259360
2016-04-28,257189
2016-04-29,257189
2016-04-30,255256
2016-05-01,248780
2016-05-02,251100
2016-05-03,249367
2016-05-04,249367
2016-05-05,250619
2016-05-06,250619
2016-05-07,248544
2016-05-08,248544
2016-05-09,243981
2016-05-10,239397
2016-05-11,239397
2016-05-12,237510
2016-05-13,239950
2016-05-14,243611
2016-05-15,243249
2016-05-16,243249
2016-05-17,245332
2016-05-18,245302
2016-05-19,245302
2016-05-22,244556
2016-05-23,247272
2016-05-24,248900
2016-05-25,248900
2016-05-26,249332
2016-05-27,252689
2016-05-28,252689
2016-05-29,252232
2016-05-30,252232
2016-05-31,250422
2016-06-01,248562
2016-06-02,247836
2016-06-03,247123
2016-06-04,247516
2016-06-05,247516
2016-06-06,251467
2016-06-07,251467
2016-06-08,249460
2016-06-09,249630
2016-06-10,251725
2016-06-11,251725
2016-06-12,255037
2016-06-13,255037
2016-06-14,261651
2016-06-15,265287
2016-06-16,265287
2016-06-17,264817
2016-06-18,264817
2016-06-19,269420
2016-06-20,272190
2016-06-21,275423
2016-06-22,281094
2016-06-23,275851
2016-06-24,275851
2016-06-25,272055
2016-06-26,272055
2016-06-27,267678
2016-06-28,264956
2016-06-29,267758
2016-06-30,263527
2016-07-01,258218
2016-07-02,258218
2016-07-03,253400
2016-07-04,253697
2016-07-05,253697
2016-07-06,248577
2016-07-07,236977
2016-07-08,225681
2016-07-09,214396
2016-07-10,203676
2016-07-11,193492
2016-07-12,184625
2016-07-13,177773
2016-07-14,168884
2016-07-15,160439
2016-07-16,152951
2016-07-17,145578
2016-07-18,140817
2016-07-23,129417
2016-07-24,126596
2016-07-25,127316
2016-07-26,124450
2016-07-27,122634
2016-07-28,120834
2016-07-29,117806
2016-07-30,114445
2016-07-31,114132
2016-08-01,110719
2016-08-02,110788
2016-08-03,110061
2016-08-04,111544
2016-08-05,111544
2016-08-06,113591
2016-08-07,113290
2016-08-08,113290
2016-08-09,115090
2016-08-10,116338
2016-08-11,116975
2016-08-12,118064
2016-08-13,117331
2016-08-14,118000
2016-08-15,117187
2016-08-16,117292
2016-08-17,118940
2016-08-18,118940
2016-08-19,120420
2016-08-20,122394
2016-08-21,122394
2016-08-22,125608
2016-08-23,128977
2016-08-24,130285
2016-08-25,132115
2016-08-26,132115
2016-08-28,136579
2016-08-31,138181
2016-09-01,138406
2016-09-02,138406
2016-09-03,139286
2016-09-04,139188
2016-09-05,139400
2016-09-06,139064
2016-09-07,138356
2016-09-08,138356
2016-09-09,141517
2016-09-10,141991
2016-09-11,141991
2016-09-12,144354
2016-09-13,147804
2016-09-14,147804
2016-09-15,152902
2016-09-16,152902
2016-09-17,156267
2016-09-18,155555
2016-09-19,156446
2016-09-20,156446
2016-09-21,157737
2016-09-22,159104
2016-09-23,158256
2016-09-24,158256
2016-09-25,154531
2016-09-26,154531
2016-09-27,152883
2016-09-28,151418
2016-09-29,151418
2016-09-30,150536
2016-10-01,150232
2016-10-02,150232
2016-10-03,150419
2016-10-04,152691
2016-10-05,157235
2016-10-06,164491
2016-10-07,168991
2016-10-08,171600
2016-10-09,171600
2016-10-10,171976
2016-10-11,173163
2016-10-12,173163
2016-10-13,175897
2016-10-14,176970
2016-10-15,181736
2016-10-16,181736
2016-10-17,185549
2016-10-18,185549
2016-10-19,184777
2016-10-20,184777
2016-10-21,183405
2016-10-22,183405
2016-10-23,182816
2016-10-24,182072
2016-10-25,182072
2016-10-26,183379
2016-10-27,183379
2016-10-28,185735
2016-10-29,185200
2016-10-30,183885
2016-10-31,184836
2016-11-01,184836
2016-11-02,180147
2016-11-03,180147
2016-11-04,179896
2016-11-05,179896
2016-11-06,176101
2016-11-07,170866
2016-11-08,165895
2016-11-09,161454
2016-11-10,160009
2016-11-11,159343
2016-11-12,157581
2016-11-13,157581
2016-11-14,155055
2016-12-07,138620
2016-12-08,138177
2016-12-09,141532
2016-12-10,141532
2016-12-11,143524
2016-12-12,145188
2016-12-13,148259
2016-12-14,148071
2016-12-15,148071
2016-12-16,150600
2016-12-17,151880
2016-12-18,151880
2016-12-19,153313
2016-12-20,154523
2016-12-21,156987
2016-12-22,156479
2016-12-23,159905
2016-12-24,159905
2016-12-25,162862
2016-12-26,164907
2016-12-27,168324
2016-12-28,167817
2016-12-29,169837
2016-12-30,170546
2016-12-31,170827
2017-01-01,170598
2017-01-02,167532
2017-01-03,167532
2017-01-04,167123
2017-01-05,164648
2017-01-06,161584
2017-01-07,161879
2017-01-08,160446
2017-01-09,158809
2017-01-10,157859
2017-01-11,160928
2017-01-12,155361
2017-01-13,150280
2017-01-14,150112
2017-01-15,147467
2017-01-16,146008
2017-01-17,146151
2017-01-18,146365
2017-01-19,145810
2017-01-20,140369
2017-01-21,135714
2017-01-22,132147
2017-01-23,133135
2017-01-27,145988
2017-01-28,146632
2017-01-29,145551
2017-01-30,145551
2017-01-31,147668
2017-02-01,151072
2017-02-02,147698
2017-02-03,146681
2017-02-04,146201
2017-02-05,146346
2017-02-06,142217
2017-02-07,143617
2017-02-08,143757
2017-02-09,143757
2017-02-10,144657
2017-02-11,144440
2017-02-12,145501
2017-02-13,144704
2017-02-14,148525
2017-02-15,150254
2017-02-16,146659
2017-02-18,148963
2017-02-19,151736
2017-02-20,152097
2017-02-21,152853
2017-02-22,155361
2017-02-23,157295
2017-02-24,157356
2017-02-25,155508
2017-02-26,156306
2017-02-27,160876
2017-02-28,162944
2017-03-01,165869
2017-03-02,171664
2017-03-03,174013
2017-03-04,175345
2017-03-05,174774
2017-03-06,176961
2017-03-07,177624
2017-03-08,174844
2017-03-09,174844
2017-03-10,177048
2017-03-11,176112
2017-03-12,179086
2017-03-13,181851
2017-03-14,181639
2017-03-15,183562
2017-03-16,179250
2017-03-17,177169
2017-03-18,180450
2017-03-19,181215
2017-03-20,183155
2017-03-21,182691
2017-03-22,183034
2017-03-23,181562
2017-03-24,178010
2017-03-25,178010
2017-03-26,174864
2017-03-27,174810
2017-03-28,175010
2017-03-29,177721
2017-03-30,179225
2017-03-31,183121
2017-04-01,186691
2017-04-02,190186
2017-04-03,194535
2017-04-04,199653
2017-04-12,215444
2017-04-13,217322
2017-04-14,222436
2017-04-15,221663
2017-04-16,221791
2017-04-17,224532
2017-04-18,223286
2017-04-19,221884
2017-04-20,216261
2017-04-21,217553
2017-04-22,221045
2017-04-23,217957
2017-04-24,216266
2017-04-25,216867
2017-04-26,216867
2017-04-27,212450
2017-04-28,208350
2017-04-29,208698
2017-04-30,211163
2017-05-01,211163
2017-05-02,210371
2017-05-03,217497
2017-05-04,222884
2017-05-05,224631
2017-05-06,226480
2017-05-07,228393
2017-05-08,227402
2017-05-09,230960
2017-05-10,232791
2017-05-11,229657
2017-05-12,227367
2017-05-13,224545
2017-05-14,223112
2017-05-15,226270
2017-05-16,223371
2017-05-17,223371
2017-05-18,227231
2017-05-19,227231
2017-05-20,227694
2017-05-21,227694
2017-05-22,218542
2017-05-23,213648
2017-05-24,214454
2017-05-25,214464
2017-05-26,213982
2017-05-27,213279
2017-05-28,210546
2017-05-29,209863
2017-05-30,205869
2017-05-31,205442
2017-06-01,207926
2017-06-02,211863
2017-06-03,212741
2017-06-04,211918
2017-06-06,212065
2017-06-07,211861
2017-06-08,211861
2017-06-09,210017
2017-06-10,204120
2017-06-11,198570
2017-06-12,195646
2017-06-13,197743
2017-06-14,201688
2017-06-15,202126
2017-06-16,203993
2017-06-17,207335
2017-06-18,211335
2017-06-19,211335
2017-06-20,208441
2017-06-21,203721
2017-06-22,203721
2017-06-23,202056
2017-06-24,200781
2017-06-25,201947
2017-06-26,200692
2017-06-27,203898
2017-06-28,204626
2017-06-29,206866
2017-06-30,210142
2017-07-01,210142
2017-07-02,213958
2017-07-03,209995
2017-07-04,207230
2017-07-05,207230
2017-07-06,208615
2017-07-07,208615
2017-07-08,208604
2017-07-13,205861
2017-07-14,202960
2017-07-15,202960
2017-07-16,205596
2017-07-17,208821
2017-07-18,209769
2017-07-19,211360
2017-07-20,214366
2017-07-21,213180
2017-07-22,211545
2017-07-23,211507
2017-07-24,211507
2017-07-25,208411
2017-07-26,204240
2017-07-27,202320
2017-07-28,202783
2017-07-29,197013
2017-07-30,198793
2017-07-31,198793
2017-08-01,198788
2017-08-02,198426
2017-08-03,199703
2017-08-04,197663
2017-08-05,201871
2017-08-06,201871
2017-08-09,203288
2017-08-10,200885
2017-08-11,203351
2017-08-12,203453
2017-08-13,199827
2017-08-14,198782
2017-08-15,198694
2017-08-16,199608
2017-08-17,201889
2017-08-18,201889
2017-08-19,200015
2017-08-20,204257
2017-08-21,205477
2017-08-22,202242
2017-08-23,202985
2017-08-24,202985
2017-08-25,204229
2017-08-26,199043
2017-08-27,197091
2017-08-28,198491
2017-08-29,198491
2017-08-30,197009
2017-08-31,197009
2017-09-01,194968
2017-09-02,193207
2017-09-03,193207
2017-09-04,194373
2017-09-05,195138
2017-09-06,196668
2017-09-07,200003
2017-09-08,200003
2017-09-09,202653
2017-09-10,205350
2017-09-11,205306
2017-09-12,205306
2017-09-13,200867
2017-09-14,204479
2017-09-15,204479
2017-09-16,206709
2017-09-17,208641
2017-09-19,209192
2017-09-20,209537
2017-09-21,206343
2017-09-22,202881
2017-09-23,202881
2017-09-24,200731
2017-09-25,203721
2017-09-26,205747
2017-09-27,205747
2017-09-28,209256
2017-09-29,210657
2017-09-30,213982
2017-10-01,212766
2017-10-02,212336
2017-10-03,212336
2017-10-04,211785
2017-10-05,211072
2017-10-06,208664
2017-10-07,202955
2017-10-08,195768
2017-10-09,193587
2017-10-10,194938
2017-10-11,194938
2017-10-12,199255
2017-10-13,203882
2017-10-14,203068
2017-10-15,203068
2017-10-16,199493
2017-10-17,199493
2017-10-18,193398
2017-10-19,193398
2017-10-20,186836
2017-10-21,181728
2017-10-22,180405
2017-10-23,181731
2017-10-24,182101
2017-10-25,181832
2017-10-26,180204
2017-10-27,178968
2017-10-28,178968
2017-10-29,178743
2017-10-30,174906
2017-10-31,174496
2017-11-01,174496
2017-11-02,171743
2017-11-03,171533
2017-11-04,167539
2017-11-05,167180
2017-11-06,168026
2017-11-07,172433
2017-11-08,174906
2017-11-09,175832
2017-11-10,175832
2017-11-11,177362
2017-11-12,179154
2017-11-13,180252
2017-11-14,179797
2017-11-15,180733
2017-11-16,179969
2017-11-17,179471
2017-11-18,179471
2017-11-19,180234
2017-11-20,179772
2017-11-21,179910
2017-11-22,179910
2017-11-23,180281
2017-11-24,179563
2017-11-25,179614
2017-11-26,180358
2017-11-27,180358
2017-11-28,179567
2017-11-29,180749
2017-11-30,180584
2017-12-01,178702
2017-12-02,178702
2017-12-03,180850
2017-12-04,184011
2017-12-05,187193
2017-12-06,189857
2017-12-07,191301
2017-12-08,191301
2017-12-09,191029
2017-12-10,193324
2017-12-11,196096
2017-12-12,199601
2017-12-13,196612
2017-12-14,195949
2017-12-15,196046
2017-12-16,198511
2017-12-17,198511
2017-12-18,196382
2017-12-19,196382
2017-12-20,196305
2017-12-21,194476
2017-12-22,195822
2017-12-23,197451
2017-12-24,197076
2017-12-25,200874
2017-12-26,203818
2017-12-27,205830
2017-12-28,209126
2017-12-29,211194
2017-12-30,214780
2017-12-31,214780
2018-01-01,215733
2018-01-02,220389
2018-01-03,220443
2018-01-04,221343
2018-01-05,221498
2018-01-06,214988
2018-01-07,207469
2018-01-08,205269
2018-01-09,201825
2018-01-10,201825
2018-01-11,205343
2018-01-12,201479
2018-01-13,204701
2018-01-14,207106
2018-01-15,211488
2018-01-16,213801
2018-01-17,214796
2018-01-18,214624
2018-01-19,214624
2018-01-20,215670
2018-01-21,217330
2018-01-22,222593
2018-01-23,226489
2018-01-25,229366
2018-01-26,231739
2018-01-27,234140
2018-01-28,237294
2018-01-29,239430
2018-01-30,237915
2018-01-31,237515
2018-02-01,237515
2018-02-02,235319
2018-02-03,234312
2018-02-04,235762
2018-02-05,235762
2018-02-06,234157
2018-02-07,232187
2018-02-08,232187
2018-02-09,230203
2018-02-10,230203
2018-02-11,229200
2018-02-12,230973
2018-02-13,230973
2018-02-14,227775
2018-02-15,225230
2018-02-16,225897
2018-02-17,221248
2018-02-18,221905
2018-02-19,219698
2018-02-20,219708
2018-02-21,220965
2018-02-22,225707
2018-02-23,228315
2018-02-24,228315
2018-02-25,234101
2018-02-26,239116
2018-02-27,243465
2018-02-28,243465
2018-03-01,241803
2018-03-02,247403
2018-03-03,247671
2018-03-04,247671
2018-03-05,246204
2018-03-06,246952
2018-03-07,246367
2018-03-08,246367
2018-03-09,245952
2018-03-10,245952
2018-03-11,244202
2018-03-12,242549
2018-03-13,242309
2018-03-14,246024
2018-03-15,246024
2018-03-16,248253
2018-03-17,246399
2018-03-18,249508
2018-03-19,249508
2018-03-20,246788
2018-03-21,246788
2018-03-23,245484
2018-03-24,243867
2018-03-25,240127
2018-03-26,240127
2018-03-27,240977
2018-03-28,240977
2018-03-29,239485
2018-03-30,239485
2018-03-31,241927
2018-04-01,241927
2018-04-02,242778
2018-04-03,240345
2018-04-04,240954
2018-04-05,240954
2018-04-06,241850
2018-04-07,241850
2018-04-08,241284
2018-04-09,243525
2018-04-10,243525
2018-04-11,248104
2018-04-12,252199
2018-04-13,252199
2018-04-14,251421
2018-04-15,250332
2018-04-16,250332
2018-04-17,250551
2018-04-18,250551
2018-04-19,251978
2018-04-20,253095
2018-04-21,254546
2018-04-22,254546
2018-04-23,255166
2018-04-24,255166
2018-04-25,251947
2018-04-26,251947
2018-04-27,249880
2018-04-28,252431
2018-04-29,251632
2018-04-30,256808
2018-05-01,258455
2018-05-04,265761
2018-05-05,269020
2018-05-06,269020
2018-05-07,272653
2018-05-08,272653
2018-05-09,278348
2018-05-10,280020
2018-05-11,280020
2018-05-12,280843
2018-05-13,280843
2018-05-14,277595
2018-05-15,277595
2018-05-16,276087
2018-05-17,276087
2018-05-18,275449
2018-05-19,274737
2018-05-20,266473
2018-05-21,262633
2018-05-22,262633
2018-05-23,256527
2018-05-24,258838
2018-05-25,258838
2018-05-26,263081
2018-05-27,263081
2018-05-28,264290
2018-05-29,263840
2018-05-30,263840
2018-05-31,259888
2018-06-01,257688
2018-06-02,259106
2018-06-03,258554
2018-06-04,258129
2018-06-05,256733
2018-06-06,256137
2018-06-07,256137
2018-06-08,254680
2018-06-09,254680
2018-06-10,251670
2018-06-11,251670
2018-06-12,249738
2018-06-13,246446
2018-06-14,248419
2018-06-15,248419
2018-06-16,248311
2018-06-17,244979
2018-06-18,243910
2018-06-19,245586
2018-06-20,245586
2018-06-21,248157
2018-06-22,246842
2018-06-23,246842
2018-06-24,248481
2018-06-25,251665
2018-06-26,251665
2018-06-27,254067
2018-06-28,254067
2018-06-29,253962
2018-06-30,253962
2018-07-01,249881
2018-07-02,249881
2018-07-03,249545
2018-07-04,249545
2018-07-05,247990
2018-07-06,252252
2018-07-07,252252
2018-07-08,249469
2018-07-09,250023
2018-07-10,250023
2018-07-11,250556
2018-07-12,250556
2018-07-13,250043
2018-07-14,252718
2018-07-15,252718
2018-07-16,258246
2018-07-17,260249
2018-07-18,260249
2018-07-19,264976
2018-07-20,269789
2018-07-21,273267
2018-07-22,275626
2018-07-23,287439
2018-07-24,298457
2018-07-25,306979
2018-07-26,311386
2018-07-27,310669
2018-07-28,310669
2018-07-29,309724
2018-07-30,311028
2018-07-31,309086
2018-08-01,309086
2018-08-02,312111
2018-08-03,312111
2018-08-04,310970
2018-08-05,312884
2018-08-06,304673
2018-08-07,301032
2018-08-08,301234
2018-08-09,301234
2018-08-10,310768
2018-08-11,312723
2018-08-12,315861
2018-08-14,310461
2018-08-16,309010
2018-08-17,309924
2018-08-18,309924
2018-08-19,307003
2018-08-20,311053
2018-08-21,311053
2018-08-22,311732
2018-08-23,311732
2018-08-24,316124
2018-08-25,314380
2018-08-26,314380
2018-08-27,310277
2018-08-28,307625
2018-08-29,305316
2018-08-30,304859
2018-08-31,302838
2018-09-01,302093
2018-09-02,299163
2018-09-03,300611
2018-09-04,295365
2018-09-05,293725
2018-09-06,293725
2018-09-07,290484
2018-09-08,286462
2018-09-09,286462
2018-09-10,285518
2018-09-11,285518
2018-09-12,286448
2018-09-13,286499
2018-09-14,287874
2018-09-15,286352
2018-09-16,286352
2018-09-17,285429
2018-09-18,285732
2018-09-19,285732
2018-09-20,284633
2018-09-21,281825
2018-09-22,280850
2018-09-23,278946
2018-09-24,279312
2018-09-25,279312
2018-09-26,278318
2018-09-27,278318
2018-09-28,276581
2018-09-29,272517
2018-09-30,267473
2018-10-02,272500
2018-10-03,277717
2018-10-04,277717
2018-10-05,279994
2018-10-06,279291
2018-10-07,279291
2018-10-08,276279
2018-10-09,277678
2018-10-10,277126
2018-10-11,279224
2018-10-12,279224
2018-10-13,277183
2018-10-14,270561
2018-10-15,265354
2018-10-16,265354
2018-10-17,264493
2018-10-18,261445
2018-10-19,260335
2018-10-20,260335
2018-10-21,259543
2018-10-22,260724
2018-10-23,260724
2018-10-24,258940
2018-10-25,257004
2018-10-26,254011
2018-10-27,250458
2018-10-28,246154
2018-10-29,246154
2018-10-30,244904
2018-10-31,248799
2018-11-01,257224
2018-11-03,280992
2018-11-04,295042
2018-11-05,309795
2018-11-06,325285
2018-11-07,341550
2018-11-08,358628
2018-11-09,376560
2018-11-10,393762
2018-11-11,413440
2018-11-12,433333
2018-11-13,454674
2018-11-14,476953
2018-11-15,491639
2018-11-16,511806
2018-11-17,527102
2018-11-18,533846
2018-11-19,546499
2018-11-20,541296
2018-11-21,517740
2018-11-22,512281
2018-11-23,501645
2018-11-24,483379
2018-11-25,460563
2018-11-26,443875
2018-11-27,433808
2018-11-28,417301
2018-11-29,401078
2018-12-01,377177
2018-12-02,363126
2018-12-03,350323
2018-12-04,338666
2018-12-05,326998
2018-12-07,311194
2018-12-09,294363
2018-12-10,294876
2018-12-11,306953
2018-12-12,318709
2018-12-13,315158
2018-12-14,309061
2018-12-15,301443
2018-12-16,295281
2018-12-17,292987
2018-12-18,287558
2018-12-19,283263
2018-12-20,283903
2018-12-21,285307
2018-12-22,292764
2018-12-23,295910
2018-12-24,299692
2018-12-25,310561
2018-12-26,324982
2018-12-27,336429
2018-12-28,342418
2018-12-29,357732
2018-12-30,368698
2018-12-31,379670
2019-01-01,391590
2019-01-02,399662
2019-01-03,413059
2019-01-04,407302
2019-01-05,408305
2019-01-06,413356
2019-01-08,413889
2019-01-10,416891
2019-01-11,425307
2019-01-12,445702
2019-01-13,467206
2019-01-14,489362
2019-01-15,492796
2019-01-16,471554
2019-01-17,455789
2019-01-18,442819
2019-01-19,434256
2019-01-20,431956
2019-01-21,427352
2019-01-22,418382
2019-01-23,408487
2019-01-24,396800
2019-01-25,390800
2019-01-26,387207
2019-01-27,385568
2019-01-28,382738
2019-01-29,379551
2019-01-30,380845
2019-01-31,386263
2019-02-01,382800
2019-02-02,377340
2019-02-03,377204
2019-02-04,377204
2019-02-05,375490
2019-02-06,374272
2019-02-07,365265
2019-02-08,356855
2019-02-09,351526
2019-02-10,344576
2019-02-11,336709
2019-02-12,330373
2019-02-13,321072
2019-02-14,313077
2019-02-15,308582
2019-02-16,302464
2019-02-17,305355
2019-02-18,304815
2019-02-19,300487
2019-02-20,294297
2019-02-21,289835
2019-02-22,287216
2019-02-23,281072
2019-02-24,276387
2019-02-25,279314
2019-02-26,273856
2019-02-27,275831
2019-02-28,276733
2019-03-01,276877
2019-03-02,282335
2019-03-03,277835
2019-03-04,277240
2019-03-05,273222
2019-03-06,272175
2019-03-07,269797
2019-03-08,271680
2019-03-09,270280
2019-03-10,269497
2019-03-11,270939
2019-03-12,270579
2019-03-13,269733
2019-03-14,269894
2019-03-15,270770
2019-03-16,270954
2019-03-17,273268
2019-03-18,278829
2019-03-19,278928
2019-03-20,284087
2019-03-21,289498
2019-03-22,296029
2019-03-23,297805
2019-03-24,303125
2019-03-25,306518
2019-03-26,303302
2019-03-27,303302
2019-03-28,298000
2019-03-29,299067
2019-03-30,299067
